L0 Domain,L1 Sub-Domain,L2 Category,L3 Sub-Category,L4 Product Enum-Code,Brand,Product Name,Product Description,Product Quantity,UOM,Net Quantity,Pack Quantity,Pack Size,MRP,Price,Manufacturer,Country Of Origin,UPC/EAN,FSSAI no,Images,Images / Video,Images.3,Images.4,Images.5,Images.6,Images.7,Images.8,Images.9,Images.10,SKU Code,Customer Care Contact,Time to Ship,Returnable (Y/N),Cancellable (Y/N),COD available (Y/N),Preservatives (Y/N),Preservatives (details),Flavours & Spices,Ready to cook (Y/N),Ready to eat (Y/N),Rice grain type,Recommended Age,Scented/ Flavour,Herbal/ Ayurvedic,Theme/ Occasion Type,Hair Type,Mineral Source,Caffeine Content,Capacity,Composition,Benefits,Usage,Other details,Marketed By,Baby Weight,Absorption Duration (in Hrs),Features,Care Instruction,Specification,About
RET,RET-10,RET-10-14,RET-10-14-10,RET-10-14-10-13,Athom Living,"Athom Living Anti Slip Printed Door/Floor Mat - Distressed Beige, Premium, Strong & Durable, 1 pc","Athom Living Distressed Beige Premium Anti Slip Printed Door Mat is made of soft materials. These doormats are durable and will keep your feet moisture-free. Sporting vibrant colours and striking designs, these doormats will also elevate the look of your bathroom and door setup.",1 pc,pcs,1 pc,1,1,599,199,"Athom Trendz Pvt Ltd ""Premier House"" #18, 76th A Cross Rajajinagar Bangalore-560010, support@premierhouse.in /PH-8861285819",India,['8904370503272'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40238107_1-athom-living-anti-slip-printed-doorfloor-mat-distressed-beige-premium-strong-durable.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40238107-2_1-athom-living-anti-slip-printed-doorfloor-mat-distressed-beige-premium-strong-durable.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40238107-3_1-athom-living-anti-slip-printed-doorfloor-mat-distressed-beige-premium-strong-durable.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40238107-4_1-athom-living-anti-slip-printed-doorfloor-mat-distressed-beige-premium-strong-durable.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40238107-5_1-athom-living-anti-slip-printed-doorfloor-mat-distressed-beige-premium-strong-durable.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Soft feel & comfort
Excellent water absorption capacity
Anti-skid","Use it for the main door, bedroom, entrance, kitchen, home, bathroom, entryway, shop, office, covered outdoor, etc.","['EAN Code: 8904370503272', 'Manufactured & Marketed By: Athom Trendz Pvt Ltd ""Premier House"" #18, 76th A Cross Rajajinagar Bangalore-560010, support@premierhouse.in /PH-8861285819', 'Country of Origin: India', '","Athom Trendz Pvt Ltd ""Premier House"" #18, 76th A Cross Rajajinagar Bangalore-560010, support@premierhouse.in /PH-8861285819",-,-,-,-,"Brand:- Athom Living
Type:- Doormat
Material:- Nylon
Colour:- Multicolour
Dimensions:- 57x37x1 Cm
Capacity:- NA
Features:- Anti-skid, Eco-friendly, Highly durable, Flock top remove dirt and debris from feet easily and Kid-friendly.
Shape:- Rectangular
Design:- Geometric
Microwave safe:- No
Dishwasher Safe:- No
Freezer Safe:- NA
Package Content :- 1 pc",-
RET,RET-10,RET-10-14,RET-10-14-10,RET-10-14-10-13,Athom Living,"Athom Living Anti Slip Printed Door/Floor Mat - Drop Beige, Premium, Strong & Durable, 1 pc","Athom Living Drop Beige Premium Anti Slip Printed Door Mat is made of soft materials. These doormats are durable and will keep your feet moisture-free. Sporting vibrant colours and striking designs, these doormats will also elevate the look of your bathroom and door setup.",1 pc,pcs,1 pc,1,1,599,169,"Athom Trendz Pvt Ltd ""Premier House"" #18, 76th A Cross Rajajinagar Bangalore-560010, support@premierhouse.in /PH-8861285819",India,['8904370503227'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40238102_1-athom-living-anti-slip-printed-doorfloor-mat-drop-beige-premium-strong-durable.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40238102-2_1-athom-living-anti-slip-printed-doorfloor-mat-drop-beige-premium-strong-durable.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40238102-3_1-athom-living-anti-slip-printed-doorfloor-mat-drop-beige-premium-strong-durable.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40238102-4_1-athom-living-anti-slip-printed-doorfloor-mat-drop-beige-premium-strong-durable.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40238102-5_1-athom-living-anti-slip-printed-doorfloor-mat-drop-beige-premium-strong-durable.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Soft feel & comfort
Excellent water absorption capacity
Anti-skid","Use it for the main door, bedroom, entrance, kitchen, home, bathroom, entryway, shop, office, covered outdoor, etc.","['EAN Code: 8904370503227', 'Manufactured & Marketed By: Athom Trendz Pvt Ltd ""Premier House"" #18, 76th A Cross Rajajinagar Bangalore-560010, support@premierhouse.in /PH-8861285819', 'Country of Origin: India', '","Athom Trendz Pvt Ltd ""Premier House"" #18, 76th A Cross Rajajinagar Bangalore-560010, support@premierhouse.in /PH-8861285819",-,-,-,-,"Brand:- Athom Trendz
Type:- Doormat
Material:- Nylon
Colour:- Multicolour
Dimensions:- 57x37x1 Cm
Capacity:- NA
Features:- Anti-skid, Eco-friendly, Highly durable, Flock top remove dirt and debris from feet easily and Kid-friendly.
Shape:- Rectangular
Microwave safe:- No
Dishwasher Safe:- No
Freezer Safe:- NA
Package Content :- 1 pc",-
RET,RET-10,RET-10-14,RET-10-14-10,RET-10-14-10-13,Athom Living,"Athom Living Anti Slip Printed Door/Floor Mat - Drop Blue, Premium, Strong & Durable, 1 pc","Athom Living Drop Blue Premium Anti Slip Printed Door Mat is made of soft materials. These doormats are durable and will keep your feet moisture-free. Sporting vibrant colours and striking designs, these doormats will also elevate the look of your bathroom and door setup.",1 pc,pcs,1 pc,1,1,599,199,"Athom Trendz Pvt Ltd ""Premier House"" #18, 76th A Cross Rajajinagar Bangalore-560010, support@premierhouse.in /PH-8861285819",India,['40238101'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40238101_1-athom-living-anti-slip-printed-doorfloor-mat-drop-blue-premium-strong-durable.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40238101-2_1-athom-living-anti-slip-printed-doorfloor-mat-drop-blue-premium-strong-durable.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40238101-3_1-athom-living-anti-slip-printed-doorfloor-mat-drop-blue-premium-strong-durable.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40238101-4_1-athom-living-anti-slip-printed-doorfloor-mat-drop-blue-premium-strong-durable.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40238101-5_1-athom-living-anti-slip-printed-doorfloor-mat-drop-blue-premium-strong-durable.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Soft feel & comfort
Excellent water absorption capacity
Anti-skid","Use it for the main door, bedroom, entrance, kitchen, home, bathroom, entryway, shop, office, covered outdoor, etc.","[{'EAN Code': '40238101'}, {'Manufactured & Marketed By': 'Athom Trendz Pvt Ltd ""Premier House"" #18, 76th A Cross Rajajinagar Bangalore-560010, support@premierhouse.in /PH-8861285819'}, {'Country of Origin': 'India'}, {'","Athom Trendz Pvt Ltd ""Premier House"" #18, 76th A Cross Rajajinagar Bangalore-560010, support@premierhouse.in /PH-8861285819",-,-,-,-,"Brand:- Athom Living
Type:- Doormat
Material:- Nylon
Colour:- Multicolour
Dimensions:- 57x37x1 Cm
Capacity:- NA
Features:- Anti-skid, Eco-friendly, Highly durable, Flock top remove dirt and debris from feet easily and Kid-friendly.
Shape:- Rectangular
Microwave safe:- No
Dishwasher Safe:- No
Freezer Safe:- NA
Package Content :- 1 pc",-
RET,RET-10,RET-10-14,RET-10-14-10,RET-10-14-10-13,Athom Living,"Athom Living Anti Slip Printed Door/Floor Mat - Elegance, Premium, Strong & Durable, 1 pc","Athom Living Elegance Premium Anti Slip Printed Door Mat is made of soft materials. These doormats are durable and will keep your feet moisture-free. Sporting vibrant colours and striking designs, these doormats will also elevate the look of your bathroom and door setup.",1 pc,pcs,1 pc,1,1,599,169,"Athom Trendz Pvt Ltd ""Premier House"" #18, 76th A Cross Rajajinagar Bangalore-560010, support@premierhouse.in /PH-8861285819",India,['8904370503357'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40238114_1-athom-living-anti-slip-printed-doorfloor-mat-elegance-premium-strong-durable.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40238114-2_1-athom-living-anti-slip-printed-doorfloor-mat-elegance-premium-strong-durable.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40238114-3_1-athom-living-anti-slip-printed-doorfloor-mat-elegance-premium-strong-durable.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40238114-4_1-athom-living-anti-slip-printed-doorfloor-mat-elegance-premium-strong-durable.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40238114-5_1-athom-living-anti-slip-printed-doorfloor-mat-elegance-premium-strong-durable.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Soft feel & comfort
Excellent water absorption capacity
Anti-skid","Use it for the main door, bedroom, entrance, kitchen, home, entryway, shop, office, covered outdoor, etc.","['EAN Code: 8904370503357', 'Manufactured & Marketed By: Athom Trendz Pvt Ltd ""Premier House"" #18, 76th A Cross Rajajinagar Bangalore-560010, support@premierhouse.in /PH-8861285819', 'Country of Origin: India', '","Athom Trendz Pvt Ltd ""Premier House"" #18, 76th A Cross Rajajinagar Bangalore-560010, support@premierhouse.in /PH-8861285819",-,-,-,-,"Brand:- Athom Living
Type:- Doormat
Material:- Nylon
Colour:- Multicolour
Dimensions:- 57x37x1 Cm
Capacity:- NA
Features:- Anti-skid, Eco-friendly, Highly durable, Flock top remove dirt and debris from feet easily and Kid-friendly.
Shape:- Rectangular
Microwave safe:- No
Dishwasher Safe:- No
Freezer Safe:- NA
Package Content :- 1 pc",-
RET,RET-10,RET-10-14,RET-10-14-10,RET-10-14-10-13,Athom Living,"Athom Living Anti Slip Printed Door/Floor Mat - Floral Love, Premium, Strong & Durable, 1 pc","Athom Living Floral Love Premium Anti Slip Printed Door Mat is made of soft materials. These doormats are durable and will keep your feet moisture-free. Sporting vibrant colours and striking designs, these doormats will also elevate the look of your bathroom and door setup.",1 pc,pcs,1 pc,1,1,599,199,"Athom Trendz Pvt Ltd ""Premier House"" #18, 76th A Cross Rajajinagar Bangalore-560010, support@premierhouse.in /PH-8861285819",India,['40238108'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40238108_1-athom-living-anti-slip-printed-doorfloor-mat-floral-love-premium-strong-durable.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40238108-2_1-athom-living-anti-slip-printed-doorfloor-mat-floral-love-premium-strong-durable.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40238108-3_1-athom-living-anti-slip-printed-doorfloor-mat-floral-love-premium-strong-durable.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40238108-4_1-athom-living-anti-slip-printed-doorfloor-mat-floral-love-premium-strong-durable.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40238108-5_1-athom-living-anti-slip-printed-doorfloor-mat-floral-love-premium-strong-durable.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Soft feel & comfort
Excellent water absorption capacity
Anti-skid","Use it for the main door, bedroom, entrance, kitchen, home, bathroom, entryway, shop, office, covered outdoor, etc.","['EAN Code: 40238108', 'Manufactured & Marketed By: Athom Trendz Pvt Ltd ""Premier House"" #18, 76th A Cross Rajajinagar Bangalore-560010, support@premierhouse.in /PH-8861285819', 'Country of Origin: India', '","Athom Trendz Pvt Ltd ""Premier House"" #18, 76th A Cross Rajajinagar Bangalore-560010, support@premierhouse.in /PH-8861285819",-,-,-,-,"Brand:- Athom Living
Type:- Doormat
Material:- Nylon
Colour:- Multicolour
Dimensions:- 57x37x1 Cm
Capacity:- NA
Features:- Anti-skid, Eco-friendly, Highly durable, Flock top remove dirt and debris from feet easily and Kid-friendly.
Shape:- Rectangular
Design:- Floral
Microwave safe:- No
Dishwasher Safe:- No
Freezer Safe:- NA
Package Content :- 1 pc",-
RET,RET-10,RET-10-14,RET-10-14-10,RET-10-14-10-13,Athom Trendz,"Athom Trendz Anti Skid Door/Floor Mat - Eazy Home Flower Printed, Premium, Strong & Durable, 1 pc","Athom Trendz Eazy Home Premium Flower Printed Anti Skid Doormat is made of soft materials. These doormats are durable and will keep your feet moisture-free. Sporting vibrant colours and striking designs, these doormats will also elevate the look of your bathroom and door setup.",1 pc,pcs,1 pc,1,1,499,169,"Athom Trendz Pvt Ltd ""Premier House"" #18, 76th A Cross Rajajinagar Bangalore-560010, support@premierhouse.in /PH-8861285819",India,['40238120'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40238120_3-athom-trendz-anti-skid-doorfloor-mat-eazy-home-flower-printed-premium-strong-durable.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40238120-2_1-athom-trendz-anti-skid-doorfloor-mat-eazy-home-flower-printed-premium-strong-durable.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40238120-3_1-athom-trendz-anti-skid-doorfloor-mat-eazy-home-flower-printed-premium-strong-durable.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40238120-4_1-athom-trendz-anti-skid-doorfloor-mat-eazy-home-flower-printed-premium-strong-durable.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40238120-5_1-athom-trendz-anti-skid-doorfloor-mat-eazy-home-flower-printed-premium-strong-durable.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Soft feel & comfort
Excellent water absorption capacity
Anti-skid","Use it for the main door, bedroom, entrance, kitchen, home, bathroom, entryway, shop, office, covered outdoor, etc.","['EAN Code: 40238120', 'Manufactured & Marketed By: Athom Trendz Pvt Ltd ""Premier House"" #18, 76th A Cross Rajajinagar Bangalore-560010, support@premierhouse.in /PH-8861285819', 'Country of Origin: India', '","Athom Trendz Pvt Ltd ""Premier House"" #18, 76th A Cross Rajajinagar Bangalore-560010, support@premierhouse.in /PH-8861285819",-,-,-,-,"Brand:- Athom Trendz
Type:- Doormat
Material:- Nylon
Colour:- Multicolour
Dimensions:- 57x37x1 Cm
Capacity:- NA
Features:- Anti-skid, Eco-friendly, Highly durable, Flock top remove dirt and debris from feet easily and Kid-friendly.
Shape:- Rectangular
Design:- Floral
Microwave safe:- No
Dishwasher Safe:- No
Freezer Safe:- NA
Package Content :- 1 pc",-
RET,RET-10,RET-10-14,RET-10-14-10,RET-10-14-10-13,Athom Trendz,"Athom Trendz Anti Skid Door/Floor Mat - Eazy Home Rock & Roll, Premium, Strong & Durable, 1 pc","Athom Trendz Eazy Home Premium Rock & Roll Anti Skid Doormat is made of soft materials. These doormats are durable and will keep your feet moisture-free. Sporting vibrant colours and striking designs, these doormats will also elevate the look of your bathroom and door setup.",1 pc,pcs,1 pc,1,1,499,169,"Athom Trendz Pvt Ltd ""Premier House"" #18, 76th A Cross Rajajinagar Bangalore-560010, support@premierhouse.in /PH-8861285819",India,['40238122'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40238122_3-athom-trendz-anti-skid-doorfloor-mat-eazy-home-rock-roll-premium-strong-durable.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40238122-2_1-athom-trendz-anti-skid-doorfloor-mat-eazy-home-rock-roll-premium-strong-durable.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40238122-3_1-athom-trendz-anti-skid-doorfloor-mat-eazy-home-rock-roll-premium-strong-durable.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40238122-4_1-athom-trendz-anti-skid-doorfloor-mat-eazy-home-rock-roll-premium-strong-durable.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40238122-5_1-athom-trendz-anti-skid-doorfloor-mat-eazy-home-rock-roll-premium-strong-durable.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Soft feel & comfort
Excellent water absorption capacity
Anti-skid","Use it for the main door, bedroom, entrance, kitchen, home, bathroom, entryway, shop, office, covered outdoor, etc.","['EAN Code: 40238122', 'Manufactured & Marketed By: Athom Trendz Pvt Ltd ""Premier House"" #18, 76th A Cross Rajajinagar Bangalore-560010, support@premierhouse.in /PH-8861285819', 'Country of Origin: India', '","Athom Trendz Pvt Ltd ""Premier House"" #18, 76th A Cross Rajajinagar Bangalore-560010, support@premierhouse.in /PH-8861285819",-,-,-,-,"Brand:- Athom Trendz
Type:- Doormat
Material:- Nylon
Colour:- Multicolour
Dimensions:- 57x37x1 Cm
Capacity:- NA
Features:- Anti-skid, Eco-friendly, Highly durable, Flock top remove dirt and debris from feet easily and Kid-friendly.
Shape:- Rectangular
Microwave safe:- No
Dishwasher Safe:- No
Freezer Safe:- NA
Package Content :- 1 pc",-
RET,RET-10,RET-10-14,RET-10-14-10,RET-10-14-10-13,Athom Trendz,"Athom Trendz Anti Skid Door/Floor Mat - Eazy Home, Premium Design, Strong & Durable, 1 pc","Athom Trendz Eazy Home Premium Designer Anti Skid Doormat is made of soft materials. These doormats are durable and will keep your feet moisture-free. Sporting vibrant colours and striking designs, these doormats will also elevate the look of your bathroom and door setup.",1 pc,pcs,1 pc,1,1,499,169,"Athom Trendz Pvt Ltd ""Premier House"" #18, 76th A Cross Rajajinagar Bangalore-560010, support@premierhouse.in /PH-8861285819",India,['40238121'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40238121_1-athom-trendz-anti-skid-doorfloor-mat-eazy-home-premium-design-strong-durable.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40238121-2_1-athom-trendz-anti-skid-doorfloor-mat-eazy-home-premium-design-strong-durable.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40238121-3_1-athom-trendz-anti-skid-doorfloor-mat-eazy-home-premium-design-strong-durable.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40238121-4_1-athom-trendz-anti-skid-doorfloor-mat-eazy-home-premium-design-strong-durable.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40238121-5_1-athom-trendz-anti-skid-doorfloor-mat-eazy-home-premium-design-strong-durable.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Soft feel & comfort
Excellent water absorption capacity
Anti-skid","Use it for the main door, bedroom, entrance, kitchen, home, bathroom, entryway, shop, office, covered outdoor, etc.","['EAN Code: 40238121', 'Manufactured & Marketed By: Athom Trendz Pvt Ltd ""Premier House"" #18, 76th A Cross Rajajinagar Bangalore-560010, support@premierhouse.in /PH-8861285819', 'Country of Origin: India', '","Athom Trendz Pvt Ltd ""Premier House"" #18, 76th A Cross Rajajinagar Bangalore-560010, support@premierhouse.in /PH-8861285819",-,-,-,-,"Brand:- Athom Trendz
Type:- Doormat
Material:- Nylon
Colour:- Multicolour
Dimensions:- 57x37x1 Cm
Capacity:- NA
Features:- Anti-skid, Eco-friendly, Highly durable, Flock top remove dirt and debris from feet easily and Kid-friendly.
Shape:- Rectangular
Microwave safe:- No
Dishwasher Safe:- No
Freezer Safe:- NA
Package Content :- 1 pc",-
RET,RET-10,RET-10-14,RET-10-14-10,RET-10-14-10-13,BB Home,"BB Home Natural Grass Broom/Phool Jhadu - Natural Garo Hill Grass, 1 pc","BB Home presents its innovative range of household cleaning products that are made with premium quality material that ensures durability and strength making them last for a longer time. BB Home Grass Broom is made from the best quality Garo hills grass that delivers an excellent cleaning performance even with the finest dust particles. The sleek virgin plastic handle gives a superior grip while cleaning the floor and it also holds the grass tightly. The length of the grass broom is perfect and which is suitable for the Indian consumer. Reaches even the most difficult spots with an easy-to-grip handle, and strong, natural grass bristles.",1 pc,pcs,1 pc,1,1,199,199,BB,India,['8904256712538'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40175060_18-bb-home-natural-grass-broomphool-jhadu.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40175060-2_5-bb-home-natural-grass-broomphool-jhadu.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40175060-3_6-bb-home-natural-grass-broomphool-jhadu.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Soft, pure and strong grass.
Strong and long-lasting handle. 
Easy and comfortable to use.
Excellent cleaning performance.
Ergonomic Handle.",-,"[{'EAN Code': '8904256712538'}, {'Country of origin': 'India'}]",-,-,-,-,Keep them in a dry place.,"Brand: BB Home
Type: Natural Grass Broom
Body Material: Plastic
Material: Grass
Colour: Green
Length: 101 cm
Height: 90 Cm
Package Contents: 1 pc Natural Grass Broom",-
RET,RET-10,RET-10-14,RET-10-14-10,RET-10-14-10-13,BB Home,"BB Home Premium Soft Grass Broom/Phool Jhadu - High Quality Silchar Grass, 1 pc","BB Home presents its innovative range of household cleaning products that are made with premium quality material that ensures durability and strength making them last for a longer time. BB Home Grass Broom is made from the best quality superfine soft grass from Silchar that delivers an excellent cleaning performance even with the finest dust particles. The sleek virgin plastic handle gives a superior grip while cleaning the floor and it also holds the grass tightly. Increased height and more grass area suitable for sweeping fine dust from the floor. Reaches even the most difficult spots with an easy-to-grip handle, and strong, natural grass bristles.",1 pc,pcs,1 pc,1,1,299,149,BB,India,['8904256712545'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40175061_18-bb-home-premium-soft-grass-broomphool-jhadu.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40175061-2_5-bb-home-premium-soft-grass-broomphool-jhadu.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40175061-3_6-bb-home-premium-soft-grass-broomphool-jhadu.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Soft, pure and strong grass.
Strong and long-lasting handle. 
Easy and comfortable to use.
Excellent cleaning performance.
Ergonomic Handle.",-,"[{'EAN Code': '8904256712545'}, {'Country of origin': 'India'}]",-,-,-,-,Keep them in a dry place.,"Brand: BB Home
Type: Soft Grass Broom
Body Material: Silchar Soft Grass
Material: Silchar Soft Grass
Colour: Blue
Length: 108 cm
Package Contents: 1 pc Soft Grass Broom",-
RET,RET-10,RET-10-14,RET-10-14-10,RET-10-14-10-13,BB Home,"BB Home Scrub Sponge Pad, 2 pcs","BB Home Scrub Sponge Pad is a 2-in-1 combination of kitchen cleaning solutions made with high-quality materials. It is a multipurpose scrub that can be used to clean utilities as well as kitchen platforms. It is a versatile kitchen sponge that efficiently cleans your utilities and kitchen leaving it spotless. This sponge cleans stubborn stains easily without any hassle. It can also be used for heavy-duty scrubbing. The material absorbs soap and water. Though perfect for cleaning utensils, the pad can easily be used on slabs and surfaces to keep them free of dust and grease accumulation. The scouring quality of the pads helps in removing tough kitchen stains faster and with ease. Use it for removing spilled milk on stovetops, messy grills and so on.",2 pcs,pcs,2 pcs,2,1,89,89,"NINGBO LIAO COMPANY CO., LTD, 4/F Lianan Building, 168, Songjiang East Road, Ningbo, China",China,['40138326'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40138326_4-bb-home-scrub-sponge-pad.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40138326-2_4-bb-home-scrub-sponge-pad.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40138326-3_2-bb-home-scrub-sponge-pad.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40138326-4_1-bb-home-scrub-sponge-pad.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40138326-5_1-bb-home-scrub-sponge-pad.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Apply detergent/ liquid soap to clean utensils, kitchen sink and kitchen platform.
Rinse the scrub before and after using it.","['EAN Code: 40138326', 'Manufacturer Name and : NINGBO LIAO COMPANY CO., LTD, 4/F Lianan Building, 168, Songjiang East Road, Ningbo, China', 'Marketed by: Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071', 'Imported by: Decent Plastic, Plot 84 Nawada industrial area, Uttam Nagar, New Delhi - 110059', 'Country of origin: China', 'Best before 23-08-2024', '","Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071",-,-,"Multipurpose kitchen scrub pad.
Cleans stubborn stains easily without any hassle.
It gives effective cleaning.
It is highly durable and has a long life.","For longer life, keep dry after and store away from the soap.",-,-
RET,RET-10,RET-10-14,RET-10-14-10,RET-10-14-10-13,BB Home,"BB Home Spin Mop Bucket With 360 Degree Rotation & 2 Refills - Used For Deep Cleaning, Blue, 1 pc","Mopping your house just became easier with this magic mop. The BB Home spin mopping system helps you to thoroughly clean your floors with minimal effort. The mop head features 100% polyester fibres which absorb high volumes of liquid at a fast pace, leaving behind spotless surfaces. Simply adjust its height to a comfortable position and rotate the 360-degree mop handle to suit your requirement for an efficient cleaning experience.",1 pc,pcs,1 pc,1,1,1290,699,BB,India,['40172986'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40172986_14-bb-home-spin-mop-bucket-360-degree-with-2-refills.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40172986-2_8-bb-home-spin-mop-bucket-360-degree-with-2-refills.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40172986-3_1-bb-home-spin-mop-bucket-360-degree-with-2-refills.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40172986-4_1-bb-home-spin-mop-bucket-360-degree-with-2-refills.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40172986-5_1-bb-home-spin-mop-bucket-360-degree-with-2-refills.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40172986-6_1-bb-home-spin-mop-bucket-360-degree-with-2-refills.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40172986-7_1-bb-home-spin-mop-bucket-360-degree-with-2-refills.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40172986-8_1-bb-home-spin-mop-bucket-360-degree-with-2-refills.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1. It is made with high-quality material.
2. Ease your cleaning task and movable.
3. It is durable and long-lasting.
4. It has a comfortable grip.","1. The spin mop bucket is easy to assemble.
2. The mop can be used to clean floors on a daily basis and comes with a spin bucket with a twist-and-release lock system that drains all the water from the mop for efficient cleaning and leaves the floor dry and non-slippery.
3. The mop can absorb all liquid spillage off the floor.","[{'EAN Code': '40172986'}, {'Country of origin': 'India'}]",-,-,-,-,-,"1. Brand: BB Home
2. Type: Mop bucket with a stick
3. Body Material: Bucket Material - PP-Polypropylene, Mop Stick Material - Stainless steel with plastic joints, Mop Head Material - Plastic with microfibre thick threads
4. Material: Bucket Material - PP-Polypropylene, Mop Stick Material - Stainless steel with plastic joints, Mop Head Material - Plastic with microfibre thick threads
5. Colour: Blue & White
6. Capacity: 5 Ltr
7. Dimension's : 46 x 23 x 23 cm
8. Package Contents: 1 Mop Bucket, 1 Stainless Steel Handle, 1 Mop Head, 2 Microfibre Refill",-
