L0 Domain,L1 Sub-Domain,L2 Category,L3 Sub-Category,L4 Product Enum-Code,Brand,Product Name,Product Description,Product Quantity,UOM,Net Quantity,Pack Quantity,Pack Size,MRP,Price,Manufacturer,Country Of Origin,UPC/EAN,FSSAI no,Images,Images / Video,Images.3,Images.4,Images.5,Images.6,Images.7,Images.8,Images.9,Images.10,SKU Code,Customer Care Contact,Time to Ship,Returnable (Y/N),Cancellable (Y/N),COD available (Y/N),Preservatives (Y/N),Preservatives (details),Flavours & Spices,Ready to cook (Y/N),Ready to eat (Y/N),Rice grain type,Recommended Age,Scented/ Flavour,Herbal/ Ayurvedic,Theme/ Occasion Type,Hair Type,Mineral Source,Caffeine Content,Capacity,Composition,Benefits,Usage,Other details,Marketed By,Baby Weight,Absorption Duration (in Hrs),Features,Ingredients,Ingredient,From The Brand,About
RET,RET-10,RET-10-18,RET-10-18-10,RET-10-18-10-15,HappyChef,"HappyChef Fig & Orange Conserve, 330 g",-,330 g,g,330 g,1,1,209,125,"Triveni Industries. Gat No.152, Village Khalad, Taluka Purandhar, District Pune-412312",India,['40107057'],['10019043002767'],https://datalabs.siva3.io/image/Eunimart_groceries_40107057_7-happychef-fig-orange-conserve.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40107057-2_6-happychef-fig-orange-conserve.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40107057-3_4-happychef-fig-orange-conserve.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40107057-4_4-happychef-fig-orange-conserve.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40107057-5_4-happychef-fig-orange-conserve.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40107057-6_4-happychef-fig-orange-conserve.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40107057-7_3-happychef-fig-orange-conserve.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40107057-8_1-happychef-fig-orange-conserve.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Ready to eat 
Spread on bread or bun
Use on a cheeseboard
Storage information: Store in ambient temperature and dry, hygienic place, away from sunlight and heat source.
Please refrigerate after opening.","['EAN Code: 40107057', 'Country Of Origin: India', 'Manufacturer Name and Address: Triveni Industries. Gat No.152, Village Khalad, Taluka Purandhar, District Pune-412312', 'Marketed by: Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071', 'FSSAI Number: 10019043002767', 'Best before 02-09-2023' ]","Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071",-,-,-,"Figs (42. 4%), Sugar, Water, Oranges (2. 6%), Acidity Regulator (ins330), Gelling Agent (ins440), Ginger, Preservative (ins211). Contains Permitted Class Ii Preservative (ins 211).",-,"About the Product
Made with the goodness of sweet figs and a hint of orange, get ready to enjoy this sweet conserve. Craving Something fruity and sinful? HappyChef Fig & Orange Conserve is the perfect pick for you. Made from the finest ingredients in the most hygienic setting, this conserve will get your sweet tooth excited! Spread it on a loaf of bread or put it on a cheese board, this jar of deliciousness is a party must. Bring out the chef in you with HappyChef's exciting range of products from sauces to dips and conserves and experience authenticity like never before.
Features: -
Handcrafted 
Authentic flavours 
Sweet deliciousness",-
RET,RET-10,RET-10-18,RET-10-18-10,RET-10-18-10-15,HappyChef,"HappyChef Jamun Conserve With No Added Sugar, 330 g",-,330 g,g,330 g,1,1,209,155,"Triveni Industries. Gat No.152, Village Khalad, Taluka Purandhar, District Pune-412312",India,['40107061'],['10019043002767'],https://datalabs.siva3.io/image/Eunimart_groceries_40107061_5-happychef-jamun-conserve-with-no-added-sugar.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40107061-2_9-happychef-jamun-conserve-with-no-added-sugar.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40107061-3_7-happychef-jamun-conserve-with-no-added-sugar.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40107061-4_7-happychef-jamun-conserve-with-no-added-sugar.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40107061-5_7-happychef-jamun-conserve-with-no-added-sugar.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40107061-6_1-happychef-jamun-conserve-with-no-added-sugar.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Ready to eat 
Spread on bread or bun
Use on a cheeseboard
Storage information: Store in ambient temperature and dry, hygienic place, away from sunlight and heat source.
Please refrigerate after opening.","['EAN Code: 40107061', 'Country Of Origin: India', 'Manufacturer Name and Address: Triveni Industries. Gat No.152, Village Khalad, Taluka Purandhar, District Pune-412312', 'Marketed by: Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071', 'FSSAI Number: 10019043002767', 'Best before 02-09-2023' ]","Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071",-,-,-,"Jamun (45%), Polyols (ins420) Gelling Agent (ins 440), Preservative (ins 202). Contains Permitted Class Ii Preservative (ins 202).",-,"About the Product
Created by international chefs and made from premium ingredients, this sugar-free conserve is perfect for all you sweet-toothed. Bursting with the fruitful flavour of sweet Jamun, this is a jar of sweet deliciousness that will move to the top of your snack favourites soon. HappyChef Jamun Conserve is a perfect party accompaniment that you could spread on a loaf of bread, bun, or on a cheeseboard. Bring out the chef in you with HappyChef's exciting range of products from sauces to dips and conserves and experience authenticity like never before.
Features: 
Handcrafted 
Authentic flavours 
Sweet deliciousness",-
RET,RET-10,RET-10-18,RET-10-18-10,RET-10-18-10-15,HappyChef,"HappyChef Jamun Conserve, 330 g",-,330 g,g,330 g,1,1,209,125,"Triveni Industries. Gat No.152, Village Khalad, Taluka Purandhar, District Pune-412312",India,['40107058'],['10019043002767'],https://datalabs.siva3.io/image/Eunimart_groceries_40107058_6-happychef-jamun-conserve.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40107058-2_6-happychef-jamun-conserve.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40107058-3_4-happychef-jamun-conserve.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40107058-4_4-happychef-jamun-conserve.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40107058-5_4-happychef-jamun-conserve.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40107058-6_4-happychef-jamun-conserve.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40107058-7_3-happychef-jamun-conserve.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40107058-8_1-happychef-jamun-conserve.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Ready to eat 
Spread on bread or bun
Use on a cheeseboard
Storage information: Store in ambient temperature and dry, hygienic place, away from sunlight and heat source.
Please refrigerate after opening.","['EAN Code: 40107058', 'Country Of Origin: India', 'Manufacturer Name and Address: Triveni Industries. Gat No.152, Village Khalad, Taluka Purandhar, District Pune-412312', 'Marketed by: Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071', 'FSSAI Number: 10019043002767', 'Best before 02-09-2023' ]","Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071",-,-,-,"Jamun Fruit (45%), Sugar, Water, Gelling Agent (ins 440), Acidity Regulator (ins 330), Preservative (ins 211). Contains Permitted Class Ii Preservative (ins211).",-,"About the Product
Created by international chefs and made from premium ingredients, this conserve is perfect for all you sweet-toothed. Bursting with the fruitful flavour of sweet Jamun, this is a jar of sweet deliciousness that will move to the top of your snack favourites soon. HappyChef Jamun Conserve is a perfect party accomplishment that you could spread on a loaf of bread, bun, or on a cheeseboard. Bring out the chef in you with HappyChef's exciting range of products from sauces to dips and conserves and experience authenticity like never before.
Features:
Handcrafted 
Authentic flavours 
Sweet deliciousness",-
RET,RET-10,RET-10-18,RET-10-18-10,RET-10-18-10-15,HappyChef,"HappyChef Momo Hot Sauce, 270 g","Combined with the goodness of spice and the savouriness of tangy hot sauce, this jar is the ideal choice for hot momos and fried snacks. Packed with flavour, HappyChef Momo Hot Sauce is the dip you're looking for. Gluten-free and with no added cholesterol, this sauce is finely made to meet your expectations as the best available sauce for all your quick snacks. Used as a topping and perfect for fried or steamed momos, this sauce is a must-have in your pantries. Explore HappyChef's full range of traditional pasta and dip options including conserves, pasta and baking bars.
Features: -
Trans fat-free 
No added cholesterol and MUFA
A specialty spicy sauce from North East India made with fresh red chillies. Traditionally accompanies momos or steamed dumplings. Eat with any dimsum or Chinese starter. weight: 270g, shelf life: 12 months, storage: REFRIGERATE AFTER OPENING",270 g,g,270 g,1,1,159,125,"Triveni Industries. Gat No.152, Village Khalad, Taluka Purandhar, District Pune-412312",India,['40107063'],['10019043002767'],https://datalabs.siva3.io/image/Eunimart_groceries_40107063_6-happychef-momo-hot-sauce.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40107063-2_6-happychef-momo-hot-sauce.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40107063-3_4-happychef-momo-hot-sauce.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40107063-4_4-happychef-momo-hot-sauce.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40107063-5_4-happychef-momo-hot-sauce.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40107063-6_4-happychef-momo-hot-sauce.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40107063-7_3-happychef-momo-hot-sauce.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40107063-8_1-happychef-momo-hot-sauce.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 40107063', 'Country Of Origin: India', 'Manufacturer Name and Address: Triveni Industries. Gat No.152, Village Khalad, Taluka Purandhar, District Pune-412312', 'Marketed by: Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071', 'FSSAI Number: 10019043002767', 'Best before 02-09-2023' ]","Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071",-,-,-,"Combined with the goodness of spice and the savouriness of tangy hot sauce, this jar is the ideal choice for hot momos and fried snacks. Packed with flavour, HappyChef Momo Hot Sauce is the dip you're looking for. Gluten-free and with no added cholesterol, this sauce is finely made to meet your expectations as the best available sauce for all your quick snacks. Used as a topping and perfect for fried or steamed momos, this sauce is a must-have in your pantries. Explore HappyChef's full range of traditional pasta and dip options including conserves, pasta and baking bars.
Features: -
Trans fat-free 
No added cholesterol and MUFA
A specialty spicy sauce from North East India made with fresh red chillies. Traditionally accompanies momos or steamed dumplings. Eat with any dimsum or Chinese starter. weight: 270g, shelf life: 12 months, storage: REFRIGERATE AFTER OPENING",-,-,-
RET,RET-10,RET-10-18,RET-10-18-10,RET-10-18-10-15,HappyChef,"HappyChef Orange Marmalade With No Added Sugar, 330 g",-,330 g,g,330 g,1,1,209,155,"Triveni Industries. Gat No.152, Village Khalad, Taluka Purandhar, District Pune-412312",India,['40107060'],['10019043002767'],https://datalabs.siva3.io/image/Eunimart_groceries_40107060_6-happychef-orange-marmalade-with-no-added-sugar.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40107060-2_6-happychef-orange-marmalade-with-no-added-sugar.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40107060-3_4-happychef-orange-marmalade-with-no-added-sugar.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40107060-4_4-happychef-orange-marmalade-with-no-added-sugar.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40107060-5_4-happychef-orange-marmalade-with-no-added-sugar.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40107060-6_4-happychef-orange-marmalade-with-no-added-sugar.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40107060-7_3-happychef-orange-marmalade-with-no-added-sugar.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40107060-8_1-happychef-orange-marmalade-with-no-added-sugar.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Ready to eat 
Spread on bread or bun
Use on a cheeseboard
Storage information: Store in ambient temperature and dry, hygienic place, away from sunlight and heat source.
Please refrigerate after opening.","['EAN Code: 40107060', 'Country Of Origin: India', 'Manufacturer Name and Address: Triveni Industries. Gat No.152, Village Khalad, Taluka Purandhar, District Pune-412312', 'Marketed by: Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071', 'FSSAI Number: 10019043002767', 'Best before 02-09-2023' ]","Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071",-,-,-,"Orange Fruit (45%), Polyols(INS420), Orange Peel, Gelling Agent (INS 440), Preservative (INS 202), Acidity Regulator (INS 330). CONTAINS CLASS II PRESERVATIVE (INS 202). Allergen info: Contains Sweetener (Sorbitol), may have laxative effects.",-,"About the Product
With no added sugar or trans fat, this fruity treat is a must-try. Get this jar of orange marmalade that is delicious yet guilt-free. Made in small batches by international chefs, this jar of sweet goodness will have you empty it in a couple of days. HappyChef Orange Marmalade With No Added Sugar is a perfect party accompaniment that you could spread on a loaf of bread, bun, or on a cheeseboard. Bring out the chef in you with HappyChef's exciting range of products from sauces to dips and conserves and experience authenticity like never before.
Features:
Handcrafted 
Authentic flavours 
Sweet deliciousness",-
RET,RET-10,RET-10-18,RET-10-18-10,RET-10-18-10-15,HappyChef,"HappyChef Peanut Butter - Creamy, 100% Natural, Unsweetened (No added Sugar), 2x340 g Multipack","Have your favourite spread without feeling guilty with HappyChef's 100% Natural and Unsweetened Creamy Peanut Butter! Bringing you the necessary nutrition without sacrificing any of the taste, this creamy and thick peanut butter spread is made from the finest dry-roasted peanuts and contains no added preservatives or sweeteners. Feel free to use this peanut butter to make sandwiches or as a dip for fruits without worrying, as your health is in good hands. Explore HappyChef's range of spreads, jams, dips, and more on BigBasket!
Features:
Made with highest quality peanuts | High in protein | No added refined sugar | No added preservatives | No trans fat | No cholesterol",2x340 g Multipack,g,2x340 g Multipack,1,1,390,244.89,"M/S. PEPPER HEALTH PVT.LTD., PLOT NO.38, ADDITIONAL AMBERNATH INDUSTRIAL SHED AREA, MIDC, DIST-THANE, Ulhasnagar & Ambarnath Tahashil (Thane Zone-9) (Maharashtra) - 421506.",India,['1213505'],['11518022000311;10015042002228'],https://datalabs.siva3.io/image/Eunimart_groceries_213505_2-happychef-peanut-butter-creamy-100-natural-unsweetened-no-added-sugar.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_213505-2_1-happychef-peanut-butter-creamy-100-natural-unsweetened-no-added-sugar.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_213505-3_1-happychef-peanut-butter-creamy-100-natural-unsweetened-no-added-sugar.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_213505-4_1-happychef-peanut-butter-creamy-100-natural-unsweetened-no-added-sugar.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_213505-5_1-happychef-peanut-butter-creamy-100-natural-unsweetened-no-added-sugar.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_213505-6_1-happychef-peanut-butter-creamy-100-natural-unsweetened-no-added-sugar.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Spread some on bread and just dive into its yumminess.
Pair it up with sliced apples for a healthy snack.
Storage Information: -Store in an ambient temperature and dry hygienic place, away from sunlight and heat source.","[{'EAN Code': '1213505'}, {'Country Of Origin': 'India'}, {'FSSAI NO': '11518022000311; 10015042002228'}, {'Manufacturer Name & Address': 'M/S. PEPPER HEALTH PVT.LTD., PLOT NO.38, ADDITIONAL AMBERNATH INDUSTRIAL SHED AREA, MIDC, DIST-THANE, Ulhasnagar & Ambarnath Tahashil (Thane Zone-9) (Maharashtra) - 421506.'}, {'Marketed By': 'Supermarket Grocery Supplies Pvt.Ltd., 8th Floor, The Fairway Business Park, Near Embassy Golf Links Business Park, Challaghatta, Domlur, Bengaluru -560071.'}]","Supermarket Grocery Supplies Pvt.Ltd., 8th Floor, The Fairway Business Park, Near Embassy Golf Links Business Park, Challaghatta, Domlur, Bengaluru -560071.",-,-,-,Dry Roasted Peanuts,-,-,-
RET,RET-10,RET-10-18,RET-10-18-10,RET-10-18-10-15,HappyChef,"HappyChef Peanut Butter - Creamy, 100% Natural, Unsweetened (No added Sugar), 2x340 g Multipack","Have your favourite spread without feeling guilty with HappyChef's 100% Natural and Unsweetened Creamy Peanut Butter! Bringing you the necessary nutrition without sacrificing any of the taste, this creamy and thick peanut butter spread is made from the finest dry-roasted peanuts and contains no added preservatives or sweeteners. Feel free to use this peanut butter to make sandwiches or as a dip for fruits without worrying, as your health is in good hands. Explore HappyChef's range of spreads, jams, dips, and more on BigBasket!
Features:
Made with highest quality peanuts | High in protein | No added refined sugar | No added preservatives | No trans fat | No cholesterol",2x340 g Multipack,g,2x340 g Multipack,1,1,390,244.89,"M/S. PEPPER HEALTH PVT.LTD., PLOT NO.38, ADDITIONAL AMBERNATH INDUSTRIAL SHED AREA, MIDC, DIST-THANE, Ulhasnagar & Ambarnath Tahashil (Thane Zone-9) (Maharashtra) - 421506.",India,['1213505'],['11518022000311;10015042002228'],https://datalabs.siva3.io/image/Eunimart_groceries_213505_2-happychef-peanut-butter-creamy-100-natural-unsweetened-no-added-sugar.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_213505-2_1-happychef-peanut-butter-creamy-100-natural-unsweetened-no-added-sugar.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_213505-3_1-happychef-peanut-butter-creamy-100-natural-unsweetened-no-added-sugar.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_213505-4_1-happychef-peanut-butter-creamy-100-natural-unsweetened-no-added-sugar.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_213505-5_1-happychef-peanut-butter-creamy-100-natural-unsweetened-no-added-sugar.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_213505-6_1-happychef-peanut-butter-creamy-100-natural-unsweetened-no-added-sugar.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Spread some on bread and just dive into its yumminess.
Pair it up with sliced apples for a healthy snack.
Storage Information: -Store in an ambient temperature and dry hygienic place, away from sunlight and heat source.","[{'EAN Code': '1213505'}, {'Country Of Origin': 'India'}, {'FSSAI NO': '11518022000311; 10015042002228'}, {'Manufacturer Name & Address': 'M/S. PEPPER HEALTH PVT.LTD., PLOT NO.38, ADDITIONAL AMBERNATH INDUSTRIAL SHED AREA, MIDC, DIST-THANE, Ulhasnagar & Ambarnath Tahashil (Thane Zone-9) (Maharashtra) - 421506.'}, {'Marketed By': 'Supermarket Grocery Supplies Pvt.Ltd., 8th Floor, The Fairway Business Park, Near Embassy Golf Links Business Park, Challaghatta, Domlur, Bengaluru -560071.'}]","Supermarket Grocery Supplies Pvt.Ltd., 8th Floor, The Fairway Business Park, Near Embassy Golf Links Business Park, Challaghatta, Domlur, Bengaluru -560071.",-,-,-,Dry Roasted Peanuts,-,-,-
RET,RET-10,RET-10-18,RET-10-18-10,RET-10-18-10-15,HappyChef,"HappyChef Peanut Butter - Creamy, 2x1 Kg Multipack","High in nutrition and taste, low in fat content and cholestrol makes the HappyChef Peanut Butter - Creamy the perfect option for anyone who is health-conscious. This spread is made from the best quality peanuts that are ground dry-roasted to perfection. Expect loads of nutrition especially protein from this pack of peanut butter along with the rich, crunchy flavours of nuts. Best enjoyed as a bread sandwich. Explore Happy Chef's full range of Choco and Nut Spreads, Honey, Dips and Dressings for more variety on your plate.
Features:
No added refined sugar
No added preservatives
Made in India
High in protein",2x1 Kg Multipack,Kg,2x1 Kg Multipack,1,1,750,455.21,"M/S. PEPPER HEALTH PVT.LTD., PLOT NO.38, ADDITIONAL AMBERNATH INDUSTRIAL SHED AREA, MIDC, DIST-THANE, Ulhasnagar & Ambarnath Tahashil (Thane Zone-9) (Maharashtra) - 421506.",India,['1213508'],['11518022000311;10015042002228'],https://datalabs.siva3.io/image/Eunimart_groceries_213508_2-happychef-peanut-butter-creamy.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_213508-2_1-happychef-peanut-butter-creamy.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_213508-3_1-happychef-peanut-butter-creamy.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_213508-4_1-happychef-peanut-butter-creamy.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_213508-5_1-happychef-peanut-butter-creamy.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_213508-6_1-happychef-peanut-butter-creamy.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Spread some on bread and just dive into its yumminess.
Pair it up with sliced apples for a healthy snack.
Storage Information: -Store in an ambient temperature and dry hygienic place, away from sunlight and heat source.","[{'EAN Code': '1213508'}, {'Country Of Origin': 'India'}, {'FSSAI NO': '11518022000311; 10015042002228'}, {'Manufacturer Name & Address': 'M/S. PEPPER HEALTH PVT.LTD., PLOT NO.38, ADDITIONAL AMBERNATH INDUSTRIAL SHED AREA, MIDC, DIST-THANE, Ulhasnagar & Ambarnath Tahashil (Thane Zone-9) (Maharashtra) - 421506.'}, {'Marketed By': 'Supermarket Grocery Supplies Pvt.Ltd., 8th Floor, The Fairway Business Park, Near Embassy Golf Links Business Park, Challaghatta, Domlur, Bengaluru -560071.'}]","Supermarket Grocery Supplies Pvt.Ltd., 8th Floor, The Fairway Business Park, Near Embassy Golf Links Business Park, Challaghatta, Domlur, Bengaluru -560071.",-,-,-,Dry Roasted Peanuts,-,-,-
RET,RET-10,RET-10-18,RET-10-18-10,RET-10-18-10-15,HappyChef,"HappyChef Peanut Butter - Creamy, 2x1 Kg Multipack","High in nutrition and taste, low in fat content and cholestrol makes the HappyChef Peanut Butter - Creamy the perfect option for anyone who is health-conscious. This spread is made from the best quality peanuts that are ground dry-roasted to perfection. Expect loads of nutrition especially protein from this pack of peanut butter along with the rich, crunchy flavours of nuts. Best enjoyed as a bread sandwich. Explore Happy Chef's full range of Choco and Nut Spreads, Honey, Dips and Dressings for more variety on your plate.
Features:
No added refined sugar
No added preservatives
Made in India
High in protein",2x1 Kg Multipack,Kg,2x1 Kg Multipack,1,1,750,455.21,"M/S. PEPPER HEALTH PVT.LTD., PLOT NO.38, ADDITIONAL AMBERNATH INDUSTRIAL SHED AREA, MIDC, DIST-THANE, Ulhasnagar & Ambarnath Tahashil (Thane Zone-9) (Maharashtra) - 421506.",India,['1213508'],['11518022000311;10015042002228'],https://datalabs.siva3.io/image/Eunimart_groceries_213508_2-happychef-peanut-butter-creamy.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_213508-2_1-happychef-peanut-butter-creamy.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_213508-3_1-happychef-peanut-butter-creamy.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_213508-4_1-happychef-peanut-butter-creamy.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_213508-5_1-happychef-peanut-butter-creamy.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_213508-6_1-happychef-peanut-butter-creamy.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Spread some on bread and just dive into its yumminess.
Pair it up with sliced apples for a healthy snack.
Storage Information: -Store in an ambient temperature and dry hygienic place, away from sunlight and heat source.","[{'EAN Code': '1213508'}, {'Country Of Origin': 'India'}, {'FSSAI NO': '11518022000311; 10015042002228'}, {'Manufacturer Name & Address': 'M/S. PEPPER HEALTH PVT.LTD., PLOT NO.38, ADDITIONAL AMBERNATH INDUSTRIAL SHED AREA, MIDC, DIST-THANE, Ulhasnagar & Ambarnath Tahashil (Thane Zone-9) (Maharashtra) - 421506.'}, {'Marketed By': 'Supermarket Grocery Supplies Pvt.Ltd., 8th Floor, The Fairway Business Park, Near Embassy Golf Links Business Park, Challaghatta, Domlur, Bengaluru -560071.'}]","Supermarket Grocery Supplies Pvt.Ltd., 8th Floor, The Fairway Business Park, Near Embassy Golf Links Business Park, Challaghatta, Domlur, Bengaluru -560071.",-,-,-,Dry Roasted Peanuts,-,-,-
RET,RET-10,RET-10-18,RET-10-18-10,RET-10-18-10-15,HappyChef,"HappyChef Peanut Butter - Crunchy, 100% Natural, Unsweetened (No added Sugar), 2x340 g Multipack","The HappyChef Peanut Butter - Crunchy, 100% Natural, Unsweetened is made from the best quality ground dry-roasted peanuts, bringing out all the natural and authetic flavours there is. Known to be a powerhouse of nutrition, especially protein, enjoy this pack of unsweetened peanut butter alongwith your bread for a healthy breakfast. Explore Happy Chef's full range of Choco and Nut Spreads, Honey, Dips and Dressings for more variety on your plate.
Features:
No added refined sugar
No added preservatives
Made in India
High in protein",2x340 g Multipack,g,2x340 g Multipack,1,1,390,245.1,"M/S. PEPPER HEALTH PVT.LTD., PLOT NO.38, ADDITIONAL AMBERNATH INDUSTRIAL SHED AREA, MIDC, DIST-THANE, Ulhasnagar & Ambarnath Tahashil (Thane Zone-9) (Maharashtra) - 421506.",India,['1213506'],['11518022000311;10015042002228'],https://datalabs.siva3.io/image/Eunimart_groceries_213506_2-happychef-peanut-butter-crunchy-100-natural-unsweetened-no-added-sugar.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_213506-2_1-happychef-peanut-butter-crunchy-100-natural-unsweetened-no-added-sugar.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_213506-3_1-happychef-peanut-butter-crunchy-100-natural-unsweetened-no-added-sugar.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_213506-4_1-happychef-peanut-butter-crunchy-100-natural-unsweetened-no-added-sugar.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_213506-5_1-happychef-peanut-butter-crunchy-100-natural-unsweetened-no-added-sugar.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_213506-6_1-happychef-peanut-butter-crunchy-100-natural-unsweetened-no-added-sugar.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Spread some on bread and just dive into its yumminess.
Pair it up with sliced apples for a healthy snack.
Storage Information: -Store in an ambient temperature and dry hygienic place, away from sunlight and heat source.","[{'EAN Code': '1213506'}, {'Country Of Origin': 'India'}, {'FSSAI NO': '11518022000311; 10015042002228'}, {'Manufacturer Name & Address': 'M/S. PEPPER HEALTH PVT.LTD., PLOT NO.38, ADDITIONAL AMBERNATH INDUSTRIAL SHED AREA, MIDC, DIST-THANE, Ulhasnagar & Ambarnath Tahashil (Thane Zone-9) (Maharashtra) - 421506.'}, {'Marketed By': 'Supermarket Grocery Supplies Pvt.Ltd., 8th Floor, The Fairway Business Park, Near Embassy Golf Links Business Park, Challaghatta, Domlur, Bengaluru -560071.'}]","Supermarket Grocery Supplies Pvt.Ltd., 8th Floor, The Fairway Business Park, Near Embassy Golf Links Business Park, Challaghatta, Domlur, Bengaluru -560071.",-,-,-,Dry Roasted Peanuts,-,-,-
