L0 Domain,L1 Sub-Domain,L2 Category,L3 Sub-Category,L4 Product Enum-Code,Brand,Product Name,Product Description,Product Quantity,UOM,Net Quantity,Pack Quantity,Pack Size,MRP,Price,Manufacturer,Country Of Origin,UPC/EAN,FSSAI no,Images,Images / Video,Images.3,Images.4,Images.5,Images.6,Images.7,Images.8,Images.9,Images.10,SKU Code,Customer Care Contact,Time to Ship,Returnable (Y/N),Cancellable (Y/N),COD available (Y/N),Preservatives (Y/N),Preservatives (details),Flavours & Spices,Ready to cook (Y/N),Ready to eat (Y/N),Rice grain type,Recommended Age,Scented/ Flavour,Herbal/ Ayurvedic,Theme/ Occasion Type,Hair Type,Mineral Source,Caffeine Content,Capacity,Composition,Benefits,Usage,Other details.1,Marketed By,Baby Weight,Absorption Duration (in Hrs),Features,Care Instruction,Ingredients,Ingredient
RET,RET-10,RET-10-10,RET-10-10-10,RET-10-10-10-11,Happa,"Happa Baby Food - Organic Apple, Mango & Multigrain Puree, 8 Months+, 100 g Tub","This delicious and healthy combination is a blend of power-packed vitamins and minerals essential for your childs overall development. The delectable taste of apple & mango mixed with goodness of oat and barley flour will be an instant favourite of your tiny munchkin. What makes it even better is that there are no added preservatives, colours, sugar or salt. Just the goodness of pear filled in a BPA free plastic tub which comes with a spoon. Introducing interesting solids to kids has never been easier. Try it to believe it.",100 g Tub,g Tub,100 g Tub,1,1,99,99,"Happa Foods, Kailash Industrial Complex, G-111, Vikhroli West, Mumbai, Maharashtra 400079",India,['720440246263'],['21517031000158'],https://datalabs.siva3.io/image/Eunimart_groceries_40176893_2-happa-baby-food-organic-apple-mango-multigrain-puree-8-months.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40176893-2_3-happa-baby-food-organic-apple-mango-multigrain-puree-8-months.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40176893-3_3-happa-baby-food-organic-apple-mango-multigrain-puree-8-months.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40176893-4_3-happa-baby-food-organic-apple-mango-multigrain-puree-8-months.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40176893-5_3-happa-baby-food-organic-apple-mango-multigrain-puree-8-months.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40176893-6_3-happa-baby-food-organic-apple-mango-multigrain-puree-8-months.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40176893-7_2-happa-baby-food-organic-apple-mango-multigrain-puree-8-months.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40176893-8_2-happa-baby-food-organic-apple-mango-multigrain-puree-8-months.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Packed in an easy to carry tub, made up of BPA free plastics, you can toss them in your handbag easily.","[{'EAN Code': '720440246263'}, {'Country of origin': 'India'}, {'FSSAI No': '21517031000158'}, {'Manufacture & Marketed by': 'Happa Foods, Kailash Industrial Complex, G-111, Vikhroli West, Mumbai, Maharashtra 400079'}]","Happa Foods, Kailash Industrial Complex, G-111, Vikhroli West, Mumbai, Maharashtra 400079",-,-,-,-,"PURE & SIMPLE BLEND - Organic fruits, grains & water and nothing else NO ADDITIVE - No artificial flavours, colours, preservatives, growth hormones, antibiotics, steroids or potentially harmful pesticides or herbicides.
ORGANIC & NON-GMO - All the materials used in Happa are sourced from certified organics farms. Handpicked by our expert.",-
RET,RET-10,RET-10-10,RET-10-10-10,RET-10-10-10-11,Happa,"Happa Baby Food - Organic Sprouted Ragi Porridge, 6 Months+, 200 g Box","Ragi is a wonder grain and makes for nutritious baby staples. Its known by multiple names in different parts of India i.e. as finger millet in English, ragi in Kannada, nachni in Marathi & Gujarati etc Happas mighty-grain Ragi porridge is extremely nutritious, and it helps your babys overall growth and development. Finger millet contains high amounts of proteins, calcium, and iron. It is gluten-free, low in fat, absorbable and easily digestible. Ragi porridge serves as one of the best weaning food preparations. You can introduce it to your baby once she completes six months. But, be sure to consult your paediatrician before you introduce ragi porridge in your little moppets diet.",200 g Box,g Box,200 g Box,1,1,249,249,"Happa Foods, Kailash Industrial Complex, G-111, Vikhroli West, Mumbai, Maharashtra 400079",India,['720440246195'],['21517031000158'],https://datalabs.siva3.io/image/Eunimart_groceries_40176890_1-happa-baby-food-organic-sprouted-ragi-porridge-6-months.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Wash your hands and use a clean vessel.
Take 2-3 Spoon of the porridge powder in a clean vessel.
Add 50-60ml of cold water or milk and mix well to avoid lumps.
Cook on a medium flame for 5 minutes, continuously stirring to avoid lumps.
Add jaggery or dry dates powder for sweetening (If required).","[{'EAN Code': '720440246195'}, {'Country of origin': 'India'}, {'FSSAI No': '21517031000158'}, {'Manufacture & Marketed by': 'Happa Foods, Kailash Industrial Complex, G-111, Vikhroli West, Mumbai, Maharashtra 400079'}]","Happa Foods, Kailash Industrial Complex, G-111, Vikhroli West, Mumbai, Maharashtra 400079",-,-,-,-,"ORGANIC BABY FOOD: Happa mighty grain Ragi cardamom porridge is made up of 100% Organic sprouted Ragi flour. Sourced from exclusive organic certified farms, our non-GMO Ragi porridge for babies is a great early food for your little moppet.
HIGH NUTRITIONAL CONTENT: Ragi, a member of the Millet family is rich in nutritional contents. It prevents malnutrition in babies and provides them with an adequate amount of energy. It is an excellent source of Iron & Calcium for babies. 
NO NONSENSE: No Additives, No Preservatives, No Sugar, No Salt, No Colour, No Oil, No Milk Powder, Nothing Gets Added To Happa Mighty Grain Porridge Range.",-
RET,RET-10,RET-10-10,RET-10-10-10,RET-10-10-10-11,Happa,"Happa Baby Food - Organic Sprouted Ragi, Almonds & Dates Porridge Mix, 200 g Box","Ragi is a wonder grain and makes for nutritious baby staples. Ragi blended with Almonds and Dates makes a full meal for the little one and provide a balanced diet with proteins, calcium and necessary vitamins for the overall development of your child. Happas mighty grain porridge range with Sprouted Ragi, Almonds and Dates makes a sumptuous meal for your babys early food. Ragi contains high amounts of proteins, calcium, and iron. It is gluten-free, low in fat, absorbable and easily digestible, Almonds contain various nutrients that help the health and development of your babys brain, it helps increase your little moppets brain activity. Dates, on the other hand, act as a natural sweetener, and also give your infants immune system a boost. It is a superfood for super-high energy levels. Happas organic sprouted wholegrain porridge with the combination of natural nuts can be the perfect little spoon of solids to your growing child. But, be sure to consult your paediatrician before you introducing porridge mix in your little moppets diet.",200 g Box,g Box,200 g Box,1,1,249,249,"Happa Foods, Kailash Industrial Complex, G-111, Vikhroli West, Mumbai, Maharashtra 400079",India,['40176891'],['21517031000158'],https://datalabs.siva3.io/image/Eunimart_groceries_40176891_1-happa-baby-food-organic-sprouted-ragi-almonds-dates-porridge-mix.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40176891-2_1-happa-baby-food-organic-sprouted-ragi-almonds-dates-porridge-mix.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40176891-3_1-happa-baby-food-organic-sprouted-ragi-almonds-dates-porridge-mix.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40176891-4_1-happa-baby-food-organic-sprouted-ragi-almonds-dates-porridge-mix.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40176891-5_1-happa-baby-food-organic-sprouted-ragi-almonds-dates-porridge-mix.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40176891-6_1-happa-baby-food-organic-sprouted-ragi-almonds-dates-porridge-mix.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40176891-7_1-happa-baby-food-organic-sprouted-ragi-almonds-dates-porridge-mix.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40176891-8_1-happa-baby-food-organic-sprouted-ragi-almonds-dates-porridge-mix.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Wash your hands and use a clean vessel.
Take 2-3 Spoon of the porridge powder in a clean vessel.
Add 50-60ml of cold water or milk and mix well to avoid lumps.
Cook on a medium flame for 5 minutes, continuously stirring to avoid lumps.
Add jaggery or dry dates powder for sweetening (If required).","[{'EAN Code': '40176891'}, {'Country of origin': 'India'}, {'FSSAI No': '21517031000158'}, {'Manufacture & Marketed by': 'Happa Foods, Kailash Industrial Complex, G-111, Vikhroli West, Mumbai, Maharashtra 400079'}]","Happa Foods, Kailash Industrial Complex, G-111, Vikhroli West, Mumbai, Maharashtra 400079",-,-,-,-,"ORGANIC BABY FOOD: Happa mighty grain Ragi +Almonds + Dates porridge mix is made up of 100% Organic sprouted Ragi flour, sourced from exclusive organic certified farms, Farm fresh, healthy almonds and 100% natural and authentic Dates, our non-GMO porridge mix for babies is a great early food for your little moppet. 
NO NONSENSE: No Additives, No Preservatives, No Sugar, No Salt, No Colour, No Oil, No Milk Powder, Nothing Gets Added To Happa Mighty Grain Porridge Range.
WHOLE MEAL: With Ragis high content in fibre mixed with Almonds and Dates makes it a complete meal for your tiny toddler.",-
RET,RET-10,RET-10-10,RET-10-10-10,RET-10-10-10-11,Happa,"Happa Baby Food - Organic Sprouted Ragi, Carrot & Beetroot Porridge Mix, 6 Months+, 200 g Box","This blissful combination of Sprouted Ragi, dried Carrot Powder and dried Beetroot powder will make your little muppets meals even tastier and healthier. This delicious and healthy combination is a blend of power-packed vitamins and minerals essential for your childs overall development. Happa Organic mighty grain range offers a wholesome and easy to prepare porridge mix which is a nutritious baby staple. It contains high amounts of proteins, calcium, and iron and is gluten-free, low in fat, easily absorbable and easily digestible. Combined with the goodness of Carrot which contain a high amount of Vitamin A needed to strengthen the immune system and a healthy dose of potassium-rich beetroot powder that acts as a natural sweetener, Happa ragi Carrot & Beetroot porridge is suitable for everyday feeding of your little one. This organic sprouted whole grain fusion with vegetable mix from Happas mighty grain porridge range can be the perfect little spoon of solids to your growing child. But, be sure to consult your pediatrician before you introducing porridge mix in your little moppets early food.",200 g Box,g Box,200 g Box,1,1,249,249,"Happa Foods, Kailash Industrial Complex, G-111, Vikhroli West, Mumbai, Maharashtra 400079",India,['720440246171'],['21517031000158'],https://datalabs.siva3.io/image/Eunimart_groceries_40176894_1-happa-baby-food-organic-sprouted-ragi-carrot-beetroot-porridge-mix-6-months.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40176894-2_1-happa-baby-food-organic-sprouted-ragi-carrot-beetroot-porridge-mix-6-months.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40176894-3_1-happa-baby-food-organic-sprouted-ragi-carrot-beetroot-porridge-mix-6-months.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40176894-4_1-happa-baby-food-organic-sprouted-ragi-carrot-beetroot-porridge-mix-6-months.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40176894-5_1-happa-baby-food-organic-sprouted-ragi-carrot-beetroot-porridge-mix-6-months.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40176894-6_1-happa-baby-food-organic-sprouted-ragi-carrot-beetroot-porridge-mix-6-months.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40176894-7_1-happa-baby-food-organic-sprouted-ragi-carrot-beetroot-porridge-mix-6-months.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40176894-8_1-happa-baby-food-organic-sprouted-ragi-carrot-beetroot-porridge-mix-6-months.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Wash your hands and use a clean vesselTake 2-3 Spoon of the porridge powder in a clean vessel.
Add 50-60ml of cold water or milk and mix well to avoid lum.
Cook on a medium flame for 5 minutes, continuously stirring to avoid lum.
Add jaggery or dry dates powder for sweetening (If required).","[{'EAN Code': '720440246171'}, {'Country of origin': 'India'}, {'FSSAI No': '21517031000158'}, {'Manufacture & Marketed by': 'Happa Foods, Kailash Industrial Complex, G-111, Vikhroli West, Mumbai, Maharashtra 400079'}]","Happa Foods, Kailash Industrial Complex, G-111, Vikhroli West, Mumbai, Maharashtra 400079",-,-,-,-,"ORGANIC BABY FOOD: Happa mighty grain Ragi + Carrot + Beetroot porridge mix is made up of 100% Organic sprouted Ragi flour, sourced from exclusive organic certified farms, Farm fresh, healthy, organic and 100% natural sundried Carrot and Beetroot, our non GMO porridge mix for babies is a great early food for your little moppet.
 NO NONSENSE:  No additives, no preservatives, no sugar, no salt, no colour, no oil, no milk powder, nothing gets added to Happa mighty grain porridge range.",-
RET,RET-10,RET-10-10,RET-10-10-10,RET-10-10-10-11,Happa,"Happa Baby Food - Organic sprouted Ragi, Mango & Banana Porridge Mix, 6 Months+, 200 g Box","This blissful combination of Sprouted Ragi, dried Mango Powder and dried Banana powder will make your little muppets meals even tastier and healthier. This delicious and healthy combination is a blend of power-packed vitamins and minerals essential for your childs overall development. Happa Oragnic mighty grain range offers a wholesome and easy to prepare porridge mix which is a nutritious baby staple. It contains high amounts of proteins, calcium, and iron and is gluten-free, low in fat, easily absorbable and easily digestible. Combined with the goodness of mango which contain a high amount of Vitamin C needed to strengthen the immune system and a healthy dose of potassium-rich banana powder that acts as a natural sweetener, Happa ragi mango banana porridge is suitable for everyday feeding of your little one. This organic sprouted whole grain fusion with fruits mix from Happas mighty grain porridge range can be the perfect little spoon of solids to your growing child. But, be sure to consult your paediatrician before you introducing porridge mix in your little moppets early food.",200 g Box,g Box,200 g Box,1,1,249,249,"Happa Foods, Kailash Industrial Complex, G-111, Vikhroli West, Mumbai, Maharashtra 400079",India,['720440246188'],['21517031000158'],https://datalabs.siva3.io/image/Eunimart_groceries_40176889_1-happa-baby-food-organic-sprouted-ragi-mango-banana-porridge-mix-6-months.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40176889-2_1-happa-baby-food-organic-sprouted-ragi-mango-banana-porridge-mix-6-months.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40176889-3_1-happa-baby-food-organic-sprouted-ragi-mango-banana-porridge-mix-6-months.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40176889-4_1-happa-baby-food-organic-sprouted-ragi-mango-banana-porridge-mix-6-months.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40176889-5_1-happa-baby-food-organic-sprouted-ragi-mango-banana-porridge-mix-6-months.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40176889-6_1-happa-baby-food-organic-sprouted-ragi-mango-banana-porridge-mix-6-months.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40176889-7_1-happa-baby-food-organic-sprouted-ragi-mango-banana-porridge-mix-6-months.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40176889-8_1-happa-baby-food-organic-sprouted-ragi-mango-banana-porridge-mix-6-months.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Wash your hands and use a clean vessel.
Take 2-3 Spoon of the porridge powder in a clean vessel.
Add 50-60ml of cold water or milk and mix well to avoid lumps.
Cook on a medium flame for 5 minutes, continuously stirring to avoid lumps.
Add jaggery or dry dates powder for sweetening (If required).","[{'EAN Code': '720440246188'}, {'Country of origin': 'India'}, {'FSSAI No': '21517031000158'}, {'Manufacture & Marketed by': 'Happa Foods, Kailash Industrial Complex, G-111, Vikhroli West, Mumbai, Maharashtra 400079'}]","Happa Foods, Kailash Industrial Complex, G-111, Vikhroli West, Mumbai, Maharashtra 400079",-,-,-,-,"ORGANIC BABY FOOD: Happa mighty grain Ragi + Mango + Banana porridge mix is made up of 100% Organic sprouted Ragi flour, sourced from exclusive organic certified farms, Farm fresh, healthy, organic and 100% natural sundried Mangoes and Bananas, our non-GMO porridge mix for babies is a great early food for your little moppet. 
NO NONSENSE: No Additives, No Preservatives, No Sugar, No Salt, No Colour, No Oil, No Milk Powder, Nothing Gets Added To Happa Mighty Grain Porridge Range.",-
RET,RET-10,RET-10-10,RET-10-10-10,RET-10-10-10-11,Happa,"Happa Organic Puree - Apple + Mango, Stage-2, 100 g","The incredible taste of organically grown Alphonso Mango blended with appetizing apple. Your baby is going to love every bit of it! Witness your munchkin indulge in the goodness of this Apple and Mango Puree without worrying about additives and colours. Plus, the puree tub is made of BPA free plastic and contains a spoon for anytime, anywhere feeding. This quick infant mood lifter is sure to be a part of your little ones first food favorites.",100 g,g,100 g,1,1,99,99,"Happa Foods, Kailash Industrial Complex, G-111, Vikhroli West, Mumbai, Maharashtra 400079",India,['76885537401'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40120784_7-happa-organic-puree-apple-mango-stage-2.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40120784-2_7-happa-organic-puree-apple-mango-stage-2.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40120784-3_7-happa-organic-puree-apple-mango-stage-2.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40120784-4_7-happa-organic-puree-apple-mango-stage-2.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40120784-5_7-happa-organic-puree-apple-mango-stage-2.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40120784-6_5-happa-organic-puree-apple-mango-stage-2.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Once opened, consume completely or keep refrigerated and consume within 48 hours. To warm - Dip the unopened cup in the hot water for 2-3 minutes.","[{'EAN Code': '76885537401'}, {'Country of origin': 'India'}, {'Manufacture & Marketed by': 'Happa Foods, Kailash Industrial Complex, G-111, Vikhroli West, Mumbai, Maharashtra 400079'}]","Happa Foods, Kailash Industrial Complex, G-111, Vikhroli West, Mumbai, Maharashtra 400079",-,-,-,-,"Organic Apple, Organic Alphonso mango and water.",-
RET,RET-10,RET-10-10,RET-10-10-10,RET-10-10-10-11,Happa,"Happa Organic Puree - Apple, Stage-2, 100 g","This delicious, wholesome and easy to prepare puree is exactly what the, apple of your eye, deserves. Sourced directly from Organic certified orchards, the quality of this Apple puree is exceptional. Introducing solids to your little charmer will be a cakewalk with this sweet pulpy treat. No added sugar, salt, preservatives, or colors whatsoever. Just open the BPA free plastic container and feed your little one anytime, anywhere. Because good apple puree a day, could keep a lot of mommy stress away.",100 g,g,100 g,1,1,99,99,"Happa Foods, Kailash Industrial Complex, G-111, Vikhroli West, Mumbai, Maharashtra 400079",India,['768855437388'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40120782_2-happa-organic-puree-apple-stage-2.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40120782-2_3-happa-organic-puree-apple-stage-2.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40120782-3_3-happa-organic-puree-apple-stage-2.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40120782-4_3-happa-organic-puree-apple-stage-2.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40120782-5_3-happa-organic-puree-apple-stage-2.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40120782-6_2-happa-organic-puree-apple-stage-2.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40120782-7_2-happa-organic-puree-apple-stage-2.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40120782-8_2-happa-organic-puree-apple-stage-2.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Once opened, consume completely or keep refrigerated and consume within 48 hours. To warm - Dip the unopened cup in the hot water for 2-3 minutes.","[{'EAN Code': '768855437388'}, {'Country of origin': 'India'}, {'Manufacture & Marketed by': 'Happa Foods, Kailash Industrial Complex, G-111, Vikhroli West, Mumbai, Maharashtra 400079'}]","Happa Foods, Kailash Industrial Complex, G-111, Vikhroli West, Mumbai, Maharashtra 400079",-,-,-,-,Organic Apple and water,-
RET,RET-10,RET-10-10,RET-10-10-10,RET-10-10-10-11,Happa,"Happa Organic Puree - Mango + Banana, Stage-2, 100 g","This delicious and healthy combination is a blend of power-packed vitamins and minerals essential for your childs overall development. The delectable taste of banana mixed with the goodness of mango will be an instant favorite of your tiny munchkin. What makes it even better is that there are no added preservatives, colours, sugar or salt. Just the goodness of pear filled in a BPA free plastic tub which comes with a spoon. Introducing interesting solids to kids has never been easier. Try it to believe it.",100 g,g,100 g,1,1,99,99,"Happa Foods, Kailash Industrial Complex, G-111, Vikhroli West, Mumbai, Maharashtra 400079",India,['768855437395'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40120783_7-happa-organic-puree-mango-banana-stage-2.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40120783-2_7-happa-organic-puree-mango-banana-stage-2.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40120783-3_7-happa-organic-puree-mango-banana-stage-2.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40120783-4_7-happa-organic-puree-mango-banana-stage-2.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40120783-5_7-happa-organic-puree-mango-banana-stage-2.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40120783-6_5-happa-organic-puree-mango-banana-stage-2.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Once opened, consume completely or keep refrigerated and consume within 48 hours. To warm - Dip the unopened cup in the hot water for 2-3 minutes.","[{'EAN Code': '768855437395'}, {'Country of origin': 'India'}, {'Manufacture & Marketed by': 'Happa Foods, Kailash Industrial Complex, G-111, Vikhroli West, Mumbai, Maharashtra 400079'}]","Happa Foods, Kailash Industrial Complex, G-111, Vikhroli West, Mumbai, Maharashtra 400079",-,-,-,-,"Organic Alphonso Mango, Banana and water.",-
RET,RET-10,RET-10-10,RET-10-10-10,RET-10-10-10-11,Happa,"Happa Organic Puree - Spinach + Sweet Potato, Stage-2, 100 g","Whoever said its a nightmare to feed veggies to kids must try this Spinach and Sweet Potato Puree. You will be amazed how your baby takes to the lip-smacking taste of this organic blend. No added colors, salts, sugar or preservatives makes this a healthy food choice. And it comes in a super-convenient BPA free plastic container with a spoon. Witness your baby feasting on Spinach and Sweet Potato, on the go.",100 g,g,100 g,1,1,99,99,"Happa Foods, Kailash Industrial Complex, G-111, Vikhroli West, Mumbai, Maharashtra 400079",India,['768855437432'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40120787_4-happa-organic-puree-spinach-sweet-potato-stage-2.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40120787-2_4-happa-organic-puree-spinach-sweet-potato-stage-2.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40120787-3_3-happa-organic-puree-spinach-sweet-potato-stage-2.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40120787-4_3-happa-organic-puree-spinach-sweet-potato-stage-2.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40120787-5_3-happa-organic-puree-spinach-sweet-potato-stage-2.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40120787-6_2-happa-organic-puree-spinach-sweet-potato-stage-2.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40120787-7_2-happa-organic-puree-spinach-sweet-potato-stage-2.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40120787-8_2-happa-organic-puree-spinach-sweet-potato-stage-2.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Once opened, consume completely or keep refrigerated and consume within 48 hours. To warm - Dip the unopened cup in the hot water for 2-3 minutes.","[{'EAN Code': '768855437432'}, {'Country of origin': 'India'}, {'Manufacture & Marketed by': 'Happa Foods, Kailash Industrial Complex, G-111, Vikhroli West, Mumbai, Maharashtra 400079'}]","Happa Foods, Kailash Industrial Complex, G-111, Vikhroli West, Mumbai, Maharashtra 400079",-,-,-,-,"Organic Spinach, organic Sweet Potato and Water",-
RET,RET-10,RET-10-10,RET-10-10-10,RET-10-10-10-11,Happa,"Happa Organic Puree - Sweet Potato + Mango + Pear, Stage-3, 100 g","This blissful combination of Sweet Potato, Mango and Pear is one puree your little nursling will instantly get fond of. Why Because its made with choicest of organic Alphonso mango, pear and sweet potato in one blend. Because it has absolutely no added preservatives, colors, sugar, salt or additives. Because it comes in a ready to feed BPA free plastic container with a spoon. And last but not the least, these three nutrition rich ingredients combine into a perfect meal for your cute little munchkin. Ah, what a joy it is to witness your little foodie relish the fresh fruity pulp.",100 g,g,100 g,1,1,99,99,"Happa Foods, Kailash Industrial Complex, G-111, Vikhroli West, Mumbai, Maharashtra 400079",India,['40120786'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40120786_7-happa-organic-puree-sweet-potato-mango-pear-stage-3.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40120786-2_7-happa-organic-puree-sweet-potato-mango-pear-stage-3.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40120786-3_6-happa-organic-puree-sweet-potato-mango-pear-stage-3.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40120786-4_6-happa-organic-puree-sweet-potato-mango-pear-stage-3.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40120786-5_6-happa-organic-puree-sweet-potato-mango-pear-stage-3.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40120786-6_5-happa-organic-puree-sweet-potato-mango-pear-stage-3.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Once opened, consume completely or keep refrigerated and consume within 48 hours. To warm - Dip the unopened cup in the hot water for 2-3 minutes.","[{'EAN Code': '40120786'}, {'Country of origin': 'India'}, {'Manufacture & Marketed by': 'Happa Foods, Kailash Industrial Complex, G-111, Vikhroli West, Mumbai, Maharashtra 400079'}]","Happa Foods, Kailash Industrial Complex, G-111, Vikhroli West, Mumbai, Maharashtra 400079",-,-,-,-,"Organic Sweet Potato, Organic Alphonso Mango, Organic Pear and water",-
