L0 Domain,L1 Sub-Domain,L2 Category,L3 Sub-Category,L4 Product Enum-Code,Product name,Colour,Size,Qty,Brand Name,MRP,Selling Price,Short Product Description,Long Product Description,SKU Code,Pack Qty,Pack Qty Unit of Measurement,Material / Content,Manufacturer Name & Address,Country of Origin,Customer Care Contact,Care Instructions,Time to Ship,Cancellable (Y/N),Returnable (Y/N),Replaceable (Y/N),COD Available (Y/N),Gross Weight,Gross Weight Unit of Measurement,Length x Breadth x Height (Cubic Cm.),Fragile (Y/N),Liquid (Y/N),Hazardous (Y/N),Size Chart,GTIN,HSN,EAN,Season,Occasion,Design / Style Type,Trend,Pattern,Features,Fabric,Fabric Finish,Material Finish,Max Sale Quantity,Bundles / Multipack Sets,Fit,Collar,Neck,Sleeve Length,Sports Type,Pockets,Reversible,Lining,Waist Rise,Length,Insole,Sole Material,Toe Shape,Outsole,Fastening,Midsole,Closure Type,Base Metal,Plating,Stone Type,Gem Type,Strap Material,Buckle Type,Buckle Material,Dial Shape,Frame / Rim Type,Frame Shape,Frame Colour,Frame Size,Frame Material,Face Shape,Lens Material,Lens Colour,Compartment Closure,External Pocket,Laptop Compartment,Laptop Size,Shoulder Strap Type,Volume [Ltrs.],Water Resistance,Lock Type,Dead Weight,Display,Glass Material,Warranty,Battery Life,Bluetooth,Call Function,Pedometer,Heart Rate Monitor,Sleep Monitor,SPO2 Monitor,Dupatta Pattern,Kurta Pattern,Ornamentation,Coverage,Padding,Seam,Straps,Closure,Waist Band,Gender,images.img1,images.img2,images.img3,images.img4,images.img5,Care for me,Pattern Coverage,Print or Pattern Type,Sleeve Styling,Sustainable,Wash Care,Weave Type,Character,images.img6,images.img7,Surface Styling,Type,Transparency,Sport Type,Fabric 2,Fabric Type,Contact Brand or Retailer for pre-sales product queries,images.img8,images.img9,Technology,Fabric 3,images.img10,Eunimart Reference Code
RET,RET-12,RET-12-20,RET-12-20-10,RET-12-20-10-12,Infant Girls Blue Printed Pure Cotton Top,Blue,12-18M,1,mothercare,599,359,"Blue regular top
Graphic print
Envelope neck, long, regular sleeves
Knitted",-,-,1,Units,Cotton,"RetailNet, Mothercare Sourcing India Pvt Ltd, 523/3E2,3F,3G,3H,3L2,3M,4A,4B, 524/1B, 2BM, 3A2, Sholavam Village, Ponneri Taluk, Thiruvallur District, Chennai - 600 067, India",India,-,Gentle Machine Wash,-,-,-,-,-,-,-,-,[N],[N],[N],-,-,-,-,-,-,-,-,"Graphic,Printed",-,"Pure Cotton,Cotton","Printed,Knitted",-,-,-,-,-,-,-,-,-,-,-,-,Regular,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Girls,https://datalabs.siva3.io/images/KidsTshirts_mothercare_InfantGirlsBluePrintedPureCottonTop_1.jpg,https://datalabs.siva3.io/images/KidsTshirts_mothercare_InfantGirlsBluePrintedPureCottonTop_2.jpg,https://datalabs.siva3.io/images/KidsTshirts_mothercare_InfantGirlsBluePrintedPureCottonTop_3.jpg,https://datalabs.siva3.io/images/KidsTshirts_mothercare_InfantGirlsBluePrintedPureCottonTop_4.jpg,-,-,-,Graphic,Regular Sleeves,-,-,-,-,-,-,-,Regular,-,-,-,-,-,-,-,-,-,-,EU00397972
RET,RET-12,RET-12-20,RET-12-20-10,RET-12-20-10-12,Infant Boys Coral & Blue Typography Printed Cotton T-shirt,"Coral,Blue",6-12M,1,max,229,229,"Coral and blue Tshirt for boys
Typography printed
Regular length
Round neck
Long, regular sleeves
Knitted cotton fabric",-,-,1,Units,Cotton,"Landmark Online India Pvt Ltd, Lifestyle Int Pvt Ltd, 77 Degree Town Centre, Building No. 3, West Wing, Off HAL Airport Road, Yamlur, Bangalore-560037",India,-,Gentle Machine Wash,-,-,-,-,-,-,-,-,[N],[N],[N],-,-,-,-,-,-,-,Typography,"Printed,Typography",-,Cotton,"Printed,Knitted",-,-,Single,-,-,"Round Neck,Round",-,-,-,-,-,-,Regular,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Boys,https://datalabs.siva3.io/images/KidsTshirts_max_InfantBoysCoral&BlueTypographyPrintedCottonT-shirt_1.jpg,https://datalabs.siva3.io/images/KidsTshirts_max_InfantBoysCoral&BlueTypographyPrintedCottonT-shirt_2.jpg,https://datalabs.siva3.io/images/KidsTshirts_max_InfantBoysCoral&BlueTypographyPrintedCottonT-shirt_3.jpg,https://datalabs.siva3.io/images/KidsTshirts_max_InfantBoysCoral&BlueTypographyPrintedCottonT-shirt_4.jpg,-,,Full-Front,Typography,Regular Sleeves,Regular,-,Knitted,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,EU00398151
RET,RET-12,RET-12-20,RET-12-20-10,RET-12-20-10-12,Infant Boys Coral & Blue Typography Printed Cotton T-shirt,"Coral,Blue",12-18M,1,max,229,229,"Coral and blue Tshirt for boys
Typography printed
Regular length
Round neck
Long, regular sleeves
Knitted cotton fabric",-,-,1,Units,Cotton,"Landmark Online India Pvt Ltd, Lifestyle Int Pvt Ltd, 77 Degree Town Centre, Building No. 3, West Wing, Off HAL Airport Road, Yamlur, Bangalore-560037",India,-,Gentle Machine Wash,-,-,-,-,-,-,-,-,[N],[N],[N],-,-,-,-,-,-,-,Typography,"Printed,Typography",-,Cotton,"Printed,Knitted",-,-,Single,-,-,"Round Neck,Round",-,-,-,-,-,-,Regular,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Boys,https://datalabs.siva3.io/images/KidsTshirts_max_InfantBoysCoral&BlueTypographyPrintedCottonT-shirt_1.jpg,https://datalabs.siva3.io/images/KidsTshirts_max_InfantBoysCoral&BlueTypographyPrintedCottonT-shirt_2.jpg,https://datalabs.siva3.io/images/KidsTshirts_max_InfantBoysCoral&BlueTypographyPrintedCottonT-shirt_3.jpg,https://datalabs.siva3.io/images/KidsTshirts_max_InfantBoysCoral&BlueTypographyPrintedCottonT-shirt_4.jpg,-,,Full-Front,Typography,Regular Sleeves,Regular,-,Knitted,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,EU00398152
RET,RET-12,RET-12-20,RET-12-20-10,RET-12-20-10-12,Infant Boys Coral & Blue Typography Printed Cotton T-shirt,"Coral,Blue",18-24M,1,max,229,229,"Coral and blue Tshirt for boys
Typography printed
Regular length
Round neck
Long, regular sleeves
Knitted cotton fabric",-,-,1,Units,Cotton,"Landmark Online India Pvt Ltd, Lifestyle Int Pvt Ltd, 77 Degree Town Centre, Building No. 3, West Wing, Off HAL Airport Road, Yamlur, Bangalore-560037",India,-,Gentle Machine Wash,-,-,-,-,-,-,-,-,[N],[N],[N],-,-,-,-,-,-,-,Typography,"Printed,Typography",-,Cotton,"Printed,Knitted",-,-,Single,-,-,"Round Neck,Round",-,-,-,-,-,-,Regular,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Boys,https://datalabs.siva3.io/images/KidsTshirts_max_InfantBoysCoral&BlueTypographyPrintedCottonT-shirt_1.jpg,https://datalabs.siva3.io/images/KidsTshirts_max_InfantBoysCoral&BlueTypographyPrintedCottonT-shirt_2.jpg,https://datalabs.siva3.io/images/KidsTshirts_max_InfantBoysCoral&BlueTypographyPrintedCottonT-shirt_3.jpg,https://datalabs.siva3.io/images/KidsTshirts_max_InfantBoysCoral&BlueTypographyPrintedCottonT-shirt_4.jpg,-,,Full-Front,Typography,Regular Sleeves,Regular,-,Knitted,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,EU00398153
RET,RET-12,RET-12-20,RET-12-20-10,RET-12-20-10-12,Infant Girls Pack of 2 Snow White & Ariel Print Pure Cotton T-shirt,"Pink,Blue,White",0-6M,1,YK Disney,1499,449,"Pack of 2 t-shirts
A white and blue Ariel print knitted pure cotton T-shirt, has round neck with snap button closure, short cap sleeves
A pink and white polka and & Snow White print knitted pure cotton T-shirt, has round neck with snap button closure, short flutter sleeves
Comes in a pouch",-,-,2,Units,Cotton,"Supercom Net, VIVID CLOTHING PVT LTDPlot no 15 daga complex,Alampur, sankrail,-Ranihati-West bengal-711302",India,-,Gentle Machine Wash,-,-,-,-,-,-,-,-,[N],[N],[N],-,-,-,-,-,-,-,-,-,-,"Pure Cotton,Cotton",Knitted,-,-,2,-,-,"Round Neck,Round",-,-,-,-,-,-,Regular,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Girls,https://datalabs.siva3.io/images/KidsTshirts_YKDisney_InfantGirlsPackof2SnowWhite&ArielPrintPureCottonT-shirt_1.jpg,https://datalabs.siva3.io/images/KidsTshirts_YKDisney_InfantGirlsPackof2SnowWhite&ArielPrintPureCottonT-shirt_2.jpg,https://datalabs.siva3.io/images/KidsTshirts_YKDisney_InfantGirlsPackof2SnowWhite&ArielPrintPureCottonT-shirt_3.jpg,https://datalabs.siva3.io/images/KidsTshirts_YKDisney_InfantGirlsPackof2SnowWhite&ArielPrintPureCottonT-shirt_4.jpg,-,,Chest,Graphic,"Flutter Sleeves,Cap Sleeves",-,-,Knitted,Disney Princess,-,-,-,-,-,-,-,-,-,-,-,-,-,-,EU00398372
RET,RET-12,RET-12-20,RET-12-20-10,RET-12-20-10-12,Infant Girls Pack of 2 Snow White & Ariel Print Pure Cotton T-shirt,"Pink,Blue,White",6-12M,1,YK Disney,1499,449,"Pack of 2 t-shirts
A white and blue Ariel print knitted pure cotton T-shirt, has round neck with snap button closure, short cap sleeves
A pink and white polka and & Snow White print knitted pure cotton T-shirt, has round neck with snap button closure, short flutter sleeves
Comes in a pouch",-,-,2,Units,Cotton,"Supercom Net, VIVID CLOTHING PVT LTDPlot no 15 daga complex,Alampur, sankrail,-Ranihati-West bengal-711302",India,-,Gentle Machine Wash,-,-,-,-,-,-,-,-,[N],[N],[N],-,-,-,-,-,-,-,-,-,-,"Pure Cotton,Cotton",Knitted,-,-,2,-,-,"Round Neck,Round",-,-,-,-,-,-,Regular,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Girls,https://datalabs.siva3.io/images/KidsTshirts_YKDisney_InfantGirlsPackof2SnowWhite&ArielPrintPureCottonT-shirt_1.jpg,https://datalabs.siva3.io/images/KidsTshirts_YKDisney_InfantGirlsPackof2SnowWhite&ArielPrintPureCottonT-shirt_2.jpg,https://datalabs.siva3.io/images/KidsTshirts_YKDisney_InfantGirlsPackof2SnowWhite&ArielPrintPureCottonT-shirt_3.jpg,https://datalabs.siva3.io/images/KidsTshirts_YKDisney_InfantGirlsPackof2SnowWhite&ArielPrintPureCottonT-shirt_4.jpg,https://datalabs.siva3.io/images/KidsTshirts_YKDisney_InfantGirlsPackof2SnowWhite&ArielPrintPureCottonT-shirt_5.jpg,,Chest,Graphic,"Flutter Sleeves,Cap Sleeves",-,-,Knitted,Disney Princess,https://datalabs.siva3.io/images/KidsTshirts_YKDisney_InfantGirlsPackof2SnowWhite&ArielPrintPureCottonT-shirt_6.jpg,https://datalabs.siva3.io/images/KidsTshirts_YKDisney_InfantGirlsPackof2SnowWhite&ArielPrintPureCottonT-shirt_7.jpg,-,-,-,-,-,-,-,https://datalabs.siva3.io/images/KidsTshirts_YKDisney_InfantGirlsPackof2SnowWhite&ArielPrintPureCottonT-shirt_8.jpg,-,-,-,-,EU00398373
RET,RET-12,RET-12-20,RET-12-20-10,RET-12-20-10-12,Infant Girls Pack of 2 Snow White & Ariel Print Pure Cotton T-shirt,"Pink,Blue,White",12-18M,1,YK Disney,1499,449,"Pack of 2 t-shirts
A white and blue Ariel print knitted pure cotton T-shirt, has round neck with snap button closure, short cap sleeves
A pink and white polka and & Snow White print knitted pure cotton T-shirt, has round neck with snap button closure, short flutter sleeves
Comes in a pouch",-,-,2,Units,Cotton,"Supercom Net, VIVID CLOTHING PVT LTDPlot no 15 daga complex,Alampur, sankrail,-Ranihati-West bengal-711302",India,-,Gentle Machine Wash,-,-,-,-,-,-,-,-,[N],[N],[N],-,-,-,-,-,-,-,-,-,-,"Pure Cotton,Cotton",Knitted,-,-,2,-,-,"Round Neck,Round",-,-,-,-,-,-,Regular,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Girls,https://datalabs.siva3.io/images/KidsTshirts_YKDisney_InfantGirlsPackof2SnowWhite&ArielPrintPureCottonT-shirt_1.jpg,https://datalabs.siva3.io/images/KidsTshirts_YKDisney_InfantGirlsPackof2SnowWhite&ArielPrintPureCottonT-shirt_2.jpg,https://datalabs.siva3.io/images/KidsTshirts_YKDisney_InfantGirlsPackof2SnowWhite&ArielPrintPureCottonT-shirt_3.jpg,https://datalabs.siva3.io/images/KidsTshirts_YKDisney_InfantGirlsPackof2SnowWhite&ArielPrintPureCottonT-shirt_4.jpg,https://datalabs.siva3.io/images/KidsTshirts_YKDisney_InfantGirlsPackof2SnowWhite&ArielPrintPureCottonT-shirt_5.jpg,,Chest,Graphic,"Flutter Sleeves,Cap Sleeves",-,-,Knitted,Disney Princess,https://datalabs.siva3.io/images/KidsTshirts_YKDisney_InfantGirlsPackof2SnowWhite&ArielPrintPureCottonT-shirt_6.jpg,https://datalabs.siva3.io/images/KidsTshirts_YKDisney_InfantGirlsPackof2SnowWhite&ArielPrintPureCottonT-shirt_7.jpg,-,-,-,-,-,-,-,https://datalabs.siva3.io/images/KidsTshirts_YKDisney_InfantGirlsPackof2SnowWhite&ArielPrintPureCottonT-shirt_8.jpg,-,-,-,-,EU00398374
RET,RET-12,RET-12-20,RET-12-20-10,RET-12-20-10-12,Infant Girls Pack of 2 Snow White & Ariel Print Pure Cotton T-shirt,"Pink,Blue,White",18-24M,1,YK Disney,1499,449,"Pack of 2 t-shirts
A white and blue Ariel print knitted pure cotton T-shirt, has round neck with snap button closure, short cap sleeves
A pink and white polka and & Snow White print knitted pure cotton T-shirt, has round neck with snap button closure, short flutter sleeves
Comes in a pouch",-,-,2,Units,Cotton,"Supercom Net, VIVID CLOTHING PVT LTDPlot no 15 daga complex,Alampur, sankrail,-Ranihati-West bengal-711302",India,-,Gentle Machine Wash,-,-,-,-,-,-,-,-,[N],[N],[N],-,-,-,-,-,-,-,-,-,-,"Pure Cotton,Cotton",Knitted,-,-,2,-,-,"Round Neck,Round",-,-,-,-,-,-,Regular,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Girls,https://datalabs.siva3.io/images/KidsTshirts_YKDisney_InfantGirlsPackof2SnowWhite&ArielPrintPureCottonT-shirt_1.jpg,https://datalabs.siva3.io/images/KidsTshirts_YKDisney_InfantGirlsPackof2SnowWhite&ArielPrintPureCottonT-shirt_2.jpg,https://datalabs.siva3.io/images/KidsTshirts_YKDisney_InfantGirlsPackof2SnowWhite&ArielPrintPureCottonT-shirt_3.jpg,https://datalabs.siva3.io/images/KidsTshirts_YKDisney_InfantGirlsPackof2SnowWhite&ArielPrintPureCottonT-shirt_4.jpg,https://datalabs.siva3.io/images/KidsTshirts_YKDisney_InfantGirlsPackof2SnowWhite&ArielPrintPureCottonT-shirt_5.jpg,,Chest,Graphic,"Flutter Sleeves,Cap Sleeves",-,-,Knitted,Disney Princess,https://datalabs.siva3.io/images/KidsTshirts_YKDisney_InfantGirlsPackof2SnowWhite&ArielPrintPureCottonT-shirt_6.jpg,https://datalabs.siva3.io/images/KidsTshirts_YKDisney_InfantGirlsPackof2SnowWhite&ArielPrintPureCottonT-shirt_7.jpg,-,-,-,-,-,-,-,https://datalabs.siva3.io/images/KidsTshirts_YKDisney_InfantGirlsPackof2SnowWhite&ArielPrintPureCottonT-shirt_8.jpg,-,-,-,-,EU00398375
RET,RET-12,RET-12-20,RET-12-20-10,RET-12-20-10-12,Infant Girls Red & White Printed Pure Cotton T-shirt,"White,Red",0-3M,1,Allen Solly Junior,699,384,"Red and white T-shirt for infant girls
Graphic printed
Regular length
Round neck with ruffles
Long, regular sleeves
Knitted pure cotton fabric
Button closure",-,-,1,Units,Cotton,"Westbury Holdings Pvt Ltd_Madura, GAIETY FASHION; S.F.NO:268, NETHAJI NAGAR, UTHUKULI MAIN ROAD, KARUMARAM PALAYAM, TIRUPUR-641607",India,-,Gentle Machine Wash,-,-,-,-,-,-,-,-,[N],[N],[N],-,-,-,-,-,-,-,Ruffles,"Graphic,Printed",-,"Pure Cotton,Cotton","Printed,Knitted",-,-,Single,-,-,"Round Neck,Round",-,-,-,-,-,-,Regular,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Girls,https://datalabs.siva3.io/images/KidsTshirts_AllenSollyJunior_InfantGirlsRed&WhitePrintedPureCottonT-shirt_1.jpg,https://datalabs.siva3.io/images/KidsTshirts_AllenSollyJunior_InfantGirlsRed&WhitePrintedPureCottonT-shirt_2.jpg,https://datalabs.siva3.io/images/KidsTshirts_AllenSollyJunior_InfantGirlsRed&WhitePrintedPureCottonT-shirt_3.jpg,https://datalabs.siva3.io/images/KidsTshirts_AllenSollyJunior_InfantGirlsRed&WhitePrintedPureCottonT-shirt_4.jpg,-,,Chest,Graphic,Regular Sleeves,Regular,-,Knitted,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,EU00398382
RET,RET-12,RET-12-20,RET-12-20-10,RET-12-20-10-12,Infant Girls Red & White Printed Pure Cotton T-shirt,"White,Red",3-6M,1,Allen Solly Junior,699,384,"Red and white T-shirt for infant girls
Graphic printed
Regular length
Round neck with ruffles
Long, regular sleeves
Knitted pure cotton fabric
Button closure",-,-,1,Units,Cotton,"Westbury Holdings Pvt Ltd_Madura, GAIETY FASHION; S.F.NO:268, NETHAJI NAGAR, UTHUKULI MAIN ROAD, KARUMARAM PALAYAM, TIRUPUR-641607",India,-,Gentle Machine Wash,-,-,-,-,-,-,-,-,[N],[N],[N],-,-,-,-,-,-,-,Ruffles,"Graphic,Printed",-,"Pure Cotton,Cotton","Printed,Knitted",-,-,Single,-,-,"Round Neck,Round",-,-,-,-,-,-,Regular,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Girls,https://datalabs.siva3.io/images/KidsTshirts_AllenSollyJunior_InfantGirlsRed&WhitePrintedPureCottonT-shirt_1.jpg,https://datalabs.siva3.io/images/KidsTshirts_AllenSollyJunior_InfantGirlsRed&WhitePrintedPureCottonT-shirt_2.jpg,https://datalabs.siva3.io/images/KidsTshirts_AllenSollyJunior_InfantGirlsRed&WhitePrintedPureCottonT-shirt_3.jpg,https://datalabs.siva3.io/images/KidsTshirts_AllenSollyJunior_InfantGirlsRed&WhitePrintedPureCottonT-shirt_4.jpg,https://datalabs.siva3.io/images/KidsTshirts_AllenSollyJunior_InfantGirlsRed&WhitePrintedPureCottonT-shirt_5.jpg,,Chest,Graphic,Regular Sleeves,Regular,-,Knitted,-,https://datalabs.siva3.io/images/KidsTshirts_AllenSollyJunior_InfantGirlsRed&WhitePrintedPureCottonT-shirt_6.jpg,https://datalabs.siva3.io/images/KidsTshirts_AllenSollyJunior_InfantGirlsRed&WhitePrintedPureCottonT-shirt_7.jpg,-,-,-,-,-,-,-,-,-,-,-,-,EU00398383
RET,RET-12,RET-12-20,RET-12-20-10,RET-12-20-10-12,Infant Girls Red & White Printed Pure Cotton T-shirt,"White,Red",6-9M,1,Allen Solly Junior,699,384,"Red and white T-shirt for infant girls
Graphic printed
Regular length
Round neck with ruffles
Long, regular sleeves
Knitted pure cotton fabric
Button closure",-,-,1,Units,Cotton,"Westbury Holdings Pvt Ltd_Madura, GAIETY FASHION; S.F.NO:268, NETHAJI NAGAR, UTHUKULI MAIN ROAD, KARUMARAM PALAYAM, TIRUPUR-641607",India,-,Gentle Machine Wash,-,-,-,-,-,-,-,-,[N],[N],[N],-,-,-,-,-,-,-,Ruffles,"Graphic,Printed",-,"Pure Cotton,Cotton","Printed,Knitted",-,-,Single,-,-,"Round Neck,Round",-,-,-,-,-,-,Regular,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Girls,https://datalabs.siva3.io/images/KidsTshirts_AllenSollyJunior_InfantGirlsRed&WhitePrintedPureCottonT-shirt_1.jpg,https://datalabs.siva3.io/images/KidsTshirts_AllenSollyJunior_InfantGirlsRed&WhitePrintedPureCottonT-shirt_2.jpg,https://datalabs.siva3.io/images/KidsTshirts_AllenSollyJunior_InfantGirlsRed&WhitePrintedPureCottonT-shirt_3.jpg,https://datalabs.siva3.io/images/KidsTshirts_AllenSollyJunior_InfantGirlsRed&WhitePrintedPureCottonT-shirt_4.jpg,https://datalabs.siva3.io/images/KidsTshirts_AllenSollyJunior_InfantGirlsRed&WhitePrintedPureCottonT-shirt_5.jpg,,Chest,Graphic,Regular Sleeves,Regular,-,Knitted,-,https://datalabs.siva3.io/images/KidsTshirts_AllenSollyJunior_InfantGirlsRed&WhitePrintedPureCottonT-shirt_6.jpg,https://datalabs.siva3.io/images/KidsTshirts_AllenSollyJunior_InfantGirlsRed&WhitePrintedPureCottonT-shirt_7.jpg,-,-,-,-,-,-,-,-,-,-,-,-,EU00398384
RET,RET-12,RET-12-20,RET-12-20-10,RET-12-20-10-12,Infant Girls Red & White Printed Pure Cotton T-shirt,"White,Red",9-12M,1,Allen Solly Junior,699,384,"Red and white T-shirt for infant girls
Graphic printed
Regular length
Round neck with ruffles
Long, regular sleeves
Knitted pure cotton fabric
Button closure",-,-,1,Units,Cotton,"Westbury Holdings Pvt Ltd_Madura, GAIETY FASHION; S.F.NO:268, NETHAJI NAGAR, UTHUKULI MAIN ROAD, KARUMARAM PALAYAM, TIRUPUR-641607",India,-,Gentle Machine Wash,-,-,-,-,-,-,-,-,[N],[N],[N],-,-,-,-,-,-,-,Ruffles,"Graphic,Printed",-,"Pure Cotton,Cotton","Printed,Knitted",-,-,Single,-,-,"Round Neck,Round",-,-,-,-,-,-,Regular,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Girls,https://datalabs.siva3.io/images/KidsTshirts_AllenSollyJunior_InfantGirlsRed&WhitePrintedPureCottonT-shirt_1.jpg,https://datalabs.siva3.io/images/KidsTshirts_AllenSollyJunior_InfantGirlsRed&WhitePrintedPureCottonT-shirt_2.jpg,https://datalabs.siva3.io/images/KidsTshirts_AllenSollyJunior_InfantGirlsRed&WhitePrintedPureCottonT-shirt_3.jpg,https://datalabs.siva3.io/images/KidsTshirts_AllenSollyJunior_InfantGirlsRed&WhitePrintedPureCottonT-shirt_4.jpg,https://datalabs.siva3.io/images/KidsTshirts_AllenSollyJunior_InfantGirlsRed&WhitePrintedPureCottonT-shirt_5.jpg,,Chest,Graphic,Regular Sleeves,Regular,-,Knitted,-,https://datalabs.siva3.io/images/KidsTshirts_AllenSollyJunior_InfantGirlsRed&WhitePrintedPureCottonT-shirt_6.jpg,https://datalabs.siva3.io/images/KidsTshirts_AllenSollyJunior_InfantGirlsRed&WhitePrintedPureCottonT-shirt_7.jpg,-,-,-,-,-,-,-,-,-,-,-,-,EU00398385
RET,RET-12,RET-12-20,RET-12-20-10,RET-12-20-10-12,Infant Girls Red & White Printed Pure Cotton T-shirt,"White,Red",12-18M,1,Allen Solly Junior,699,384,"Red and white T-shirt for infant girls
Graphic printed
Regular length
Round neck with ruffles
Long, regular sleeves
Knitted pure cotton fabric
Button closure",-,-,1,Units,Cotton,"Westbury Holdings Pvt Ltd_Madura, GAIETY FASHION; S.F.NO:268, NETHAJI NAGAR, UTHUKULI MAIN ROAD, KARUMARAM PALAYAM, TIRUPUR-641607",India,-,Gentle Machine Wash,-,-,-,-,-,-,-,-,[N],[N],[N],-,-,-,-,-,-,-,Ruffles,"Graphic,Printed",-,"Pure Cotton,Cotton","Printed,Knitted",-,-,Single,-,-,"Round Neck,Round",-,-,-,-,-,-,Regular,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Girls,https://datalabs.siva3.io/images/KidsTshirts_AllenSollyJunior_InfantGirlsRed&WhitePrintedPureCottonT-shirt_1.jpg,https://datalabs.siva3.io/images/KidsTshirts_AllenSollyJunior_InfantGirlsRed&WhitePrintedPureCottonT-shirt_2.jpg,https://datalabs.siva3.io/images/KidsTshirts_AllenSollyJunior_InfantGirlsRed&WhitePrintedPureCottonT-shirt_3.jpg,https://datalabs.siva3.io/images/KidsTshirts_AllenSollyJunior_InfantGirlsRed&WhitePrintedPureCottonT-shirt_4.jpg,https://datalabs.siva3.io/images/KidsTshirts_AllenSollyJunior_InfantGirlsRed&WhitePrintedPureCottonT-shirt_5.jpg,,Chest,Graphic,Regular Sleeves,Regular,-,Knitted,-,https://datalabs.siva3.io/images/KidsTshirts_AllenSollyJunior_InfantGirlsRed&WhitePrintedPureCottonT-shirt_6.jpg,https://datalabs.siva3.io/images/KidsTshirts_AllenSollyJunior_InfantGirlsRed&WhitePrintedPureCottonT-shirt_7.jpg,-,-,-,-,-,-,-,-,-,-,-,-,EU00398386
