L0 Domain,L1 Sub-Domain,L2 Category,L3 Sub-Category,L4 Product Enum-Code,Brand,Product Name,Product Description,Product Quantity,UOM,Net Quantity,Pack Quantity,Pack Size,MRP,Price,Manufacturer,Country Of Origin,UPC/EAN,FSSAI no,Images,Images / Video,Images.3,Images.4,Images.5,Images.6,Images.7,Images.8,Images.9,Images.10,SKU Code,Customer Care Contact,Time to Ship,Returnable (Y/N),Cancellable (Y/N),COD available (Y/N),Preservatives (Y/N),Preservatives (details),Flavours & Spices,Ready to cook (Y/N),Ready to eat (Y/N),Rice grain type,Recommended Age,Scented/ Flavour,Herbal/ Ayurvedic,Theme/ Occasion Type,Hair Type,Mineral Source,Caffeine Content,Capacity,Benefits,Usage,Other details,Marketed By,Baby Weight,Absorption Duration (in Hrs),Features,Care Instruction,Ingredients,Ingredient,Package Contains,About
RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-10,Fresho,"Fresho Chicken Seekh Kabab - Angara/Spicy, 500 g","Kebabs are popular all over the world for all the right reasons. Seekh Kababs are a very popular appetiser and delicacy in most parts of the world.
They are made from tender meat, add some masalas and seasoning, put it on a skewer and grilled them golden.
These are not only delicious and tasty, but easy to eat but are also full of health, especially if you make them the healthy way.
This Chicken Seekh Kebabs requires just a few minutes of your time and believe us, each effort that goes into making them is so worth it.
Get your hands on Fresho Chicken Seekh Kabab and start cooking this mouth-watering and delicious Kebabs and serve them with hot parathas and green chutney.
Chicken kebabs are one of the most valued foods among people of all ages, throughout the world. 
Not only it forms a crucial part of various culinary traditions but it is also highly nutritious and delicious to taste. 
Seekh Kababs are a very popular appetiser and delicacy non-vegetarian snacks to be served quickly in most parts of the world.",500 g,g,500 g,1,1,355,301.75,"D.S. Enterprises, Plot No. 415 Rai Industrial Estate ,Food Park , HSIIDC,Distt. Sonepat , (HARYANA ) 131029",India,['40205803'],"['10014064000391,10019043002767']",https://datalabs.siva3.io/image/Eunimart_groceries_40205803_2-fresho-chicken-seekh-kabab-angaraspicy.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40205803-2_2-fresho-chicken-seekh-kabab-angaraspicy.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40205803-3_2-fresho-chicken-seekh-kabab-angaraspicy.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40205803-4_2-fresho-chicken-seekh-kabab-angaraspicy.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40205803-5_2-fresho-chicken-seekh-kabab-angaraspicy.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40205803-6_2-fresho-chicken-seekh-kabab-angaraspicy.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Enjoy with mint chutney and onions on the side.
Put them in a roll, sandwich or even rice to make a complete meal. 
Enjoy this snack anytime you wish and are also a great appetiser for parties and events.","['EAN Code: 40205803', 'FSSAI Number: 10014064000391, 10019043002767', 'Manufacturer Name & : D.S. Enterprises, Plot No. 415 Rai Industrial Estate ,Food Park , HSIIDC,Distt. Sonepat , (HARYANA ) 131029', 'Marketed By: Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071', 'Country of origin: India', 'Best before 16-07-2023', '","Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071",-,-,-,-,"Chicken Meat, Water, Soya Protein, Green Vegetables( Onion, Garlic, Green Chili, Coriander Leaves, Ginger), Spices & Condiments, Iodised Salt, Kasoori Methi, Sequestrant INS-451(i), Dehydrated Onion Powder, Sugar, Anti Oxidant INS-316.",-,-,-
RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-10,Fresho,"Fresho Chicken Seekh Kabab - Khas khas, 500 g","Kebabs are popular all over the world for all the right reasons. Seekh Kababs are a very popular appetiser and delicacy in most parts of the world.
They are made from tender meat, add some masalas and seasoning, put it on a skewer and grilled them golden.
These are not only delicious and tasty, but easy to eat but are also full of health, especially if you make them the healthy way.
This Chicken Seekh Kebabs requires just a few minutes of your time and believe us, each effort that goes into making them is so worth it.
Get your hands on Fresho Chicken Seekh Kabab and start cooking this mouth-watering and delicious Kebabs and serve them with hot parathas and green chutney.
Chicken kebabs are one of the most valued foods among people of all ages, throughout the world. 
Not only it forms a crucial part of various culinary traditions but it is also highly nutritious and delicious to taste. 
Seekh Kababs are a very popular appetiser and delicacy non-vegetarian snacks to be served quickly in most parts of the world.",500 g,g,500 g,1,1,345,293.25,"D.S. Enterprises, Plot No. 415 Rai Industrial Estate ,Food Park , HSIIDC,Distt. Sonepat , (HARYANA ) 131029",India,['40205799'],"['10014064000391,10019043002767']",https://datalabs.siva3.io/image/Eunimart_groceries_40205799_2-fresho-chicken-seekh-kabab-khas-khas.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40205799-2_2-fresho-chicken-seekh-kabab-khas-khas.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40205799-3_2-fresho-chicken-seekh-kabab-khas-khas.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40205799-4_2-fresho-chicken-seekh-kabab-khas-khas.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40205799-5_2-fresho-chicken-seekh-kabab-khas-khas.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40205799-6_2-fresho-chicken-seekh-kabab-khas-khas.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Enjoy with mint chutney and onions on the side.
Put them in a roll, sandwich or even rice to make a complete meal. 
Enjoy this snack anytime you wish and are also a great appetiser for parties and events.","['EAN Code: 40205799', 'FSSAI Number: 10014064000391, 10019043002767', 'Manufacturer Name & : D.S. Enterprises, Plot No. 415 Rai Industrial Estate ,Food Park , HSIIDC,Distt. Sonepat , (HARYANA ) 131029', 'Marketed By: Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071', 'Country of origin: India', 'Best before 16-07-2023', '","Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071",-,-,-,-,"Chicken Meat 65.49%, Water, Soya Granules, Corn Flour, Green Spices, Common Salt, Milk Solids, Dry Spices, Combination of Phosphate, Sugar , Dextrose, INS 300, E 330A, Acetic Acid, INS250.",-,-,-
RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-10,Fresho,"Fresho Chicken Seekh Kabab - Lahori, 500 g","Kebabs are popular all over the world for all the right reasons. Seekh Kababs are a very popular appetiser and delicacy in most parts of the world.
They are made from tender meat, add some masalas and seasoning, put it on a skewer and grilled them golden.
These are not only delicious and tasty, but easy to eat but are also full of health, especially if you make them the healthy way.
This Chicken Seekh Kebabs requires just a few minutes of your time and believe us, each effort that goes into making them is so worth it.
Get your hands on Fresho Chicken Seekh Kabab and start cooking this mouth-watering and delicious Kebabs and serve them with hot parathas and green chutney.
Chicken kebabs are one of the most valued foods among people of all ages, throughout the world. 
Not only it forms a crucial part of various culinary traditions but it is also highly nutritious and delicious to taste. 
Seekh Kababs are a very popular appetiser and delicacy non-vegetarian snacks to be served quickly in most parts of the world.",500 g,g,500 g,1,1,400,340,"D.S. Enterprises, Plot No. 415 Rai Industrial Estate ,Food Park , HSIIDC,Distt. Sonepat , (HARYANA ) 131029",India,['40205800'],"['10014064000391,10019043002767']",https://datalabs.siva3.io/image/Eunimart_groceries_40205800_3-fresho-chicken-seekh-kabab-lahori.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40205800-2_3-fresho-chicken-seekh-kabab-lahori.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40205800-3_3-fresho-chicken-seekh-kabab-lahori.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40205800-4_3-fresho-chicken-seekh-kabab-lahori.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40205800-5_3-fresho-chicken-seekh-kabab-lahori.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40205800-6_3-fresho-chicken-seekh-kabab-lahori.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Enjoy with mint chutney and onions on the side.
Put them in a roll, sandwich or even rice to make a complete meal. 
Enjoy this snack anytime you wish and are also a great appetiser for parties and events.","['EAN Code: 40205800', 'FSSAI Number: 10014064000391, 10019043002767', 'Manufacturer Name & : D.S. Enterprises, Plot No. 415 Rai Industrial Estate ,Food Park , HSIIDC,Distt. Sonepat , (HARYANA ) 131029', 'Marketed By: Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071', 'Country of origin: India', 'Best before 16-07-2023', '","Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071",-,-,-,-,"Chicken Meat (57.85%), Water, Spices & Condiments (Garlic, Coriander, Chilli, Ginger, Mixed Spices, Cinnamon And White Pepper), Soy, Kabab Mix {Potato Flakes, Rice Flour, Corn Flour, Edible Vegetable Oil (Sunflower Oil), Salt, Cardamom powder, Red Chilli, Clove, Black Pepper, Green Mango Powder & Oleoresin).Onion, Isolated Soy Protein, Salt, Wheat flour, Texturizer (INS 4510) And Lemon Juice.",-,-,-
RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-10,Fresho,"Fresho Chicken Seekh Kabab - Onion, 500 g","Kebabs are popular all over the world for all the right reasons. Seekh Kababs are a very popular appetiser and delicacy in most parts of the world.
They are made from tender meat, add some masalas and seasoning, put it on a skewer and grilled them golden. These are not only delicious and tasty, but easy to eat but are also full of health, especially if you make them the healthy way.
This Chicken Seekh Kebabs requires just a few minutes of your time and believe us, each effort that goes into making them is so worth it.
Get your hands on Fresho Chicken Seekh Kabab and start cooking this mouth-watering and delicious Kebabs and serve them with hot parathas and green chutney.
Chicken kebabs are one of the most valued foods among people of all ages, throughout the world. 
Not only it forms a crucial part of various culinary traditions but it is also highly nutritious and delicious to taste. 
Seekh Kababs are a very popular appetiser and delicacy non-vegetarian snacks to be served quickly in most parts of the world.",500 g,g,500 g,1,1,365,310.25,"D.S. Enterprises, Plot No. 415 Rai Industrial Estate ,Food Park , HSIIDC,Distt. Sonepat , (HARYANA ) 131029",India,['40205802'],"['10014064000391,10019043002767']",https://datalabs.siva3.io/image/Eunimart_groceries_40205802_3-fresho-chicken-seekh-kabab-onion.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40205802-2_3-fresho-chicken-seekh-kabab-onion.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40205802-3_3-fresho-chicken-seekh-kabab-onion.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40205802-4_3-fresho-chicken-seekh-kabab-onion.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40205802-5_3-fresho-chicken-seekh-kabab-onion.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40205802-6_3-fresho-chicken-seekh-kabab-onion.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Enjoy with mint chutney and onions on the side.
Put them in a roll, sandwich or even rice to make a complete meal. 
Enjoy this snack anytime you wish and are also a great appetiser for parties and events.","['EAN Code: 40205802', 'FSSAI Number: 10014064000391, 10019043002767', 'Manufacturer Name & : D.S. Enterprises, Plot No. 415 Rai Industrial Estate ,Food Park , HSIIDC,Distt. Sonepat , (HARYANA ) 131029', 'Marketed By: Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071', 'Country of origin: India', 'Best before 16-07-2023', '","Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071",-,-,-,-,"Chicken Meat 70.2% Water 24%, Cheese 2.5%, Emulsifying Salts E-331 & E-452, Wheat Fibre, Milk Solids, Isolated Soya Protein, Onion 3%, Common Salt, Spices, Phosphate-451, Sodium Nitrate, Preservative Ins-251.",-,-,-
RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-10,Fresho,"Fresho Chicken Seekh Kabab - Pahadi, 500 g","Kebabs are popular all over the world for all the right reasons. Seekh Kababs are a very popular appetiser and delicacy in most parts of the world.
They are made from tender meat, add some masalas and seasoning, put it on a skewer and grilled them golden.
These are not only delicious and tasty but easy to eat but are also full of health, especially if you make them the healthy way.
This Chicken Seekh Kebabs requires just a few minutes of your time and believe us, each effort that goes into making them is so worth it.
Get your hands on Fresho Chicken Seekh Kabab and start cooking this mouth-watering and delicious Kebabs and serve them with hot parathas and green chutney.
Chicken kebabs are one of the most valued foods among people of all ages, throughout the world. 
Not only it forms a crucial part of various culinary traditions but it is also highly nutritious and delicious to taste. 
Seekh Kababs are a very popular appetiser and delicacy non-vegetarian snacks to be served quickly in most parts of the world.",500 g,g,500 g,1,1,345,293.25,"D.S. Enterprises, Plot No. 415 Rai Industrial Estate ,Food Park , HSIIDC,Distt. Sonepat , (HARYANA ) 131029",India,['40205804'],"['10014064000391,10019043002767']",https://datalabs.siva3.io/image/Eunimart_groceries_40205804_3-fresho-chicken-seekh-kabab-pahadi.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40205804-2_3-fresho-chicken-seekh-kabab-pahadi.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40205804-3_3-fresho-chicken-seekh-kabab-pahadi.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40205804-4_3-fresho-chicken-seekh-kabab-pahadi.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40205804-5_3-fresho-chicken-seekh-kabab-pahadi.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40205804-6_3-fresho-chicken-seekh-kabab-pahadi.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Enjoy with mint chutney and onions on the side.
Put them in a roll, sandwich or even rice to make a complete meal. 
Enjoy this snack anytime you wish and are also a great appetiser for parties and events.","['EAN Code: 40205804', 'FSSAI Number: 10014064000391, 10019043002767', 'Manufacturer Name & : D.S. Enterprises, Plot No. 415 Rai Industrial Estate ,Food Park , HSIIDC,Distt. Sonepat , (HARYANA ) 131029', 'Marketed By: Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071', 'Country of origin: India', 'Best before 16-07-2023', '","Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071",-,-,-,-,"Chicken Meat (68.5%),
Textured Soya,
Water, Fresh Vegetables
Iodised salt
spices and condiments
Breadcrumb (Wheat Flour, Salt
Preservative (E282)
Yeast, Acidity regulator (E260))
Soy Protein, Phosphate (INS 451 (i)).",-,-,-
RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-10,Fresho,"Fresho Chicken Seekh Kabab Lime N Pudina, 500 g","Prepared in the traditional style, these lemon and pudina kebabs are made with the finest ingredients. Enjoy these delicious kababs at the convenience of your home. Perfect as a starter, relish these mouth-watering delight with your loved ones. 
Fresho is our in-house brand of fresh meat, poultry, and seafood. We take utmost care in selecting the best suppliers to provide you with high quality and succulent products. Every product is stored in our cold storage right until your doorstep ensuring freshness and utmost hygiene.",500 g,g,500 g,1,1,345,293.25,"R D Enterprises, Vasai Muncipal Industrial Area, Papdy Industrial Estate, Umela Phata, Plot No.32, Near Leader Battery, Papdy, Vasai (West) - 401207",India,['8904256720700'],['11519018000584'],https://datalabs.siva3.io/image/Eunimart_groceries_40197976_4-fresho-chicken-seekh-kabab-lime-n-pudina.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40197976-2_3-fresho-chicken-seekh-kabab-lime-n-pudina.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40197976-3_3-fresho-chicken-seekh-kabab-lime-n-pudina.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40197976-4_3-fresho-chicken-seekh-kabab-lime-n-pudina.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40197976-5_3-fresho-chicken-seekh-kabab-lime-n-pudina.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40197976-6_3-fresho-chicken-seekh-kabab-lime-n-pudina.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,In a microwave oven for 120 seconds. Place the kebabs on a preheated flat pan (Non - stick Tawa). Heat it for 3 minutes on medium flame. Serve hot with your favourite sauce or mint chutney.,"['EAN Code: 8904256720700', 'FSSAI Number: 11519018000584', 'Manufacturer Name & : R D Enterprises, Vasai Muncipal Industrial Area, Papdy Industrial Estate, Umela Phata, Plot No.32, Near Leader Battery, Papdy, Vasai (West) - 401207', 'Marketed By: Monsa Foods Pvt.Ltd, 5042, 3rd floor, Rustomjee Eaze Zone Mall, Vasari Hill Road, Malad (West), Mumbai - 400073', 'Country of Origin: India', 'Best before 2 days from delivery date', '","Monsa Foods Pvt.Ltd, 5042, 3rd floor, Rustomjee Eaze Zone Mall, Vasari Hill Road, Malad (West), Mumbai - 400073",-,-,-,-,Chicken & Flavoured With Hand-Picked Spices.,-,-,-
RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-10,Fresho,"Fresho Chicken Seekh Kabab Malai N Cheese, 500 g","Prepared in the traditional style, these malai and cheese kebabs are made with the finest ingredients. Enjoy these delicious kababs at the convenience of your home. Perfect as a starter, relish these mouth-watering delight with your loved ones. 
Fresho is our in-house brand of fresh meat, poultry, and seafood. We take utmost care in selecting the best suppliers to provide you with high quality and succulent products. Every product is stored in our cold storage right until your doorstep ensuring freshness and utmost hygiene.",500 g,g,500 g,1,1,355,301.75,"R D Enterprises, Vasai Muncipal Industrial Area, Papdy Industrial Estate, Umela Phata, Plot No.32, Near Leader Battery, Papdy, Vasai (West) - 401207",India,['8904256720717'],['11519018000584'],https://datalabs.siva3.io/image/Eunimart_groceries_40197980_3-fresho-chicken-seekh-kabab-malai-n-cheese.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40197980-2_2-fresho-chicken-seekh-kabab-malai-n-cheese.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40197980-3_2-fresho-chicken-seekh-kabab-malai-n-cheese.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40197980-4_2-fresho-chicken-seekh-kabab-malai-n-cheese.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40197980-5_2-fresho-chicken-seekh-kabab-malai-n-cheese.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40197980-6_2-fresho-chicken-seekh-kabab-malai-n-cheese.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,In a microwave oven for 120 seconds. Place the kebabs on a preheated flat pan (Non - stick Tawa). Heat it for 3 minutes on medium flame. Serve hot with your favourite sauce or mint chutney.,"['EAN Code: 8904256720717', 'FSSAI Number: 11519018000584', 'Manufacturer Name & : R D Enterprises, Vasai Muncipal Industrial Area, Papdy Industrial Estate, Umela Phata, Plot No.32, Near Leader Battery, Papdy, Vasai (West) - 401207', 'Marketed By: Monsa Foods Pvt.Ltd, 5042, 3rd floor, Rustomjee Eaze Zone Mall, Vasari Hill Road, Malad (West), Mumbai - 400073', 'Country of Origin: India', 'Best before 2 days from delivery date', '","Monsa Foods Pvt.Ltd, 5042, 3rd floor, Rustomjee Eaze Zone Mall, Vasari Hill Road, Malad (West), Mumbai - 400073",-,-,-,-,Chicken & Flavoured With Hand-Picked Spices.,-,-,-
RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-10,Fresho,"Fresho Chicken Seekh Kabab Nawabi, 500 g","Prepared in the traditional style, the kebabs are made with the finest hand-picked spices. enjoy these delicious kababs at the convenience of your home. Perfect as a starter, relish these mouth-watering delight with your loved ones. 
Fresho is our in-house brand of fresh meat, poultry, and seafood. We take utmost care in selecting the best suppliers to provide you with high quality and succulent products. Every product is stored in our cold storage right until your doorstep ensuring freshness and utmost hygiene.",500 g,g,500 g,1,1,400,340,"R D Enterprises, Vasai Muncipal Industrial Area, Papdy Industrial Estate, Umela Phata, Plot No.32, Near Leader Battery, Papdy, Vasai (West) - 401207",India,['8904256720731'],['11519018000584'],https://datalabs.siva3.io/image/Eunimart_groceries_40197968_3-fresho-chicken-seekh-kabab-nawabi.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40197968-2_2-fresho-chicken-seekh-kabab-nawabi.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,In a microwave oven for 120 seconds. Place the kebabs on a preheated flat pan (Non - stick Tawa). Heat it for 3 minutes on medium flame. Serve hot with your favourite sauce or mint chutney.,"['EAN Code: 8904256720731', 'FSSAI Number: 11519018000584', 'Manufacturer Name & : R D Enterprises, Vasai Muncipal Industrial Area, Papdy Industrial Estate, Umela Phata, Plot No.32, Near Leader Battery, Papdy, Vasai (West) - 401207', 'Marketed By: Monsa Foods Pvt.Ltd, 5042, 3rd floor, Rustomjee Eaze Zone Mall, Vasari Hill Road, Malad (West), Mumbai - 400073', 'Country of Origin: India', 'Best before 18-07-2023', '","Monsa Foods Pvt.Ltd, 5042, 3rd floor, Rustomjee Eaze Zone Mall, Vasari Hill Road, Malad (West), Mumbai - 400073",-,-,-,-,Chicken & Flavoured With Hand-Picked Spices.,-,-,-
RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-10,Fresho,"Fresho Chicken Seekh Kabab Punjabi, 500 g","Prepared in the traditional style, the kebabs are made with the finest hand-picked spices. enjoy these delicious kababs at the convenience of your home. Perfect as a starter, relish these mouth-watering delight with your loved ones. 
Fresho is our in-house brand of fresh meat, poultry, and seafood. We take utmost care in selecting the best suppliers to provide you with high quality and succulent products. Every product is stored in our cold storage right until your doorstep ensuring freshness and utmost hygiene.",500 g,g,500 g,1,1,355,301.75,"R D Enterprises, Vasai Muncipal Industrial Area, Papdy Industrial Estate, Umela Phata, Plot No.32, Near Leader Battery, Papdy, Vasai (West) - 401207",India,['8904256720748'],['11519018000584'],https://datalabs.siva3.io/image/Eunimart_groceries_40197972_4-fresho-chicken-seekh-kabab-punjabi.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40197972-2_3-fresho-chicken-seekh-kabab-punjabi.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40197972-3_3-fresho-chicken-seekh-kabab-punjabi.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40197972-4_3-fresho-chicken-seekh-kabab-punjabi.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40197972-5_3-fresho-chicken-seekh-kabab-punjabi.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40197972-6_3-fresho-chicken-seekh-kabab-punjabi.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,In a microwave oven for 120 seconds. Place the kebabs on a preheated flat pan (Non - stick Tawa). Heat it for 3 minutes on medium flame. Serve hot with your favourite sauce or mint chutney.,"['EAN Code: 8904256720748', 'FSSAI Number: 11519018000584', 'Manufacturer Name & : R D Enterprises, Vasai Muncipal Industrial Area, Papdy Industrial Estate, Umela Phata, Plot No.32, Near Leader Battery, Papdy, Vasai (West) - 401207', 'Marketed By: Monsa Foods Pvt.Ltd, 5042, 3rd floor, Rustomjee Eaze Zone Mall, Vasari Hill Road, Malad (West), Mumbai - 400073', 'Country of Origin: India', 'Best before 18-07-2023', '","Monsa Foods Pvt.Ltd, 5042, 3rd floor, Rustomjee Eaze Zone Mall, Vasari Hill Road, Malad (West), Mumbai - 400073",-,-,-,-,Chicken & Flavoured With Hand-Picked Spices.,-,-,-
RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-10,Fresho,"Fresho Chicken Seekh Kabab Regular, 500 g","Prepared in the traditional style, the kebabs are made with the finest hand-picked spices. enjoy these delicious kababs at the convenience of your home. Perfect as a starter, relish these mouth-watering delight with your loved ones. 
Fresho is our in-house brand of fresh meat, poultry, and seafood. We take utmost care in selecting the best suppliers to provide you with high quality and succulent products. Every product is stored in our cold storage right until your doorstep ensuring freshness and utmost hygiene.",500 g,g,500 g,1,1,345,293.25,"R D Enterprises, Vasai Muncipal Industrial Area, Papdy Industrial Estate, Umela Phata, Plot No.32, Near Leader Battery, Papdy, Vasai (West) - 401207",India,['8904256720694'],['11519018000584'],https://datalabs.siva3.io/image/Eunimart_groceries_40197960_4-fresho-chicken-seekh-kabab-regular.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40197960-2_3-fresho-chicken-seekh-kabab-regular.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40197960-3_3-fresho-chicken-seekh-kabab-regular.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40197960-4_3-fresho-chicken-seekh-kabab-regular.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40197960-5_3-fresho-chicken-seekh-kabab-regular.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40197960-6_3-fresho-chicken-seekh-kabab-regular.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,In a microwave oven for 120 seconds. Place the kebabs on a preheated flat pan (Non - stick Tawa). Heat it for 3 minutes on medium flame. Serve hot with your favourite sauce or mint chutney.,"['EAN Code: 8904256720694', 'FSSAI Number: 11519018000584', 'Manufacturer Name & : R D Enterprises, Vasai Muncipal Industrial Area, Papdy Industrial Estate, Umela Phata, Plot No.32, Near Leader Battery, Papdy, Vasai (West) - 401207', 'Marketed By: Monsa Foods Pvt.Ltd, 5042, 3rd floor, Rustomjee Eaze Zone Mall, Vasari Hill Road, Malad (West), Mumbai - 400073', 'Country of Origin: India', 'Best before 18-07-2023', '","Monsa Foods Pvt.Ltd, 5042, 3rd floor, Rustomjee Eaze Zone Mall, Vasari Hill Road, Malad (West), Mumbai - 400073",-,-,-,-,Chicken & Flavoured With Hand-Picked Spices.,-,-,-
