L0 Domain,L1 Sub-Domain,L2 Category,L3 Sub-Category,L4 Product Enum-Code,Brand,Product Name,Product Description,Product Quantity,UOM,Net Quantity,Pack Quantity,Pack Size,MRP,Price,Manufacturer,Country Of Origin,UPC/EAN,FSSAI no,Images,Images / Video,Images.3,Images.4,Images.5,Images.6,Images.7,Images.8,Images.9,Images.10,SKU Code,Customer Care Contact,Time to Ship,Returnable (Y/N),Cancellable (Y/N),COD available (Y/N),Preservatives (Y/N),Preservatives (details),Flavours & Spices,Ready to cook (Y/N),Ready to eat (Y/N),Rice grain type,Recommended Age,Scented/ Flavour,Herbal/ Ayurvedic,Theme/ Occasion Type,Hair Type,Mineral Source,Caffeine Content,Capacity,Composition,Benefits,Usage,Other details,Marketed By,Baby Weight,Absorption Duration (in Hrs),Features,Ingredients,Ingredient,From The Brand,About
RET,RET-10,RET-10-1B,RET-10-1B-10,RET-10-1B-10-11,Emami,"Emami Healthy & Tasty - Refined Sunflower Oil, 1 L Pouch","Emami Healthy & Tasty Sunflower Oil is manufactured with Multistage European Refining Technology for the highest purity and retention of natural nutrients. This amazing oil contains vitamins and antioxidants, which will improve bone health. Also, it will lower cholesterol, reduce acne, and reduce the risk of cardiovascular disease.",1 L Pouch,L Pouch,1 L Pouch,1,1,210,136,"EMAMI AGROTECH LIMITED (Formerly Emami Biotech Limited), 687, Anandapur, E.M. Bypass, Kolkata-700107",India,['8901248270878'],['10017031002158'],https://datalabs.siva3.io/image/Eunimart_groceries_40007926_8-emami-healthy-tasty-refined-sunflower-oil.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40007926-2_7-emami-healthy-tasty-refined-sunflower-oil.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40007926-3_7-emami-healthy-tasty-refined-sunflower-oil.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40007926-4_7-emami-healthy-tasty-refined-sunflower-oil.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40007926-5_5-emami-healthy-tasty-refined-sunflower-oil.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Ideal for Frying, Baking, Roasting, & Sauteing","['EAN Code: 8901248270878 Manufactured Name & Marketed By :EMAMI AGROTECH LIMITED , 687, Anandapur, E.M. Bypass, Kolkata-700107.', 'FSSAI :10017031002158', 'Country of Origin: India', 'Best Before 16-07-2023.', 'For Queries/Feedback/Complaints, Contact our Customer Care Executive at: Phone: 1860 123 1000 | Address: Innovative Retail Concepts Private Limited, Ranka Junction 4th Floor, Tin Factory bus stop. KR Puram, Bangalore - 560016 ']","8901248270878 Manufactured Name & Marketed By :EMAMI AGROTECH LIMITED , 687, Anandapur, E.M. Bypass, Kolkata-700107.",-,-,-,"Refined Sunflower Oil, Permitted Antioxidant (INS319) (INS330), Vitamin A, D & E",-,-,-
RET,RET-10,RET-10-1B,RET-10-1B-10,RET-10-1B-10-11,Emami,"Emami Healthy & Tasty - Refined Sunflower Oil, 1 L Pouch","Emami Healthy & Tasty Sunflower Oil is manufactured with Multistage European Refining Technology for the highest purity and retention of natural nutrients. This amazing oil contains vitamins and antioxidants, which will improve bone health. Also, it will lower cholesterol, reduce acne, and reduce the risk of cardiovascular disease.",1 L Pouch,L Pouch,1 L Pouch,1,1,210,136,"EMAMI AGROTECH LIMITED (Formerly Emami Biotech Limited), 687, Anandapur, E.M. Bypass, Kolkata-700107",India,['8901248270878'],['10017031002158'],https://datalabs.siva3.io/image/Eunimart_groceries_40007926_8-emami-healthy-tasty-refined-sunflower-oil.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40007926-2_7-emami-healthy-tasty-refined-sunflower-oil.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40007926-3_7-emami-healthy-tasty-refined-sunflower-oil.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40007926-4_7-emami-healthy-tasty-refined-sunflower-oil.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40007926-5_5-emami-healthy-tasty-refined-sunflower-oil.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Ideal for Frying, Baking, Roasting, & Sauteing","['EAN Code: 8901248270878 Manufactured Name & Marketed By :EMAMI AGROTECH LIMITED , 687, Anandapur, E.M. Bypass, Kolkata-700107.', 'FSSAI :10017031002158', 'Country of Origin: India', 'Best Before 16-07-2023.', 'For Queries/Feedback/Complaints, Contact our Customer Care Executive at: Phone: 1860 123 1000 | Address: Innovative Retail Concepts Private Limited, Ranka Junction 4th Floor, Tin Factory bus stop. KR Puram, Bangalore - 560016 ']","8901248270878 Manufactured Name & Marketed By :EMAMI AGROTECH LIMITED , 687, Anandapur, E.M. Bypass, Kolkata-700107.",-,-,-,"Refined Sunflower Oil, Permitted Antioxidant (INS319) (INS330), Vitamin A, D & E",-,-,-
RET,RET-10,RET-10-1B,RET-10-1B-10,RET-10-1B-10-11,Emami,"Emami Healthy & Tasty - Refined Vegetable Oil, 1 L Pouch",-,1 L Pouch,L Pouch,1 L Pouch,1,1,160,105,"EMAMI AGROTECH LIMITED (Formerly Emami Biotech Limited), 687, Anandapur, E.M. Bypass, Kolkata-700107",India,['8901248270120'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40007924_1-emami-healthy-tasty-refined-vegetable-oil.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 8901248270120', 'Manufactured by: EMAMI AGROTECH LIMITED (Formerly Emami Biotech Limited), 687, Anandapur, E.M. Bypass, Kolkata-700107', 'Country of origin: India', 'Best before 01-06-2023', 'For Queries/Feedback/Complaints, Contact our Customer Care Executive at: Phone: 1860 123 1000 | Address: Supermarket Grocery Supplies Pvt Ltd. No7, Service Road, Domlur 100 Feet Road, Indiranagar, Bangalore 560071. | Email: ']",-,-,-,-,-,-,-,-
RET,RET-10,RET-10-1B,RET-10-1B-10,RET-10-1B-10-11,Emami,"Emami Healthy & Tasty - Rice Bran Oil, 2 x 1L Multipack","Rice bran oil is extracted from the brown husk, the outer layer of the rice grain is called bran.
It has a mild flavour and is neutral in taste.
It is notable for its high smoke point and its mild flavour, making it suitable for high-temperature cooking methods such as stir-frying and deep frying.",2 x 1L Multipack,L Multipack,2 x 1L Multipack,1,1,380,306,"EMAMI AGROTECH LIMITED (Formerly Emami Biotech Limited), 687, Anandapur, E.M. Bypass, Kolkata-700107",India,['1222998'],-,https://datalabs.siva3.io/image/Eunimart_groceries_222998_1-emami-healthy-tasty-rice-bran-oil.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 1222998', 'Manufactured & Marketed by:EMAMI AGROTECH LIMITED (Formerly Emami Biotech Limited), 687, Anandapur, E.M. Bypass, Kolkata-700107', 'Country of origin: India', 'FSSAI Number :', 'Best before 01-07-2023', 'For Queries/Feedback/Complaints, Contact our Customer Care Executive at: Phone: 1860 123 1000 | Address: Innovative Retail Concepts Private Limited, Ranka Junction 4th Floor, Tin Factory bus stop. KR Puram, Bangalore - 560016 ']","EMAMI AGROTECH LIMITED (Formerly Emami Biotech Limited), 687, Anandapur, E.M. Bypass, Kolkata-700107",-,-,-,-,-,-,-
RET,RET-10,RET-10-1B,RET-10-1B-10,RET-10-1B-10-11,Emami,"Emami Healthy & Tasty - Rice Bran Oil, 2 x 1L Multipack","Rice bran oil is extracted from the brown husk, the outer layer of the rice grain is called bran.
It has a mild flavour and is neutral in taste.
It is notable for its high smoke point and its mild flavour, making it suitable for high-temperature cooking methods such as stir-frying and deep frying.",2 x 1L Multipack,L Multipack,2 x 1L Multipack,1,1,380,306,"EMAMI AGROTECH LIMITED (Formerly Emami Biotech Limited), 687, Anandapur, E.M. Bypass, Kolkata-700107",India,['1222998'],-,https://datalabs.siva3.io/image/Eunimart_groceries_222998_1-emami-healthy-tasty-rice-bran-oil.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 1222998', 'Manufactured & Marketed by:EMAMI AGROTECH LIMITED (Formerly Emami Biotech Limited), 687, Anandapur, E.M. Bypass, Kolkata-700107', 'Country of origin: India', 'FSSAI Number :', 'Best before 01-07-2023', 'For Queries/Feedback/Complaints, Contact our Customer Care Executive at: Phone: 1860 123 1000 | Address: Innovative Retail Concepts Private Limited, Ranka Junction 4th Floor, Tin Factory bus stop. KR Puram, Bangalore - 560016 ']","EMAMI AGROTECH LIMITED (Formerly Emami Biotech Limited), 687, Anandapur, E.M. Bypass, Kolkata-700107",-,-,-,-,-,-,-
RET,RET-10,RET-10-1B,RET-10-1B-10,RET-10-1B-10-11,Emami,"Emami Healthy & Tasty Kachchi Ghani Mustard Oil - High Pungency, 2 x 1L Multipack","The trusted name for High Pungency and Purity! Emami Healthy & Tasty Kachchi Ghani Mustard Oil is made using cold pressed technique to retain its purity, strong flavour & aroma. Emami Healthy & Tasty Kachchi Ghani Mustard Oil adds a nostalgic flavour to your recipes, just like Dadi used to make. Highly Pungent, this Mustard Oil delivers strong flavour & aroma to your meals. Now you can go back to the time when every meal used to taste rich & flavourful. Enriched with nutrients and vitamins like Vitamin A, D & E, Emami Healthy & Tasty Kachchi Ghani Mustard Oil provides several health benefits to keep you fit. It contains the right balance of essential fatty acids to help maintain your optimum health. From keeping your cholesterol levels normal to helping in healthy digestion, this Mustard Oil will surely be your new kitchen staple. With a high smoke point, Emami Healthy & Tasty Kachchi Ghani Mustard Oil is suitable to use for most dishes, thus ideal for everyday use.",2 x 1L Multipack,L Multipack,2 x 1L Multipack,1,1,420,336,"1222997 Manufactured Name & Marketed By :EMAMI AGROTECH LIMITED , 687, Anandapur, E.M. Bypass, Kolkata-700107.",India,['1222997 '],['10017031002158'],https://datalabs.siva3.io/image/Eunimart_groceries_222997_1-emami-healthy-tasty-kachchi-ghani-mustard-oil-high-pungency.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 1222997 Manufactured Name & Marketed By :EMAMI AGROTECH LIMITED , 687, Anandapur, E.M. Bypass, Kolkata-700107.', 'FSSAI :10017031002158', 'Country of Origin: India', 'Best Before 01-07-2023.', 'For Queries/Feedback/Complaints, Contact our Customer Care Executive at: Phone: 1860 123 1000 | Address: Innovative Retail Concepts Private Limited, Ranka Junction 4th Floor, Tin Factory bus stop. KR Puram, Bangalore - 560016 ']","1222997 Manufactured Name & Marketed By :EMAMI AGROTECH LIMITED , 687, Anandapur, E.M. Bypass, Kolkata-700107.",-,-,-,-,-,-,-
RET,RET-10,RET-10-1B,RET-10-1B-10,RET-10-1B-10-11,Emami,"Emami Healthy & Tasty Kachchi Ghani Mustard Oil - High Pungency, 2 x 1L Multipack","The trusted name for High Pungency and Purity! Emami Healthy & Tasty Kachchi Ghani Mustard Oil is made using cold pressed technique to retain its purity, strong flavour & aroma. Emami Healthy & Tasty Kachchi Ghani Mustard Oil adds a nostalgic flavour to your recipes, just like Dadi used to make. Highly Pungent, this Mustard Oil delivers strong flavour & aroma to your meals. Now you can go back to the time when every meal used to taste rich & flavourful. Enriched with nutrients and vitamins like Vitamin A, D & E, Emami Healthy & Tasty Kachchi Ghani Mustard Oil provides several health benefits to keep you fit. It contains the right balance of essential fatty acids to help maintain your optimum health. From keeping your cholesterol levels normal to helping in healthy digestion, this Mustard Oil will surely be your new kitchen staple. With a high smoke point, Emami Healthy & Tasty Kachchi Ghani Mustard Oil is suitable to use for most dishes, thus ideal for everyday use.",2 x 1L Multipack,L Multipack,2 x 1L Multipack,1,1,420,336,"1222997 Manufactured Name & Marketed By :EMAMI AGROTECH LIMITED , 687, Anandapur, E.M. Bypass, Kolkata-700107.",India,['1222997 '],['10017031002158'],https://datalabs.siva3.io/image/Eunimart_groceries_222997_1-emami-healthy-tasty-kachchi-ghani-mustard-oil-high-pungency.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 1222997 Manufactured Name & Marketed By :EMAMI AGROTECH LIMITED , 687, Anandapur, E.M. Bypass, Kolkata-700107.', 'FSSAI :10017031002158', 'Country of Origin: India', 'Best Before 01-07-2023.', 'For Queries/Feedback/Complaints, Contact our Customer Care Executive at: Phone: 1860 123 1000 | Address: Innovative Retail Concepts Private Limited, Ranka Junction 4th Floor, Tin Factory bus stop. KR Puram, Bangalore - 560016 ']","1222997 Manufactured Name & Marketed By :EMAMI AGROTECH LIMITED , 687, Anandapur, E.M. Bypass, Kolkata-700107.",-,-,-,-,-,-,-
RET,RET-10,RET-10-1B,RET-10-1B-10,RET-10-1B-10-11,Figaro,"Figaro Figaro Extra Virgin Olive Oil- 100% Natural and Cold Extracted- Perfect for Salad, Paratha, Marinade - Imported from Spain- 500ml Bottle, 500 m...More",-,500 m...More,ml,500 m...More,1,1,1019,920,"DEOLEO SA,Ctra.Nac IV.Km 388, Alcolea 14610, Cordoba. Cspana(Spain).",Spain,-,-,https://datalabs.siva3.io/image/Eunimart_groceries_40877_9-figaro-extra-virgin-olive-oil.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40877-2_7-figaro-extra-virgin-olive-oil.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40877-3_7-figaro-extra-virgin-olive-oil.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40877-4_7-figaro-extra-virgin-olive-oil.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40877-5_7-figaro-extra-virgin-olive-oil.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
RET,RET-10,RET-10-1B,RET-10-1B-10,RET-10-1B-10-11,Figaro,"Figaro Figaro Olive Oil- Pure Olive Oil- Ideal for Indian Dishes- Imported from Spain- 250ml Bottle, 250 ml Bottle",-,250 ml Bottle,ml Bottle,250 ml Bottle,1,1,595,496,"DEOLEO SA,Ctra.Nac IV.Km 388, Alcolea 14610, Cordoba. Cspana(Spain).",Spain,-,-,https://datalabs.siva3.io/image/Eunimart_groceries_40011512_3-figaro-extra-virgin-olive-oil.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40011512-2_1-figaro-extra-virgin-olive-oil.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40011512-3_1-figaro-extra-virgin-olive-oil.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40011512-4_1-figaro-extra-virgin-olive-oil.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40011512-5_1-figaro-extra-virgin-olive-oil.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
RET,RET-10,RET-10-1B,RET-10-1B-10,RET-10-1B-10-11,Figaro,"Figaro Figaro Olive Oil- Pure Olive Oil- Ideal for Indian Dishes- Imported from Spain- 250ml Bottle, 250 ml Bottle",-,250 ml Bottle,ml Bottle,250 ml Bottle,1,1,595,496,"DEOLEO SA,Ctra.Nac IV.Km 388, Alcolea 14610, Cordoba. Cspana(Spain).",Spain,-,-,https://datalabs.siva3.io/image/Eunimart_groceries_40011512_3-figaro-extra-virgin-olive-oil.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40011512-2_1-figaro-extra-virgin-olive-oil.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40011512-3_1-figaro-extra-virgin-olive-oil.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40011512-4_1-figaro-extra-virgin-olive-oil.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40011512-5_1-figaro-extra-virgin-olive-oil.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
RET,RET-10,RET-10-1B,RET-10-1B-10,RET-10-1B-10-11,Figaro,"Figaro Figaro Olive Oil- Pure Olive Oil-Daily Cooking Oil- Perfect for Indian Dishes -Curries, Gravy- Imported from Spain- 5L Tin, 5 L",-,5 L,L,5 L,1,1,4500,3899,"DEOLEO SA,Ctra.Nac IV.Km 388, Alcolea 14610, Cordoba. Cspana(Spain).",Spain,-,-,https://datalabs.siva3.io/image/Eunimart_groceries_40124588_6-figaro-olive-oil-pure.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40124588-2_6-figaro-olive-oil-pure.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40124588-3_6-figaro-olive-oil-pure.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40124588-4_6-figaro-olive-oil-pure.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40124588-5_6-figaro-olive-oil-pure.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40124588-6_5-figaro-olive-oil-pure.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
RET,RET-10,RET-10-1B,RET-10-1B-10,RET-10-1B-10-11,Figaro,"Figaro Figaro Olive Oil- Pure Olive Oil-Daily Cooking Oil- Perfect for Indian Dishes -Curries, Gravy- Imported from Spain- 5L Tin, 5 L",-,5 L,L,5 L,1,1,4500,3899,"DEOLEO SA,Ctra.Nac IV.Km 388, Alcolea 14610, Cordoba. Cspana(Spain).",Spain,-,-,https://datalabs.siva3.io/image/Eunimart_groceries_40124588_6-figaro-olive-oil-pure.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40124588-2_6-figaro-olive-oil-pure.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40124588-3_6-figaro-olive-oil-pure.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40124588-4_6-figaro-olive-oil-pure.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40124588-5_6-figaro-olive-oil-pure.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40124588-6_5-figaro-olive-oil-pure.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
RET,RET-10,RET-10-1B,RET-10-1B-10,RET-10-1B-10-11,Figaro,"Figaro Figaro Olive Oil- Pure Olive Oil-Daily Cooking Oil- Perfect for Indian Dishes -Curries, Gravy- Imported from Spain- 5L Tin, 5 L",-,5 L,L,5 L,1,1,4500,3899,"DEOLEO SA,Ctra.Nac IV.Km 388, Alcolea 14610, Cordoba. Cspana(Spain).",Spain,-,-,https://datalabs.siva3.io/image/Eunimart_groceries_40124588_6-figaro-olive-oil-pure.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40124588-2_6-figaro-olive-oil-pure.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40124588-3_6-figaro-olive-oil-pure.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40124588-4_6-figaro-olive-oil-pure.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40124588-5_6-figaro-olive-oil-pure.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40124588-6_5-figaro-olive-oil-pure.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
RET,RET-10,RET-10-1B,RET-10-1B-10,RET-10-1B-10-11,Figaro,"Figaro Figaro Olive Oil- Pure Olive Oil-Daily Cooking Oil- Perfect for Indian Dishes -Curries, Gravy- Imported from Spain- 5L Tin, 5 L",-,5 L,L,5 L,1,1,4500,3899,"DEOLEO SA,Ctra.Nac IV.Km 388, Alcolea 14610, Cordoba. Cspana(Spain).",Spain,-,-,https://datalabs.siva3.io/image/Eunimart_groceries_40124588_6-figaro-olive-oil-pure.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40124588-2_6-figaro-olive-oil-pure.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40124588-3_6-figaro-olive-oil-pure.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40124588-4_6-figaro-olive-oil-pure.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40124588-5_6-figaro-olive-oil-pure.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40124588-6_5-figaro-olive-oil-pure.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
RET,RET-10,RET-10-1B,RET-10-1B-10,RET-10-1B-10-11,Figaro,"Figaro Figaro Olive Oil- Pure Olive Oil-Daily Cooking Oil- Perfect for Indian Dishes -Curries, Gravy- Imported from Spain- 5L Tin, 5 L",-,5 L,L,5 L,1,1,4500,3899,"DEOLEO SA,Ctra.Nac IV.Km 388, Alcolea 14610, Cordoba. Cspana(Spain).",Spain,-,-,https://datalabs.siva3.io/image/Eunimart_groceries_40124588_6-figaro-olive-oil-pure.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40124588-2_6-figaro-olive-oil-pure.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40124588-3_6-figaro-olive-oil-pure.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40124588-4_6-figaro-olive-oil-pure.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40124588-5_6-figaro-olive-oil-pure.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40124588-6_5-figaro-olive-oil-pure.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
RET,RET-10,RET-10-1B,RET-10-1B-10,RET-10-1B-10-11,Figaro,"Figaro Pure Olive Oil, 2x100 ml Multipack","Figaro Olive Oil has been celebrating the goodness of olive oil for nearly a century. It has a high heating point and is suitable for sauteing, shallow frying, deep frying, roasting, etc.",2x100 ml Multipack,ml Multipack,2x100 ml Multipack,1,1,430,402,"DEOLEO SA,Ctra.Nac IV.Km 388, Alcolea 14610, Cordoba. Cspana(Spain).",Spain,['1217567'],-,https://datalabs.siva3.io/image/Eunimart_groceries_217567_1-figaro-pure-olive-oil.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Figaro Pure Olive Oil is suitable for multifunctional use.,"['EAN Code: 1217567', 'Manufactured by: DEOLEO SA,Ctra.Nac IV.Km 388, Alcolea 14610, Cordoba. Cspana(Spain).', 'Marketed by: CONSUMER MARKETING INDIA PVT. LTD. 210, Dhanthak Plaza, Makwana Road, Marol, Andheri(E) Mumbai - 400059, India.', 'Country of Origin: SPAIN', 'Best before 01-09-2024', 'For Queries/Feedback/Complaints, Contact our Customer Care Executive at: Phone: 1860 123 1000 | Address: Innovative Retail Concepts Private Limited, No.18, 2nd & 3rd Floor, 80 Feet Main Road, Koramangala 4th Block, Bangalore - 560034 | Email: ']","CONSUMER MARKETING INDIA PVT. LTD. 210, Dhanthak Plaza, Makwana Road, Marol, Andheri(E) Mumbai - 400059, India.",-,-,-,Olive Oil,-,-,-
RET,RET-10,RET-10-1B,RET-10-1B-10,RET-10-1B-10-11,Figaro,"Figaro Pure Olive Oil, 2x100 ml Multipack","Figaro Olive Oil has been celebrating the goodness of olive oil for nearly a century. It has a high heating point and is suitable for sauteing, shallow frying, deep frying, roasting, etc.",2x100 ml Multipack,ml Multipack,2x100 ml Multipack,1,1,430,402,"DEOLEO SA,Ctra.Nac IV.Km 388, Alcolea 14610, Cordoba. Cspana(Spain).",Spain,['1217567'],-,https://datalabs.siva3.io/image/Eunimart_groceries_217567_1-figaro-pure-olive-oil.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Figaro Pure Olive Oil is suitable for multifunctional use.,"['EAN Code: 1217567', 'Manufactured by: DEOLEO SA,Ctra.Nac IV.Km 388, Alcolea 14610, Cordoba. Cspana(Spain).', 'Marketed by: CONSUMER MARKETING INDIA PVT. LTD. 210, Dhanthak Plaza, Makwana Road, Marol, Andheri(E) Mumbai - 400059, India.', 'Country of Origin: SPAIN', 'Best before 01-09-2024', 'For Queries/Feedback/Complaints, Contact our Customer Care Executive at: Phone: 1860 123 1000 | Address: Innovative Retail Concepts Private Limited, No.18, 2nd & 3rd Floor, 80 Feet Main Road, Koramangala 4th Block, Bangalore - 560034 | Email: ']","CONSUMER MARKETING INDIA PVT. LTD. 210, Dhanthak Plaza, Makwana Road, Marol, Andheri(E) Mumbai - 400059, India.",-,-,-,Olive Oil,-,-,-
RET,RET-10,RET-10-1B,RET-10-1B-10,RET-10-1B-10-11,Fiona,"Fiona Refined Sunflower Oil - Trans Fat Free, Healthy Cooking Oil, 1 L Pouch","Fiona is your protective shield for a nutritious & healthy life. The Vito protect formula has 50% higher vitamin transfer than regular sunflower oil. It is high-quality oil & processed with utmost care.  Vitamins enriched, this oil is certainly a very healthy cooking medium for your daily needs.",1 L Pouch,L Pouch,1 L Pouch,1,1,219,133,"DEOLEO SA,Ctra.Nac IV.Km 388, Alcolea 14610, Cordoba. Cspana(Spain).",Spain,-,-,https://datalabs.siva3.io/image/Eunimart_groceries_40236891_1-fiona-fiona-refined-sunflower-oil-1l-pouch-vito-protect.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40236891-2_1-fiona-fiona-refined-sunflower-oil-1l-pouch-vito-protect.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40236891-3_1-fiona-fiona-refined-sunflower-oil-1l-pouch-vito-protect.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40236891-4_1-fiona-fiona-refined-sunflower-oil-1l-pouch-vito-protect.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40236891-5_1-fiona-fiona-refined-sunflower-oil-1l-pouch-vito-protect.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40236891-6_1-fiona-fiona-refined-sunflower-oil-1l-pouch-vito-protect.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40236891-7_1-fiona-fiona-refined-sunflower-oil-1l-pouch-vito-protect.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40236891-8_1-fiona-fiona-refined-sunflower-oil-1l-pouch-vito-protect.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40236891-9_1-fiona-fiona-refined-sunflower-oil-1l-pouch-vito-protect.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
