L0 Domain,L1 Sub-Domain,L2 Category,L3 Sub-Category,L4 Product Enum-Code,Brand,Product Name,Product Description,Product Quantity,UOM,Net Quantity,Pack Quantity,Pack Size,MRP,Price,Manufacturer,Country Of Origin,UPC/EAN,FSSAI no,Images,Images / Video,Images.3,Images.4,Images.5,Images.6,Images.7,Images.8,Images.9,Images.10,SKU Code,Customer Care Contact,Time to Ship,Returnable (Y/N),Cancellable (Y/N),COD available (Y/N),Preservatives (Y/N),Preservatives (details),Flavours & Spices,Ready to cook (Y/N),Ready to eat (Y/N),Rice grain type,Recommended Age,Scented/ Flavour,Herbal/ Ayurvedic,Theme/ Occasion Type,Hair Type,Mineral Source,Caffeine Content,Capacity,Composition,Benefits,Usage,Other details,Marketed By,Baby Weight,Absorption Duration (in Hrs),Features,Ingredients,Ingredient,From The Brand,About
RET,RET-10,RET-10-13,RET-10-13-10,RET-10-13-10-19,Emperia,"Emperia Masters Blend Tea- Rich Taste, 2x1 kg (Multipack)","Emperia brings a refreshing collection of tea to lighten your day. Our Master Blend Tea is sourced from the finest gardens in Assam. It has a malty and rich flavour derived from a specialised oxidation process. The mixture also has a highly bright copper color indicating an increased shelf life so you can enjoy the special blend longer. It's the ideal beverage for a tea lover to kick start their day and stay healthy. Serve it hot with some snacks on the table to your friends and family and see the bond getting stronger with each sip you take.
Emperia ensures the usage of the highest quality leaves for a more intense, full-bodied, savory aroma.",2x1 kg (Multipack),x kg (Multipack),2x1 kg (Multipack),1,1,1500,700,"Mohani Tea Leaves (P) Ltd., A-11, Udyog Kunj, Panki 5, Kanpur - 208022",India,['1216478'],"['10019043002767,10013051000813']",https://datalabs.siva3.io/image/Eunimart_groceries_216478_1-emperia-masters-blend-tea-rich-taste.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_216478-2_1-emperia-masters-blend-tea-rich-taste.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_216478-3_1-emperia-masters-blend-tea-rich-taste.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_216478-4_1-emperia-masters-blend-tea-rich-taste.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_216478-5_1-emperia-masters-blend-tea-rich-taste.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_216478-6_1-emperia-masters-blend-tea-rich-taste.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Boosts your immune system,
Fight off inflammation, and may ward off cancer and heart diseases.
Contains high amounts of vitamins C, D, and K and riboflavin, as well as good amounts of the minerals calcium, magnesium, iron, zinc, sodium, nickel, and fluoride.",Open the pack and use the required amount of tea powder to make your beverage.,"[{'EAN Code': '1216478'}, {'FSSAI Number': '10019043002767, 10013051000813'}, {'Manufacturer Name & ': 'Mohani Tea Leaves (P) Ltd., A-11, Udyog Kunj, Panki 5, Kanpur - 208022'}, {'Marketed by': 'Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071'}, {'Country of origin': 'India'}]","Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071",-,-,-,Tea,-,-,-
RET,RET-10,RET-10-13,RET-10-13-10,RET-10-13-10-19,Emperia,"Emperia Premium Tea With 20% Extra Long Leaf, 2x1 kg (Multipack)","Emperia Tea comes with long leaves which stand out from other products and provides an unforgettable taste of premium tea which is uniquely crafted for tea lovers. It is sourced from India's finest tea plantations and offers a unique blend specially curated for all tea lovers across the country. It is made using a delightful combination of taste and aroma that lets you experience and enjoy a delightful cup of tea every time and any time of the day.
It's the ideal beverage for a tea lover to kick start their day and stay healthy. Serve it hot with some snacks on the table to your friends and family and see the bond getting stronger with each sip you take.",2x1 kg (Multipack),x kg (Multipack),2x1 kg (Multipack),1,1,1250,585,"Mohani Tea Leaves (P) Ltd., A-11, Udyog Kunj, Panki 5, Kanpur - 208022",India,['1216477'],"['10019043002767,10013051000813']",https://datalabs.siva3.io/image/Eunimart_groceries_216477_1-emperia-premium-tea-with-20-extra-long-leaf.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_216477-2_1-emperia-premium-tea-with-20-extra-long-leaf.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_216477-3_1-emperia-premium-tea-with-20-extra-long-leaf.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_216477-4_1-emperia-premium-tea-with-20-extra-long-leaf.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_216477-5_1-emperia-premium-tea-with-20-extra-long-leaf.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_216477-6_1-emperia-premium-tea-with-20-extra-long-leaf.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Boosts your immune system,
Fight off inflammation, and may ward off cancer and heart diseases.
Contains high amounts of vitamins C, D, and K and riboflavin, as well as good amounts of the minerals calcium, magnesium, iron, zinc, sodium, nickel, and fluoride.",Open the pack and use the required amount of tea powder to make your beverage.,"[{'EAN Code': '1216477'}, {'FSSAI Number': '10019043002767, 10013051000813'}, {'Manufacturer Name & ': 'Mohani Tea Leaves (P) Ltd., A-11, Udyog Kunj, Panki 5, Kanpur - 208022'}, {'Marketed by': 'Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071'}, {'Country of origin': 'India'}]","Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071",-,-,-,Tea.,-,-,-
RET,RET-10,RET-10-13,RET-10-13-10,RET-10-13-10-19,Emperia,"Emperia Premium Tea With 20% Extra Long Leaf, 2x1 kg (Multipack)","Emperia Tea comes with long leaves which stand out from other products and provides an unforgettable taste of premium tea which is uniquely crafted for tea lovers. It is sourced from India's finest tea plantations and offers a unique blend specially curated for all tea lovers across the country. It is made using a delightful combination of taste and aroma that lets you experience and enjoy a delightful cup of tea every time and any time of the day.
It's the ideal beverage for a tea lover to kick start their day and stay healthy. Serve it hot with some snacks on the table to your friends and family and see the bond getting stronger with each sip you take.",2x1 kg (Multipack),x kg (Multipack),2x1 kg (Multipack),1,1,1250,585,"Mohani Tea Leaves (P) Ltd., A-11, Udyog Kunj, Panki 5, Kanpur - 208022",India,['1216477'],"['10019043002767,10013051000813']",https://datalabs.siva3.io/image/Eunimart_groceries_216477_1-emperia-premium-tea-with-20-extra-long-leaf.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_216477-2_1-emperia-premium-tea-with-20-extra-long-leaf.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_216477-3_1-emperia-premium-tea-with-20-extra-long-leaf.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_216477-4_1-emperia-premium-tea-with-20-extra-long-leaf.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_216477-5_1-emperia-premium-tea-with-20-extra-long-leaf.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_216477-6_1-emperia-premium-tea-with-20-extra-long-leaf.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Boosts your immune system,
Fight off inflammation, and may ward off cancer and heart diseases.
Contains high amounts of vitamins C, D, and K and riboflavin, as well as good amounts of the minerals calcium, magnesium, iron, zinc, sodium, nickel, and fluoride.",Open the pack and use the required amount of tea powder to make your beverage.,"[{'EAN Code': '1216477'}, {'FSSAI Number': '10019043002767, 10013051000813'}, {'Manufacturer Name & ': 'Mohani Tea Leaves (P) Ltd., A-11, Udyog Kunj, Panki 5, Kanpur - 208022'}, {'Marketed by': 'Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071'}, {'Country of origin': 'India'}]","Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071",-,-,-,Tea.,-,-,-
RET,RET-10,RET-10-13,RET-10-13-10,RET-10-13-10-19,Emperia,"Emperia Premium Tea With 20% Extra Long Leaf, 2x1 kg (Multipack)","Emperia Tea comes with long leaves which stand out from other products and provides an unforgettable taste of premium tea which is uniquely crafted for tea lovers. It is sourced from India's finest tea plantations and offers a unique blend specially curated for all tea lovers across the country. It is made using a delightful combination of taste and aroma that lets you experience and enjoy a delightful cup of tea every time and any time of the day.
It's the ideal beverage for a tea lover to kick start their day and stay healthy. Serve it hot with some snacks on the table to your friends and family and see the bond getting stronger with each sip you take.",2x1 kg (Multipack),x kg (Multipack),2x1 kg (Multipack),1,1,1250,585,"Mohani Tea Leaves (P) Ltd., A-11, Udyog Kunj, Panki 5, Kanpur - 208022",India,['1216477'],"['10019043002767,10013051000813']",https://datalabs.siva3.io/image/Eunimart_groceries_216477_1-emperia-premium-tea-with-20-extra-long-leaf.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_216477-2_1-emperia-premium-tea-with-20-extra-long-leaf.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_216477-3_1-emperia-premium-tea-with-20-extra-long-leaf.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_216477-4_1-emperia-premium-tea-with-20-extra-long-leaf.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_216477-5_1-emperia-premium-tea-with-20-extra-long-leaf.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_216477-6_1-emperia-premium-tea-with-20-extra-long-leaf.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Boosts your immune system,
Fight off inflammation, and may ward off cancer and heart diseases.
Contains high amounts of vitamins C, D, and K and riboflavin, as well as good amounts of the minerals calcium, magnesium, iron, zinc, sodium, nickel, and fluoride.",Open the pack and use the required amount of tea powder to make your beverage.,"[{'EAN Code': '1216477'}, {'FSSAI Number': '10019043002767, 10013051000813'}, {'Manufacturer Name & ': 'Mohani Tea Leaves (P) Ltd., A-11, Udyog Kunj, Panki 5, Kanpur - 208022'}, {'Marketed by': 'Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071'}, {'Country of origin': 'India'}]","Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071",-,-,-,Tea.,-,-,-
RET,RET-10,RET-10-13,RET-10-13-10,RET-10-13-10-19,Emperia,"Emperia Premium Tea With 20% Extra Long Leaf, 2x1 kg (Multipack)","Emperia Tea comes with long leaves which stand out from other products and provides an unforgettable taste of premium tea which is uniquely crafted for tea lovers. It is sourced from India's finest tea plantations and offers a unique blend specially curated for all tea lovers across the country. It is made using a delightful combination of taste and aroma that lets you experience and enjoy a delightful cup of tea every time and any time of the day.
It's the ideal beverage for a tea lover to kick start their day and stay healthy. Serve it hot with some snacks on the table to your friends and family and see the bond getting stronger with each sip you take.",2x1 kg (Multipack),x kg (Multipack),2x1 kg (Multipack),1,1,1250,585,"Mohani Tea Leaves (P) Ltd., A-11, Udyog Kunj, Panki 5, Kanpur - 208022",India,['1216477'],"['10019043002767,10013051000813']",https://datalabs.siva3.io/image/Eunimart_groceries_216477_1-emperia-premium-tea-with-20-extra-long-leaf.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_216477-2_1-emperia-premium-tea-with-20-extra-long-leaf.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_216477-3_1-emperia-premium-tea-with-20-extra-long-leaf.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_216477-4_1-emperia-premium-tea-with-20-extra-long-leaf.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_216477-5_1-emperia-premium-tea-with-20-extra-long-leaf.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_216477-6_1-emperia-premium-tea-with-20-extra-long-leaf.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Boosts your immune system,
Fight off inflammation, and may ward off cancer and heart diseases.
Contains high amounts of vitamins C, D, and K and riboflavin, as well as good amounts of the minerals calcium, magnesium, iron, zinc, sodium, nickel, and fluoride.",Open the pack and use the required amount of tea powder to make your beverage.,"[{'EAN Code': '1216477'}, {'FSSAI Number': '10019043002767, 10013051000813'}, {'Manufacturer Name & ': 'Mohani Tea Leaves (P) Ltd., A-11, Udyog Kunj, Panki 5, Kanpur - 208022'}, {'Marketed by': 'Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071'}, {'Country of origin': 'India'}]","Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071",-,-,-,Tea.,-,-,-
RET,RET-10,RET-10-13,RET-10-13-10,RET-10-13-10-19,Emperia,"Emperia Tulsi Green Tea, 32.5 g (25 Bags x 1.3 g each)","Big basket brings you one of the healthiest teas to cater to your health needs. Emperia Tulsi Green Tea has the goodness of tulsi leaves combined with unoxidized tea leaves. Green tea is a mixture of natural herbs that help boost the metabolism of the body and helps with weight management. It has a rich source of antioxidants with rejuvenating and stress-relieving properties. It is known for eliminating the damaging free radicals in the body. Dip a tea bag in hot water and let it steep. Nurse it and drink to start your day on a fresh and lite note.
Sipping on this tea is sure to improve your health and help you feel full of energy all day long.
Benefits of BB Royal Tulsi Green Tea you must know:
Contains healthy bioactive compounds
Helps reduce bad breath
Helps regulate body temperature
Aid digestion
Have a higher concentration of antioxidants
Helps increase fat burning
May help improve brain functioning
Helps lower the risk of heart disease
Helps prevent type 2 diabetes
Helps protect the brain from aging",32.5 g (25 Bags x 1.3 g each),g,32.5 g (25 Bags x 1.3 g each),1,1,165,148.5,"Madhu Jayanti International Pvt. Ltd., 29, Munshigunj Road, Kolkata 700023",India,['40092352'],"['10012031000066,10020043003172']",https://datalabs.siva3.io/image/Eunimart_groceries_40092352_15-emperia-tulsi-green-tea.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40092352-2_4-emperia-tulsi-green-tea.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40092352-3_3-emperia-tulsi-green-tea.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40092352-4_2-emperia-tulsi-green-tea.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40092352-5_2-emperia-tulsi-green-tea.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40092352-6_2-emperia-tulsi-green-tea.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40092352-7_2-emperia-tulsi-green-tea.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40092352-8_1-emperia-tulsi-green-tea.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Open the box and take the teabag out.
Put the teabag in your favourite cup or mug.
Heat the water in a vessel and bring it to a rolling boil; immediately pour it over your teabag.
Steep for a good 2-5 minutes, and your tea is ready to be enjoyed!","[{'EAN Code': '40092352'}, {'Country Of Origin': 'India'}, {'FSSAI Number': '10012031000066, 10020043003172'}, {'Manufacturer Name & ': 'Madhu Jayanti International Pvt. Ltd., 29, Munshigunj Road, Kolkata 700023'}, {'Marketed by': 'Innovative Retail Concepts Pvt. Ltd., Ranka Junction, No. 224, 4th Floor, Vijinapura, Old Madras Road, K. R. Puram, Bengaluru - 560016'}]","Innovative Retail Concepts Pvt. Ltd., Ranka Junction, No. 224, 4th Floor, Vijinapura, Old Madras Road, K. R. Puram, Bengaluru - 560016",-,-,-,Green Tea and Tulsi Flavour Natural- 1.8%,-,-,-
RET,RET-10,RET-10-13,RET-10-13-10,RET-10-13-10-19,Esah Tea,"Esah Tea Organic Assam Butterscotch Chai - Rich In Antioxidants, Refreshing, Aromatic, 100 g","Esah Tea Butterscotch Chai is the mix of flavours from your favourite brew and dessert in one cup. With the delicious flavour of butterscotch and the impressive benefits of tea, this brew is like dessert in a cup! Filled in antioxidants and with a relaxing aroma, this brew makes for the perfect morning or evening beverage. You can enjoy this tea hot or cold and with or without milk, as you prefer. Explore the wide range of Esah Tea flavours like Chocolate Chai, Blue Tea, Vanilla and more only on Big Basket.",100 g,g,100 g,1,1,399,399,"Ruloi Tea Trading Pvt Ltd, C/O SRD Bakers, Chapai, Mangaldoi, Assam, 784125.",India,['769503145105'],['10018071001091'],https://datalabs.siva3.io/image/Eunimart_groceries_40266016_1-esah-tea-organic-assam-butterscotch-chai-rich-in-antioxidants-refreshing-aromatic.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40266016-2_1-esah-tea-organic-assam-butterscotch-chai-rich-in-antioxidants-refreshing-aromatic.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40266016-3_1-esah-tea-organic-assam-butterscotch-chai-rich-in-antioxidants-refreshing-aromatic.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40266016-4_1-esah-tea-organic-assam-butterscotch-chai-rich-in-antioxidants-refreshing-aromatic.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40266016-5_1-esah-tea-organic-assam-butterscotch-chai-rich-in-antioxidants-refreshing-aromatic.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40266016-6_1-esah-tea-organic-assam-butterscotch-chai-rich-in-antioxidants-refreshing-aromatic.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40266016-7_1-esah-tea-organic-assam-butterscotch-chai-rich-in-antioxidants-refreshing-aromatic.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40266016-8_1-esah-tea-organic-assam-butterscotch-chai-rich-in-antioxidants-refreshing-aromatic.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40266016-9_1-esah-tea-organic-assam-butterscotch-chai-rich-in-antioxidants-refreshing-aromatic.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40266016-10_1-esah-tea-organic-assam-butterscotch-chai-rich-in-antioxidants-refreshing-aromatic.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Packed in Assam
Flavoured to perfection
Refreshing brew
Makes up to 50 cups","Boil Çº cup of water in a pan.
Use half a teaspoon of the tea and add it to the water at this stage.
Add sugar to taste and bring to boil and then lower heat for 2-3 minutes.
Add 1 cup of milk. Bring to boil and then lower heat.
Simmer for 5-6 minutes while stirring occasionally.
Strain and serve.","['EAN Code: 769503145105', 'Country Of Origin: India', 'FSSAI No: 10018071001091', 'Manufactured & Marketed By: Ruloi Tea Trading Pvt Ltd, C/O SRD Bakers, Chapai, Mangaldoi, Assam, 784125.', 'Best Before 04-09-2023', '","Ruloi Tea Trading Pvt Ltd, C/O SRD Bakers, Chapai, Mangaldoi, Assam, 784125.",-,-,-,Organic CTC Chai & Butterscotch Flavour.,-,-,-
RET,RET-10,RET-10-13,RET-10-13-10,RET-10-13-10-19,Esah Tea,"Esah Tea Organic Assam Chocolate Chai - 100% Natural, Refreshing, Aromatic, 100 g","Esah Tea Chocolate Chai is the easiest way to get a Cafe experience right at home. Made with the decadent flavours of chocolate, this tea is rich, delicious and relaxing. You can enjoy this Chocolate Chai as you read an engrossing book or serve it to your guests. As this can be had hot and cold, this is the ideal tea for all seasons and occasions. Explore the wide range of Esah Tea flavours like Chocolate Chai, Blue Tea, Vanilla and more only on Big Basket.",100 g,g,100 g,1,1,399,399,"Ruloi Tea Trading Pvt Ltd, C/O SRD Bakers, Chapai, Mangaldoi, Assam, 784125.",India,['769503145112'],['10018071001091'],https://datalabs.siva3.io/image/Eunimart_groceries_40266017_1-esah-tea-organic-assam-chocolate-chai-100-natural-refreshing-aromatic.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40266017-2_1-esah-tea-organic-assam-chocolate-chai-100-natural-refreshing-aromatic.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40266017-3_1-esah-tea-organic-assam-chocolate-chai-100-natural-refreshing-aromatic.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40266017-4_1-esah-tea-organic-assam-chocolate-chai-100-natural-refreshing-aromatic.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40266017-5_1-esah-tea-organic-assam-chocolate-chai-100-natural-refreshing-aromatic.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40266017-6_1-esah-tea-organic-assam-chocolate-chai-100-natural-refreshing-aromatic.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40266017-7_1-esah-tea-organic-assam-chocolate-chai-100-natural-refreshing-aromatic.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40266017-8_1-esah-tea-organic-assam-chocolate-chai-100-natural-refreshing-aromatic.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40266017-9_1-esah-tea-organic-assam-chocolate-chai-100-natural-refreshing-aromatic.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40266017-10_1-esah-tea-organic-assam-chocolate-chai-100-natural-refreshing-aromatic.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Packed in Assam
Flavoured to perfection
Refreshing brew
Makes up to 50 cups","Boil Çº cup of water in a pan. Use half a teaspoon of the tea and add it to the water at this stage.
Add sugar to taste and bring to boil and then lower heat for 2-3 minutes.
Add 1 cup of milk. Bring to boil and then lower heat.
Simmer for 5-6 minutes while stirring occasionally.
Strain and serve.","['EAN Code: 769503145112', 'Country Of Origin: India', 'FSSAI No: 10018071001091', 'Manufactured & Marketed By: Ruloi Tea Trading Pvt Ltd, C/O SRD Bakers, Chapai, Mangaldoi, Assam, 784125.', 'Best Before 04-09-2023', '","Ruloi Tea Trading Pvt Ltd, C/O SRD Bakers, Chapai, Mangaldoi, Assam, 784125.",-,-,-,Organic CTC Tea & Chocolate Flavour.,-,-,-
RET,RET-10,RET-10-13,RET-10-13-10,RET-10-13-10-19,Esah Tea,"Esah Tea Organic Assam Gold CTC Chai - 100% Natural, Refreshing, Aromatic, 250 g","Esah Tea CTC Gold is the perfect brew to start your day with. Freshly picked from Assam, this tea is simply mesmerisingly delectable. With a wonderful amber-gold tinge, this tea makes a relaxing cup of goodness for your evenings after work. Enjoy this tea with some milk and sugar for a premium experience. Impress your guests with this delectable tea the next time they come over. Explore the wide range of Esah Tea flavours like Chocolate Chai, Blue Tea, Vanilla and more only on Big Basket.",250 g,g,250 g,1,1,399,399,"Ruloi Tea Trading Pvt Ltd, C/O SRD Bakers, Chapai, Mangaldoi, Assam, 784125.",India,['769503145129'],['10018071001091'],https://datalabs.siva3.io/image/Eunimart_groceries_40266018_1-esah-tea-organic-assam-gold-ctc-chai-100-natural-refreshing-aromatic.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40266018-2_1-esah-tea-organic-assam-gold-ctc-chai-100-natural-refreshing-aromatic.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40266018-3_1-esah-tea-organic-assam-gold-ctc-chai-100-natural-refreshing-aromatic.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40266018-4_1-esah-tea-organic-assam-gold-ctc-chai-100-natural-refreshing-aromatic.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40266018-5_1-esah-tea-organic-assam-gold-ctc-chai-100-natural-refreshing-aromatic.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40266018-6_1-esah-tea-organic-assam-gold-ctc-chai-100-natural-refreshing-aromatic.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40266018-7_1-esah-tea-organic-assam-gold-ctc-chai-100-natural-refreshing-aromatic.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40266018-8_1-esah-tea-organic-assam-gold-ctc-chai-100-natural-refreshing-aromatic.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40266018-9_1-esah-tea-organic-assam-gold-ctc-chai-100-natural-refreshing-aromatic.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40266018-10_1-esah-tea-organic-assam-gold-ctc-chai-100-natural-refreshing-aromatic.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Packed in Assam
Flavoured to perfection
Refreshing brew
Makes up to 50 cups","Boil Çº cup of water in a pan.
Use half a teaspoon of the tea and add it to the water at this stage.
Add sugar to taste and bring to boil and then lower heat for 2-3 minutes.
Add 1 cup of milk.
Bring to boil and then lower heat.
Simmer for 5-6 minutes while stirring occasionally.
Strain and serve.","['EAN Code: 769503145129', 'Country Of Origin: India', 'FSSAI No: 10018071001091', 'Manufactured & Marketed By: Ruloi Tea Trading Pvt Ltd, C/O SRD Bakers, Chapai, Mangaldoi, Assam, 784125.', 'Best Before 04-09-2023', '","Ruloi Tea Trading Pvt Ltd, C/O SRD Bakers, Chapai, Mangaldoi, Assam, 784125.",-,-,-,"Organic CTC Chai, Organic Orthodox Tea.",-,-,-
RET,RET-10,RET-10-13,RET-10-13-10,RET-10-13-10-19,Esah Tea,"Esah Tea Organic Assam Vanilla Chai - Refreshing, Aromatic, Promotes Digestion, 100 g","Esah Tea Vanilla Chai is the brew you need to keep your gut healthy. The Esah Tea Vanilla Chai promotes healthy digestion and drinking vanilla herbal tea is a popular natural remedy that instantly soothes gut inflammation and helps with other digestion problems like cramping, stomachache and diarrhoea. Enjoy a wonderfully aromatic brew anytime! Explore the wide range of Esah Tea flavours like Chocolate Chai, Blue Tea, Vanilla and more only on Big Basket.",100 g,g,100 g,1,1,399,399,"Ruloi Tea Trading Pvt Ltd, C/O SRD Bakers, Chapai, Mangaldoi, Assam, 784125.",India,['769503145198'],['10018071001091'],https://datalabs.siva3.io/image/Eunimart_groceries_40266025_1-esah-tea-organic-assam-vanilla-chai-refreshing-aromatic-promotes-digestion.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40266025-2_1-esah-tea-organic-assam-vanilla-chai-refreshing-aromatic-promotes-digestion.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40266025-3_1-esah-tea-organic-assam-vanilla-chai-refreshing-aromatic-promotes-digestion.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40266025-4_1-esah-tea-organic-assam-vanilla-chai-refreshing-aromatic-promotes-digestion.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40266025-5_1-esah-tea-organic-assam-vanilla-chai-refreshing-aromatic-promotes-digestion.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40266025-6_1-esah-tea-organic-assam-vanilla-chai-refreshing-aromatic-promotes-digestion.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40266025-7_1-esah-tea-organic-assam-vanilla-chai-refreshing-aromatic-promotes-digestion.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40266025-8_1-esah-tea-organic-assam-vanilla-chai-refreshing-aromatic-promotes-digestion.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40266025-9_1-esah-tea-organic-assam-vanilla-chai-refreshing-aromatic-promotes-digestion.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40266025-10_1-esah-tea-organic-assam-vanilla-chai-refreshing-aromatic-promotes-digestion.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Packed in Assam
Flavoured to perfection
Refreshing brew
Makes up to 50 cups","Boil Çº cup of water in a pan.
Use half a teaspoon of the tea and add it to the water at this stage.
Add sugar to taste and bring to boil and then lower heat for 2-3 minutes.
Add 1 cup of milk. Bring to boil and then lower heat.
Simmer for 5-6 minutes while stirring occasionally.
Strain and serve.","['EAN Code: 769503145198', 'Country Of Origin: India', 'FSSAI No: 10018071001091', 'Manufactured & Marketed By: Ruloi Tea Trading Pvt Ltd, C/O SRD Bakers, Chapai, Mangaldoi, Assam, 784125.', 'Best Before 04-09-2023', '","Ruloi Tea Trading Pvt Ltd, C/O SRD Bakers, Chapai, Mangaldoi, Assam, 784125.",-,-,-,"Organic CTC Tea, Vanilla Flavour.",-,-,-
