L0 Domain,L1 Sub-Domain,L2 Category,L3 Sub-Category,L4 Product Enum-Code,Brand,Product Name,Product Description,Product Quantity,UOM,Net Quantity,Pack Quantity,Pack Size,MRP,Price,Manufacturer,Country Of Origin,UPC/EAN,FSSAI no,Images,Images / Video,Images.3,Images.4,Images.5,Images.6,Images.7,Images.8,SKU Code,Customer Care Contact,Time to Ship,Returnable (Y/N),Cancellable (Y/N),COD available (Y/N),Preservatives (Y/N),Preservatives (details),Flavours & Spices,Ready to cook (Y/N),Ready to eat (Y/N),Rice grain type,Recommended Age,Scented/ Flavour,Herbal/ Ayurvedic,Theme/ Occasion Type,Hair Type,Mineral Source,Caffeine Content,Capacity,Composition,Benefits,Usage,Other details,Marketed By,Baby Weight,Absorption Duration (in Hrs),Features,Care Instruction,Ingredient,Specification,About
RET,RET-10,RET-10-14,RET-10-14-10,RET-10-14-10-14,Campure,"Campure Air Freshener Cone - Original, Refreshing Camphor Fragrance, Repels Mosquitoes, Elevates Mood, 60 g","A 100% Organic Air Freshener made with the goodness of camphor. The refreshing fragrance elevates your mood and even repels mosquitoes. Hang in your cupboard, car, wardrobe and washroom to experience a freshener in the true sense of its word.",60 g,g,60 g,1,1,199,199,"Mangalam Organics Limited. Village kumbhivali,Savroli Kharpada Road,Khalapur.Pin 410202.Dist Raigad ,Maharashtra",India,['40185629'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40185629_5-campure-cone-original-camphor.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40185629-2_3-campure-cone-original-camphor.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40185629-3_3-campure-cone-original-camphor.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40185629-4_3-campure-cone-original-camphor.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40185629-5_3-campure-cone-original-camphor.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40185629-6_3-campure-cone-original-camphor.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40185629-7_3-campure-cone-original-camphor.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Camphor.,-,"Hang the camphor cone by its elastic band in your home, office or vehicle.
For the next 45 days experience a unique camphor-based fragrance that has the ability to keep you fresh and healthy.","[{'EAN Code': '40185629'}, {'Country of origin': 'India'}]",-,-,-,"TWO IN ONE BENEFIT: Unlike conventional products which are either a fragrance or a repellent, CamPure Camphor Cone is both: It provides a REFRESHING FRAGRANCE, REPELS MOSQUITOES and even ELEVATES MOOD. 
FIRST OF ITS KIND: The scent spreads quickly to neutralize and remove unpleasant odours, protects you from mosquitoes ‚“ flies ‚“ insects and preserves your clothes from dampness and moth infestations.
LONG LASTING: Hang the camphor cone by its elastic band in your home, office or vehicle. For the next 45 days experience a unique camphor based fragrance that has the ability to keep you fresh and healthy. The product has a shelf life of 5 years when unopened.
NO DANGEROUS CHEMICALS ‚“ SAFE AROUND CHILDREN: CamPure Camphor Cone is made from an extract of the pine tree and is, therefore, a NATURAL and ORGANIC product. There is no harmful toxic chemicals such as DEET, PDCB, Naphthalene or any other petrochemicals which are potentially cancer-causing (carcinogenic)
HEALTHIER OPTION: In most European countries the above dangerous chemicals which most available fragrances/repellents are based on are banned. In place, the countries use Camphor which is known to keep one healthy from diseases such as Malaria, Dengue, H1N1, Swine Flu, chikungunya, yellow fever etc.",-,-,-,-
RET,RET-10,RET-10-14,RET-10-14-10,RET-10-14-10-14,Campure,"Campure Air Freshener Cone - Rose & Camphor, Refreshing Fragrance, Repels Mosquitoes, Elevates Mood, 60 g","A 100% Organic Air Freshener made with the goodness of camphor. The refreshing fragrance elevates your mood and even repels mosquitoes. Hang in your cupboard, car, wardrobe and washroom to experience a freshener in the true sense of its word.",60 g,g,60 g,1,1,199,199,"Mangalam Organics Limited. Village kumbhivali,Savroli Kharpada Road,Khalapur.Pin 410202.Dist Raigad ,Maharashtra",India,['40185631'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40185631_5-campure-cone-rose-camphor.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40185631-2_3-campure-cone-rose-camphor.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40185631-3_3-campure-cone-rose-camphor.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40185631-4_3-campure-cone-rose-camphor.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40185631-5_2-campure-cone-rose-camphor.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40185631-6_2-campure-cone-rose-camphor.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40185631-7_2-campure-cone-rose-camphor.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Camphor.,-,"Hang the camphor cone by its elastic band in your home, office or vehicle.
For the next 45 days experience a unique camphor-based fragrance that has the ability to keep you fresh and healthy.","[{'EAN Code': '40185631'}, {'Country of origin': 'India'}]",-,-,-,"TWO IN ONE BENEFIT: Unlike conventional products which are either a fragrance or a repellent, CamPure Camphor Cone is both: It provides a REFRESHING FRAGRANCE, REPELS MOSQUITOES and even ELEVATES MOOD.
FIRST OF ITS KIND: The scent spreads quickly to neutralize and remove unpleasant odours, protects you from mosquitoes ‚“ flies ‚“ insects and preserves your clothes from dampness and moth infestations.
LONG LASTING: Hang the camphor cone by its elastic band in your home, office or vehicle. For the next 45 days experience a unique camphor based fragrance which has the abilities to keep you fresh and healthy. The product has a shelf life of 5 years when unopened.
NO DANGEROUS CHEMICALS ‚“ SAFE AROUND CHILDREN: CamPure Camphor Cone is made from an extract of the pine tree and is therefore a NATURAL and ORGANIC product. There is no harmful toxic chemicals such as DEET, PDCB, Naphthalene or any other petrochemicals which are potentially cancer causing (carcinogenic)
HEALTHIER OPTION: In most European countries the above dangerous chemicals which most available fragrances/repellents are based on are banned. In place the countries use Camphor which is known to keep one healthy from diseases such as Malaria, Dengue, H1N1, Swine Flu, chikungunya, yellow fever etc.",-,-,-,-
RET,RET-10,RET-10-14,RET-10-14-10,RET-10-14-10-14,Campure,"Campure Air Freshener Cone - Sandalwood, Refreshing Fragrance, Repels Mosquitoes, Elevates Mood, 60 g","A 100% Organic Air Freshener made with the goodness of camphor. The refreshing fragrance elevates your mood and even repels mosquitoes. Hang in your cupboard, car, wardrobe and washroom to experience a freshener in the true sense of its word.",60 g,g,60 g,1,1,199,199,"Mangalam Organics Limited. Village kumbhivali,Savroli Kharpada Road,Khalapur.Pin 410202.Dist Raigad ,Maharashtra",India,['40185632'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40185632_5-campure-cone-sandalwood-camphor.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40185632-2_3-campure-cone-sandalwood-camphor.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40185632-3_3-campure-cone-sandalwood-camphor.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40185632-4_3-campure-cone-sandalwood-camphor.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40185632-5_3-campure-cone-sandalwood-camphor.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40185632-6_2-campure-cone-sandalwood-camphor.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40185632-7_2-campure-cone-sandalwood-camphor.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Camphor.,-,"Hang the camphor cone by its elastic band in your home, office or vehicle.
For the next 45 days experience a unique camphor-based fragrance that has the ability to keep you fresh and healthy.","[{'EAN Code': '40185632'}, {'Country of origin': 'India'}]",-,-,-,"TWO IN ONE BENEFIT: Unlike conventional products which are either a fragrance or a repellent, CamPure Camphor Cone is both: It provides a REFRESHING FRAGRANCE, REPELS MOSQUITOES and even ELEVATES MOOD. 
FIRST OF ITS KIND: The scent spreads quickly to neutralize and remove unpleasant odours, protects you from mosquitoes ‚“ flies ‚“ insects and preserves your clothes from dampness and moth infestations. ? LONG LASTING: Hang the camphor cone by its elastic band in your home, office or vehicle. For the next 45 days experience a unique camphor based fragrance which has the abilities to keep you fresh and healthy. The product has a shelf life of 5 years when unopened.
NO DANGEROUS CHEMICALS ‚“ SAFE AROUND CHILDREN: CamPure Camphor Cone is made from an extract of the pine tree and is therefore a NATURAL and ORGANIC product. There is no harmful toxic chemicals such as DEET, PDCB, Naphthalene or any other petrochemicals which are potentially cancer causing (carcinogenic)
HEALTHIER OPTION: In most European countries the above dangerous chemicals which most available fragrances/repellents are based on are banned. In place the countries use Camphor which is known to keep one healthy from diseases such as Malaria, Dengue, H1N1, Swine Flu, chikungunya, yellow fever etc.",-,-,-,-
RET,RET-10,RET-10-14,RET-10-14-10,RET-10-14-10-14,Cherry Blossom,"Cherry Blossom Liquid Shoe Polish - Black, 75 ml (Pack of 2)","Unique formula to give your shoes a fresh, clean and shiny coat. The product is suitable for all leather shoes. The grip comes handy to carry around easily and the application is simple. A go-to formula to restore and revive the new look you have been looking for. The polish itself helps moisturise and waterproof the leather, lengthening the lifespan of your shoes.This is the bare minimum if you‚re really looking to prolong the lifespan of your shoes. A necessity to keep your shoes going by restoring the fresh look every time you use the polish.",75 ml (Pack of 2),ml,75 ml (Pack of 2),2,1,216,201.1,"Paramount Polish Processors Pvt Ltd, 102, Thaper Arcade, 47 Kalu Sarai, New Delhi, 110016",India,['1201629'],-,https://datalabs.siva3.io/image/Eunimart_groceries_201629_6-cherry-blossom-liquid-shoe-polish-black.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_201629-2_2-cherry-blossom-liquid-shoe-polish-black.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_201629-3_2-cherry-blossom-liquid-shoe-polish-black.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_201629-4_1-cherry-blossom-liquid-shoe-polish-black.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_201629-5_1-cherry-blossom-liquid-shoe-polish-black.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_201629-6_1-cherry-blossom-liquid-shoe-polish-black.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_201629-7_1-cherry-blossom-liquid-shoe-polish-black.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_201629-8_1-cherry-blossom-liquid-shoe-polish-black.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Suitable for black leather shoes
Unique angular neck for easy application and provides protection from dirt and dust
Blend of special oils and high quality waxes from across the world
Shake bottle well with cap on and gently press applicator to evenly apply on the surface of the shoe
Also available in brown/all-color variant and wax and handyshine format",Shake bottle well with cap on and gently press applicator to evenly apply on the surface of the shoe.,"[{'EAN Code': '1201629'}, {'Manufacturer Name & Marketed by ': 'Paramount Polish Processors Pvt Ltd, 102, Thaper Arcade, 47 Kalu Sarai, New Delhi, 110016'}, {'Country of Origin': 'India'}]","Paramount Polish Processors Pvt Ltd, 102, Thaper Arcade, 47 Kalu Sarai, New Delhi, 110016",-,-,-,-,-,-,-
RET,RET-10,RET-10-14,RET-10-14-10,RET-10-14-10-14,Cherry Blossom,"Cherry Blossom Liquid Shoe Polish - Dark Tan, 75 ml (Pack of 2)","Unique formula to give your shoes a fresh, clean and shiny coat. The product is suitable for all leather shoes. The grip comes handy to carry around easily and the application is simple. A go-to formula to restore and revive the new look you have been looking for. The polish itself helps moisturize and waterproof the leather, lengthening the lifespan of your shoes. This is the bare minimum if you‚re really looking to prolong the lifespan of your shoes. A necessity to keep your shoes going by restoring the fresh look every time you use the polish.",75 ml (Pack of 2),ml,75 ml (Pack of 2),2,1,216,201.1,"Paramount Polish Processors Pvt Ltd, 102, Thaper Arcade, 47 Kalu Sarai, New Delhi, 110016",India,['1203748'],-,https://datalabs.siva3.io/image/Eunimart_groceries_203748_3-cherry-blossom-liquid-shoe-polish-dark-tan.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_203748-2_1-cherry-blossom-liquid-shoe-polish-dark-tan.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_203748-3_1-cherry-blossom-liquid-shoe-polish-dark-tan.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Suitable for brown leather shoes
Unique angular neck for easy application and provides protection from dirt and dust
Blend of special oils and high-quality waxes from across the world
Shake bottle well with cap on and gently press applicator to evenly apply on the surface of the shoe
Also available in black/all-color variant and wax and handy shine format",Shake bottle well with cap on and gently press applicator to evenly apply on the surface of the shoe.,"[{'EAN Code': '1203748'}, {'Manufacturer Name & Marketed by ': 'Paramount Polish Processors Pvt Ltd, 102, Thaper Arcade, 47 Kalu Sarai, New Delhi, 110016'}, {'Country of Origin': 'India'}]","Paramount Polish Processors Pvt Ltd, 102, Thaper Arcade, 47 Kalu Sarai, New Delhi, 110016",-,-,-,-,-,-,-
RET,RET-10,RET-10-14,RET-10-14-10,RET-10-14-10-14,Cherry Blossom,"Cherry Blossom Liquid Shoe Polish, Black, 75 ml Bottle","Unique formula to give your shoes a fresh, clean and shiny coat. The product is suitable for all leather shoes. The grip comes handy to carry around easily and the application is simple. A go-to formula to restore and revive the new look you have been looking for. The polish itself helps moisturize and waterproof the leather, lengthening the lifespan of your shoes.This is the bare minimum if you‚re really looking to prolong the lifespan of your shoes. A necessity to keep your shoes going by restoring the fresh look every time you use the polish.",75 ml Bottle,ml,75 ml Bottle,1,1,108,102.6,"Pramount Polish Processors Pvt. Ltd. Village Nalka (bahwania), Post office Manpura, baddi, solan-174101, HP Marketed by : ReckittBenckiser (India) Ltd. 227, Okhla Industrial Estate, Phase III, Okhla, New Delhi 110192",India,['8901396055075'],-,https://datalabs.siva3.io/image/Eunimart_groceries_263778_8-cherry-blossom-liquid-shoe-polish-black.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_263778-2_4-cherry-blossom-liquid-shoe-polish-black.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_263778-3_3-cherry-blossom-liquid-shoe-polish-black.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_263778-4_2-cherry-blossom-liquid-shoe-polish-black.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_263778-5_2-cherry-blossom-liquid-shoe-polish-black.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_263778-6_2-cherry-blossom-liquid-shoe-polish-black.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_263778-7_2-cherry-blossom-liquid-shoe-polish-black.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_263778-8_2-cherry-blossom-liquid-shoe-polish-black.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Suitable for black leather shoes Unique angular neck for easy application and provides protection from dirt and dust Blend of special oils and high quality waxes from across the world Shake bottle well with cap on and gently press applicator to evenly apply on the surface of the shoe Also available in brown/all-color variant and wax and handyshine format,Shake bottle well with cap on and gently press applicator to evenly apply on the surface of the shoe,"[{'EAN Code': '8901396055075'}, {'Manufacturer Name & ': 'Pramount Polish Processors Pvt. Ltd. Village Nalka (bahwania), Post office Manpura, baddi, solan-174101, HP Marketed by : ReckittBenckiser (India) Ltd. 227, Okhla Industrial Estate, Phase III, Okhla, New Delhi 110192'}, {'Country of Origin': 'India'}]","Pramount Polish Processors Pvt. Ltd. Village Nalka (bahwania), Post office Manpura, baddi, solan-174101, HP Marketed by : ReckittBenckiser (India) Ltd. 227, Okhla Industrial Estate, Phase III, Okhla, New Delhi 110192",-,-,-,-,-,"‚ Brand : Cherry Blossom
‚ BB Code: 263778
‚ Type : Bottle
‚ Colour : Black
‚ Weight : 75 ml
‚ Product Dimensions : 3.2 x 6.2 x 15.7 cm; 75 Grams
‚ Product description : Liquid Shoe Polish - Black",-
RET,RET-10,RET-10-14,RET-10-14-10,RET-10-14-10-14,Cherry Blossom,"Cherry Blossom Liquid Shoe Polish, Dark Tan, 75 ml Bottle","Unique formula to give your shoes a fresh, clean and shiny coat. The product is suitable for all leather shoes. The grip comes handy to carry around easily and the application is simple. A go-to formula to restore and revive the new look you have been looking for. The polish itself helps moisturize and waterproof the leather, lengthening the lifespan of your shoes.This is the bare minimum if you‚re really looking to prolong the lifespan of your shoes. A necessity to keep your shoes going by restoring the fresh look every time you use the polish.",75 ml Bottle,ml,75 ml Bottle,1,1,108,102.6,"Pramount Polish Processors Pvt. Ltd. Village Nalka (bahwania), Post office Manpura, baddi, solan-174101, HP Marketed by : ReckittBenckiser (India) Ltd. 227, Okhla Industrial Estate, Phase III, Okhla, New Delhi 110191",India,['8901396056003'],-,https://datalabs.siva3.io/image/Eunimart_groceries_289206_8-cherry-blossom-liquid-shoe-polish-dark-tan.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_289206-2_5-cherry-blossom-liquid-shoe-polish-dark-tan.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_289206-3_3-cherry-blossom-liquid-shoe-polish-dark-tan.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_289206-4_3-cherry-blossom-liquid-shoe-polish-dark-tan.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_289206-5_2-cherry-blossom-liquid-shoe-polish-dark-tan.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_289206-6_2-cherry-blossom-liquid-shoe-polish-dark-tan.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_289206-7_2-cherry-blossom-liquid-shoe-polish-dark-tan.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_289206-8_2-cherry-blossom-liquid-shoe-polish-dark-tan.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Suitable for brown leather shoes Unique angular neck for easy application and provides protection from dirt and dust Blend of special oils and high quality waxes from across the world Shake bottle well with cap on and gently press applicator to evenly apply on the surface of the shoe Also available in black/all-color variant and wax and handyshine format,Shake bottle well with cap on and gently press applicator to evenly apply on the surface of the shoe,"[{'EAN Code': '8901396056003'}, {'Manufacturer Name & ': 'Pramount Polish Processors Pvt. Ltd. Village Nalka (bahwania), Post office Manpura, baddi, solan-174101, HP Marketed by : ReckittBenckiser (India) Ltd. 227, Okhla Industrial Estate, Phase III, Okhla, New Delhi 110191'}, {'Country Of Origin': 'India'}]","Pramount Polish Processors Pvt. Ltd. Village Nalka (bahwania), Post office Manpura, baddi, solan-174101, HP Marketed by : ReckittBenckiser (India) Ltd. 227, Okhla Industrial Estate, Phase III, Okhla, New Delhi 110191",-,-,-,-,-,-,-
RET,RET-10,RET-10-14,RET-10-14-10,RET-10-14-10-14,Cherry Blossom,"Cherry Blossom Shoe Polish - Black, 15 g Box",Cherry Blossom Shoe Polish tins are simple to open easily turn the metal lump and it will pop open. This is an authentic Wax Shoe Polish that will give your shoes a good shine and a layer of protection. Polishes and protects soft Black Leather.,15 g Box,g,15 g Box,1,1,39,39,"Pramount Polish Processors Pvt. Ltd. Village Nalka (bahwania), Post office Manpura, baddi, solan-174101, HP Marketed by : ReckittBenckiser (India) Ltd. 227, Okhla Industrial Estate, Phase III, Okhla, New Delhi 110191",India,['100008498'],-,https://datalabs.siva3.io/image/Eunimart_groceries_498_3-cherry-blossom-shoe-polish-black.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_498-2_1-cherry-blossom-shoe-polish-black.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Remove dust and dirt. Clean with Premium Foam Cleaner. Apply to leather with a brush or cloth in a small circular motion. Work well into creases and seams. Buff to a shine with a second brush or clean cloth.,"[{'EAN Code': '100008498'}, {'Country of origin': 'India'}]",-,-,-,-,-,-,-,-
RET,RET-10,RET-10-14,RET-10-14-10,RET-10-14-10-14,Cherry Blossom,"Cherry Blossom Shoe Polish - Dark Tan, 40 g","Cherry Blossom Dark Tan Shoe Polish gives a dark Tan shine on the shoe. It can shine, clean or protect almost any type of footwear. It gives additional shine with brown color to shoes and encourages the leather.",40 g,g,40 g,1,1,68,64.6,"Pramount Polish Processors Pvt. Ltd. Village Nalka (bahwania), Post office Manpura, baddi, solan-174101, HP Marketed by : ReckittBenckiser (India) Ltd. 227, Okhla Industrial Estate, Phase III, Okhla, New Delhi 110191",India,['890396053002'],-,https://datalabs.siva3.io/image/Eunimart_groceries_496_4-cherry-blossom-shoe-polish-dark-tan.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_496-2_1-cherry-blossom-shoe-polish-dark-tan.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Apply with a brush or cloth.,"['EAN Code: 890396053002', 'Country Of Origin: India', '",-,-,-,-,-,-,-,-
RET,RET-10,RET-10-14,RET-10-14-10,RET-10-14-10-14,Cherry Blossom,"Cherry Blossom Shoe Shiner Sponge Handy Shine, Black, 4 g","This unique shoe sponge brings back the real appearance of your leather shoes or boots. This product contains the advanced silicone oil, which gives your shoes that 50 percent more shine. The sponge applicator at the end will help you to polish your shoe without any mess. Also, it adds more shine and cleans efficiently no matter the colour or the material of the shoe. This product provides that superior quality shine and clean.",4 g,g,4 g,1,1,84,79.8,"Plot No. 48, Institutional Area, Sector 32, Gurugram, Haryana 122001",India,['40139604'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40139604_6-cherry-blossom-shoe-shiner-sponge-black-handy-shine.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40139604-2_6-cherry-blossom-shoe-shiner-sponge-black-handy-shine.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40139604-3_5-cherry-blossom-shoe-shiner-sponge-black-handy-shine.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40139604-4_5-cherry-blossom-shoe-shiner-sponge-black-handy-shine.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40139604-5_5-cherry-blossom-shoe-shiner-sponge-black-handy-shine.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40139604-6_4-cherry-blossom-shoe-shiner-sponge-black-handy-shine.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40139604-7_4-cherry-blossom-shoe-shiner-sponge-black-handy-shine.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40139604-8_4-cherry-blossom-shoe-shiner-sponge-black-handy-shine.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Suitable for black leather shoes Easy application, no-mess sponge format and protects from dirt and dust Blend of special oils and high-quality waxes from across the world Convenient to carry anywhere and gives instant shine to your shoes Also available in all colour variants - dark tan, neutral & white and in wax and liquid format","1. Ensure that the surface is free from dust and dirt
2. Then test the product on a small area of the surface
3. Press the sponge against the surface, and lightly apply across to achieve instant shine
4. Do not expose the product to direct sunlight *Not suitable for suede and nubuck","['EAN Code: 40139604', 'Country of origin: India', 'Manufactured & Marketed by: Plot No. 48, Institutional Area, Sector 32, Gurugram, Haryana 122001', 'Best before 01-03-2024', 'For queries call 1860 123 1000']","Plot No. 48, Institutional Area, Sector 32, Gurugram, Haryana 122001",-,-,-,-,-,-,-
RET,RET-10,RET-10-14,RET-10-14-10,RET-10-14-10-14,Cherry Blossom,"Cherry Blossom Shoe Shiner Sponge Handy Shine, Neutral, 4 g","This unique shoe sponge brings back the real appearance of your leather shoes or boots. This product contains the advanced silicone oil, which gives your shoes that 50 percent more shine. The sponge applicator at the end will help you to polish your shoe without any mess. Also, it adds more shine and cleans efficiently no matter the colour or the material of the shoe. This product provides that superior quality shine and clean.",4 g,g,4 g,1,1,84,79.8,"Reckitt Benckiser (India) Pvt. Ltd., 227, Okhla Industrial Estate Phase 3, Okhla, New Delhi- 110020.",India,['8901396062417'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40136092_7-cherry-blossom-shoe-shiner-sponge-neutral-handy-shine.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40136092-2_6-cherry-blossom-shoe-shiner-sponge-neutral-handy-shine.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40136092-3_6-cherry-blossom-shoe-shiner-sponge-neutral-handy-shine.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40136092-4_4-cherry-blossom-shoe-shiner-sponge-neutral-handy-shine.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40136092-5_4-cherry-blossom-shoe-shiner-sponge-neutral-handy-shine.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40136092-6_3-cherry-blossom-shoe-shiner-sponge-neutral-handy-shine.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40136092-7_3-cherry-blossom-shoe-shiner-sponge-neutral-handy-shine.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40136092-8_3-cherry-blossom-shoe-shiner-sponge-neutral-handy-shine.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Suitable for any color leather shoes Easy application, no-mess sponge format and provides protection from dirt and dust Blend of special oils and high quality waxes from across the world Convenient to carry anywhere and gives instant shine to your shoes Also available in all colour variants - dark tan, black & white and in wax and liquid format","1. Ensure that the surface is free from dust and dirt
2. Apply the sponge lightly across the surface to get instant shine
3. For light coloured leather items first test on a small area as the colour might darken. Do not expose to direct sunlight.","[{'EAN Code': '8901396062417'}, {'Manufactured & Marketed by': 'Reckitt Benckiser (India) Pvt. Ltd., 227, Okhla Industrial Estate Phase 3, Okhla, New Delhi- 110020.'}]","Reckitt Benckiser (India) Pvt. Ltd., 227, Okhla Industrial Estate Phase 3, Okhla, New Delhi- 110020.",-,-,-,-,-,-,-
