L0 Domain,L1 Sub-Domain,L2 Category,L3 Sub-Category,L4 Product Enum-Code,Brand,Product Name,Product Description,Product Quantity,UOM,Net Quantity,Pack Quantity,Pack Size,MRP,Price,Manufacturer,Country Of Origin,UPC/EAN,FSSAI no,Images,Images / Video,Images.3,Images.4,Images.5,Images.6,Images.7,Images.8,Images.9,Images.10,SKU Code,Customer Care Contact,Time to Ship,Returnable (Y/N),Cancellable (Y/N),COD available (Y/N),Preservatives (Y/N),Preservatives (details),Flavours & Spices,Ready to cook (Y/N),Ready to eat (Y/N),Rice grain type,Recommended Age,Scented/ Flavour,Herbal/ Ayurvedic,Theme/ Occasion Type,Hair Type,Mineral Source,Caffeine Content,Capacity,Benefits,Usage,Other details,Marketed By,Baby Weight,Absorption Duration (in Hrs),Features,Ingredients,Ingredient,From The Brand,Package Contains,About
RET,RET-10,RET-10-11,RET-10-11-12,RET-10-11-12-11,GRB,"GRB Ghee Dry Fruits Halwa - Traditional Delicacy/Sweets, Dessert, For Celebrations, Special Occasions, 200 g Box","GRB Ghee Dry Fruits Halwa is the perfect delight to share on a perfect occasion! The GRB Ghee Dry Fruits Halwa comes in a box that is easy to carry. You can bring these mouth-watering sweets anywhere you'd like. Halwa is a very famous type of sweet that is made in India. It can be made using different kinds of ingredients. There is a halwa type of everyone. And the GRB Ghee Dry Fruits Halwa is for those who like a sweet with a soft texture that sometimes has a crunch to it. it is made using the best quality ingredients like sugar, dates, dates syrup, corn starch, ghee, cashew nuts and citric acid. Enjoy this with your friends and family on a festival. Or gift it to someone close for their special occasion. Explore a wide range of GRB products like butterscotch soan cake, pineapple halwa, and bombay halwa only on Big Basket.",200 g Box,g,200 g Box,1,1,150,150,"GRB dairy foods Pvt ltd # No : 10,Phase III,Sidco Industrial Estate, Hosur - 635126 , India.",India,['8906010365943'],['10012042000672'],https://datalabs.siva3.io/image/Eunimart_groceries_40261716_1-grb-ghee-dry-fruits-halwa-traditional-delicacysweets-dessert-for-celebrations-special-occasions.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40261716-2_1-grb-ghee-dry-fruits-halwa-traditional-delicacysweets-dessert-for-celebrations-special-occasions.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40261716-3_1-grb-ghee-dry-fruits-halwa-traditional-delicacysweets-dessert-for-celebrations-special-occasions.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40261716-4_1-grb-ghee-dry-fruits-halwa-traditional-delicacysweets-dessert-for-celebrations-special-occasions.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40261716-5_1-grb-ghee-dry-fruits-halwa-traditional-delicacysweets-dessert-for-celebrations-special-occasions.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40261716-6_1-grb-ghee-dry-fruits-halwa-traditional-delicacysweets-dessert-for-celebrations-special-occasions.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40261716-7_1-grb-ghee-dry-fruits-halwa-traditional-delicacysweets-dessert-for-celebrations-special-occasions.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Share it with others on special occasions or serve it during a feast,"['EAN Code: 8906010365943', 'Country Of Origin: India', 'FSSAI No: 10012042000672', 'Manufactured & Marketed By: GRB dairy foods Pvt ltd # No : 10,Phase III,Sidco Industrial Estate, Hosur - 635126 , India.', 'Best Before 01-06-2023', '","GRB dairy foods Pvt ltd # No : 10,Phase III,Sidco Industrial Estate, Hosur - 635126 , India.",-,-,-,"Sugar, Dates, Dates Syrup, Corn Starch, Ghee, Cashew Nuts and Citric acid",-,-,-,-
RET,RET-10,RET-10-11,RET-10-11-12,RET-10-11-12-11,GRB,"GRB Pineapple Halwa - Traditional Delicacy/Sweets, Dessert, For Celebrations, Special Occasions, 200 g Box","GRB Pineapple Halwa is the mouth-watering sweet that is perfect for all festivals your celebrate! The GRB Pineapple Halwa is made using the best ingredients. It contains the unique sweetness of pineapple and has a soft texture. Halwa is made in various types, depending on what ingredient goes into it. Halwa can have some health benefits too. It contains high amount of fats, and omega-3 fatty acids that support a healthy heart and cardiovascular system. The GRB Pineapple Halwa contains ingredients like sugar, corn starch, candied pineapple bites, pineapple pulp, cashew nuts, and citric acid. Share it with your friend and family after sharing any good news with them. Or share it to everyone around you during festivals and special occasions. Explore a wide range of GRB products like butterscotch soan cake, pineapple halwa, and bombay halwa only on Big Basket.",200 g Box,g,200 g Box,1,1,140,140,"GRB dairy foods Pvt ltd # No : 10,Phase III,Sidco Industrial Estate, Hosur - 635126 , India.",India,['8906010365936'],['10012042000672'],https://datalabs.siva3.io/image/Eunimart_groceries_40261717_1-grb-pineapple-halwa-traditional-delicacysweets-dessert-for-celebrations-special-occasions.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40261717-2_1-grb-pineapple-halwa-traditional-delicacysweets-dessert-for-celebrations-special-occasions.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40261717-3_1-grb-pineapple-halwa-traditional-delicacysweets-dessert-for-celebrations-special-occasions.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40261717-4_1-grb-pineapple-halwa-traditional-delicacysweets-dessert-for-celebrations-special-occasions.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40261717-5_1-grb-pineapple-halwa-traditional-delicacysweets-dessert-for-celebrations-special-occasions.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40261717-6_1-grb-pineapple-halwa-traditional-delicacysweets-dessert-for-celebrations-special-occasions.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40261717-7_1-grb-pineapple-halwa-traditional-delicacysweets-dessert-for-celebrations-special-occasions.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Share it with others on special occasions or serve it during a feast,"['EAN Code: 8906010365936', 'Country Of Origin: India', 'FSSAI No: 10012042000672', 'Manufactured & Marketed By: GRB dairy foods Pvt ltd # No : 10,Phase III,Sidco Industrial Estate, Hosur - 635126 , India.', 'Best Before 01-06-2023', '","GRB dairy foods Pvt ltd # No : 10,Phase III,Sidco Industrial Estate, Hosur - 635126 , India.",-,-,-,"Sugar, Corn starch, Candied Pineapple Bites, Pineapple Pulp, Cashew Nuts, and Citric acid",-,-,-,-
RET,RET-10,RET-10-11,RET-10-11-12,RET-10-11-12-11,GRB,"GRB Soan Cake - Butterscotch, Traditional Delicacy/Sweets, Dessert, For Celebrations, Special Occasions, 100 g Box","GRB Butterscotch Soan Cake is a delicious butterscotch delight for the days of celebration! The GRB Butterscotch Soan Cake is a sweet made using the best quality ingredients. Sweets in general can provide a boost of energy on a dull day. Sweets can improve your mood instantly, and they are full of ingredients that is required by the body. The GRB Butterscotch Soan Cake contains ingredients like sugar, edible vegetable oil, Bengal gram flour, refined wheat flour, cardamom, almond, & pistachio. It comes in a box that is easy to carry. You can wrap the box and give it to someone as a gift. Or share it with others during any celebrations. Explore a wide range of GRB products like butterscotch soan cake, pineapple halwa, and Bombay halwa only on Big Basket.",100 g Box,g,100 g Box,1,1,50,50,"GRB dairy foods Pvt ltd # No : 10,Phase III,Sidco Industrial Estate, Hosur - 635126 , India.",India,['40261713'],['10012042000672'],https://datalabs.siva3.io/image/Eunimart_groceries_40261713_1-grb-soan-cake-butterscotch-traditional-delicacysweets-dessert-for-celebrations-special-occasions.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40261713-2_1-grb-soan-cake-butterscotch-traditional-delicacysweets-dessert-for-celebrations-special-occasions.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40261713-3_1-grb-soan-cake-butterscotch-traditional-delicacysweets-dessert-for-celebrations-special-occasions.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40261713-4_1-grb-soan-cake-butterscotch-traditional-delicacysweets-dessert-for-celebrations-special-occasions.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40261713-5_1-grb-soan-cake-butterscotch-traditional-delicacysweets-dessert-for-celebrations-special-occasions.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40261713-6_1-grb-soan-cake-butterscotch-traditional-delicacysweets-dessert-for-celebrations-special-occasions.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Share it with others on special occasions or serve it during a feast,"['EAN Code: 40261713', 'Country Of Origin: India', 'FSSAI No: 10012042000672', 'Manufactured & Marketed By: GRB dairy foods Pvt ltd # No : 10,Phase III,Sidco Industrial Estate, Hosur - 635126 , India.', 'Best Before 01-06-2023', '","GRB dairy foods Pvt ltd # No : 10,Phase III,Sidco Industrial Estate, Hosur - 635126 , India.",-,-,-,"Sugar, Edible Veg Oil, Bengal Gram flour, Refined wheat flour, Cardamom, Almond, & Pistachio",-,-,-,-
RET,RET-10,RET-10-11,RET-10-11-12,RET-10-11-12-11,GRB,"GRB Soan Cake - Pineapple, Traditional Delicacy/Sweets, Dessert, For Celebrations, Special Occasions, 100 g box","GRB Pineapple Soan Cake is the perfect, round, delicious treat to celebrate any occasion with! The GRB Pineapple Soan Cake is made using the best quality ingredients available. In India, it is a tradition to share the good news with others. And with this news comes the sharing of sweets of any kind. To follow this tradition, this soan cake comes in a box that is easy to share with others. You can travel with the box easily. It consists of ingredients like sugar, edible vegetable oil, Bengal gram flour, refined wheat flour, cardamom, almond, & pistachio. Enjoy the GRB Pineapple Soan Cake by sharing it with others and telling them about your wonderful news. Or give it to people as a gift. Explore a wide range of GRB products like butterscotch soan cake, pineapple halwa, and Bombay halwa only on Big Basket.",100 g box,g,100 g box,1,1,50,50,"GRB dairy foods Pvt ltd # No : 10,Phase III,Sidco Industrial Estate, Hosur - 635126 , India.",India,['8906010369804'],['10012042000672'],https://datalabs.siva3.io/image/Eunimart_groceries_40261714_1-grb-soan-cake-pineapple-traditional-delicacysweets-dessert-for-celebrations-special-occasions.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40261714-2_1-grb-soan-cake-pineapple-traditional-delicacysweets-dessert-for-celebrations-special-occasions.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40261714-3_1-grb-soan-cake-pineapple-traditional-delicacysweets-dessert-for-celebrations-special-occasions.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40261714-4_1-grb-soan-cake-pineapple-traditional-delicacysweets-dessert-for-celebrations-special-occasions.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40261714-5_1-grb-soan-cake-pineapple-traditional-delicacysweets-dessert-for-celebrations-special-occasions.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40261714-6_1-grb-soan-cake-pineapple-traditional-delicacysweets-dessert-for-celebrations-special-occasions.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Share it with others on special occasions or serve it during a feast,"['EAN Code: 8906010369804', 'Country Of Origin: India', 'FSSAI No: 10012042000672', 'Manufactured & Marketed By: GRB dairy foods Pvt ltd # No : 10,Phase III,Sidco Industrial Estate, Hosur - 635126 , India.', 'Best Before 01-06-2023', '","GRB dairy foods Pvt ltd # No : 10,Phase III,Sidco Industrial Estate, Hosur - 635126 , India.",-,-,-,"Sugar, Edible Veg Oil, Bengal Gram Flour, Refined wheat Flour, Cardamom, Almond, & Pistachio",-,-,-,-
RET,RET-10,RET-10-11,RET-10-11-12,RET-10-11-12-11,GRB,"GRB Soan Cake - Regular, Traditional Delicacy/Sweets, Dessert, For Celebrations, Special Ocassions, 100 g Box","GRB Regular Soan Cake is a delicious, sweet delight perfect for sharing! The GRB Regular Soan Cake is made using the best quality ingredients. Sweets are full of nutrients that is required by the body. They provide the body with an instant dose of sugar, which can help a person with diabetes when their blood sugar is going low. Eating sweets can reduce the risk of stroke. The GRB Regular Soan Cake contains ingredients like sugar, edible vegetable oil, Bengal gram flour, refined wheat flour, cardamom, almond, & pistachio. You can enjoy these sweets by sharing it with others. Or gifting it to anyone during a housewarming. Explore a wide range of GRB products like butterscotch soan cake, pineapple halwa, and bombay halwa only on Big Basket.",100 g Box,g,100 g Box,1,1,50,50,"GRB dairy foods Pvt ltd # No : 10,Phase III,Sidco Industrial Estate, Hosur - 635126 , India.",India,['8906010369613'],['10012042000672'],https://datalabs.siva3.io/image/Eunimart_groceries_40261712_1-grb-soan-cake-regular-traditional-delicacysweets-dessert-for-celebrations-special-ocassions.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40261712-2_1-grb-soan-cake-regular-traditional-delicacysweets-dessert-for-celebrations-special-ocassions.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40261712-3_1-grb-soan-cake-regular-traditional-delicacysweets-dessert-for-celebrations-special-ocassions.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40261712-4_1-grb-soan-cake-regular-traditional-delicacysweets-dessert-for-celebrations-special-ocassions.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40261712-5_1-grb-soan-cake-regular-traditional-delicacysweets-dessert-for-celebrations-special-ocassions.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40261712-6_1-grb-soan-cake-regular-traditional-delicacysweets-dessert-for-celebrations-special-ocassions.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Share it with others on special occasions or serve it during a feast,"['EAN Code: 8906010369613', 'Country Of Origin: India', 'FSSAI No: 10012042000672', 'Manufactured & Marketed By: GRB dairy foods Pvt ltd # No : 10,Phase III,Sidco Industrial Estate, Hosur - 635126 , India.', 'Best Before 01-06-2023', '","GRB dairy foods Pvt ltd # No : 10,Phase III,Sidco Industrial Estate, Hosur - 635126 , India.",-,-,-,"Sugar, Edible Veg oil, Bengal Gram flour, Refined wheat flour, Cardamom, Almond, & Pistachio",-,-,-,-
RET,RET-10,RET-10-11,RET-10-11-12,RET-10-11-12-11,GRB,"GRB Soan Papdi - Chocolate, 200 g Pouch",-,200 g Pouch,g,200 g Pouch,1,1,70,70,GRB,India,-,-,https://datalabs.siva3.io/image/Eunimart_groceries_40003513_1-grb-soan-papdi-chocolate.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Sugar, Ghee (25%), Wheat Flour, Gram Flour, Almonds, Pistachios and Cardamom.",-,-,-,GRB Chocolate Soan Papdi is prepared from high superiority ingredients. It comes in a beautifully designed packaging. It is extremely soft and provides delicious taste.
RET,RET-10,RET-10-11,RET-10-11-12,RET-10-11-12-11,Gits,"Gits Gulab Jamun - Open & Eat, No Added Preservatives, Colours & Flavours, 1 kg (16 pcs)","Gits Open & Eat Gulab Jamun is made in Palmolein oil. Whether you‚‚re looking to share it with friends to celebrate an occasion, or simply want to indulge yourself on a cheat day, Gits Gulab Jamuns are the perfect pick! One of the highest selling products during Diwali, Raksha Bandhan & the wedding season. Gits Gulab Jamun is made with high-quality ingredients. It comes packaged carefully in tins that keep the contents fresh for a long time.
Benefits -
Made in Palmolein oil, classic flavoured Gulab Jamun.
Just open and eat Indian sweet.
Great idea for the festival (Diwali, Raksha Bandhan, wedding etc.) consumption & gifting.
No preservatives, no artificial flavours and colours.
No cooking is needed.
Comes in a convenient tin.",1 kg (16 pcs),pcs,1 kg (16 pcs),16,1,230,230,GITS FOOD PRODUCTS PVT LTD,India,['18906017290047'],['10018022007095'],https://datalabs.siva3.io/image/Eunimart_groceries_40113724_6-gits-gulab-jamun-made-with-cow-ghee-no-preservatives-artificial-flavours-colours.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40113724-2_5-gits-gulab-jamun-made-with-cow-ghee-no-preservatives-artificial-flavours-colours.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40113724-3_5-gits-gulab-jamun-made-with-cow-ghee-no-preservatives-artificial-flavours-colours.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40113724-4_4-gits-gulab-jamun-made-with-cow-ghee-no-preservatives-artificial-flavours-colours.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40113724-5_4-gits-gulab-jamun-made-with-cow-ghee-no-preservatives-artificial-flavours-colours.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40113724-6_1-gits-gulab-jamun-made-with-cow-ghee-no-preservatives-artificial-flavours-colours.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 18906017290047', 'FSSAI No: 10018022007095', 'Manufactured & Marketed by: GITS FOOD PRODUCTS PVT LTD', '",GITS FOOD PRODUCTS PVT LTD,-,-,-,"Sugar, Water, Milk Solids, Wheat Flour, Corn Flour, Palmolein oil, Green Cardamom, Nutmeg & Mace.",-,-,-,-
RET,RET-10,RET-10-11,RET-10-11-12,RET-10-11-12-11,Gits,"Gits Gulab Jamun - Open & Eat, No Added Preservatives, Colours & Flavours, 1 kg (16 pcs)","Gits Open & Eat Gulab Jamun is made in Palmolein oil. Whether you‚‚re looking to share it with friends to celebrate an occasion, or simply want to indulge yourself on a cheat day, Gits Gulab Jamuns are the perfect pick! One of the highest selling products during Diwali, Raksha Bandhan & the wedding season. Gits Gulab Jamun is made with high-quality ingredients. It comes packaged carefully in tins that keep the contents fresh for a long time.
Benefits -
Made in Palmolein oil, classic flavoured Gulab Jamun.
Just open and eat Indian sweet.
Great idea for the festival (Diwali, Raksha Bandhan, wedding etc.) consumption & gifting.
No preservatives, no artificial flavours and colours.
No cooking is needed.
Comes in a convenient tin.",1 kg (16 pcs),pcs,1 kg (16 pcs),16,1,230,230,GITS FOOD PRODUCTS PVT LTD,India,['18906017290047'],['10018022007095'],https://datalabs.siva3.io/image/Eunimart_groceries_40113724_6-gits-gulab-jamun-made-with-cow-ghee-no-preservatives-artificial-flavours-colours.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40113724-2_5-gits-gulab-jamun-made-with-cow-ghee-no-preservatives-artificial-flavours-colours.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40113724-3_5-gits-gulab-jamun-made-with-cow-ghee-no-preservatives-artificial-flavours-colours.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40113724-4_4-gits-gulab-jamun-made-with-cow-ghee-no-preservatives-artificial-flavours-colours.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40113724-5_4-gits-gulab-jamun-made-with-cow-ghee-no-preservatives-artificial-flavours-colours.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40113724-6_1-gits-gulab-jamun-made-with-cow-ghee-no-preservatives-artificial-flavours-colours.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 18906017290047', 'FSSAI No: 10018022007095', 'Manufactured & Marketed by: GITS FOOD PRODUCTS PVT LTD', '",GITS FOOD PRODUCTS PVT LTD,-,-,-,"Sugar, Water, Milk Solids, Wheat Flour, Corn Flour, Palmolein oil, Green Cardamom, Nutmeg & Mace.",-,-,-,-
RET,RET-10,RET-10-11,RET-10-11-12,RET-10-11-12-11,Gits,"Gits Rasgulla - Made With Chenna, 16 pcs Tin","Gits Ready to eat Rasgulla fondly known as ‚‚Roshogollas‚‚ are made with the best quality ingredients - 100% freshly prepared Chhena, sugar and water. The Chhena is prepared from milk sourced from the best cow farms and rolled into ball-shaped sweets to leave you finger-licking. These Indian sweets have become popular in the packed sweets category and are enjoyed best with friends and family, on occasions (weddings, birthdays etc.), festivals (Raksha Bandhan, Diwali, Poojas etc.) and celebration days. 
Benefits - 
Gits classic flavoured Rasgulla made with chenna
Simply open and eat Indian dessert 
Authentic Bengali taste and flavour
No added preservatives, artificial flavours or colours. 
Open and eat Roshogollas served in light sugar syrup",16 pcs Tin,pcs,16 pcs Tin,16,1,230,230,GITS FOOD PRODUCTS PVT LTD,India,['8901155302419'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40113725_7-gits-rasgulla-with-no-added-preservatives-flavours-colours.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40113725-2_5-gits-rasgulla-with-no-added-preservatives-flavours-colours.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40113725-3_5-gits-rasgulla-with-no-added-preservatives-flavours-colours.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40113725-4_4-gits-rasgulla-with-no-added-preservatives-flavours-colours.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40113725-5_4-gits-rasgulla-with-no-added-preservatives-flavours-colours.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 8901155302419', 'Manufactured by: GITS FOOD PRODUCTS PVT LTD', 'Shelf life - 8 months from the date of production ', '",-,-,-,-,"Sugar, Water & Milk Solids (12%)",-,-,-,-
RET,RET-10,RET-10-11,RET-10-11-12,RET-10-11-12-11,Haldirams,"Haldirams Agra Taj Petha, 200 g Carton","Soft, chewy cubes of candied winter melon, straight from the land of Taj Mahal! This fruity, sugary confection is a guaranteed hit with the young and old alike. Treat your guests and loved ones to something extra special with our Agra Taj Pethas.",200 g Carton,g,200 g Carton,1,1,60,60,"Haldiram Foods International Private Ltd, 20 Km Stone, Vill. Gumthala, Bhandara Road, Nagpur - 441104 (M.S.)",India,['20004457'],-,https://datalabs.siva3.io/image/Eunimart_groceries_20004457_5-haldirams-agra-taj-petha.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_20004457-2_5-haldirams-agra-taj-petha.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_20004457-3_5-haldirams-agra-taj-petha.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_20004457-4_5-haldirams-agra-taj-petha.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_20004457-5_5-haldirams-agra-taj-petha.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 20004457', 'Country of origin: India', 'Manufactured by: Haldiram Foods International Private Ltd, 20 Km Stone, Vill. Gumthala, Bhandara Road, Nagpur - 441104 (M.S.)', 'Best before 01-06-2023', '",-,-,-,-,"Refined Sugar, Ash Gourd Pumpkin, Preservative INS 224, Natural Flavouring Substances, Kewra Water.",-,-,-,-
RET,RET-10,RET-10-11,RET-10-11-12,RET-10-11-12-11,Haldirams,"Haldirams Boondi, 150 g Pouch",Haldiram Boondi is ready with delicious ingredients. It is a very yummy and peppery snack. Khara boondis are mostly a good assortment of the spicy and salty stuff.,150 g Pouch,g,150 g Pouch,1,1,40,40,"Haldiram Foods International Private Ltd, 20 Km Stone, Vill. Gumthala, Bhandara Road, Nagpur - 441104 (M.S.)",India,['8904004404449'],-,https://datalabs.siva3.io/image/Eunimart_groceries_20002413_1-haldirams-boondi.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_20002413-2_1-haldirams-boondi.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_20002413-3_1-haldirams-boondi.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_20002413-4_1-haldirams-boondi.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_20002413-5_1-haldirams-boondi.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 8904004404449', 'Country of origin: India', 'Manufactured by: Haldiram Foods International Private Ltd, 20 Km Stone, Vill. Gumthala, Bhandara Road, Nagpur - 441104 (M.S.)', 'Best before 01-09-2023', '",-,-,-,-,"Bengal Gram Flour, Vegetable Oil (Containing One Or More Of The Following: Peanut & Palmolive Oil) & Salt.",-,-,-,-
RET,RET-10,RET-10-11,RET-10-11-12,RET-10-11-12-11,Haldirams,"Haldirams Boondi, 150 g Pouch",Haldiram Boondi is ready with delicious ingredients. It is a very yummy and peppery snack. Khara boondis are mostly a good assortment of the spicy and salty stuff.,150 g Pouch,g,150 g Pouch,1,1,40,40,"Haldiram Foods International Private Ltd, 20 Km Stone, Vill. Gumthala, Bhandara Road, Nagpur - 441104 (M.S.)",India,['8904004404449'],-,https://datalabs.siva3.io/image/Eunimart_groceries_20002413_1-haldirams-boondi.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_20002413-2_1-haldirams-boondi.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_20002413-3_1-haldirams-boondi.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_20002413-4_1-haldirams-boondi.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_20002413-5_1-haldirams-boondi.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 8904004404449', 'Country of origin: India', 'Manufactured by: Haldiram Foods International Private Ltd, 20 Km Stone, Vill. Gumthala, Bhandara Road, Nagpur - 441104 (M.S.)', 'Best before 02-09-2023', '",-,-,-,-,"Bengal Gram Flour, Vegetable Oil (Containing One Or More Of The Following: Peanut & Palmolive Oil) & Salt.",-,-,-,-
RET,RET-10,RET-10-11,RET-10-11-12,RET-10-11-12-11,Haldirams,"Haldirams Gulab Jamun, 500 g Tin",Haldirams Gulab Jamun is Fresh canned soft cottage cheese dumplings with cardamom flavoured sugar syrup. Heat or microwave the content before serving. Gulab Jamun is a famous sweet from Bengal and Orissa that is loved across the length and breadth of the country.  Celebrate those happy occasions or lighten up your weekends with the gulab jamun.,500 g Tin,g,500 g Tin,1,1,125,125,"Haldiram Foods International Private Ltd, 20 Km Stone, Vill. Gumthala, Bhandara Road, Nagpur - 441104 (M.S.)",India,['8904004405034'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40001719_2-haldirams-gulab-jamun.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40001719-2_2-haldirams-gulab-jamun.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40001719-3_2-haldirams-gulab-jamun.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40001719-4_2-haldirams-gulab-jamun.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40001719-5_2-haldirams-gulab-jamun.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40001719-6_2-haldirams-gulab-jamun.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 8904004405034', 'Country Of Origin: India', 'Manufactured by: Haldiram Foods International Private Ltd, 20 Km Stone, Vill. Gumthala, Bhandara Road, Nagpur - 441104 (M.S.)', 'Best before 01-09-2023', '",-,-,-,-,"Sugar, Water, Concentrated Milk Solids (5%), Cottage Cheese Solids (2%), Wheat Flour, Clarified Milk Fat (1%), Rose Water, Cardamom.",-,-,-,-
