L0 Domain,L1 Sub-Domain,L2 Category,L3 Sub-Category,L4 Product Enum-Code,Brand,Product Name,Product Description,Product Quantity,UOM,Net Quantity,Pack Quantity,Pack Size,MRP,Price,Manufacturer,Country Of Origin,UPC/EAN,FSSAI no,Images,Images / Video,Images.3,Images.4,Images.5,Images.6,Images.7,Images.8,Images.9,Images.10,SKU Code,Customer Care Contact,Time to Ship,Returnable (Y/N),Cancellable (Y/N),COD available (Y/N),Preservatives (Y/N),Preservatives (details),Flavours & Spices,Ready to cook (Y/N),Ready to eat (Y/N),Rice grain type,Recommended Age,Scented/ Flavour,Herbal/ Ayurvedic,Theme/ Occasion Type,Hair Type,Mineral Source,Caffeine Content,Capacity,Composition,Benefits,Usage,Other details,Marketed By,Baby Weight,Absorption Duration (in Hrs),Care Instruction,Specification,About
RET,RET-10,RET-10-14,RET-10-14-11,RET-10-14-11-11,Asian,"Asian Ideal Basket - Plastic, Senior, Nested, Assorted Colour, High Quality, Sturdy, 1 pc","Asian Multi Star Multipurpose Storage Basket This strong and steady storage basket is ideal to store all household utilities, bathroom utilities and kitchen utilities. These baskets are in rectangular shape with curved edges which helps to save more space in your cabinets. The baskets have beautifully textured designs that will add beauty to your home. Ideal to store fruits and vegetables, clothes, spice bottles, shampoo, dishwashing liquids etc.",1 pc,pc,1 pc,1,1,548,285,"Asian Plastowares pvt ltd ,Plot No. 99/3,99/4,99/5,Asian Plastowares Pvt. Ltd.Kadaiya,Village kadaiya, Daman,Dadra and Nagar Haveli And Daman and Diu-396210",India,['40273090'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40273090_3-asian-ideal-basket-plastic-senior-nested-assorted-colour-high-quality-sturdy.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40273090-2_1-asian-ideal-basket-plastic-senior-nested-assorted-colour-high-quality-sturdy.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40273090-3_2-asian-ideal-basket-plastic-senior-nested-assorted-colour-high-quality-sturdy.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40273090-4_1-asian-ideal-basket-plastic-senior-nested-assorted-colour-high-quality-sturdy.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40273090-5_1-asian-ideal-basket-plastic-senior-nested-assorted-colour-high-quality-sturdy.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40273090-6_1-asian-ideal-basket-plastic-senior-nested-assorted-colour-high-quality-sturdy.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40273090-7_1-asian-ideal-basket-plastic-senior-nested-assorted-colour-high-quality-sturdy.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40273090-8_1-asian-ideal-basket-plastic-senior-nested-assorted-colour-high-quality-sturdy.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40273090-9_1-asian-ideal-basket-plastic-senior-nested-assorted-colour-high-quality-sturdy.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40273090-10_1-asian-ideal-basket-plastic-senior-nested-assorted-colour-high-quality-sturdy.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1. Made with high-quality stainless steel.
2. Keeps the food fresh and hot for hours.
3. Sturdy and highly durable.","This is used to store fruits, vegetables, clothes, baby care items, etc.","[{'EAN Code': '40273090'}, {'Manufacturer Name & Marketed by ': 'Asian Plastowares pvt ltd ,Plot No. 99/3,99/4,99/5,Asian Plastowares Pvt. Ltd.Kadaiya,Village kadaiya, Daman,Dadra and Nagar Haveli And Daman and Diu-396210'}, {'Country of Origin': 'India'}]","Asian Plastowares pvt ltd ,Plot No. 99/3,99/4,99/5,Asian Plastowares Pvt. Ltd.Kadaiya,Village kadaiya, Daman,Dadra and Nagar Haveli And Daman and Diu-396210",-,-,-,"1. Brand : Asian
2. Type : Laundry and Other Baskets
3. Material : Plastic
4. Capacity : 108C
5. Color : Blue / Green / Pink
6. Package Contens : 1 pc
7. Dimension in cm (LXWXH):- 13.3 X23.1 X8",-
RET,RET-10,RET-10-14,RET-10-14-11,RET-10-14-11-11,Asian,"Asian Look Beautiful Dustbin Jr 8 Ltr with Handle - Blue, 1 pc","The Asian Plastoware Look Beautiful Dustbin is an easy to operate perfect way to dispose your waste dust bin. Made from strong and durable materials, The Asian Plastoware Look Beautiful Dustbins are sure to not succumb to daily wear and tear and last for long durations of time. Dustbins can often be eye sores, but these dustbins come in a variety of attractive colours that can easily be kept in your kitchen/storage room. They are easy to clean too! Explore the wide range of Asian Cromwell products from lunch boxes to trays and more only on Big Basket.",1 pc,pc,1 pc,1,1,395,279,"Asian Plastoware Pvt LtdPlot d -7/1, road no. 16,MIDC, Andheri(E),Mumbai - 400093",India,['40248916'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40248916_1-asian-plastowares-look-beautifull-dustbin-jr-with-handle-blue.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40248916-2_1-asian-plastowares-look-beautifull-dustbin-jr-with-handle-blue.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40248916-3_1-asian-plastowares-look-beautifull-dustbin-jr-with-handle-blue.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40248916-4_1-asian-plastowares-look-beautifull-dustbin-jr-with-handle-blue.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Strong and durable Body.
Easy to clean
No need to touch the bin as it is equipped with an easy functional foot pedal.
Lightweight, easy to lift handle.
Modern Design Pedal bin with rich colour options",A lightweight and easy to lift handle dustbin which is equipped with a well functional foot pedal so you can easily dispose of your trash. It also has attractive and rich colour options for you to choose from. Wash with hands using mild soap.,"['EAN Code: 40248916', 'Manufacturer Name & Marketed by : Asian Plastoware Pvt LtdPlot d -7/1, road no. 16,MIDC, Andheri(E),Mumbai - 400093', 'For Complaints, Mail us at Ecom@asianplastowares.com or Call us at +91-22-66960033 / 66952426', 'Country of Origin:India', '","Asian Plastoware Pvt LtdPlot d -7/1, road no. 16,MIDC, Andheri(E),Mumbai - 400093",-,-,-,"Type- Dustbin
Material- Plastic
Design-Modern
Capacity- 8Ltr
Color- Blue
Microwave safe- NO
Dishwasher safe- YES
Freezer safe-YES
Dimensions (in cm)- 26.5X.26.5X30
Package Content- 1",-
RET,RET-10,RET-10-14,RET-10-14-11,RET-10-14-11-11,Asian,"Asian Look Beautiful Dustbin Jr 8 Ltr with Handle - Green, 1 pc","The Asian Plastoware Look Beautiful Dustbin is an easy to operate perfect way to dispose your waste dust bin. Made from strong and durable materials, The Asian Plastoware Look Beautiful Dustbins are sure to not succumb to daily wear and tear and last for long durations of time. Dustbins can often be eye sores, but these dustbins come in a variety of attractive colours that can easily be kept in your kitchen/storage room. Dustbins are also usually heavy to lift and clean, but the Asian Plastoware Look Beautiful Dustbins are lightweight and easy to clean too! Explore the wide range of Asian Cromwell products from lunch boxes to trays and more only on Big Basket.",1 pc,pc,1 pc,1,1,395,279,"Asian Plastoware Pvt LtdPlot d -7/1, road no. 16,MIDC, Andheri(E),Mumbai - 400093",India,['40248917'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40248917_1-asian-plastowares-look-beautifull-dustbin-jr-with-handle-green.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40248917-2_1-asian-plastowares-look-beautifull-dustbin-jr-with-handle-green.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40248917-3_1-asian-plastowares-look-beautifull-dustbin-jr-with-handle-green.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40248917-4_1-asian-plastowares-look-beautifull-dustbin-jr-with-handle-green.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40248917-5_1-asian-plastowares-look-beautifull-dustbin-jr-with-handle-green.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40248917-6_1-asian-plastowares-look-beautifull-dustbin-jr-with-handle-green.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40248917-7_1-asian-plastowares-look-beautifull-dustbin-jr-with-handle-green.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40248917-8_1-asian-plastowares-look-beautifull-dustbin-jr-with-handle-green.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Strong and durable Body.
Easy to clean
No need to touch the bin as it is equipped with an easy functional foot pedal.
Lightweight, easy to lift handle.
Modern Design Pedal bin with rich colour options",A lightweight and easy to lift handle dustbin which is equipped with a well functional foot pedal so you can easily dispose of your trash. It also has attractive and rich colour options for you to choose from. Wash with hands using mild soap.,"['EAN Code: 40248917', 'Manufacturer Name & Marketed by : Asian Plastoware Pvt LtdPlot d -7/1, road no. 16,MIDC, Andheri(E),Mumbai - 400093', 'For Complaints, Mail us at Ecom@asianplastowares.com or Call us at +91-22-66960033 / 66952426', 'Country of Origin:India', '","Asian Plastoware Pvt LtdPlot d -7/1, road no. 16,MIDC, Andheri(E),Mumbai - 400093",-,-,-,"Type- Dustbin
Material- Plastic
Design-Modern
Capacity- 8Ltr
Color- Green
Microwave safe- NO
Dishwasher safe- YES
Freezer safe-YES
Dimensions (in cm)- 26.5X.26.5X30
Package Content- 1",-
RET,RET-10,RET-10-14,RET-10-14-11,RET-10-14-11-11,Asian,"Asian Look Beautiful Dustbin Jr 8 Ltr with Handle - Orange, 1 pc","The Asian Plastoware Look Beautiful Dustbin is the perfect way to dispose your trash with an easy to operate pedal. The Asian Plastoware is made of sturdy and long-lasting materials. Dustbins are designed to withstand daily wear and tear and last for a long time. These dustbins come in a variety of appealing colours and that can easily be placed in your kitchen or storage room. Dustbins are heavy to lift and clean, however the Asian Plastoware Look Beautiful Dustbins are light and simple to clean! Explore the wide range of Asian Cromwell products from lunch boxes to trays and more only on Big Basket.",1 pc,pc,1 pc,1,1,395,279,"Asian Plastoware Pvt LtdPlot d -7/1, road no. 16,MIDC, Andheri(E),Mumbai - 400093",India,['40248918'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40248918_1-asian-look-beautifull-dustbin-jr-with-handle-orange.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40248918-2_1-asian-look-beautifull-dustbin-jr-with-handle-orange.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40248918-3_1-asian-look-beautifull-dustbin-jr-with-handle-orange.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40248918-4_1-asian-look-beautifull-dustbin-jr-with-handle-orange.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40248918-5_1-asian-look-beautifull-dustbin-jr-with-handle-orange.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40248918-6_1-asian-look-beautifull-dustbin-jr-with-handle-orange.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40248918-7_1-asian-look-beautifull-dustbin-jr-with-handle-orange.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40248918-8_1-asian-look-beautifull-dustbin-jr-with-handle-orange.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Strong and durable body.
Easy to clean
No need to touch the bin as it is equipped with an easy functional foot pedal.
Lightweight, easy to lift handle.
Modern Design Pedal bin with rich colour options",A lightweight and easy to lift handle dustbin which is equipped with a well functional foot pedal so you can easily dispose of your trash. It also has attractive and rich colour options for you to choose from. Wash with hands using mild soap.,"[{'EAN Code': '40248918'}, {'Manufacturer Name & Marketed by ': 'Asian Plastoware Pvt LtdPlot d -7/1, road no. 16,MIDC, Andheri(E),Mumbai - 400093'}, {'Country of Origin': 'India'}]","Asian Plastoware Pvt LtdPlot d -7/1, road no. 16,MIDC, Andheri(E),Mumbai - 400093",-,-,-,"Type- Dustbin
Material- Plastic
Design-Modern
Capacity- 8Ltr
Colour- Orange
Microwave safe- NO
Dishwasher safe- YES
Freezer safe-YES
Dimensions (in cm)- 26.5X.26.5X30
Package Content- 1",-
RET,RET-10,RET-10-14,RET-10-14-11,RET-10-14-11-11,Asian,"Asian Look Beautiful Dustbin Sr 11.5 Ltr with Handle - Blue, 1 pc","The Asian Plastoware Look Beautiful Dustbins are a modern and effortless way to dispose your trash with its easy to operate pedal. The Dustbin comes in a variety of colours and has a modern and well-functional pedal which allows you to dispose of your waste without having to contact the dustbin. Made from durable and strong materials, the Asian Plastoware Look Beautiful Dustbins are long lasting. They are made from lightweight materials that make it easy to clean and carry to change the dustbin cover. The dustbin has a large capacity to collect large amounts of trash. Explore the wide range of Asian Cromwell products from lunch boxes to trays and more only on Big Basket.",1 pc,pc,1 pc,1,1,503,379,"Asian Plastoware Pvt LtdPlot d -7/1, road no. 16,MIDC, Andheri(E),Mumbai - 400093",India,['8902330049501'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40248919_1-asian-plastowares-look-beautifull-dustbin-sr-with-handle-blue.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40248919-2_1-asian-plastowares-look-beautifull-dustbin-sr-with-handle-blue.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40248919-3_1-asian-plastowares-look-beautifull-dustbin-sr-with-handle-blue.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40248919-4_1-asian-plastowares-look-beautifull-dustbin-sr-with-handle-blue.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Strong and durable Body.
Easy to clean
No need to touch the bin as it is equipped with an easy functional foot pedal.
Lightweight, easy to lift handle.
Modern Design Pedal bin with rich colour options",A lightweight and easy to lift handle dustbin which is equipped with a well functional foot pedal so you can easily dispose of your trash. It also has attractive and rich colour options for you to choose from. Wash with hands using mild soap.,"['EAN Code: 8902330049501', 'Manufacturer Name & Marketed by : Asian Plastoware Pvt LtdPlot d -7/1, road no. 16,MIDC, Andheri(E),Mumbai - 400093', 'For Complaints, Mail us at Ecom@asianplastowares.com or Call us at +91-22-66960033 / 66952426', 'Country of Origin:India', '","Asian Plastoware Pvt LtdPlot d -7/1, road no. 16,MIDC, Andheri(E),Mumbai - 400093",-,-,-,"Type- Dustbin
Material- Plastic
Design-Modern
Capacity- 11.5 Ltr
Color- Blue
Microwave safe- NO
Dishwasher safe- YES
Freezer safe-YES
Dimensions (in cm)- 31X31X33
Package Content- 1",-
RET,RET-10,RET-10-14,RET-10-14-11,RET-10-14-11-11,Asian,"Asian Look Beautiful Dustbin Sr 11.5 Ltr with Handle - Green, 1 pc","The Asian Plastoware Look Beautiful Dustbins are effortless way to dispose your trash with its easy to operate modern well-functioning pedal. The Dustbin comes in a variety of colours and has a modern and well-functional pedal, which allows you to dispose of your waste without having to contact the dustbin. Made from durable and strong materials, the Asian Plastoware Look Beautiful Dustbins are long lasting. They have a high capacity and can hold a lot of garbage. They are made from lightweight materials that make it easy to clean and carry to change the dustbin cover. The Dustbin has a well-covered lid that does not allow for the smell to spread around your home. Explore the wide range of Asian Cromwell products from lunch boxes to trays and more only on Big Basket.",1 pc,pc,1 pc,1,1,503,379,"Asian Plastoware Pvt LtdPlot d -7/1, road no. 16,MIDC, Andheri(E),Mumbai - 400093",India,['8902330049488'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40248920_1-asian-plastowares-look-beautifull-dustbin-sr-with-handle-green.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40248920-2_1-asian-plastowares-look-beautifull-dustbin-sr-with-handle-green.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40248920-3_1-asian-plastowares-look-beautifull-dustbin-sr-with-handle-green.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40248920-4_1-asian-plastowares-look-beautifull-dustbin-sr-with-handle-green.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40248920-5_1-asian-plastowares-look-beautifull-dustbin-sr-with-handle-green.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40248920-6_1-asian-plastowares-look-beautifull-dustbin-sr-with-handle-green.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40248920-7_1-asian-plastowares-look-beautifull-dustbin-sr-with-handle-green.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40248920-8_1-asian-plastowares-look-beautifull-dustbin-sr-with-handle-green.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Strong and durable Body.
Easy to clean
No need to touch the bin as it is equipped with an easy functional foot pedal.
Lightweight, easy to lift handle.
Modern Design Pedal bin with rich colour options",A lightweight and easy to lift handle dustbin which is equipped with a well functional foot pedal so you can easily dispose of your trash. It also has attractive and rich colour options for you to choose from. Wash with hands using mild soap.,"['EAN Code: 8902330049488', 'Manufacturer Name & Marketed by : Asian Plastoware Pvt LtdPlot d -7/1, road no. 16,MIDC, Andheri(E),Mumbai - 400093', 'For Complaints, Mail us at Ecom@asianplastowares.com or Call us at +91-22-66960033 / 66952426', 'Country of Origin:India', '","Asian Plastoware Pvt LtdPlot d -7/1, road no. 16,MIDC, Andheri(E),Mumbai - 400093",-,-,-,"Type- Dustbin
Material- Plastic
Design-Modern Capacity- 11.5 Ltr
Color- Green
Microwave safe- NO
Dishwasher safe- YES
Freezer safe-YES
Dimensions (in cm)- 31X31X33
Package Content- 1",-
RET,RET-10,RET-10-14,RET-10-14-11,RET-10-14-11-11,Asian,"Asian Look Beautiful Dustbin Sr 11.5 Ltr with Handle - Orange, 1 pc","The Asian Plastoware Look Beautiful dustbin, with its simple to operate modern well-functioning pedal, are a straightforward way to dispose of your rubbish. The Dustbin is available in a range of colours and features a sleek and effective pedal that allows you to dispose of your waste without touching the dustbin. The Asian Plastoware Look Beautiful Dustbins are long-lasting, as they are made of robust and strong materials. The trashcan has a large capacity and can contain a lot of garbage. They are comprised of lightweight materials, making them simple to clean and transport when changing the trash can lid. The Dustbin features a well-covered lid that prevents the odour from spreading throughout your home. Explore the wide range of Asian Cromwell products from lunch boxes to trays and more only on Big Basket.",1 pc,pc,1 pc,1,1,503,379,"Asian Plastoware Pvt LtdPlot d -7/1, road no. 16,MIDC, Andheri(E),Mumbai - 400093",India,['40248921'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40248921_1-asian-plastowares-look-beautifull-dustbin-sr-with-handle-orange.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40248921-2_1-asian-plastowares-look-beautifull-dustbin-sr-with-handle-orange.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40248921-3_1-asian-plastowares-look-beautifull-dustbin-sr-with-handle-orange.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40248921-4_1-asian-plastowares-look-beautifull-dustbin-sr-with-handle-orange.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40248921-5_1-asian-plastowares-look-beautifull-dustbin-sr-with-handle-orange.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40248921-6_1-asian-plastowares-look-beautifull-dustbin-sr-with-handle-orange.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40248921-7_1-asian-plastowares-look-beautifull-dustbin-sr-with-handle-orange.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40248921-8_1-asian-plastowares-look-beautifull-dustbin-sr-with-handle-orange.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Strong and durable body.
Easy to clean
No need to touch the bin as it is equipped with an easy functional foot pedal.
Lightweight, easy to lift handle.
Modern Design Pedal bin with rich colour options",A lightweight and easy to lift handle dustbin which is equipped with a well functional foot pedal so you can easily dispose of your trash. It also has attractive and rich colour options for you to choose from. Wash with hands using mild soap.,"['EAN Code: 40248921', 'Manufacturer Name & Marketed by : Asian Plastoware Pvt LtdPlot d -7/1, road no. 16,MIDC, Andheri(E),Mumbai - 400093', 'For Complaints, Mail us at Ecom@asianplastowares.com or Call us at +91-22-66960033 / 66952426', 'Country of Origin:India', '","Asian Plastoware Pvt LtdPlot d -7/1, road no. 16,MIDC, Andheri(E),Mumbai - 400093",-,-,-,"Type- Dustbin
Material- Plastic
Design-Modern
Capacity- 11.5 Ltr
Color- Orange
Microwave safe- NO
Dishwasher safe- YES
Freezer safe-YES
Dimensions (in cm)- 31X31X33",-
RET,RET-10,RET-10-14,RET-10-14-11,RET-10-14-11-11,Asian,"Asian Look Elegant 4.5 Ltr Dustbin - Orange, 1 pc","The Asian Plastoware Look Elegant Dustbin is a convenient and easy solution to dispose of kitchen garbage as well as other home waste. The Dustbin is small and compact, making it simple to move around your home. It's made of tough, long-lasting materials and has a tight cover that keeps the waste's odour from remaining or spreading around the house. It has a modern pedal that allows for easy disposal too. Explore the wide range of Asian Cromwell products from lunch boxes to trays and more only on Big Basket.",1 pc,pc,1 pc,1,1,451,325,"Asian Plastoware Pvt LtdPlot d -7/1, road no. 16,MIDC, Andheri(E),Mumbai - 400093",India,['40248924'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40248924_1-asian-plastowares-look-elegant-dustbin-orange.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40248924-2_1-asian-plastowares-look-elegant-dustbin-orange.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40248924-3_1-asian-plastowares-look-elegant-dustbin-orange.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40248924-4_1-asian-plastowares-look-elegant-dustbin-orange.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Strong and durable Body.
Easy to clean
No need to touch the bin as it is equipped with an easy functional foot pedal.
Lightweight, easy to lift handle.
Modern Design Pedal bin with rich colour options","Modern design dustbin that has bright and attractive colors. With an easily functional foot pedal, it is a quick and effortless way to dispose of your trash without touching the bin. Wash with hands using mild soap.","['EAN Code: 40248924', 'Manufacturer Name & Marketed by : Asian Plastoware Pvt LtdPlot d -7/1, road no. 16,MIDC, Andheri(E),Mumbai - 400093', 'For Complaints, Mail us at Ecom@asianplastowares.com or Call us at +91-22-66960033 / 66952426', 'Country of Origin:India', '","Asian Plastoware Pvt LtdPlot d -7/1, road no. 16,MIDC, Andheri(E),Mumbai - 400093",-,-,-,"Type- Dustbin
Material- Plastic
Design-Modern
Capacity- 4.5Ltr
Color- Orange
Microwave safe- NO
Dishwasher safe- YES
Freezer safe-YES
Dimensions (in cm)- 21X21X29
Package Content- 1",-
RET,RET-10,RET-10-14,RET-10-14-11,RET-10-14-11-11,Asian,"Asian Multipurpose Plastic Basket For Fruits/Vegetable With Lid - Assorted Colour, 3 pcs (10 L + 3 L + 3 L)","Asian Multi Star Multipurpose Storage Basket this strong and steady storage basket set of 3 is ideal to store all fruits, Vegetable, household utilities, bathroom utilities and kitchen utilities. This set contains a set of 3 storage baskets with 2 different capacities. All baskets are in a rectangular shape with curved edges which helps to save more space in your cabinets. The baskets have a beautifully textured design that will add beauty to your home. Ideal to store fruits and vegetables, clothes, spice bottles, shampoo, dishwashing liquids etc.",3 pcs (10 L + 3 L + 3 L),pcs ( L +  L +  L),3 pcs (10 L + 3 L + 3 L),3,1,677,499,"Asian Plastoware Plot No. 7/1, ASIAN HOUSE, Plot B, Rd Number 16, near Suncity Hotel, M.I.D.C, Andheri East, Mumbai, Maharashtra 400093",India,['8902330409824'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40199887_6-asian-multipurpose-plastic-basket-for-fruitsvegetable-with-lid-assorted-colour.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40199887-2_3-asian-multipurpose-plastic-basket-for-fruitsvegetable-with-lid-assorted-colour.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40199887-3_3-asian-multipurpose-plastic-basket-for-fruitsvegetable-with-lid-assorted-colour.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40199887-4_3-asian-multipurpose-plastic-basket-for-fruitsvegetable-with-lid-assorted-colour.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1. Multipurpose storage basket. 2. It is sturdy and stable. 3. Helps in saving more space in your kitchen. 4. Easy to wash and clean.,-,"['EAN Code: 8902330409824', 'Manufactured & Marketed by: Asian Plastoware Plot No. 7/1, ASIAN HOUSE, Plot B, Rd Number 16, near Suncity Hotel, M.I.D.C, Andheri East, Mumbai, Maharashtra 400093', 'Country of origin: India', '","Asian Plastoware Plot No. 7/1, ASIAN HOUSE, Plot B, Rd Number 16, near Suncity Hotel, M.I.D.C, Andheri East, Mumbai, Maharashtra 400093",-,-,"Wash it with a soft cloth soaked in mild detergent and warm water.
Rinse thoroughly and dry with a soft cloth.","1. Brand : Asian 2. Type : Fruit basket 3. Body Material : Plastic 4. Material : Plastic 5. Color : Assorted 6. Size : 200, 300, 500 ml 7. Capacity : 200, 300, 500 ml 8. Dimension's : NA 9. Length : NA 10. Width : NA 11. Height : NA 12. Available Color : Assorted 13 . Package Contents : 3 pcs 1 Big & 2 Small Basket",-
RET,RET-10,RET-10-14,RET-10-14-11,RET-10-14-11-11,Asian,"Asian Multistar Fruit /Kitchen Storage Basket - Multipurpose, Durable, Pastel Blue, 4 pcs",Asian Multistar Storage Basket is made of heavy-grade plastic. This storage basket has a great woven design and a lid. It provides great looks and a good holding grip. It is a multipurpose rectangular shape storage basket. The curved edges help in saving more space in your cabinet. This sturdy and stable storage basket comes in a set of 4. It is easy to wash and clean.,4 pcs,pcs,4 pcs,4,1,1072,675,"Asian plastowares pvt Ltd, Asian Plastoware Pvt Ltd Plot d -7/1, road no. 16, MIDC, Andheri(E),Mumbai - 400093",India,['8902330050163'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40226030_2-asian-fruitkitchen-storage-basket-multi-utility-pastel-blue.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40226030-2_2-asian-fruitkitchen-storage-basket-multi-utility-pastel-blue.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40226030-3_2-asian-fruitkitchen-storage-basket-multi-utility-pastel-blue.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40226030-4_2-asian-fruitkitchen-storage-basket-multi-utility-pastel-blue.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40226030-5_2-asian-fruitkitchen-storage-basket-multi-utility-pastel-blue.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Multipurpose storage basket.
It is sturdy and stable. 
Helps in saving more space in your cabinet.","Ideal for storing fruits and vegetables, clothes, spice bottles, shampoo, dishwashing liquids and more.
You can also use it for storing all home utilities, bathroom utilities and kitchen utilities.","['EAN Code: 8902330050163', 'Manufacturer Name & Marketed by : Asian plastowares pvt Ltd, Asian Plastoware Pvt Ltd Plot d -7/1, road no. 16, MIDC, Andheri(E),Mumbai - 400093', 'Contact Number - +91-22-66960033 / 66952426', 'Country of Origin:India', '","Asian plastowares pvt Ltd, Asian Plastoware Pvt Ltd Plot d -7/1, road no. 16, MIDC, Andheri(E),Mumbai - 400093",-,-,-,"Brand :- Asian plastowares.
Type:- Storage Basket.
Material:- Plastic Colour:- Pastel Blue
Capacity:- 200 ml, 300 ml, 500 ml, 700 ml
Package Contents:- 4 -Storage Baskets. ( 1 - Big Basket, 1 - Medium Basket, 2 - Small Baskets)",-
