L0 Domain,L1 Sub-Domain,L2 Category,L3 Sub-Category,L4 Product Enum-Code,Brand,Product Name,Product Description,Product Quantity,UOM,Net Quantity,Pack Quantity,Pack Size,MRP,Price,Manufacturer,Country Of Origin,UPC/EAN,FSSAI no,Images,Images / Video,Images.3,Images.4,Images.5,Images.6,Images.7,Images.8,Images.9,Images.10,SKU Code,Customer Care Contact,Time to Ship,Returnable (Y/N),Cancellable (Y/N),COD available (Y/N),Preservatives (Y/N),Preservatives (details),Flavours & Spices,Ready to cook (Y/N),Ready to eat (Y/N),Rice grain type,Recommended Age,Scented/ Flavour,Herbal/ Ayurvedic,Theme/ Occasion Type,Hair Type,Mineral Source,Caffeine Content,Capacity,Benefits,Usage,Other details,Marketed By,Baby Weight,Absorption Duration (in Hrs),Features,Ingredients,Ingredient,From The Brand,About
RET,RET-10,RET-10-16,RET-10-16-10,RET-10-16-10-10,Aashirvaad,"Aashirvaad Nature‚s Superfoods Multi Millet Mix - Rich In Dietary Fibre, 500 g Pouch","Want to add nutrition to your diet but do not want to give up on the taste of your existing dishes? Aashirvaad Nature's Superfoods ensures you can add nutrition to your dough or batter and make the same delicious rotis, paranthas, pooris, idlis and dosas without compromising on the taste. In just 3 easy steps: Cut the pack, Mix it with your daily atta or batter and cook as usual, you ensure that you add the benefits of 5 millets without changing the taste. Aashirvaad Nature's Superfoods Multi-Millet Mix is made of 5 millets - jowar, bajra, ragi, navane and quinoa and thus power packs your food with proteins, vitamins, dietary fibre and more.",500 g Pouch,g Pouch,500 g Pouch,1,1,85,76.5,"ITC Limited, 37, J.L. Nehru Road, Kolkata- 700071.",India,['40172983'],['10012031000312'],https://datalabs.siva3.io/image/Eunimart_groceries_40172983_4-aashirvaad-natures-super-foods-multi-millet-mix.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40172983-2_4-aashirvaad-natures-super-foods-multi-millet-mix.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40172983-3_4-aashirvaad-natures-super-foods-multi-millet-mix.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40172983-4_4-aashirvaad-natures-super-foods-multi-millet-mix.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40172983-5_4-aashirvaad-natures-super-foods-multi-millet-mix.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40172983-6_3-aashirvaad-natures-super-foods-multi-millet-mix.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40172983-7_2-aashirvaad-natures-super-foods-multi-millet-mix.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40172983-8_1-aashirvaad-natures-super-foods-multi-millet-mix.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 40172983', 'Country of origin: India', 'FSSAI NO: 10012031000312', 'Manufactured & Marketed by: ITC Limited, 37, J.L. Nehru Road, Kolkata- 700071‚\x82.', 'Best before __PSL __ days from the delivery date', '","ITC Limited, 37, J.L. Nehru Road, Kolkata- 700071.",-,-,"Aashirvaad Nature‚s Superfoods Multi Millet Mix is made from Jowar, Bajra, Ragi, Quinoa and Navane Mix
Nutrition with Taste in 3 easy steps - Cut the pack, Mix it with your dough or batter, and cook as usual It is a source of iron, magnesium, fibre, vitamins and more
Add nutrition to your diet without compromising on taste Mix it with regular atta or dosa batter to make mouth-watering dishes and get the best of both, nutrition and taste","Jowar Flour, Navane Flour, Bajra Flour, Ragi Flour, And Quinoa Flour.",-,-,-
RET,RET-10,RET-10-16,RET-10-16-10,RET-10-16-10-10,Aashirvaad,"Aashirvaad Select Atta/Godihittu, 5 kg Pouch","Aashirvaad Select Sharbati Atta makes for a premium choice for daily meals. If you want better digestion and softer rotis, don't bother looking any further. This Aashirvaad Select Sharbati Atta is made from the finest grains sourced from MP and made with love and care. Handpicked, golden grains are used to make this atta. Aashirvaad Select Sharbati Atta helps you avoid hunger pangs and keeps you fuller for longer because of its high fibre. Explore a wide range of premium quality, superior groceries, grains, pulses, condiments, spices and more from Aashirvaad only on Big Basket.",5 kg Pouch,kg Pouch,5 kg Pouch,1,1,351,312.39,"ITC Limited, 37, J.L. Nehru Road, Kolkata- 700071.",India,['8901725007911'],-,https://datalabs.siva3.io/image/Eunimart_groceries_204629_16-aashirvaad-select-atta.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_204629-2_14-aashirvaad-select-atta.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_204629-3_14-aashirvaad-select-atta.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_204629-4_14-aashirvaad-select-atta.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_204629-5_11-aashirvaad-select-atta.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_204629-6_9-aashirvaad-select-atta.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_204629-7_4-aashirvaad-select-atta.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_204629-8_4-aashirvaad-select-atta.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_204629-9_1-aashirvaad-select-atta.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Premium quality
Perfect for Indian cooking
Hygienically packed","Use it to make rotis, phulkas and more.
Store in a cool, dry and hygienic place.","[{'EAN Code': '8901725007911'}, {'Manufactured Name & Marketed By': 'ITC Limited, 37, J.L. Nehru Road, Kolkata- 700071.'}, {'FSSAI': ''}, {'Country of Origin': 'India'}, {'Best Before 16-04-2023. ","ITC Limited, 37, J.L. Nehru Road, Kolkata- 700071.",-,-,-,-,-,-,-
RET,RET-10,RET-10-16,RET-10-16-10,RET-10-16-10-10,Aashirvaad,"Aashirvaad Select Sharbati Atta - Rich In Nutrients, For Soft & Fluffy Roti, 10 kg","Made from the King of Wheat ‚“ Sharbati, Aashirvaad Select is a premium quality aata which is made with love in India. This sharbati wheat flour contains 100% Sharbati wheat from select regions of Madhya Pradesh. The grains of sharabati atta are consistent in size and have a golden sheen to it. Aashirvaad experts handpick the grains ensuring that the grains are consistent in size and have the golden glow that makes Aashirvaad Select Atta truly Select. The fields of Sharbati wheat in the regions of Madhya Pradesh are sun-kissed to perfection and showered by the right amount of rain. The dough made from the King of Wheat ‚“ Sharbati, absorbs more water which leads to the rotis being sweet in taste and softer in texture. Behind every atta pack is the Aashirvaad experts who‚ve made it with extra care. By using Aashirvaad‚s process to lock in the nutrients in the flour, it ensures that you and your family receive all the nutrients. Aashirvaad Select makes sure that you and your family remain fit and healthy as you enjoy delicious, soft, and fluffy rotis.",10 kg,kg,10 kg,1,1,680,578,"ITC Limited, 37, J.L. Nehru Road, Kolkata- 700071",India,['40236231'],['10012031000312'],https://datalabs.siva3.io/image/Eunimart_groceries_40236231_2-aashirvaad-select-sharbati-atta-100-mp-whole-wheat-rotis-stay-softer-for-longer.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40236231-2_2-aashirvaad-select-sharbati-atta-100-mp-whole-wheat-rotis-stay-softer-for-longer.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40236231-3_2-aashirvaad-select-sharbati-atta-100-mp-whole-wheat-rotis-stay-softer-for-longer.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40236231-4_2-aashirvaad-select-sharbati-atta-100-mp-whole-wheat-rotis-stay-softer-for-longer.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40236231-5_2-aashirvaad-select-sharbati-atta-100-mp-whole-wheat-rotis-stay-softer-for-longer.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40236231-6_1-aashirvaad-select-sharbati-atta-100-mp-whole-wheat-rotis-stay-softer-for-longer.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40236231-7_1-aashirvaad-select-sharbati-atta-100-mp-whole-wheat-rotis-stay-softer-for-longer.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40236231-8_1-aashirvaad-select-sharbati-atta-100-mp-whole-wheat-rotis-stay-softer-for-longer.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40236231-9_1-aashirvaad-select-sharbati-atta-100-mp-whole-wheat-rotis-stay-softer-for-longer.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '40236231'}, {'FSSAI No': '10012031000312'}, {'Manufactured & Marketed by': 'ITC Limited, 37, J.L. Nehru Road, Kolkata- 700071'}, {'Country of origin': 'India'}, {'","ITC Limited, 37, J.L. Nehru Road, Kolkata- 700071",-,-,"Aashirvaad Select is made with 100% Sharbati wheat which is harvested from selected regions of Madhya Pradesh
Aashirvaad Select is a premium quality atta made from the King of Wheat ‚“ Sharbati wheat grains which are consistent in size and have a golden sheen
Rotis made with Aashirvaad Select Sharbati atta are sweet in taste and softer in texture
This premium quality wheat flour has been made with Aashirvaad‚s process to lock in nutrition which ensures that you and your family receive the taste as well as nutrition
Aashirvaad Select has been made with love in India",Whole Wheat (Sharbati).,-,-,-
RET,RET-10,RET-10-16,RET-10-16-10,RET-10-16-10-10,Aashirvaad,"Aashirvaad Sugar Release Control Atta/Godihittu, 1 kg","In search of a Low GI Atta without compromising on taste? Then your search ends with Aashirvaad Sugar Release Control Atta. A blend of whole wheat flour and pulse/ legume flours, Aashirvaad Sugar Release Control atta provides you and your family with benefits of Low GI without compromising on the taste. Made with the choicest of grains sourced from the fields across the country, this atta has been made with love in India. The atta releases sugar slowly in the body and thus helps in preventing sugar level spikes. What's more? This atta tastes just like your regular atta.",1 kg,kg,1 kg,1,1,85,82.45,"ITC Limited, 37, J.L. Nehru Road, Kolkata- 700071",India,['8890172510105'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40077102_5-aashirvaad-sugar-release-control-atta.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40077102-2_4-aashirvaad-sugar-release-control-atta.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40077102-3_4-aashirvaad-sugar-release-control-atta.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40077102-4_4-aashirvaad-sugar-release-control-atta.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40077102-5_4-aashirvaad-sugar-release-control-atta.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40077102-6_4-aashirvaad-sugar-release-control-atta.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40077102-7_3-aashirvaad-sugar-release-control-atta.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40077102-8_3-aashirvaad-sugar-release-control-atta.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 8890172510105', 'Manufactured & Marketed by: ITC Limited, 37, J.L. Nehru Road, Kolkata- 700071', 'Country of origin: India', 'FSSAI Number :', 'Best before 16-04-2023', '","ITC Limited, 37, J.L. Nehru Road, Kolkata- 700071",-,-,"Aashirvaad Sugar Release Control Atta releases sugar slowly in your body and helps in preventing sugar level spikes
It is low in GI but high in taste
This Aashirvaad atta is a source of protein and is high in fibre which ensures a fit and active life
The ingredients chosen for Aashirvaad Sugar Release Control Atta are mixed in precise proportions to ensure that there is no compromise in taste as you continue enjoying tasty rotis
Made with the choicest of grains, Aashirvaad Sugar Release Control Atta has been made with Love in India","Whole Wheat Flour, Multigrain Flour Mixture (Defatted Soya Flour, Bengal Gram Flour, Oat Flour, Psyllium Husk Powder, Maize Flour And Fenugreek Powder (Methi).",-,-,-
RET,RET-10,RET-10-16,RET-10-16-10,RET-10-16-10-10,Aashirvaad,"Aashirvaad Sugar Release Control Atta/Godihittu, 5 kg","Aashirvaad Sugar Release Control Atta is perfect for those with diabetes. If you want an option to enjoy tasty food without worrying about GI, this is it. This Aashirvaad Sugar Release Control Atta is made from a special grain mix with methi and oats sourced from across the country and made in India with love and care. Handpicked, golden grains are used to make this atta. Aashirvaad Sugar Release Control Atta helps you avoid hunger pangs and keeps you fuller for longer because of its high fibre. Explore a wide range of premium quality, superior groceries, grains, pulses, condiments, spices and more from Aashirvaad only on Big Basket.",5 kg,kg,5 kg,1,1,420,341,"ITC Limited, 37, J.L. Nehru Road, Kolkata- 700071.",India,['40077103'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40077103_7-aashirvaad-sugar-release-control-atta.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40077103-2_9-aashirvaad-sugar-release-control-atta.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40077103-3_9-aashirvaad-sugar-release-control-atta.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40077103-4_9-aashirvaad-sugar-release-control-atta.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40077103-5_9-aashirvaad-sugar-release-control-atta.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40077103-6_8-aashirvaad-sugar-release-control-atta.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40077103-7_3-aashirvaad-sugar-release-control-atta.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40077103-8_3-aashirvaad-sugar-release-control-atta.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Premium quality
Perfect for Indian cooking
Hygienically packed","Use it to make rotis, phulkas and more.
Store in a cool, dry and hygienic place.","['EAN Code: 40077103', 'Manufactured Name & Marketed By :ITC Limited, 37, J.L. Nehru Road, Kolkata- 700071.', 'FSSAI :', 'Country of Origin: India', 'Best Before 16-04-2023. ","ITC Limited, 37, J.L. Nehru Road, Kolkata- 700071.",-,-,-,-,-,-,-
RET,RET-10,RET-10-16,RET-10-16-10,RET-10-16-10-10,Ajinomoto,"Ajinomoto Hapima Crispy Fry Mix, 75 g","Ajinomoto Hapima Crispy Fry Mix is an all in one fry mix seasoning with good combination of selected spices and ingredients. You can cook crispy and delicious fried vegetable and chicken by coating and frying. It is a complete breading mix that guarantees the crispiness, crunchiness and juiciness of fried chicken.",75 g,g,75 g,1,1,22,22,"SPICE RICH SEASONINGS PVT LTD, AMBUNADU, MALAYIDAMTHUUTH, P.O, ERNAKULAM-683561 ",India,['8906023901343'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40031698_2-ajinomoto-hapima-crispy-fry-mix.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40031698-2_2-ajinomoto-hapima-crispy-fry-mix.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40031698-3_2-ajinomoto-hapima-crispy-fry-mix.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40031698-4_2-ajinomoto-hapima-crispy-fry-mix.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40031698-5_2-ajinomoto-hapima-crispy-fry-mix.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '8906023901343 Country of origin: India Manufactured by: SPICE RICH SEASONINGS PVT LTD, AMBUNADU, MALAYIDAMTHUUTH, P.O, ERNAKULAM-683561 Best before 11-05-2022 ",-,-,-,-,"Maida (70.6%),
Maize starch (12.5%),
Spices mix 6.8%
(Chilli, Black pepper, garlic, White pepper, Ginger, Onion),
Iodized salt.",-,-,-
RET,RET-10,RET-10-16,RET-10-16-10,RET-10-16-10-10,Ajinomoto,"Ajinomoto Hapima Crispy Fry Mix, 75 g","Ajinomoto Hapima Crispy Fry Mix is an all in one fry mix seasoning with good combination of selected spices and ingredients. You can cook crispy and delicious fried vegetable and chicken by coating and frying. It is a complete breading mix that guarantees the crispiness, crunchiness and juiciness of fried chicken.",75 g,g,75 g,1,1,22,22,"SPICE RICH SEASONINGS PVT LTD, AMBUNADU, MALAYIDAMTHUUTH, P.O, ERNAKULAM-683561 ",India,['8906023901343'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40031698_2-ajinomoto-hapima-crispy-fry-mix.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40031698-2_2-ajinomoto-hapima-crispy-fry-mix.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40031698-3_2-ajinomoto-hapima-crispy-fry-mix.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40031698-4_2-ajinomoto-hapima-crispy-fry-mix.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40031698-5_2-ajinomoto-hapima-crispy-fry-mix.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 8906023901343 Country of origin: India Manufactured by: SPICE RICH SEASONINGS PVT LTD, AMBUNADU, MALAYIDAMTHUUTH, P.O, ERNAKULAM-683561 Best before 11-05-2022 ",-,-,-,-,"Maida (70.6%),
Maize starch (12.5%),
Spices mix 6.8%
(Chilli, Black pepper, garlic, White pepper, Ginger, Onion),
Iodized salt.",-,-,-
RET,RET-10,RET-10-16,RET-10-16-10,RET-10-16-10-10,American Garden,"American Garden Bread Crumbs - Plain, 425 g","American garden bread crumbs are the perfect choice to compliment crisp, uniform grain. Gives a nice golden color after frying. Features and Benefits : Enriched flour (malted barley flour, niacin, ferrous sulfate, thiamin mononitrate (vitamin b1), riboflavin (vitamin b2), folic acid) used. Allergens : Contains wheat, milk and soy Weight : 425 gm Store in a cool dry place",425 g,g,425 g,1,1,275,275,"American Garden Co, New York, NY 10001, USA",Usa,-,-,https://datalabs.siva3.io/image/Eunimart_groceries_30003338_4-american-garden-bread-crumbs-plain.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_30003338-2_3-american-garden-bread-crumbs-plain.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_30003338-3_2-american-garden-bread-crumbs-plain.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_30003338-4_1-american-garden-bread-crumbs-plain.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_30003338-5_1-american-garden-bread-crumbs-plain.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Place flour, eggs and bread crumbs, separately in 3 different shallow dishes. Dip each seasoned chicken / fish into the flour and shake off the excess. Next run the chicken / fish through the egg to coat it lightly. Finally lay the chicken / fish in the bread crumbs, turn it over and press it into the breading to coat. Place the breaded chicken / fish onto a waxed paper. fry","['EAN Code: EAN_&&', 'Manufactured by: American Garden Co, New York, NY 10001, USA', 'Marketed by: Bajoria Foods Pvt. Ltd, 103, Aadarsh Bldg, R.T.O Lane, Four Bungalows, Andheri (W), Mumbai - 400053', 'Country of Origin: USA', 'Best before 27-11-2023', '","Bajoria Foods Pvt. Ltd, 103, Aadarsh Bldg, R.T.O Lane, Four Bungalows, Andheri (W), Mumbai - 400053",-,-,-,"Enriched flour, (malted barley flour, niacin, ferrous sulfate, thiamin mononitrate (vitamin b1), riboflavin (vitamin b2), folic acid), high fructose corn syrup, corn syrup, partially hydrogenated vegetable oil (soybean and/or cottonseed and/or corn and/or canola oils), water, salt, contains 2% or less of: yeast, brown sugar, honey, molasses, sugar, wheat gluten, whey, soy flour, whole wheat flour, rye flour, corn flour, oat bran, corn meal, rice flour, potato flour, butter, dough conditioners (mono ‚“ and diglycerides, sodium and/or calcium stearoyl lactylate, soy lecithin, calcium carbonate), yeast nutrients (ammonium sulfate, calcium sulfate, monocalcium phosphate), distilled vinegar, skim milk, buttermilk, lactic acid, calcium propionate (preservative), potassium sorbate (preservative). May contain sesame seeds. Contains: Wheat, milk, and soy.",-,-,-
RET,RET-10,RET-10-16,RET-10-16-10,RET-10-16-10-10,BAKERS,"BAKERS Corn Flour - Nutritious & Delicious, 100 g","Bakers Corn Flour is traditional and authentic corn flour that can be used in various recipes. Corn flour is made by grinding maize kernels into a slightly rough powder. The flour is used in a few recipes as a thickening agent or crisping agent. It can also help in the binding of other flours. Corn flour can be used to make biscuits, cakes, cookies, muffins, soups etc. Use it as per your liking in your favourite recipes and transfer the magic in your hands to the food. Explore the range of products by Bakers only on BigBasket.",100 g,g,100 g,1,1,33,33,"BAKERS COLOURS AND FLAVOUR(INDIA) 333/1B1, KALAPANAICKENPALAYAM, GAS BUNK, SOMAYAMPALAYAM VILLAGE, COIMBATORE-641108 .",India,['8906012890061'],['12421999000191'],https://datalabs.siva3.io/image/Eunimart_groceries_40285472_1-bakers-corn-flour-nutritious-delicious.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40285472-2_1-bakers-corn-flour-nutritious-delicious.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40285472-3_1-bakers-corn-flour-nutritious-delicious.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40285472-4_1-bakers-corn-flour-nutritious-delicious.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40285472-5_1-bakers-corn-flour-nutritious-delicious.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 8906012890061', 'Manufactured Name & Marketed By :BAKERS COLOURS AND FLAVOUR(INDIA) 333/1B1, KALAPANAICKENPALAYAM, GAS BUNK, SOMAYAMPALAYAM VILLAGE, COIMBATORE-641108 .', 'FSSAI :12421999000191', 'Country of Origin: India', 'Best Before 01-03-2024.', '","BAKERS COLOURS AND FLAVOUR(INDIA) 333/1B1, KALAPANAICKENPALAYAM, GAS BUNK, SOMAYAMPALAYAM VILLAGE, COIMBATORE-641108 .",-,-,-,Corn Flour,-,-,-
RET,RET-10,RET-10-16,RET-10-16-10,RET-10-16-10-10,BB Popular,"BB Popular Ragi/nachni Flour, 500 g Pouch","Ragi flour is fresh, untreated and healthy. It is a most wanted of calorie conscious people as it is super low on calories. It is a high-quality source of calcium and iron. It is free from synthetic chemicals and pesticides.",500 g Pouch,g Pouch,500 g Pouch,1,1,50,24,"Bangalore Papa's Trading No 39/40, 2nd Cross, KN Govindareddy Layout, Arkere, Bannerghatta Road, Bangalore - 560076.",India,['40233620'],['11214334000011'],https://datalabs.siva3.io/image/Eunimart_groceries_40233620_2-bb-popular-ragi-flour-high-source-of-iron-calcium.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"It can be used to make everything from snacks and rotis to sweets and bread.
Ragi flour is mostly used in the southern parts of India.","['EAN Code: 40233620', ""Manufactured Name &  : Bangalore Papa's Trading No 39/40, 2nd Cross, KN Govindareddy Layout, Arkere, Bannerghatta Road, Bangalore - 560076."", 'Marketed by: Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071.', 'Country of Origin: India', 'FSSAI : 11214334000011', 'Best before 01-04-2023', '","Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071.",-,-,-,Ragi,-,-,-
RET,RET-10,RET-10-16,RET-10-16-10,RET-10-16-10-10,BB Royal,"BB Royal 100% MP Sharbati Atta, 2x1 kg Multipack","The magical recipe for soft, fluffy & delicious roti is hidden in BB Royal Fortified Sharbati Atta. It is made from the Superior grade of Sharbati wheat grains sourced directly from the farmers of the Sehore district of Madhya Pradesh. These golden big ambers of grains are passed through multi-quality tests to ensure only clean grains go for further processing.",2x1 kg Multipack,kg Multipack,2x1 kg Multipack,1,1,136,132,"Sathvik Agro Food Industries Private Limited, 124/4, Tehsil Ashta, District Sehore 466116 Madhya Pradesh, India br> Marketed by: Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071",India,['1205602'],['10019043002767'],https://datalabs.siva3.io/image/Eunimart_groceries_205602_5-bb-royal-100-mp-sharbati-atta.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '1205602'}, {'Country of origin': 'India'}, {'FSSAI Number': '10015042002228'}, {'Manufacturer Name and ': 'Sathvik Agro Food Industries Private Limited, 124/4, Tehsil Ashta, District Sehore 466116 Madhya Pradesh, India br> Marketed by: Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071'}, {'FSSAI Number': '10019043002767'}]","Sathvik Agro Food Industries Private Limited, 124/4, Tehsil Ashta, District Sehore 466116 Madhya Pradesh, India br> Marketed by: Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071",-,-,"Made with premium quality of Sharbati wheat from Madhya Pradesh‚s Sehore district.
Fortified Atta with essential micronutrients like Vitamin B12, Iron and Folic Acid.
Processed with CSIR ‚“ CFTRI technology.
100% Whole wheat and 0% added Maida or preservatives.
Sourced Directly to farmers that help them earn better as there is no middlemen in between.
Gives you super soft rotis.
Atta processing centers are certified for Food Safety Management system ISO 22000 to monitor and verify the quality systems.
100% clean & hygienic wheat is used for making flour after going through multi-stage quality tests.
Wheat is sourced at the time of harvest & the same wheat is stored in warehouses under the supervision of the BB QA team to maintain consistent quality throughout the year.
Strict guidelines are followed while cleaning, processing & packaging which is completely automized for hygiene & superior quality.","Wheat.
Sodium Iron (EDTA).
Folic Acid.
Vitamin B12.",-,-,-
