L0 Domain,L1 Sub-Domain,L2 Category,L3 Sub-Category,L4 Product Enum-Code,Brand,Product Name,Product Description,Product Quantity,UOM,Net Quantity,Pack Quantity,Pack Size,MRP,Price,Manufacturer,Country Of Origin,UPC/EAN,FSSAI no,Images,Images / Video,Images.3,Images.4,Images.5,Images.6,Images.7,Images.8,Images.9,Images.10,SKU Code,Customer Care Contact,Time to Ship,Returnable (Y/N),Cancellable (Y/N),COD available (Y/N),Preservatives (Y/N),Preservatives (details),Flavours & Spices,Ready to cook (Y/N),Ready to eat (Y/N),Rice grain type,Recommended Age,Scented/ Flavour,Herbal/ Ayurvedic,Theme/ Occasion Type,Hair Type,Mineral Source,Caffeine Content,Capacity,Composition,Benefits,Usage,Other details,Marketed By,Baby Weight,Absorption Duration (in Hrs),Features,Care Instruction,Ingredients,Ingredient,Specification,Package Contains,About
RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-16,Atish,"Atish Papad - Jeera Rice, 100 g Pouch","Atish Papad Jeera Rice Papad is a crunchy Indian-style wafer made with fine-quality Rice flour and freshly blended spices. These high-quality. Atish Papad Is tasty and is prepared in hygienic conditions with the traditional papad recipe. You may have the Jeera Rice Papad in a number of ways such as for starters, papad sabzi served with roti or even as a fried or roasted side dish with the meals.",100 g Pouch,g,100 g Pouch,1,1,30,30,JAIN GRUUHA FOODS PVT LTD #8 Thiruguppa Lane 2nd cross cotton pet main road bagalore -560053,India,['8906051090835'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40016453_3-atish-papad-jeera-rice.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40016453-2_4-atish-papad-jeera-rice.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40016453-3_4-atish-papad-jeera-rice.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40016453-4_4-atish-papad-jeera-rice.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40016453-5_4-atish-papad-jeera-rice.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Deep fry in oil and eat as an accompaniment with meals.,"['EAN Code: 8906051090835', 'Country Of Origin: India', '",-,-,-,-,-,"Rice Flour, Water, Salt, Jeera, Sago Etc.",-,-,-,-
RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-16,Atish,"Atish Papad - Onion Disco Papad, 200 g Pouch","Papads are prepared from urad dal flour and spiced with taste. They are supplied roasted on an open flame, which creates fluffy and crunchy appetisers.",200 g Pouch,g,200 g Pouch,1,1,65,45.5,No 8 Thiruguppa Lane 2nd cross cottonpet main road bangalore 560053,India,['40024653'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40024653_5-atish-papad-onion-disco.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40024653-2_3-atish-papad-onion-disco.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40024653-3_3-atish-papad-onion-disco.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40024653-4_2-atish-papad-onion-disco.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40024653-5_2-atish-papad-onion-disco.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40024653-6_1-atish-papad-onion-disco.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Deep fry in oil and eat as an accompaniment with meals.,"[{'EAN Code': '40024653'}, {'Country Of Origin': 'India'}, {'Manufacturer Name and ': 'No 8 Thiruguppa Lane 2nd cross cottonpet main road bangalore 560053'}]",-,-,-,-,-,"Onion Powder, Wheat Flour, Maize Starch,Tapioca Starch, Salt",-,-,-,-
RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-16,Atish,"Atish Papad - Potato Disco Papad, 200 g Pouch",Atish Papad Potato Disco Papads add crunchiness to any Indian meal and this Potato Disco Papad provides extra zing and crunch to the meal with their fine raw material and hygienic production processes.,200 g Pouch,g,200 g Pouch,1,1,48,33.6,No 8 Thiruguppa Lane 2nd cross cottonpet main road bangalore 560053,India,['898065191337'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40016450_5-atish-papad-potato-disco.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40016450-2_3-atish-papad-potato-disco.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40016450-3_3-atish-papad-potato-disco.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40016450-4_2-atish-papad-potato-disco.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40016450-5_2-atish-papad-potato-disco.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40016450-6_1-atish-papad-potato-disco.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Deep fry in oil and eat as an accompaniment with meals.,"[{'EAN Code': '898065191337'}, {'FSSAI No': ''}, {'Manufactured & Marketed by': 'No 8 Thiruguppa Lane 2nd cross cottonpet main road bangalore 560053'}, {'Country of origin': 'India'}]",No 8 Thiruguppa Lane 2nd cross cottonpet main road bangalore 560053,-,-,-,-,"Potato Powder, Wheat Flour, Maize Starch,Tapioca Starch, Salt.",-,-,-,-
RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-16,Atish,"Atish Papad - Sago, 150 g (Buy 1 Get 1 Free)","Papads are prepared from urad dal flour and spiced with taste. They are supplied roasted on an open flame, which creates them fluffy and crunchy appetizers.",150 g (Buy 1 Get 1 Free),g,150 g (Buy 1 Get 1 Free),1,1,56,56,No 8 Thiruguppa Lane 2nd cross cottonpet main road bangalore 560053,India,['40024659'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40024659_8-atish-papad-sago.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40024659-2_6-atish-papad-sago.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40024659-3_6-atish-papad-sago.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40024659-4_5-atish-papad-sago.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40024659-5_1-atish-papad-sago.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Deep fry in oil and eat as an accompaniment with meals.,"[{'EAN Code': '40024659'}, {'Country Of Origin': 'India'}, {'Manufacturer Name and ': 'No 8 Thiruguppa Lane 2nd cross cottonpet main road bangalore 560053'}]",-,-,-,-,-,"Wheat Flour, Rice Flour, Corn Flour, Maize Starch,Tapioca Starch, Salt.",-,-,-,-
RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-16,Atish,"Atish Papad - Special Punjabi Masala, 250 g Pouch",-,250 g Pouch,g,250 g Pouch,1,1,95,85.5,JAIN GRUUHA FOODS PVT LTD #8 Thiruguppa Lane 2nd cross cotton pet main road bagalore -560053,India,['8906051090033'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40016461_1-atish-papad-special-punjabi-masala.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40016461-2_1-atish-papad-special-punjabi-masala.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '8906051090033'}, {'Country of origin': 'India'}]",-,-,-,-,-,"Urad Dal Flour, Salt, Water, Hings, Calcium Bi-Carbonate (Papad Khar), Edible Oil, Black Pepper etc.",-,-,-,-
RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-16,Atish,"Atish Papad - Special Punjabi Masala, 250 g Pouch",-,250 g Pouch,g,250 g Pouch,1,1,95,85.5,JAIN GRUUHA FOODS PVT LTD #8 Thiruguppa Lane 2nd cross cotton pet main road bagalore -560053,India,['8906051090033'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40016461_1-atish-papad-special-punjabi-masala.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40016461-2_1-atish-papad-special-punjabi-masala.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '8906051090033'}, {'Country of origin': 'India'}]",-,-,-,-,-,"Urad Dal Flour, Salt, Water, Hings, Calcium Bi-Carbonate (Papad Khar), Edible Oil, Black Pepper etc.",-,-,-,-
RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-16,Atish,"Atish Papad - Special Sindh Disco, 200 g Pouch",Atish Papad Sindhi Papads add crunchiness to any Indian meal and these Sindh Papad provides the extra zing and crunch to the meal with their fine raw material and hygienic production processes.,200 g Pouch,g,200 g Pouch,1,1,80,80,JAIN GRUUHA FOODS PVT LTD #8 Thiruguppa Lane 2nd cross cotton pet main road bagalore -560053,India,['40016447'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40016447_4-atish-papad-special-sindh-disco.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40016447-2_4-atish-papad-special-sindh-disco.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40016447-3_4-atish-papad-special-sindh-disco.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40016447-4_4-atish-papad-special-sindh-disco.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Deep fry in oil and eat as an accompaniment with meals.,"[{'EAN Code': '40016447'}, {'Country Of Origin': 'India'}]",-,-,-,-,-,"Urad Dal Flour, Salt, Water, Hing, Papad Khar, Edible Oil, Red Chilli, Jeera, Black Pepper.",-,-,-,-
RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-16,Atish,"Atish Papad - Special Sindhi Masala, 200 g Pouch","Atish Papad Special Sindhi Masala Papad is a crunchy Indian-style wafer made with fine-quality urad dal flour and freshly blended spices. These high-quality. Atish Papad Is tasty and are prepared in hygienic conditions with the traditional papad recipe. You may have the Masala Papad in a number of ways such as for starters, papad sabzi served with roti or even as a fried or roasted side dish with the meals.",200 g Pouch,g,200 g Pouch,1,1,76,68.4,JAIN GRUUHA FOODS PVT LTD #8 Thiruguppa Lane 2nd cross cotton pet main road bagalore -560053,India,['40016457'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40016457_3-atish-papad-special-sindhi-masala.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40016457-2_5-atish-papad-special-sindhi-masala.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40016457-3_5-atish-papad-special-sindhi-masala.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40016457-4_5-atish-papad-special-sindhi-masala.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40016457-5_5-atish-papad-special-sindhi-masala.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Deep fry in oil and eat as an accompaniment with meals.,"[{'EAN Code': '40016457'}, {'Country Of Origin': 'India'}]",-,-,-,-,-,"Urad Dal Flour, Salt, Water, Hing, Papad Khar, Edible Oil, Red Chilli, Jeera, Black Pepper.",-,-,-,-
RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-16,Atish,"Atish Papad - Tomato Rice, 100 g Pouch","Atish Papad Tomato Rice Papads add crunchiness to any Indian meal and this Tomato Rice Papad provides the extra zing and crunch to the meal with their fine raw material and hygienic production processes. Hygienically prepared and crispy, papad is one of the favourites dishes that can make any boring meal interesting. This flavoursome papad will be your favourite munching option.",100 g Pouch,g,100 g Pouch,1,1,30,30,JAIN GRUUHA FOODS PVT LTD #8 Thiruguppa Lane 2nd cross cotton pet main road bagalore -560053,India,['40016452'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40016452_1-atish-papad-tomato-rice.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Deep fry in oil and eat as an accompaniment with meals.,"[{'EAN Code': '40016452'}, {'Country Of Origin': 'India'}]",-,-,-,-,-,"Rice Flour, Water, Salt, Tomato Flavour, Sago Etc.",-,-,-,-
RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-16,Atish,"Atish Papad - Wheel, 200 g (Buy 1 Get 1 Free)","Papads are prepared from urad dal flour and spiced with taste. They are supplied roasted on an open flame, which creates fluffy and crunchy appetisers.",200 g (Buy 1 Get 1 Free),g,200 g (Buy 1 Get 1 Free),1,1,55,55,No 8 Thiruguppa Lane 2nd cross cottonpet main road bangalore 560053,India,['40024656'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40024656_6-atish-papad-wheel.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40024656-2_6-atish-papad-wheel.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40024656-3_6-atish-papad-wheel.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40024656-4_5-atish-papad-wheel.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40024656-5_5-atish-papad-wheel.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Deep fry in oil and eat as an accompaniment with meals.,"[{'EAN Code': '40024656'}, {'Country Of Origin': 'India'}, {'Manufacturer Name and ': 'No 8 Thiruguppa Lane 2nd cross cottonpet main road bangalore 560053'}]",-,-,-,-,-,"Wheat Flour, Tapioca, Tapioca Starch, Edible Oil, Salt.",-,-,-,-
RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-16,Atish Papad,"Atish Papad Appalam No 4, 150 g","Atish Happala is a thin, crisp disc-shaped Indian food typically based on seasoned dough prepared from black gram (urad flour), fried with dry heat. This crispy and crunchy treat is the one thing that is missing from your everyday meal.",150 g,g,150 g,1,1,48,33.6,No 8 Thiruguppa Lane 2nd cross cottonpet main road bangalore 560053,India,['40093616'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40093616_1-atish-papad-appalam-no-4.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Deep fry in oil and eat as an accompaniment with meals.,"[{'EAN Code': '40093616'}, {'Country Of Origin': 'India'}, {'Manufacturer Name and ': 'No 8 Thiruguppa Lane 2nd cross cottonpet main road bangalore 560053'}]",-,-,-,-,-,"Urid Daal Flour, Salt, Water, Rice Flour, Sodium Bicarbonate (Papad Khar), Edible Oil.",-,-,-,-
RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-16,Atish Papad,"Atish Papad Appalam No 5, 200 g","Atish Happala is a thin, crisp disc-shaped Indian food typically based on seasoned dough prepared from black gram (urad flour), fried with dry heat. This crispy and crunchy treat is the one thing that is missing from your everyday meal.",200 g,g,200 g,1,1,64,44.8,No 8 Thiruguppa Lane 2nd cross cottonpet main road bangalore 560053,India,['890601090781'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40093617_1-atish-papad-appalam-no-5.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Deep fry in oil and eat as an accompaniment with meals.,"[{'EAN Code': '890601090781'}, {'Country Of Origin': 'India'}, {'Manufacturer Name and ': 'No 8 Thiruguppa Lane 2nd cross cottonpet main road bangalore 560053'}]",-,-,-,-,-,"Urid Daal Flour, Salt, Water, Rice Flour, Sodium Bicarbonate (Papad Khar), Edible Oil.",-,-,-,-
RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-16,BAKERS,"BAKERS Baking Soda - Raising Agent, For Biscuits, Scones, Muffins, 100 g Box","Use Bakers Baking Soda to make your biscuits and have them fluffy. Make your child's favourite cake using this baking soda. You can also use it to make your own bread at home or handmade almond cookies. While cleaning your fridge, if you notice any unpleasant odours, just pour out a cup of this and place it at the very back - your fridge will be odour-free in just a few days. The kadhai paneer stain on your white shirt can also be removed by rubbing a bit of this on it. Try the different products of Bakers like falooda mix, choco chips, and others on Big Basket!",100 g Box,g,100 g Box,1,1,30,30,"333/1B1, KALAPANAICKENPALAYAM, GAS BUNK, SOMAYAMPALAYAM VILLAGE, COIMBATORE-641108",India,['8906012890863'],['12421999000191'],https://datalabs.siva3.io/image/Eunimart_groceries_40283313_1-bakers-baking-soda-raising-agent-for-biscuits-scones-muffins.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40283313-2_1-bakers-baking-soda-raising-agent-for-biscuits-scones-muffins.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40283313-3_1-bakers-baking-soda-raising-agent-for-biscuits-scones-muffins.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40283313-4_1-bakers-baking-soda-raising-agent-for-biscuits-scones-muffins.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40283313-5_1-bakers-baking-soda-raising-agent-for-biscuits-scones-muffins.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Use it as a raising agent for biscuits, muffins, etc.","['EAN Code: 8906012890863', 'FSSAI No:12421999000191', 'Manufactured & Marketed by:333/1B1, KALAPANAICKENPALAYAM, GAS BUNK, SOMAYAMPALAYAM VILLAGE, COIMBATORE-641108', 'Country of origin: India', 'Best before 02-03-2024', '","333/1B1, KALAPANAICKENPALAYAM, GAS BUNK, SOMAYAMPALAYAM VILLAGE, COIMBATORE-641108",-,-,-,-,Sodium Bicarbonate.,-,-,-,-
RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-16,BAKERS,"BAKERS Cocoa Powder, 50 g Carton","Cocoa powder is made out of cocoa beans. Cocoa powder, and unsweetened chocolate product, adds deep chocolate flavour to desserts and beverages.",50 g Carton,g,50 g Carton,1,1,50,50,Bakers spices & Ingredients Pvt Ltd,India,['60000567'],-,https://datalabs.siva3.io/image/Eunimart_groceries_60000567_2-bakers-cocoa-powder.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_60000567-2_1-bakers-cocoa-powder.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_60000567-3_1-bakers-cocoa-powder.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_60000567-4_1-bakers-cocoa-powder.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_60000567-5_1-bakers-cocoa-powder.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_60000567-6_1-bakers-cocoa-powder.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"You can dissolve the cocoa powder in milk, warm water or use as it is according to the method of preparation mentioned in your recipe.","['EAN Code: 60000567', 'Country of origin: India', '",-,-,-,-,-,Cocoa Powder,-,-,-,-
RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-16,BAKERS,"BAKERS Custard Powder - Vanilla Flavour, 100 g Box","Make an apple custard with the flavourful Bakers Custard Powder (Vanilla Flavour). All you need to do to make this is add some of it to milk and sugar and boil until it thickens. This simple method can yield a great many bowls of custard. You can use it to make banana bread. If you don't want to use it for baking, just make some custard, cut up apples, bananas, mangoes and any other fruits you like, add them to the custard and refrigerate for a delicious treat. You can also mix this with a slab of plain cake. Try the different products of Bakers like baking soda, choco chips, and others on Big Basket!",100 g Box,g,100 g Box,1,1,40,40,"333/1B1, KALAPANAICKENPALAYAM, GAS BUNK, SOMAYAMPALAYAM VILLAGE, COIMBATORE-641108",India,['8906012890047'],['12421999000191'],https://datalabs.siva3.io/image/Eunimart_groceries_40283314_1-bakers-custard-powder-vanilla-flavour.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40283314-2_1-bakers-custard-powder-vanilla-flavour.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40283314-3_1-bakers-custard-powder-vanilla-flavour.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40283314-4_1-bakers-custard-powder-vanilla-flavour.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40283314-5_1-bakers-custard-powder-vanilla-flavour.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Blend 2 tbsp (25g) of custard powder with 3 tbsp (45ml) of milk to form a paste.
Add 4 tbsp (60 g) of sugar to the remaining milk and boil it.
Add the custard paste slowly to the boiling milk and stir well for approx. 1-2 minutes.","[{'EAN Code': '8906012890047'}, {'FSSAI No': '12421999000191'}, {'Manufactured & Marketed by': '333/1B1, KALAPANAICKENPALAYAM, GAS BUNK, SOMAYAMPALAYAM VILLAGE, COIMBATORE-641108'}, {'Country of origin': 'India'}]","333/1B1, KALAPANAICKENPALAYAM, GAS BUNK, SOMAYAMPALAYAM VILLAGE, COIMBATORE-641108",-,-,-,-,"Corn Flour & Salt. Contains Permitted Synthetic Food Colour (S) (INS 102, INS 110, INS 122) & Added Flavour (Nature Identical & Artificial Flavouring Substance - Vanilla Flavour).",-,-,-,-
RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-16,BAKERS,"BAKERS Dried Yeast, 25 g Carton","Baker's yeast is the common name for the strains of yeast commonly used as a leavening agent in baking bread and bakery products,",25 g Carton,g,25 g Carton,1,1,45,45,Bakers spices & Ingredients Pvt Ltd,India,['8906012891198'],-,https://datalabs.siva3.io/image/Eunimart_groceries_60000569_2-bakers-dried-yeast.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_60000569-2_1-bakers-dried-yeast.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_60000569-3_1-bakers-dried-yeast.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_60000569-4_1-bakers-dried-yeast.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_60000569-5_1-bakers-dried-yeast.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_60000569-6_1-bakers-dried-yeast.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Dissolve Bakers Dried Yeast in warm water (105-115 F). Measure warm water into a bowl as per your recipe at least 1/4cup (if the bowl is cool, rinse with hot water). Sprinkle in yeast, stir until dissolved. Use dissolved yeast as directed in the recipe.
Note: If you prefer to use some other liquid instead of water, substitute 1/4 cup water with 1/4 cup preferred liquid and dissolve as above.","[{'EAN Code': '8906012891198'}, {'Country of origin': 'India'}]",-,-,-,-,-,Dried Yeast,-,-,-,-
RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-16,BAKERS,"BAKERS Essence Biryani - Flavouring Agent, 20 ml","Bakers Essence - Biryani is a must-have in every Biryani lover's kitchen! It is a concentrated, aromatic flavouring that is commonly used in Indian cuisine to add a distinct and flavorful taste to biryani dishes. It is made from a blend of spices, herbs, and other natural flavourings, and is often used with other seasonings to create a complex and well-balanced flavour profile. Whether you're an experienced chef or a home cook looking to spice things up, biryani essence is the perfect way to add an authentic and flavorful touch to your dishes. So why wait? Start experimenting with biryani essence and bring the taste of India to your kitchen today! Explore other treats by Bakers, only on BigBasket!",20 ml,ml,20 ml,1,1,85,85,"S.F.NO:365,AGARWAL SCHOOL ROAD,SOMAYAMPALAYAM VILLAGE(POST),COIMBATORE-108",India,['8906012970275'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40289952_1-bakers-essence-biryani-flavouring-agent.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40289952-2_1-bakers-essence-biryani-flavouring-agent.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40289952-3_1-bakers-essence-biryani-flavouring-agent.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40289952-4_1-bakers-essence-biryani-flavouring-agent.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40289952-5_1-bakers-essence-biryani-flavouring-agent.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Used in rice dishes.,"[{'EAN Code': '8906012970275'}, {'Manufactured & Marketed by': 'S.F.NO:365,AGARWAL SCHOOL ROAD,SOMAYAMPALAYAM VILLAGE(POST),COIMBATORE-108'}, {'Country of origin': 'India'}]","S.F.NO:365,AGARWAL SCHOOL ROAD,SOMAYAMPALAYAM VILLAGE(POST),COIMBATORE-108",-,-,-,-,"Propylene Glycol (E1520), Natural & Artificial Flavouring Substances,Triacetine, Ediable oil, Emulsifiers",-,-,-,-
RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-16,BAKERS,"BAKERS Essence Pineapple - Artificial Flavouring Agent, 20 ml","Bakers Essence - Pineapple is a fun flavouring that you need to try! Pineapple essence is a concentrated, liquid form of pineapple flavour that is commonly used in cooking and baking to add a sweet and tropical twist to dishes. It is made from a blend of natural and artificial flavourings and is perfect for adding a burst of fruity flavour to cakes, cookies, ice cream, and other sweet treats. Pineapple essence is also a wonderful way to add a tropical touch to dishes such as sauces, marinades, and cocktails. So why wait? Break out the pineapple essence and start exploring the limitless culinary possibilities it offers today! Explore other treats by Bakers, only on BigBasket!",20 ml,ml,20 ml,1,1,33,33,"S.F.NO:365,AGARWAL SCHOOL ROAD,SOMAYAMPALAYAM VILLAGE(POST),COIMBATORE-108",India,['8906012970176'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40289953_1-bakers-essence-pineapple-artificial-flavouring-agent.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40289953-2_1-bakers-essence-pineapple-artificial-flavouring-agent.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40289953-3_1-bakers-essence-pineapple-artificial-flavouring-agent.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40289953-4_1-bakers-essence-pineapple-artificial-flavouring-agent.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40289953-5_1-bakers-essence-pineapple-artificial-flavouring-agent.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Used in cakes, cookies & sweets.","[{'EAN Code': '8906012970176'}, {'Manufactured & Marketed by': 'S.F.NO:365,AGARWAL SCHOOL ROAD,SOMAYAMPALAYAM VILLAGE(POST),COIMBATORE-108'}, {'Country of origin': 'India'}]","S.F.NO:365,AGARWAL SCHOOL ROAD,SOMAYAMPALAYAM VILLAGE(POST),COIMBATORE-108",-,-,-,-,"Propylene, Glycol, Water, Nature Identical, Artificial Flavouring Substance & Caramel Colour INS 150d",-,-,-,-
