Sku Code,L0 Domain,L1 Sub-Domain,L2 Category,L3 Sub-Category,L4 Product Enum-Code,Product name,Product Quantity,UOM,MRP,Price,Short Product Description,Long Product Description,SKU Code,Manufacturer,Country Of Origin,Customer Care Contact,Time to Ship,Returnable (Y/N),Cancellable (Y/N),COD Available (Y/N),Images,Images.1,Images.2,Images.3,Images.4,Images.5,Images.6,Images.7,Images.8,Images.9,Images.10,Net Quantity,Brand,Pack Quantity,Pack Size,UPC/EAN,FSSAI no,Preservatives,Preservatives (details),Flavours & Spices,Ready to cook,Ready to eat,Rice grain type,Recommended Age ,Baby Weight,Absorption Duration (in Hrs),Scented/ Flavour,Herbal/ Ayurvedic,Theme/ Occasion Type,Hair Type,Mineral Source,Caffeine Content,Capacity,Ingredients,Usage,Marketed By,Nutritional Facts
EU00002492, , , , ,,"Pee Safe Disposable Underarm Sweat Pads - Straight, No Stains/Odour, 14 pcs",14 pcs,Units,199,199,"Is your excessive sweating a turn off ? Do you shy away from raising hands with full confidence in public? Stinky armpits do put you in some really awkward situations. Using a deodorizer can only curb the stinky smell to some extent. However, a permanent solution for excessive sweat is too difficult to find? Not anymore, Pee Safe's Disposable Underarm Sweat Pads are here to take all your sweat woos away. The disposable underarm sweat pads not only absorb the sweat and stinky odour from your armpits but also prevent the cloth from stinking, staining and colour bleeding. The sweat pads are made up of the finest material to provide all day long comfort. Due to its breathable and deodorizing nature, it keeps you dry and fresh all day long. All you need to do is, peel off the adhesive strips and stick the pad, inside the cloth in the underarm area. The pads are invisible from the outside as they are made up of fine material. These folded sweat pads are 125mm long and 120mm wide, providing optimal coverage over your sweaty armpits. The sweat pads work best with cotton clothes, however, can stick on all kinds of materials.", , ,"Rainbow Fame Industrial Limited, Email: sales@rainbowfame.cn",,-,-,-,-,-,https://datalabs.siva3.io/images/Eunimart_groceries_40263250_1-pee-safe-disposable-underarm-sweat-pads-straight-no-stainsodour.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40263250-2_1-pee-safe-disposable-underarm-sweat-pads-straight-no-stainsodour.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40263250-3_1-pee-safe-disposable-underarm-sweat-pads-straight-no-stainsodour.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40263250-4_1-pee-safe-disposable-underarm-sweat-pads-straight-no-stainsodour.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40263250-5_1-pee-safe-disposable-underarm-sweat-pads-straight-no-stainsodour.jpg,,,,,,, ,Pee Safe, , ,'8908010245478,, , , , , , , , , , , , , , , , ,,"Remove the adhesive peel-off strips.
Sticks pad to the inside of clothing over the underarm seam.
No more stains or bad odour.","Redcliffe Hygiene Private Limited, Plot no. 456-457, Ground Floor, Udyog Vihar, Phase - 3, Gurugram, Haryana-122016",
EU00002493,RET,RET-10,RET-10-13,RET-10-13-10,RET-10-13-10-13,"Hersheys Strawberry Syrup, 623 g Bottle",623 g Bottle,Grams,230,195.5,"Hershey's brand is synonymous with the introduction of one of the most delightful treats in the whole chocolate world! Hershey's has been associated with high-quality chocolate and confectionary products that have won hearts the world over. Hershey's also has a range of syrups that go from fruity to creamy, including the Strawberry Syrup.", , ,"Hershey India Pvt Ltd, Plot, No 5, New Industrial Area No. 1, Mandideep Dist, Raisen - 462046, M.P, India",India,-,-,-,-,-,https://datalabs.siva3.io/images/Eunimart_groceries_100533944_4-hersheys-strawberry-syrup.jpg,,,,,,,,,,, ,Hersheys , , ,'8901071706841,, , , , , , , , , , , , , , , , ,"This bottle of syrup is made up of strawberry extracts that have been blended into a rich concentrate which is rich in calcium and iron.To this, the manufacturers have added carbohydrates and sugar. It also contains less than 2% potassium sorbate (preservative), corn syrup, water, artificial flavourings and Xanthan Gum.","This syrup is a delight to kids and adults alike. Use as a topping on pancakes, smoothies, pastries and go yummmm.",,
EU00002494,RET,RET-10,RET-10-13,RET-10-13-10,RET-10-13-10-14,"Weikfield Drinking Chocolate Powder, 100 gBottle",100 g Bottle,Grams,70,70,"Whip up a soothing, hot nightcap. Or use it as a flavouring for biscuits or a rich buttercream spread. Or just sprinkle it over a steaming cappuccino or chilled caramel custard. Weikfield Drinking Chocolate is as versatile as it is delicious.", , ,,India,-,-,-,-,-,https://datalabs.siva3.io/images/Eunimart_groceries_40008381_2-weikfield-drinking-chocolate-powder.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40008381-2_1-weikfield-drinking-chocolate-powder.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40008381-3_1-weikfield-drinking-chocolate-powder.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40008381-4_1-weikfield-drinking-chocolate-powder.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40008381-5_1-weikfield-drinking-chocolate-powder.jpg,,,,,,, ,Weikfield, , ,'8901808000419,['10012062000166'], , , , , , , , , , , , , , , , ,"Sugar, Cocoa solids, Vanilla and Chocolate flavours, Salt",,,"Values per 100 gm

Energy (kcal) - 380
Fat (g) - 1.8
Protein (g) - 3.9
Carbohydrates (g) - 87
Sugar (g) - 81"
EU00002495,RET,RET-10,RET-10-13,RET-10-13-10,RET-10-13-10-14,"Weikfield Drinking Chocolate Powder, 200 gBottle",200 g Bottle,Grams,120,120,"Whip up a soothing, hot nightcap. Or use it as a flavouring for biscuits or a rich buttercream spread. Or just sprinkle it over a steaming cappuccino or chilled caramel custard. Weikfield Drinking Chocolate is as versatile as it is delicious.", , ,,India,-,-,-,-,-,https://datalabs.siva3.io/images/Eunimart_groceries_40008381_2-weikfield-drinking-chocolate-powder.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40008381-2_1-weikfield-drinking-chocolate-powder.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40008381-3_1-weikfield-drinking-chocolate-powder.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40008381-4_1-weikfield-drinking-chocolate-powder.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40008381-5_1-weikfield-drinking-chocolate-powder.jpg,,,,,,, ,Weikfield, , ,'8901808000419,['10012062000166'], , , , , , , , , , , , , , , , ,"Sugar, Cocoa solids, Vanilla and Chocolate flavours, Salt",,,"Values per 100 gm

Energy (kcal) - 380
Fat (g) - 1.8
Protein (g) - 3.9
Carbohydrates (g) - 87
Sugar (g) - 81"
EU00002496,RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-13,"Slurrp Farm Magic Milk Mix - Chocolate Swirl, High In Protein, Fibre and Iron, Sugar-Free, 250 g",250 g ,Grams,449,359.2,"A mildly sweetened milk is made with jaggery powder. Refined Sugar in a kid's diet may cause tooth decay and other health issues. Slurrp Farm Milk mix contains no wheat or refined sugar, is made with millets. It is rich in fibre and iron. The blend of Ashwagandha, Turmeric, Amla and Zinc in the milk mix help boost immunity. There is no trans fat, maltodextrin, preservatives, artificial colours or flavours.", , ,Evexia Nutrients Pvt. Ltd. - No A-278 6th Main Peenya 2nd Stage Bangalore 560058.,India,-,-,-,-,-,https://datalabs.siva3.io/images/Eunimart_groceries_40250917_3-slurrp-farm-magic-milk-mix-chocolate-swirl-high-in-protein-fibre-iron-sugar-free.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40250917-2_3-slurrp-farm-magic-milk-mix-chocolate-swirl-high-in-protein-fibre-iron-sugar-free.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40250917-3_3-slurrp-farm-magic-milk-mix-chocolate-swirl-high-in-protein-fibre-iron-sugar-free.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40250917-4_3-slurrp-farm-magic-milk-mix-chocolate-swirl-high-in-protein-fibre-iron-sugar-free.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40250917-5_3-slurrp-farm-magic-milk-mix-chocolate-swirl-high-in-protein-fibre-iron-sugar-free.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40250917-6_3-slurrp-farm-magic-milk-mix-chocolate-swirl-high-in-protein-fibre-iron-sugar-free.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40250917-7_3-slurrp-farm-magic-milk-mix-chocolate-swirl-high-in-protein-fibre-iron-sugar-free.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40250917-8_3-slurrp-farm-magic-milk-mix-chocolate-swirl-high-in-protein-fibre-iron-sugar-free.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40250917-9_2-slurrp-farm-magic-milk-mix-chocolate-swirl-high-in-protein-fibre-iron-sugar-free.jpg,,, ,Slurrp Farm, , ,'40250917,'10014011001614, , , , , , , , , , , , , , , , ,"Supergrain Blend (Sorghum (Jowar), Oat) (45%), Jaggery (20%), Whey Protein Concentrate (17%), Whole Milk Powder (7%), Cocoa (6%), Immunity Blend (Ashwagandha, Turmeric Extract, Amla Extract, Zinc, Vitamin D3, B Complex), Tamarind Gum, Malt And Gaur Gum Contains Natural And Nature-identical Flavours.","Add 3 tablespoons of milk mix to one glass of hot/cold milk.
Add any of Slurrp Farm's natural sweeteners to taste (optional).
Stir/shake well, enjoy the yummy healthy milk.","Wholsum Foods Pvt. Ltd. C-533 Sheikh Sarai Phase 1, New Delhi 110017","As Per - 100 g

Energy - 378 kcal
Protein - 21.8 g
Carbohydrate - 41.5 g
Total Sugar (Jaggery) - 18.8 g
Added Sugar (Jaggery) - 18.8 g
Dietary Fibre - 6.1 g
Salt - 0 g
Sodium - 43.8 mg
Total Fat - 6.5 g
Saturated Fat - 2 g
Trans Fat - 0 g
Cholesterol - 0 mg
Vitamins B1 - 1.1 mg
B2 - 1.5 mg
B3 - 10.5 mg
B5 - 3.8 mg
B6 - 1.4 mg
B7 - 22.5 mcg
B9 - 150 mcg
B12 - 1.7 mcg
D3 - 8 mcg
Zinc - 6 mg"
EU00002497,RET,RET-10,RET-10-13,RET-10-13-10,RET-10-13-10-16,"Open Secret Nutty Shake Mix Healthy Drink - Kesar Badam, Rich In Fibre, 225 g",225 g ,Grams,349,307.12,"Saffron-infused with the richness of whole almonds. A warm and comforting drink after a busy day, or a cold refreshing pick-me-up after a morning workout. We give you the canvas, you paint the picture. It contains no refined sugar, has prebiotics, probiotics and Fibre for healthy goodness. Our Mission is to help every Indian family snack better by un-junking your favourite snacks. Now enjoy snacking guilt-free!", , ,"ImmaculateBites Pvt. Ltd., Gala No. 1 and 2, Ground Floor,  Fertiplant Engg. Co. Pvt. Ltd, Lake Road, Bhandup West, Mumbai, Maharashtra - 400078",India,-,-,-,-,-,https://datalabs.siva3.io/images/Eunimart_groceries_40219576_2-open-secret-health-nutrition-drink-kesar-badam-nutty-shake-mix-prebiotics-probiotics.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40219576-2_2-open-secret-health-nutrition-drink-kesar-badam-nutty-shake-mix-prebiotics-probiotics.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40219576-3_2-open-secret-health-nutrition-drink-kesar-badam-nutty-shake-mix-prebiotics-probiotics.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40219576-4_2-open-secret-health-nutrition-drink-kesar-badam-nutty-shake-mix-prebiotics-probiotics.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40219576-5_2-open-secret-health-nutrition-drink-kesar-badam-nutty-shake-mix-prebiotics-probiotics.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40219576-6_1-open-secret-health-nutrition-drink-kesar-badam-nutty-shake-mix-prebiotics-probiotics.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40219576-7_1-open-secret-health-nutrition-drink-kesar-badam-nutty-shake-mix-prebiotics-probiotics.jpg,,,,, ,Open Secret, , ,'40219576,'11519013000238, , , , , , , , , , , , , , , , ,"Jaggery Powder, Almond, Prebiotic, Fennel Seed, Black Pepper, Cardamom, Probiotic, Curcumin, Saffron",,"ImmaculateBites Pvt. Ltd., Gala No. 1 and 2, Ground Floor,  Fertiplant Engg. Co. Pvt. Ltd, Lake Road, Bhandup West, Mumbai, Maharashtra - 400078",
EU00002498,RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-15,"Bambino Mix - Badam Milk, 200 g",200 g ,Grams,110,110,Bambino Badam Milk Mix is enrich with saffron and almond flakes, , ,BAMBINO AGRO INDUSTRIES LTD,India,-,-,-,-,-,https://datalabs.siva3.io/images/Eunimart_groceries_40110620_3-bambino-mix-badam-milk.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40110620-2_3-bambino-mix-badam-milk.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40110620-3_2-bambino-mix-badam-milk.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40110620-4_2-bambino-mix-badam-milk.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40110620-5_2-bambino-mix-badam-milk.jpg,,,,,,, ,Bambino, , ,'4011062,"['10014047000094', '10014047000301', '10014064000463', '10014047000326']", , , , , , , , , , , , , , , , ,"Solids, Almonds 8.5%, Maltodextrin, Cardamom, Saffron (0.01%) And Antioxidant (Ins306)",Add 3 tsp of Bambino badam milk mix Badam Drink Mix to 1 cup hot milk. Stir well and serve hot or refrigerate for cold Badam drink.,,
EU00002499,RET,RET-10,RET-10-13,RET-10-13-10,RET-10-13-10-16,"Sri Sri Tattva Sri Sri Tattva - Health Drink - Ojasvita Vanilla Box, 200g Carton",200g Carton,Units,120,108,"Ojasvita Your new Taste! Change the taste, Taste the change often what's tasty is not healthy and what's healthy is not tasty, Ojasvita is the ultimate combination of good health and great taste, Ojasvita's 7 power Herbs take care of your daily mental fitness needs, while its awesome new taste delights you, Enjoy Ojasvita today, Ojasvita also make for a great topping on ice creams breakfast cereal, Milk, Curds and pancake for mouth-watering.", , ,"21st KM Kannakpura Road, Udayapura PO, Bangalore 560082",India,-,-,-,-,-,https://datalabs.siva3.io/images/Eunimart_groceries_40014732_1-ojasvita-drink-7-power-herbs-delicious-vanilla.jpg,,,,,,,,,,, ,Sri Sri Tattva, , ,'8904150122211,, , , , , , , , , , , , , , , , ,"Ashwagandha
Satavari
Shankapushpi
Jyotismath
Brahmi
Kali Musali
Bringaraj
Sugar
Vanilla Powder
Contain Permitted Synthetic Food Colours and Added Flavours.","Mix 1-2 teaspoonfuls of strawberry Ojasvita in milk twice daily in the morning and evening.
Dosage: As directed by the physician.",,"Per 100g,

Energy 382 Kcal
Protein 283 g
Dietary Fibre 7.77g
Fat 0.38g
Carbohydrates 91.76g
Sugar as sucrose 41.9g
vitamin A 260mcg, Vitamin C 18.26g, Vitamin D &lt;0.05mcg, Vitamin E 0.04g, Vitamin K 0.05mg, Vitamin B1 0.015mg, Vitamin K 0.05mg, Vitamin B3 0.06mg, Vitamin B5 0.25mg, Vitamin B6 0.023mg, Vitamin B9 0.60mcg, Vitamin B12 &lt;10mcg
Potassium 207.95 mg
Sodium 52.70 mg
Magnesium 38.45 mg
Iron 9.51mg
Zinc 0.35 mg
Calcium 0.28g
Copper 0.16mg
Phosphorous 0.11g
Iodine &lt;10mg"
EU00002500, , , , ,,"Kapiva Ayurveda Vegan Protein 100% Plant-Based Nutrition - Cookies and Cream, Gluten Free, 1 kg",1 kg ,KG,2249,1798.98,"Kapiva Vegan Protein is a healthy blend of nutrients with 26g of protein, 4. 97g BCAAs, 4. 54g Glutamic Acid, and 26 Vitamins and Minerals. A good choice for enhancing protein in vegetarian diets which are often low in protein, vegan protein also helps you to recover quickly after an intense workout session as it supports the process of muscle building.", , ,"Saipro Biotech Pvt Ltd Sr. No. 558/1A, Plot No. 1 A/P - Rihe, Tal - Mulshi, Pune - 412115.",India,-,-,-,-,-,https://datalabs.siva3.io/images/Eunimart_groceries_40189346_1-kapiva-ayurveda-vegan-protein-cookies-cream-post-workout-recovery.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40189346-2_1-kapiva-ayurveda-vegan-protein-cookies-cream-post-workout-recovery.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40189346-3_1-kapiva-ayurveda-vegan-protein-cookies-cream-post-workout-recovery.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40189346-4_1-kapiva-ayurveda-vegan-protein-cookies-cream-post-workout-recovery.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40189346-5_1-kapiva-ayurveda-vegan-protein-cookies-cream-post-workout-recovery.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40189346-6_1-kapiva-ayurveda-vegan-protein-cookies-cream-post-workout-recovery.jpg,,,,,, ,Kapiva Ayurveda, , ,'8906082524439,'10018022007987, , , , , , , , , , , , , , , , ,"Pea Protein, Rice Protein, Cocoa Powder, Fos (Fibre) - Inulin (Chicory Root Base), Minerals and Vitamins Mix, Xanthan Gum, 100% Natural Identical Flavours, Sucralose.","Take a 35g scoop of Vegan Proteins.
Add 300-400 ml of water or milk to it.
Shake it until you have a uniform mix.","Adret Retail Pvt. Ltd. , 1 Gupta Lane, Kolkata - 700006.",
EU00002501,RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-15,"Nutty Yogi Turmeric Latte - Golden Milk/Haldi Doodh, 125 g",125 g ,Grams,179,166.47,"A classic comforting, warm, and boldly spiced turmeric latte with a hint of sweetness. Nutty Yogis Turmeric Latte is loaded with the goodness of Pure hand-pounded Turmeric and sweetness of the Coconut Sugar. Turmeric contains loads of nutrients, especially antioxidants and anti-inflammatory compounds which make this a win-win. Another benefit is that it simply tastes delicious! Sip into the warm Golden Milk to help you unwind your day or to heal you from a sore throat to cold to flu.", , ,"Nirvaanic Life Foods Pvt Ltd, Regent Court 17, 1st Floor S.T Bed Extn, 80 Ft Road, Koramangala 4th block, Bangalore 560034, Karnataka",India,-,-,-,-,-,https://datalabs.siva3.io/images/Eunimart_groceries_40169325_2-nutty-yogi-turmeric-latte-golden-milkhaldi-doodh.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40169325-2_2-nutty-yogi-turmeric-latte-golden-milkhaldi-doodh.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40169325-3_1-nutty-yogi-turmeric-latte-golden-milkhaldi-doodh.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40169325-4_2-nutty-yogi-turmeric-latte-golden-milkhaldi-doodh.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40169325-5_2-nutty-yogi-turmeric-latte-golden-milkhaldi-doodh.jpg,,,,,,, ,Nutty Yogi, , ,'670534633519,'11218334001397, , , , , , , , , , , , , , , , ,"Pure Turmeric, Elaichi, Black Pepper, Ginger, Coconut Sugar.",Add a tsp to a cup of milk and stir well. Milk can be had hot or cold. Use Almond Milk for the best health benefits.,"Nirvaanic Life Foods Pvt Ltd, Regent Court 17, 1st Floor S.T Bed Extn, 80 Ft Road, Koramangala 4th block, Bangalore 560034, Karnataka","Values per Serving (10 g)

Energy (kcal) - 49
Fat (g) - 2.5
Protein (g) - 4
Carbohydrates (g) - 6
Sugar (g) - 7.8"
EU00002502,RET,RET-10,RET-10-13,RET-10-13-10,RET-10-13-10-16,"Sri Sri Tattva Ojasvita Malt Powder, 200g - Drink Mix for Sharp Mind and Healthy Body, 200g",200g ,Units,145,130.5,"This unique and nutritious drink contains seven excellent herbs, traditionally believed in Ayurveda to contribute towards Ojas or vitality of an individual. The herbs included are Ashwagandha, which helps build immunity. Brahmi is believed to develop the mind. Bringaraj rejuvenates the system. Jyotismathi, aids in developing a better memory. Kali Musali for strengthening. Shatavari nourishes the body and lastly, Shankapushpi is believed to increase energy levels.", , ,"Source Natural Foods and Herbal Supplements Ltd. 21st KM Kannakpura Road, Udayapura PO, Bangalore 560082 INDIA",India,-,-,-,-,-,https://datalabs.siva3.io/images/Eunimart_groceries_40124207_6-sri-sri-tattva-health-drink-ojasvita-malt.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40124207-2_6-sri-sri-tattva-health-drink-ojasvita-malt.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40124207-3_6-sri-sri-tattva-health-drink-ojasvita-malt.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40124207-4_5-sri-sri-tattva-health-drink-ojasvita-malt.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40124207-5_3-sri-sri-tattva-health-drink-ojasvita-malt.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40124207-6_3-sri-sri-tattva-health-drink-ojasvita-malt.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40124207-7_3-sri-sri-tattva-health-drink-ojasvita-malt.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40124207-8_3-sri-sri-tattva-health-drink-ojasvita-malt.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40124207-9_3-sri-sri-tattva-health-drink-ojasvita-malt.jpg,,, ,Sri Sri Tattva, , ,'40124207,, , , , , , , , , , , , , , , , ,"Ashwagandha
Brahmi
Bringaraj
Kali Musali
Jyotismath
Sathavari
Shankapushpi
Malt
Caramel
Cocoa Powder
Drinking Chocolate
Milk Solids
Pottassium Sorbate
Vanilla Flavour
Flaxseeds","Mix 1-2 teaspoonfuls of Malt Ojasvita in milk twice daily in the morning and evening
Dosage: As directed by the physician.",,
EU00002503,RET,RET-10,RET-10-13,RET-10-13-10,RET-10-13-10-16,"Sri Sri Tattva Ojasvita Malt Powder, 200g - Drink Mix for Sharp Mind and Healthy Body, 500g",500g ,Units,305,274.5,"This unique and nutritious drink contains seven excellent herbs, traditionally believed in Ayurveda to contribute towards Ojas or vitality of an individual. The herbs included are Ashwagandha, which helps build immunity. Brahmi is believed to develop the mind. Bringaraj rejuvenates the system. Jyotismathi, aids in developing a better memory. Kali Musali for strengthening. Shatavari nourishes the body and lastly, Shankapushpi is believed to increase energy levels.", , ,"Source Natural Foods and Herbal Supplements Ltd. 21st KM Kannakpura Road, Udayapura PO, Bangalore 560082 INDIA",India,-,-,-,-,-,https://datalabs.siva3.io/images/Eunimart_groceries_40124207_6-sri-sri-tattva-health-drink-ojasvita-malt.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40124207-2_6-sri-sri-tattva-health-drink-ojasvita-malt.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40124207-3_6-sri-sri-tattva-health-drink-ojasvita-malt.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40124207-4_5-sri-sri-tattva-health-drink-ojasvita-malt.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40124207-5_3-sri-sri-tattva-health-drink-ojasvita-malt.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40124207-6_3-sri-sri-tattva-health-drink-ojasvita-malt.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40124207-7_3-sri-sri-tattva-health-drink-ojasvita-malt.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40124207-8_3-sri-sri-tattva-health-drink-ojasvita-malt.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40124207-9_3-sri-sri-tattva-health-drink-ojasvita-malt.jpg,,, ,Sri Sri Tattva, , ,'40124207,, , , , , , , , , , , , , , , , ,"Ashwagandha
Brahmi
Bringaraj
Kali Musali
Jyotismath
Sathavari
Shankapushpi
Malt
Caramel
Cocoa Powder
Drinking Chocolate
Milk Solids
Pottassium Sorbate
Vanilla Flavour
Flaxseeds","Mix 1-2 teaspoonfuls of Malt Ojasvita in milk twice daily in the morning and evening
Dosage: As directed by the physician.",,
EU00002504, , , , ,,"Pee Safe Disposable Underarm Sweat Pads - In Pair, Folded, Straight, No Stains/Odour, 7 pcs",7 pcs,Units,180,180,"Is your excessive sweating a turn-off? Do you shy away from raising hands with full confidence in public? Stinky armpits do put you in some really awkward situations. Using a deodorizer can only curb the stinky smell to some extent. However, a permanent solution for excessive sweat is too difficult to find? Not anymore, Pee Safe's Disposable Underarm Sweat Pads are here to take all your sweat woos away. The disposable underarm sweat pads not only absorb the sweat and stinky odour from your armpits but also prevent the cloth from stinking, staining and colour bleeding. The sweat pads are made up of the finest material to provide all day long comfort. Due to its breathable and deodorizing nature, it keeps you dry and fresh all day long. All you need to do is, peel off the adhesive strips and stick the pad, inside the cloth in the underarm area. The pads are invisible from the outside as they are made up of fine material. These folded sweat pads are 125mm long and 120mm wide, providing optimal coverage over your sweaty armpits. The sweat pads work best with cotton clothes, however, can stick on all kinds of materials.", , ,"Rainbow Fame Industrial Limited, Email: sales@rainbowfame.cn",,-,-,-,-,-,https://datalabs.siva3.io/images/Eunimart_groceries_40263249_1-pee-safe-disposable-underarm-sweat-pads-in-pair-folded-straight-no-stainsodour.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40263249-2_1-pee-safe-disposable-underarm-sweat-pads-in-pair-folded-straight-no-stainsodour.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40263249-3_1-pee-safe-disposable-underarm-sweat-pads-in-pair-folded-straight-no-stainsodour.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40263249-4_1-pee-safe-disposable-underarm-sweat-pads-in-pair-folded-straight-no-stainsodour.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40263249-5_1-pee-safe-disposable-underarm-sweat-pads-in-pair-folded-straight-no-stainsodour.jpg,https://datalabs.siva3.io/images/Eunimart_groceries_40263249-6_1-pee-safe-disposable-underarm-sweat-pads-in-pair-folded-straight-no-stainsodour.jpg,,,,,, ,Pee Safe, , ,'40263249,, , , , , , , , , , , , , , , , ,,"Remove the adhesive peel-off strips.
Sticks pad to the inside of clothing over the underarm seam.
No more stains or bad odour.","Redcliffe Hygiene Private Limited, Plot no. 456-457, Ground Floor, Udyog Vihar, Phase - 3, Gurugram, Haryana-122016",
