L0 Domain,L1 Sub-Domain,L2 Category,L3 Sub-Category,L4 Product Enum-Code,Brand,Product Name,Product Description,Product Quantity,UOM,Net Quantity,Pack Quantity,Pack Size,MRP,Price,Manufacturer,Country Of Origin,UPC/EAN,FSSAI no,Images,Images / Video,Images.3,Images.4,Images.5,Images.6,Images.7,Images.8,Images.9,Images.10,SKU Code,Customer Care Contact,Time to Ship,Returnable (Y/N),Cancellable (Y/N),COD available (Y/N),Preservatives (Y/N),Preservatives (details),Flavours & Spices,Ready to cook (Y/N),Ready to eat (Y/N),Rice grain type,Recommended Age,Scented/ Flavour,Herbal/ Ayurvedic,Theme/ Occasion Type,Hair Type,Mineral Source,Caffeine Content,Capacity,Usage,Other details,Marketed By,Baby Weight,Absorption Duration (in Hrs),Features,Ingredients
RET,RET-10,RET-10-11,RET-10-11-12,RET-10-11-12-11,Cream Bell,"Cream Bell Rich & Creamy Ice Cream - Delicious, Tasty, French Vanilla, 750 ml","Cream Bell presents Rich and Creamy French Vanilla ice cream made with pure and quality ingredients. It has the aroma and texture of vanilla and saffron in it which makes it different from others. It is a strong tub packing with proper sealing. You can enjoy this tub of happiness with your loved ones, anytime.",750 ml,ml,750 ml,1,1,250,250,"Devyani Food Industries Ltd., KHASRA/ PLOT NOS.- 452 , 453, 455,473, 476, 107 KM DISTANCE STONE, AGRA-DELHI NATIONAL HIGHWAY, NH-2, VILLAGE DAUTANA, TEH. CHHATA, DIST. MATHURA, (U.P.)-281401.",India,['40231592'],['10012051000142'],https://datalabs.siva3.io/image/Eunimart_groceries_40231592_2-cream-bell-rich-creamy-ice-cream-delicious-tasty-french-vanilla.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40231592-2_1-cream-bell-rich-creamy-ice-cream-delicious-tasty-french-vanilla.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40231592-3_1-cream-bell-rich-creamy-ice-cream-delicious-tasty-french-vanilla.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40231592-4_1-cream-bell-rich-creamy-ice-cream-delicious-tasty-french-vanilla.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40231592-5_1-cream-bell-rich-creamy-ice-cream-delicious-tasty-french-vanilla.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40231592-6_1-cream-bell-rich-creamy-ice-cream-delicious-tasty-french-vanilla.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40231592-7_1-cream-bell-rich-creamy-ice-cream-delicious-tasty-french-vanilla.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,It can be consumed directly.,"[{'EAN Code': '40231592'}, {'Country Of Origin': 'India'}, {'FSSAI No': '10012051000142'}, {'Manufactured & Marketed By': 'Devyani Food Industries Ltd., KHASRA/ PLOT NOS.- 452 , 453, 455,473, 476, 107 KM DISTANCE STONE, AGRA-DELHI NATIONAL HIGHWAY, NH-2, VILLAGE DAUTANA, TEH. CHHATA, DIST. MATHURA, (U.P.)-281401.'}]","Devyani Food Industries Ltd., KHASRA/ PLOT NOS.- 452 , 453, 455,473, 476, 107 KM DISTANCE STONE, AGRA-DELHI NATIONAL HIGHWAY, NH-2, VILLAGE DAUTANA, TEH. CHHATA, DIST. MATHURA, (U.P.)-281401.",-,-,-,"Water, Milk Solids, Edible Vegetable Oil, Maltodextrin, Stabilizing Agents"
RET,RET-10,RET-10-11,RET-10-11-12,RET-10-11-12-11,Cream Bell,"Cream Bell Rich & Creamy Ice-Cream - Delicious, Tasty, Chocolate Choco Chip Flavour, 750 ml","Cream Bell presents Chocolate Choco chips ice-cream in a small plastic tub packing. It has a base flavour of Vanilla with choco chips loaded in it. It is a combo of flavours packed together to enjoy and celebrate every occasion perfectly. Also, it is very creamy, delicious and you can enjoy this with your family and loved ones. Whether is a party or family time, you will always have a dish ready.",750 ml,ml,750 ml,1,1,199,199,"Devyani Food Industries Ltd., KHASRA/ PLOT NOS.- 452 , 453, 455,473, 476, 107 KM DISTANCE STONE, AGRA-DELHI NATIONAL HIGHWAY, NH-2, VILLAGE DAUTANA, TEH. CHHATA, DIST. MATHURA, (U.P.)-281401.",India,['40231594'],['10012051000142'],https://datalabs.siva3.io/image/Eunimart_groceries_40231594_2-cream-bell-rich-creamy-ice-cream-delicious-tasty-chocolate-choco-chip-flavour.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40231594-2_1-cream-bell-rich-creamy-ice-cream-delicious-tasty-chocolate-choco-chip-flavour.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40231594-3_1-cream-bell-rich-creamy-ice-cream-delicious-tasty-chocolate-choco-chip-flavour.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40231594-4_1-cream-bell-rich-creamy-ice-cream-delicious-tasty-chocolate-choco-chip-flavour.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40231594-5_1-cream-bell-rich-creamy-ice-cream-delicious-tasty-chocolate-choco-chip-flavour.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40231594-6_1-cream-bell-rich-creamy-ice-cream-delicious-tasty-chocolate-choco-chip-flavour.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40231594-7_1-cream-bell-rich-creamy-ice-cream-delicious-tasty-chocolate-choco-chip-flavour.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,It can be consumed directly.,"[{'EAN Code': '40231594'}, {'Country Of Origin': 'India'}, {'FSSAI No': '10012051000142'}, {'Manufactured & Marketed By': 'Devyani Food Industries Ltd., KHASRA/ PLOT NOS.- 452 , 453, 455,473, 476, 107 KM DISTANCE STONE, AGRA-DELHI NATIONAL HIGHWAY, NH-2, VILLAGE DAUTANA, TEH. CHHATA, DIST. MATHURA, (U.P.)-281401.'}]","Devyani Food Industries Ltd., KHASRA/ PLOT NOS.- 452 , 453, 455,473, 476, 107 KM DISTANCE STONE, AGRA-DELHI NATIONAL HIGHWAY, NH-2, VILLAGE DAUTANA, TEH. CHHATA, DIST. MATHURA, (U.P.)-281401.",-,-,-,"Water, Milk Solids, Sugar, Choco Chips, Choco Coverings, Maltodextrin, Stabilizing Agents"
RET,RET-10,RET-10-11,RET-10-11-12,RET-10-11-12-11,Cream Bell,"Cream Bell Royal Affair Ice Cream - With Rasgulla, Almond & Cashew, Kesari Rajbhog Flavour, 750 ml",Cream Bell presents Kesari Rajbhog flavoured ice cream. It is a combination of innovation and traditional flavours. It has rasgulla and nuts like almonds and cashews embedded in it. Its aroma and texture give the real-time picture of traditional and its sweetness gives the reality of it being ice cream.,750 ml,ml,750 ml,1,1,260,260,"Devyani Food Industries Ltd., KHASRA/ PLOT NOS.- 452 , 453, 455,473, 476, 107 KM DISTANCE STONE, AGRA-DELHI NATIONAL HIGHWAY, NH-2, VILLAGE DAUTANA, TEH. CHHATA, DIST. MATHURA, (U.P.)-281401.",India,['40231596'],['10012051000142'],https://datalabs.siva3.io/image/Eunimart_groceries_40231596_1-cream-bell-royal-affair-ice-cream-with-rasgulla-almond-cashew-kesari-rajbhog-flavour.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40231596-2_1-cream-bell-royal-affair-ice-cream-with-rasgulla-almond-cashew-kesari-rajbhog-flavour.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40231596-3_1-cream-bell-royal-affair-ice-cream-with-rasgulla-almond-cashew-kesari-rajbhog-flavour.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40231596-4_1-cream-bell-royal-affair-ice-cream-with-rasgulla-almond-cashew-kesari-rajbhog-flavour.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40231596-5_1-cream-bell-royal-affair-ice-cream-with-rasgulla-almond-cashew-kesari-rajbhog-flavour.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40231596-6_1-cream-bell-royal-affair-ice-cream-with-rasgulla-almond-cashew-kesari-rajbhog-flavour.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40231596-7_1-cream-bell-royal-affair-ice-cream-with-rasgulla-almond-cashew-kesari-rajbhog-flavour.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40231596-8_1-cream-bell-royal-affair-ice-cream-with-rasgulla-almond-cashew-kesari-rajbhog-flavour.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,It can be consumed directly.,"[{'EAN Code': '40231596'}, {'Country Of Origin': 'India'}, {'FSSAI No': '10012051000142'}, {'Manufactured & Marketed By': 'Devyani Food Industries Ltd., KHASRA/ PLOT NOS.- 452 , 453, 455,473, 476, 107 KM DISTANCE STONE, AGRA-DELHI NATIONAL HIGHWAY, NH-2, VILLAGE DAUTANA, TEH. CHHATA, DIST. MATHURA, (U.P.)-281401.'}]","Devyani Food Industries Ltd., KHASRA/ PLOT NOS.- 452 , 453, 455,473, 476, 107 KM DISTANCE STONE, AGRA-DELHI NATIONAL HIGHWAY, NH-2, VILLAGE DAUTANA, TEH. CHHATA, DIST. MATHURA, (U.P.)-281401.",-,-,-,"Water, Milk Solids, Sugar, Chhena Rasgulla, Almonds, Cashew Nuts, Maltodextrin, Stabilizing Agents And Saffron"
RET,RET-10,RET-10-11,RET-10-11-12,RET-10-11-12-11,Cream Bell,"Cream Bell Super Sundae Ice Cream - Rich & Creamy, Delightful Flavour, 125 ml Jar","Super Sundae gives you the experience of an ice cream parlour in a cup. It has a unique and exotic flavour which will make you want more. It is filled with the tanginess of pineapple treats, swirling with chocolate and orange sauce. This makes it even more delicious and different. It is very smooth and soft. The true beauty of ice cream. It melts in your mouth in the smoothest way possible and gives you the sweetness and comfort of pineapple cream in every bite.",125 ml Jar,ml,125 ml Jar,1,1,40,40,"DEVAYANI FOOD INDUSTRIES LIMITED,REGD.OFFICE -F-2/7OKHLA INDUSTRIAL AREA,PHASE-1 NEW DELHI 110020.",India,['40256972'],['11221331001014'],https://datalabs.siva3.io/image/Eunimart_groceries_40256972_1-cream-bell-ice-cream-sundae-pina-orange-rich-creamy-delightful-flavour.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Eat it whenever you want.
You can also pair it up with waffles, it goes well with it.
Use it to fulfil your cravings.","[{'EAN Code': '40256972'}, {'Country Of Origin': 'India'}, {'FSSAI No': '11221331001014'}, {'Manufactured & Marketed By': 'DEVAYANI FOOD INDUSTRIES LIMITED,REGD.OFFICE -F-2/7OKHLA INDUSTRIAL AREA,PHASE-1 NEW DELHI 110020.'}]","DEVAYANI FOOD INDUSTRIES LIMITED,REGD.OFFICE -F-2/7OKHLA INDUSTRIAL AREA,PHASE-1 NEW DELHI 110020.",-,-,-,"Water, Milk Solids, Water, Milk Solids, Sugar, Orange Syrup (7%) Liquid Glucose, Orange Pulp, Citric Acid, Class Coffee Powder (0.3%), Sugar, Maltodextrin, Permitted Emulsifying Agents, Stabilizing Agents"
RET,RET-10,RET-10-11,RET-10-11-12,RET-10-11-12-11,Cream Bell,"Cream Bell Tender Coconut - Rich & Creamy, Delightful Flavour, 500 ml Jar",Cream bell brings to you the true taste of Coconut with creamy ice cream. It is an exotic combination of the flavours of tender coconut and cream. It is very refreshing and very soft. This ice cream serves the actual taste of coconut and the actual sweetness of the cream. The combination of this makes it even more delicious. Fresh tender coconut is used in its preparation and this will surely grab your attention like no other. Enjoy this delight on any occasion.,500 ml Jar,ml,500 ml Jar,1,1,250,250,"DEVAYANI FOOD INDUSTRIES LIMITED,REGD.OFFICE -F-2/7OKHLA INDUSTRIAL AREA,PHASE-1 NEW DELHI 110020.",India,['40256979'],['11221331001014'],https://datalabs.siva3.io/image/Eunimart_groceries_40256979_1-cream-bell-tender-coconut-500ml.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Eat it whenever you want. You can also pair it up with waffles, it goes well with it.
Use it to fulfil your cravings.
You can use it to make shakes, which can be added to waffles and pancakes.","[{'EAN Code': '40256979'}, {'Country Of Origin': 'India'}, {'FSSAI No': '11221331001014'}, {'Manufactured & Marketed By': 'DEVAYANI FOOD INDUSTRIES LIMITED,REGD.OFFICE -F-2/7OKHLA INDUSTRIAL AREA,PHASE-1 NEW DELHI 110020.'}]","DEVAYANI FOOD INDUSTRIES LIMITED,REGD.OFFICE -F-2/7OKHLA INDUSTRIAL AREA,PHASE-1 NEW DELHI 110020.",-,-,-,"Water, Milk Solids, Tender Coconut(20%), Sugar, Maltodextrin, Permitted Emulsifying Agents, Stabilizing Agents"
RET,RET-10,RET-10-11,RET-10-11-12,RET-10-11-12-11,Dairy day,"Dairy day Blackcurrant Cone Ice Cream - Rich & Creamy, 120 ml",Dairy Day Cone Black Currant is made with fine cream and blackcurrants. It is a timeless and heavenly blackcurrant ice cream. Enjoy the smooth blackcurrant flavoured ice cream. It is a rich and creamy ice cream. It has the right amount of blackcurrant flavour.,120 ml,ml,120 ml,1,1,35,35,"Dairy classic Ice creams Pvt Ltd., #256 ,257&258, KIADB- Harohalli Industrial Area, II phase, Kanakapura taluk, Ramanagara District - 562 112, Karnataka.",India,['40237787'],['10014043000791'],https://datalabs.siva3.io/image/Eunimart_groceries_40237787_1-dairy-day-blackcurrant-cone-ice-cream-rich-creamy.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40237787-2_1-dairy-day-blackcurrant-cone-ice-cream-rich-creamy.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40237787-3_1-dairy-day-blackcurrant-cone-ice-cream-rich-creamy.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40237787-4_1-dairy-day-blackcurrant-cone-ice-cream-rich-creamy.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40237787-5_1-dairy-day-blackcurrant-cone-ice-cream-rich-creamy.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1. It is perfect for all occasions and celebrations.
2. Enjoy it as dessert after lunch or dinner.
3. It can also be eaten as a snack while watching a movie or relaxing.","[{'EAN Code': '40237787'}, {'Country Of Origin': 'India'}, {'FSSAI No': '10014043000791'}, {'Manufactured by': 'Dairy classic Ice creams Pvt Ltd., #256 ,257&258, KIADB- Harohalli Industrial Area, II phase, Kanakapura taluk, Ramanagara District - 562 112, Karnataka.'}, {'Marketed by': 'Dairy classic Ice creams Pvt Ltd.,No 55, 8th Main, J C Industrial Estate,'}]","Dairy classic Ice creams Pvt Ltd.,No 55, 8th Main, J C Industrial Estate,",-,-,-,"Water, Milk Solids, Wafer Biscuit Cone, Sugar, Choco Compound Coating, Edible Vegetable Oil, Blackcurrant Fruit, Raisin, Emulsifier And Stabiliser, Colour And Flavour."
RET,RET-10,RET-10-11,RET-10-11-12,RET-10-11-12-11,Dairy day,"Dairy day Casatta Roll Ice Cream - Eggless Cake, 100% Vegetarian, 750 ml",Dairy Day Casatta Roll is made with fine cream and cashews and pistachios. It is a timeless and heavenly cassata roll ice cream. Enjoy the smooth cassata roll flavoured ice cream. It is a rich and creamy ice cream. It has the right amount of cashews and pistachios flavour.,750 ml,ml,750 ml,1,1,350,350,"Dairy classic Ice creams Pvt Ltd., #256 ,257&258, KIADB- Harohalli Industrial Area, II phase, Kanakapura taluk, Ramanagara District - 562 112, Karnataka.",India,['40237793'],['10014043000791'],https://datalabs.siva3.io/image/Eunimart_groceries_40237793_1-dairy-day-casatta-roll-ice-cream-eggless-cake-100-vegetarian.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40237793-2_1-dairy-day-casatta-roll-ice-cream-eggless-cake-100-vegetarian.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40237793-3_1-dairy-day-casatta-roll-ice-cream-eggless-cake-100-vegetarian.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40237793-4_1-dairy-day-casatta-roll-ice-cream-eggless-cake-100-vegetarian.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40237793-5_1-dairy-day-casatta-roll-ice-cream-eggless-cake-100-vegetarian.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40237793-6_1-dairy-day-casatta-roll-ice-cream-eggless-cake-100-vegetarian.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40237793-7_1-dairy-day-casatta-roll-ice-cream-eggless-cake-100-vegetarian.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1. It is perfect for all occasions and celebrations.
2. Enjoy it as dessert after lunch or dinner.
3. It can also be eaten as a snack while watching a movie or relaxing.","[{'EAN Code': '40237793'}, {'Country Of Origin': 'India'}, {'FSSAI No': '10014043000791'}, {'Manufactured by': 'Dairy classic Ice creams Pvt Ltd., #256 ,257&258, KIADB- Harohalli Industrial Area, II phase, Kanakapura taluk, Ramanagara District - 562 112, Karnataka.'}, {'Marketed by': 'Dairy classic Ice creams Pvt Ltd.,No 55, 8th Main, J C Industrial Estate,'}]","Dairy classic Ice creams Pvt Ltd.,No 55, 8th Main, J C Industrial Estate,",-,-,-,"Water, Milk Solids, Sugar, Edible Vegetable Oil, Eggless Cake, Cashew, Glazed Papaya Pieces, Strawberry Syrup, Emulsifier And Stabiliser, Colour And Flavour ."
RET,RET-10,RET-10-11,RET-10-11-12,RET-10-11-12-11,Dairy day,"Dairy day Choco Coffee Stick - Choco Mocha, Rich & Creamy Ice Cream, 70 ml",Dairy Day Chocomocha is made with fine cream and choco mocha. It is a timeless and heavenly choco mocha ice cream. Enjoy the smooth choco mocha flavoured ice cream. It is a rich and creamy ice cream. It has the right amount of Chocomocha flavour.,70 ml,ml,70 ml,1,1,50,50,"Dairy classic Ice creams Pvt Ltd., #256 ,257&258, KIADB- Harohalli Industrial Area, II phase, Kanakapura taluk, Ramanagara District - 562 112, Karnataka.",India,['8906010916114'],['10014043000791'],https://datalabs.siva3.io/image/Eunimart_groceries_40237792_1-dairy-day-choco-coffee-stick-choco-mocha-rich-creamy-ice-cream.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40237792-2_1-dairy-day-choco-coffee-stick-choco-mocha-rich-creamy-ice-cream.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40237792-3_1-dairy-day-choco-coffee-stick-choco-mocha-rich-creamy-ice-cream.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40237792-4_1-dairy-day-choco-coffee-stick-choco-mocha-rich-creamy-ice-cream.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40237792-5_1-dairy-day-choco-coffee-stick-choco-mocha-rich-creamy-ice-cream.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40237792-6_1-dairy-day-choco-coffee-stick-choco-mocha-rich-creamy-ice-cream.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40237792-7_1-dairy-day-choco-coffee-stick-choco-mocha-rich-creamy-ice-cream.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1. It is perfect for all occasions and celebrations.
2. Enjoy it as dessert after lunch or dinner.
3. It can also be eaten as a snack while watching a movie or relaxing.","[{'EAN Code': '8906010916114'}, {'Country Of Origin': 'India'}, {'FSSAI No': '10014043000791'}, {'Manufactured by': 'Dairy classic Ice creams Pvt Ltd., #256 ,257&258, KIADB- Harohalli Industrial Area, II phase, Kanakapura taluk, Ramanagara District - 562 112, Karnataka.'}, {'Marketed by': 'Dairy classic Ice creams Pvt Ltd.,No 55, 8th Main, J C Industrial Estate,'}]","Dairy classic Ice creams Pvt Ltd.,No 55, 8th Main, J C Industrial Estate,",-,-,-,"Milk Solids, Water, Choco Compound Coating, Sugar, Coffee Powder, Emulsifier And Stabiliser And Flavour."
RET,RET-10,RET-10-11,RET-10-11-12,RET-10-11-12-11,Dairy day,"Dairy day Cookie Magic Cone Ice Cream - Rich & Creamy, 120 ml",Dairy Day Cone Cookie Magic is made with fine cream and cookie magic. It is a timeless and heavenly cookies ice cream. Enjoy the smooth cookies flavoured ice cream. It is a rich and creamy ice cream. It has the right amount of cookies flavour.,120 ml,ml,120 ml,1,1,60,60,"Dairy classic Ice creams Pvt Ltd., #256 ,257&258, KIADB- Harohalli Industrial Area, II phase, Kanakapura taluk, Ramanagara District - 562 112, Karnataka.",India,['8906010911249'],['10014043000791'],https://datalabs.siva3.io/image/Eunimart_groceries_40237797_1-dairy-day-cookie-magic-cone-ice-cream-rich-creamy.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40237797-2_1-dairy-day-cookie-magic-cone-ice-cream-rich-creamy.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40237797-3_1-dairy-day-cookie-magic-cone-ice-cream-rich-creamy.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40237797-4_1-dairy-day-cookie-magic-cone-ice-cream-rich-creamy.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40237797-5_1-dairy-day-cookie-magic-cone-ice-cream-rich-creamy.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1. It is perfect for all occasions and celebrations.
2. Enjoy it as dessert after lunch or dinner.
3. It can also be eaten as a snack while watching a movie or relaxing.","[{'EAN Code': '8906010911249'}, {'Country Of Origin': 'India'}, {'FSSAI No': '10014043000791'}, {'Manufactured by': 'Dairy classic Ice creams Pvt Ltd., #256 ,257&258, KIADB- Harohalli Industrial Area, II phase, Kanakapura taluk, Ramanagara District - 562 112, Karnataka.'}, {'Marketed by': 'Dairy classic Ice creams Pvt Ltd.,No 55, 8th Main, J C Industrial Estate,'}]","Dairy classic Ice creams Pvt Ltd.,No 55, 8th Main, J C Industrial Estate,",-,-,-,"Milk Solids, Water, Wafer Biscuit Cone, Sugar, Choco Compound Coating, Biscuit Bits, Emulsifier And Stabiliser And Flavour."
RET,RET-10,RET-10-11,RET-10-11-12,RET-10-11-12-11,Dairy day,"Dairy day Crunchy ButterScotch Ice Cream - Made with Milk, 500 ml Box",Celebrate the moment,500 ml Box,ml,500 ml Box,1,1,99,99,"DAIRY CLASSIC ICE CREAM(P) LTD, (A)#256(PART), 257 & 258 KIADB - HAROHALLI INDUSTIAL AREA, 11 PHASE, KANAKAPURA TALUK, RAMANAGARA DISTRICT - 562112",India,['273382'],-,https://datalabs.siva3.io/image/Eunimart_groceries_273382_3-dairy-day-ice-cream-crunchy-butterscotch.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_273382-2_1-dairy-day-ice-cream-crunchy-butterscotch.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_273382-3_1-dairy-day-ice-cream-crunchy-butterscotch.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_273382-4_1-dairy-day-ice-cream-crunchy-butterscotch.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_273382-5_1-dairy-day-ice-cream-crunchy-butterscotch.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '273382'}, {'Manufactured & Marketed by': 'DAIRY CLASSIC ICE CREAM(P) LTD, (A)#256(PART), 257 & 258 KIADB - HAROHALLI INDUSTIAL AREA, 11 PHASE, KANAKAPURA TALUK, RAMANAGARA DISTRICT - 562112'}]","DAIRY CLASSIC ICE CREAM(P) LTD, (A)#256(PART), 257 & 258 KIADB - HAROHALLI INDUSTIAL AREA, 11 PHASE, KANAKAPURA TALUK, RAMANAGARA DISTRICT - 562112",-,-,-,-
RET,RET-10,RET-10-11,RET-10-11-12,RET-10-11-12-11,Dairy day,"Dairy day Crust Ice Cream Stick - Choco Almond, Rich & Creamy, 90 ml",Dairy Day Crust Choco Almond is made with fine almond and choco. It is a timeless and heavenly choco ice cream. Enjoy the smooth almond flavoured ice cream. It is a rich and creamy ice cream. It has the right amount of almond flavour.,90 ml,ml,90 ml,1,1,90,90,"Dairy classic Ice creams Pvt Ltd., #256 ,257&258, KIADB- Harohalli Industrial Area, II phase, Kanakapura taluk, Ramanagara District - 562 112, Karnataka.",India,['8906010916268'],['10014043000791'],https://datalabs.siva3.io/image/Eunimart_groceries_40237800_1-dairy-day-crust-ice-cream-stick-choco-almond-rich-creamy.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40237800-2_1-dairy-day-crust-ice-cream-stick-choco-almond-rich-creamy.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40237800-3_1-dairy-day-crust-ice-cream-stick-choco-almond-rich-creamy.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40237800-4_1-dairy-day-crust-ice-cream-stick-choco-almond-rich-creamy.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40237800-5_1-dairy-day-crust-ice-cream-stick-choco-almond-rich-creamy.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40237800-6_1-dairy-day-crust-ice-cream-stick-choco-almond-rich-creamy.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40237800-7_1-dairy-day-crust-ice-cream-stick-choco-almond-rich-creamy.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1. It is perfect for all occasions and celebrations.
2. Enjoy it as dessert after lunch or dinner.
3. It can also be eaten as a snack while watching a movie or relaxing.","[{'EAN Code': '8906010916268'}, {'Country Of Origin': 'India'}, {'FSSAI No': '10014043000791'}, {'Manufactured by': 'Dairy classic Ice creams Pvt Ltd., #256 ,257&258, KIADB- Harohalli Industrial Area, II phase, Kanakapura taluk, Ramanagara District - 562 112, Karnataka.'}, {'Marketed by': 'Dairy classic Ice creams Pvt Ltd.,No 55, 8th Main, J C Industrial Estate,'}]","Dairy classic Ice creams Pvt Ltd.,No 55, 8th Main, J C Industrial Estate,",-,-,-,"Milk Solids, Water, Sugar, Chocolate Coating, Almond, Emulsifier And Stabiliser, Colour And Flavour ."
