L0 Domain,L1 Sub-Domain,L2 Category,L3 Sub-Category,L4 Product Enum-Code,Brand,Product Name,Product Description,Product Quantity,UOM,Net Quantity,Pack Quantity,Pack Size,MRP,Price,Manufacturer,Country Of Origin,UPC/EAN,FSSAI no,Images,Images / Video,Images.3,Images.4,Images.5,Images.6,Images.7,Images.8,Images.9,Images.10,SKU Code,Customer Care Contact,Time to Ship,Returnable (Y/N),Cancellable (Y/N),COD available (Y/N),Preservatives (Y/N),Preservatives (details),Flavours & Spices,Ready to cook (Y/N),Ready to eat (Y/N),Rice grain type,Recommended Age,Scented/ Flavour,Herbal/ Ayurvedic,Theme/ Occasion Type,Hair Type,Mineral Source,Caffeine Content,Capacity,Composition,Benefits,Usage,Other details,Marketed By,Baby Weight,Absorption Duration (in Hrs),Features,Ingredients,Ingredient,About
RET,RET-10,RET-10-13,RET-10-13-10,RET-10-13-10-15,Cocosutra,"Cocosutra Hot Chocolate - Swiss Vanilla, Blend of Chocolate & Aromatic Cocoa, 100 g","This drink will bring you joy! A scintillating chocolaty blend of aromatic cocoa and rich chocolate is infused with pure vanilla to round up this comfort in a cup. Piping hot or ice-cold, get set for instant gratification with velvety smooth, European style gourmet drinking chocolate.
features: 100% Natural A scintillating chocolaty blend of aromatic cocoa and rich chocolate is infused with pure vanilla to round up this comfort in a cup. It is infused with the aromatic blend of Swiss Vanilla flavour, 4 servings of delicious chocolate powder with rich taste. A scintillating chocolaty blend of aromatic cocoa and rich chocolate is infused with pure vanilla to round up this comfort in a cup. brand name: COCOSUTRA product type: powder weight: 100g",100 g,g,100 g,1,1,120,102,"Wild Child Enterprises Pvt Ltd, No.164 Phase 2, Classic Orchards, Bannerghatta Road, Bangalore -560076",India,['8906069010207'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40018005_5-cocosutra-hot-chocolate-swiss-vanilla.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40018005-2_2-cocosutra-hot-chocolate-swiss-vanilla.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40018005-3_1-cocosutra-hot-chocolate-swiss-vanilla.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40018005-4_1-cocosutra-hot-chocolate-swiss-vanilla.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40018005-5_1-cocosutra-hot-chocolate-swiss-vanilla.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40018005-6_1-cocosutra-hot-chocolate-swiss-vanilla.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40018005-7_1-cocosutra-hot-chocolate-swiss-vanilla.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40018005-8_1-cocosutra-hot-chocolate-swiss-vanilla.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40018005-9_1-cocosutra-hot-chocolate-swiss-vanilla.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Mix two tablespoons of Cocosutras Hot Chocolate into a cup of piping hot or ice cold milk and get set for instant gratification.,"['EAN Code: 8906069010207', 'Country of origin: India', 'Manufactured & Marketed by: Wild Child Enterprises Pvt Ltd, No.164 Phase 2, Classic Orchards, Bannerghatta Road, Bangalore -560076', 'Best before 03-06-2023', 'For Queries/Feedback/Complaints, Contact our Customer Care Executive at: Phone: 1860 123 1000 | Address: Innovative Retail Concepts Private Limited, No.18, 2nd & 3rd Floor, 80 Feet Main Road, Koramangala 4th Block, Bangalore - 560034 | Email: ']","Wild Child Enterprises Pvt Ltd, No.164 Phase 2, Classic Orchards, Bannerghatta Road, Bangalore -560076",-,-,-,"Dark Chocolate (Cocoa, Cocoa Butter, Sugar, Soy Lecithin), Sugar, Cocoa Powder, Corn Starch, Vanilla, Salt",-,-
RET,RET-10,RET-10-13,RET-10-13-10,RET-10-13-10-15,Coolberg,"Coolberg Non Alcoholic Beer - Cranberry, 6x330 ml Multipack","Coolberg Cranberry Beer is a Non-Alcoholic Beer. This NAB has a refreshing tangy undertone and a distinctive musky aroma. It is made from the finest natural strawberries extracts. It is carbonated and has a serious spunk. As it contains less carbonation and often develop a beer-like head when poured into a glass. It is a perfect blend of sweet and citrus accents. Enjoy it with your choice of snack during the evening or serve it at a party.

Benefits:
1. It is a non-alcoholic beverage. 
2. It is made of sweet and citrus accents that will give you a beer like feeling.",6x330 ml Multipack,ml Multipack,6x330 ml Multipack,1,1,474,474,"Daffodils Beverages, Shop No. A/4-1-2-3, Pashupati Complex, Village Kalwar, Bhiwandi, Maharashtra- 421302.",India,['1215182'],['10020022011156'],https://datalabs.siva3.io/image/Eunimart_groceries_215182_1-coolberg-non-alcoholic-beer-cranberry.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"They keep the drink fresher and are better for the environment. 
It is perfectly brewed to present a blend of freshness that is just hoppy enough to tingle your nerves.","['EAN Code: 1215182', 'FSSAI Number: 10020022011156', 'Manufacturer Name & Address: Daffodils Beverages, Shop No. A/4-1-2-3, Pashupati Complex, Village Kalwar, Bhiwandi, Maharashtra- 421302.', 'Marketed by: Coolberg Beverages PVt. Ltd. 406, A-Wing, Universal Business Park, Off Saki Vihar Road, Chandivali, Mumbai, MH- 400072.', 'Country of Origin: India', 'Best before 04-09-2023', 'For Queries/Feedback/Complaints, Contact our Customer Care Executive at: Phone: 1860 123 1000 | Address: Innovative Retail Concepts Private Limited, Ranka Junction 4th Floor, Tin Factory bus stop. KR Puram, Bangalore - 560016 ']","Coolberg Beverages PVt. Ltd. 406, A-Wing, Universal Business Park, Off Saki Vihar Road, Chandivali, Mumbai, MH- 400072.",-,-,-,"Carbonated Water, Sugar, Apple Juice Concentrate (1.69%), Barley Malt, Acidulant (INS 330), Herbs, Permitted Class II Preservatives (INS 211), Acidity Regulator (INS 331), Contains Permitted Natural Food Colour (INS 150d) And Added flavours (Natural, Nature Identical And Artificial Flavouring Substances- Cranberry)",-,-
RET,RET-10,RET-10-13,RET-10-13-10,RET-10-13-10-15,Coolberg,"Coolberg Non Alcoholic Beer - Cranberry, 6x330 ml Multipack","Coolberg Cranberry Beer is a Non-Alcoholic Beer. This NAB has a refreshing tangy undertone and a distinctive musky aroma. It is made from the finest natural strawberries extracts. It is carbonated and has a serious spunk. As it contains less carbonation and often develop a beer-like head when poured into a glass. It is a perfect blend of sweet and citrus accents. Enjoy it with your choice of snack during the evening or serve it at a party.

Benefits:
1. It is a non-alcoholic beverage. 
2. It is made of sweet and citrus accents that will give you a beer like feeling.",6x330 ml Multipack,ml Multipack,6x330 ml Multipack,1,1,474,474,"Daffodils Beverages, Shop No. A/4-1-2-3, Pashupati Complex, Village Kalwar, Bhiwandi, Maharashtra- 421302.",India,['1215182'],['10020022011156'],https://datalabs.siva3.io/image/Eunimart_groceries_215182_1-coolberg-non-alcoholic-beer-cranberry.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"They keep the drink fresher and are better for the environment. 
It is perfectly brewed to present a blend of freshness that is just hoppy enough to tingle your nerves.","['EAN Code: 1215182', 'FSSAI Number: 10020022011156', 'Manufacturer Name & Address: Daffodils Beverages, Shop No. A/4-1-2-3, Pashupati Complex, Village Kalwar, Bhiwandi, Maharashtra- 421302.', 'Marketed by: Coolberg Beverages PVt. Ltd. 406, A-Wing, Universal Business Park, Off Saki Vihar Road, Chandivali, Mumbai, MH- 400072.', 'Country of Origin: India', 'Best before 04-09-2023', 'For Queries/Feedback/Complaints, Contact our Customer Care Executive at: Phone: 1860 123 1000 | Address: Innovative Retail Concepts Private Limited, Ranka Junction 4th Floor, Tin Factory bus stop. KR Puram, Bangalore - 560016 ']","Coolberg Beverages PVt. Ltd. 406, A-Wing, Universal Business Park, Off Saki Vihar Road, Chandivali, Mumbai, MH- 400072.",-,-,-,"Carbonated Water, Sugar, Apple Juice Concentrate (1.69%), Barley Malt, Acidulant (INS 330), Herbs, Permitted Class II Preservatives (INS 211), Acidity Regulator (INS 331), Contains Permitted Natural Food Colour (INS 150d) And Added flavours (Natural, Nature Identical And Artificial Flavouring Substances- Cranberry)",-,-
RET,RET-10,RET-10-13,RET-10-13-10,RET-10-13-10-15,Coolberg,"Coolberg Non Alcoholic Beer - Cranberry, 6x330 ml Multipack","Coolberg Cranberry Beer is a Non-Alcoholic Beer. This NAB has a refreshing tangy undertone and a distinctive musky aroma. It is made from the finest natural strawberries extracts. It is carbonated and has a serious spunk. As it contains less carbonation and often develop a beer-like head when poured into a glass. It is a perfect blend of sweet and citrus accents. Enjoy it with your choice of snack during the evening or serve it at a party.

Benefits:
1. It is a non-alcoholic beverage. 
2. It is made of sweet and citrus accents that will give you a beer like feeling.",6x330 ml Multipack,ml Multipack,6x330 ml Multipack,1,1,474,474,"Daffodils Beverages, Shop No. A/4-1-2-3, Pashupati Complex, Village Kalwar, Bhiwandi, Maharashtra- 421302.",India,['1215182'],['10020022011156'],https://datalabs.siva3.io/image/Eunimart_groceries_215182_1-coolberg-non-alcoholic-beer-cranberry.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"They keep the drink fresher and are better for the environment. 
It is perfectly brewed to present a blend of freshness that is just hoppy enough to tingle your nerves.","['EAN Code: 1215182', 'FSSAI Number: 10020022011156', 'Manufacturer Name & Address: Daffodils Beverages, Shop No. A/4-1-2-3, Pashupati Complex, Village Kalwar, Bhiwandi, Maharashtra- 421302.', 'Marketed by: Coolberg Beverages PVt. Ltd. 406, A-Wing, Universal Business Park, Off Saki Vihar Road, Chandivali, Mumbai, MH- 400072.', 'Country of Origin: India', 'Best before 04-09-2023', 'For Queries/Feedback/Complaints, Contact our Customer Care Executive at: Phone: 1860 123 1000 | Address: Innovative Retail Concepts Private Limited, Ranka Junction 4th Floor, Tin Factory bus stop. KR Puram, Bangalore - 560016 ']","Coolberg Beverages PVt. Ltd. 406, A-Wing, Universal Business Park, Off Saki Vihar Road, Chandivali, Mumbai, MH- 400072.",-,-,-,"Carbonated Water, Sugar, Apple Juice Concentrate (1.69%), Barley Malt, Acidulant (INS 330), Herbs, Permitted Class II Preservatives (INS 211), Acidity Regulator (INS 331), Contains Permitted Natural Food Colour (INS 150d) And Added flavours (Natural, Nature Identical And Artificial Flavouring Substances- Cranberry)",-,-
RET,RET-10,RET-10-13,RET-10-13-10,RET-10-13-10-15,Coolberg,"Coolberg Non Alcoholic Beer - Ginger, 330 ml Bottle","Coolberg Ginger Beer is a Non-Alcoholic Beer. This NAB has tantalizing ginger notes and sweet zesty accents. It is made from the finest natural ginger extracts that are matured over a period of time. It is carbonated and has a serious spunk. As it is naturally fermented it has less carbonation and often develop a beer-like head when poured into a glass. Enjoy it with your choice of snack in the evening or serve it at a party.
Benefits:
It is a non-alcoholic beverage.
It is made from fermented ginger that gives you a beer like feeling.",330 ml Bottle,ml Bottle,330 ml Bottle,1,1,79,71.1,"Daffodils Beverages, Shop No. A/4-1-2-3, Pashupati Complex, Village Kalwar, Bhiwandi, Maharashtra- 421302.",India,['8901304233762'],['10020022011156'],https://datalabs.siva3.io/image/Eunimart_groceries_40213057_2-coolberg-non-alcoholic-beer-ginger.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40213057-2_2-coolberg-non-alcoholic-beer-ginger.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40213057-3_2-coolberg-non-alcoholic-beer-ginger.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40213057-4_2-coolberg-non-alcoholic-beer-ginger.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40213057-5_2-coolberg-non-alcoholic-beer-ginger.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"They keep the drink fresher and are better for the environment.
Ginger Beer is refreshing on its own or perfect as a cocktail mixer.","['EAN Code: 8901304233762', 'FSSAI Number: 10020022011156', 'Manufacturer Name & Address: Daffodils Beverages, Shop No. A/4-1-2-3, Pashupati Complex, Village Kalwar, Bhiwandi, Maharashtra- 421302.', 'Marketed by: Coolberg Beverages PVt. Ltd. 406, A-Wing, Universal Business Park, Off Saki Vihar Road, Chandivali, Mumbai, MH- 400072.', 'Country of Origin: India', 'Best before 04-09-2023', 'For Queries/Feedback/Complaints, Contact our Customer Care Executive at: Phone: 1860 123 1000 | Address: Innovative Retail Concepts Private Limited, Ranka Junction 4th Floor, Tin Factory bus stop. KR Puram, Bangalore - 560016 ']","Coolberg Beverages PVt. Ltd. 406, A-Wing, Universal Business Park, Off Saki Vihar Road, Chandivali, Mumbai, MH- 400072.",-,-,-,"Carbonated Water, Sugar, Apple Juice Concentrate (1.85%), Barley Malt, Acidulant (INS 330), Herbs, Permitted Class II Preservatives (INS 211), Contains Permitted Natural Food Colour (INS 150d) And Added flavours (Natural, Nature Identical And Artificial Flavouring Substances- Ginger)",-,-
RET,RET-10,RET-10-13,RET-10-13-10,RET-10-13-10-15,Coolberg,"Coolberg Non Alcoholic Beer - Mint, 6x330 ml Multipack","Coolberg Mint Beer is a Non-Alcoholic Beer. This NAB has fresh mint notes and a distinctive aroma. It is made from the finest natural mint extracts. It is carbonated and has a serious spunk. As it contains less carbonation and often develops a beer-like head when poured into a glass. It is a perfect blend of vibrancy and freshness and also has medicinal values. Enjoy it with your choice of snack in the evening or serve it at a party.
Benefits:
It is a non-alcoholic beverage.
It is made fresh and cool which gives you a beer like feeling.",6x330 ml Multipack,ml Multipack,6x330 ml Multipack,1,1,474,399,"Daffodils Beverages, Shop No. A/4-1-2-3, Pashupati Complex, Village Kalwar, Bhiwandi, Maharashtra- 421302.",India,['1215179'],['10020022011156'],https://datalabs.siva3.io/image/Eunimart_groceries_215179_1-coolberg-non-alcoholic-beer-mint.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"They keep the drink fresher and are better for the environment.
It is perfectly brewed to present a blend of freshness that is just hoppy enough to tingle your nerves.","['EAN Code: 1215179', 'FSSAI Number: 10020022011156', 'Manufacturer Name & Address: Daffodils Beverages, Shop No. A/4-1-2-3, Pashupati Complex, Village Kalwar, Bhiwandi, Maharashtra- 421302.', 'Marketed by: Coolberg Beverages PVt. Ltd. 406, A-Wing, Universal Business Park, Off Saki Vihar Road, Chandivali, Mumbai, MH- 400072.', 'Country of Origin: India', 'Best before 03-09-2023', 'For Queries/Feedback/Complaints, Contact our Customer Care Executive at: Phone: 1860 123 1000 | Address: Innovative Retail Concepts Private Limited, Ranka Junction 4th Floor, Tin Factory bus stop. KR Puram, Bangalore - 560016 ']","Coolberg Beverages PVt. Ltd. 406, A-Wing, Universal Business Park, Off Saki Vihar Road, Chandivali, Mumbai, MH- 400072.",-,-,-,"Carbonated Water, Sugar, Apple Juice Concentrate (1.4%), Barley Malt, Acidulant (INS 330), Herbs, Permitted Class II Preservatives (INS 211), Contains Permitted Natural Colour (INS 150d) And Added flavours (Natural, Nature Identical And Artificial Flavouring Substances- Mint)",-,-
RET,RET-10,RET-10-13,RET-10-13-10,RET-10-13-10-15,Coolberg,"Coolberg Non Alcoholic Beer - Strawberry, 6x330 ml Multipack","Coolberg Strawberry Beer is a Non-Alcoholic Beer. This NAB has a refreshing citrus undertone and a distinctive musky aroma. It is made from the finest natural strawberries extracts. It is carbonated and has a serious spunk. As it contains less carbonation and often develops a beer-like head when poured into a glass. It is a perfect blend of sweet and citrus accents. Enjoy it with your choice of snack in the evening or serve it at a party.
Benefits:
It is a non-alcoholic beverage.
It is made of sweet and citrus accents that give you a beer like feeling.",6x330 ml Multipack,ml Multipack,6x330 ml Multipack,1,1,474,399,"Daffodils Beverages, Shop No. A/4-1-2-3, Pashupati Complex, Village Kalwar, Bhiwandi, Maharashtra- 421302.",India,['1215181'],['10020022011156'],https://datalabs.siva3.io/image/Eunimart_groceries_215181_1-coolberg-non-alcoholic-beer-strawberry.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"They keep the drink fresher and are better for the environment.
It is perfectly brewed to present a blend of freshness that is just hoppy enough to tingle your nerves.","['EAN Code: 1215181', 'FSSAI Number: 10020022011156', 'Manufacturer Name & Address: Daffodils Beverages, Shop No. A/4-1-2-3, Pashupati Complex, Village Kalwar, Bhiwandi, Maharashtra- 421302.', 'Marketed by: Coolberg Beverages PVt. Ltd. 406, A-Wing, Universal Business Park, Off Saki Vihar Road, Chandivali, Mumbai, MH- 400072.', 'Country of Origin: India', 'Best before 03-09-2023', 'For Queries/Feedback/Complaints, Contact our Customer Care Executive at: Phone: 1860 123 1000 | Address: Innovative Retail Concepts Private Limited, Ranka Junction 4th Floor, Tin Factory bus stop. KR Puram, Bangalore - 560016 ']","Coolberg Beverages PVt. Ltd. 406, A-Wing, Universal Business Park, Off Saki Vihar Road, Chandivali, Mumbai, MH- 400072.",-,-,-,"Carbonated Water, Sugar, Apple Juice Concentrate (1.40%), Barley Malt, Acidulant (INS 330), Herbs, Permitted Class II Preservatives (INS 211), Acidity Regulator (INS 331), Contains Permitted Natural Food Colour (INS 150d) And Added flavours (Natural, Nature Identical And Artificial Flavouring Substances- Strawberry)",-,-
RET,RET-10,RET-10-13,RET-10-13-10,RET-10-13-10-15,Coolberg,"Coolberg Non Alcoholic Beer - Strawberry, 6x330 ml Multipack","Coolberg Strawberry Beer is a Non-Alcoholic Beer. This NAB has a refreshing citrus undertone and a distinctive musky aroma. It is made from the finest natural strawberries extracts. It is carbonated and has a serious spunk. As it contains less carbonation and often develops a beer-like head when poured into a glass. It is a perfect blend of sweet and citrus accents. Enjoy it with your choice of snack in the evening or serve it at a party.
Benefits:
It is a non-alcoholic beverage.
It is made of sweet and citrus accents that give you a beer like feeling.",6x330 ml Multipack,ml Multipack,6x330 ml Multipack,1,1,474,399,"Daffodils Beverages, Shop No. A/4-1-2-3, Pashupati Complex, Village Kalwar, Bhiwandi, Maharashtra- 421302.",India,['1215181'],['10020022011156'],https://datalabs.siva3.io/image/Eunimart_groceries_215181_1-coolberg-non-alcoholic-beer-strawberry.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"They keep the drink fresher and are better for the environment.
It is perfectly brewed to present a blend of freshness that is just hoppy enough to tingle your nerves.","['EAN Code: 1215181', 'FSSAI Number: 10020022011156', 'Manufacturer Name & Address: Daffodils Beverages, Shop No. A/4-1-2-3, Pashupati Complex, Village Kalwar, Bhiwandi, Maharashtra- 421302.', 'Marketed by: Coolberg Beverages PVt. Ltd. 406, A-Wing, Universal Business Park, Off Saki Vihar Road, Chandivali, Mumbai, MH- 400072.', 'Country of Origin: India', 'Best before 03-09-2023', 'For Queries/Feedback/Complaints, Contact our Customer Care Executive at: Phone: 1860 123 1000 | Address: Innovative Retail Concepts Private Limited, Ranka Junction 4th Floor, Tin Factory bus stop. KR Puram, Bangalore - 560016 ']","Coolberg Beverages PVt. Ltd. 406, A-Wing, Universal Business Park, Off Saki Vihar Road, Chandivali, Mumbai, MH- 400072.",-,-,-,"Carbonated Water, Sugar, Apple Juice Concentrate (1.40%), Barley Malt, Acidulant (INS 330), Herbs, Permitted Class II Preservatives (INS 211), Acidity Regulator (INS 331), Contains Permitted Natural Food Colour (INS 150d) And Added flavours (Natural, Nature Identical And Artificial Flavouring Substances- Strawberry)",-,-
RET,RET-10,RET-10-13,RET-10-13-10,RET-10-13-10-15,Dad's Hack,"Dad's Hack Berry Basil Kombucha - Non-Alcoholic Drink, Boosts Energy, 330 ml","Dad's Hack Kombucha is an ancient tea-based elixir reinvented with modern artisanal techniques that leave its consumers feeling relaxed and energized. It is a guilt-free, non-alcoholic drink that gives a boost of energy and also uplifts the mood. The naturally fermented drink is an ideal alternative to alcohol and soft drinks, allowing consumers to socialize and unwind without worrying about a buzz or hangover afterwards. Despite being low in calories, sugar, and caffeine, Dad's Hack Kombucha still has enough flavourr to be refreshing and healthy. Furthermore, the drink is excellent for gut health, the mind, and liver detoxification since it is naturally carbonated, devoid of preservatives and chemicals, and packed with vitamins, probiotics, and amino acids. The drink can be taken first thing in the morning for its detoxifying effect, in the middle of the day for an easy pick-me-up, or mixed with Gin for a whole new drink. A stimulating strawberry, blueberry & hibiscus booch subtly spiced with aromatic organic basil. It's a perfect rose for a family lunch and sundowners with friends.",330 ml,ml,330 ml,1,1,199,199,"KOMBUCHERIE PRIVATE LIMITED, NO.76/6B, KODIGEHALLI VILLAGE, VIDYANAYAPURA “ BANGALORE, INDIA, B.B.M.P North, Karnataka-560097",India,['8908020073047'],['12719009000211'],https://datalabs.siva3.io/image/Eunimart_groceries_40289064_1-dads-hack-berry-basil-kombucha-non-alcoholic-drink-boosts-energy.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40289064-2_1-dads-hack-berry-basil-kombucha-non-alcoholic-drink-boosts-energy.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40289064-3_1-dads-hack-berry-basil-kombucha-non-alcoholic-drink-boosts-energy.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40289064-4_1-dads-hack-berry-basil-kombucha-non-alcoholic-drink-boosts-energy.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40289064-5_1-dads-hack-berry-basil-kombucha-non-alcoholic-drink-boosts-energy.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40289064-6_1-dads-hack-berry-basil-kombucha-non-alcoholic-drink-boosts-energy.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '8908020073047'}, {'FSSAI': '12719009000211'}, {'Manufactured & Marketed by': 'KOMBUCHERIE PRIVATE LIMITED, NO.76/6B, KODIGEHALLI VILLAGE, VIDYANAYAPURA BANGALORE, INDIA, B.B.M.P North, Karnataka-560097'}, {'Country of origin': 'India'}]","KOMBUCHERIE PRIVATE LIMITED, NO.76/6B, KODIGEHALLI VILLAGE, VIDYANAYAPURA “ BANGALORE, INDIA, B.B.M.P North, Karnataka-560097",-,-,-,"Organic Tea, Organic Sugar, RO Water, SCOBY (Symbiotic Culture Of Bacteria And Yeast), Cold Pressed Berry Pulp (4%), Lime, Basil. There May Be Floating Jelly Bits Inside As The Booch Is Alive.",-,-
RET,RET-10,RET-10-13,RET-10-13-10,RET-10-13-10-15,Dad's Hack,"Dad's Hack Ginger Lime Kombucha - Non-Alcoholic Drink, Boosts Energy, 330 ml","Dad's Hack Kombucha is an ancient tea-based elixir reinvented with modern artisanal techniques that leave its consumers feeling relaxed and energized. It is a guilt-free, non-alcoholic drink that gives a boost of energy and also uplifts the mood. The naturally fermented drink is an ideal alternative to alcohol and soft drinks, allowing consumers to socialize and unwind without worrying about a buzz or hangover afterwards. Despite being low in calories, sugar, and caffeine, Dad's Hack Kombucha still has enoughflavourr to be refreshing and healthy. Furthermore, the drink is excellent for gut health, the mind, and liver detoxification since it is naturally carbonated, devoid of preservatives and chemicals, and packed with vitamins, probiotics, and amino acids. The drink can be taken first thing in the morning for its detoxifying effect, in the middle of the day for an easy pick-me-up, or mixed with Gin for a whole new drink. Ginger Lime is a match made in heaven, fresh zingy ginger, lime juice, and organic Himalayan rock salt. Answer to scorching summers and your post-workout hydration needs.",330 ml,ml,330 ml,1,1,199,199,"KOMBUCHERIE PRIVATE LIMITED, NO.76/6B, KODIGEHALLI VILLAGE, VIDYANAYAPURA  BANGALORE, INDIA, B.B.M.P North, Karnataka-560097",India,['8908020073023'],['12719009000211'],https://datalabs.siva3.io/image/Eunimart_groceries_40289067_1-dads-hack-ginger-lime-kombucha-non-alcoholic-drink-boosts-energy.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40289067-2_1-dads-hack-ginger-lime-kombucha-non-alcoholic-drink-boosts-energy.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40289067-3_1-dads-hack-ginger-lime-kombucha-non-alcoholic-drink-boosts-energy.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40289067-4_1-dads-hack-ginger-lime-kombucha-non-alcoholic-drink-boosts-energy.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40289067-5_1-dads-hack-ginger-lime-kombucha-non-alcoholic-drink-boosts-energy.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40289067-6_1-dads-hack-ginger-lime-kombucha-non-alcoholic-drink-boosts-energy.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '8908020073023'}, {'FSSAI': '12719009000211'}, {'Manufactured & Marketed by': 'KOMBUCHERIE PRIVATE LIMITED, NO.76/6B, KODIGEHALLI VILLAGE, VIDYANAYAPURA BANGALORE, INDIA, B.B.M.P North, Karnataka-560097'}, {'Country of origin': 'India'}]","KOMBUCHERIE PRIVATE LIMITED, NO.76/6B, KODIGEHALLI VILLAGE, VIDYANAYAPURA “ BANGALORE, INDIA, B.B.M.P North, Karnataka-560097",-,-,-,"Organic Tea, Organic Sugar, RO Water, SCOBY (Symbiotic Culture Of Bacteria And Yeast), Cold Pressed Pomegranate Juice (5%), Fresh Mint, Ginger. There May Be Floating Jelly Bits Inside As The Booch Is Alive.",-,-
