L0 Domain,L1 Sub-Domain,L2 Category,L3 Sub-Category,L4 Product Enum-Code,Brand,Product Name,Product Description,Product Quantity,UOM,Net Quantity,Pack Quantity,Pack Size,MRP,Price,Manufacturer,Country Of Origin,UPC/EAN,FSSAI no,Images,Images / Video,Images.3,Images.4,Images.5,Images.6,Images.7,Images.8,Images.9,Images.10,SKU Code,Customer Care Contact,Time to Ship,Returnable (Y/N),Cancellable (Y/N),COD available (Y/N),Preservatives (Y/N),Preservatives (details),Flavours & Spices,Ready to cook (Y/N),Ready to eat (Y/N),Rice grain type,Recommended Age,Scented/ Flavour,Herbal/ Ayurvedic,Theme/ Occasion Type,Hair Type,Mineral Source,Caffeine Content,Capacity,Benefits,Usage,Other details,Marketed By,Baby Weight,Absorption Duration (in Hrs),Care Instruction,Specification,Package Contains,About
RET,RET-10,RET-10-19,RET-10-19-10,RET-10-19-10-10,Crystal,"Crystal Stainless Steel Sleek Fruit Fork Set - Elegant Design, Strong & Durable, Rust Free, 6 pcs","Crystal Sleek Fruit Fork is made of stainless steel. This fork set is easy to maintain. It can be a perfect gifting option for your loved ones at their house warming. The simple, elegant cutlery set will add extra flavour to your table settings. If you are looking to achieve a comprehensive theme throughout your kitchen drawers, this cutlery set is perfect for you.",6 pcs,pcs,6 pcs,6,1,210,179,"CRYSTAL COOK N SERVE PRODUCTS PVT LTD, PLOT NO. 2601-2-3, GIDC METODA, DIST: RAJKOT, GUJARAT 360021, INDIA.",India,['8901200001151'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40244614_1-crystal-stainless-steel-sleek-fruit-fork-set-elegant-design-strong-durable-rust-free.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40244614-2_1-crystal-stainless-steel-sleek-fruit-fork-set-elegant-design-strong-durable-rust-free.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Made of stainless steel.
It is easy to maintain.
Simple, elegant cutlery set.","Perfect gifting option for your loved ones at their house warming.
A fruit fork is going to be used when you are eating fruit as part of your meal.","['EAN Code: 8901200001151', 'Manufactured & Marketed By: CRYSTAL COOK N SERVE PRODUCTS PVT LTD, PLOT NO. 2601-2-3, GIDC METODA, DIST: RAJKOT, GUJARAT 360021, INDIA.', 'Country of Origin: India', '","CRYSTAL COOK N SERVE PRODUCTS PVT LTD, PLOT NO. 2601-2-3, GIDC METODA, DIST: RAJKOT, GUJARAT 360021, INDIA.",-,-,-,"Brand:- Crystal
Type:- Fruit Fork
Material:- Stainless Steel
Colour:- Silver
Dimensions :- 65x170x10 
Capacity:- 6 pcs
Features:- Used for eating cut fruits, Rust-Free, Pairs with any dining, Easy to use and clean.
Material Grade:- NA
Thickness:- NA
Non-Stick:- No
Induction Friendly:- No
Handle Material:- Steel
Handle Included:- NA
Lid Included:- NA
Lid Material:- NA
Package Content:- 6N Fruit Fork",-,-
RET,RET-10,RET-10-19,RET-10-19-10,RET-10-19-10-10,Crystal,"Crystal Stainless Steel Sleek Ice Cream Spoon Set - Elegant Design, Dubrale, Rust-Proof, 6 pcs","Crystal Sleek Ice Cream Scoop is made of high-quality material that has a 100% ABS body. It has a stylish look that is easy and comfortable to use. Easy to use and maintain, the round shape helps to make serving ice cream attractive. If you are looking to achieve a comprehensive theme throughout your kitchen drawers, this Ice cream spoon set is perfect for you.",6 pcs,pcs,6 pcs,6,1,260,229,"CRYSTAL COOK N SERVE PRODUCTS PVT LTD, PLOT NO. 2601-2-3, GIDC METODA, DIST: RAJKOT, GUJARAT 360021, INDIA.",India,['89012003000117'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40244611_1-crystal-stainless-steel-sleek-ice-cream-spoon-set-elegant-design-dubrale-rust-proof.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40244611-2_1-crystal-stainless-steel-sleek-ice-cream-spoon-set-elegant-design-dubrale-rust-proof.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"It is made with high-quality material that has a 100% ABS body. 
It is easy and convenient to use. 
Makes serving ice cream attractive.","Ideal for ice cream, scoop and drop cookie dough, use to make meatballs, fruit/melon balls and also great for drying pet food.","['EAN Code: 89012003000117', 'Manufactured & Marketed By: CRYSTAL COOK N SERVE PRODUCTS PVT LTD, PLOT NO. 2601-2-3, GIDC METODA, DIST: RAJKOT, GUJARAT 360021, INDIA.', 'Country of Origin: India', '","CRYSTAL COOK N SERVE PRODUCTS PVT LTD, PLOT NO. 2601-2-3, GIDC METODA, DIST: RAJKOT, GUJARAT 360021, INDIA.",-,-,-,"Brand:- Crystal
Type:- Ice Cream Spoon
Material:- Stainless Steel
Colour:- Silver
Dimensions :- 65x190x10 
Capacity:- NA
Features:- Utility in every kitchen, Elegant handle ensures perfect grip, Sleek design, Rustproof. 
Material Grade:- NA
Thickness:- NA
Non-Stick:- No
Induction Friendly:- No
Handle Material:- Steel
Handle Included:- Yes
Lid Included:- NA
Lid Material:- NA
Package Content:- 6N Ice Cream Spoon",-,-
RET,RET-10,RET-10-19,RET-10-19-10,RET-10-19-10-10,Crystal,"Crystal Stainless Steel Sleek Table Fork Set - Elegant Design, Dubrale, Dishwasher Safe, 2 pcs","Crystal Sleek Table Forks are made of stainless steel. This fork set is easy to maintain. It can be a perfect gifting option for your loved ones at their house warming. The simple, elegant cutlery set will add extra flavour to your table settings. If you are looking to achieve a comprehensive theme throughout your kitchen drawers, this cutlery set is perfect for you.",2 pcs,pcs,2 pcs,2,1,170,149,"CRYSTAL COOK N SERVE PRODUCTS PVT LTD,PLOT NO. 2601-2-3, GIDC METODA, DIST: RAJKOT, GUJARAT 360021, INDIA.",India,['8901200001199'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40244617_2-crystal-stainless-steel-sleek-table-fork-set-elegant-design-dubrale-dishwasher-safe.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Made of stainless steel. 
It is easy to maintain.
Simple but elegant cutlery set.","Perfect gifting option for your loved ones at their house warming.
Ideal for feeding your babies.","['EAN Code: 8901200001199', 'Manufactured & Marketed By: CRYSTAL COOK N SERVE PRODUCTS PVT LTD,PLOT NO. 2601-2-3, GIDC METODA, DIST: RAJKOT, GUJARAT 360021, INDIA.', 'Country of Origin: India', '","CRYSTAL COOK N SERVE PRODUCTS PVT LTD,PLOT NO. 2601-2-3, GIDC METODA, DIST: RAJKOT, GUJARAT 360021, INDIA.",-,-,-,"Brand:- Crystal
Type:- Table Fork
Material:- Stainless Steel
Colour:- Silver
Dimensions :- 70x220x8 
Capacity:- 2 pcs
Features:- Used for having a meal, Easy to use and clean, dishwasher safe, It can also be an ideal gift to your kitchen and an occasion.
Material Grade:- NA
Thickness:- NA
Non-Stick:- No
Induction Friendly:- No
Handle Material:- Steel
Handle Included:- Yes
Lid Included:- NA
Lid Material:- NA
Package Content:- 2N Table Fork",-,-
RET,RET-10,RET-10-19,RET-10-19-10,RET-10-19-10-10,Crystal,"Crystal Stainless Steel Sleek Table Spoon Set - Elegant Design, Dubrale, Dishwasher Safe, 2 pcs","Crystal Sleek Table Spoon Set is made of stainless steel. This spoon set is easy to maintain. It can be a perfect gifting option for your loved ones at their house warming. The simple, elegant cutlery set will add extra flavour to your table settings. If you are looking to achieve a comprehensive theme throughout your kitchen drawers, this cutlery set is perfect for you.",2 pcs,pcs,2 pcs,2,1,170,149,"CRYSTAL COOK N SERVE PRODUCTS PVT LTD, PLOT NO. 2601-2-3, GIDC METODA, DIST: RAJKOT, GUJARAT 360021, INDIA.",India,['8901200001182'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40244616_2-crystal-stainless-steel-sleek-table-spoon-set-elegant-design-dubrale-dishwasher-safe.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Made of stainless steel. 
It is easy to maintain.
Simple but elegant cutlery set.","Perfect gifting option for your loved ones at their house warming.
Ideal for feeding your babies.","['EAN Code: 8901200001182', 'Manufactured & Marketed By: CRYSTAL COOK N SERVE PRODUCTS PVT LTD, PLOT NO. 2601-2-3, GIDC METODA, DIST: RAJKOT, GUJARAT 360021, INDIA.', 'Country of Origin: India', '","CRYSTAL COOK N SERVE PRODUCTS PVT LTD, PLOT NO. 2601-2-3, GIDC METODA, DIST: RAJKOT, GUJARAT 360021, INDIA.",-,-,-,"Brand:- Crystal
Type:- Tablespoon
Material:- Stainless Steel
Colour:- Silver
Dimensions :- 70x220x8 
Capacity:- 2 pcs
Features:- Sleek handle design, Safe to use in the dishwasher, easy to clean. 
Material Grade:- NA
Thickness:- NA
Non-Stick:- No
Induction Friendly:- No
Handle Material:- Steel
Handle Included:- Yes
Lid Included:- NA
Lid Material:- NA
Package Content:- 2N Table Spoon",-,-
RET,RET-10,RET-10-19,RET-10-19-10,RET-10-19-10-10,DELISOGA,"DELISOGA Bamboo Lid Jar, 220 ml (Set Of 3)","Deli GPG10-220-BB Soga Bamboo Lid Jar is made from high-quality material. It has an airtight lid to keep your food fresh. These jars are multipurpose. These multipurpose jars are easy to use and clean. It is a 20 ml jar. The transparent jar helps to identify inside contents easily. These dont take up much space and are a perfect addition to your kitchen. These versatile sets can be used for many things such as storing cookies, sugar, flour, spices and other kitchen staples.",220 ml (Set Of 3),ml,220 ml (Set Of 3),3,1,640,399,"Soham Housewares,112,Raja Industrial Estate , P K Road ,Mulund West, Mumbai-400080 Email Id :- sohamhousewares@gmail.com Customer Care No- 83696 88343.",China,['40218147'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40218147_3-delisoga-bamboo-lid-jar.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40218147-2_3-delisoga-bamboo-lid-jar.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40218147-3_3-delisoga-bamboo-lid-jar.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40218147-4_3-delisoga-bamboo-lid-jar.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1. It is made of high-quality material.
2. This leakproof jar is suitable for modular kitchen drawers.
3. The transparent jar helps to identify inside contents easily.
4. It is quite handy to operate and is easy to clean.","1. These air-tight kitchen canisters are specially designed in different heights and quantities for multiple purposes and uses.
2. All of them are stackable for space-saving storage, the silicone ring makes the bamboo lid close tightly, which ensures inside food dry and fresh for a much longer time.
3. Suitable gift option.","['EAN Code: 40218147', 'Manufacturerd & Marketed By: Soham Housewares,112,Raja Industrial Estate , P K Road ,Mulund West, Mumbai-400080 Email Id :- sohamhousewares@gmail.com Customer Care No- 83696 88343.', 'Country of Origin: China', '","Soham Housewares,112,Raja Industrial Estate , P K Road ,Mulund West, Mumbai-400080 Email Id :- sohamhousewares@gmail.com Customer Care No- 83696 88343.",-,-,-,"1. Material: Glass
2. Features: Microwave and dishwasher safe, easy to clean, quick scrub, great for storing.
3. Capacity: 220 ml
4.Type: Bamboo Lid Jar
5. Colour: Transparent
6. Brand: Deli",-,-
RET,RET-10,RET-10-19,RET-10-19-10,RET-10-19-10-10,DP,"DP Double Wall Glass Coffee/ Tea Mug - Borosilicate, Dishwasher & Microwave Safe, 250 ml","DP presents Double Wall Glass Mugs. A hole is present in the base to give an easy outlet to the vapour created while pouring hot liquids. It is made of heat and condensation-resistant borosilicate glass, which is stronger and more durable than common glass that gives a smooth finish and a crystal clear look. Keeps your liquid hot while keeping your hands cool. Top-quality espresso mug made of lead-free high-quality borosilicate-glass, Safe for dishwasher and microwave use.",250 ml,ml,250 ml,1,1,409,279,"Decent Plastic, Plot No. 84 Nawada Industrial Area Uttam Nagar-110059",China,['40254118'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40254118_1-dp-double-wall-glass-coffee-tea-mug-borosilicate-dishwasher-microwave-safe.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40254118-2_1-dp-double-wall-glass-coffee-tea-mug-borosilicate-dishwasher-microwave-safe.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40254118-3_1-dp-double-wall-glass-coffee-tea-mug-borosilicate-dishwasher-microwave-safe.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40254118-4_1-dp-double-wall-glass-coffee-tea-mug-borosilicate-dishwasher-microwave-safe.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40254118-5_1-dp-double-wall-glass-coffee-tea-mug-borosilicate-dishwasher-microwave-safe.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1. Brand: DP
2. Type: ROUND
3. Material: GLASS
4. Colour: ASSORTED
5. Dimensions: 145x100x120 mm
6. Weight: 165gms
7. Package Contents: 1 Pc",It is used to drink beverages.,"['EAN Code: 40254118', 'Manufactured & Marketed By: Decent Plastic, Plot No. 84 Nawada Industrial Area Uttam Nagar-110059', 'Country of Origin: China', '","Decent Plastic, Plot No. 84 Nawada Industrial Area Uttam Nagar-110059",-,-,-,"Strong and Durable
Stylish
Multipurpose",-,-
RET,RET-10,RET-10-19,RET-10-19-10,RET-10-19-10-10,DP,"DP Double Wall Glass Coffee/ Tea Mug - Borosilicate, Dishwasher & Microwave Safe, 250 ml","DP presents Double Wall Glass Mugs. A hole is present in the base to give an easy outlet to the vapour created while pouring hot liquids. It is made of heat and condensation-resistant borosilicate glass, which is stronger and more durable than common glass that gives a smooth finish and a crystal clear look. Keeps your liquid hot while keeping your hands cool. Top-quality espresso mug made of lead-free high-quality borosilicate-glass, Safe for dishwasher and microwave use.",250 ml,ml,250 ml,1,1,409,279,"Decent Plastic, Plot No. 84 Nawada Industrial Area Uttam Nagar-110059",China,['40254118'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40254118_1-dp-double-wall-glass-coffee-tea-mug-borosilicate-dishwasher-microwave-safe.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40254118-2_1-dp-double-wall-glass-coffee-tea-mug-borosilicate-dishwasher-microwave-safe.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40254118-3_1-dp-double-wall-glass-coffee-tea-mug-borosilicate-dishwasher-microwave-safe.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40254118-4_1-dp-double-wall-glass-coffee-tea-mug-borosilicate-dishwasher-microwave-safe.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40254118-5_1-dp-double-wall-glass-coffee-tea-mug-borosilicate-dishwasher-microwave-safe.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1. Brand: DP
2. Type: ROUND
3. Material: GLASS
4. Colour: ASSORTED
5. Dimensions: 145x100x120 mm
6. Weight: 165gms
7. Package Contents: 1 Pc",It is used to drink beverages.,"['EAN Code: 40254118', 'Manufactured & Marketed By: Decent Plastic, Plot No. 84 Nawada Industrial Area Uttam Nagar-110059', 'Country of Origin: China', '","Decent Plastic, Plot No. 84 Nawada Industrial Area Uttam Nagar-110059",-,-,-,"Strong and Durable
Stylish
Multipurpose",-,-
RET,RET-10,RET-10-19,RET-10-19-10,RET-10-19-10-10,DP,"DP King Printed Ceramic Coffee Mug - For Tea, Milk & Coffee, Grey, 330 ml (1 pc)","DP Ceramic King Printed Coffee Mug is made of high-quality ceramic. These coffee mugs have a great design and a great handle. It is light in weight, easy to handle and has a comfortable grip. It is easy to clean and wash. Now serve hot cups of tea/coffee or any refreshment of your choice. These mugs are ideal to serve coffee and tea. It also makes a perfect gifting option on a special occasion for your friends and family.",330 ml (1 pc),ml,330 ml (1 pc),1,1,529,299,"Guangdong Jiazhou Porcelain Co., Ltd, Huanxiang Road No. 9 Yongan Village Yixi Town, Chaozhou, Guangdong, China",China,['40288895'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40288895_1-dp-king-printed-ceramic-coffee-mug-for-tea-milk-coffee-grey.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40288895-2_1-dp-king-printed-ceramic-coffee-mug-for-tea-milk-coffee-grey.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40288895-3_1-dp-king-printed-ceramic-coffee-mug-for-tea-milk-coffee-grey.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40288895-4_1-dp-king-printed-ceramic-coffee-mug-for-tea-milk-coffee-grey.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40288895-5_1-dp-king-printed-ceramic-coffee-mug-for-tea-milk-coffee-grey.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40288895-6_1-dp-king-printed-ceramic-coffee-mug-for-tea-milk-coffee-grey.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"It is made using high-quality ceramic.
It is highly durable and ensures stability.
Stylish look and is perfect for gifting.
It is easy to clean and wash.
The handle gives a comfortable and firm grip.","A beautiful addition to any cafe, restaurant or pub and definitely to your own home.
Can be used for Cappuccino cups, Lungo cups, Macchiato, Latte, Espresso cups, Demitasse cups, Tea, smoothie and juice.","[{'EAN Code': '40288895'}, {'Manufacturer Name & ': 'Guangdong Jiazhou Porcelain Co., Ltd, Huanxiang Road No. 9 Yongan Village Yixi Town, Chaozhou, Guangdong, China'}, {'Marketed by': 'Decent Plastic, Plot No. 84 Nawada Industrial Area Uttam Nagar-110059'}, {'Country of origin': 'China'}]","Decent Plastic, Plot No. 84 Nawada Industrial Area Uttam Nagar-110059",-,-,-,"Brand:- DP
Type:- Mug
Material:- Ceramic
Colour:- Grey
Dimensions:- 80x70x85 mm
Weight:- 225 g
Capacity:- 330 ml
Package Content:- 1 pc",-,-
RET,RET-10,RET-10-19,RET-10-19-10,RET-10-19-10-10,DP,"DP King Printed Ceramic Coffee Mug - For Tea, Milk & Coffee, Grey, 360 ml (1 pc)","DP Ceramic King Printed Coffee Mug is made of high-quality ceramic. These coffee mugs have a great design and a great handle. It is light in weight, easy to handle and has a comfortable grip. It is easy to clean and wash. Now serve hot cups of tea/coffee or any refreshment of your choice. These mugs are ideal to serve coffee and tea. It also makes a perfect gifting option on a special occasion for your friends and family.",360 ml (1 pc),ml,360 ml (1 pc),1,1,559,299,"Guangdong Jiazhou Porcelain Co., Ltd, Huanxiang Road No. 9 Yongan Village Yixi Town, Chaozhou, Guangdong, China",China,['40288903'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40288903_1-dp-king-printed-ceramic-coffee-mug-for-tea-milk-coffee-grey.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40288903-2_1-dp-king-printed-ceramic-coffee-mug-for-tea-milk-coffee-grey.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40288903-3_1-dp-king-printed-ceramic-coffee-mug-for-tea-milk-coffee-grey.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40288903-4_1-dp-king-printed-ceramic-coffee-mug-for-tea-milk-coffee-grey.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40288903-5_1-dp-king-printed-ceramic-coffee-mug-for-tea-milk-coffee-grey.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40288903-6_1-dp-king-printed-ceramic-coffee-mug-for-tea-milk-coffee-grey.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"It is made using high-quality ceramic. 
It is highly durable and ensures stability
Stylish look and is perfect for gifting.
It is easy to clean and wash.
The handle gives a comfortable and firm grip.","A beautiful addition to any cafe, restaurant or pub and definitely to your own home.
Can be used for Cappuccino cups, Lungo cups, Macchiato, Latte, Espresso cups, Demitasse cups, Tea, smoothie and juice.","[{'EAN Code': '40288903'}, {'Manufacturer Name & ': 'Guangdong Jiazhou Porcelain Co., Ltd, Huanxiang Road No. 9 Yongan Village Yixi Town, Chaozhou, Guangdong, China'}, {'Marketed by': 'Decent Plastic, Plot No. 84 Nawada Industrial Area Uttam Nagar-110059'}, {'Country of origin': 'China'}]","Decent Plastic, Plot No. 84 Nawada Industrial Area Uttam Nagar-110059",-,-,-,"Brand:- DP
Type:- Mug
Material:- Ceramic
Colour:- Grey
Dimensions :- 90 x 75 x 90 mm
Weight:- 270gm
Capacity:- 360ml
Package Content:- 1 Pc",-,-
RET,RET-10,RET-10-19,RET-10-19-10,RET-10-19-10-10,DP,"DP King Printed Ceramic Coffee Mug - For Tea, Milk & Coffee, Grey, 420 ml (1 pc)","DP Ceramic King Printed Coffee Mug is made of high-quality ceramic. These coffee mugs have a great design and a great handle. It is light in weight, easy to handle and has a comfortable grip. It is easy to clean and wash. Now serve hot cups of tea/coffee or any refreshment of your choice. These mugs are ideal to serve coffee and tea. It also makes a perfect gifting option on a special occasion for your friends and family.",420 ml (1 pc),ml,420 ml (1 pc),1,1,589,299,"Guangdong Jiazhou Porcelain Co., Ltd, Huanxiang Road No. 9 Yongan Village Yixi Town, Chaozhou, Guangdong, China",China,['40288907'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40288907_1-dp-king-printed-ceramic-coffee-mug-for-tea-milk-coffee-grey.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40288907-2_1-dp-king-printed-ceramic-coffee-mug-for-tea-milk-coffee-grey.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40288907-3_1-dp-king-printed-ceramic-coffee-mug-for-tea-milk-coffee-grey.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40288907-4_1-dp-king-printed-ceramic-coffee-mug-for-tea-milk-coffee-grey.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40288907-5_1-dp-king-printed-ceramic-coffee-mug-for-tea-milk-coffee-grey.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40288907-6_1-dp-king-printed-ceramic-coffee-mug-for-tea-milk-coffee-grey.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"It is made using high-quality ceramic.
It is highly durable and ensures stability.
Stylish look and is perfect for gifting.
It is easy to clean and wash.
The handle gives a comfortable and firm grip.","A beautiful addition to any cafe, restaurant, or pub and definitely to your own home.
Can be used for Cappuccino cups, Lungo cups, Macchiato, Latte, Espresso cups, Demitasse cups, Tea, smoothie and juice.","[{'EAN Code': '40288907'}, {'Manufacturer Name & ': 'Guangdong Jiazhou Porcelain Co., Ltd, Huanxiang Road No. 9 Yongan Village Yixi Town, Chaozhou, Guangdong, China'}, {'Marketed by': 'Decent Plastic, Plot No. 84 Nawada Industrial Area Uttam Nagar-110059'}, {'Country of origin': 'China'}]","Decent Plastic, Plot No. 84 Nawada Industrial Area Uttam Nagar-110059",-,-,-,"Brand:- DP
Type:- Mug
Material:- Ceramic
Colour:- Grey
Dimensions :- 85 x 70 x 125 mm
Weight:- 340 g
Capacity:- 420 ml
Package Content:- 1 Pc",-,-
RET,RET-10,RET-10-19,RET-10-19-10,RET-10-19-10-10,DP,"DP Mixing Bowl Set - Microwave, Multi Colour, Green, 4 pcs","DP Mixing bowls are ideal for making salads or for serving rice, noodles, and other dishes. These multipurpose kitchen bowls are microwave and freezer safe, even without the lid, and are available in a range of attractive designs. They are made of high quality food safe plastic material and are useful for storing food, and can also be easily cleaned. It is durable and can be used for a long time even with regular use. Product can be returned only if it is not used and is in its packed condition.",4 pcs,pcs,4 pcs,4,1,159,79,DP,China,['40115185'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40115185_1-dp-mixing-bowl-set-microwave-multi-colour-green.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40115185-2_1-dp-mixing-bowl-set-microwave-multi-colour-green.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '40115185'}, {'Country of origin': 'China'}]",-,-,-,Wash with water after its use to keep it hygienic.," Brand - DP
 Type - Mixing Bowl
 Model no - BB238 - G
 Material - Microwave plastic
 Colour - Green
 Weight - 104 gm
 Dimension - 14.6X14.6X7.5(LxWxH) Cm
 No of pcs4 pcs
 Product content - 4 Pc Mixing Bowl",-,-
RET,RET-10,RET-10-19,RET-10-19-10,RET-10-19-10-10,DP,"DP Mr Printed Ceramic Coffee Mug - For Tea, Milk & Coffee, Grey, 330 ml (1 pc)","DP Ceramic Mr. Printed Coffee Mug is made of high-quality ceramic. These coffee mugs have a great design and a great handle. It is light in weight, easy to handle and has a comfortable grip. It is easy to clean and wash. Now serve hot cups of tea/coffee or any refreshment of your choice. These mugs are ideal to serve coffee and tea. It also makes a perfect gifting option on a special occasion for your friends and family.",330 ml (1 pc),ml,330 ml (1 pc),1,1,529,299,"Guangdong Jiazhou Porcelain Co., Ltd, Huanxiang Road No. 9 Yongan Village Yixi Town, Chaozhou, Guangdong, China",China,['40288901'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40288901_1-dp-mr-printed-ceramic-coffee-mug-for-tea-milk-coffee-grey.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40288901-2_1-dp-mr-printed-ceramic-coffee-mug-for-tea-milk-coffee-grey.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40288901-3_1-dp-mr-printed-ceramic-coffee-mug-for-tea-milk-coffee-grey.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40288901-4_1-dp-mr-printed-ceramic-coffee-mug-for-tea-milk-coffee-grey.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40288901-5_1-dp-mr-printed-ceramic-coffee-mug-for-tea-milk-coffee-grey.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40288901-6_1-dp-mr-printed-ceramic-coffee-mug-for-tea-milk-coffee-grey.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"It is made using high-quality ceramic.
It is highly durable and ensures stability.
Stylish look and is perfect for gifting.
It is easy to clean and wash.
The handle gives a comfortable and firm grip.","A beautiful addition to any cafe, restaurant or pub and definitely to your own home.
Can be used for Cappuccino cups, Lungo cups, Macchiato, Latte, Espresso cups, Demitasse cups, Tea, smoothie and juice.","[{'EAN Code': '40288901'}, {'Manufacturer Name & ': 'Guangdong Jiazhou Porcelain Co., Ltd, Huanxiang Road No. 9 Yongan Village Yixi Town, Chaozhou, Guangdong, China'}, {'Marketed by': 'Decent Plastic, Plot No. 84 Nawada Industrial Area Uttam Nagar-110059'}, {'Country of origin': 'China'}]","Decent Plastic, Plot No. 84 Nawada Industrial Area Uttam Nagar-110059",-,-,-,"Brand:- DP
Type:- Mug
Material:- Ceramic
Colour:- Grey
Dimensions:- 80 x 70 x 85 mm
Weight:- 225gm
Capacity:- 330ml
Package Content:- 1 Pc",-,-
