L0 Domain,L1 Sub-Domain,L2 Category,L3 Sub-Category,L4 Product Enum-Code,Brand,Product Name,Product Description,Product Quantity,UOM,Net Quantity,Pack Quantity,Pack Size,MRP,Price,Manufacturer,Country Of Origin,UPC/EAN,FSSAI no,Images,Images / Video,Images.3,Images.4,Images.5,Images.6,Images.7,Images.8,Images.9,SKU Code,Customer Care Contact,Time to Ship,Returnable (Y/N),Cancellable (Y/N),COD available (Y/N),Preservatives (Y/N),Preservatives (details),Flavours & Spices,Ready to cook (Y/N),Ready to eat (Y/N),Rice grain type,Recommended Age,Scented/ Flavour,Herbal/ Ayurvedic,Theme/ Occasion Type,Hair Type,Mineral Source,Caffeine Content,Capacity,Benefits,Usage,Other details,Marketed By,Baby Weight,Absorption Duration (in Hrs),Care Instruction,Specification,About
RET,RET-10,RET-10-19,RET-10-19-10,RET-10-19-10-10,Princeware,"Princeware Roti/Chapati Casserole Insulated Plastic - Neo 1.5 L, 7353, Blue, 1.5 L","Princeware Plastic Neo Casserole Set with Plastic Lid is designed to keep your food warm and fresh. This casserole is a must-have addition to your kitchen accessories. It is durable and long-lasting as it is made of stainless steel. It has heat-resistant handles and a body. The casserole helps you to keep the food hot and fresh. The double-layer steel has better insulation. It is made with anti-bacterial, non-porous steel. They are available in different sizes and perfect for all kinds of foods.",1.5 L,L,1.5 L,1,1,349,299,"Prince Corp Pvt. Ltd. Plot No. 21/4, Kachigam Road, Ringanwada Village, Nani Daman- 396210 Contact No. 0260- 2242041",India,['40225249'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40225249_2-princeware-rotichapati-casserole-insulated-plastic-neo-15-l-7353-blue.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40225249-2_2-princeware-rotichapati-casserole-insulated-plastic-neo-15-l-7353-blue.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40225249-3_2-princeware-rotichapati-casserole-insulated-plastic-neo-15-l-7353-blue.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40225249-4_1-princeware-rotichapati-casserole-insulated-plastic-neo-15-l-7353-blue.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"This stainless steel casserole comes with a plastic lid. 
It keeps food hot and fresh for hours.
Integrated side handles allow easy to carry from kitchen to dining table.
Perfect for all types of food products.","Perfect serving for any special occasions or household like birthday or anniversary parties, holiday, picnic.
Keep your soup, salads, chapatti, roti or any beverages Hot/Cold for long hours.","['EAN Code: 40225249', 'Manufactured & Marketed by : Prince Corp Pvt. Ltd. Plot No. 21/4, Kachigam Road, Ringanwada Village, Nani Daman- 396210 Contact No. 0260- 2242041', 'Country of Origin: India']","Prince Corp Pvt. Ltd. Plot No. 21/4, Kachigam Road, Ringanwada Village, Nani Daman- 396210 Contact No. 0260- 2242041",-,-,-,"Brand:- Princeware.
Type:- Thermal Casserole. 
Material:- Plastics.
Colour:- Blue.
Capacity:- 1500ml.
Features:- Stainless steel inner body, Perfect gifting option for your loved ones, Premium quality food-grade plastic. 
Material Grade:- CPHP/ PHP/Steel/ ISO.
Non-Stick:- NO. 
Induction Friendly:- NO. 
Handle Material:- NA. 
Handle Included:- NO.
Lid Included:- Yes. 
Lid Material:- Plastic.
Package Content :- 1 Casseroles.",-
RET,RET-10,RET-10-19,RET-10-19-10,RET-10-19-10-10,Princeware,"Princeware Roti/Chapati Casserole Insulated Plastic - Neo 1.5 L, 7353, Ivory, 1.5 L","Princeware Plastic Neo Casserole Set with Plastic Lid is designed to keep your food warm and fresh. This casserole is a must-have addition to your kitchen accessories. It is durable and long-lasting as it is made of stainless steel. It has heat-resistant handles and a body. The casserole helps you to keep the food hot and fresh. The double-layer steel has better insulation. It is made with anti-bacterial, non-porous steel. They are available in different sizes and perfect for all kinds of foods.",1.5 L,L,1.5 L,1,1,349,299,"Prince Corp Pvt. Ltd. Plot No. 21/4, Kachigam Road, Ringanwada Village, Nani Daman- 396210 Contact No. 0260- 2242041",India,['40225247'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40225247_1-princeware-rotichapati-casserole-insulated-plastic-neo-15-l-7353-ivory.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40225247-2_1-princeware-rotichapati-casserole-insulated-plastic-neo-15-l-7353-ivory.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40225247-3_1-princeware-rotichapati-casserole-insulated-plastic-neo-15-l-7353-ivory.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"This stainless steel casserole comes with a plastic lid. 
It keeps food hot and fresh for hours.
Integrated side handles allow easy to carry from kitchen to dining table.
Perfect for all types of food products.","Perfect serving for any special occasions or household like birthday or anniversary parties, holiday, picnic. 
Keep your soup, salads, chapatti, roti or any beverages Hot/Cold for long hours.","['EAN Code: 40225247', 'Manufactured & Marketed by : Prince Corp Pvt. Ltd. Plot No. 21/4, Kachigam Road, Ringanwada Village, Nani Daman- 396210 Contact No. 0260- 2242041', 'Country of Origin: India']","Prince Corp Pvt. Ltd. Plot No. 21/4, Kachigam Road, Ringanwada Village, Nani Daman- 396210 Contact No. 0260- 2242041",-,-,-,"Brand:- Princeware.
Type:- Thermal Casserole. 
Material:- Plastics.
Colour:- Ivory.
Capacity:- 1500ml.
Features:- Stainless steel inner body, Perfect gifting option for your loved ones, Premium quality food-grade plastic. 
Material Grade:- CPHP/ PHP/Steel/ ISO.
Non-Stick:- NO. 
Induction Friendly:- NO. 
Handle Material:- NA. 
Handle Included:- NO.
Lid Included:- Yes. 
Lid Material:- Plastic.
Package Content :- 1 Casseroles.",-
RET,RET-10,RET-10-19,RET-10-19-10,RET-10-19-10-10,Princeware,"Princeware Roti/Chapati Casserole Insulated Plastic - Neo 1.5 L, 7353, Pink, 1.5 L","Princeware Plastic Neo Casserole Set with Plastic Lid is designed to keep your food warm and fresh. This casserole is a must-have addition to your kitchen accessories. It is durable and long-lasting as it is made of stainless steel. It has heat-resistant handles and a body. The casserole helps you to keep the food hot and fresh. The double-layer steel has better insulation. It is made with anti-bacterial, non-porous steel. They are available in different sizes and perfect for all kinds of foods.",1.5 L,L,1.5 L,1,1,349,299,"Prince Corp Pvt. Ltd. Plot No. 21/4, Kachigam Road, Ringanwada Village, Nani Daman- 396210 Contact No. 0260- 2242041",India,['40225248'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40225248_2-princeware-rotichapati-casserole-insulated-plastic-neo-15-l-7353-pink.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40225248-2_2-princeware-rotichapati-casserole-insulated-plastic-neo-15-l-7353-pink.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40225248-3_2-princeware-rotichapati-casserole-insulated-plastic-neo-15-l-7353-pink.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40225248-4_1-princeware-rotichapati-casserole-insulated-plastic-neo-15-l-7353-pink.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40225248-5_1-princeware-rotichapati-casserole-insulated-plastic-neo-15-l-7353-pink.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"This stainless steel casserole comes with a plastic lid. 
It keeps food hot and fresh for hours.
Integrated side handles allow easy to carry from kitchen to dining table.
Perfect for all types of food products.","Perfect serving for any special occasions or household like birthday or anniversary parties, holiday, picnic. 
Keep your soup, salads, chapatti, roti or any beverages Hot/Cold for long hours.","['EAN Code: 40225248', 'Manufactured & Marketed by : Prince Corp Pvt. Ltd. Plot No. 21/4, Kachigam Road, Ringanwada Village, Nani Daman- 396210 Contact No. 0260- 2242041', 'Country of Origin: India']","Prince Corp Pvt. Ltd. Plot No. 21/4, Kachigam Road, Ringanwada Village, Nani Daman- 396210 Contact No. 0260- 2242041",-,-,-,"Brand:- Princeware.
Type:- Thermal Casserole. 
Material:- Plastics.
Colour:- Pink
Capacity:- 1500ml
Features:- Stainless steel inner body, Perfect gifting option for your loved ones, Premium quality food-grade plastic. 
Material Grade:- CPHP/ PHP/Steel/ ISO.
Non-Stick:- NO. 
Induction Friendly:- NO. 
Handle Material:- NA. 
Handle Included:- NO.
Lid Included:- Yes. 
Lid Material:- Plastic.
Package Content :- 1 Casseroles.",-
RET,RET-10,RET-10-19,RET-10-19-10,RET-10-19-10-10,Princeware,"Princeware Roti/Chapati Insulated Casserole Set - Plastic, Solar With Handle, Blue, 3 pcs","Keep your food warm and fresh in these blue coloured casseroles. The casseroles are made using stainless steel which is durable, sturdy and lightweight to carry. The glossy finishing on the casseroles gives them an exclusive look. It features a sleek handle design making it easy to open and close the lid. The blue colour adds a pop to your kitchenware.",3 pcs,pcs,3 pcs,3,1,710,449,"Runwal & Omkar Esquare, 7th Floor, Opp. Sion Chunabhatti Signal, Eastern Express Highway,Sion (E), Mumbai, Maharashtra 4000",India,['40136225'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40136225_2-princeware-rotichapati-insulated-casserole-set-plastic-solar-with-handle-blue.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 40136225', 'Manufacturer Name and Address: Runwal & Omkar Esquare, 7th Floor, Opp. Sion Chunabhatti Signal, Eastern Express Highway,Sion (E), Mumbai, Maharashtra 4000', 'Country of origin: India' | Address: Supermarket Grocery Supplies Pvt Ltd. No7, Service Road, Domlur 100 Feet Road, Indiranagar, Bangalore 560071. | Email: customerservice@bigbasket.com']",-,-,-,-,"1. Brand : Princeware 2. Type : Casseroles. 3. Body Material : Plastic. 4. Material : Plastic. 5. Color : Blue. 6. Size : NA 7. Capacity : 600ml,1000ml,1500ml. 8. Dimentions : 19X12X12 9. Length : 19 10. Width : 12 11. Height : 12 12. Available Color : Blue. 13 . Package Contents : 3 Pcs.",-
RET,RET-10,RET-10-19,RET-10-19-10,RET-10-19-10-10,Princeware,"Princeware Solar Casserole Set - With Plastic Lid, Heat-Resistant Handles, 7022, Green, 2 pcs","Princeware Plastic Solar Casserole Set with Plastic Lid is designed to keep your food warm and fresh. This casserole is a must-have addition to your kitchen accessories. It is durable and long-lasting as it is made of stainless steel. It has heat resistant handles and a body. The casserole helps you to keep the food hot and fresh. The double-layer steel has better insulation. It is made with anti-bacterial, non-porous steel. They are available in different sizes and perfect for all kinds of foods.",2 pcs,pcs,2 pcs,2,1,450,299,"Prince Corp Pvt. Ltd. Plot No. 21/4, Kachigam Road, Ringanwada Village, Nani Daman- 396210 Contact No. 0260- 2242041",India,['40225245'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40225245_1-princeware-solar-casserole-set-with-plastic-lid-heat-resistant-handles-7022-green.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40225245-2_1-princeware-solar-casserole-set-with-plastic-lid-heat-resistant-handles-7022-green.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40225245-3_1-princeware-solar-casserole-set-with-plastic-lid-heat-resistant-handles-7022-green.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"This stainless steel casserole comes with a plastic lid. 
It keeps food hot and fresh for hours.
Integrated side handles allow easy to carry from kitchen to dining table.
Perfect for all types of food products.","Perfect serving for any special occasions or household like birthday or anniversary parties, holiday, picnic.
Keep your soup, salads, chapatti, roti or any beverages Hot/Cold for long hours.","['EAN Code: 40225245', 'Manufactured & Marketed by : Prince Corp Pvt. Ltd. Plot No. 21/4, Kachigam Road, Ringanwada Village, Nani Daman- 396210 Contact No. 0260- 2242041', 'Country of Origin: India']","Prince Corp Pvt. Ltd. Plot No. 21/4, Kachigam Road, Ringanwada Village, Nani Daman- 396210 Contact No. 0260- 2242041",-,-,-,"Type:- Thermal Casserole. 
Material:- Plastics.
Colour:- Green
Capacity:- 1560ml. ( 780 ml each.)
Features:- Stainless steel inner body, Perfect gifting option for your loved ones, Premium quality food-grade plastic. 
Material Grade:- CPHP/ PHP/Steel/ ISO.
Non-Stick:- NO. 
Induction Friendly:- NO. 
Handle Material:- NA. 
Handle Included:- NO.
Lid Included:- Yes. 
Lid Material:- Plastic.
Package Content :- 2 Casseroles",-
RET,RET-10,RET-10-19,RET-10-19-10,RET-10-19-10-10,Princeware,"Princeware Solar Insulated Plastic With Inner Steel Casserole - For Roti/Chapati, Blue - Small, 780 ml","Princeware Solar Insulated Plastic with Inner Steel Casserole For Roti/Chapati is designed to keep your food warm and fresh. This casserole is a must-have addition to your kitchen accessories. It is durable and long-lasting as it is made of stainless steel. It has a heat-resistant body. The casserole helps you to keep the food hot and fresh. The double-layer steel has better insulation. It is made with anti-bacterial, non-porous steel. They are available in different sizes and are perfect for all kinds of foods.",780 ml,ml,780 ml,1,1,298,129,"Prince Corp Pvt. Ltd. Survey No.21/4, Ringanwada Village, Kanchigam Road, Nani Daman, Daman- 396210",India,['40278607'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40278607_1-princeware-solar-insulated-plastic-with-inner-steel-casserole-for-rotichapati-blue.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40278607-2_1-princeware-solar-insulated-plastic-with-inner-steel-casserole-for-rotichapati-blue.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40278607-3_1-princeware-solar-insulated-plastic-with-inner-steel-casserole-for-rotichapati-blue.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40278607-4_1-princeware-solar-insulated-plastic-with-inner-steel-casserole-for-rotichapati-blue.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1. This casserole is stainless steel from the inside and comes with a plastic lid.
2. It keeps food hot and fresh for hours.
3. Perfect for all types of food products.","1. Perfect serving for any special occasion or household like birthday or anniversary parties, holiday, picnic. 
2. Keep your soup, salads, chapatti, roti or any beverages Hot/Cold for long hours.","['EAN Code: 40278607', 'Manufactured & Marketed By: Prince Corp Pvt. Ltd. Survey No.21/4, Ringanwada Village, Kanchigam Road, Nani Daman, Daman- 396210', 'Country of Origin: India']","Prince Corp Pvt. Ltd. Survey No.21/4, Ringanwada Village, Kanchigam Road, Nani Daman, Daman- 396210",-,-,-,"1. Brand:- Princeware.
2. Type:- Casserole.
3. Material:- Plastic & Steel.
4. Colour:- Blue.
5. Dimensions:- 172x172x99 mm
6. Capacity:- 780 ml
7. Material Grade:- Plastic.
8. Non-Stick:- No.
9. Induction Friendly:- No.
10. Handle Included:- No.
11. Lid Included:- Yes.
12. Lid Material:- Plastic.
13. Package Content:- 1 Piece Casserole 780 ml",-
RET,RET-10,RET-10-19,RET-10-19-10,RET-10-19-10-10,Princeware,"Princeware Solar Insulated Plastic With Inner Steel Casserole - For Roti/Chapati, Blue, 1.29 l","Princeware Solar Insulated Plastic with Inner Steel Casserole For Roti/Chapati is designed to keep your food warm and fresh. This casserole is a must-have addition to your kitchen accessories. It is durable and long-lasting as it is made of stainless steel. It has a heat-resistant body. The casserole helps you to keep the food hot and fresh. The double-layer steel has better insulation. It is made with anti-bacterial, non-porous steel. They are available in different sizes and are perfect for all kinds of foods.",1.29 l,l,1.29 l,1,1,415,199,"Prince Corp Pvt. Ltd. Survey No.21/4, Ringanwada Village, Kanchigam Road, Nani Daman, Daman- 396210",India,['40278610'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40278610_1-princeware-solar-insulated-plastic-with-inner-steel-casserole-for-rotichapati-blue.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40278610-2_1-princeware-solar-insulated-plastic-with-inner-steel-casserole-for-rotichapati-blue.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40278610-3_1-princeware-solar-insulated-plastic-with-inner-steel-casserole-for-rotichapati-blue.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40278610-4_1-princeware-solar-insulated-plastic-with-inner-steel-casserole-for-rotichapati-blue.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1. This casserole is stainless steel from the inside and comes with a plastic lid.
2. It keeps food hot and fresh for hours.
3. Perfect for all types of food products.","1. Perfect serving for any special occasion or household like birthday or anniversary parties, holiday, picnic. 
2. Keep your soup, salads, chapatti, roti or any beverages Hot/Cold for long hours.","['EAN Code: 40278610', 'Manufactured & Marketed By: Prince Corp Pvt. Ltd. Survey No.21/4, Ringanwada Village, Kanchigam Road, Nani Daman, Daman- 396210', 'Country of Origin: India']","Prince Corp Pvt. Ltd. Survey No.21/4, Ringanwada Village, Kanchigam Road, Nani Daman, Daman- 396210",-,-,-,"1. Brand:- Princeware.
2. Type:- Casserole.
3. Material:- Plastic & Steel.
4. Colour:- Blue.
5. Dimensions:- 207x207x112 mm
6. Capacity:- 1.29 l
7. Material Grade:- Plastic.
8. Non-Stick:- No.
9. Induction Friendly:- No.
10. Handle Included:- No.
11. Lid Included:- Yes.
12. Lid Material:- Plastic.
13. Package Content:- 1 Piece Casserole  1.29 l",-
RET,RET-10,RET-10-19,RET-10-19-10,RET-10-19-10-10,Princeware,"Princeware Solar Insulated Plastic With Inner Steel Casserole - For Roti/Chapati, Blue, 3 pcs","Princeware Solar Insulated Plastic with Inner Steel Casserole For Roti/Chapati is designed to keep your food warm and fresh. This casserole is a must-have addition to your kitchen accessories. It is durable and long-lasting as it is made of stainless steel. It has a heat-resistant body. The casserole helps you to keep the food hot and fresh. The double-layer steel has better insulation. It is made with anti-bacterial, non-porous steel. They are available in different sizes and are perfect for all kinds of foods.",3 pcs,pcs,3 pcs,3,1,873,499,"Prince Corp Pvt. Ltd. Survey No.21/4, Ringanwada Village, Kanchigam Road, Nani Daman, Daman- 396210",India,['40278597'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40278597_1-princeware-solar-insulated-plastic-with-inner-steel-casserole-for-rotichapati-blue.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40278597-2_1-princeware-solar-insulated-plastic-with-inner-steel-casserole-for-rotichapati-blue.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40278597-3_1-princeware-solar-insulated-plastic-with-inner-steel-casserole-for-rotichapati-blue.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40278597-4_1-princeware-solar-insulated-plastic-with-inner-steel-casserole-for-rotichapati-blue.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40278597-5_1-princeware-solar-insulated-plastic-with-inner-steel-casserole-for-rotichapati-blue.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40278597-6_1-princeware-solar-insulated-plastic-with-inner-steel-casserole-for-rotichapati-blue.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40278597-7_1-princeware-solar-insulated-plastic-with-inner-steel-casserole-for-rotichapati-blue.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1. This stainless steel casserole comes with a plastic lid.
2. It keeps food hot and fresh for hours.
3. Perfect for all types of food products.","1. Perfect serving for any special occasion or household like birthday or anniversary parties, holiday, picnic.
2. Keep your soup, salads, chapatti, roti or any beverages Hot/Cold for long hours.","['EAN Code: 40278597', 'Manufactured & Marketed By: Prince Corp Pvt. Ltd. Survey No.21/4, Ringanwada Village, Kanchigam Road, Nani Daman, Daman- 396210', 'Country of Origin: India']","Prince Corp Pvt. Ltd. Survey No.21/4, Ringanwada Village, Kanchigam Road, Nani Daman, Daman- 396210",-,-,-,"1. Brand :- Princeware.
2. Type :- Casserole.
3. Material :- Plastic & Steel.
4. Colour :- Blue.
5. Dimensions :- 215x215x180 mm
6. Capacity :- 530 ml+780ml+1290ml.
7. Material Grade :- Plastic.
8. Non-Stick :- No.
9. Induction Friendly :- No.
10. Handle Included :- No.
11. Lid Included :- Yes.
12. Lid Material :- Plastic.
13. Package Content :- 3 Piece Casserole (530 ml + 780 ml + 1290 ml).",-
RET,RET-10,RET-10-19,RET-10-19-10,RET-10-19-10-10,Princeware,"Princeware Solar Insulated Plastic With Inner Steel Casserole - For Roti/Chapati, Blue, 530 ml","Princeware Solar Insulated Plastic with Inner Steel Casserole For Roti/Chapati is designed to keep your food warm and fresh. This casserole is a must-have addition to your kitchen accessories. It is durable and long-lasting as it is made of stainless steel. It has a heat-resistant body. The casserole helps you to keep the food hot and fresh. The double-layer steel has better insulation. It is made with anti-bacterial, non-porous steel. They are available in different sizes and are perfect for all kinds of foods.",530 ml,ml,530 ml,1,1,210,129,"Prince Corp Pvt. Ltd. Survey No.21/4, Ringanwada Village, Kanchigam Road, Nani Daman, Daman- 396210",India,['40278604'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40278604_1-princeware-solar-insulated-plastic-with-inner-steel-casserole-for-rotichapati-blue.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40278604-2_1-princeware-solar-insulated-plastic-with-inner-steel-casserole-for-rotichapati-blue.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40278604-3_1-princeware-solar-insulated-plastic-with-inner-steel-casserole-for-rotichapati-blue.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40278604-4_1-princeware-solar-insulated-plastic-with-inner-steel-casserole-for-rotichapati-blue.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1. This casserole is stainless steel from the inside and comes with a plastic lid.
2. It keeps food hot and fresh for hours.
3. Perfect for all types of food products.","1. Perfect serving for any special occasion or household like birthday or anniversary parties, holiday, picnic. 
2. Keep your soup, salads, chapatti, roti or any beverages Hot/Cold for long hours.","['EAN Code: 40278604', 'Manufactured & Marketed By: Prince Corp Pvt. Ltd. Survey No.21/4, Ringanwada Village, Kanchigam Road, Nani Daman, Daman- 396210', 'Country of Origin: India']","Prince Corp Pvt. Ltd. Survey No.21/4, Ringanwada Village, Kanchigam Road, Nani Daman, Daman- 396210",-,-,-,"1. Brand:- Princeware.
2. Type:- Casserole.
3. Material:- Plastic & Steel.
4. Colour:- Blue.
5. Dimensions:- 142x142x89 mm
6. Capacity:- 530 ml
7. Material Grade:- Plastic.
8. Non-Stick:- No.
9. Induction Friendly:- No.
10. Handle Included:- No.
11. Lid Included:- Yes.
12. Lid Material:- Plastic.
13. Package Content:- 1 Piece Casserole 530 ml",-
RET,RET-10,RET-10-19,RET-10-19-10,RET-10-19-10-10,Princeware,"Princeware Solar Insulated Plastic With Inner Steel Casserole - For Roti/Chapati, Green - Small, 780 ml","Princeware Solar Insulated Plastic with Inner Steel Casserole For Roti/Chapati is designed to keep your food warm and fresh. This casserole is a must-have addition to your kitchen accessories. It is durable and long-lasting as it is made of stainless steel. It has a heat-resistant body. The casserole helps you to keep the food hot and fresh. The double-layer steel has better insulation. It is made with anti-bacterial, non-porous steel. They are available in different sizes and are perfect for all kinds of foods.",780 ml,ml,780 ml,1,1,298,129,"Prince Corp Pvt. Ltd. Survey No.21/4, Ringanwada Village, Kanchigam Road, Nani Daman, Daman- 396210",India,['40278606'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40278606_1-princeware-solar-insulated-plastic-with-inner-steel-casserole-for-rotichapati-green.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40278606-2_1-princeware-solar-insulated-plastic-with-inner-steel-casserole-for-rotichapati-green.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40278606-3_1-princeware-solar-insulated-plastic-with-inner-steel-casserole-for-rotichapati-green.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1. This casserole is stainless steel from the inside and comes with a plastic lid.
2. It keeps food hot and fresh for hours.
3. Perfect for all types of food products.","1. Perfect serving for any special occasion or household like birthday or anniversary parties, holiday, picnic. 
2. Keep your soup, salads, chapatti, roti or any beverages Hot/Cold for long hours.","['EAN Code: 40278606', 'Manufactured & Marketed By: Prince Corp Pvt. Ltd. Survey No.21/4, Ringanwada Village, Kanchigam Road, Nani Daman, Daman- 396210', 'Country of Origin: India']","Prince Corp Pvt. Ltd. Survey No.21/4, Ringanwada Village, Kanchigam Road, Nani Daman, Daman- 396210",-,-,-,"1. Brand:- Princeware.
2. Type:- Casserole.
3. Material:- Plastic & Steel.
4. Colour:- Green.
5. Dimensions:- 172x172x99 mm
6. Capacity:- 780 ml
7. Material Grade:- Plastic.
8. Non-Stick:- No.
9. Induction Friendly:- No.
10. Handle Included:- No.
11. Lid Included:- Yes.
12. Lid Material:- Plastic.
13. Package Content:- 1 Piece Casserole 780 ml",-
RET,RET-10,RET-10-19,RET-10-19-10,RET-10-19-10-10,Princeware,"Princeware Solar Insulated Plastic With Inner Steel Casserole - For Roti/Chapati, Green, 1.29 l","Princeware Solar Insulated Plastic with Inner Steel Casserole For Roti/Chapati is designed to keep your food warm and fresh. This casserole is a must-have addition to your kitchen accessories. It is durable and long-lasting as it is made of stainless steel. It has a heat-resistant body. The casserole helps you to keep the food hot and fresh. The double-layer steel has better insulation. It is made with anti-bacterial, non-porous steel. They are available in different sizes and are perfect for all kinds of foods.",1.29 l,l,1.29 l,1,1,415,199,"Prince Corp Pvt. Ltd. Survey No.21/4, Ringanwada Village, Kanchigam Road, Nani Daman, Daman- 396210",India,['40278609'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40278609_1-princeware-solar-insulated-plastic-with-inner-steel-casserole-for-rotichapati-green.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40278609-2_1-princeware-solar-insulated-plastic-with-inner-steel-casserole-for-rotichapati-green.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40278609-3_1-princeware-solar-insulated-plastic-with-inner-steel-casserole-for-rotichapati-green.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40278609-4_1-princeware-solar-insulated-plastic-with-inner-steel-casserole-for-rotichapati-green.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1. This casserole is stainless steel from the inside and comes with a plastic lid.
2. It keeps food hot and fresh for hours.
3. Perfect for all types of food products.","1. Perfect serving for any special occasion or household like birthday or anniversary parties, holiday, picnic. 
2. Keep your soup, salads, chapatti, roti or any beverages Hot/Cold for long hours.","['EAN Code: 40278609', 'Manufactured & Marketed By: Prince Corp Pvt. Ltd. Survey No.21/4, Ringanwada Village, Kanchigam Road, Nani Daman, Daman- 396210', 'Country of Origin: India']","Prince Corp Pvt. Ltd. Survey No.21/4, Ringanwada Village, Kanchigam Road, Nani Daman, Daman- 396210",-,-,-,"1. Brand:- Princeware.
2. Type:- Casserole.
3. Material:- Plastic & Steel.
4. Colour:- Green.
5. Dimensions:- 207x207x112 mm
6. Capacity:- 1.29 l
7. Material Grade:- Plastic.
8. Non-Stick:- No.
9. Induction Friendly:- No.
10. Handle Included:- No.
11. Lid Included:- Yes.
12. Lid Material:- Plastic.
13. Package Content:- 1 Piece Casserole  1.29 l",-
