L0 Domain,L1 Sub-Domain,L2 Category,L3 Sub-Category,L4 Product Enum-Code,Brand,Product Name,Product Description,Product Quantity,UOM,Net Quantity,Pack Quantity,Pack Size,MRP,Price,Manufacturer,Country Of Origin,UPC/EAN,FSSAI no,Images,Images / Video,Images.3,Images.4,Images.5,Images.6,Images.7,Images.8,Images.9,Images.10,SKU Code,Customer Care Contact,Time to Ship,Returnable (Y/N),Cancellable (Y/N),COD available (Y/N),Preservatives (Y/N),Preservatives (details),Flavours & Spices,Ready to cook (Y/N),Ready to eat (Y/N),Rice grain type,Recommended Age,Scented/ Flavour,Herbal/ Ayurvedic,Theme/ Occasion Type,Hair Type,Mineral Source,Caffeine Content,Capacity,Composition,Benefits,Usage,Other details,Marketed By,Baby Weight,Absorption Duration (in Hrs),Features,Ingredients,Ingredient,Specification
RET,RET-10,RET-10-14,RET-10-14-10,RET-10-14-10-10,Ariel,"Ariel Matic Liquid - Top Load, 500 ml","New Ariel Matic liquid detergent gives tough stain removal in just 1 wash, as well as prevent your coloured clothes from fading. As a liquid detergent, it dissolves easily in water. With Ariel's superior technology, it is hard on stains but soft in colours, giving your coloured clothes the perfect wash solution. Especially formulated for fully automatic washing machines, Ariel Matic liquid detergent washes as much as 1kg powder, hence delivering excellent usage value.",500 ml,ml,500 ml,1,1,122,122,"Procter & Gamble Home Products Private Limited, Plot No.1, Industrial Area, Village Katha, Baddi, Dist Solan, H.P. - 173205",India,['498176143822'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40195407_1-ariel-matic-liquid-top-load.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40195407-2_1-ariel-matic-liquid-top-load.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40195407-3_1-ariel-matic-liquid-top-load.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40195407-4_1-ariel-matic-liquid-top-load.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40195407-5_1-ariel-matic-liquid-top-load.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40195407-6_1-ariel-matic-liquid-top-load.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '498176143822'}, {'Country of origin': 'India'}, {'Manufactured & Marketed By': 'Procter & Gamble Home Products Private Limited, Plot No.1, Industrial Area, Village Katha, Baddi, Dist Solan, H.P. - 173205'}]","Procter & Gamble Home Products Private Limited, Plot No.1, Industrial Area, Village Katha, Baddi, Dist Solan, H.P. - 173205",-,-,-,-,-,-
RET,RET-10,RET-10-14,RET-10-14-10,RET-10-14-10-10,Ariel,"Ariel Matic Liquid Detergent - Front Load, 2 L Super Saver Pack","Ariel Matic liquid detergent removes tough stains in just 1 wash and protects your coloured clothes from fading. As a liquid detergent, it dissolves easily in water, which means your clothes maintain brightness without any residue. It comes with Ariel's superior technology, which is hard on stains and soft on colours ‚“ providing you with the perfect wash solution. Specially designed for front load fully automatic washing machines, 1 litre of Ariel Matic liquid detergent washes clothes as much as 1kg powder, thereby delivering excellent usage value for you. The cutting-edge technology of Ariel ensures brilliant stain removal for all your clothes, by tackling the toughest of stains like tea, coffee, chocolate, tomato, etc. Its unique cap ensures 0 percent spillage and easy dosing, providing you with a non-messy and delightful washing experience. It also has a refreshing fragrance that gives your clothes a long-lasting freshness. Ariel Liquid is so easy to use, that no matter who does the laundry, you will get exceptional results. So, more reason to #ShareTheLoad. Let‚s keep the stains away with every drop of Ariel Matic liquid detergent!",2 L Super Saver Pack,L Super Saver Pack,2 L Super Saver Pack,1,1,490,416,"Indochina Ltd, Dong An Indl Estate, Binh Hoa Ward, Thuan An City, Binh Duong, Vietnam",Vietnam,['4978176144379'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40211319_2-ariel-matic-liquid-detergent-front-load.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40211319-2_2-ariel-matic-liquid-detergent-front-load.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40211319-3_2-ariel-matic-liquid-detergent-front-load.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40211319-4_1-ariel-matic-liquid-detergent-front-load.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40211319-5_1-ariel-matic-liquid-detergent-front-load.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40211319-6_1-ariel-matic-liquid-detergent-front-load.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40211319-7_1-ariel-matic-liquid-detergent-front-load.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '4978176144379'}, {'Manufacturer Name & ': 'Indochina Ltd, Dong An Indl Estate, Binh Hoa Ward, Thuan An City, Binh Duong, Vietnam'}, {'Imported & Marketed by': 'P&G Plaza, Cardinal Gracious Rd, Chakala, Andheri East, Mumbai, Maharashtra 400099'}, {'Country of Origin': 'Vietnam'}]","P&G Plaza, Cardinal Gracious Rd, Chakala, Andheri East, Mumbai, Maharashtra 400099",-,-,-,-,-,-
RET,RET-10,RET-10-14,RET-10-14-10,RET-10-14-10-10,Ariel,"Ariel Matic Liquid Detergent - Top Load, 2 L Super Saver Pack","Ariel Matic liquid detergent removes tough stains in just 1 wash and protects your coloured clothes from fading. As a liquid detergent, it dissolves easily in water, which means your clothes maintain brightness without any residue. It comes with Ariel's superior technology, which is hard on stains and soft on colours ‚“ providing you with the perfect wash solution. Specially designed for front load fully automatic washing machines, 1 litre of Ariel Matic liquid detergent washes clothes as much as 1kg powder, thereby delivering excellent usage value for you. The cutting-edge technology of Ariel ensures brilliant stain removal for all your clothes, by tackling the toughest of stains like tea, coffee, chocolate, tomato, etc. Its unique cap ensures 0 percent spillage and easy dosing, providing you with a non-messy and delightful washing experience. It also has a refreshing fragrance that gives your clothes a long-lasting freshness. Ariel Liquid is so easy to use, that no matter who does the laundry, you will get exceptional results. So, more reason to #ShareTheLoad. Let‚s keep the stains away with every drop of Ariel Matic liquid detergent!",2 L Super Saver Pack,L Super Saver Pack,2 L Super Saver Pack,1,1,430,362,"Indochina Ltd, Dong An Indl Estate, Binh Hoa Ward, Thuan An City, Binh Duong, Vietnam",Vietnam,['4987176144386'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40211318_2-ariel-matic-liquid-detergent-top-load.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40211318-2_2-ariel-matic-liquid-detergent-top-load.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40211318-3_2-ariel-matic-liquid-detergent-top-load.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40211318-4_1-ariel-matic-liquid-detergent-top-load.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40211318-5_1-ariel-matic-liquid-detergent-top-load.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40211318-6_1-ariel-matic-liquid-detergent-top-load.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40211318-7_1-ariel-matic-liquid-detergent-top-load.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '4987176144386'}, {'Manufacturer Name & ': 'Indochina Ltd, Dong An Indl Estate, Binh Hoa Ward, Thuan An City, Binh Duong, Vietnam'}, {'Imported & Marketed by': 'P&G Plaza, Cardinal Gracious Rd, Chakala, Andheri East, Mumbai, Maharashtra 400099'}, {'Country of Origin': 'Vietnam'}]","P&G Plaza, Cardinal Gracious Rd, Chakala, Andheri East, Mumbai, Maharashtra 400099",-,-,-,-,-,-
RET,RET-10,RET-10-14,RET-10-14-10,RET-10-14-10-10,Ariel,"Ariel Matic Liquid Detergent Top Load, 2 L (Get 500ml Free)","Ariel Matic liquid detergent removes tough stains in just 1 wash and protects your coloured clothes from fading. As a liquid detergent, it dissolves easily in water, which means your clothes maintain brightness without any residue. It comes with Ariel's superior technology, which is hard on stains and soft on colours ‚“ providing you with the perfect wash solution. Specially designed for front load fully automatic washing machines, 1 litre of Ariel Matic liquid detergent washes clothes as much as 1kg powder, thereby delivering excellent usage value for you. The cutting-edge technology of Ariel ensures brilliant stain removal for all your clothes, by tackling the toughest of stains like tea, coffee, chocolate, tomato, etc. Its unique cap ensures 0 percent spillage and easy dosing, providing you with a non-messy and delightful washing experience. It also has a refreshing fragrance that gives your clothes a long-lasting freshness. Ariel Liquid is so easy to use, that no matter who does the laundry, you will get exceptional results. So, more reason to #ShareTheLoad. Let‚s keep the stains away with every drop of Ariel Matic liquid detergent!",2 L (Get 500ml Free),L (Get ml Free),2 L (Get 500ml Free),1,1,530,477,"Procter & Gamble Home Products Private Limited, Plot No.1, Industrial Area, Village Katha, Baddi, Dist Solan, H.P. - 173205",India,['4987176143808'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40195403_7-ariel-matic-liquid-detergent-top-load.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40195403-2_5-ariel-matic-liquid-detergent-top-load.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40195403-3_1-ariel-matic-liquid-detergent-top-load.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40195403-4_1-ariel-matic-liquid-detergent-top-load.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40195403-5_1-ariel-matic-liquid-detergent-top-load.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40195403-6_1-ariel-matic-liquid-detergent-top-load.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40195403-7_1-ariel-matic-liquid-detergent-top-load.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40195403-8_1-ariel-matic-liquid-detergent-top-load.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '4987176143808'}, {'Country of origin': 'India'}, {'Manufactured & Marketed By': 'Procter & Gamble Home Products Private Limited, Plot No.1, Industrial Area, Village Katha, Baddi, Dist Solan, H.P. - 173205'}]","Procter & Gamble Home Products Private Limited, Plot No.1, Industrial Area, Village Katha, Baddi, Dist Solan, H.P. - 173205",-,-,-,-,-,-
RET,RET-10,RET-10-14,RET-10-14-10,RET-10-14-10-10,Ariel,"Ariel Matic Top Load Detergent Washing Powder, 4 kg (Get 2 kg Free)","New & Improved Ariel Matic gives you tough stain removal for a bright clean in just 1 wash. Specially designed to be used in top-loading machines, Ariel Matic Top Load offers brilliant stain removal for full loads. The oxi-stain fighters for an impeccable clean wash after wash. It also provides deep down cleaning and long-lasting freshness. Formulated specifically for fully automatic washing machines, it generates the right amount of foam in the machine to deliver superior cleaning inside the machine itself, without damaging the machine due to excess foam. It requires just 1 scoop for normal loads, and 1.5 scoops for heavy loads, providing performance along with the value. Ariel Matic‚s cutting edge technology provides impeccable cleaning for all your clothes and removes tough stains like juice, chocolate, tomato and butter/ghee along with maintaining the brightness of the clothes. So now, say goodbye to stains and dullness!",4 kg (Get 2 kg Free),kg (Get  kg Free),4 kg (Get 2 kg Free),1,1,1375,1223.75,"Procter & Gamble. Katha, Himachal Pradesh 173205",India,['49877176186942'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40106414_10-ariel-matic-top-load-detergent-washing-powder.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40106414-2_10-ariel-matic-top-load-detergent-washing-powder.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40106414-3_9-ariel-matic-top-load-detergent-washing-powder.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40106414-4_1-ariel-matic-top-load-detergent-washing-powder.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40106414-5_1-ariel-matic-top-load-detergent-washing-powder.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40106414-6_1-ariel-matic-top-load-detergent-washing-powder.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '49877176186942'}, {'Manufacturer Name & ': 'Procter & Gamble. Katha, Himachal Pradesh 173205'}, {'Marketed by': 'Procter & Gamble Plaza, Cardinal Gracious Road, Chakala, Andheri East, Mumbai, Maharashtra 400099'}, {'Country of origin': 'India'}]","Procter & Gamble Plaza, Cardinal Gracious Road, Chakala, Andheri East, Mumbai, Maharashtra 400099",-,-,-,-,-,-
RET,RET-10,RET-10-14,RET-10-14-10,RET-10-14-10-10,Ariel,"Ariel Matic Top Load Liquid Detergent, 1 L","Ariel Matic liquid detergent removes tough stains in just 1 wash and protects your colored clothes from fading. As a liquid detergent, it dissolves easily in water, which means your clothes maintain brightness without any residue. It comes with Ariel's superior technology, which is hard on stains and soft on colors ‚“ providing you the perfect wash solution. Especially designed for front load fully automatic washing machines, 1 litre of Ariel matic liquid detergent washes clothes as much as 1kg powder, thereby delivering excellent usage value for you. The cutting- edge technology of Ariel ensures brilliant stain removal for all your clothes, by tackling the toughest of stains like tea, coffee, chocolate, tomato, etc. Its unique cap ensures 0 percent spillage and easy dosing, providing you a non-messy and delightful washing experience. It also has a refreshing fragrance that gives your clothes a long-lasting freshness. Ariel Liquid is so easy to use, that no matter who does the laundry, you will get exceptional results. So, more reason to #ShareTheLoad. Let‚s keep the stains away with every drop of Ariel Matic liquid detergent!",1 L,L,1 L,1,1,235,204.45,"Procter & Gamble Home Products Private Limited, Plot No.1, Industrial Area, Village Katha, Baddi, Dist Solan, H.P. - 173205",India,['40195405'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40195405_4-ariel-matic-top-load-liquid-detergent.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40195405-2_4-ariel-matic-top-load-liquid-detergent.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40195405-3_1-ariel-matic-top-load-liquid-detergent.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40195405-4_1-ariel-matic-top-load-liquid-detergent.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40195405-5_1-ariel-matic-top-load-liquid-detergent.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40195405-6_1-ariel-matic-top-load-liquid-detergent.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40195405-7_1-ariel-matic-top-load-liquid-detergent.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '40195405'}, {'Country of origin': 'India'}, {'Manufactured & Marketed By': 'Procter & Gamble Home Products Private Limited, Plot No.1, Industrial Area, Village Katha, Baddi, Dist Solan, H.P. - 173205'}]","Procter & Gamble Home Products Private Limited, Plot No.1, Industrial Area, Village Katha, Baddi, Dist Solan, H.P. - 173205",-,-,-,-,-,-
RET,RET-10,RET-10-14,RET-10-14-10,RET-10-14-10-10,Ariel,"Ariel Washing Detergent Powder - Matic Front Load, 500 g","Ariel Matic has been developed to bring you Indias BEST stain removal in 1 WASH for front loading washing machines. Especially designed to be used in front loading machines, Ariel Matic offers brilliant stain removal for full loads. Not only that, but it provides deep down cleaning and long lasting freshness for any load. Especially formulated for fully automatic washing machines, it has upto 2X more active ingridents vs handwash detergent. Ariel Matics cutting edge technology provides impeccable cleaning for all your clothes, and removed tough stains like coffee, ketchup and gravy. Based on lab test on overall better stain removal vs. premium front load Matic detergents. Based on technical tests up to 2X more stain fighting ingredients when compared to ordinary handwash detergents, such as Tide Naturals",500 g,g,500 g,1,1,170,170,"Procter & Gamble. Katha, Himachal Pradesh 173205",India,['4987186177483'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40097085_8-ariel-washing-detergent-powder-matic-front-load.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40097085-2_6-ariel-washing-detergent-powder-matic-front-load.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40097085-3_6-ariel-washing-detergent-powder-matic-front-load.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40097085-4_1-ariel-washing-detergent-powder-matic-front-load.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40097085-5_1-ariel-washing-detergent-powder-matic-front-load.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40097085-6_1-ariel-washing-detergent-powder-matic-front-load.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40097085-7_1-ariel-washing-detergent-powder-matic-front-load.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '4987186177483'}, {'Manufacturer Name & ': 'Procter & Gamble. Katha, Himachal Pradesh 173205'}, {'Marketed by': 'Procter & Gamble Plaza, Cardinal Gracious Road, Chakala, Andheri East, Mumbai, Maharashtra 400099'}, {'Country of origin': 'India'}]","Procter & Gamble Plaza, Cardinal Gracious Road, Chakala, Andheri East, Mumbai, Maharashtra 400099",-,-,-,-,-,-
RET,RET-10,RET-10-14,RET-10-14-10,RET-10-14-10-10,Comfort,"Comfort After Wash Fabric Conditioner - Lily Fresh, 1.6 L","Want your clothes to shine like new every day? A small step of Comfort After Wash Fabric Conditioner Lily Fresh (Pink) 1.6l gives your clothes unbeatable shine, that detergent alone can‚t deliver. Even if you use the best detergents, repeated washing can tangle cloth fibres, making them rough, dull & lifeless. Taking a small step of Comfort After Wash Fabric Conditioner nourishes the cloth fibres damaged by detergent, giving them new-like shine even over repeated washing. Not only shine, our range of fabric softeners gives visible softness to your favourite clothes while also delivering a long-lasting freshness.",1.6 L,L,1.6 L,1,1,415,380,"Hindustan Unilever Limited, Unilever House, B D Sawant Marg, Chakala, Anderi E, Mumbai - 400099",India,['8901030803574'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40001385_23-comfort-fabric-conditioner-after-wash-lily-fresh.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40001385-2_1-comfort-fabric-conditioner-after-wash-lily-fresh.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40001385-3_1-comfort-fabric-conditioner-after-wash-lily-fresh.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40001385-4_1-comfort-fabric-conditioner-after-wash-lily-fresh.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40001385-5_1-comfort-fabric-conditioner-after-wash-lily-fresh.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40001385-6_1-comfort-fabric-conditioner-after-wash-lily-fresh.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Wash the clothes in detergent and rinse them thoroughly first. Pour a small amount of fabric conditioner in a tub of water and mix it. Add the washed clothes in the tub and let it rest for about 15-20 minutes. Take out the clothes and rinse them.
Buceket Wash: After washing your clothes with laundry detergent, pour ½ a cap of Comfort in a bucket of water, and soak your clothes for 5 mins. Remove and dry them. Don‚t rinse the clothes again.
Semi-Automatic: Wash your clothes with detergent as usual. Pour 1 cap of comfort in machine tub in clean water during the last rinse cycle.
Top Load: If your machine has a softener compartment, pour 1 cap of comfort at the start of the wash cycle. Otherwise, pour 1 cap of comfort in the machine tub during the last rinse cycle.
Front Load: Pour 1 cap of comfort in the softener/conditioner compartment at the same time as you add detergent. Add a small step of Comfort Lily Fresh to your regular laundry routine and experience unbelievable shine, visible softness and freshness. Pick up your favourite Comfort today!","[{'EAN Code': '8901030803574'}, {'Country Of Origin': 'India'}, {'Manufacturer Name & ': 'Hindustan Unilever Limited, Unilever House, B D Sawant Marg, Chakala, Anderi E, Mumbai - 400099'}]",-,-,-,-,-,-,-
RET,RET-10,RET-10-14,RET-10-14-10,RET-10-14-10-10,Comfort,"Comfort After Wash Fabric Conditioner - Lily Fresh, 2 L Pouch","Want your clothes to shine like new every day? Even if you use the best detergents, repeated washing can tangle cloth fibres, making them rough, dull and lifeless. Taking a small step of comfort after wash fabric conditioner nourishes the cloth fibres damaged by detergent giving them new like shine even over repeated washing. Not only the clothes shine, our range of fabric softeners gives visible softness to your favourite clothes while also delivering a long-lasting freshness. For Softness, Shine And Long Lasting Freshness.",2 L Pouch,L Pouch,2 L Pouch,1,1,480,400,"Hindustan Unilever Limited, Unilever House, B D Sawant Marg, Chakala, Anderi E, Mumbai - 400099",India,['8901030803581'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40161365_5-comfort-after-wash-fabric-conditioner-lily-fresh.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40161365-2_1-comfort-after-wash-fabric-conditioner-lily-fresh.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40161365-3_1-comfort-after-wash-fabric-conditioner-lily-fresh.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40161365-4_1-comfort-after-wash-fabric-conditioner-lily-fresh.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40161365-5_1-comfort-after-wash-fabric-conditioner-lily-fresh.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40161365-6_1-comfort-after-wash-fabric-conditioner-lily-fresh.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Comfort is an after wash fabric conditioner the only detergent is not enough. Comfort is a small step after a wash that coats each cloth fibre with a protective layer and prevents the damage caused by repeated washing new-like shine.
Comfort nourishes and untangles cloth fibres damaged by washing, and gives clothes an unbelievable shine.
Long-lasting freshness: Now with fragrance pearls for long-lasting freshness.
Visibly soft clothes: Leaves clothes feeling soft, smooth and great to wear.
Easy to use: Now its easy to use Comfort Pure in both Buckets as wells as Machine Wash.","Comfort is easy to use with bucket wash as well as machine wash.
How to Refill:
Open the pack.
Pour the liquid into the empty Comfort bottle.
Close the cap & save the rest for future use.
How to use Bucket Wash:
After detergent wash, add ½ a cap of Comfort in a bucket of water.
Soak up to 10 washed clothes (coloured or white) in the bucket containing Comfort for 5 minutes.
Remove the clothes and dry. DO NOT RINSE clothes in water after using Comfort. 
For Semi-automatic Machines:
Wash clothes with detergent as usual. Pour 1 cap of Comfort directly into the washing tub during the last rinse cycle. Do not rinse after using Comfort.
For Fully-automatic Machines:
TOP LOAD: Wash clothes with detergent as usual. If your machine has an additives compartment, pour 1 cap of Comfort in the additives compartment, at the start of the washing cycle. If your machine does not have an additives compartment, pour 1 cap of Comfort in the wash tub before the last rinse cycle.
FRONT LOAD: Add 1 cap of Comfort directly in the 'softener/dispenser'/'additives/conditioner' compartment at the start of the washing cycle.","[{'EAN Code': '8901030803581'}, {'Country of origin': 'India'}, {'Manufacturer & Marketed by': 'Hindustan Unilever Limited, Unilever House, B D Sawant Marg, Chakala, Anderi E, Mumbai - 400099'}]","Hindustan Unilever Limited, Unilever House, B D Sawant Marg, Chakala, Anderi E, Mumbai - 400099",-,-,-,-,-,-
RET,RET-10,RET-10-14,RET-10-14-10,RET-10-14-10-10,Comfort,"Comfort After Wash Fabric Conditioner - Morning Fresh, 1.6 L","Want your clothes to shine like new every day. A small step of Comfort After Wash Fabric Conditioner Morning Fresh (Blue) 1.6l gives your clothes unbeatable shine, that detergent alone cant deliver. Even if you use the best detergents, repeated washing can tangle cloth fibres, making them rough, dull & lifeless. Taking a small step of Comfort After Wash Fabric Conditioner nourishes the cloth fibres damaged by detergent, giving them new like shine even over repeated washing. Not only shine, our range of fabric softeners gives visible softness to your favourite clothes while also deliveRing a long lasting freshness. How to Use:BUCKET WASH: After washing your clothes with laundry detergent, pour half a cap of Comfort in a bucket of water, and soak your clothes for 5 mins. Remove and dry them. Dont Rinse the clothes again.SEMI-AUTOMATIC: Wash your clothes with detergent as usual. Pour 1 cap of comfort in machine tub in clean water duRing the last Rinse cycle.TOP LOAD: If your machine has a softener compartment, pour 1 cap of comfort at the start of wash cycle. Otherwise, pour 1 cap of comfort in machine tub duRing last Rinse cycle.FRONT LOAD: Pour 1 cap of comfort in the softener/conditioner compartment at the same time as you add detergent.Add a small step of Comfort Morning Fresh to your regular laundry routine and experience unbelievable shine, visible softness and freshness. Pick up your favourite Comfort today!",1.6 L,L,1.6 L,1,1,415,350,"Hindustan Unilever Limited, Unilever House, B D Sawant Marg, Chakala, Anderi E, Mumbai - 400099",India,['8901030803666'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40001507_16-comfort-after-wash-morning-fresh-fabric-conditioner.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40001507-2_6-comfort-after-wash-morning-fresh-fabric-conditioner.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40001507-3_6-comfort-after-wash-morning-fresh-fabric-conditioner.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40001507-4_2-comfort-after-wash-morning-fresh-fabric-conditioner.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40001507-5_2-comfort-after-wash-morning-fresh-fabric-conditioner.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40001507-6_1-comfort-after-wash-morning-fresh-fabric-conditioner.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"‚ Long Lasting Fragrance
Clothes remain fresh and fragrant for up to 14 days after washing.
‚ Softness
Comfort smoothens the fibres, thereby providing them with a rich softness that make them a delight to wear. Try Comfort on your tough jeans and you will realize that it does not feel stiff any longer.
‚ Shine & Colour
With each wash, fibres tend to turn dull and lifeless. Using Comfort will ensure your clothes retain their shine and colour, for a long time.
‚ Easy Ironing
By taking the stiffness out of fabrics, Comfort makes your clothes easy to iron.",-,"[{'EAN Code': '8901030803666'}, {'Country of origin': 'India'}, {'Manufacturer Name & ': 'Hindustan Unilever Limited, Unilever House, B D Sawant Marg, Chakala, Anderi E, Mumbai - 400099'}]",-,-,-,-,-,-,-
