L0 Domain,L1 Sub-Domain,L2 Category,L3 Sub-Category,L4 Product Enum-Code,Brand,Product Name,Product Description,Product Quantity,UOM,Net Quantity,Pack Quantity,Pack Size,MRP,Price,Manufacturer,Country Of Origin,UPC/EAN,FSSAI no,Images,Images / Video,Images.3,Images.4,Images.5,Images.6,Images.7,Images.8,Images.9,Images.10,SKU Code,Customer Care Contact,Time to Ship,Returnable (Y/N),Cancellable (Y/N),COD available (Y/N),Preservatives (Y/N),Preservatives (details),Flavours & Spices,Ready to cook (Y/N),Ready to eat (Y/N),Rice grain type,Recommended Age,Scented/ Flavour,Herbal/ Ayurvedic,Theme/ Occasion Type,Hair Type,Mineral Source,Caffeine Content,Capacity,Composition,Benefits,Usage,Other details,Marketed By,Baby Weight,Absorption Duration (in Hrs),Features,Care Instruction,Ingredients,Ingredient,Specification,About
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,Whiskas,"Whiskas Wet Cat Food - Kitten, 2-12 Months,Tuna In Jelly, For Balanced Nutrition, Shiny Coat, 85 g (Pack of 12)","Whiskas Kitten (2-12 months) Wet Cat Food, Tuna in Jelly is made with high quality ingredients and nutrition for pet kittens. This is a great meal choice for all your small cats. It provides kittens with shiny coat, better eyesight and energy. This chewy and delicious cat food made for cats of all sizes and breeds. It is a well balanced cat food that prevents obesity. It provides with quality protein, fat and minerals. Without any artificial colours or flavourings.",85 g (Pack of 12),g,85 g (Pack of 12),12,1,600,528,"MARS PETCARE (THAILAND) CO., LTD,799 M0O 4, CHANTUK, PAKCHONG, NAKHORNRATCHASIMA - 30130.",Thailand,['40235054'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40235054_1-whiskas-wet-cat-food-kitten-2-12-monthstuna-in-jelly-for-balanced-nutrition-shiny-coat.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40235054-2_1-whiskas-wet-cat-food-kitten-2-12-monthstuna-in-jelly-for-balanced-nutrition-shiny-coat.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40235054-3_1-whiskas-wet-cat-food-kitten-2-12-monthstuna-in-jelly-for-balanced-nutrition-shiny-coat.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40235054-4_1-whiskas-wet-cat-food-kitten-2-12-monthstuna-in-jelly-for-balanced-nutrition-shiny-coat.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40235054-5_1-whiskas-wet-cat-food-kitten-2-12-monthstuna-in-jelly-for-balanced-nutrition-shiny-coat.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40235054-6_1-whiskas-wet-cat-food-kitten-2-12-monthstuna-in-jelly-for-balanced-nutrition-shiny-coat.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40235054-7_1-whiskas-wet-cat-food-kitten-2-12-monthstuna-in-jelly-for-balanced-nutrition-shiny-coat.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40235054-8_1-whiskas-wet-cat-food-kitten-2-12-monthstuna-in-jelly-for-balanced-nutrition-shiny-coat.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Kitten age (up to 3 months): 3 sachets/day.
Kitten age (4-5 months): 3.5 sachets/day.
Kitten age (6-12 months): 4 sachets/day.
Feeding twice a day is recommended.","[{'EAN Code': '40235054'}, {'Manufacturer Name & ': 'MARS PETCARE (THAILAND) CO., LTD,799 M0O 4, CHANTUK, PAKCHONG, NAKHORNRATCHASIMA - 30130.'}, {'Marketed by': 'MARS International India Pvt. Ltd.,4658-A, No. 21, Ansari Road, Darya Ganj,New Delhi - 110 002, Delhi, India.'}, {'Country of Origin': 'Thailand'}]","MARS International India Pvt. Ltd.,4658-A, No. 21, Ansari Road, Darya Ganj,New Delhi - 110 002, Delhi, India.",-,-,-,-,"Meat & animal derivatives, Fish and fish derivative (Tuna 4.5%), Binder, Enhancers, Minerals, Oil, Gelling agents, Vitamins, Thickener, Antioxidants, Colorants .",-,-,-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,Whiskas,"Whiskas Wet Cat Food - Ocean Fish, For Adult Cats, 1+ Year, 2 x 85 g Multipack","Whiskas Adult Gravy Food provides complete nutrition for your adult pet cat. A complete and balanced cat food, Whiskas gravy is designed to take care of your catÂÂs daily nutritional requirements and provide it with all the required vitamins and minerals along with moisture and nourishment for a healthy and happy life. A cat's love for fish is thoughtfully blended with loads of calcium, phosphorus, proteins, antioxidants, vitamins & minerals, in each pack. It helps maintain its fur, heart health, weight, skin, teeth, muscles, bones and overall immunity. Whiskas gravy has a texture and aroma that appeals to the palate of your feline, and attracts even fussy eaters in for a filling and fun mealtime! Whiskas cat food is ideal for cat breeds from Persian Cat, British Shorthair to Siamese Cat.",2 x 85 g Multipack,g,2 x 85 g Multipack,1,1,100,95,Whiskas,Thailand,['1222956'],-,https://datalabs.siva3.io/image/Eunimart_groceries_222956_1-whiskas-wet-cat-food-ocean-fish-for-adult-cats-1-year.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '1222956'}, {'Country of origin': 'Thailand'}]",-,-,-,-,-,"Oceanfish (Sardine, Mackerel), Chicken, Soy Bean Oil, Wheat Gluten Agents, Colouring Agents, Vitamins And Minerals.",-,-,-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,Whiskas,"Whiskas Wet Cat Food - Ocean Fish, For Adult Cats, 1+ Year, 2 x 85 g Multipack","Whiskas Adult Gravy Food provides complete nutrition for your adult pet cat. A complete and balanced cat food, Whiskas gravy is designed to take care of your catÂÂs daily nutritional requirements and provide it with all the required vitamins and minerals along with moisture and nourishment for a healthy and happy life. A cat's love for fish is thoughtfully blended with loads of calcium, phosphorus, proteins, antioxidants, vitamins & minerals, in each pack. It helps maintain its fur, heart health, weight, skin, teeth, muscles, bones and overall immunity. Whiskas gravy has a texture and aroma that appeals to the palate of your feline, and attracts even fussy eaters in for a filling and fun mealtime! Whiskas cat food is ideal for cat breeds from Persian Cat, British Shorthair to Siamese Cat.",2 x 85 g Multipack,g,2 x 85 g Multipack,1,1,100,95,Whiskas,Thailand,['1222956'],-,https://datalabs.siva3.io/image/Eunimart_groceries_222956_1-whiskas-wet-cat-food-ocean-fish-for-adult-cats-1-year.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '1222956'}, {'Country of origin': 'Thailand'}]",-,-,-,-,-,"Oceanfish (Sardine, Mackerel), Chicken, Soy Bean Oil, Wheat Gluten Agents, Colouring Agents, Vitamins And Minerals.",-,-,-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,Whiskas,"Whiskas Wet Cat Food Adult, 1+ Year, Tuna In Jelly, For Balanced Nutrition & Shiny Coat, 2 x 85 g Multipack","Whiskas Adult (1+ Year) Wet Cat Food, Tuna in Jelly is made with high-quality ingredients and nutrition for pet cats. This is a great meal choice for all your big cats. It provides adult cats with shiny coats, and better eyesight and energy. This chewy and delicious cat food is made for cats of all sizes and breeds. It is a well-balanced cat food that prevents obesity. It provides quality protein, fat and minerals. Without any artificial colours or flavourings.",2 x 85 g Multipack,g,2 x 85 g Multipack,1,1,100,95,"MARS PETCARE (THAILAND) CO., LTD,799 M0O 4, CHANTUK, PAKCHONG, NAKHORNRATCHASIMA - 30130.",Thailand,['1222957'],-,https://datalabs.siva3.io/image/Eunimart_groceries_222957_1-whiskas-wet-cat-food-adult-1-year-tuna-in-jelly-for-balanced-nutrition-shiny-coat.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Cat weight (4 kg): 3.5 sachets/day.
Cat weight (6 kg): 4.5 sachets/day.","[{'EAN Code': '1222957'}, {'Manufacturer Name & ': 'MARS PETCARE (THAILAND) CO., LTD,799 M0O 4, CHANTUK, PAKCHONG, NAKHORNRATCHASIMA - 30130.'}, {'Marketed by': 'MARS International India Pvt. Ltd.,4658-A, No. 21, Ansari Road, Darya Ganj,New Delhi - 110 002, Delhi, India.'}, {'Country of Origin': 'Thailand'}]","MARS International India Pvt. Ltd.,4658-A, No. 21, Ansari Road, Darya Ganj,New Delhi - 110 002, Delhi, India.",-,-,-,-,"Meat & Animal Derivatives, Fish And Fish Derivatives (Tuna 4 %), Binder, Enhancers, Minerals, Oil, Gelling Agents, Vitamins, Thickener, Antioxidants, And Colourants.",-,-,-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,Whiskas,"Whiskas Wet Cat Food Adult, 1+ Year, Tuna In Jelly, For Balanced Nutrition & Shiny Coat, 2 x 85 g Multipack","Whiskas Adult (1+ Year) Wet Cat Food, Tuna in Jelly is made with high-quality ingredients and nutrition for pet cats. This is a great meal choice for all your big cats. It provides adult cats with shiny coats, and better eyesight and energy. This chewy and delicious cat food is made for cats of all sizes and breeds. It is a well-balanced cat food that prevents obesity. It provides quality protein, fat and minerals. Without any artificial colours or flavourings.",2 x 85 g Multipack,g,2 x 85 g Multipack,1,1,100,95,"MARS PETCARE (THAILAND) CO., LTD,799 M0O 4, CHANTUK, PAKCHONG, NAKHORNRATCHASIMA - 30130.",Thailand,['1222957'],-,https://datalabs.siva3.io/image/Eunimart_groceries_222957_1-whiskas-wet-cat-food-adult-1-year-tuna-in-jelly-for-balanced-nutrition-shiny-coat.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Cat weight (4 kg): 3.5 sachets/day.
Cat weight (6 kg): 4.5 sachets/day.","[{'EAN Code': '1222957'}, {'Manufacturer Name & ': 'MARS PETCARE (THAILAND) CO., LTD,799 M0O 4, CHANTUK, PAKCHONG, NAKHORNRATCHASIMA - 30130.'}, {'Marketed by': 'MARS International India Pvt. Ltd.,4658-A, No. 21, Ansari Road, Darya Ganj,New Delhi - 110 002, Delhi, India.'}, {'Country of Origin': 'Thailand'}]","MARS International India Pvt. Ltd.,4658-A, No. 21, Ansari Road, Darya Ganj,New Delhi - 110 002, Delhi, India.",-,-,-,-,"Meat & Animal Derivatives, Fish And Fish Derivatives (Tuna 4 %), Binder, Enhancers, Minerals, Oil, Gelling Agents, Vitamins, Thickener, Antioxidants, And Colourants.",-,-,-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,Wiggles.in,"Wiggles.in CannaPaw Hemp Oil Extract for Dogs Cats Pain Anxiety Relief Spray - Pet Stress Calming Massage Oil, 30 ml","Wi Cannapaw contains Hemp Seed Oil 99% solution and Vijaya Leaf Extract 1% solution. Made from 100% natural ingredients, it is safe to use on your petÂÂs body in other words, it is only for topical use. It is non-addictive if inhaled or ingested accidentally and is non-psychoactive relieves arthritic pain, reduces skin inflammation without side-effects, elevates sore muscles and aids in the healing process",30 ml,ml,30 ml,1,1,2499,1874.25,"Sixth Sense Retail Pvt.Ltd. Sr. No. 110/11/23, 501 ÂÂAÂÂ, Biz Bay, Opposite Syngenta, Baner, Pune-411045",India,['8908012937746'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40224605_1-wigglesin-cannapawtm-pain-relief-therapy-oil-for-treating-wounds-for-pets.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40224605-2_1-wigglesin-cannapawtm-pain-relief-therapy-oil-for-treating-wounds-for-pets.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40224605-3_1-wigglesin-cannapawtm-pain-relief-therapy-oil-for-treating-wounds-for-pets.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40224605-4_1-wigglesin-cannapawtm-pain-relief-therapy-oil-for-treating-wounds-for-pets.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40224605-5_1-wigglesin-cannapawtm-pain-relief-therapy-oil-for-treating-wounds-for-pets.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Made from 100% natural ingredients, it is safe to use on your petÂÂs body in other words, it is only for topical use","['EAN Code: 8908012937746', 'Manufacturer Name & Marketed by :Sixth Sense Retail Pvt.Ltd. Sr. No. 110/11/23, 501 \x80\x98A\x80\x99, Biz Bay, Opposite Syngenta, Baner, Pune-411045', 'Country of Origin:India', 'Best before 02-09-2023', '","Sixth Sense Retail Pvt.Ltd. Sr. No. 110/11/23, 501 ÂÂAÂÂ, Biz Bay, Opposite Syngenta, Baner, Pune-411045",-,-,-,-,"Hemp Seed Oil (99%), Vijaya Leaf Extract (CBD) (1%).",-,"Brand: - Wiggles.
Type: - Massage Oil.
Dimensions (LXWXH):- 2500 mm x 1500 mm x 400 mm
Weight: - 30ml.
Package Content:- 1 Pcs.",-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,Wiggles.in,"Wiggles.in Coat Supplement Liquid for Dogs & Cats, 200 ml (Get 50 ml free)","Wiggles Coat Supplement Liquid for pets is a nutritional supplement containing essential fatty acids, vitamins and zinc, which are known to play a crucial role in the management of certain skin conditions in Dogs and Cats.",200 ml (Get 50 ml free),ml,200 ml (Get 50 ml free),1,1,550,412.5,Wiggles.in,India,['8908012937098'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40184347_5-wigglesin-coat-supplement-liquid-for-dogs-cats.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40184347-2_5-wigglesin-coat-supplement-liquid-for-dogs-cats.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40184347-3_5-wigglesin-coat-supplement-liquid-for-dogs-cats.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Shake Well Before use: Remove cap & squeeze bottle to fill dose chamber to the required amount.
Pour the measured amount in food once daily according to the following dose rate: Dose rate: 0.3 to 1.0 ml per kg of body weight.
Under 7 Kg 3.75 ml, 7-23 kg - 7.5 ml, Over 23 Kg 15.0 ml.","['EAN Code: 8908012937098', 'Country of origin: India', 'Best Before 24-08-2024', '",-,-,-,-,-,-,-,-,-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,Wiggles.in,"Wiggles.in Eraditch Spot On For Dogs Fleas Ticks Remover Treatment Drops - 10 Kg To 20 Kg, 1.34 ml","Contains Fipronil and (S)-Methoprene which act as an effective combination and wipe out ticks, fleas, lice and mites. Breaks flea life cycle, by acting on flea eggs and larva, thus preventing Flea Allergy Dermatitis. Kills ticks and helps avoid Lyme Disease and Tick-borne fever. Averts mange by controlling mites and forms a protective barrier under the skin against ectoparasites. Wear gloves and apply between your dogÂÂs shoulder blades in an area that can't be licked to avoid toxic intake. Bathe only 5 days after application.",1.34 ml,ml,1.34 ml,1,1,350,262.5,"Sixth Sense Retail Pvt.Ltd. Sr. No. 110/11/23, 501 ÂÂAÂÂ, Biz Bay, Opposite Syngenta, Baner, Pune-411045",India,['40282716'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40282716_1-wigglesin-eraditch-spot-on-for-dogs-fleas-ticks-remover-treatment-drops-10-kg-to-20-kg.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40282716-2_1-wigglesin-eraditch-spot-on-for-dogs-fleas-ticks-remover-treatment-drops-10-kg-to-20-kg.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40282716-3_1-wigglesin-eraditch-spot-on-for-dogs-fleas-ticks-remover-treatment-drops-10-kg-to-20-kg.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40282716-4_1-wigglesin-eraditch-spot-on-for-dogs-fleas-ticks-remover-treatment-drops-10-kg-to-20-kg.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40282716-5_1-wigglesin-eraditch-spot-on-for-dogs-fleas-ticks-remover-treatment-drops-10-kg-to-20-kg.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40282716-6_1-wigglesin-eraditch-spot-on-for-dogs-fleas-ticks-remover-treatment-drops-10-kg-to-20-kg.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40282716-7_1-wigglesin-eraditch-spot-on-for-dogs-fleas-ticks-remover-treatment-drops-10-kg-to-20-kg.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Contains Fipronil and (S)-Methoprene which act as an effective combination and wipe out ticks, fleas, lice, and mites
Forms a protective barrier under the skin against ectoparasites
Breaks flea life cycle, by acting on flea eggs and larva, thus preventing Flea Allergy Dermatitis",Wear gloves and apply on one or two spots between your catÂÂs shoulder blades. Apply in an area that can't be licked to avoid toxic intake.,"[{'EAN Code': '40282716'}, {'Manufacturer Name & Marketed by ': 'Sixth Sense Retail Pvt.Ltd. Sr. No. 110/11/23, 501 \x80\x98A\x80\x99, Biz Bay, Opposite Syngenta, Baner, Pune-411045'}, {'Country of Origin': 'India'}]","Sixth Sense Retail Pvt.Ltd. Sr. No. 110/11/23, 501 ÂÂAÂÂ, Biz Bay, Opposite Syngenta, Baner, Pune-411045",-,-,-,-,-,-,"Brand: - Wiggles.
Type: - Treatment Drops.
Material: - Fipronil and (S)-Methoprene.
Dimensions (LXWXH): - 2500 mm x 1500 mm x 400 mm
Weight: - 1.34ml.
Package Content: - 1 Pcs.",-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,Wiggles.in,"Wiggles.in Eraditch Spot On For Dogs Fleas Ticks Remover Treatment Drops - 10 Kg To 20 Kg, 1.34 ml","Contains Fipronil and (S)-Methoprene which act as an effective combination and wipe out ticks, fleas, lice and mites. Breaks flea life cycle, by acting on flea eggs and larva, thus preventing Flea Allergy Dermatitis. Kills ticks and helps avoid Lyme Disease and Tick-borne fever. Averts mange by controlling mites and forms a protective barrier under the skin against ectoparasites. Wear gloves and apply between your dogÂÂs shoulder blades in an area that can't be licked to avoid toxic intake. Bathe only 5 days after application.",1.34 ml,ml,1.34 ml,1,1,350,262.5,"Sixth Sense Retail Pvt.Ltd. Sr. No. 110/11/23, 501 ÂÂAÂÂ, Biz Bay, Opposite Syngenta, Baner, Pune-411045",India,['40282716'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40282716_1-wigglesin-eraditch-spot-on-for-dogs-fleas-ticks-remover-treatment-drops-10-kg-to-20-kg.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40282716-2_1-wigglesin-eraditch-spot-on-for-dogs-fleas-ticks-remover-treatment-drops-10-kg-to-20-kg.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40282716-3_1-wigglesin-eraditch-spot-on-for-dogs-fleas-ticks-remover-treatment-drops-10-kg-to-20-kg.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40282716-4_1-wigglesin-eraditch-spot-on-for-dogs-fleas-ticks-remover-treatment-drops-10-kg-to-20-kg.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40282716-5_1-wigglesin-eraditch-spot-on-for-dogs-fleas-ticks-remover-treatment-drops-10-kg-to-20-kg.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40282716-6_1-wigglesin-eraditch-spot-on-for-dogs-fleas-ticks-remover-treatment-drops-10-kg-to-20-kg.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40282716-7_1-wigglesin-eraditch-spot-on-for-dogs-fleas-ticks-remover-treatment-drops-10-kg-to-20-kg.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Contains Fipronil and (S)-Methoprene which act as an effective combination and wipe out ticks, fleas, lice, and mites
Forms a protective barrier under the skin against ectoparasites
Breaks flea life cycle, by acting on flea eggs and larva, thus preventing Flea Allergy Dermatitis",Wear gloves and apply on one or two spots between your catÂÂs shoulder blades. Apply in an area that can't be licked to avoid toxic intake.,"[{'EAN Code': '40282716'}, {'Manufacturer Name & Marketed by ': 'Sixth Sense Retail Pvt.Ltd. Sr. No. 110/11/23, 501 \x80\x98A\x80\x99, Biz Bay, Opposite Syngenta, Baner, Pune-411045'}, {'Country of Origin': 'India'}]","Sixth Sense Retail Pvt.Ltd. Sr. No. 110/11/23, 501 ÂÂAÂÂ, Biz Bay, Opposite Syngenta, Baner, Pune-411045",-,-,-,-,-,-,"Brand: - Wiggles.
Type: - Treatment Drops.
Material: - Fipronil and (S)-Methoprene.
Dimensions (LXWXH): - 2500 mm x 1500 mm x 400 mm
Weight: - 1.34ml.
Package Content: - 1 Pcs.",-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,Wiggles.in,"Wiggles.in Eraditch Spot On For Dogs Fleas Ticks Remover Treatment Drops - 20 Kg To 40 Kg, 5.36 ml","Contains Fipronil and (S)-Methoprene which act as an effective combination and wipe out ticks, fleas, lice, and mites. Breaks flea life cycle, by acting on flea eggs and larva, thus preventing. Flea Allergy Dermatitis. Kills ticks and helps avoid Lyme Disease and Tick-borne fever. Averts mange by controlling mites and forms a protective barrier under the skin against ectoparasites. Wear gloves and apply between your dogÂÂs shoulder blades in an area that can't be licked to avoid toxic intake. Bathe only 5 days after application.",5.36 ml,ml,5.36 ml,1,1,900,675,"Sixth Sense Retail Pvt.Ltd. Sr. No. 110/11/23, 501 ÂÂAÂÂ, Biz Bay, Opposite Syngenta, Baner, Pune-411045",India,['8906153020129'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40282725_1-wigglesin-eraditch-spot-on-for-dogs-fleas-ticks-remover-treatment-drops-20-kg-to-40-kg.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40282725-2_1-wigglesin-eraditch-spot-on-for-dogs-fleas-ticks-remover-treatment-drops-20-kg-to-40-kg.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40282725-3_1-wigglesin-eraditch-spot-on-for-dogs-fleas-ticks-remover-treatment-drops-20-kg-to-40-kg.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40282725-4_1-wigglesin-eraditch-spot-on-for-dogs-fleas-ticks-remover-treatment-drops-20-kg-to-40-kg.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40282725-5_1-wigglesin-eraditch-spot-on-for-dogs-fleas-ticks-remover-treatment-drops-20-kg-to-40-kg.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40282725-6_1-wigglesin-eraditch-spot-on-for-dogs-fleas-ticks-remover-treatment-drops-20-kg-to-40-kg.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40282725-7_1-wigglesin-eraditch-spot-on-for-dogs-fleas-ticks-remover-treatment-drops-20-kg-to-40-kg.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Contains Fipronil and (S)-Methoprene which act as an effective combination and wipe out ticks, fleas, lice, and mites
Forms a protective barrier under the skin against ectoparasites
Breaks flea life cycle, by acting on flea eggs and larva, thus preventing Flea Allergy Dermatitis",Wear gloves and apply on one or two spots between your catÂÂs shoulder blades. Apply in an area that can't be licked to avoid toxic intake.,"[{'EAN Code': '8906153020129'}, {'Manufacturer Name & Marketed by ': 'Sixth Sense Retail Pvt.Ltd. Sr. No. 110/11/23, 501 \x80\x98A\x80\x99, Biz Bay, Opposite Syngenta, Baner, Pune-411045'}, {'Country of Origin': 'India'}]","Sixth Sense Retail Pvt.Ltd. Sr. No. 110/11/23, 501 ÂÂAÂÂ, Biz Bay, Opposite Syngenta, Baner, Pune-411045",-,-,-,-,-,-,"Brand: - Wiggles.
Type: - Treatment Drops.
Material: - Fipronil and (S)-Methoprene.
Dimensions (LXWXH): - 2500 mm x 1500 mm x 400 mm
Weight: - 5.36ml.
Package Content: - 1 Pcs.",-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,Wiggles.in,"Wiggles.in Eraditch Spot On For Dogs Fleas Ticks Remover Treatment Drops - 40 kg To 60 kg, 8.04 ml","Contains Fipronil and (S)-Methoprene which act as an effective combination and wipe out ticks, fleas, lice, and mites. Breaks flea life cycle, by acting on flea eggs and larva, thus preventing Flea Allergy Dermatitis. Kills ticks and helps avoid Lyme Disease and Tick-borne fever Averts mange by controlling mites and forms a protective barrier under the skin against ectoparasites. Wear gloves and apply between your dogÂÂs shoulder blades in an area that can't be licked to avoid toxic intake. Bathe only 5 days after application.",8.04 ml,ml,8.04 ml,1,1,1100,825,"Sixth Sense Retail Pvt.Ltd. Sr. No. 110/11/23, 501 ÂÂAÂÂ, Biz Bay, Opposite Syngenta, Baner, Pune-411045",India,['8906153020136'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40282726_1-wigglesin-eraditch-spot-on-for-dogs-fleas-ticks-remover-treatment-drops-40-kg-to-60-kg.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40282726-2_1-wigglesin-eraditch-spot-on-for-dogs-fleas-ticks-remover-treatment-drops-40-kg-to-60-kg.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40282726-3_1-wigglesin-eraditch-spot-on-for-dogs-fleas-ticks-remover-treatment-drops-40-kg-to-60-kg.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40282726-4_1-wigglesin-eraditch-spot-on-for-dogs-fleas-ticks-remover-treatment-drops-40-kg-to-60-kg.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40282726-5_1-wigglesin-eraditch-spot-on-for-dogs-fleas-ticks-remover-treatment-drops-40-kg-to-60-kg.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40282726-6_1-wigglesin-eraditch-spot-on-for-dogs-fleas-ticks-remover-treatment-drops-40-kg-to-60-kg.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40282726-7_1-wigglesin-eraditch-spot-on-for-dogs-fleas-ticks-remover-treatment-drops-40-kg-to-60-kg.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Contains Fipronil and (S)-Methoprene which act as an effective combination and wipe out ticks, fleas, lice, and mites.
Forms a protective barrier under the skin against ectoparasites.
Breaks flea life cycle, by acting on flea eggs and larva, thus preventing Flea Allergy Dermatitis.",Wear gloves and apply on one or two spots between your catÂÂs shoulder blades. Apply in an area that can't be licked to avoid toxic intake.,"[{'EAN Code': '8906153020136'}, {'Manufacturer Name & Marketed by ': 'Sixth Sense Retail Pvt.Ltd. Sr. No. 110/11/23, 501 \x80\x98A\x80\x99, Biz Bay, Opposite Syngenta, Baner, Pune-411045'}, {'Country of Origin': 'India'}]","Sixth Sense Retail Pvt.Ltd. Sr. No. 110/11/23, 501 ÂÂAÂÂ, Biz Bay, Opposite Syngenta, Baner, Pune-411045",-,-,-,-,-,-,"Brand: - Wiggles.
Type: - Treatment Drops.
Material: - Fipronil and (S)-Methoprene.
Dimensions (LXWXH): - 2500 mm x 1500 mm x 400 mm
Weight: - 8.04ml.
Package Content: - 1 Pcs.",-
