L0 Domain,L1 Sub-Domain,L2 Category,L3 Sub-Category,L4 Product Enum-Code,Brand,Product Name,Product Description,Product Quantity,UOM,Net Quantity,Pack Quantity,Pack Size,MRP,Price,Manufacturer,Country Of Origin,UPC/EAN,FSSAI no,Images,Images / Video,Images.3,Images.4,Images.5,Images.6,Images.7,Images.8,Images.9,Images.10,SKU Code,Customer Care Contact,Time to Ship,Returnable (Y/N),Cancellable (Y/N),COD available (Y/N),Preservatives (Y/N),Preservatives (details),Flavours & Spices,Ready to cook (Y/N),Ready to eat (Y/N),Rice grain type,Recommended Age,Scented/ Flavour,Herbal/ Ayurvedic,Theme/ Occasion Type,Hair Type,Mineral Source,Caffeine Content,Capacity,Composition,Benefits,Usage,Other details,Marketed By,Baby Weight,Absorption Duration (in Hrs),Features,Care Instruction,Specification,About
RET,RET-10,RET-10-1D,RET-10-1D-10,RET-10-1D-10-18,Navneet Youva,"Navneet Youva Single Line Spiral Book - 21x29.7 cm, 400 Pages","We are Youva, those who constantly learn, always evolving as we grow upwards and onwards. Youva is you, always restless, never settling. Youva enables all of us, thinkers and doers of the world, to start on a fresh page, to create a brave new world. A spiral-bound book can fold all the way back upon itself and yet still remain flat, so it provides for easy reference while taking up minimal room on a desk or table. This makes spiral binding an excellent choice for reports, sales presentations, proposals, directories, cookbooks, instructional books and maintenance manuals. Because the spiral binding method allows pages to turn freely and stay put without the need to manually hold them open, it is often the best choice for bound projects that require tabbed page dividers. Doing things that are fun, over and over again!",400 Pages,Pages,400 Pages,1,1,230,219,"Navneet Bhavan, Bhavani Shankar Rd, Dadar West, Mumbai, Maharashtra 400028",India,['8902442228795'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40201416_1-navneet-youva-single-line-spiral-book-21x297-cm.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40201416-2_1-navneet-youva-single-line-spiral-book-21x297-cm.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40201416-3_1-navneet-youva-single-line-spiral-book-21x297-cm.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40201416-4_1-navneet-youva-single-line-spiral-book-21x297-cm.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40201416-5_1-navneet-youva-single-line-spiral-book-21x297-cm.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40201416-6_1-navneet-youva-single-line-spiral-book-21x297-cm.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Go to the first page and write your name and initials neatly.
Start writing/Drawing as you like/want from the next page
Do not waste paper","['EAN Code: 8902442228795', 'Manufacturer Name & Address: Navneet Bhavan, Bhavani Shankar Rd, Dadar West, Mumbai, Maharashtra 400028', 'Marketed By: Navneet Education Ltd, Navneet Bhavan, Bhavani Shankar Rd, Dadar West, Mumbai, Maharashtra 400028', 'Country Of Origin: India',  ]","Navneet Education Ltd, Navneet Bhavan, Bhavani Shankar Rd, Dadar West, Mumbai, Maharashtra 400028",-,-,-,"Touch your notebooks with clean hands
Avoid eating and drinking while writing in the notebook
Store your books at room temperature and keep it dry.","Brand: Navneet Youva
Type: Notebook
Material: Paper
Product Weight: 270 gms
Size: A4
Dimension: Length- 297mm, Width- 210mm, Height- 10mm
Binding: Spiral Book
Ruling: Single Line
No. of Pages: 400
HSN Code: 4820
Package Content: 1",-
RET,RET-10,RET-10-1D,RET-10-1D-10,RET-10-1D-10-18,Navneet Youva,"Navneet Youva Single Line Spiral Book 21x29.7 cm, 300 Pages","We are Youva, those who constantly learn, always evolving as we grow upwards and onwards. Youva is you, always restless, never settling. Youva enables all of us, thinkers and doers of the world, to start on a fresh page, to create a brave new world. A spiral-bound book can fold all the way back upon itself and yet still remain flat, so it provides for easy reference while taking up minimal room on a desk or table. This makes spiral binding an excellent choice for reports, sales presentations, proposals, directories, cookbooks, instructional books and maintenance manuals. Because the spiral binding method allows pages to turn freely and stay put without the need to manually hold them open, it is often the best choice for bound projects that require tabbed page dividers. The product aims to give the best to students, we are aware of the difficulties and hence we thrive to make writing an effortless task for everyone. Doing things that are fun, over and over again!",300 Pages,Pages,300 Pages,1,1,180,169,"Navneet Bhavan, Bhavani Shankar Rd, Dadar West, Mumbai, Maharashtra 400028",India,['8902442228788'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40201415_1-navneet-youva-single-line-spiral-book-21x297-cm.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40201415-2_1-navneet-youva-single-line-spiral-book-21x297-cm.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40201415-3_1-navneet-youva-single-line-spiral-book-21x297-cm.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40201415-4_1-navneet-youva-single-line-spiral-book-21x297-cm.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40201415-5_1-navneet-youva-single-line-spiral-book-21x297-cm.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40201415-6_1-navneet-youva-single-line-spiral-book-21x297-cm.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Go to the first page and write your name and initials neatly.
Start writing/Drawing as you like/want from the next page
Do not waste paper.","['EAN Code: 8902442228788', 'Manufacturer Name & Address: Navneet Bhavan, Bhavani Shankar Rd, Dadar West, Mumbai, Maharashtra 400028', 'Marketed By: Navneet Education Ltd, Navneet Bhavan, Bhavani Shankar Rd, Dadar West, Mumbai, Maharashtra 400028', 'Country Of Origin: India',  ]","Navneet Education Ltd, Navneet Bhavan, Bhavani Shankar Rd, Dadar West, Mumbai, Maharashtra 400028",-,-,-,"Touch your notebooks with clean hands
Avoid eating and drinking while writing in the notebook
Store your books at room temperature and keep it dry.","Brand: Navneet Youva
Type: Notebook
Material: Paper
Product Weight: 250gms
Size: Long
Dimension: Length- 297mm, Width- 210mm, Height- 10 mm
Binding: Spiral Book
Ruling: Unruled
No. of Pages: 300
HSN Code: 4820
Package Content: 1 piece",-
RET,RET-10,RET-10-1D,RET-10-1D-10,RET-10-1D-10-19,Navneet Youva,"Navneet Youva Soft Bound Brown Notebook - With High Quality Paper, 172 Pages, 3 pcs","Navneet Youva Soft Bound Brown NoteBook is 1 side ruled and 1 side plain book that is used for school. It is made with good-quality papers and strong binding. This book is designed to keep the pages intact throughout. A premium quality notebook that serves the educational needs of students. This 172 pages notebook provides enough writing space. It is great for class assignments, taking notes or at-work brainstorming sessions. These pages are acid-free and are toxic-free.",3 pcs,pcs,3 pcs,3,1,165,139,"Navneet Education Limite, Dadar West",India,['40236359'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40236359_1-navneet-youva-soft-bound-brown-notebook-with-high-quality-paper-172-pages.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40236359-2_1-navneet-youva-soft-bound-brown-notebook-with-high-quality-paper-172-pages.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40236359-3_1-navneet-youva-soft-bound-brown-notebook-with-high-quality-paper-172-pages.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40236359-4_1-navneet-youva-soft-bound-brown-notebook-with-high-quality-paper-172-pages.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40236359-5_1-navneet-youva-soft-bound-brown-notebook-with-high-quality-paper-172-pages.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1. Made with good-quality papers and has strong binding.
2. Designed to keep the pages intact throughout.
3. It serves the educational needs of students.",Used for every subject for hassle-free note-taking during classes or lectures.,"['EAN Code: 40236359', 'Manufacturer Name & Marketed by Address: Navneet Education Limite, Dadar West', 'Country of Origin:India',  ]","Navneet Education Limite, Dadar West",-,-,-,-,"Brand :- Navneet Youva.
Type :- Brown Note Book.
Material :- Paper.
Colour :- Brown.
Features :- Acid-free paper that slows shade reversal, Paper from sustainable sources, 100-year calendar & schedule provided on inside cover pages.
Type of Bound:- Soft Bound .
Book Type:- Brown Note Book.
Package Contents:- 3 Pcs.
Line Type :- 1 Side Ruled & 1 Side Plain .
No of Pages:- 172 Pages.",-
RET,RET-10,RET-10-1D,RET-10-1D-10,RET-10-1D-10-19,Navneet Youva,"Navneet Youva Soft Bound Drawing Notebook - A3 Size, 36 Pages, 3 pcs",Navneet Youva Softbound Drawing Book is made with superior quality paper. It is designed for young artists and students. You can use both sides of the paper for drawing. All kinds of colouring mediums can be used for drawing on this paper. It has a soft cove and is perfect for school and hobby uses. These 36 papers are convenient to use. It is strong and sturdy back pressed high-quality drawing paper.,3 pcs,pcs,3 pcs,3,1,240,215,"Navneet Education Limite, Dadar West",India,['8902442215399'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40236375_1-navneet-youva-soft-bound-drawing-notebook-a3-size-36-pages.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40236375-2_1-navneet-youva-soft-bound-drawing-notebook-a3-size-36-pages.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40236375-3_1-navneet-youva-soft-bound-drawing-notebook-a3-size-36-pages.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40236375-4_1-navneet-youva-soft-bound-drawing-notebook-a3-size-36-pages.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40236375-5_1-navneet-youva-soft-bound-drawing-notebook-a3-size-36-pages.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1. Made with superior quality paper.
2. Designed for young artists and students.
3. Both sides of the paper can be used for drawing.
4. You can use all kinds of colouring mediums.","Ideal for kids, Students and Artists.
Can be used horizontally or vertically, as needed.","['EAN Code: 8902442215399', 'Manufacturer Name & Marketed by Address: Navneet Education Limite, Dadar West', 'Country of Origin:India',  ]","Navneet Education Limite, Dadar West",-,-,-,-,"Brand :- Navneet Youva.
Type :- Drawing Book.
Material :- Paper
Colour :- NA
Product Dimensions (l*b*h) :- 42x29.7x1 0.865625
Features :- Easy to use, Quality drawing paper, Drawing can be done on both sides of the paper
Type of Bound :- Soft Bound
Book Type :- Drawing Book
Package Contents :- 3 Pcs
Line Type :- A3 Size
No of Pages :- 36 Pages",-
RET,RET-10,RET-10-1D,RET-10-1D-10,RET-10-1D-10-19,Navneet Youva,"Navneet Youva Soft Bound Graph Notebook - With High Quality Paper, 64 Pages, 3 pcs",Navneet Youva Soft Bound Graph Book is made with good-quality papers and strong binding. This book is designed to keep the pages intact throughout. A premium quality notebook that serves the educational needs of students. This 64 pages notebook provides enough writing space. These pages are acid-free and are toxic-free.,3 pcs,pcs,3 pcs,3,1,120,99,"Navneet Education Limite, Dadar West",India,['40236405'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40236405_1-navneet-youva-soft-bound-graph-notebook-with-high-quality-paper-64-pages.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40236405-2_1-navneet-youva-soft-bound-graph-notebook-with-high-quality-paper-64-pages.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40236405-3_1-navneet-youva-soft-bound-graph-notebook-with-high-quality-paper-64-pages.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40236405-4_1-navneet-youva-soft-bound-graph-notebook-with-high-quality-paper-64-pages.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40236405-5_1-navneet-youva-soft-bound-graph-notebook-with-high-quality-paper-64-pages.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1. Made with good-quality papers and has strong binding.
2. Designed to keep the pages intact throughout.
3. It serves the educational needs of students.","1. It is perfect for Maths students.
2. Perfect for drawing graphs and diagrams.","['EAN Code: 40236405', 'Manufacturer Name & Marketed by Address: Navneet Education Limite, Dadar West', 'Country of Origin:India',  ]","Navneet Education Limite, Dadar West",-,-,-,-,"Brand :- Navneet Youva.
Type :- Graph Book
Material :- Paper.
Features:- Light and sharp ruling for easy pencil work, Sample linear and statistical graphs provided, Certificate, Index, 1 cm scale marking on inner pages with border, Space for date & teacher ™s signature
Type of Bound :- Soft Bound
Book Type:- Graph Book
Package Contents:- 3 Pcs
Line Type:- NA
No of Pages:- 64 Pages",-
RET,RET-10,RET-10-1D,RET-10-1D-10,RET-10-1D-10-19,Navneet Youva,"Navneet Youva Soft Bound Note Book 18x24 cm Red & Blue With Gap, 76 Pages (Pack of 3)","We are Youva, those who constantly learn, always evolving as we grow upwards and onwards. Youva is you, always restless, never settling. Youva enables all of us, thinkers and doers of the world, to start on a fresh page, to create a brave new world. Full bound notebooks are sophisticated ones, it gives a professional and presentable look overall. The technique used is to hold the pages glued to the spine to give it a neat finish. The range of full bound notebooks of  ˜Youva ™ comes with a subtle cover page and premium quality pages.Whatever your passion, Youva ™s notebooks will enhance your productivity and creativity. Stay on top of your work, with some method to all your magical madness. This addition comes with red and blue lining with strong and sturdy binding",76 Pages (Pack of 3),Pages,76 Pages (Pack of 3),3,1,84,75,"Navneet Bhavan, Bhavani Shankar Rd, Dadar West, Mumbai, Maharashtra 400028",India,['8902442220652'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40201432_1-navneet-youva-soft-bound-note-book-18x24-cm-red-blue-with-gap.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40201432-2_1-navneet-youva-soft-bound-note-book-18x24-cm-red-blue-with-gap.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40201432-3_1-navneet-youva-soft-bound-note-book-18x24-cm-red-blue-with-gap.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40201432-4_1-navneet-youva-soft-bound-note-book-18x24-cm-red-blue-with-gap.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Go to the first page and write your name and initials neatly.
Start writing/Drawing as you like/want from the next page
Do not waste paper","['EAN Code: 8902442220652', 'Manufacturer Name & Address: Navneet Bhavan, Bhavani Shankar Rd, Dadar West, Mumbai, Maharashtra 400028', 'Marketed By: Navneet Education Ltd, Navneet Bhavan, Bhavani Shankar Rd, Dadar West, Mumbai, Maharashtra 400028', 'Country Of Origin: India',  ]","Navneet Education Ltd, Navneet Bhavan, Bhavani Shankar Rd, Dadar West, Mumbai, Maharashtra 400028",-,-,-,"Touch your notebooks with clean hands
Avoid eating and drinking while writing in the notebook
Store your books at room temperature and keep it dry.","Brand: Navneet Youva
Type: Notebook
Material: Paper
Product Weight: 150 gms, 450 gms (Pack of 3)
Size: 18 cm x 24 cm
Dimension: Length- 240 mm, Width- 180 mm, Height- 10mm
Binding: Full Bound
Ruling: Red and Blue with Gap
No. of Pages: 76 
HSN Code: 4820
Package Content: Pack of 3",-
RET,RET-10,RET-10-1D,RET-10-1D-10,RET-10-1D-10-19,Navneet Youva,"Navneet Youva Soft Bound Notebook - Premium Quality Paper, 172 Pages, 12 pcs",Navneet Youva Soft Bound NoteBook is a Red & Blue (With Gap) book that is used for school. It is made with good-quality papers and strong binding. This book is designed to keep the pages intact throughout. A premium quality notebook that serves the educational needs of students. This 172 pages notebook provides enough writing space. It is designed to help students with learning to write. These pages are acid-free and are toxic-free.,12 pcs,pcs,12 pcs,12,1,600,575,"Navneet Education Limite, Dadar West",India,['40236388'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40236388_1-navneet-youva-soft-bound-notebook-premium-quality-paper-172-pages.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40236388-2_1-navneet-youva-soft-bound-notebook-premium-quality-paper-172-pages.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40236388-3_1-navneet-youva-soft-bound-notebook-premium-quality-paper-172-pages.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40236388-4_1-navneet-youva-soft-bound-notebook-premium-quality-paper-172-pages.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40236388-5_1-navneet-youva-soft-bound-notebook-premium-quality-paper-172-pages.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40236388-6_1-navneet-youva-soft-bound-notebook-premium-quality-paper-172-pages.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1. Made with good-quality papers and has strong binding.
2. Designed to keep the pages intact throughout.
3. It serves the educational needs of students.","1. It helps students with learning to write.
2. The five-line placement helps children to form the different shapes of all the letters of the alphabet.","['EAN Code: 40236388', 'Manufacturer Name & Marketed by Address: Navneet Education Limite, Dadar West', 'Country of Origin:India',  ]","Navneet Education Limite, Dadar West",-,-,-,-,"Brand:- Navneet Youva.
Type:- Note Book.
Material:- Paper.
Features:- Acid-free paper that slows shade reversal, Paper from sustainable sources, 100-year calendar & schedule provided on inside cover pages.
Type of Bound:- Soft Bound Notebook.
Book Type:- Note Book.
Package Contents :- 12 Pcs",-
RET,RET-10,RET-10-1D,RET-10-1D-10,RET-10-1D-10-19,Navneet Youva,"Navneet Youva Spiral Bound Notebook - With 300, Pages, Premium Quality, 1 pc",Navneet Youva Spiral Bound Spiral Book is an unruled book that is used for school. It is made with good-quality papers and strong binding. This book is designed to keep the pages intact throughout. A premium quality notebook that serves the educational needs of students. This 300 pages notebook provides enough writing space. It is designed to write or draw. These pages are acid-free and are toxic-free.,1 pc,pc,1 pc,1,1,180,169,"Navneet Education Limite, Dadar West",India,['8902442231160'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40236411_1-navneet-youva-spiral-bound-notebook-with-300-pages-premium-quality.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40236411-2_1-navneet-youva-spiral-bound-notebook-with-300-pages-premium-quality.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40236411-3_1-navneet-youva-spiral-bound-notebook-with-300-pages-premium-quality.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40236411-4_1-navneet-youva-spiral-bound-notebook-with-300-pages-premium-quality.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40236411-5_1-navneet-youva-spiral-bound-notebook-with-300-pages-premium-quality.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40236411-6_1-navneet-youva-spiral-bound-notebook-with-300-pages-premium-quality.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1. Made with good-quality papers and has strong binding.
2. Designed to keep the pages intact throughout.
3. It is a premium quality notebook.
4. It serves the educational needs of students.","1. Use it to write down notable events.
2. Embellish them with photos or drawings.
3. Treat it like an informal scrapbook.","['EAN Code: 8902442231160', 'Manufacturer Name & Marketed by Address: Navneet Education Limite, Dadar West', 'Country of Origin:India',  ]","Navneet Education Limite, Dadar West",-,-,-,-,"Brand :- Navneet Youva.
Type :- Spiral Book .
Material :- Paper.
Colour :- NA.
Features :- Index page with the label, Special box on each page for writing page no. & date, Black rust proof spiral binding helps easy handling.
Type of Bound:- Spiral Bound.
Book Type:- Spiral Book.
Package Contents:- 1 Pc.
Line Type:- Unruled.
No of Pages:- 300 Pages.",-
RET,RET-10,RET-10-1D,RET-10-1D-10,RET-10-1D-10-10,Navneet Youva,"Navneet Youva Spiral Bound Rainbow Cube - Unruled, 500 Sheets, 1 pc",Navneet Youva Spiral Bound Rainbow Cube comes with 10 different coloured sheets. It is made with good-quality papers and strong binding. The spiral structure makes it look attractive. Its small size and shape make it convenient to write notes and messages.,1 pc,pc,1 pc,1,1,175,149,"Navneet Education Limite, Dadar West",India,['40236372'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40236372_1-navneet-youva-spiral-bound-rainbow-cube-unruled-500-sheets.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40236372-2_1-navneet-youva-spiral-bound-rainbow-cube-unruled-500-sheets.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1. It is a great companion for your ward's journey into the world of learning and education.
2. Soft paper for Smooth hand Writing.
3. It consists of quality papers.","1. Ideal for both office & home usages.
2. Ideal for personal use or gift-giving.","['EAN Code: 40236372', 'Manufacturer Name & Marketed by Address: Navneet Education Limite, Dadar West', 'Country of Origin:India',  ]","Navneet Education Limite, Dadar West",-,-,-,-,"Brand :- Navneet Youva.
Type :- Rainbow Cube
Material :- Paper
Features :- Different design patterns in each colour, A unique stationery product, Ideal for personal use or gifting.
Type of Bound :- Spiral Bound
Book Type:- Rainbow Cube
Package Contents:- 1 Pc
Line Type :- Unruled
No of Pages :- 500 Sheets",-
RET,RET-10,RET-10-1D,RET-10-1D-10,RET-10-1D-10-19,Navneet Youva,"Navneet Youva Top Wiro Bound Notebook - Single Line, 160 Pages, 3 pcs","Navneet Youva Top Wiro Bound My Notes Book is a single-line book that is used for school. It is made with good-quality papers and strong binding. This book is designed to keep the pages intact throughout. A premium quality notebook that serves the educational needs of students. This 160 pages notebook provides enough writing space. It is great for class assignments, taking notes or at-work brainstorming sessions. These pages are acid-free, chlorine-free and are toxic-free. It has a durable poly cover with round corners and has a sleek pocket to hold documents. They have attractive and aesthetically designed covers.",3 pcs,pcs,3 pcs,3,1,270,249,"Navneet Education Limite, Dadar West",India,['40236404'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40236404_1-navneet-youva-top-wiro-bound-notebook-single-line-160-pages.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40236404-2_1-navneet-youva-top-wiro-bound-notebook-single-line-160-pages.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40236404-3_1-navneet-youva-top-wiro-bound-notebook-single-line-160-pages.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40236404-4_1-navneet-youva-top-wiro-bound-notebook-single-line-160-pages.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1. Made with good-quality papers and has strong binding.
2. Designed to keep the pages intact throughout.
3. It serves the educational needs of students.
4. The pages are acid-free, chlorine-free and is toxic-free.",Used for writing and taking notes.,"['EAN Code: 40236404', 'Manufacturer Name & Marketed by Address: Navneet Education Limite, Dadar West', 'Country of Origin:India',  ]","Navneet Education Limite, Dadar West",-,-,-,-,"Brand :- Navneet Youva.
Type :- My Notes.
Material :- Paper.
Features :- Side and rustproof wiro, Quality paper and attractive cover design, Ideal for the personal use of gifting.
Type of Bound:- Top Wiro Bound.
Book Type:- My Notes.
Package Contents :- 3 Pcs.
Line Type:- Single Line .
No of Pages:- 160 Pages .",-
RET,RET-10,RET-10-1D,RET-10-1D-10,RET-10-1D-10-18,Navneet Youva,"Navneet Youva Unruled Soft Bound Long Book 17x27 Cm, 172 Pages","We are Youva, those who constantly learn, always evolving as we grow upwards and onwards. Youva is you, always restless, never settling. Youva enables all of us, thinkers and doers of the world, to start on a fresh page, to create a brave new world. Youva has come with softbound notebooks to make your writing experience pleasantly trendy. A notebook is a perfect place to jot down a quick thought before you forget it. You can use this for maintaining a journal, writing poems, stories and recording your daily affairs. A notebook never runs out of batteries hence you can turn to use it to pen down things for as long as you require. A must buy the product as it takes care of every writing in general, be it writing school notes or simple as practising handwriting.",172 Pages,Pages,172 Pages,1,1,55,55,"Navneet Bhavan, Bhavani Shankar Rd, Dadar West, Mumbai, Maharashtra 400028",India,['8902442228124'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40201425_1-navneet-youva-unruled-soft-bound-long-book-17x27-cm.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40201425-2_1-navneet-youva-unruled-soft-bound-long-book-17x27-cm.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40201425-3_1-navneet-youva-unruled-soft-bound-long-book-17x27-cm.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40201425-4_1-navneet-youva-unruled-soft-bound-long-book-17x27-cm.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Go to the first page and write your name and initials neatly.
Start writing/Drawing as you like/want from the next page
Do not waste paper","['EAN Code: 8902442228124', 'Manufacturer Name & Address: Navneet Bhavan, Bhavani Shankar Rd, Dadar West, Mumbai, Maharashtra 400028', 'Marketed By: Navneet Education Ltd, Navneet Bhavan, Bhavani Shankar Rd, Dadar West, Mumbai, Maharashtra 400028', 'Country Of Origin: India',  ]","Navneet Education Ltd, Navneet Bhavan, Bhavani Shankar Rd, Dadar West, Mumbai, Maharashtra 400028",-,-,-,"Touch your notebooks with clean hands
Avoid eating and drinking while writing in the notebook
Store your books at room temperature and keep it dry.","Brand: Navneet Youva
Type: Notebook
Material: Paper
Product Weight: 180 gms
Size : 17 cm x 27 cm
Dimension : Length- 188 mm, Width- 155mm , Height- 10mm
Binding: Soft Bound
Ruling: Unruled
No. of Pages: 172
HSN Code: 4820
Package Content: 1",-
RET,RET-10,RET-10-1D,RET-10-1D-10,RET-10-1D-10-13,Navneet Youva,"Navneet Youva Wax Crayon Set - Bright Colours, Smudge Free, Non Toxic, 24 pcs (Pack of 2)","Navneet Youvashades Wax Crayon Set are rich bright colours. It is made from superior quality material, has a smooth colouring texture and wide coverage. It is a smudge-free and the perfect primary art tool for children. These are non-toxic and its triangular shape allows tender hands to conveniently grip the crayons. It helps kids in developing colour recognition abilities and eye-hand coordination.",24 pcs (Pack of 2),pcs,24 pcs (Pack of 2),2,1,100,95,"Navneet Education Limite, Dadar West",India,['8902442213258'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40236443_1-navneet-youva-wax-crayon-set-bright-colours-smudge-free-non-toxic.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1. Has a smooth colouring texture.
2. Smudge-free and wide coverage.
3. Non-toxic and gives a convenient grip.
4. Bright colours and wide coverage.","1. Perfect primary art tool for children.
2. Use it for drawing or colouring.","['EAN Code: 8902442213258', 'Manufacturer Name & Marketed by Address: Navneet Education Limite, Dadar West', 'Country of Origin:India',  ]","Navneet Education Limite, Dadar West",-,-,-,-,"Brand :- Navneet Youva
Type :- Wax Crayons 
Material :- Wax
Features :- Quality products, Economical size, Attractive designs
Type of Bound :- Wax Crayons
Book Type :- Wax Crayons
Package Contents:- Set of 2 Pack of 24
Line Type :- NA
No of Pages :- NA",-
