L0 Domain,L1 Sub-Domain,L2 Category,L3 Sub-Category,L4 Product Enum-Code,Brand,Product Name,Product Description,Product Quantity,UOM,Net Quantity,Pack Quantity,Pack Size,MRP,Price,Manufacturer,Country Of Origin,UPC/EAN,FSSAI no,Images,Images / Video,Images.3,Images.4,Images.5,Images.6,Images.7,Images.8,Images.9,Images.10,SKU Code,Customer Care Contact,Time to Ship,Returnable (Y/N),Cancellable (Y/N),COD available (Y/N),Preservatives (Y/N),Preservatives (details),Flavours & Spices,Ready to cook (Y/N),Ready to eat (Y/N),Rice grain type,Recommended Age,Scented/ Flavour,Herbal/ Ayurvedic,Theme/ Occasion Type,Hair Type,Mineral Source,Caffeine Content,Capacity,Composition,Benefits,Usage,Other details,Marketed By,Baby Weight,Absorption Duration (in Hrs),Features,Care Instruction,Ingredients,Ingredient,Specification,From The Brand,About
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,BB Royal,"BB Royal Organic Cashew Split - 4 Pieces, 500 g","Cashew nuts contain vitamins and minerals which help in boosting healthy blood and immune system.  Cashew contains copper and iron which help the body to form and utilise red blood cells which help to keep blood vessels, nerves, the immune system and bones healthy. Cashews are widely used as an ingredient Cashew nuts are eaten on their own as a snack or as an ingredient in various sweet and savoury dishes as it adds flavour and taste to the dish.",500 g,g,500 g,1,1,700,501,"580 Sy No:224(old Sy No:80/3),RANKA JUNCTION, 4TH FLOOR,OLD MADRAS ROAD, VIJINAPURA,K R PURAM,BANGALORE, B.B.M.P, Karnataka-560016. FSSAI License Number: 10020043003172",India,['40292763'],['11220302000926'],https://datalabs.siva3.io/image/Eunimart_groceries_40292763_1-bb-royal-organic-cashewkaju-split.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40292763-2_1-bb-royal-organic-cashewkaju-split.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40292763-3_1-bb-royal-organic-cashewkaju-split.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40292763-4_1-bb-royal-organic-cashewkaju-split.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40292763-5_1-bb-royal-organic-cashewkaju-split.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40292763-6_1-bb-royal-organic-cashewkaju-split.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40292763-7_1-bb-royal-organic-cashewkaju-split.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40292763-8_1-bb-royal-organic-cashewkaju-split.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40292763-9_1-bb-royal-organic-cashewkaju-split.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40292763-10_1-bb-royal-organic-cashewkaju-split.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Cashew has good fats, which are recommended for a healthy body.
The fat present in cashew nuts is responsible for the growth of good cholesterol and reduction of the bad cholesterol.
Cashew gives a lot of energy and also keeps you satiated for a long time.","It can be used in candy bars, sweets and pastries.
Splits are crisper than wholes and are sometimes preferred for that reason.","['EAN Code: 40292763', 'Manufactured Name & Marketed By Papas Trading Private Limited,Sy.No.77&79/8,Narayanareddy Circle,Hommadevanahalli Village,Bannerghatta road,Gottigere,Bengaluru Urban, Bangalore - 560083,FSSAI License number - 11220302000926INNOVATIVE RETAIL CONCEPTS PRIVATE LIMITED,No:580 Sy No:224(old Sy No:80/3),RANKA JUNCTION, 4TH FLOOR,OLD MADRAS ROAD, VIJINAPURA,K R PURAM,BANGALORE, B.B.M.P, Karnataka-560016. FSSAI License Number: 10020043003172', 'FSSAI: NA', 'Country of Origin: India', 'Best Before 02-05-2023. ","580 Sy No:224(old Sy No:80/3),RANKA JUNCTION, 4TH FLOOR,OLD MADRAS ROAD, VIJINAPURA,K R PURAM,BANGALORE, B.B.M.P, Karnataka-560016. FSSAI License Number: 10020043003172",-,-,-,-,-,-,-,-,-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,BB Royal,"BB Royal Organic Cashew/Godambi - Whole, 1 kg","Packed with a healthy dose of components like minerals, vitamins, good fats and antioxidants that are required for the functioning of a healthy heart.
The magnesium present in cashews also makes it excellent for lowering high blood pressure and relaxing nerves and muscles.
It works to promote bone health and helps fight infection.
Since every cashew in this pack is organically grown, it is free from any preservatives and packed in to give you and your family a healthy snack.",1 kg,kg,1 kg,1,1,1399,999,"Papas Trading Pvt ltd, No39/40, 2nd Cross, KN Govindareddy Layout, Arekere,BG Road,Banglore-560071",India,[-],"['11214334000011,10019043002767']",https://datalabs.siva3.io/image/Eunimart_groceries_40191475_2-bb-royal-organic-cashewkaju-whole.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40191475-2_1-bb-royal-organic-cashewkaju-whole.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40191475-3_1-bb-royal-organic-cashewkaju-whole.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40191475-4_1-bb-royal-organic-cashewkaju-whole.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40191475-5_1-bb-royal-organic-cashewkaju-whole.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40191475-6_1-bb-royal-organic-cashewkaju-whole.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Cashew has good fats, which are recommended for a healthy body.
The fat present in cashew nuts is responsible for the growth of good cholesterol and reduction of the bad cholesterol.
Cashew gives a lot of energy and also keeps you satiated for a long time.","They can be eaten raw or roasted, and make for an easy portable snack.
Whole or ground cashews can also be incorporated into a variety of dishes, ranging from scrambled tofu and stir-fries, to soup, salads, and stews.","[{'EAN Code': '__ EAN__'}, {'FSSAI Number': '11214334000011, 10019043002767'}, {'Manufacturer Name & ': 'Papas Trading Pvt ltd, No39/40, 2nd Cross, KN Govindareddy Layout, Arekere,BG Road,Banglore-560071'}, {'Marketed By': 'Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071'}, {'Country of origin': 'India'}]","Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071",-,-,-,-,-,-,-,-,-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,BB Royal,"BB Royal Organic Cashew/Godambi - Whole, 1 kg","Packed with a healthy dose of components like minerals, vitamins, good fats and antioxidants that are required for the functioning of a healthy heart.
The magnesium present in cashews also makes it excellent for lowering high blood pressure and relaxing nerves and muscles.
It works to promote bone health and helps fight infection.
Since every cashew in this pack is organically grown, it is free from any preservatives and packed in to give you and your family a healthy snack.",1 kg,kg,1 kg,1,1,1399,999,"Papas Trading Pvt ltd, No39/40, 2nd Cross, KN Govindareddy Layout, Arekere,BG Road,Banglore-560071",India,[-],"['11214334000011,10019043002767']",https://datalabs.siva3.io/image/Eunimart_groceries_40191475_2-bb-royal-organic-cashewkaju-whole.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40191475-2_1-bb-royal-organic-cashewkaju-whole.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40191475-3_1-bb-royal-organic-cashewkaju-whole.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40191475-4_1-bb-royal-organic-cashewkaju-whole.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40191475-5_1-bb-royal-organic-cashewkaju-whole.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40191475-6_1-bb-royal-organic-cashewkaju-whole.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Cashew has good fats, which are recommended for a healthy body.
The fat present in cashew nuts is responsible for the growth of good cholesterol and reduction of the bad cholesterol.
Cashew gives a lot of energy and also keeps you satiated for a long time.","They can be eaten raw or roasted, and make for an easy portable snack.
Whole or ground cashews can also be incorporated into a variety of dishes, ranging from scrambled tofu and stir-fries, to soup, salads, and stews.","[{'EAN Code': '__ EAN__'}, {'FSSAI Number': '11214334000011, 10019043002767'}, {'Manufacturer Name & ': 'Papas Trading Pvt ltd, No39/40, 2nd Cross, KN Govindareddy Layout, Arekere,BG Road,Banglore-560071'}, {'Marketed By': 'Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071'}, {'Country of origin': 'India'}]","Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071",-,-,-,-,-,-,-,-,-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,BB Royal,"BB Royal Organic Cashew/Godambi - Whole, 1 kg","Packed with a healthy dose of components like minerals, vitamins, good fats and antioxidants that are required for the functioning of a healthy heart.
The magnesium present in cashews also makes it excellent for lowering high blood pressure and relaxing nerves and muscles.
It works to promote bone health and helps fight infection.
Since every cashew in this pack is organically grown, it is free from any preservatives and packed in to give you and your family a healthy snack.",1 kg,kg,1 kg,1,1,1399,999,"Papas Trading Pvt ltd, No39/40, 2nd Cross, KN Govindareddy Layout, Arekere,BG Road,Banglore-560071",India,[-],"['11214334000011,10019043002767']",https://datalabs.siva3.io/image/Eunimart_groceries_40191475_2-bb-royal-organic-cashewkaju-whole.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40191475-2_1-bb-royal-organic-cashewkaju-whole.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40191475-3_1-bb-royal-organic-cashewkaju-whole.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40191475-4_1-bb-royal-organic-cashewkaju-whole.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40191475-5_1-bb-royal-organic-cashewkaju-whole.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40191475-6_1-bb-royal-organic-cashewkaju-whole.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Cashew has good fats, which are recommended for a healthy body.
The fat present in cashew nuts is responsible for the growth of good cholesterol and reduction of the bad cholesterol.
Cashew gives a lot of energy and also keeps you satiated for a long time.","They can be eaten raw or roasted, and make for an easy portable snack.
Whole or ground cashews can also be incorporated into a variety of dishes, ranging from scrambled tofu and stir-fries, to soup, salads, and stews.","[{'EAN Code': '__ EAN__'}, {'FSSAI Number': '11214334000011, 10019043002767'}, {'Manufacturer Name & ': 'Papas Trading Pvt ltd, No39/40, 2nd Cross, KN Govindareddy Layout, Arekere,BG Road,Banglore-560071'}, {'Marketed By': 'Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071'}, {'Country of origin': 'India'}]","Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071",-,-,-,-,-,-,-,-,-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,BB Royal,"BB Royal Organic Cashew/Godambi - Whole, 1 kg","Packed with a healthy dose of components like minerals, vitamins, good fats and antioxidants that are required for the functioning of a healthy heart.
The magnesium present in cashews also makes it excellent for lowering high blood pressure and relaxing nerves and muscles.
It works to promote bone health and helps fight infection.
Since every cashew in this pack is organically grown, it is free from any preservatives and packed in to give you and your family a healthy snack.",1 kg,kg,1 kg,1,1,1399,999,"Papas Trading Pvt ltd, No39/40, 2nd Cross, KN Govindareddy Layout, Arekere,BG Road,Banglore-560071",India,[-],"['11214334000011,10019043002767']",https://datalabs.siva3.io/image/Eunimart_groceries_40191475_2-bb-royal-organic-cashewkaju-whole.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40191475-2_1-bb-royal-organic-cashewkaju-whole.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40191475-3_1-bb-royal-organic-cashewkaju-whole.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40191475-4_1-bb-royal-organic-cashewkaju-whole.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40191475-5_1-bb-royal-organic-cashewkaju-whole.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40191475-6_1-bb-royal-organic-cashewkaju-whole.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Cashew has good fats, which are recommended for a healthy body.
The fat present in cashew nuts is responsible for the growth of good cholesterol and reduction of the bad cholesterol.
Cashew gives a lot of energy and also keeps you satiated for a long time.","They can be eaten raw or roasted, and make for an easy portable snack.
Whole or ground cashews can also be incorporated into a variety of dishes, ranging from scrambled tofu and stir-fries, to soup, salads, and stews.","[{'EAN Code': '__ EAN__'}, {'FSSAI Number': '11214334000011, 10019043002767'}, {'Manufacturer Name & ': 'Papas Trading Pvt ltd, No39/40, 2nd Cross, KN Govindareddy Layout, Arekere,BG Road,Banglore-560071'}, {'Marketed By': 'Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071'}, {'Country of origin': 'India'}]","Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071",-,-,-,-,-,-,-,-,-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,BB Royal,"BB Royal Organic Chilli Powder/Menasina Pudi, 500 g","Chilli Powder is a staple in every household. Add some zing flavouring to your meals with Pure Red Chilli Powder and see how this simple spice can make your dish more spicy and delicious. It is a taste and colour enhancer for Indian curries, dals and vegetables. The red chilli powder has the fiery power to give a magical twist to any dish you prepare.",500 g,g,500 g,1,1,275,209,"Papas Trading Pvt ltd, No39/40, 2nd Cross, KN Govindareddy Layout, Arekere,BG Road,Banglore-560071",India,['40168522'],['10019043002767'],https://datalabs.siva3.io/image/Eunimart_groceries_40168522_4-bb-royal-organic-chilli-powder.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40168522-2_4-bb-royal-organic-chilli-powder.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40168522-3_4-bb-royal-organic-chilli-powder.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40168522-4_4-bb-royal-organic-chilli-powder.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Great for a healthy diet.
Improve your skin regime.
The perfect cure for a stressful week.
Lower your body temperature.
Natural source of iron.
Balance blood sugar levels.
Improve your immune system.
Pain reliever, digestive and ulcer preventative.","Chilli powder is commonly used in Indian cuisine to make foods spicier.
Include in any pot of beans or with baked corn and casseroles.
It can also be used to make marinades for paneer or sliced vegetables.","[{'EAN Code': '40168522'}, {'Manufacture by': 'Papas Trading Pvt ltd, No39/40, 2nd Cross, KN Govindareddy Layout, Arekere,BG Road,Banglore-560071'}, {'FSSAI Number': '11214334000011'}, {'Marketed by': 'Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071'}, {'FSSAI Number': '10019043002767'}, {'Country of origin': 'India'}]","Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071",-,-,-,-,-,-,-,-,-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,BB Royal,"BB Royal Organic Chilli Powder/Menasina Pudi, 500 g","Chilli Powder is a staple in every household. Add some zing flavouring to your meals with Pure Red Chilli Powder and see how this simple spice can make your dish more spicy and delicious. It is a taste and colour enhancer for Indian curries, dals and vegetables. The red chilli powder has the fiery power to give a magical twist to any dish you prepare.",500 g,g,500 g,1,1,275,209,"Papas Trading Pvt ltd, No39/40, 2nd Cross, KN Govindareddy Layout, Arekere,BG Road,Banglore-560071",India,['40168522'],['10019043002767'],https://datalabs.siva3.io/image/Eunimart_groceries_40168522_4-bb-royal-organic-chilli-powder.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40168522-2_4-bb-royal-organic-chilli-powder.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40168522-3_4-bb-royal-organic-chilli-powder.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40168522-4_4-bb-royal-organic-chilli-powder.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Great for a healthy diet.
Improve your skin regime.
The perfect cure for a stressful week.
Lower your body temperature.
Natural source of iron.
Balance blood sugar levels.
Improve your immune system.
Pain reliever, digestive and ulcer preventative.","Chilli powder is commonly used in Indian cuisine to make foods spicier.
Include in any pot of beans or with baked corn and casseroles.
It can also be used to make marinades for paneer or sliced vegetables.","[{'EAN Code': '40168522'}, {'Manufacture by': 'Papas Trading Pvt ltd, No39/40, 2nd Cross, KN Govindareddy Layout, Arekere,BG Road,Banglore-560071'}, {'FSSAI Number': '11214334000011'}, {'Marketed by': 'Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071'}, {'FSSAI Number': '10019043002767'}, {'Country of origin': 'India'}]","Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071",-,-,-,-,-,-,-,-,-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,BB Royal,"BB Royal Organic Chilli Powder/Menasina Pudi, 500 g","Chilli Powder is a staple in every household. Add some zing flavouring to your meals with Pure Red Chilli Powder and see how this simple spice can make your dish more spicy and delicious. It is a taste and colour enhancer for Indian curries, dals and vegetables. The red chilli powder has the fiery power to give a magical twist to any dish you prepare.",500 g,g,500 g,1,1,275,209,"Papas Trading Pvt ltd, No39/40, 2nd Cross, KN Govindareddy Layout, Arekere,BG Road,Banglore-560071",India,['40168522'],['10019043002767'],https://datalabs.siva3.io/image/Eunimart_groceries_40168522_4-bb-royal-organic-chilli-powder.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40168522-2_4-bb-royal-organic-chilli-powder.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40168522-3_4-bb-royal-organic-chilli-powder.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40168522-4_4-bb-royal-organic-chilli-powder.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Great for a healthy diet.
Improve your skin regime.
The perfect cure for a stressful week.
Lower your body temperature.
Natural source of iron.
Balance blood sugar levels.
Improve your immune system.
Pain reliever, digestive and ulcer preventative.","Chilli powder is commonly used in Indian cuisine to make foods spicier.
Include in any pot of beans or with baked corn and casseroles.
It can also be used to make marinades for paneer or sliced vegetables.","[{'EAN Code': '40168522'}, {'Manufacture by': 'Papas Trading Pvt ltd, No39/40, 2nd Cross, KN Govindareddy Layout, Arekere,BG Road,Banglore-560071'}, {'FSSAI Number': '11214334000011'}, {'Marketed by': 'Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071'}, {'FSSAI Number': '10019043002767'}, {'Country of origin': 'India'}]","Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071",-,-,-,-,-,-,-,-,-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,BB Royal,"BB Royal Organic Chilli Powder/Menasina Pudi, 500 g","Chilli Powder is a staple in every household. Add some zing flavouring to your meals with Pure Red Chilli Powder and see how this simple spice can make your dish more spicy and delicious. It is a taste and colour enhancer for Indian curries, dals and vegetables. The red chilli powder has the fiery power to give a magical twist to any dish you prepare.",500 g,g,500 g,1,1,275,209,"Papas Trading Pvt ltd, No39/40, 2nd Cross, KN Govindareddy Layout, Arekere,BG Road,Banglore-560071",India,['40168522'],['10019043002767'],https://datalabs.siva3.io/image/Eunimart_groceries_40168522_4-bb-royal-organic-chilli-powder.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40168522-2_4-bb-royal-organic-chilli-powder.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40168522-3_4-bb-royal-organic-chilli-powder.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40168522-4_4-bb-royal-organic-chilli-powder.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Great for a healthy diet.
Improve your skin regime.
The perfect cure for a stressful week.
Lower your body temperature.
Natural source of iron.
Balance blood sugar levels.
Improve your immune system.
Pain reliever, digestive and ulcer preventative.","Chilli powder is commonly used in Indian cuisine to make foods spicier.
Include in any pot of beans or with baked corn and casseroles.
It can also be used to make marinades for paneer or sliced vegetables.","[{'EAN Code': '40168522'}, {'Manufacture by': 'Papas Trading Pvt ltd, No39/40, 2nd Cross, KN Govindareddy Layout, Arekere,BG Road,Banglore-560071'}, {'FSSAI Number': '11214334000011'}, {'Marketed by': 'Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071'}, {'FSSAI Number': '10019043002767'}, {'Country of origin': 'India'}]","Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071",-,-,-,-,-,-,-,-,-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,BB Royal,"BB Royal Organic Foxtail Millet Flakes, 200 g","The cheapest and the healthiest vegan breakfast cereal in the market, its Low glycemic index keeps blood sugar level spikes in check. Prepare a heart-friendly, anti-oxidant-rich breakfast in a quick time.",200 g,g,200 g,1,1,61,40,"Papas Trading Private Limited,Sy.No.77&79/8,Narayanareddy Circle,Hommadevanahalli Village,Bannerghatta road,Gottigere,Bengaluru Urban, Bangalore - 560083",India,['40291564'],['10020043003172'],https://datalabs.siva3.io/image/Eunimart_groceries_40291564_1-bb-royal-organic-foxtail-millet-flakes.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40291564-2_1-bb-royal-organic-foxtail-millet-flakes.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40291564-3_1-bb-royal-organic-foxtail-millet-flakes.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40291564-4_1-bb-royal-organic-foxtail-millet-flakes.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40291564-5_1-bb-royal-organic-foxtail-millet-flakes.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40291564-6_1-bb-royal-organic-foxtail-millet-flakes.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"It is used for breakfast meals.
Store in a cool and dry place.
Keep away from the sunlight.","['EAN Code: 40291564', 'Manufactured Name & Marketed By :Papas Trading Private Limited,Sy.No.77&79/8,Narayanareddy Circle,Hommadevanahalli Village,Bannerghatta road,Gottigere,Bengaluru Urban, Bangalore - 560083', 'FSSAI :10020043003172', 'Country of Origin: India', 'Best Before 03-05-2023. ","Papas Trading Private Limited,Sy.No.77&79/8,Narayanareddy Circle,Hommadevanahalli Village,Bannerghatta road,Gottigere,Bengaluru Urban, Bangalore - 560083",-,-,-,-,Organic Foxtail Millet Flakes,-,-,-,-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,BB Royal,"BB Royal Organic Foxtail Millet Flakes, 200 g","The cheapest and the healthiest vegan breakfast cereal in the market, its Low glycemic index keeps blood sugar level spikes in check. Prepare a heart-friendly, anti-oxidant-rich breakfast in a quick time.",200 g,g,200 g,1,1,61,40,"Papas Trading Private Limited,Sy.No.77&79/8,Narayanareddy Circle,Hommadevanahalli Village,Bannerghatta road,Gottigere,Bengaluru Urban, Bangalore - 560083",India,['40291564'],['10020043003172'],https://datalabs.siva3.io/image/Eunimart_groceries_40291564_1-bb-royal-organic-foxtail-millet-flakes.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40291564-2_1-bb-royal-organic-foxtail-millet-flakes.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40291564-3_1-bb-royal-organic-foxtail-millet-flakes.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40291564-4_1-bb-royal-organic-foxtail-millet-flakes.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40291564-5_1-bb-royal-organic-foxtail-millet-flakes.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40291564-6_1-bb-royal-organic-foxtail-millet-flakes.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"It is used for breakfast meals.
Store in a cool and dry place.
Keep away from the sunlight.","['EAN Code: 40291564', 'Manufactured Name & Marketed By :Papas Trading Private Limited,Sy.No.77&79/8,Narayanareddy Circle,Hommadevanahalli Village,Bannerghatta road,Gottigere,Bengaluru Urban, Bangalore - 560083', 'FSSAI :10020043003172', 'Country of Origin: India', 'Best Before 03-05-2023. ","Papas Trading Private Limited,Sy.No.77&79/8,Narayanareddy Circle,Hommadevanahalli Village,Bannerghatta road,Gottigere,Bengaluru Urban, Bangalore - 560083",-,-,-,-,Organic Foxtail Millet Flakes,-,-,-,-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,BB Royal,"BB Royal Organic Fried Gram/Huri Kadale, 200 g","Bengal gram is consumed in the form of entire dried seeds and in the form of dhal, made by splitting the seeds in a mill and separating the husk. A rich source of protein bengal gram can be used in variety of recipies. It makes a great, healthy snack on the go because they are rich in fibre and protein, and low in fat and calories. It is perfect for food preparation into various dishes at house, hotels, restaurants, cafeterias, etc. It is one of the most essential pulses in India. It is free of synthetic chemicals and pesticides.",200 g,g,200 g,1,1,37,33,"Papas Trading Pvt ltd, No39/40, 2nd Cross, KN Govindareddy Layout, Arekere,BG Road,Banglore-560071",India,['40072504'],['10019043002767'],https://datalabs.siva3.io/image/Eunimart_groceries_40072504_12-bb-royal-organic-fried-grambengal-gram-dal.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40072504-2_9-bb-royal-organic-fried-grambengal-gram-dal.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40072504-3_9-bb-royal-organic-fried-grambengal-gram-dal.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40072504-4_9-bb-royal-organic-fried-grambengal-gram-dal.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40072504-5_7-bb-royal-organic-fried-grambengal-gram-dal.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40072504-6_6-bb-royal-organic-fried-grambengal-gram-dal.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40072504-7_7-bb-royal-organic-fried-grambengal-gram-dal.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40072504-8_2-bb-royal-organic-fried-grambengal-gram-dal.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40072504-9_1-bb-royal-organic-fried-grambengal-gram-dal.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Controls Diabetes.
Promotes Weight Loss.
Improves Sperm Count.
Protects Liver Functions.
Treats Kidney Stones.",These can be consumed as it is as a snack while traveling or as an evening snack.,"[{'EAN Code': '40072504'}, {'Manufacture by': 'Papas Trading Pvt ltd, No39/40, 2nd Cross, KN Govindareddy Layout, Arekere,BG Road,Banglore-560071'}, {'FSSAI Number': '11214334000011'}, {'Marketed by': 'Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071'}, {'FSSAI Number': '10019043002767'}, {'Country of origin': 'India'}]","Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071",-,-,-,-,-,-,-,-,-
