L0 Domain,L1 Sub-Domain,L2 Category,L3 Sub-Category,L4 Product Enum-Code,Brand,Product Name,Product Description,Product Quantity,UOM,Net Quantity,Pack Quantity,Pack Size,MRP,Price,Manufacturer,Country Of Origin,UPC/EAN,FSSAI no,Images,Images / Video,Images.3,Images.4,Images.5,Images.6,Images.7,Images.8,Images.9,Images.10,SKU Code,Customer Care Contact,Time to Ship,Returnable (Y/N),Cancellable (Y/N),COD available (Y/N),Preservatives (Y/N),Preservatives (details),Flavours & Spices,Ready to cook (Y/N),Ready to eat (Y/N),Rice grain type,Recommended Age,Scented/ Flavour,Herbal/ Ayurvedic,Theme/ Occasion Type,Hair Type,Mineral Source,Caffeine Content,Capacity,Benefits,Usage,Other details,Marketed By,Baby Weight,Absorption Duration (in Hrs),Features,Ingredients,Ingredient,About
RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-14,Future Organics,"Future Organics Pickle - Garlic With Olive Oil, 160 g",Garlic from traditional times is an essential herb known for its health benefits. A combination of cold pressed olive oil of the highest quality & this precious Herb is both great to taste & good for health.,160 g,g,160 g,1,1,200,200,"DEGA FARMS : CHOKANATHAPURAM VILLAGE, KAGGANUR- NALLUR ROAD, HOSUR TALUK, TAMIL NADU, INDIA",India,['8906676067465'],-,https://datalabs.siva3.io/image/Eunimart_groceries_65053_2-future-organics-pickle-garlic-with-olive-oil.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Mix with hot rice add ghee and Serve,"[{'EAN Code': '8906676067465'}, {'Manufacturer Name & ': 'DEGA FARMS : CHOKANATHAPURAM VILLAGE, KAGGANUR- NALLUR ROAD, HOSUR TALUK, TAMIL NADU, INDIA'}]",-,-,-,-,"Garlic Pearls, Red Chilli Powder, Salt, Mustard Powder, Methi Powder, Turmeric Powder, Lemon Juice Cold Pressed Olive Oil",-,Garlic from traditional times is an essential herb known for its health benefits. A combination of cold pressed olive oil of the highest quality & this precious Herb is both great to taste & good for health.
RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-14,Future Organics,"Future Organics Pickle - Ginger Herbal With Olive Oil, 160 g",Ginger is a known herb from the kitchen to upkeep the best of health. Its known to everyone for its immense medicinal value. A combination of this with cold-pressed olive oil along with other ingredients used of The highest quality produces a healthy & tasty pickle for the health Conscious connoisseur.,160 g,g,160 g,1,1,225,225,"DEGA FARMS : CHOKANATHAPURAM VILLAGE, KAGGANUR- NALLUR ROAD, HOSUR TALUK, TAMIL NADU, INDIA",India,['89898765419'],-,https://datalabs.siva3.io/image/Eunimart_groceries_65054_2-future-organics-pickle-ginger-herbal-with-olive-oil.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Mix with hot rice add ghee and serve.,"[{'EAN Code': '89898765419'}, {'Country of origin': 'India'}, {'Manufacturer Name & ': 'DEGA FARMS : CHOKANATHAPURAM VILLAGE, KAGGANUR- NALLUR ROAD, HOSUR TALUK, TAMIL NADU, INDIA'}]",-,-,-,-,"Ginger, Mango Ginger, Turmeric Powder, Jaggery, Tamarind, Garlic Menthol Powder, Red Chilli Powder, Salt & Cold Pressed Olive Oil.",-,-
RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-14,Future Organics,"Future Organics Pickle - Pudina With Olive Oil, 160 g",Pudina or Mint is known to be a healthy herb from traditional times and Is commonly used in every traditional home. Here its combined with Healthy cold pressed olive oil of the best quality to make it more healthy Which you can use every day with all your tiffin & meals because its Taste really great.,160 g,g,160 g,1,1,225,225,"DEGA FARMS : CHOKANATHAPURAM VILLAGE, KAGGANUR- NALLUR ROAD, HOSUR TALUK, TAMIL NADU, INDIA",India,['8906676016296'],-,https://datalabs.siva3.io/image/Eunimart_groceries_65052_2-future-organics-pickle-pudina-with-olive-oil.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Mix with hot rice add ghee and serve.,"[{'EAN Code': '8906676016296'}, {'Country of origin': 'India'}, {'Manufacturer Name & ': 'DEGA FARMS : CHOKANATHAPURAM VILLAGE, KAGGANUR- NALLUR ROAD, HOSUR TALUK, TAMIL NADU, INDIA'}]",-,-,-,-,"Pudina Leaves, Red Chilli Powder Salt, Menthi Powder. Turmeric Powder, Garlic & Cold Pressed Olive Oil.",-,-
RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-14,Future Organics,"Future Organics Pickle - Special Ginger, 160 g Bottle",Ginger pickles are used to reduce digestive ailments like gas and nausea. It also improves immunity and is helpful in keeping the body in good health without any diseases and tensions. The pickles are made from naturally and organically procured vegetables and fruits and do not contain any preservatives.,160 g Bottle,g,160 g Bottle,1,1,150,150,"DEGA FARMS : CHOKANATHAPURAM VILLAGE, KAGGANUR- NALLUR ROAD, HOSUR TALUK, TAMIL NADU, INDIA",India,['89898765406'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40024235_2-future-organics-pickle-special-ginger.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Ginger pickles are commonly made during winters. It can be a perfect accompaniment to rice, idli, dosa, pesarattu and ghee.","[{'EAN Code': '89898765406'}, {'Country Of Origin': 'India'}, {'Manufacturer Name & ': 'DEGA FARMS : CHOKANATHAPURAM VILLAGE, KAGGANUR- NALLUR ROAD, HOSUR TALUK, TAMIL NADU, INDIA'}]",-,-,-,-,"Red Chillies Ginger, Tamarind, Sesame Oil, Salt, Red Chilli Powder, Fenugreek Seed Powder, Garlic.",-,-
RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-14,Future Organics,"Future Organics Powder - Curry Leaf, 100 g Pouch",We would like to present this as specially made organic curry leaves podi made typically in style. This powder has exquisitely made with special ingredients that are used by NRIs living abroad. All the ingredients are used are fully organic.,100 g Pouch,g,100 g Pouch,1,1,140,140,"DEGA FARMS : CHOKANATHAPURAM VILLAGE, KAGGANUR- NALLUR ROAD, HOSUR TALUK, TAMIL NADU, INDIA",India,['8906676067977'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40026106_4-future-organics-powder-curry-leaf.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40026106-2_5-future-organics-powder-curry-leaf.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40026106-3_5-future-organics-powder-curry-leaf.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40026106-4_5-future-organics-powder-curry-leaf.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40026106-5_4-future-organics-powder-curry-leaf.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Mix with hot rice add ghee and serve.,"[{'EAN Code': '8906676067977'}, {'Country Of Origin': 'India'}, {'Manufacturer Name & ': 'DEGA FARMS : CHOKANATHAPURAM VILLAGE, KAGGANUR- NALLUR ROAD, HOSUR TALUK, TAMIL NADU, INDIA'}]",-,-,-,-,"Curry Leaves, Black Gram, Coriander Seeds, Salt And Garlic",-,-
RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-14,GEETARTH,"GEETARTH Curry Leaves Chutney, 100 g","Curry Leave is a healthy ready to eat Chutney that can be used as a side dish along with many morning snacks/breakfast/meals. Also, it can be used while cooking vegetables. It is tasty and healthy if mixed with curd.
Chutney is a traditional accompaniment and integral part of Indian cuisine, it is made from various kinds of spices, fruits, and seeds varies with the kind of chutney. Chutney will be sweet, tangy and spicy as per variety.",100 g,g,100 g,1,1,65,65,"Sujata Home Products, B4/303, Whistling Palms, Wakad, Pune, 411057",India,['40191739'],['11516037000266'],https://datalabs.siva3.io/image/Eunimart_groceries_40191739_1-geetarth-curry-leaves-chutney.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40191739-2_1-geetarth-curry-leaves-chutney.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40191739-3_1-geetarth-curry-leaves-chutney.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40191739-4_1-geetarth-curry-leaves-chutney.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40191739-5_1-geetarth-curry-leaves-chutney.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ready to eat. Ready to mix in while cooking many dishes.,"[{'EAN Code': '40191739'}, {'Country Of Origin': 'India'}, {'FSSAI Number': '11516037000266'}, {'Manufactured & Marketed By': 'Sujata Home Products, B4/303, Whistling Palms, Wakad, Pune, 411057'}]","Sujata Home Products, B4/303, Whistling Palms, Wakad, Pune, 411057",-,-,-,"Curry Leaves, Roasted Bengal Gram, Tamarind, Garlic, Salt, Sugar, Chilli, Refined Oil",-,-
RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-14,GEETARTH,"GEETARTH Gun Powder Chutney, 100 g","Gun Powder Chutney is a healthy ready to eat Chutney, which can be used as a side dish along with many morning snacks/breakfast/meals. It is tasty and healthy if mixed with curd, Ghee, Butter etc.
Chutney is a traditional accompaniment and integral part of Indian cuisine, it is made from various kinds of spices, fruits, and seeds varies with the kind of chutney. Chutney will be sweet, tangy and spicy as per variety.",100 g,g,100 g,1,1,80,80,"Sujata Home Products, B4/303, Whistling Palms, Wakad, Pune, 411057",India,['40191746'],['11516037000266'],https://datalabs.siva3.io/image/Eunimart_groceries_40191746_2-geetarth-gun-powder-chutney.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40191746-2_2-geetarth-gun-powder-chutney.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40191746-3_2-geetarth-gun-powder-chutney.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40191746-4_2-geetarth-gun-powder-chutney.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40191746-5_2-geetarth-gun-powder-chutney.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40191746-6_1-geetarth-gun-powder-chutney.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Need to mix with appropriate curd or ghee or butter as per the taste required. Immediately can be served along with any dish.,"[{'EAN Code': '40191746'}, {'Country Of Origin': 'India'}, {'FSSAI Number': '11516037000266'}, {'Manufactured & Marketed By': 'Sujata Home Products, B4/303, Whistling Palms, Wakad, Pune, 411057'}]","Sujata Home Products, B4/303, Whistling Palms, Wakad, Pune, 411057",-,-,-,"Roasted Bengal Gram, Chana Dal, Udad Dal, Sesame Seeds, Chilli Powder, Tamarind, Mixed Spices, Salt, Asafoetida, Soyabean Oil",-,-
RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-14,GEETARTH,"GEETARTH Instant Idly Chutney, 100 g","Instant Idly chutney is ready to use along with Dosa, Uttappa, Appam, Paratha, side dish with any meal etc. Chutney is a traditional accompaniment and integral part of the Indian cuisine, it made from various kind of spices, fruits, and seeds varies with kind of chutneys. Chutney will be a sweet, tangy and spicy as per variety.",100 g,g,100 g,1,1,55,55,"Sujata Home Products, B4/303, Whistling Palms, Wakad, Pune, 411057",India,['8908010046273'],['11516037000266'],https://datalabs.siva3.io/image/Eunimart_groceries_40191745_2-geetarth-instant-idly-chutney.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40191745-2_2-geetarth-instant-idly-chutney.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40191745-3_2-geetarth-instant-idly-chutney.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40191745-4_2-geetarth-instant-idly-chutney.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40191745-5_2-geetarth-instant-idly-chutney.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40191745-6_1-geetarth-instant-idly-chutney.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Need to mix along with appropriate water or curd as the taste required. Then serve along with any dish.,"['EAN Code: 8908010046273', 'Country Of Origin: India', 'FSSAI Number: 11516037000266', 'Manufactured & Marketed By: Sujata Home Products, B4/303, Whistling Palms, Wakad, Pune, 411057', 'Best before 17-05-2023', '","Sujata Home Products, B4/303, Whistling Palms, Wakad, Pune, 411057",-,-,-,"Coconut, Roasted Bengal Gram, Urad Dal, Green Chillies, Mango Powder, Salt, Mustard Seeds, Curry Leaves, Cumin Seeds, Sugar, Turmeric And Soyabean Oil.",-,-
RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-14,GEETARTH,"GEETARTH Jain Shengdana/Peanut Chutney - No Garlic, 100 g","Shengdana (Pea Nut) is healthy ready to eat Chutney, which can be used as a side dish along with many morning snacks/breakfast /meal. Also, it can be used while cooking vegetable. It is tasty and healthy if mixed with curd, raita etc.
Chutney is a traditional accompaniment and integral part of the Indian cuisine. It made from various kind of spices, fruits, and seeds varies with kind of chutneys. Chutney will be a sweet, tangy and spicy as per variety.",100 g,g,100 g,1,1,55,55,"Sujata Home Products, B4/303, Whistling Palms, Wakad, Pune, 411057",India,['40191750'],['11516037000266'],https://datalabs.siva3.io/image/Eunimart_groceries_40191750_1-geetarth-jain-shengdanapeanut-chutney-no-garlic.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40191750-2_1-geetarth-jain-shengdanapeanut-chutney-no-garlic.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40191750-3_1-geetarth-jain-shengdanapeanut-chutney-no-garlic.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40191750-4_1-geetarth-jain-shengdanapeanut-chutney-no-garlic.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40191750-5_1-geetarth-jain-shengdanapeanut-chutney-no-garlic.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ready to eat. Ready to mix in while cooking many dishes.,"[{'EAN Code': '40191750'}, {'Country Of Origin': 'India'}, {'FSSAI Number': '11516037000266'}, {'Manufactured & Marketed By': 'Sujata Home Products, B4/303, Whistling Palms, Wakad, Pune, 411057'}]","Sujata Home Products, B4/303, Whistling Palms, Wakad, Pune, 411057",-,-,-,"Groundnuts, Red Chilli, Iodised Salt, Cumin Seed, Sugar, Refind Oil.",-,-
RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-14,GEETARTH,"GEETARTH Karala Chutney, 100 g","Karala is a healthy ready to eat Chutney which can be used as a side dish along with many morning snacks/breakfast/meal. Also it can be used while cooking vegetable. It is tasty and healthy if mixed with curd.
Chutney is a traditional accompaniment and integral part of the Indian cuisine, it made from various kind of spices, fruits, and seeds varies with kind of chutneys. Chutney will be a sweet, tangy and spicy as per variety.",100 g,g,100 g,1,1,55,55,"Sujata Home Products, B4/303, Whistling Palms, Wakad, Pune, 411057",India,['40191742'],['11516037000266'],https://datalabs.siva3.io/image/Eunimart_groceries_40191742_1-geetarth-karala-chutney.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40191742-2_1-geetarth-karala-chutney.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40191742-3_1-geetarth-karala-chutney.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40191742-4_1-geetarth-karala-chutney.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40191742-5_1-geetarth-karala-chutney.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ready to eat. Ready to mix in while cooking many dishes.,"[{'EAN Code': '40191742'}, {'Country Of Origin': 'India'}, {'FSSAI Number': '11516037000266'}, {'Manufactured & Marketed By': 'Sujata Home Products, B4/303, Whistling Palms, Wakad, Pune, 411057'}]","Sujata Home Products, B4/303, Whistling Palms, Wakad, Pune, 411057",-,-,-,"Karala, Red Chilli, Sesame, Salt, Sugar, Mango Powder, Cumin Seed, Refined Oil.",-,-
RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-14,GEETARTH,"GEETARTH Sandwich Chutney, 100 g","Sandwich Chutney ready to use for making bread sandwich, grilled sandwich etc. Chutney is a traditional accompaniment and integral part of Indian cuisine, it is made from various kinds of spices, fruits, and seeds varies with kind of chutney. Chutney will be sweet, tangy and spicy as per variety.",100 g,g,100 g,1,1,70,70,"Sujata Home Products, B4/303, Whistling Palms, Wakad, Pune, 411057",India,['40191744'],['11516037000266'],https://datalabs.siva3.io/image/Eunimart_groceries_40191744_1-geetarth-sandwich-chutney.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40191744-2_1-geetarth-sandwich-chutney.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40191744-3_1-geetarth-sandwich-chutney.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40191744-4_1-geetarth-sandwich-chutney.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40191744-5_1-geetarth-sandwich-chutney.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Need to add appropriate water and then paste on sandwich.,"[{'EAN Code': '40191744'}, {'Country Of Origin': 'India'}, {'FSSAI Number': '11516037000266'}, {'Manufactured & Marketed By': 'Sujata Home Products, B4/303, Whistling Palms, Wakad, Pune, 411057'}]","Sujata Home Products, B4/303, Whistling Palms, Wakad, Pune, 411057",-,-,-,"Mint Leaves, Coriander Leaves, Bengal Gram, Mix Spices, Dry Chillies, Salt, Sugar, Black Salt, Cumin Seed And Tamarind.",-,-
RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-14,Graminway,"Graminway Aam Ka Achar, 200 g","It is the traditional Indian pickle made using handpicked mangoes from the farm, tossed in a rich mix of authentic spices. Pickles play an important role in Indian cuisine. No Indian meal is complete without a smidgen of a pickle. Relish it with a leftover puri, fresh paratha, dal chawal, plain white rice, or as an accompaniment with any other regular meal. We assure you of nostalgic flavours that can make your taste buds tickle the same way they did so many years ago with your grannys pickle. Each mango is carefully cleaned, dried, and cut in a hygienic facility before pickling. It is pickled with best quality spices and other ingredients. Graminway aims to provide clean, natural, and healthy products without compromising on the flavours and taste. They produce them in small batches, which helps maintain freshness and preserve the ingredient texture. By not stockpiling, each product is as fresh as possible when it reaches your doorstep.",200 g,g,200 g,1,1,129,129,?Vendimia Foods Private Limited,India,['747356051552'],['21218193000378'],https://datalabs.siva3.io/image/Eunimart_groceries_40147702_2-graminway-aam-ka-achar.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40147702-2_2-graminway-aam-ka-achar.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40147702-3_2-graminway-aam-ka-achar.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40147702-4_2-graminway-aam-ka-achar.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40147702-5_1-graminway-aam-ka-achar.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40147702-6_1-graminway-aam-ka-achar.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40147702-7_1-graminway-aam-ka-achar.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '747356051552'}, {'Country of origin': 'India'}, {'FSSAI Number': '21218193000378'}, {'Marketed by': 'VENDIMIA FOOD PRIVATE LIMITED. Registered Office: #1882, 2nd Floor, 10th Main, 31st Cross, Banashankari, 2nd Stage, Bangalore - 560070, Karnataka'}]","VENDIMIA FOOD PRIVATE LIMITED. Registered Office: #1882, 2nd Floor, 10th Main, 31st Cross, Banashankari, 2nd Stage, Bangalore - 560070, Karnataka",-,-,-,"Mango, Fenugreek, Cumin, Turmeric, Fennel Seeds, Black Salt, Black Pepper Chilli Powder, Asafoetida, Carom Seeds, Mustard Oil",-,-
RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-14,Graminway,"Graminway Bamboo Shoots Murabba - May Help In Weight Management, 500 g","Bamboo shoots were thought to be native to China but recent findings in Assam show that bamboo was around much before it reached China. Bamboo is used in a wide range of applications from furniture to food. Bamboo shoots are used widely in dishes across the North East and Nepal as well as in South India where they form the key ingredients in monsoon-special dishes. GraminwayÃ¢ÂÂs Bamboo Shoot Murabba is made from bamboo shoots sourced all the way from the vegetableÃ¢ÂÂs birthplace - Assam. Bamboo shoots are great for controlling cholesterol, promoting weight loss, and boosting your immune system. We preserve all its qualities as we boil, and preserve in sugar syrup! Have GraminwayÃ¢ÂÂs Bamboo Shoot Murabba with dal-rice, chapati or even just by itself!",500 g,g,500 g,1,1,229,229,"Annapoorna Foods 253/262, Sadar Bazar Meerut (UP)-250001 & VENDIMIA FOOD PRIVATE LIMITED. Registered Office: #1882, 2nd Floor, 10th Main, 31st Cross, Banashankari, 2nd Stage, Bangalore - 560070, Karnataka",India,['9780201380057'],['21220194000718'],https://datalabs.siva3.io/image/Eunimart_groceries_40240755_1-graminway-bamboo-shoots-murabba-may-help-in-weight-management.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40240755-2_1-graminway-bamboo-shoots-murabba-may-help-in-weight-management.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40240755-3_1-graminway-bamboo-shoots-murabba-may-help-in-weight-management.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40240755-4_1-graminway-bamboo-shoots-murabba-may-help-in-weight-management.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40240755-5_1-graminway-bamboo-shoots-murabba-may-help-in-weight-management.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40240755-6_1-graminway-bamboo-shoots-murabba-may-help-in-weight-management.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '9780201380057'}, {'FSSAI No': '21220194000718'}, {'Manufactured & Marketed by': 'Annapoorna Foods 253/262, Sadar Bazar Meerut (UP)-250001 & VENDIMIA FOOD PRIVATE LIMITED. Registered Office: #1882, 2nd Floor, 10th Main, 31st Cross, Banashankari, 2nd Stage, Bangalore - 560070, Karnataka'}, {'Country of origin': 'India'}]","Annapoorna Foods 253/262, Sadar Bazar Meerut (UP)-250001 & VENDIMIA FOOD PRIVATE LIMITED. Registered Office: #1882, 2nd Floor, 10th Main, 31st Cross, Banashankari, 2nd Stage, Bangalore - 560070, Karnataka",-,-,-,"Bamboo Shoots, Sugar Syrups, Acidity Regulator (INS-330) And Preservative E211",-,-
RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-14,Graminway,"Graminway Bamboo Shoots Pickle - May Help In Weight Management, 200 g","""Bamboo shoots were thought to be native to China but recent findings in Assam show that bamboo was around much before it reached China. Bamboo is used in a wide range of applications from furniture to food. Bamboo shoots are used widely in dishes across the North East and Nepal as well as in South India where they form the key ingredients in monsoon-special dishes. GraminwayÃ¢ÂÂs Bamboo Shoot Pickle is made from bamboo shoots sourced all the way from the vegetableÃ¢ÂÂs birthplace - Assam. Bamboo shoots are great for controlling cholesterol, promoting weight loss, and boosting your immune system. We preserve all its qualities as we boil, seasoned with spices like fenugreek, nigella seeds, fennel, cumin, and others for that perfect hot and sweet experience! Have GraminwayÃ¢ÂÂs Bamboo Shoot Pickle with dal-rice, chapati or even dosa!""",200 g,g,200 g,1,1,149,149,"Annapoorna Foods 253/262, Sadar Bazar Meerut (UP)-250001 & VENDIMIA FOOD PRIVATE LIMITED. Registered Office: #1882, 2nd Floor, 10th Main, 31st Cross, Banashankari, 2nd Stage, Bangalore - 560070, Karnataka",India,['9780201380040'],['21220194000718'],https://datalabs.siva3.io/image/Eunimart_groceries_40240754_1-graminway-bamboo-shoots-pickle-may-help-in-weight-management.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40240754-2_1-graminway-bamboo-shoots-pickle-may-help-in-weight-management.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40240754-3_1-graminway-bamboo-shoots-pickle-may-help-in-weight-management.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40240754-4_1-graminway-bamboo-shoots-pickle-may-help-in-weight-management.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40240754-5_1-graminway-bamboo-shoots-pickle-may-help-in-weight-management.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40240754-6_1-graminway-bamboo-shoots-pickle-may-help-in-weight-management.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40240754-7_1-graminway-bamboo-shoots-pickle-may-help-in-weight-management.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '9780201380040'}, {'FSSAI No': '21220194000718'}, {'Manufactured & Marketed by': 'Annapoorna Foods 253/262, Sadar Bazar Meerut (UP)-250001 & VENDIMIA FOOD PRIVATE LIMITED. Registered Office: #1882, 2nd Floor, 10th Main, 31st Cross, Banashankari, 2nd Stage, Bangalore - 560070, Karnataka'}, {'Country of origin': 'India'}]","Annapoorna Foods 253/262, Sadar Bazar Meerut (UP)-250001 & VENDIMIA FOOD PRIVATE LIMITED. Registered Office: #1882, 2nd Floor, 10th Main, 31st Cross, Banashankari, 2nd Stage, Bangalore - 560070, Karnataka",-,-,-,"Bamboo Shoot, Salt, Edible Oil, Turmeric Powder, Red Chilly Powder, Cumin Seeds, Fennel Seeds, Fenugreek Powder, Spice And Condiments. Acidity Regulator (E-206) And Preservative E211",-,-
RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-14,Graminway,"Graminway Bharwa Lal Mirch Achar, 200 g","Graminway brings to you the most delicious bharwa lal mirch achaar made in a natural way, just like our grandmothers did. You will be delighted to taste these bites of utter deliciousness. Add oodles of flavour to your meal with this fresh stuffed red chilli pickle. It is prepared using premium chillies stuffed with richest spices. Pickles play a significant role in Indian cuisine. No Indian meal is complete without a smidgen of a pickle. Relish it with a leftover puri, fresh paratha, dal chawal, plain white rice, or as an accompaniment with any other regular meal. Each chilli is carefully cleaned and slit in a hygienic facility before pickling. It is pickled with best quality spices and other ingredients. Graminway aims to provide clean, natural, and healthy products without compromising on the flavours and taste. They produce them in small batches, which helps maintain freshness and preserve the ingredient texture. By not stockpiling, each product is as fresh as possible when it reaches your doorstep.",200 g,g,200 g,1,1,129,129,?Vendimia Foods Private Limited,India,['77356051606'],['21218193000378'],https://datalabs.siva3.io/image/Eunimart_groceries_40147707_2-graminway-bharwa-lal-mirch-achar.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40147707-2_2-graminway-bharwa-lal-mirch-achar.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40147707-3_2-graminway-bharwa-lal-mirch-achar.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40147707-4_2-graminway-bharwa-lal-mirch-achar.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40147707-5_1-graminway-bharwa-lal-mirch-achar.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40147707-6_1-graminway-bharwa-lal-mirch-achar.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Add a spoonful with simple dal-rice or curd-rice or with hot paranthas and experience foodie bliss.,"[{'EAN Code': '77356051606'}, {'Country of origin': 'India'}, {'FSSAI Number': '21218193000378'}, {'Marketed by': 'VENDIMIA FOOD PRIVATE LIMITED. Registered Office: #1882, 2nd Floor, 10th Main, 31st Cross, Banashankari, 2nd Stage, Bangalore - 560070, Karnataka'}]","VENDIMIA FOOD PRIVATE LIMITED. Registered Office: #1882, 2nd Floor, 10th Main, 31st Cross, Banashankari, 2nd Stage, Bangalore - 560070, Karnataka",-,-,-,"Red Chilli, Tamarind Powder, Mustard Powder, Fennel Seeds, Coriander, Turmeric, Salt, Edible Mustard Oil",-,-
