L0 Domain,L1 Sub-Domain,L2 Category,L3 Sub-Category,L4 Product Enum-Code,Brand,Product Name,Product Description,Product Quantity,UOM,Net Quantity,Pack Quantity,Pack Size,MRP,Price,Manufacturer,Country Of Origin,UPC/EAN,FSSAI no,Images,Images / Video,Images.3,Images.4,Images.5,SKU Code,Customer Care Contact,Time to Ship,Returnable (Y/N),Cancellable (Y/N),COD available (Y/N),Preservatives (Y/N),Preservatives (details),Flavours & Spices,Ready to cook (Y/N),Ready to eat (Y/N),Rice grain type,Recommended Age,Scented/ Flavour,Herbal/ Ayurvedic,Theme/ Occasion Type,Hair Type,Mineral Source,Caffeine Content,Capacity,Benefits,Usage,Other details,Marketed By,Baby Weight,Absorption Duration (in Hrs),Features,Ingredients
RET,RET-10,RET-10-17,RET-10-17-10,RET-10-17-10-10,Fresho,"Fresho Brinjal - Varikatri (Loose), 1 kg","One of the bigger varieties, Brinjal Varikatris are egg- shaped with white-purple stripes on the shiny skin.
The creamy flesh is enjoyably bitter tasting with several small, soft edible seeds.
Do not forget to check our delicious recipe - https://www.bigbasket.com/cookbook/recipes/1992/eggplant-grilled-sandwich/",1 kg,kg,1 kg,1,1,31.58,20.5,Fresho,India,['10000058'],-,https://datalabs.siva3.io/image/Eunimart_groceries_58_20-fresho-brinjal-varikatri.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_58-2_4-fresho-brinjal-varikatri.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_58-3_3-fresho-brinjal-varikatri.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_58-4_2-fresho-brinjal-varikatri.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_58-5_1-fresho-brinjal-varikatri.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Thai Brinjals are rich in dietery fibres, Vitamin C and K, phytonutrient compunds and high in anti-oxidants.
Keeps check on cholesterol and blood sugar levels, excellent for weight loss, brain memory and blood circulation and also known for preventing cancer and heart diseases.
It's high moisture and water content helps in skin rejuventaion.",-,"[{'EAN Code': '10000058'}, {'Sourced & Marketed by': 'Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071'}, {'Country of Origin': 'India'}]","Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071",-,-,-,-
RET,RET-10,RET-10-17,RET-10-17-10,RET-10-17-10-10,Fresho,"Fresho Brinjal - Varikatri, Organically Grown (Loose), 1 kg","Fresho Organic products are organically grown and handpicked by expert.
Product image shown is for representation purpose only, the actually product may vary based on season, produce & availability.",1 kg,kg,1 kg,1,1,70.39,70.39,Fresho,India,['50000473'],-,https://datalabs.siva3.io/image/Eunimart_groceries_50000473_5-fresho-brinjal-varikatri-organically-grown.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_50000473-2_1-fresho-brinjal-varikatri-organically-grown.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_50000473-3_1-fresho-brinjal-varikatri-organically-grown.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_50000473-4_1-fresho-brinjal-varikatri-organically-grown.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_50000473-5_1-fresho-brinjal-varikatri-organically-grown.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '50000473'}, {'Country of origin': 'India'}, {'Sourced & Marketed by': 'Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071'}]","Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071",-,-,-,-
RET,RET-10,RET-10-17,RET-10-17-10,RET-10-17-10-10,Fresho,"Fresho Brinjal Bottle Shape 500 g + Cauliflower 1 pc + Cabbage 1 pc, Combo 3 Items","This combo contains Fresho Brinjal - Bottle Shape 500 g + Fresho Cauliflower 1 pc (approx. 400 g to 600 gm) + Fresho Cabbage 1 pc (approx. 500 g to 800 gm)
Deep purple and oval-shaped bottle brinjals are glossy skinned vegetables with a white and have a soft flesh.
Do not forget to check our delicious recipe - https://www.bigbasket.com/cookbook/recipes/133/baingan-bharta/ 
Cauliflower is made up of tightly bound clusters of soft, crumbly, sweet cauliflower florets that form a dense head. Resembling a classic tree, the florets are attached to a central edible white trunk which is firm and tender. https://www.bigbasket.com/cookbook/recipes/2144/cauliflower-cheese-pancakes/ 
With a texture of crispness and juiciness the moment you take the first bite, cabbages are sweet and grassy flavoured with dense and smooth leafy layers.
Do not forget to check our delicious recipe - https://www.bigbasket.com/cookbook/recipes/710/cabbage-chowder/",Combo 3 Items,Combo  Items,Combo 3 Items,3,1,75.98,75.98,Fresho,India,['1209679'],-,https://datalabs.siva3.io/image/Eunimart_groceries_209679_1-fresho-brinjal-bottle-shape-500-g-cauliflower-1-pc-cabbage-1-pc.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Brinjals: Bottle brinjals are a nutritionally rich food item. They are rich in dietary fibres, Vitamin C and K, phytonutrient compounds and anti-oxidants. They help in keeping cholesterol levels in check and helps in weight loss while being excellent for controlling blood sugar levels and are also known for preventing cancer and heart diseases.

Cauliflower: One serving of cauliflower contains 77 per cent of the daily recommended value of vitamin C. Cauliflowers are rich in B complex vitamins, potassium and manganese. They protect from the risk of heart diseases and brain disorders. It also contains a cancer-fighting nutrient called sulforaphane.

Cabbage: Cabbage improves brain health and vision. Best for people who want to lose weight in a healthy way. It detoxifies the body and contains glutamine that reduces the effects of inflammation, allergies, joint pain, irritation, fever. Cabbages also help prevent cancer.",-,"[{'EAN Code': '1209679'}, {'Country of origin': 'India'}, {'Sourced & Marketed by': 'Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071'}, {'For ","Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071",-,-,-,-
RET,RET-10,RET-10-17,RET-10-17-10,RET-10-17-10-10,Fresho,"Fresho Broad Beans - Diced, 200 g","Fresh broad beans have a delicious earthy flavour that fits well with winter cooking.
They have kidney shaped curves that are tender and generally consumed with the pods.
We deliver them fresh and diced, making your preparations less messy and much easy.",200 g,g,200 g,1,1,36.84,28,Fresho,India,['40005765'],['10019043002767'],https://datalabs.siva3.io/image/Eunimart_groceries_40005765_9-fresho-broad-beans-diced.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Broad Beans are a great source of proteins and carbohydrates.
They are also rich in Vitamins A, B1 and B2.",-,"[{'EAN Code': '40005765'}, {'Country of origin': 'India'}, {'Sourced & Marketed by': 'Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071'}, {'FSSAI Number': '10019043002767'}]","Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071",-,-,-,-
RET,RET-10,RET-10-17,RET-10-17-10,RET-10-17-10-10,Fresho,"Fresho Broccoli, 1 pc (Approx. 250g-500g)","With a shape resembling that of a cauliflower, Brocollis have clusters of small, tight flower heads. These heads turn bright green on cooking and tastes slightly bitter.
Do not forget to check our delicious recipe - https://www.bigbasket.com/cookbook/recipes/1695/broccoli-masala/",1 pc (Approx. 250g-500g),pcs,1 pc (Approx. 250g-500g),1,1,44.08,33.5,Fresho,India,['10000063'],-,https://datalabs.siva3.io/image/Eunimart_groceries_63_20-fresho-broccoli.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_63-2_2-fresho-broccoli.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_63-3_3-fresho-broccoli.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_63-4_2-fresho-broccoli.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Broccoli prevents cancer and reduces cholesterol.
Maintains bone and heart health.
Good for skin, eyes and has anti-aging properties.",-,"[{'EAN Code': '10000063'}, {'Sourced & Marketed by': 'Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071'}, {'Country of Origin': 'India'}]","Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071",-,-,-,-
RET,RET-10,RET-10-17,RET-10-17-10,RET-10-17-10-10,Fresho,"Fresho Cabbage - Organically Grown (Loose), 1 pc (approx. 300-1.3 Kg)","It is organically grown and handpicked from farm
Product image shown is for representation purpose only, the actually product may vary based on season, produce & availability.",1 pc (approx. 300-1.3 Kg),pcs,1 pc (approx. 300-1.3 Kg),1,1,31.58,24,Fresho,India,['40023473'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40023473_5-fresho-cabbage-organically-grown.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40023473-2_2-fresho-cabbage-organically-grown.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40023473-3_1-fresho-cabbage-organically-grown.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40023473-4_1-fresho-cabbage-organically-grown.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '40023473'}, {'Country of origin': 'India'}, {'Sourced & Marketed by': 'INNOVATIVE RETAIL CONCEPTS PRIVATE LIMITED No.18, 2nd & 3rd Floor, 80 Feet Main Road, Koramangala 4th Block, Bangalore - 560034'}]","INNOVATIVE RETAIL CONCEPTS PRIVATE LIMITED No.18, 2nd & 3rd Floor, 80 Feet Main Road, Koramangala 4th Block, Bangalore - 560034",-,-,-,-
RET,RET-10,RET-10-17,RET-10-17-10,RET-10-17-10-10,Fresho,"Fresho Cabbage - Red (Loose), 1 kg","It is round, wrapped in purplish red leaf layers. The flavour is more peppery and bold compared to green ones. Its leaves are coarser as they have less water content.
Do not forget to check our delicious recipe - https://www.bigbasket.com/cookbook/recipes/1561/violet-cabbage-walnut-salad/",1 kg,kg,1 kg,1,1,68.42,52,Fresho,India,['10000170'],-,https://datalabs.siva3.io/image/Eunimart_groceries_70_13-fresho-cabbage-red.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_70-2_6-fresho-cabbage-red.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_70-3_3-fresho-cabbage-red.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_70-4_2-fresho-cabbage-red.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_70-5_1-fresho-cabbage-red.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Anthocyanin, present in red cabbages acts as digestive aids and antioxidants. It reduces the risk of osteoporosis by maintaing bone health and also has anti-ageing properties.",-,"[{'EAN Code': '10000170'}, {'Sourced & Marketed by': 'Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071'}, {'Country of Origin': 'India'}]","Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071",-,-,-,-
RET,RET-10,RET-10-17,RET-10-17-10,RET-10-17-10-10,Fresho,"Fresho Cabbage - Red (Loose), 1 kg","It is round, wrapped in purplish red leaf layers. The flavour is more peppery and bold compared to green ones. Its leaves are coarser as they have less water content.
Do not forget to check our delicious recipe - https://www.bigbasket.com/cookbook/recipes/1561/violet-cabbage-walnut-salad/",1 kg,kg,1 kg,1,1,68.42,52,Fresho,India,['10000170'],-,https://datalabs.siva3.io/image/Eunimart_groceries_70_13-fresho-cabbage-red.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_70-2_6-fresho-cabbage-red.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_70-3_3-fresho-cabbage-red.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_70-4_2-fresho-cabbage-red.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_70-5_1-fresho-cabbage-red.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Anthocyanin, present in red cabbages acts as digestive aids and antioxidants. It reduces the risk of osteoporosis by maintaing bone health and also has anti-ageing properties.",-,"[{'EAN Code': '10000170'}, {'Sourced & Marketed by': 'Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071'}, {'Country of Origin': 'India'}]","Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071",-,-,-,-
RET,RET-10,RET-10-17,RET-10-17-10,RET-10-17-10-10,Fresho,"Fresho Cabbage 1 pc + Cauliflower 1 + Ridge Gourd 500 g + Bottle Gourd 1 kg, Combo 4 Items","With a texture of crispness and juiciness the moment you take the first bite, cabbages are sweet and grassy flavoured with dense and smooth leafy layers.
Do not forget to check our delicious recipe - https://www.bigbasket.com/cookbook/recipes/710/cabbage-chowder/ 
Cauliflower is made up of tightly bound clusters of soft, crumbly, sweet cauliflower florets that form a dense head. Resembling a classic tree, the florets are attached to a central edible white trunk which is firm and tender. https://www.bigbasket.com/cookbook/recipes/2144/cauliflower-cheese-pancakes/ 
Ridge Gourds are long vegetables with a ridged dark green skin and white spongy flesh that contains numerous seeds inside. They are rich in fibre and very prominent in Indian cooking.
Do not forget to check our delicious recipe - https://www.bigbasket.com/cookbook/recipes/1347/narkel-diye-jhinge-ridge-gourd-subzi-with-coconut/ 
With the common household name 'Lauki', Bottle gourds come in different shapes and sizes. Considered as one of the healthiest vegetables around, the flesh of bottle gourds are full of water and taste slightly bitter.
Do not forget to check our delicious recipe - https://www.bigbasket.com/cookbook/recipes/210/bharwa-lauki/",Combo 4 Items,Combo  Items,Combo 4 Items,4,1,151.64,151.64,Fresho,India,['1209664'],-,https://datalabs.siva3.io/image/Eunimart_groceries_209664_3-fresho-cabbage-1-pc-cauliflower-1-ridge-gourd-500-g-bottle-gourd-1-kg.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Cabbage improves brain health and vision. Best for people who want to lose weight in a healthy way. It detoxifies the body and contains glutamine that reduces the effects of inflammation, allergies, joint pain, irritation, fever. Cabbages also help prevent cancer.

One serving of cauliflower contains 77 per cent of the daily recommended value of vitamin C. Cauliflowers are rich in B complex vitamins, potassium and manganese. They protect from the risk of heart diseases and brain disorders. It also contains a cancer-fighting nutrient called sulforaphane.

Ridge Gourds help in weight loss. Consumption of its juice is a remedy for jaundice. It purifies the blood, strengthens liver functioning, relieves from intoxication and regulates blood glucose levels.

Bottle gourds keep the body hydrated and assist in weight loss. They treat urinary tract infection and sleeping disorders while reducing liver inflammation, easing digestion and safeguarding hair against premature greying.",-,"[{'EAN Code': '1209664'}, {'Country of origin': 'India'}, {'Sourced & marketed by': 'Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071'}]","Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071",-,-,-,-
RET,RET-10,RET-10-17,RET-10-17-10,RET-10-17-10-10,Fresho,"Fresho Cabbage, 1 pc (approx. 500 g to 800 g)","With a texture of crispness and juiciness the moment you take the first bite, cabbages are sweet and grassy flavoured with dense and smooth leafy layers.
Do not forget to check our delicious recipe - https://www.bigbasket.com/cookbook/recipes/710/cabbage-chowder/",1 pc (approx. 500 g to 800 g),pcs,1 pc (approx. 500 g to 800 g),1,1,21.05,16,Fresho,India,['100000660'],-,https://datalabs.siva3.io/image/Eunimart_groceries_66_25-fresho-cabbage.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_66-2_31-fresho-cabbage.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_66-3_3-fresho-cabbage.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_66-4_2-fresho-cabbage.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Cabbage improves brain health and vision. Best for people who want to lose weight in a healthy way.
It detoxifies the body and contains glutamine that reduces effects of inflammation, allergies, joint pain, irritation, fever.
Cabbages also help prevent cancer.",-,"[{'EAN Code': '100000660'}, {'Sourced & Marketed by': 'Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071'}, {'Country of Origin': 'India'}]","Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071",-,-,-,-
RET,RET-10,RET-10-17,RET-10-17-10,RET-10-17-10-10,Fresho,"Fresho Capsicum - Diced, 200 g","Leaving a pungent taste on the tongue, capsicums are used as a culinary spice.
We deliver capsicums fresh and diced, making your preparations less messy and much quicker because we value your time.",200 g,g,200 g,1,1,39.47,30,Fresho,India,['3000519830005'],['10019043002767'],https://datalabs.siva3.io/image/Eunimart_groceries_30005198_9-fresho-capsicum-diced.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Capsicums have various health benefits.
It boosts immunity and helps relieve stomach issues, back pain, muscle spasms, headaches, skin aging and menopausal problems.
They also lower the risk of cardiovascular diseases, diabetes and cancer.
They have anti-inflammatory, antioxidant and analgesic properties, which may help provide relief from pain related to arthritis.
Capsicum also helps with fibromyalgia and psoriasis.",-,"[{'EAN Code': '3000519830005'}, {'Country of origin': 'India'}, {'Sourced & Marketed by': 'Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071'}, {'FSSAI Number': '10019043002767'}]","Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071",-,-,-,-
RET,RET-10,RET-10-17,RET-10-17-10,RET-10-17-10-10,Fresho,"Fresho Capsicum - Green (Loose), 500 g","Leaving a moderately pungent taste on the tongue, Green capsicums, also known as green peppers are bell shaped, medium-sized fruit pods.
They have thick and shiny skin with a fleshy texture inside.

Do not forget to check our delicious recipe - https://www.bigbasket.com/cookbook/recipes/2031/capsicum-cheese-rings/",500 g,g,500 g,1,1,32.89,23.5,Fresho,India,['6900001'],-,https://datalabs.siva3.io/image/Eunimart_groceries_69_20-fresho-capsicum-green.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_69-2_28-fresho-capsicum-green.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_69-3_3-fresho-capsicum-green.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_69-4_2-fresho-capsicum-green.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_69-5_1-fresho-capsicum-green.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Green capsicums have powerful antioxidants and anti-inflammatory properties.
Rich in Vitamin A, B complex, C and phytonutrients. Relieves pain of bone disorders and has the capacity to relax the repirartory passage.",-,"[{'EAN Code': '6900001'}, {'Sourced & Marketed by': 'Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071'}, {'Country of Origin': 'India'}]","Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071",-,-,-,-
RET,RET-10,RET-10-17,RET-10-17-10,RET-10-17-10-10,Fresho,"Fresho Capsicum - Green (Loose), 500 g","Leaving a moderately pungent taste on the tongue, Green capsicums, also known as green peppers are bell shaped, medium-sized fruit pods.
They have thick and shiny skin with a fleshy texture inside.

Do not forget to check our delicious recipe - https://www.bigbasket.com/cookbook/recipes/2031/capsicum-cheese-rings/",500 g,g,500 g,1,1,32.89,23.5,Fresho,India,['6900001'],-,https://datalabs.siva3.io/image/Eunimart_groceries_69_20-fresho-capsicum-green.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_69-2_28-fresho-capsicum-green.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_69-3_3-fresho-capsicum-green.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_69-4_2-fresho-capsicum-green.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_69-5_1-fresho-capsicum-green.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Green capsicums have powerful antioxidants and anti-inflammatory properties.
Rich in Vitamin A, B complex, C and phytonutrients. Relieves pain of bone disorders and has the capacity to relax the repirartory passage.",-,"[{'EAN Code': '6900001'}, {'Sourced & Marketed by': 'Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071'}, {'Country of Origin': 'India'}]","Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071",-,-,-,-
RET,RET-10,RET-10-17,RET-10-17-10,RET-10-17-10-10,Fresho,"Fresho Capsicum - Green (Loose), 500 g","Leaving a moderately pungent taste on the tongue, Green capsicums, also known as green peppers are bell shaped, medium-sized fruit pods.
They have thick and shiny skin with a fleshy texture inside.

Do not forget to check our delicious recipe - https://www.bigbasket.com/cookbook/recipes/2031/capsicum-cheese-rings/",500 g,g,500 g,1,1,32.89,23.5,Fresho,India,['6900001'],-,https://datalabs.siva3.io/image/Eunimart_groceries_69_20-fresho-capsicum-green.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_69-2_28-fresho-capsicum-green.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_69-3_3-fresho-capsicum-green.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_69-4_2-fresho-capsicum-green.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_69-5_1-fresho-capsicum-green.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Green capsicums have powerful antioxidants and anti-inflammatory properties.
Rich in Vitamin A, B complex, C and phytonutrients. Relieves pain of bone disorders and has the capacity to relax the repirartory passage.",-,"[{'EAN Code': '6900001'}, {'Sourced & Marketed by': 'Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071'}, {'Country of Origin': 'India'}]","Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071",-,-,-,-
RET,RET-10,RET-10-17,RET-10-17-10,RET-10-17-10-10,Fresho,"Fresho Capsicum - Green, Organically Grown (Loose), 250 g","Fresho Organic products are organically grown and handpicked by expert.
Product image shown is for representation purpose only, the actually product may vary based on season, produce & availability.",250 g,g,250 g,1,1,17.93,13.63,Fresho,India,['50000478'],-,https://datalabs.siva3.io/image/Eunimart_groceries_50000478_5-fresho-capsicum-green-organically-grown.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_50000478-2_1-fresho-capsicum-green-organically-grown.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_50000478-3_1-fresho-capsicum-green-organically-grown.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_50000478-4_1-fresho-capsicum-green-organically-grown.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_50000478-5_1-fresho-capsicum-green-organically-grown.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '50000478'}, {'Country of origin': 'India'}, {'Sourced & Marketed by': 'Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071'}]","Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071",-,-,-,-
RET,RET-10,RET-10-17,RET-10-17-10,RET-10-17-10-10,Fresho,"Fresho Capsicum - Green, Organically Grown (Loose), 250 g","Fresho Organic products are organically grown and handpicked by expert.
Product image shown is for representation purpose only, the actually product may vary based on season, produce & availability.",250 g,g,250 g,1,1,17.93,13.63,Fresho,India,['50000478'],-,https://datalabs.siva3.io/image/Eunimart_groceries_50000478_5-fresho-capsicum-green-organically-grown.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_50000478-2_1-fresho-capsicum-green-organically-grown.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_50000478-3_1-fresho-capsicum-green-organically-grown.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_50000478-4_1-fresho-capsicum-green-organically-grown.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_50000478-5_1-fresho-capsicum-green-organically-grown.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '50000478'}, {'Country of origin': 'India'}, {'Sourced & Marketed by': 'Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071'}]","Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071",-,-,-,-
RET,RET-10,RET-10-17,RET-10-17-10,RET-10-17-10-10,Fresho,"Fresho Capsicum - Red, Organically Grown (Loose), 1 pc","Red capsicums are thin, smooth skinned, crunchy, mildly sweet tasting, hollow vegetables that are juicier variants of the green capsicum. They are perfect for adding a dash of colour, distinct taste and beautiful scent to your salad, pizza, pasta or even gravy preparations. They are sourced directly from farmers, so that you receive only the best quality ones which not only jazz up any dish but also offer health benefits. Product image shown is for representation purpose only, the actual product may vary based on season, produce & availability. Click here for delicious vegetable recipes - https://www.bigbasket.com/flavors/collections/227/fresh-vegetables/",1 pc,pcs,1 pc,1,1,45.39,34.5,Fresho,India,['40124625'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40124625_1-fresho-capsicum-red-organically-grown.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40124625-2_1-fresho-capsicum-red-organically-grown.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40124625-3_1-fresho-capsicum-red-organically-grown.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Capsicums can be widely used in spaghettis, lasagnes, pastas and salads to add a zing to the dishes. You can also use strips of capsicum in soups or combine them with chicken, turkey or egg to make tasty sandwiches. Or simply add some hummus or ranch dressing to sliced capsicums and enjoy it as a healthy side.It can be used in salads. It can be eaten raw or cooked. They can be sliced into strips and fried, roasted whole or in pieces, or chopped and incorporated into salsas or other sauces.","[{'EAN Code': '40124625'}, {'Country of origin': 'India'}, {'Sourced & Marketed by': 'Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071'}]","Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071",-,-,-,-
