Sku Code,L0 Domain,L1 Sub-Domain,L2 Category,L3 Sub-Category,L4 Product Enum-Code,Product Name,Colour,Size,Qty,Brand Name,MRP,Selling Price,Short Product Description,Long Description,SKU Code,Pack Qty,Pack Qty Unit of Measurement,Material / Content,Manufacturer Name & Address,Country of Origin,Customer Care Contact,Care Instructions,Time to ship,Cancellable (Y/N),Returnable (Y/N),Replaceable (Y/N),COD Available (Y/N),Image,Image,Image,Image,Image,Image,Gross Weight,Gross Weight Unit of Measurement,Length x Breadth x Height (Cubic Cm.),Fragile (Y/N),Liquid (Y/N),Hazardous (Y/N),GTIN,HSN,EAN,Gender,Concern,Ingredient,Conscious,Preference,Formulation,Skin Type,Age Group,Occasion,Fragrance Family,Hair Type,Warranty,Adjustable,Fastening,Filtration,Foldable,Mask Type,Package Content,Ply,Reusable,Sustainable,Benefit,Jewellery Type,Pattern,Extension Type,Extension Colour,Finish,Coverage,Skin Tone,SPF,Bristle Type,Brush Type,Flavour
EU00007161,RET,RET-13,RET-13-19,RET-13-19-10,RET-13-19-10-17,Pack of 9 Sequinned 4-Ply Reusable Pure Cotton Cloth Masks,Multicoloured,(M),1,MASQ,1341,840,This item cannot be returned.,,,9,Units,Cotton,"Q-ONE, Q-ONE, Plot No. 732, Pace City-2, Sector 37, Gurugram, Haryana, India-122001",India,,,,,No,,,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17MASQPackof9Sequinned4-PlyReusablePureCottonClothMasks_1.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17MASQPackof9Sequinned4-PlyReusablePureCottonClothMasks_2.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17MASQPackof9Sequinned4-PlyReusablePureCottonClothMasks_3.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17MASQPackof9Sequinned4-PlyReusablePureCottonClothMasks_4.jpg,,,,,,(N),(N),(N),,,,Unisex,,,,,,,,,,,,(Y),Elasticated,Unvalved,(Y),Cloth Mask,Mask,,,,,,,,,,,,,,,
EU00007162,RET,RET-13,RET-13-19,RET-13-19-10,RET-13-19-10-17,Pack of 9 Sequinned 4-Ply Reusable Pure Cotton Cloth Masks,Multicoloured,(L),1,MASQ,1341,840,This item cannot be returned.,,,9,Units,Cotton,"Q-ONE, Q-ONE, Plot No. 732, Pace City-2, Sector 37, Gurugram, Haryana, India-122001",India,,,,,No,,,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17MASQPackof9Sequinned4-PlyReusablePureCottonClothMasks_1.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17MASQPackof9Sequinned4-PlyReusablePureCottonClothMasks_2.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17MASQPackof9Sequinned4-PlyReusablePureCottonClothMasks_3.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17MASQPackof9Sequinned4-PlyReusablePureCottonClothMasks_4.jpg,,,,,,(N),(N),(N),,,,Unisex,,,,,,,,,,,,(Y),Elasticated,Unvalved,(Y),Cloth Mask,Mask,,,,,,,,,,,,,,,
EU00007163,RET,RET-13,RET-13-19,RET-13-19-10,RET-13-19-10-17,Women Pack of 6 Embellished 4-Ply Reusable Pure Cotton Cloth Masks,Multicoloured,(M),1,MASQ,894,499,This item cannot be returned.,,,6,Units,Cotton,"Q-ONE, Q-ONE, Plot No. 732, Pace City-2, Sector 37, Gurugram, Haryana, India-122001",India,,,,,No,,,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17MASQWomenPackof6Embellished4-PlyReusablePureCottonClothMasks_1.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17MASQWomenPackof6Embellished4-PlyReusablePureCottonClothMasks_2.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17MASQWomenPackof6Embellished4-PlyReusablePureCottonClothMasks_3.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17MASQWomenPackof6Embellished4-PlyReusablePureCottonClothMasks_4.jpg,,,,,,(N),(N),(N),,,,Female,,,,,,,,,,,,(Y),Elasticated,Unvalved,(Y),Cloth Mask,Mask,,,,,,Embellished,,,,,,,,,
EU00007164,RET,RET-13,RET-13-19,RET-13-19-10,RET-13-19-10-17,Women Pack of 6 Embellished 4-Ply Reusable Pure Cotton Cloth Masks,Multicoloured,(L),1,MASQ,894,499,This item cannot be returned.,,,6,Units,Cotton,"Q-ONE, Q-ONE, Plot No. 732, Pace City-2, Sector 37, Gurugram, Haryana, India-122001",India,,,,,No,,,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17MASQWomenPackof6Embellished4-PlyReusablePureCottonClothMasks_1.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17MASQWomenPackof6Embellished4-PlyReusablePureCottonClothMasks_2.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17MASQWomenPackof6Embellished4-PlyReusablePureCottonClothMasks_3.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17MASQWomenPackof6Embellished4-PlyReusablePureCottonClothMasks_4.jpg,,,,,,(N),(N),(N),,,,Female,,,,,,,,,,,,(Y),Elasticated,Unvalved,(Y),Cloth Mask,Mask,,,,,,Embellished,,,,,,,,,
EU00007165,RET,RET-13,RET-13-19,RET-13-19-10,RET-13-19-10-17,Kids Pack Of 2 Multi-Coloured Printed 4-Ply Reusable Cloth Mask,Multi,(Onesize),1,YK,398,378,This item cannot be returned.,,,2,Units,Non-woven fabric,"Sassoon Fab International Pvt. Ltd., Sassoon Fab International Pvt. Ltd. Upper Ground Floor, Part II, Gujranwala Town, Delhi, 110009 Contact: 011-22266619/20, Email: - e-commerce@sassoon.co",India,,,,,No,,,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17YKKidsPackOf2Multi-ColouredPrinted4-PlyReusableClothMask_1.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17YKKidsPackOf2Multi-ColouredPrinted4-PlyReusableClothMask_2.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17YKKidsPackOf2Multi-ColouredPrinted4-PlyReusableClothMask_3.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17YKKidsPackOf2Multi-ColouredPrinted4-PlyReusableClothMask_4.jpg,,,,,,(N),(N),(N),,,,"Boy,girl",,,,,,,,,,,,(N),Elasticated,Unvalved,(Y),Cloth Mask,,,,,,,Printed,,,,,,,,,
EU00007166,RET,RET-13,RET-13-19,RET-13-19-10,RET-13-19-10-17,Kids Set Of 2 Blue & pink Printed 4 Ply Reusable Outdoor Cloth Masks,"Blue,Pink",(Onesize),1,YK,398,378,This item cannot be returned.,,,2,Units,Non-woven fabric,"Sassoon Fab International Pvt. Ltd., Sassoon Fab International Pvt. Ltd. Upper Ground Floor, Part II, Gujranwala Town, Delhi, 110009 Contact: 011-22266619/20, Email: - e-commerce@sassoon.co",India,,,,,No,,,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17YKKidsSetOf2Blue&pinkPrinted4PlyReusableOutdoorClothMasks_1.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17YKKidsSetOf2Blue&pinkPrinted4PlyReusableOutdoorClothMasks_2.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17YKKidsSetOf2Blue&pinkPrinted4PlyReusableOutdoorClothMasks_3.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17YKKidsSetOf2Blue&pinkPrinted4PlyReusableOutdoorClothMasks_4.jpg,,,,,,(N),(N),(N),,,,"Boy,girl",,,,,,,,,,,,(N),Elasticated,Unvalved,(Y),Cloth Mask,Mask,,,,,,Printed,,,,,,,,,
EU00007167,RET,RET-13,RET-13-19,RET-13-19-10,RET-13-19-10-17,Kids Pack of 2 Cartoon Printed Mask,Multicoloured,(Onesize),1,YK,398,378,This item cannot be returned.,,,2,Units,Non-woven fabric,"Sassoon Fab International Pvt. Ltd., Sassoon Fab International Pvt. Ltd. Upper Ground Floor, Part II, Gujranwala Town, Delhi, 110009 Contact: 011-22266619/20, Email: - e-commerce@sassoon.co",India,,,,,No,,,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17YKKidsPackof2CartoonPrintedMask_1.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17YKKidsPackof2CartoonPrintedMask_2.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17YKKidsPackof2CartoonPrintedMask_3.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17YKKidsPackof2CartoonPrintedMask_4.jpg,,,,,,(N),(N),(N),,,,"Boy,girl",,,,,,,,,,,,(N),Elasticated,Unvalved,(Y),N99,,,,,,,Printed,,,,,,,,,
EU00007168,RET,RET-13,RET-13-19,RET-13-19-10,RET-13-19-10-17,Men Pack of 4 Assorted 3-Ply Reusable Cotton Cloth Masks,Assorted,(Onesize),1,Calvadoss,799,287,This item cannot be returned.,,,4,Units,Cotton,"Calvadoss Fashions, CALVADOSS FASHIONS, R1-904,KINGSBURY,KUNDLI,SONEPAT,HARYANA-131028",India,,,,,No,,,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17CalvadossMenPackof4Assorted3-PlyReusableCottonClothMasks_1.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17CalvadossMenPackof4Assorted3-PlyReusableCottonClothMasks_2.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17CalvadossMenPackof4Assorted3-PlyReusableCottonClothMasks_3.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17CalvadossMenPackof4Assorted3-PlyReusableCottonClothMasks_4.jpg,,,,,,(N),(N),(N),,,,Male,,,,,,,,,,,1 month,(Y),Elasticated,Unvalved,(Y),Cloth Mask,Mask,3,(Y),Regular,,,,,,,,,,,,
EU00007169,RET,RET-13,RET-13-19,RET-13-19-10,RET-13-19-10-17,Men Pack Of 4 Assorted Cotton 3-Ply Reusable Outdoor Cloth Masks,Assorted,(Onesize),1,Calvadoss,799,287,This item cannot be returned.,,,4,Units,Cotton,"Calvadoss Fashions, CALVADOSS FASHIONS, R1-904,KINGSBURY,KUNDLI,SONEPAT,HARYANA-131028",India,,,,,No,,,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17CalvadossMenPackOf4AssortedCotton3-PlyReusableOutdoorClothMasks_1.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17CalvadossMenPackOf4AssortedCotton3-PlyReusableOutdoorClothMasks_2.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17CalvadossMenPackOf4AssortedCotton3-PlyReusableOutdoorClothMasks_3.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17CalvadossMenPackOf4AssortedCotton3-PlyReusableOutdoorClothMasks_4.jpg,,,,,,(N),(N),(N),,,,Male,,,,,,,,,,,1 month,(Y),Elasticated,Unvalved,(Y),Cloth Mask,Mask,3,(Y),Regular,,,,,,,,,,,,
EU00007170,RET,RET-13,RET-13-19,RET-13-19-10,RET-13-19-10-17,CALVADOSS Set of 4 Assorted Printed 3 Ply Cotton Masks,Assorted,(Onesize),1,Calvadoss,799,287,This item cannot be returned.,,,4,Units,Cotton,"Calvadoss Fashions, CALVADOSS FASHIONS, R1-904,KINGSBURY,KUNDLI,SONEPAT,HARYANA-131028",India,,,,,No,,,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17CalvadossCALVADOSSSetof4AssortedPrinted3PlyCottonMasks_1.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17CalvadossCALVADOSSSetof4AssortedPrinted3PlyCottonMasks_2.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17CalvadossCALVADOSSSetof4AssortedPrinted3PlyCottonMasks_3.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17CalvadossCALVADOSSSetof4AssortedPrinted3PlyCottonMasks_4.jpg,,,,,,(N),(N),(N),,,,Unisex,,,,,,,,,,,1 month,(Y),Elasticated,Unvalved,(Y),Cloth Mask,Mask,3,(Y),Regular,,,Printed,,,,,,,,,
EU00007171,RET,RET-13,RET-13-19,RET-13-19-10,RET-13-19-10-17,Set of 4 Assorted 3-Ply Cotton Masks,Assorted,(Onesize),1,Calvadoss,799,287,This item cannot be returned.,,,4,Units,Cotton,"Calvadoss Fashions, CALVADOSS FASHIONS, R1-904,KINGSBURY,KUNDLI,SONEPAT,HARYANA-131028",India,,,,,No,,,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17CalvadossSetof4Assorted3-PlyCottonMasks_1.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17CalvadossSetof4Assorted3-PlyCottonMasks_2.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17CalvadossSetof4Assorted3-PlyCottonMasks_3.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17CalvadossSetof4Assorted3-PlyCottonMasks_4.jpg,,,,,,(N),(N),(N),,,,Unisex,,,,,,,,,,,,(Y),Elasticated,Unvalved,(Y),Cloth Mask,Mask,,,,,,,,,,,,,,,
EU00007172,RET,RET-13,RET-13-19,RET-13-19-10,RET-13-19-10-17,Women Pack Of 6 Pink Printed 3-Ply Reusable Cotton Cloth Masks,Pink,(Onesize),1,Calvadoss,999,359,This item cannot be returned.,,,6,Units,Cotton,"Calvadoss Fashions, CALVADOSS FASHIONS, R1-904,KINGSBURY,KUNDLI,SONEPAT,HARYANA-131028",India,,,,,No,,,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17CalvadossWomenPackOf6PinkPrinted3-PlyReusableCottonClothMasks_1.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17CalvadossWomenPackOf6PinkPrinted3-PlyReusableCottonClothMasks_2.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17CalvadossWomenPackOf6PinkPrinted3-PlyReusableCottonClothMasks_3.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17CalvadossWomenPackOf6PinkPrinted3-PlyReusableCottonClothMasks_4.jpg,,,,,,(N),(N),(N),,,,Female,,,,,,,,,,,,(Y),Elasticated,Unvalved,(Y),Cloth Mask,Mask,,,,,,Printed,,,,,,,,,
EU00007173,RET,RET-13,RET-13-19,RET-13-19-10,RET-13-19-10-17,Men Pack Of 6 Red Printed 3-Ply Reusable Cotton Cloth Masks,Red,(Onesize),1,Calvadoss,999,359,This item cannot be returned.,,,6,Units,Cotton,"Calvadoss Fashions, CALVADOSS FASHIONS, R1-904,KINGSBURY,KUNDLI,SONEPAT,HARYANA-131028",India,,,,,No,,,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17CalvadossMenPackOf6RedPrinted3-PlyReusableCottonClothMasks_1.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17CalvadossMenPackOf6RedPrinted3-PlyReusableCottonClothMasks_2.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17CalvadossMenPackOf6RedPrinted3-PlyReusableCottonClothMasks_3.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17CalvadossMenPackOf6RedPrinted3-PlyReusableCottonClothMasks_4.jpg,,,,,,(N),(N),(N),,,,Male,,,,,,,,,,,,(Y),Elasticated,Unvalved,(Y),Cloth Mask,Mask,,,,,,Printed,,,,,,,,,
EU00007174,RET,RET-13,RET-13-19,RET-13-19-10,RET-13-19-10-17,Men Pack Of 6 Pink Printed 3-Ply Reusable Cotton Cloth Masks,Pink,(Onesize),1,Calvadoss,999,359,This item cannot be returned.,,,6,Units,Cotton,"Calvadoss Fashions, CALVADOSS FASHIONS, R1-904,KINGSBURY,KUNDLI,SONEPAT,HARYANA-131028",India,,,,,No,,,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17CalvadossMenPackOf6PinkPrinted3-PlyReusableCottonClothMasks_1.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17CalvadossMenPackOf6PinkPrinted3-PlyReusableCottonClothMasks_2.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17CalvadossMenPackOf6PinkPrinted3-PlyReusableCottonClothMasks_3.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17CalvadossMenPackOf6PinkPrinted3-PlyReusableCottonClothMasks_4.jpg,,,,,,(N),(N),(N),,,,Male,,,,,,,,,,,,(Y),Elasticated,Unvalved,(Y),Cloth Mask,Mask,,,,,,Printed,,,,,,,,,
EU00007175,RET,RET-13,RET-13-19,RET-13-19-10,RET-13-19-10-17,Men Pack Of 6 Red & Black Printed 3-Ply Reusable Cotton Cloth Masks,"Red,Black",(Onesize),1,Calvadoss,999,359,This item cannot be returned.,,,6,Units,Cotton,"Calvadoss Fashions, CALVADOSS FASHIONS, R1-904,KINGSBURY,KUNDLI,SONEPAT,HARYANA-131028",India,,,,,No,,,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17CalvadossMenPackOf6Red&BlackPrinted3-PlyReusableCottonClothMasks_1.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17CalvadossMenPackOf6Red&BlackPrinted3-PlyReusableCottonClothMasks_2.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17CalvadossMenPackOf6Red&BlackPrinted3-PlyReusableCottonClothMasks_3.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17CalvadossMenPackOf6Red&BlackPrinted3-PlyReusableCottonClothMasks_4.jpg,,,,,,(N),(N),(N),,,,Male,,,,,,,,,,,,(Y),Elasticated,Unvalved,(Y),Cloth Mask,Mask,,,,,,Printed,,,,,,,,,
EU00007176,RET,RET-13,RET-13-19,RET-13-19-10,RET-13-19-10-17,Men Pack Of 6 Navy Blue Printed 3-Ply Reusable Cotton Cloth Masks,"Blue,Navy Blue",(Onesize),1,Calvadoss,999,359,This item cannot be returned.,,,6,Units,Cotton,"Calvadoss Fashions, CALVADOSS FASHIONS, R1-904,KINGSBURY,KUNDLI,SONEPAT,HARYANA-131028",India,,,,,No,,,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17CalvadossMenPackOf6NavyBluePrinted3-PlyReusableCottonClothMasks_1.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17CalvadossMenPackOf6NavyBluePrinted3-PlyReusableCottonClothMasks_2.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17CalvadossMenPackOf6NavyBluePrinted3-PlyReusableCottonClothMasks_3.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17CalvadossMenPackOf6NavyBluePrinted3-PlyReusableCottonClothMasks_4.jpg,,,,,,(N),(N),(N),,,,Male,,,,,,,,,,,,(Y),Elasticated,Unvalved,(Y),Cloth Mask,Mask,,,,,,Printed,,,,,,,,,
EU00007177,RET,RET-13,RET-13-19,RET-13-19-10,RET-13-19-10-17,Adults Black & White Printed Pure Cotton 4-Ply Reusable Outdoor Cloth Mask,"Black,White",(Onesize),1,Soxytoes,199,199,This item cannot be returned.,,,Single,Units,Cotton,"KARMA HOLDINGS PVT LTD, A-85, SECTOR 63, NOIDA, Gautam Buddha Nagar, Uttar Pradesh, 201301",India,,,,,No,,,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17SoxytoesAdultsBlack&WhitePrintedPureCotton4-PlyReusableOutdoorClothMask_1.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17SoxytoesAdultsBlack&WhitePrintedPureCotton4-PlyReusableOutdoorClothMask_2.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17SoxytoesAdultsBlack&WhitePrintedPureCotton4-PlyReusableOutdoorClothMask_3.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17SoxytoesAdultsBlack&WhitePrintedPureCotton4-PlyReusableOutdoorClothMask_4.jpg,,,,,,(N),(N),(N),,,,Unisex,,,,,,,,,,,,(Y),Elasticated,Unvalved,(Y),Cloth Mask,Mask with add-on Filter,4,(Y),Regular,,,Printed,,,,,,,,,
EU00007178,RET,RET-13,RET-13-19,RET-13-19-10,RET-13-19-10-17,White Printed 4-Ply Pure Cotton Reusable Cloth Mask,White,(Onesize),1,Soxytoes,199,199,This item cannot be returned.,,,Single,Units,Cotton,"KARMA HOLDINGS PVT LTD, A-85, SECTOR 63, NOIDA, Gautam Buddha Nagar, Uttar Pradesh, 201301",India,,,,,No,,,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17SoxytoesWhitePrinted4-PlyPureCottonReusableClothMask_1.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17SoxytoesWhitePrinted4-PlyPureCottonReusableClothMask_2.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17SoxytoesWhitePrinted4-PlyPureCottonReusableClothMask_3.jpg,,,,,,,(N),(N),(N),,,,Unisex,,,,,,,,,,,,(Y),,Unvalved,(Y),Cloth Mask,Mask with add-on Filter,4,(Y),Regular,,,Printed,,,,,,,,,
EU00007179,RET,RET-13,RET-13-19,RET-13-19-10,RET-13-19-10-17,Pack of 5 Pure Cotton Reusable Cloth Masks,Multicoloured,(Onesize),1,Aujjessa,495,311,This item cannot be returned.,,,5,Units,Cotton,"AUJJESSA, Aujjessa, B-63, 2nd Floor, Sector 88, Noida-201306, Gautam Buddha Nagar, Uttar Pradesh, India",India,,,,,No,,,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17AujjessaPackof5PureCottonReusableClothMasks_1.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17AujjessaPackof5PureCottonReusableClothMasks_2.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17AujjessaPackof5PureCottonReusableClothMasks_3.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17AujjessaPackof5PureCottonReusableClothMasks_4.jpg,,,,,,(N),(N),(N),,,,Unisex,,,,,,,,,,,,(N),Elasticated,Unvalved,(Y),Cloth Mask,Mask,,,,,,,,,,,,,,,
EU00007180,RET,RET-13,RET-13-19,RET-13-19-10,RET-13-19-10-17,Kids Pack of 2 Soft Cotton 5 Layered Filtration Face Mask,Multicoloured,(3-6Y),1,VEA,349,349,This item cannot be returned.,,,2,Units,Cotton,"ENTHUSIASM STRATEGIC MARKETING PVT LTD, Enthusiasm Strategic Mareting Private Limited. A-Wing, 703-704, Bonanza, Sahar Plaza Complex, J. B. Nagar, Andheri (East), Mumbai - 400 059, INDIA",India,,,,,No,,,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17VEAKidsPackof2SoftCotton5LayeredFiltrationFaceMask_1.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17VEAKidsPackof2SoftCotton5LayeredFiltrationFaceMask_2.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17VEAKidsPackof2SoftCotton5LayeredFiltrationFaceMask_3.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17VEAKidsPackof2SoftCotton5LayeredFiltrationFaceMask_4.jpg,,,,,,(N),(N),(N),,,,"Boy,girl",,,,,,,,,,,,(Y),,Unvalved,(Y),Cloth Mask,Mask,3,,,,,,,,,,,,,,
EU00007181,RET,RET-13,RET-13-19,RET-13-19-10,RET-13-19-10-17,Kids Pack of 2 Cotton Reusable 5 Ply Protective Cloth Mask,Multicoloured,(3-6Y),1,VEA,349,349,This item cannot be returned.,,,2,Units,Cotton,"ENTHUSIASM STRATEGIC MARKETING PVT LTD, Enthusiasm Strategic Mareting Private Limited. A-Wing, 703-704, Bonanza, Sahar Plaza Complex, J. B. Nagar, Andheri (East), Mumbai - 400 059, INDIA",India,,,,,No,,,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17VEAKidsPackof2CottonReusable5PlyProtectiveClothMask_1.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17VEAKidsPackof2CottonReusable5PlyProtectiveClothMask_2.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17VEAKidsPackof2CottonReusable5PlyProtectiveClothMask_3.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17VEAKidsPackof2CottonReusable5PlyProtectiveClothMask_4.jpg,,,,,,(N),(N),(N),,,,"Boy,girl",,,,,,,,,,,,(N),Elasticated,Unvalved,(Y),Cloth Mask,Mask,,,,,,,,,,,,,,,
EU00007182,RET,RET-13,RET-13-19,RET-13-19-10,RET-13-19-10-17,Navy Blue & Yellow Printed 4-Ply Pure Cotton Reusable Cloth Mask with Filter,"Blue,Navy Blue,Yellow",(Onesize),1,Soxytoes,249,249,This item cannot be returned.,,,Single,Units,Cotton,"KARMA HOLDINGS PVT LTD, A-85, SECTOR 63, NOIDA, Gautam Buddha Nagar, Uttar Pradesh, 201301",India,,,,,No,,,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17SoxytoesNavyBlue&YellowPrinted4-PlyPureCottonReusableClothMaskwithFilter_1.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17SoxytoesNavyBlue&YellowPrinted4-PlyPureCottonReusableClothMaskwithFilter_2.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17SoxytoesNavyBlue&YellowPrinted4-PlyPureCottonReusableClothMaskwithFilter_3.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17SoxytoesNavyBlue&YellowPrinted4-PlyPureCottonReusableClothMaskwithFilter_4.jpg,,,,,,(N),(N),(N),,,,Unisex,,,,,,,,,,,,(N),Elasticated,Unvalved,(Y),Cloth Mask,Mask with add-on Filter,,,,,,Printed,,,,,,,,,
EU00007183,RET,RET-13,RET-13-19,RET-13-19-10,RET-13-19-10-17,Navy Blue & Orange Printed 4-Ply Pure Cotton Reusable Cloth Masks with Filter,"Blue,Navy Blue,Orange",(Onesize),1,Soxytoes,199,199,This item cannot be returned.,,,Single,Units,Cotton,"KARMA HOLDINGS PVT LTD, A-85, SECTOR 63, NOIDA, Gautam Buddha Nagar, Uttar Pradesh, 201301",India,,,,,No,,,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17SoxytoesNavyBlue&OrangePrinted4-PlyPureCottonReusableClothMaskswithFilter_1.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17SoxytoesNavyBlue&OrangePrinted4-PlyPureCottonReusableClothMaskswithFilter_2.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17SoxytoesNavyBlue&OrangePrinted4-PlyPureCottonReusableClothMaskswithFilter_3.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17SoxytoesNavyBlue&OrangePrinted4-PlyPureCottonReusableClothMaskswithFilter_4.jpg,,,,,,(N),(N),(N),,,,Unisex,,,,,,,,,,,,(N),Elasticated,Unvalved,(Y),Cloth Mask,Mask with add-on Filter,,,,,,Printed,,,,,,,,,
