Sku Code,L0 Domain,L1 Sub-Domain,L2 Category,L3 Sub-Category,L4 Product Enum-Code,Product Name,Colour,Colour Shade Name,Size,Qty,Brand Name,MRP,Selling Price,Short Product Description,Long Description,SKU Code,Pack Qty,Pack Qty Unit of Measurement,Material / Content,Manufacturer Name & Address,Country of Origin,Customer Care Contact,Care Instructions,Time to ship,Cancellable (Y/N),Returnable (Y/N),Replaceable (Y/N),COD Available (Y/N),images.img1,images.img2,images.img3,images.img4,Gross Weight,Gross Weight Unit of Measurement,Length x Breadth x Height (Cubic Cm.),Fragile (Y/N),Liquid (Y/N),Hazardous (Y/N),GTIN,HSN,EAN,Gender,Concern,Ingredient,Conscious,Pack Size,Preference,Formulation,Skin Type,Age Group,Occasion,Fragrance Family,Benefit,Warranty,Jewellery Type,Pattern,Extension Type,Extension Colour,Finish,Features,Hex Code,Pigmentation,Sustainable,Coverage,Skin Tone,SPF,Bristle Type,Brush Type,Flavour
EU00116467,RET,RET-13,RET-13-13,RET-13-13-14,RET-13-14-14-10,Super Lustrous Matte Lipstick - Get Noticed,Red,35,4-5 ML,1,Revlon,699,489,"Revlon Super Lustrous Get Noticed Matte Lipstick
Exclusive LiquiSilk formula with mega-moisturisers which seal in colour and softness
Has a silky-smooth, creamy texture which is easy to apply",,,1,Units,,"Flashtech Retail, G.S.Pharmbutor Pvt.Ltd., (Unit-II), Plot no.58,59,66 & 67, Sector 3, I.I.E.Pantnagar, Rudrapur -263153, Uttarakhand / Revlon Consumer Corporation, 1501, Williamboro Street, Oxford, North Carolina 27505, USA",United States of America,,,,,,,,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10RevlonSuperLustrousMatteLipstick-GetNoticed_1.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10RevlonSuperLustrousMatteLipstick-GetNoticed_2.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10RevlonSuperLustrousMatteLipstick-GetNoticed_3.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10RevlonSuperLustrousMatteLipstick-GetNoticed_4.jpg,,,,(Y),(Y),(N),,,,,,,,,Dermatologically Tested,Bullet,,,,,,,,,,,Matte,Fuller Lips,#9c122b,Full Coverage,,Matte,,,,,
EU00116468,RET,RET-13,RET-13-13,RET-13-13-14,RET-13-14-14-10,Powder Kiss Lipstick 3g - Sultriness,Pink,Sultriness,2-3 ML,1,M.A.C,1850,1850,"Powder Kiss Lipstick 

Shade Name: 304 Sultriness


Disclaimer: Please be aware ingredient listing may change and vary from time to time. Please refer to ingredient list on product package you receive for the most up to date list of ingredients",,,1,Units,,"Vision Star, Importers Address: Elca Cosmetics Pvt Ltd 12A-05 Parinee Crescenzo, 13th Floor, C38-39, G Block, Behind MCA, BKC, Bandra East,MUMBAI,MAHARASHTRA,400051",Belgium,,,,,,,,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10M.A.CPowderKissLipstick3g-Sultriness_1.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10M.A.CPowderKissLipstick3g-Sultriness_2.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10M.A.CPowderKissLipstick3g-Sultriness_3.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10M.A.CPowderKissLipstick3g-Sultriness_4.jpg,,,,(Y),(Y),(N),,,,,,,,,Dermatologically Tested,Bullet,,,,,,,,,,,Matte,Long Lasting,,Low Coverage,Regular,,,,,,
EU00116469,RET,RET-13,RET-13-13,RET-13-13-14,RET-13-14-14-10,Velvet Rose Matte Lipstick 2.5 g,Brown,Velvet Rose,2-3 ML,1,Daily Life Forever52,699,629,Daily Life Forever52 Velvet Rose Matte Lipstick 2.5 g,,,1,Units,,"F.M. COSMETICS (INDIA) LLP, F.M. COSMETICS (INDIA )LLP701, The Capital, Plot C-70, G-Block, Bandra Kurla Complex, Bandra East, Mumbai:400051",Taiwan,,,,,,,,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10DailyLifeForever52VelvetRoseMatteLipstick2.5g_1.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10DailyLifeForever52VelvetRoseMatteLipstick2.5g_2.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10DailyLifeForever52VelvetRoseMatteLipstick2.5g_3.jpg,,,,,(Y),(Y),(N),,,,,,Rose,,,Dermatologically Tested,Crayon,,,Daily,,,,,,,,Matte,High Color Payoff,,Medium Coverage,Regular,Matte,,,,,
EU00116470,RET,RET-13,RET-13-13,RET-13-13-14,RET-13-14-14-10,Hyperstay Weightless Liquid Matte Smudge-Proof Lipcolor 6ml- Princess Alert 16,Pink,Princess Alert 16,5-6 ML,1,Blue Heaven,135,114,Hyperstay Weightless Liquid Matte Smudge-Proof Lipcolor - Princess Alert 16,,,1,Units,,"Supercom Net, Blue Heaven Cosmetics Pvt. Ltd. Factory 24 Extention, Industrial Area, Baddi Distt Solan, HP - 173207",India,,,,,,,,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10BlueHeavenHyperstayWeightlessLiquidMatteSmudge-ProofLipcolor6ml-PrincessAlert16_1.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10BlueHeavenHyperstayWeightlessLiquidMatteSmudge-ProofLipcolor6ml-PrincessAlert16_2.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10BlueHeavenHyperstayWeightlessLiquidMatteSmudge-ProofLipcolor6ml-PrincessAlert16_3.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10BlueHeavenHyperstayWeightlessLiquidMatteSmudge-ProofLipcolor6ml-PrincessAlert16_4.jpg,,,,(Y),(Y),(N),,,,,,,,,Cruelty-Free,Liquid,,,,,,,,,,,Matte,Smudge Proof,#a0234f,Full Coverage,,Matte,,,,,
EU00116471,RET,RET-13,RET-13-13,RET-13-13-14,RET-13-14-14-10,Intense Matte Velvet Touch Set Of 3 Matte & Long Lasting Lipstick-3.5gm Each,Red,Magenta 309 Petal Pink 302 Adorable Nude 306,3-3.5 ML,1,ForSure,747,448,Intense Matte Velvet Touch Set Of 3 Matte & Long Lasting Lipstick-3.5gm Each,,,3,Units,,"SG ENTERPRISES, GRD Cosmetics Industries, Bawana-110039",India,,,,,,,,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10ForSureIntenseMatteVelvetTouchSetOf3Matte&LongLastingLipstick-3.5gmEach_1.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10ForSureIntenseMatteVelvetTouchSetOf3Matte&LongLastingLipstick-3.5gmEach_2.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10ForSureIntenseMatteVelvetTouchSetOf3Matte&LongLastingLipstick-3.5gmEach_3.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10ForSureIntenseMatteVelvetTouchSetOf3Matte&LongLastingLipstick-3.5gmEach_4.jpg,,,,(Y),(Y),(N),,,,,,,,,Vitamin C,Bullet,,,,,Long Lasting,,,,,,Matte,High Color Payoff,,Full Coverage,Regular,Matte,,,,,
EU00116472,RET,RET-13,RET-13-13,RET-13-13-14,RET-13-14-14-10,Paris Infallible Ultra Matte Les Macarons Liquid Lipstick - Infinite Spice 834,Red,Infinite Spice 834,4-5 ML,1,LOreal,799,559,"Infallible Ultra Matte Les Macarons Liquid Lipstick
Shade name - Infinite Spice 834",,,1,Units,,"Omnitech Retail, Yichang Tianmi International Cosmetics Co., Ltd., 443000, No. 18 Xihu Road, Xiling Economic Developing Zone, Yichang, China",China,,,,,,,,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10LOrealParisInfallibleUltraMatteLesMacaronsLiquidLipstick-InfiniteSpice834_1.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10LOrealParisInfallibleUltraMatteLesMacaronsLiquidLipstick-InfiniteSpice834_2.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10LOrealParisInfallibleUltraMatteLesMacaronsLiquidLipstick-InfiniteSpice834_3.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10LOrealParisInfallibleUltraMatteLesMacaronsLiquidLipstick-InfiniteSpice834_4.jpg,,,,(Y),(Y),(N),,,,,,,,,Fragrance-Free,Liquid,,,,,,,,,,,Matte,Smudge Proof,#cc4433,Medium Coverage,,Matte,,,,,
EU00116473,RET,RET-13,RET-13-13,RET-13-13-14,RET-13-14-14-10,Super Lustrous Lipsticks - Power Move,Maroon,Power Move,4-5 ML,1,Revlon,699,699,"Super Lustrous Matte Lipstick
Shade Name: Power Move
Shade Number: 418",,,1,Units,,"Flashtech Retail, G.S.Pharmbutor Pvt.Ltd., (Unit-II), Plot no.58,59,66 67, Sector 3, I.I.E.Pantnagar, Rudrapur -263153, Uttarakhand / Revlon Consumer Corporation, 1501, Williamboro Street, Oxford, North Carolina 27505, USA",India,,,,,,,,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10RevlonSuperLustrousLipsticks-PowerMove_1.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10RevlonSuperLustrousLipsticks-PowerMove_2.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10RevlonSuperLustrousLipsticks-PowerMove_3.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10RevlonSuperLustrousLipsticks-PowerMove_4.jpg,,,,(Y),(Y),(N),,,,,,,,,Dermatologically Tested,Bullet,,,,,,,,,,,Creme,Fuller Lips,#54000f,Full Coverage,,Matte,,,,,
EU00116474,RET,RET-13,RET-13-13,RET-13-13-14,RET-13-14-14-10,Smudge Me Not Liquid Lipstick with Vitamin E 4.5 ml - Rethink Pink 07,Pink,07 Rethink Pink,4-5 ML,1,SUGAR,499,424,"Smudge Me Not Liquid Lipstick
Shade name: Rethink Pink 07 (Fuchsia)",,,1,Units,,"VELLVETTE LIFESTYLE PVT LTD, Viva Cosmetics, C1/1-6, Radeshyam Indl. Complex, Asangao, Thane - 421601",India,,,,,,,,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10SUGARSmudgeMeNotLiquidLipstickwithVitaminE4.5ml-RethinkPink07_1.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10SUGARSmudgeMeNotLiquidLipstickwithVitaminE4.5ml-RethinkPink07_2.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10SUGARSmudgeMeNotLiquidLipstickwithVitaminE4.5ml-RethinkPink07_3.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10SUGARSmudgeMeNotLiquidLipstickwithVitaminE4.5ml-RethinkPink07_4.jpg,,,,(Y),(Y),(N),,,,,,Vitamin E,,,Gluten-Free,Liquid,Vitamin E,,,,,,,,,,Matte,Smudge Proof,#cd1262,Medium Coverage,,,,,,,
EU00116475,RET,RET-13,RET-13-13,RET-13-13-14,RET-13-14-14-10,Absolute 3D Matte Lip Color - Romeo Red 01,Red,Romeo Red 01,3.5-4 ML,1,Lakme,825,495,"3D Matte Lip Color
Shade name
Romeo Red 01",,,1,Units,,"Truenet Commerce, Hindustan Unilever Limited, Unilever House, B D Sawant Marg, Chakala, Andheri (E), Mumbai 400099",India,,,,,,,,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10LakmeAbsolute3DMatteLipColor-RomeoRed01_1.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10LakmeAbsolute3DMatteLipColor-RomeoRed01_2.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10LakmeAbsolute3DMatteLipColor-RomeoRed01_3.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10LakmeAbsolute3DMatteLipColor-RomeoRed01_4.jpg,,,,(Y),(Y),(N),,,,,,,,,Gluten-Free,Bullet,,,,,,,,,,,Matte,Transfer Proof,#cf2449,Full Coverage,,Matte,,,,,
EU00116476,RET,RET-13,RET-13-13,RET-13-13-14,RET-13-14-14-10,The Natural Beauty Moisturizing Matte Long Lasting Lipstick 4g - Burgundy,Maroon,Burgundy,3.5-4 ML,1,krayons,249,224,The Natural Beauty Moisturizing Matte Long Lasting Lipstick,,,1,Units,,"ONELOOK ENTERPRISE, GRD Cosmetics,M-96, Sector 2, D. S. I. I. D. C. Industrial Area Bawana, Delhi-110039, India",India,,,,,,,,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10krayonsTheNaturalBeautyMoisturizingMatteLongLastingLipstick4g-Burgundy_1.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10krayonsTheNaturalBeautyMoisturizingMatteLongLastingLipstick4g-Burgundy_2.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10krayonsTheNaturalBeautyMoisturizingMatteLongLastingLipstick4g-Burgundy_3.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10krayonsTheNaturalBeautyMoisturizingMatteLongLastingLipstick4g-Burgundy_4.jpg,,,,(Y),(Y),(N),,,,,,,,,Cruelty-Free,Bullet,Natural,,,,Long Lasting,,,,,,Matte,Long Lasting,,Full Coverage,Regular,"Natural,Matte",,,,,
EU00116477,RET,RET-13,RET-13-13,RET-13-13-14,RET-13-14-14-10,Velvet Matte Lipstick - Peach Crush 059,Pink,Peach Crush,4-5 ML,1,Colorbar,349,244,"Colorbar Velvet Matte Lipstick
Shade name
Peach Crush
Shade number
059",,,1,Units,,"Indiflashmart, Fiabila India Pvt. Ltd., V-16 & 17, M.I.D.C., Taloja-410208",India,,,,,,,,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10ColorbarVelvetMatteLipstick-PeachCrush059_1.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10ColorbarVelvetMatteLipstick-PeachCrush059_2.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10ColorbarVelvetMatteLipstick-PeachCrush059_3.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10ColorbarVelvetMatteLipstick-PeachCrush059_4.jpg,,,,(Y),(Y),(N),,,,,,Peach,,,Cruelty-Free,Bullet,,,,,,,,,,,Velvet,Moisturising,#ba4c51,Medium Coverage,,Matte,,,,,
EU00116478,RET,RET-13,RET-13-13,RET-13-13-14,RET-13-14-14-10,Weightless Matte Finish Hydrating Lipstick with Almond Oil - Wine Rouge 30,Red,Rouge Matte 30,3.5-4 ML,1,FACES CANADA,299,224,"Faces Canada brings to you the intricately designed Faces Canada Weightless Matte Lipstick that gives you one stroke intense color with a weightless comfort. The Faces Canada Matte lipstick comes in 30 stunning shades to suit every occasion on your calendar at affordable prices!

The Weightless Matte Lipstick gives you a plush and plump lip from a single stroke only with the rich colour and matte look you all have been dreaming of. It is formulated with ultra light-weight pigments and rich colour that effortlessly glides on your lips without putting any burden on your soft and sensitive lips. The Faces Canada Weightless Lipstick is also infused with carefully picked ingredients like jojoba oil, almond oil and Vitamin-E to keep your lips soft and moisturised throughout the day while maintaining the flawless matte pout.",,,1,Units,,"Faces Cosmetics India Private Limited, Maxima Solutions, Plot No. 56, Sector - IIDC, IIE SIDCUL, Pantnagar - 263153, UttarakhandMarketed by: Faces Cosmetics India Private Limited",India,,,,,,,,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10FACESCANADAWeightlessMatteFinishHydratingLipstickwithAlmondOil-WineRouge30_1.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10FACESCANADAWeightlessMatteFinishHydratingLipstickwithAlmondOil-WineRouge30_2.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10FACESCANADAWeightlessMatteFinishHydratingLipstickwithAlmondOil-WineRouge30_3.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10FACESCANADAWeightlessMatteFinishHydratingLipstickwithAlmondOil-WineRouge30_4.jpg,,,,(Y),(Y),(N),,,,,Lips ,"Almond,Vitamin E,Jojoba Oil,Almond Oil",,,Alcohol-Free,Bullet,Vitamin E,,Day,,Hydrating,,,,,,Matte,Lightweight,#863f43,Medium Coverage,,Matte,,,,,
EU00116479,RET,RET-13,RET-13-13,RET-13-13-14,RET-13-14-14-10,Colorstay Overtime Lip Color - Forever Scarlet,Red,Forever Scarlet,3.5-4 ML,1,Revlon,1300,910,"Colorstay Overtime Lip Color
Shade name: Forever Scarlet",,,1,Units,,"Flashtech Retail, REVLON CONSUMER PRODUCTS/CORPORATION/1501WILLIAMSBORO STREET OXFORD/NORTH CAROLINA/27505/USA",United States of America,,,,,,,,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10RevlonColorstayOvertimeLipColor-ForeverScarlet_1.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10RevlonColorstayOvertimeLipColor-ForeverScarlet_2.jpg,,,,,,(Y),(Y),(N),,,,,,,,,Cruelty-Free,Liquid,,,,,,,,,,,Glossy,Long Lasting,,Medium Coverage,Regular,,,,,,
EU00116480,RET,RET-13,RET-13-13,RET-13-13-14,RET-13-14-14-10,Forever Matte Long-Lasting Liquid Lip Color 5.6ml - Rose Wood 35,Maroon,Rose Wood 35,5-6 ML,1,Lakme,349,244,Forever Matte Long-Lasting Liquid Lip Color - Rose Wood 35,,,1,Units,,"Truenet Commerce, 12- Apparel Park-Cum-Industrial Area, Katha Bhatolikalan, PO Baddi, District Solan, HP-173205",India,,,,,,,,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10LakmeForeverMatteLong-LastingLiquidLipColor5.6ml-RoseWood35_1.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10LakmeForeverMatteLong-LastingLiquidLipColor5.6ml-RoseWood35_2.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10LakmeForeverMatteLong-LastingLiquidLipColor5.6ml-RoseWood35_3.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10LakmeForeverMatteLong-LastingLiquidLipColor5.6ml-RoseWood35_4.jpg,,,,(Y),(Y),(N),,,,,,Rose,,,Fragrance-Free,Liquid,,,,,Long Lasting,,,,,,Matte,Lightweight,,Full Coverage,Regular,Matte,,,,,
EU00116481,RET,RET-13,RET-13-13,RET-13-13-14,RET-13-14-14-10,Velvet Matte Hearts & Tarts 1 Lipstick Red with Castor Oil 80V 4.2 gm,Red,Red,4-5 ML,1,Colorbar,349,244,"Colorbar Velvet Matte Hearts & Tarts 1 Lipstick
Shade: Red 80V",,,1,Units,,"Indiflashmart, Fiabila India Pvt. Ltd., V-16 & 17, M.I.D.C., Taloja-410208",India,,,,,,,,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10ColorbarVelvetMatteHearts&Tarts1LipstickRedwithCastorOil80V4.2gm_1.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10ColorbarVelvetMatteHearts&Tarts1LipstickRedwithCastorOil80V4.2gm_2.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10ColorbarVelvetMatteHearts&Tarts1LipstickRedwithCastorOil80V4.2gm_3.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10ColorbarVelvetMatteHearts&Tarts1LipstickRedwithCastorOil80V4.2gm_4.jpg,,,,(Y),(Y),(N),,,,,,Castor Oil,,,Fragrance-Free,Bullet,,,,,,,,,,,Velvet,Moisturising,#972124,Medium Coverage,,Matte,,,,,
EU00116482,RET,RET-13,RET-13-13,RET-13-13-14,RET-13-14-14-10,"Set Of 4 Lightweight & Waterproof True Matte Liquid Lipstick - 10, 11, 12, 14",Pink,"Shade 10, 11, 12, 14",10-15 ML,1,CurlyTales,796,435,"Set Of 4 Lightweight & Waterproof True Matte Liquid Lipstick - Shade 10, 11, 12, 14",,,4,Units,,"Global Hub, R.C.F, Unit No 290, Focal Point Industrial Area, Mehta Road, Amritsar, Punjab-143001, India, M.L No: Cos/47",India,,,,,,,,"https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10CurlyTalesSetOf4Lightweight&WaterproofTrueMatteLiquidLipstick-10,11,12,14_1.jpg",,,,,,,(Y),(Y),(N),,,,,Waterproof,,,,Paraben-Free,Liquid,Waterproof,,,,Waterproof,,,,,,Matte,Long Lasting,,Full Coverage,Regular,Matte,,,,,
EU00116483,RET,RET-13,RET-13-13,RET-13-13-14,RET-13-14-14-10,FACES CANADA Comfy Matte Mini Lip Color 1.2ml - End Of Story 03,Purple,End Of Story 03,Onesize,1,FACES CANADA,249,211,Comfy Matte Liquid Lipstick 1.2ml - 10Hr Stay & No Dryness - End Of Story 03,,,1,Units,,"Faces Cosmetics India Private Limited, Faces Cosmetics India Pvt. Ltd ""Unit No 910 & 911,9th Floor, Unitech Commercial Tower - II,Greenwood City,Sec-45, Gurugram - 122003",India,,,,,,,,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10FACESCANADAFACESCANADAComfyMatteMiniLipColor1.2ml-EndOfStory03_1.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10FACESCANADAFACESCANADAComfyMatteMiniLipColor1.2ml-EndOfStory03_2.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10FACESCANADAFACESCANADAComfyMatteMiniLipColor1.2ml-EndOfStory03_3.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10FACESCANADAFACESCANADAComfyMatteMiniLipColor1.2ml-EndOfStory03_4.jpg,,,,(Y),(Y),(N),,,,,Dryness,,,,Alcohol-Free,Liquid,,,,,,,,,,,Matte,High Color Payoff,,Full Coverage,Regular,Matte,,,,,
EU00116484,RET,RET-13,RET-13-13,RET-13-13-14,RET-13-14-14-10,Must Have Everyday Lip & Cheek Tint - All Time Pink,Pink,Pink,6-8 ML,1,Iba,499,424,Iba Must Have Everyday Lip & Cheek Tint - All Time Pink,,,1,Units,,"Ecotrail Personal Care Pvt. Ltd, Lamior Pvt Ltd",India,,,,,,,,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10IbaMustHaveEverydayLip&CheekTint-AllTimePink_1.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10IbaMustHaveEverydayLip&CheekTint-AllTimePink_2.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10IbaMustHaveEverydayLip&CheekTint-AllTimePink_3.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10IbaMustHaveEverydayLip&CheekTint-AllTimePink_4.jpg,,,,(Y),(Y),(N),,,,,,,,,Cruelty-Free,Crayon,,,,,,,,,,,Matte,Smooth Texture,,Full Coverage,Sustainable,,,,,,
EU00116485,RET,RET-13,RET-13-13,RET-13-13-14,RET-13-14-14-10,Stay On Highly Pigmented Smudge-Proof Matte Lipstick with Jojoba Oil - Almond Brown,Brown,Almond Brown,0-2 ML,1,SERY,699,314,Stay On Highly Pigmented Smudge-Proof Matte Lipstick with Jojoba Oil and Vitamin E - Rustic Rush,,,1,Units,,"Supercom Net, Ann Ann Inc Zhong Zheng Plant 1F, 2F No. 198, Zhong Zheng 2nd. St., Yong Kang Dist., Tainan City 71047, Taiwan (R.O.C.)",Taiwan,,,,,,,,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10SERYStayOnHighlyPigmentedSmudge-ProofMatteLipstickwithJojobaOil-AlmondBrown_1.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10SERYStayOnHighlyPigmentedSmudge-ProofMatteLipstickwithJojobaOil-AlmondBrown_2.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10SERYStayOnHighlyPigmentedSmudge-ProofMatteLipstickwithJojobaOil-AlmondBrown_3.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10SERYStayOnHighlyPigmentedSmudge-ProofMatteLipstickwithJojobaOil-AlmondBrown_4.jpg,,,,(Y),(Y),(N),,,,,,"Almond,Vitamin E,Jojoba Oil",,,Cruelty-Free,Bullet,Vitamin E,,,,,,,,,,Matte,High Color Payoff,,Full Coverage,Regular,Matte,,,,,
EU00116486,RET,RET-13,RET-13-13,RET-13-13-14,RET-13-14-14-10,L.A. colors Perception Matte Liquid Lip Color CLG406,Maroon,Perception,3.5-4 ML,1,L.A colors,395,138,"Shade name:
Perception CLG406

What it is:
This Matte Liquid lip colour is a smooth, easy to apply liquid formula that dries to a super matte finish

What it does:
Long-wearing formula
Super-matte finish
Available in a variety of shades
Total shelf life in months: 24",,,1,Units,,"Supercom Net, BEAUTY 21 COSMETICS INC./2021/SOUTH ARCHIBALD AVENUE/ONTARIO/91761",United States of America,,,,,,,,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10L.AcolorsL.A.colorsPerceptionMatteLiquidLipColorCLG406_1.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10L.AcolorsL.A.colorsPerceptionMatteLiquidLipColorCLG406_2.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10L.AcolorsL.A.colorsPerceptionMatteLiquidLipColorCLG406_3.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10L.AcolorsL.A.colorsPerceptionMatteLiquidLipColorCLG406_4.jpg,,,,(Y),(Y),(N),,,,,,,,,Fragrance-Free,Liquid,,,,,,,,,,,Matte,Long Lasting,,Full Coverage,Regular,Matte,,,,,
EU00116487,RET,RET-13,RET-13-13,RET-13-13-14,RET-13-14-14-10,Set Of 5 Creme Matte Weightless Long-Lasting Lipstick - 3.5g Each,Purple,Magenta 05 - Wine Berry 06 - Roof Terracotta 07 - Peach 08 - Pansy Purple 11,15-20 ML,1,MI FASHION,995,596,Set Of 5 Creme Matte Weightless Long-Lasting Lipstick - 3.5g Each,,,5,Units,,"Global Hub, Viva Cosmetics, Building No C 1 to 8, Radheshyam Ind Complex,Asangaon,Thane,Maharashtra -421601",India,,,,,,,,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10MIFASHIONSetOf5CremeMatteWeightlessLong-LastingLipstick-3.5gEach_1.jpg,,,,,,,(Y),(Y),(N),,,,,,,,,Cruelty-Free,Bullet,,,,,Long Lasting,,,,,,Matte,Lightweight,,Full Coverage,Regular,"Creme,Matte",,,,,
EU00116488,RET,RET-13,RET-13-13,RET-13-13-14,RET-13-14-14-10,Matterrific Highly Pigmented Non-Drying Vegan Lipstick with Vitamin E- Date Night 128,Maroon,Date Night 128,4-5 ML,1,Plum,499,399,Matterrific Highly Pigmented Nourishing & Non-Drying Vegan Lipstick with Vitamin E - Date Night 128,,,1,Units,,"Pureplay skin sciences(INDIA) PRIVATE LIMITED, Maxima Solutions, Plot No. - 56, Sector - IIDC, IIE, SIDCUL, Pantnagar - 263153. District - Udham Singh Nagar, Uttarakhand. M. L. No.: 6/C/UA/2015",India,,,,,,,,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10PlumMatterrificHighlyPigmentedNon-DryingVeganLipstickwithVitaminE-DateNight128_1.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10PlumMatterrificHighlyPigmentedNon-DryingVeganLipstickwithVitaminE-DateNight128_2.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10PlumMatterrificHighlyPigmentedNon-DryingVeganLipstickwithVitaminE-DateNight128_3.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10PlumMatterrificHighlyPigmentedNon-DryingVeganLipstickwithVitaminE-DateNight128_4.jpg,,,,(Y),(Y),(N),,,,,,Vitamin E,,,Vegan,Bullet,"Vitamin E,Vegan",,,,,,,,,,Matte,Non-Drying,,Full Coverage,Regular,,,,,,
