Sku Code,L0 Domain,L1 Sub-Domain,L2 Category,L3 Sub-Category,L4 Product Enum-Code,Product name,Product Quantity,UOM,MRP,Price,Short Product Description,Long Product Description,SKU Code,Manufacturer,Country Of Origin,Customer Care Contact,Time to Ship,Returnable (Y/N),Cancellable (Y/N),COD Available (Y/N),Images,Images.1,Images.2,Images.3,Images.4,Images.5,Images.6,Images.7,Images.8,Images.9,Net Quantity,Brand,Pack Quantity,Pack Size,UPC/EAN,FSSAI no,Preservatives,Preservatives (details),Flavours & Spices,Ready to cook,Ready to eat,Rice grain type,Recommended Age ,Baby Weight,Absorption Duration (in Hrs),Scented/ Flavour,Herbal/ Ayurvedic,Theme/ Occasion Type,Hair Type,Mineral Source,Caffeine Content,Capacity,Ingredients,Usage,Marketed By,Nutritional Facts
EU00073898,RET,RET-10,RET-10-10,RET-10-10-10,RET-10-10-10-12,"Chicco Baby Moments - Talcum Powder, Rice Starch and Allantion, For Soothing Skin and Unclogged Pores, 75 g",75g,Grams,99,99,"A talcum powder made using natural Rich Starch that does not clog baby skin pores and creates a breathable layer for soothing and refreshing action on babies. Chicco baby moments Talcum Powder with natural Rice starch formula to protect baby's skin ensure soothing and refreshing skin

Contains Zinc oxide, alloantoin and castor oil to protect and repair rashes
Maintain the right degree of moisturisation of the skin
Does not clog skin pores
Creates a breathable layer on the skin to give correct
Ingredients of 100% vegetarian origin
No parabens,mineral oil,alcohol,Dyes,SLS,SLES,Colour etc.
Allergen-free fragrance
Dermatologically tested", , ,"Artsana India Private Limited, 7th Floor, Paras Twin Tower, Gurgaon",India,-,-,-,-,-,https://datalabs.siva3.io/images/Eunimart_groceries_30012296_4-chicco-talcum-powder-paraben-free.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_30012296-2_2-chicco-talcum-powder-paraben-free.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_30012296-3_2-chicco-talcum-powder-paraben-free.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_30012296-4_2-chicco-talcum-powder-paraben-free.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_30012296-5_2-chicco-talcum-powder-paraben-free.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_30012296-6_2-chicco-talcum-powder-paraben-free.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_30012296-7_2-chicco-talcum-powder-paraben-free.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_30012296-8_2-chicco-talcum-powder-paraben-free.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_30012296-9_2-chicco-talcum-powder-paraben-free.jpg,, ,Chicco,1,1,'8058664153176,, , , , , , , , , , , , , , , , ,,,"Artsana India Private Limited, 7th Floor, Paras Twin Tower, Gurgaon",
EU00073899,RET,RET-10,RET-10-10,RET-10-10-10,RET-10-10-10-12,"Chicco Baby Moments - Talcum Powder, Rice Starch and Allantion, For Soothing Skin and Unclogged Pores, 300 g",300g,Grams,299,299,"A talcum powder made using natural Rich Starch that does not clog baby skin pores and creates a breathable layer for soothing and refreshing action on babies. Chicco baby moments Talcum Powder with natural Rice starch formula to protect baby's skin ensure soothing and refreshing skin

Contains Zinc oxide, alloantoin and castor oil to protect and repair rashes
Maintain the right degree of moisturisation of the skin
Does not clog skin pores
Creates a breathable layer on the skin to give correct
Ingredients of 100% vegetarian origin
No parabens,mineral oil,alcohol,Dyes,SLS,SLES,Colour etc.
Allergen-free fragrance
Dermatologically tested", , ,"Artsana India Private Limited, 7th Floor, Paras Twin Tower, Gurgaon",India,-,-,-,-,-,https://datalabs.siva3.io/images/Eunimart_groceries_30012296_4-chicco-talcum-powder-paraben-free.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_30012296-2_2-chicco-talcum-powder-paraben-free.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_30012296-3_2-chicco-talcum-powder-paraben-free.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_30012296-4_2-chicco-talcum-powder-paraben-free.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_30012296-5_2-chicco-talcum-powder-paraben-free.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_30012296-6_2-chicco-talcum-powder-paraben-free.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_30012296-7_2-chicco-talcum-powder-paraben-free.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_30012296-8_2-chicco-talcum-powder-paraben-free.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_30012296-9_2-chicco-talcum-powder-paraben-free.jpg,, ,Chicco,1,1,'8058664153176,, , , , , , , , , , , , , , , , ,,,"Artsana India Private Limited, 7th Floor, Paras Twin Tower, Gurgaon",
EU00073900,RET,RET-10,RET-10-10,RET-10-10-10,RET-10-10-10-12,"Mamaearth Baby Oil - Soothing Massage, 0-5 years, 100 ml",100ML ,ML,299,257.5,Massaging your baby is a great way to help them gain mobility faster. Mamaearths soothing massage oil has sesame oil that helps in strengthening the muscles and improves your babys weight gain. Our massage oil also has sweet almond oil that moisturises the skin and gets easily absorbed into it. It also aids in repairing dry skin and improves skin complexion. Jojoba oil aids in minimising the chances of sun damage on your babys skin. Massaging your baby with this 100% natural and MadeSafe certified oil is the best form of love you can give to your baby., , ,"KAPCO INTERNATIONAL LTD, 1, Parwanoo Sector-3, Parwanoo, Himachal Pradesh 173220",India,-,-,-,-,-,https://datalabs.siva3.io/images/Eunimart_groceries_40102630_2-mamaearth-baby-oil-soothing-massage-0-5-years.jpg,,,,,,,,,, ,Mamaearth,1,1,'8906087770084,, , , , , , , , , , , , , , , , ,,"Massage into babys skin as often as needed, especially after bathing.",,
EU00073901,RET,RET-10,RET-10-10,RET-10-10-10,RET-10-10-10-12,"Mamaearth Baby Kit - Dusting Powder, Lotion and Hair Oil, Combo 3 Items",Combo 3 Items,Units,1147,1037.54,"Hi! I am Mamaearth Dusting Powder for Babies. I am 100% natural, talc-free, and dont clog the lungs. Organic and natural ingredients help the babys skin retain moisture while healing and preventing diaper rashes. Organic Oatmeal is a skin protectant. It prevents dry, itchy, and irritated skin by maintaining the skin's moisture barrier. Natural Corn Starch helps absorb extra moisture and is antimicrobial. I am safe for your baby as I am dermatologically tested and I contain no harmful chemicals like talc, SLS, Parabens, Phthalates, or artificial fragrances.
Your baby needs to be moisturised daily so that their skin remains soft and nourished. Mamaearths daily moisturising lotion helps keep your bundle of loved skin velvety soft and healthy. Ingredients like cocoa butter and shea butter in our lotion help moisturise and nourish their delicate skin. Jojoba oil aids in making your baby's skin soft and supple while Vitamin E and aloe vera help provide relief from the heat of the sun. You can trust Mamaearths lotion for your baby's needs as it is made with the best of ingredients from nature and comes with MadeSafe certification.
Oiling is essential to keep your babys hair soft and nourished. Frequent oiling provides moisture to the scalp and increases blood circulation. Considering that babies have delicate skin and scalp, choosing products that are specially formulated for them and are certified safe is the first step in offering them the right care.
Hi! I am Mamaearth Nourishing Hair Oil for Babies. I am 100% Natural, dermatologically tested, and MadeSafe Certified while being mild and non-sticky. Loaded with the natural goodness of Almond, Jojoba, and Sesame Oil, I nourish your baby's delicate scalp and help in better blood circulation. Vitamin E and Avocado Oil moisturizes hair from within while improving the texture. Coconut Oil not just makes the hair soft but also soothes the scalp and helps in getting rid of dandruff and cradle cap that babies sometimes are born with. Suitable for kids of all ages and all hair types, I am free of nasties such as Silicones, Parabens, Phthalates, Mineral Oils, Rancid Oils, etc.", , ,"SRS Industries (Unti-II),Khasra No.82 Shive Gunga INDl estate,Lakeshwari,Bhagwanput,The.Roorkee Dist.Haridwar.Uttarkhand-247667",India,-,-,-,-,-,https://datalabs.siva3.io/images/Eunimart_groceries_1214139_1-mamaearth-baby-kit-dusting-powder-lotion-and-hair-oil.jpg,,,,,,,,,, ,Mamaearth,3,1,'1214139,, , , , , , , , , , , , , , , , ,,,"Honasa Consumer Pvt Ltd ,Plot No.63, 4th Floor, Sector-44, Gurgaon, Sector-44, Gurgaon, Gurgaon, Haryana, 122003",
EU00073902,RET,RET-10,RET-10-10,RET-10-10-10,RET-10-10-10-12,"Bodyguard Plant Based Baby Laundry Liquid Detergent - 1 Ltr (Pouch) with Bio-Enzymes and Lemon Oil, 1 L (Pouch)",1L (Pouch),Litres,599,341.43,"Powerful cleaning baby laundry detergent that packs a punch of bio-enzymes and plant-based surfactants that leave the clothes thoroughly cleaned. This fabric cleaner maintains the fabric quality. Though tough on stains, it retains the fabric texture and colour. Made with lemon essential oil, the detergent offers the safest solution to wash baby clothes.", , ,"Aditya Renewtech llp, Plot no. 5, devam -3, industrial eastate, Santej, GIDC, Gujrat-382721",India,-,-,-,-,-,https://datalabs.siva3.io/images/Eunimart_groceries_40218502_1-bodyguard-baby-laundry-liquid-detergent-plant-based-with-bio-enzymes-lemon-oil.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_40218502-2_1-bodyguard-baby-laundry-liquid-detergent-plant-based-with-bio-enzymes-lemon-oil.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_40218502-3_1-bodyguard-baby-laundry-liquid-detergent-plant-based-with-bio-enzymes-lemon-oil.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_40218502-4_1-bodyguard-baby-laundry-liquid-detergent-plant-based-with-bio-enzymes-lemon-oil.jpg,,,,,,, ,Bodyguard,1,1,'8906103793066,, , , , , , , , , , , , , , , , ,,"Machine wash: 30 ml for 6 kg load (5 ml per kg).
Hand wash: 15 ml in 10 litres bucket","Sirona Hygiene Private Limited, Plot No.382, First Floor, 100 Feet Road, Ghitorni, New Delhi - Delhi - 110030",
EU00073903,RET,RET-10,RET-10-10,RET-10-10-10,RET-10-10-10-12,"Dabur Baby Wash - With No Harmful Chemicals and Tear Free Formula, 200 ml",200ML ,ML,165,132,"Dabur Baby Wash is enriched with baby loving ayurvedic herbs and it has been dermatologically tested to be mild and safe to be used for babies. Dabur Baby Wash's pH neutral formula is matched with baby's skin. The power of Chickpea, Coconut, Aloe vera and calendula extracts produces a rich creamy lather for skin that is clean, effectively moisturised, soft and mild. It is hypoallergenic, has a tear-free formula and is gentle and safe for use on newborn baby's skin. It also doesn't contain any harmful chemicals.", , ,"MG Sahani and Co Delhi Pvt Ltd., 30 Pharma City, Selaqui Industrial Area, Dehradun, Uttarakhand - 248197",India,-,-,-,-,-,https://datalabs.siva3.io/images/Eunimart_groceries_40202319_1-dabur-baby-wash-with-no-harmful-chemicals-tear-free-formula.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_40202319-2_1-dabur-baby-wash-with-no-harmful-chemicals-tear-free-formula.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_40202319-3_1-dabur-baby-wash-with-no-harmful-chemicals-tear-free-formula.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_40202319-4_1-dabur-baby-wash-with-no-harmful-chemicals-tear-free-formula.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_40202319-5_1-dabur-baby-wash-with-no-harmful-chemicals-tear-free-formula.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_40202319-6_1-dabur-baby-wash-with-no-harmful-chemicals-tear-free-formula.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_40202319-7_1-dabur-baby-wash-with-no-harmful-chemicals-tear-free-formula.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_40202319-8_1-dabur-baby-wash-with-no-harmful-chemicals-tear-free-formula.jpg,,, ,Dabur,1,1,'40202319,, , , , , , , , , , , , , , , , ,,,"Dabur India Ltd , 8/3 , Asaf Ali Road , New Delhi-110002",
EU00073904,RET,RET-10,RET-10-10,RET-10-10-10,RET-10-10-10-12,"Sebamed Sebamed Baby Bubble Bath |PH 5.5| Camomile|No tears Sugar based cleanser|Soap free, 200 ml",200ML ,ML,387,364,, , ,"MG Sahani and Co Delhi Pvt Ltd., 30 Pharma City, Selaqui Industrial Area, Dehradun, Uttarakhand - 248197",India,-,-,-,-,-,https://datalabs.siva3.io/images/Eunimart_groceries_40113205_2-sebamed-baby-bubble-bath.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_40113205-2_2-sebamed-baby-bubble-bath.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_40113205-3_2-sebamed-baby-bubble-bath.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_40113205-4_2-sebamed-baby-bubble-bath.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_40113205-5_2-sebamed-baby-bubble-bath.jpg,,,,,, ,Sebamed,1,1,'40202319,, , , , , , , , , , , , , , , , ,,,"Dabur India Ltd , 8/3 , Asaf Ali Road , New Delhi-110002",
EU00073905,RET,RET-10,RET-10-10,RET-10-10-10,RET-10-10-10-12,"Johnsons Baby Cottontouch Newborn Massage Oil, 100 ml",100ML ,ML,125,117.5,"Johnson's Baby CottonTouch Newborn Baby oil for massage to nourish and moisturize baby's sensitive skin. Designed to provide new babies with gentle care their skin needs. It is perfectly pH-balanced to baby's sensitive skin, keeps newborn skin soft, healthy and irritation-free. The ultra-light formula is hypoallergenic, free from parabens, sulfates and dyes. Clinically proven to be gentle and mild on newborns. Designed for zero irritation on a newborn's delicate skin. Suitable for infants from 0-6 months.", , ,"Johnson and Johnson Pvt. Ltd, V.P.O, Bhatoli Kalan, Tehsil Baddi, Dist. Solan, H.P - 173205, India",Korea,-,-,-,-,-,https://datalabs.siva3.io/images/Eunimart_groceries_40200712_2-johnsons-baby-cottontouch-newborn-massage-oil.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_40200712-2_2-johnsons-baby-cottontouch-newborn-massage-oil.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_40200712-3_1-johnsons-baby-cottontouch-newborn-massage-oil.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_40200712-4_1-johnsons-baby-cottontouch-newborn-massage-oil.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_40200712-5_1-johnsons-baby-cottontouch-newborn-massage-oil.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_40200712-6_1-johnsons-baby-cottontouch-newborn-massage-oil.jpg,,,,, ,Johnsons,1,1,'40200712,, , , , , , , , , , , , , , , , ,"Helianthus Annuus (Sunflower) Seed Oil, Cocos Nucifera (Coconut) Oil, Gossypium Herbaceum (Cotton) Seed Oil, Fragrance, Tocopheryl Acetate",Remove safety seal to open. Apply gently over the  entire body.,"Johnson and Johnson Pvt. Ltd, V.P.O, Bhatoli Kalan, Tehsil Baddi, Dist. Solan, H.P - 173205, India",
EU00073906,RET,RET-10,RET-10-10,RET-10-10-10,RET-10-10-10-12,"Softsens Baby Natural Bar - CT, 3 x 100g",3x100g,Grams,186,186,"Say goodbye to dry patches, rough skin and eczema that can make your baby uncomfortable, itchy and cranky! Softsens Baby Natural Bar soap is an ultra-mild, paraben-free, deeply nourishing baby bar soap, which will give dry and dehydrated skin soothing relief. It is formulated with the goodness of rich natural emollients like almond oil and pure honey that gently cleanse, nourish and hydrate your babys delicate skin and lock in moisture, leaving behind perfectly soft and smooth, freshly scented skin, and a happy delighted baby!", , ,"India  Manufacture and Marketed by: Softsense Baby India, 109, Sion East, Sion, Mumbai, Maharashtra 400022",India,-,-,-,-,-,https://datalabs.siva3.io/images/Eunimart_groceries_40186803_1-softsens-baby-natural-bar-ct.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_40186803-2_1-softsens-baby-natural-bar-ct.jpg,,,,,,,,, ,Softsens,3,1,'8906085000336,, , , , , , , , , , , , , , , , ,,Apply gently on your baby skin and then rinse off with water.,"Softsense Baby India, 109, Sion East, Sion, Mumbai, Maharashtra 400022",
EU00073907,RET,RET-10,RET-10-10,RET-10-10-10,RET-10-10-10-12,"Mamaearth Baby Lotion - Mineral Based Sunscreen, 0-5 years, 100 ml",100ML ,ML,299,275.08,"Exploring their environment is the first way how a baby is able to understand its surroundings. Mamaearths mineral based sunscreen can help your baby take its first steps into the big world by giving them the sun protection they need. Our sunscreen has the best mineral, Zinc oxide with an SPF level of 20 which makes it the best form of sun protection your baby can get. It provides a waterproof layer of safety which protects the skin from any kind of damage from the harmful UVA and UVB rays. Cocoa and shea butter in our sunscreen moisturises your little ones skin while Aloe Vera extracts help the skin soothe. Our mineral based sunscreen allows your baby to have a fun-filled day full of protection while splashing about in the water. Mamaearths sunscreen comes with a Made Safe Certification and hence is the best sun protection you could choose for your baby.", , ,"KAPCO INTERNATIONAL LTD, 1, Parwanoo Sector-3, Parwanoo, Himachal Pradesh 173220",India,-,-,-,-,-,https://datalabs.siva3.io/images/Eunimart_groceries_40102627_2-mamaearth-baby-lotion-mineral-based-sunscreen-0-5-years.jpg,,,,,,,,,, ,Mamaearth,1,1,'468661777006,, , , , , , , , , , , , , , , , ,,Apply on exposed skin before taking the baby out in sun or swimming. Protection lasts for two hours. Do not apply on wounds.,,
EU00073908,RET,RET-10,RET-10-10,RET-10-10-10,RET-10-10-10-12,"Dabur Baby Oil - Non - Sticky Massage Oil With No Harmful Chemicals, 200 ml",200ML ,ML,225,180,"Dabur Baby Oil daily nourishing massage oil is enriched with baby loving ayurvedic herbs. It has the power of Jojoba, Olive and Almond to provide nourishment and strength to your baby's skin without any harmful chemicals. It is dermatologically tested, hypoallergenic and mildness tested to ensure nourishment without compromising on the safety of your baby.", , ,"Dabur India Limited, Village Manakpur, Tehsil Baddi, Distt. Solan, Himachal Pradesh - 174101",India,-,-,-,-,-,https://datalabs.siva3.io/images/Eunimart_groceries_40202325_1-dabur-baby-oil-non-sticky-massage-oil-with-no-harmful-chemicals.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_40202325-2_1-dabur-baby-oil-non-sticky-massage-oil-with-no-harmful-chemicals.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_40202325-3_1-dabur-baby-oil-non-sticky-massage-oil-with-no-harmful-chemicals.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_40202325-4_1-dabur-baby-oil-non-sticky-massage-oil-with-no-harmful-chemicals.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_40202325-5_1-dabur-baby-oil-non-sticky-massage-oil-with-no-harmful-chemicals.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_40202325-6_1-dabur-baby-oil-non-sticky-massage-oil-with-no-harmful-chemicals.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_40202325-7_1-dabur-baby-oil-non-sticky-massage-oil-with-no-harmful-chemicals.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_40202325-8_1-dabur-baby-oil-non-sticky-massage-oil-with-no-harmful-chemicals.jpg,,, ,Dabur,1,1,'40202325,, , , , , , , , , , , , , , , , ,,,"Dabur India Ltd , 8/3 , Asaf Ali Road , New Delhi-110002",
EU00073909,RET,RET-10,RET-10-10,RET-10-10-10,RET-10-10-10-12,"Chicco Baby Moments - Shampoo, Calendula and Hibiscus, For Tangle Free Nourished Hair and Scalp, 500 ml",500ML ,ML,529,486.68,"Chicco Baby Moments No-tears Shampoo comes with the goodness of Pot Marigold and Glycerine that prevents tangling of hair and retains moisture-level of the scalp thereby keeping the babys scalp hydrated. The shampoo deeply nourishes and cleanses the babys hair making it soft and smooth with every use. The isolacrymal neutral pH does not irritate the eyes and the absence of parabens, colours, dyes, SLS and SLES guarantees extra care for the newborns. Moreover, it is dermatologically tested on the sensitive scalp making it completely safe for baby's hair from day one.", , ,"Artsana India Private Limited, 7th Floor, Paras Twin Tower, Gurgaon",India,-,-,-,-,-,https://datalabs.siva3.io/images/Eunimart_groceries_30012400_4-chicco-baby-moments-no-tears-shampoo.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_30012400-2_3-chicco-baby-moments-no-tears-shampoo.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_30012400-3_3-chicco-baby-moments-no-tears-shampoo.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_30012400-4_3-chicco-baby-moments-no-tears-shampoo.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_30012400-5_3-chicco-baby-moments-no-tears-shampoo.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_30012400-6_3-chicco-baby-moments-no-tears-shampoo.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_30012400-7_3-chicco-baby-moments-no-tears-shampoo.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_30012400-8_2-chicco-baby-moments-no-tears-shampoo.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_30012400-9_2-chicco-baby-moments-no-tears-shampoo.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_30012400-10_1-chicco-baby-moments-no-tears-shampoo.jpg, ,Chicco,1,1,'300124,, , , , , , , , , , , , , , , , ,,"Pump out the required amount onto your hands. Moisten with water and apply it to the babyâs hair.
Gently massage for conditioning and cleansing of babyâs hair.","Artsana India Private Limited, 7th Floor, Paras Twin Tower, Gurgaon",
EU00073910,RET,RET-10,RET-10-10,RET-10-10-10,RET-10-10-10-12,"Chicco Baby Moments - Shampoo, Calendula and Hibiscus, For Tangle Free Nourished Hair and Scalp, 100 ml",100ML ,ML,139,139,"Chicco Baby Moments No-tears Shampoo comes with the goodness of Pot Marigold and Glycerine that prevents tangling of hair and retains moisture-level of the scalp thereby keeping the babys scalp hydrated. The shampoo deeply nourishes and cleanses the babys hair making it soft and smooth with every use. The isolacrymal neutral pH does not irritate the eyes and the absence of parabens, colours, dyes, SLS and SLES guarantees extra care for the newborns. Moreover, it is dermatologically tested on the sensitive scalp making it completely safe for baby's hair from day one.", , ,"Artsana India Private Limited, 7th Floor, Paras Twin Tower, Gurgaon",India,-,-,-,-,-,https://datalabs.siva3.io/images/Eunimart_groceries_30012400_4-chicco-baby-moments-no-tears-shampoo.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_30012400-2_3-chicco-baby-moments-no-tears-shampoo.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_30012400-3_3-chicco-baby-moments-no-tears-shampoo.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_30012400-4_3-chicco-baby-moments-no-tears-shampoo.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_30012400-5_3-chicco-baby-moments-no-tears-shampoo.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_30012400-6_3-chicco-baby-moments-no-tears-shampoo.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_30012400-7_3-chicco-baby-moments-no-tears-shampoo.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_30012400-8_2-chicco-baby-moments-no-tears-shampoo.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_30012400-9_2-chicco-baby-moments-no-tears-shampoo.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_30012400-10_1-chicco-baby-moments-no-tears-shampoo.jpg, ,Chicco,1,1,'300124,, , , , , , , , , , , , , , , , ,,"Pump out the required amount onto your hands. Moisten with water and apply it to the babyâs hair.
Gently massage for conditioning and cleansing of babyâs hair.","Artsana India Private Limited, 7th Floor, Paras Twin Tower, Gurgaon",
EU00073911,RET,RET-10,RET-10-10,RET-10-10-10,RET-10-10-10-12,"Chicco Baby Moments - Shampoo, Calendula and Hibiscus, For Tangle Free Nourished Hair and Scalp, 200 ml",200ML ,ML,249,249,"Chicco Baby Moments No-tears Shampoo comes with the goodness of Pot Marigold and Glycerine that prevents tangling of hair and retains moisture-level of the scalp thereby keeping the babys scalp hydrated. The shampoo deeply nourishes and cleanses the babys hair making it soft and smooth with every use. The isolacrymal neutral pH does not irritate the eyes and the absence of parabens, colours, dyes, SLS and SLES guarantees extra care for the newborns. Moreover, it is dermatologically tested on the sensitive scalp making it completely safe for baby's hair from day one.", , ,"Artsana India Private Limited, 7th Floor, Paras Twin Tower, Gurgaon",India,-,-,-,-,-,https://datalabs.siva3.io/images/Eunimart_groceries_30012400_4-chicco-baby-moments-no-tears-shampoo.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_30012400-2_3-chicco-baby-moments-no-tears-shampoo.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_30012400-3_3-chicco-baby-moments-no-tears-shampoo.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_30012400-4_3-chicco-baby-moments-no-tears-shampoo.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_30012400-5_3-chicco-baby-moments-no-tears-shampoo.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_30012400-6_3-chicco-baby-moments-no-tears-shampoo.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_30012400-7_3-chicco-baby-moments-no-tears-shampoo.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_30012400-8_2-chicco-baby-moments-no-tears-shampoo.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_30012400-9_2-chicco-baby-moments-no-tears-shampoo.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_30012400-10_1-chicco-baby-moments-no-tears-shampoo.jpg, ,Chicco,1,1,'300124,, , , , , , , , , , , , , , , , ,,"Pump out the required amount onto your hands. Moisten with water and apply it to the babyâs hair.
Gently massage for conditioning and cleansing of babyâs hair.","Artsana India Private Limited, 7th Floor, Paras Twin Tower, Gurgaon",
EU00073912,RET,RET-10,RET-10-10,RET-10-10-10,RET-10-10-10-12,"Baby Dove Rich Moisture Hypoallergenic Wash - Sensitive Care, Natural, No Parabens, 400 ml",400ML ,ML,400,320,"Did you know that your babys skin is 30% thinner than adult skin and hence loses moisture up to 5 times faster after every wash! Thats why we believe the best soap for babies is one thats as gentle as can be. We created Baby Dove Rich Moisture Hypoallergenic Baby Wash to help give your little one the delicate skincare they deserve, from tip to toe. Made with 100% skin-natural nutrients*, our Baby Dove Rich Moisture Tip-To-Toe baby wash is specially formulated to be mild and gentle â perfect if youre looking for a new-borns first bath. Not only does this hypoallergenic soap gently cleanse, but its also made with a prebiotic moisturizer to support the natural health of your babys skin. With a rich, creamy lather too, its just the thing to start or end the day with a dose of care. Why choose Baby Dove?
â¢ 100% skin-natural nutrients* help baby skin retain its natural moisture.
â¢ Hypoallergenic formula thats as gentle as water your newborns first bath.
â¢ Tear-free and pH neutral to baby skin
â¢ Free from dyes, parabens, phthalates and sulphates.
â¢ Made with prebiotic moisturizer to support baby skins natural health
â¢ Mild fragrance specially developed for babies â¢ Paediatrician approved, safe for new-born.
â¢ Made from 100% recyclable plastic â¢ Certified cruelty-free by PETA *Our nutrients are identical to those naturally found in skin", , ,"Hindustan Unilever Ltd, Unit 4 , Plot No 1, Sector 1A, I.I.E Ranipur, Haridwar, Uttarakhand. PIN 249403 M 4/C/UA/2007",India,-,-,-,-,-,https://datalabs.siva3.io/images/Eunimart_groceries_40120486_5-baby-dove-rich-moisture-hair-to-toe-baby-wash.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_40120486-2_7-baby-dove-rich-moisture-hair-to-toe-baby-wash.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_40120486-3_6-baby-dove-rich-moisture-hair-to-toe-baby-wash.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_40120486-4_6-baby-dove-rich-moisture-hair-to-toe-baby-wash.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_40120486-5_6-baby-dove-rich-moisture-hair-to-toe-baby-wash.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_40120486-6_6-baby-dove-rich-moisture-hair-to-toe-baby-wash.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_40120486-7_6-baby-dove-rich-moisture-hair-to-toe-baby-wash.jpg,,,, ,Baby Dove,1,1,'8901030844805,, , , , , , , , , , , , , , , , ,,"Wet your babyâs hair and skin with warm water and gently apply this baby wash in circular motions before rinsing. Its mild formula is suitable for use on your babyâs face, body and hair. A gentle soap for newborn baby skin, its tear-free formula will help you embrace the fun of bath time. Follow with Baby Dove Rich Moisture Hypoallergenic Lotion to lock in extra moisture.","Hindustan Unilever Ltd, Unilever House, B D Sawant Marg, Chakala Andheri East - 400099",
