Eunimart Ref ID,L0 Domain,L1 Sub-Domain,L2 Category,L3 Sub-Category,L4 Product Enum-Code,Product Name,Colour,Size,Qty,Brand Name,MRP,Selling Price,Short Product Description,Long Description,SKU Code,Pack Qty,Pack Qty Unit of Measurement,Material / Content,Manufacturer Name & Address,Country of Origin,Customer Care Contact,Care Instructions,Time to ship,Cancellable (Y/N),Returnable (Y/N),Replaceable (Y/N),COD Available,Image,Image.1,Image.2,Image.3,Gross Weight,Gross Weight Unit of Measurement,Length x Breadth x Height (Cubic Cm.),Fragile (Y/N),Liquid (Y/N),Hazardous (Y/N),GTIN,HSN,EAN,Gender,Concern,Ingredient,Conscious,Pack Size,Preference,Formulation,Skin Type,Age Group,Occasion,Fragrance Family,Hair Type,Top Note,Middle Note,Product Code,Product Link,Strength,Sustainable,Type,Benefit,Warranty,Jewellery Type,Pattern,Extension Type,Extension Colour,Finish,Coverage,Skin Tone,SPF,Bristle Type,Brush Type,Flavour
EU00004004,RET,RET-13,RET-13-12,RET-13-12-11,RET-13-12-11-15,Men Encre Noire Sport Eau De Toilette 100 ml,Lavender,75-100 ML,1,Lalique,7550,5285,"Lalique Men Encre Noire Sport Eau De Toilette Pour Homme
Top notes are grapefruit, bergamot and nutmeg
Middle notes are cypress, lavender and watery notes
Base notes are bourbon vetiver, haitian vetiver, cashmere wood and musk",,,1,Units,,"BEAUTY IMPEX PRIVATE LIMITED, Lalique Encre Noire Sport Edt 100ml,LALIQUE PARFUMES,11, RUE ROYALE, 75008 PARIS-FRANCE",France,,,,,(N),(N),,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15LaliqueMenEncreNoireSportEauDeToilette100ml_1.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15LaliqueMenEncreNoireSportEauDeToilette100ml_2.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15LaliqueMenEncreNoireSportEauDeToilette100ml_3.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15LaliqueMenEncreNoireSportEauDeToilette100ml_4.jpg,,,,(Y),(Y),(N),,,,Male,,"Lavender,Vetiver,Grapefruit",,,Night Time Fragrance,Spray,,,,Woody,,Woody,Woody,1925315,https://www.myntra.com/perfume-and-body-mist/lalique/lalique-men-encre-noire-sport-eau-de-toilette-100-ml/1925315/buy,Medium,Regular,,,,,,,,,,,,,,
EU00004005,RET,RET-13,RET-13-12,RET-13-12-11,RET-13-12-11-15,Men Endless Night Eau De Toilette 100 ml,,75-100 ML,1,Playboy,949,949,Playboy Endless Night Eau De Toilette,,,1,Units,,"Omnitech Retail, Coty,14 Rue Du 4 Septembre, 750002 Paris, France",France,,,,,(N),(N),,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15PlayboyMenEndlessNightEauDeToilette100ml_1.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15PlayboyMenEndlessNightEauDeToilette100ml_2.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15PlayboyMenEndlessNightEauDeToilette100ml_3.jpg,,,,,(Y),(Y),(N),,,,Male,,,,,Night Time Fragrance,Spray,,,,Woody,,Woody,Woody,4928220,https://www.myntra.com/perfume-and-body-mist/playboy/playboy-men-endless-night-eau-de-toilette-100-ml/4928220/buy,Medium,Regular,,,,,,,,,,,,,,
EU00004006,RET,RET-13,RET-13-12,RET-13-12-11,RET-13-12-11-15,Men Enzo Homme Eau De Parfum - 100ML,,75-100 ML,1,FLAVIA,1200,1080,FLAVIA Men Enzo Homme Eau De Parfum - 100ML,,,1,Units,,"Multi Import, STERLING PERFUMES Industries LLC - P.O. Box: 40769. Dubai-U.A.E",Saudi Arabia,,,,,(N),(N),,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15FLAVIAMenEnzoHommeEauDeParfum-100ML_1.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15FLAVIAMenEnzoHommeEauDeParfum-100ML_2.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15FLAVIAMenEnzoHommeEauDeParfum-100ML_3.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15FLAVIAMenEnzoHommeEauDeParfum-100ML_4.jpg,,,,(Y),(Y),(N),,,,Male,,,,,Natural,Spray,,,,Fresh,,Fresh,Floral,16784060,https://www.myntra.com/perfume-and-body-mist/flavia/flavia-men-enzo-homme-eau-de-parfum---100ml/16784060/buy,Medium,Regular,,,,,,,,,,,,,,
EU00004007,RET,RET-13,RET-13-12,RET-13-12-11,RET-13-12-11-15,Men Equus Pour Homme Eau De Parfum Natural Spray - 75 ml,,70-80 ML,1,Lalique,6400,4480,Men Equus Pour Homme Eau De Parfum Natural Spray,,,1,Units,,"BEAUTY IMPEX PRIVATE LIMITED, LALIQUE PARFUMES,11, RUE ROYALE, 75008 PARIS-FRANCE",France,,,,,(N),(N),,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15LaliqueMenEquusPourHommeEauDeParfumNaturalSpray-75ml_1.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15LaliqueMenEquusPourHommeEauDeParfumNaturalSpray-75ml_2.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15LaliqueMenEquusPourHommeEauDeParfumNaturalSpray-75ml_3.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15LaliqueMenEquusPourHommeEauDeParfumNaturalSpray-75ml_4.jpg,,,,(Y),(Y),(N),,,,Male,,,,,Daytime Fragrance,Spray,Natural,,,Woody,,Fruity,Woody,19284074,https://www.myntra.com/perfume-and-body-mist/lalique/lalique-men-equus-pour-homme-eau-de-parfum-natural-spray---75-ml/19284074/buy,Strong,Regular,,,,,,,,Natural,Natural,,,,,
EU00004008,RET,RET-13,RET-13-12,RET-13-12-11,RET-13-12-11-15,Men Era Eau de Toilette - 100ml,,100ml,1,JAGUAR,3600,2700,Men Era Eau de Toilette,,,1,Units,,"BEAUTY IMPEX PRIVATE LIMITED, Jaguar ERA Eau de Toilette 100ml",France,,,,,(N),(N),,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15JAGUARMenEraEaudeToilette-100ml_1.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15JAGUARMenEraEaudeToilette-100ml_2.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15JAGUARMenEraEaudeToilette-100ml_3.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15JAGUARMenEraEaudeToilette-100ml_4.jpg,,,,(Y),(Y),(N),,,,Male,,,,,Daytime Fragrance,Spray,,,,Woody,,Fruity,Warm and Spicy,18340032,https://www.myntra.com/perfume-and-body-mist/jaguar/jaguar-men-era-eau-de-toilette---60-ml/18340034/buy,Medium,Regular,,,,,,,,,,,,,,
EU00004009,RET,RET-13,RET-13-12,RET-13-12-11,RET-13-12-11-15,Men Era Eau de Toilette - 60 ml,,50-75 ML,1,JAGUAR,2400,1800,Men Era Eau de Toilette,,,1,Units,,"BEAUTY IMPEX PRIVATE LIMITED, Jaguar ERA Eau de Toilette 60ml",France,,,,,(N),(N),,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15JAGUARMenEraEaudeToilette-60ml_1.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15JAGUARMenEraEaudeToilette-60ml_2.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15JAGUARMenEraEaudeToilette-60ml_3.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15JAGUARMenEraEaudeToilette-60ml_4.jpg,,,,(Y),(Y),(N),,,,Male,,,,,Daytime Fragrance,Spray,,,,Woody,,Fruity,Warm and Spicy,18340034,https://www.myntra.com/perfume-and-body-mist/jaguar/jaguar-men-era-eau-de-toilette---60-ml/18340034/buy,Medium,Regular,,,,,,,,,,,,,,
EU00004010,RET,RET-13,RET-13-12,RET-13-12-11,RET-13-12-11-15,Men Era Eau de Toilette - 60ml,,60ml,1,JAGUAR,2400,1800,Men Era Eau de Toilette,,,1,Units,,"BEAUTY IMPEX PRIVATE LIMITED, Jaguar ERA Eau de Toilette 60ml",France,,,,,(N),(N),,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15JAGUARMenEraEaudeToilette-60ml_1.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15JAGUARMenEraEaudeToilette-60ml_2.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15JAGUARMenEraEaudeToilette-60ml_3.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15JAGUARMenEraEaudeToilette-60ml_4.jpg,,,,(Y),(Y),(N),,,,Male,,,,,Daytime Fragrance,Spray,,,,Woody,,Fruity,Warm and Spicy,18340034,https://www.myntra.com/perfume-and-body-mist/jaguar/jaguar-men-era-eau-de-toilette---100-ml/18340032/buy,Medium,Regular,,,,,,,,,,,,,,
EU00004011,RET,RET-13,RET-13-12,RET-13-12-11,RET-13-12-11-15,Men Eros Flame Eau De Parfum Natural Spray 50 ml,,25-50 ML,1,Versace,6900,6210,Eros Flame Eau De Parfum Natural Spray,,,1,Units,,"Flashtech Retail, -",Italy,,,,,(N),(N),,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15VersaceMenErosFlameEauDeParfumNaturalSpray50ml_1.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15VersaceMenErosFlameEauDeParfumNaturalSpray50ml_2.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15VersaceMenErosFlameEauDeParfumNaturalSpray50ml_3.jpg,,,,,(Y),(Y),(N),,,,Male,,,,,Daytime Fragrance,Spray,Natural,,,Fresh,,Fruity,Woody,10287225,https://www.myntra.com/perfume-and-body-mist/versace/versace-men-eros-flame-eau-de-parfum-natural-spray-50-ml/10287225/buy,Mild,Regular,,,,,,,,Natural,Natural,,,,,
EU00004012,RET,RET-13,RET-13-12,RET-13-12-11,RET-13-12-11-15,Men Eros Pour Homme Natural Spray Eau De Parfum 50 ml,,25-50 ML,1,Versace,6900,6210,Eros Pour Homme Natural Spray Eau De Parfum,,,1,Units,,"Flashtech Retail, -",Italy,,,,,(N),(N),,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15VersaceMenErosPourHommeNaturalSprayEauDeParfum50ml_1.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15VersaceMenErosPourHommeNaturalSprayEauDeParfum50ml_2.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15VersaceMenErosPourHommeNaturalSprayEauDeParfum50ml_3.jpg,,,,,(Y),(Y),(N),,,,Male,,,,,Night Time Fragrance,Spray,Natural,,,Woody,,Woody,Oriental,14675762,https://www.myntra.com/perfume-and-body-mist/versace/versace-men-eros-pour-homme-natural-spray-eau-de-parfum-50-ml/14675762/buy,Strong,Regular,,,,,,,,Natural,Natural,,,,,
EU00004013,RET,RET-13,RET-13-12,RET-13-12-11,RET-13-12-11-15,Men Escape Eau De Toilette 100ml,,75-100 ML,1,HRX,1900,1900,Escape Men Eau de Toilette 100ml,,,1,Units,,"Flashstar Commerce, Floressence Perfumes Pvt Ltd , Gate No. 172, Daravli Village , Taluka Mulshi, Pune -412108 , Marketed By BACCAROSE Perfumes & Beauty Products Ltd",India,,,,,(N),(N),,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15HRXMenEscapeEauDeToilette100ml_1.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15HRXMenEscapeEauDeToilette100ml_2.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15HRXMenEscapeEauDeToilette100ml_3.jpg,,,,,(Y),(Y),(N),,,,Male,,,,,Daytime Fragrance,Liquid,,,,Fresh,,Fruity,Floral,20860408,https://www.myntra.com/perfume-and-body-mist/hrx/hrx-men-escape-eau-de-toilette-100ml/20860408/buy,Medium,Regular,,,,,,,,,,,,,,
EU00004014,RET,RET-13,RET-13-12,RET-13-12-11,RET-13-12-11-15,Men Essence Eau De Toilette 75 ml,,50-75 ML,1,DAVID BECKHAM,3050,1830,"DAVID BECKHAM Essence Eau De Toilette
Medium strength
Lasts for 2-3 hours
Fruity fragrance",,,1,Units,,"BEAUTY IMPEX PRIVATE LIMITED, David Beckham Essence Edt 75ml,Coty 14, Rue Du 4 Septembre, 75002, Paris, France",France,,,,,(N),(N),,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15DAVIDBECKHAMMenEssenceEauDeToilette75ml_1.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15DAVIDBECKHAMMenEssenceEauDeToilette75ml_2.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15DAVIDBECKHAMMenEssenceEauDeToilette75ml_3.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15DAVIDBECKHAMMenEssenceEauDeToilette75ml_4.jpg,,,,(Y),(Y),(N),,,,Male,,,,,Daytime Fragrance,Spray,,,,Fresh,,Fresh,Fresh,1925328,https://www.myntra.com/perfume-and-body-mist/david-beckham/david-beckham-men-essence-eau-de-toilette-75-ml/1925328/buy,Medium,Regular,,,,,,,,,,,,,,
EU00004015,RET,RET-13,RET-13-12,RET-13-12-11,RET-13-12-11-15,Men Essential Eau De Toilette 125ml,"Skin,Black",125ml,1,Lacoste,5350,5350,"What it is:
LACOSTE Essential is a smooth and masculine fragrance that is characterised by its values of freedom, enjoyment and relaxation

What it does:
From the office to the gym, this fragrance stays fresh throughout your busiest day. Lacoste Essential's Time-Release Technology empowers this uplifting, fresh, fruity scent to be reanimtaed on the skin, long after the first time it is sprayed. Freshness remains all day long

Notes:
Top Note: Woody
Heart Note: Aquatic Citrus, Tangerine, Bergamot, Tomato Leaves, Cassis
Base Note: Spicy Floral, Black Pepper, Rose",,,1,Units,,"TIRUPATI BIZ LINK LLP, -",United States of America,,,,,(N),(N),,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15LacosteMenEssentialEauDeToilette125ml_1.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15LacosteMenEssentialEauDeToilette125ml_2.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15LacosteMenEssentialEauDeToilette125ml_3.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15LacosteMenEssentialEauDeToilette125ml_4.jpg,,,,(Y),(Y),(N),,,,Male,,Rose,,,,,,,Day,Fresh,,,,10266123,https://www.myntra.com/perfume-and-body-mist/lacoste/lacoste-men-essential-eau-de-toilette-125ml/10266123/buy,Mild,,Perfume,,,,Floral,,,,,,,,,
EU00004016,RET,RET-13,RET-13-12,RET-13-12-11,RET-13-12-11-15,Men Essential Eau De Toilette 75ml,"Skin,Black",75ml,1,Lacoste,4050,4050,"What it is?
LACOSTE Essential is a smooth and masculine fragrance that is characterised by its values of freedom, enjoyment and relaxation. From the office to the gym, this fragrance stays fresh throughout your busiest day. Lacoste Essential's Time-Release Technology empowers this uplifting, fresh, fruity scent to be reanimtaed on the skin, long after the first time it is sprayed. Freshness remains all day long. 

Notes:
Top Note: Woody
Heart Note: Aquatic Citrus, Tangerine, Bergamot, Tomato Leaves, Cassis
Base Note: Spicy Floral, Black Pepper, Rose",,,1,Units,,"TIRUPATI BIZ LINK LLP, BACCAROSE Perfumes & Beauty Products Ltd, 6th Floor, 66, Maker Chamber VI, Nariman Point, Mumbai- 400021 Contact Number 1800220949",United States of America,,,,,(N),(N),,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15LacosteMenEssentialEauDeToilette75ml_1.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15LacosteMenEssentialEauDeToilette75ml_2.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15LacosteMenEssentialEauDeToilette75ml_3.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15LacosteMenEssentialEauDeToilette75ml_4.jpg,,,,(Y),(Y),(N),,,,Male,,Rose,,,Daytime Fragrance,Spray,,,Day,Fresh,,Fresh,Fresh,10240221,https://www.myntra.com/perfume-and-body-mist/lacoste/lacoste-men-essential-eau-de-toilette-125ml/10266123/buy,Mild,Regular,,,,,Floral,,,,,,,,,
EU00004017,RET,RET-13,RET-13-12,RET-13-12-11,RET-13-12-11-15,Men Esteem Eau de Parfum 100 ml,,75-100 ML,1,Denver,525,341,"What it is:
Esteem Eau de Parfum

What it does:
It drives away the foul body odor, refreshing you.
This deodorant protects you from odor causing germs.
This aromatic flavor invigorates your senses making you feel vibrant.
This perfume is a perfect all time wear for all the rough men.
How to use:
Lightly spray over neck and wrist",,,1,Units,,"VANESA CARE PRIVATE LIMITED, Vanesa Cosmetics Pvt. Ltd. Barota Industrial Area, Distt. Sonepat, Haryana, 131104",India,,,,,(N),(N),,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15DenverMenEsteemEaudeParfum100ml_1.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15DenverMenEsteemEaudeParfum100ml_2.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15DenverMenEsteemEaudeParfum100ml_3.jpg,,,,,(Y),(Y),(N),,,,Male,,,,,Daytime Fragrance,Spray,,,,Fresh,,Fresh,Fresh,4374572,https://www.myntra.com/perfume-and-body-mist/denver/denver-men-esteem-eau-de-parfum-100-ml/4374572/buy,Medium,Regular,,,,,,,,,,,,,,
EU00004018,RET,RET-13,RET-13-12,RET-13-12-11,RET-13-12-11-15,Men Eternity Eau de Parfum 100 ml,,75-100 ML,1,Calvin Klein,5750,5750,"What it is:
Eternity Eau de Parfum

What it does:
Refined and sophisticated, ETERNITY Calvin Klein Eau de Parfum celebrates the concepts of modern masculinity.
A new woody note reinvents the original fougre scent, providing crisp freshness with a powerful yet elegant trail.
Fragrance Notes:
Top Notes: Sage, Ozonic Notes, Pamplezest, Apple
Middle Notes: Geranium, Majestic Cypress,Nutmeg, Lavandin
Base Notes: Suede Note, Orris, Vetiver, Ambergris, Cypriol
About the brand:
As one of the world's leading lifestyle brands, Calvin Klein is synonymous with streamlined style. Everything the label creates - clothing, accessories, home design - becomes a timeless classic. Their award-winning fragrances are no exception. With an oeuvre of famous eaus that continue to redefine the world of perfume, Calvin Klein's uncomplicated offerings have become beauty icons in both sight and smell.",,,1,Units,,"Flashtech Retail, Fragrance Production, Z.I. Edmond Poillot, B.P. 855, F-28011 Chartres, Pincode - 28085, FRANCE",France,,,,,(N),(N),,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15CalvinKleinMenEternityEaudeParfum100ml_1.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15CalvinKleinMenEternityEaudeParfum100ml_2.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15CalvinKleinMenEternityEaudeParfum100ml_3.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15CalvinKleinMenEternityEaudeParfum100ml_4.jpg,,,,(Y),(Y),(N),,,,Male,,"Vetiver,Geranium",,,,Spray,,,,Woody,,Fresh,Fresh,11494340,https://www.myntra.com/perfume-and-body-mist/calvin-klein/calvin-klein-men-eternity-eau-de-parfum-100-ml/11494340/buy,Mild,Regular,Perfume,,,,Brand,,,,,,,,,
EU00004019,RET,RET-13,RET-13-12,RET-13-12-11,RET-13-12-11-15,Men Eternity Eau De Toilette Perfume,"Lavender,Orange",25-50 ML,1,Calvin Klein,4600,4600,"Calvin Klein Eternity Eau De Toilette Perfume
Top notes are lavender, mandarin orange, bergamot and lemon
Heart notes are coriander, lily, orange blossom, juniper berries, basil, jasmine, sage, lily-of-the-valley and geranium
Base notes are sandalwood, amber, musk, vetiver and Brazilian rosewood",,,1,Units,,"Flashtech Retail, 2ND FLOOR, 201, ACKRUTI STAR, CENTRAL ROAD,MIDC, ANDHERI -EAST, Mumbai City, Maharashtra, 400093",France,,,,,(N),(N),,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15CalvinKleinMenEternityEauDeToilettePerfume_1.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15CalvinKleinMenEternityEauDeToilettePerfume_2.jpg,,,,,,(Y),(Y),(N),,,,Male,,"Lavender,Lemon,Vetiver,Geranium,Sandalwood,Orange,Jasmine,Basil",,,,,,,,Floral,,,,93159,https://www.myntra.com/perfume-and-body-mist/calvin-klein/calvin-klein-men-eternity-eau-de-toilette-perfume/93159/buy,Strong,,Perfume,,,,,,,,,,,,,
EU00004020,RET,RET-13,RET-13-12,RET-13-12-11,RET-13-12-11-15,Men Euphoria Eau De Parfum 50 ml,,25-50 ML,1,Park Avenue,449,255,Men Euphoria Eau De Parfum,,,1,Units,,"Flashstar Commerce, (A) Helios Packaging Pvt. Ltd., A-140, Ind.Area EPIP Neemrana, District - Alwar-301 705, Rajasthan. Mfg.Lic. No.: M Raj.2458-C. St. Ex. Lic. No.: 01/2018-2019. (B) PrimacyIndustries Ltd., Unit-4, Plot No. 7D, Baikampady Ind. Area,Mangaluru - 575011, Karnataka, India. Mfg. Lic. No.: M.KTK/32/309/2017 Made in India. (C) Suhan Aerosol, J-1/8,Radheyshyam Industrial Complex, Vill. Asangaon, Tal.Shahapur, Dist. Thane - 421601, Maharashtra. Mfg. Lic. No.: MKD/C/450, St. Ex. Lic. No.: 92 (D) Pontika Aerotech Ltd., VillageJohron, PO Puruwala, Nahan Road, Paonta Sahib, DistrictSirmour 173001 Himachal Pradesh Mfg. Lic. No.: M N-COS/18/47",India,,,,,(N),(N),,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15ParkAvenueMenEuphoriaEauDeParfum50ml_1.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15ParkAvenueMenEuphoriaEauDeParfum50ml_2.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15ParkAvenueMenEuphoriaEauDeParfum50ml_3.jpg,,,,,(Y),(Y),(N),,,,Male,,,,,,,,,,Fruity,,,,11730528,https://www.myntra.com/perfume-and-body-mist/park-avenue/park-avenue-men-euphoria-eau-de-parfum-50-ml/11730528/buy,Strong,,Perfume,,,,,,,,,,,,,
EU00004021,RET,RET-13,RET-13-12,RET-13-12-11,RET-13-12-11-15,Men Euphoria Eau De Toilette Perfume,Black,25-50 ML,1,Calvin Klein,4000,4000,"Calvin Klein Euphoria Eau De Toilette Perfume
Woody aromatic fragrance
Top notes are ginger and pepper
Heart notes are black basil, sage and cedar
Base notes are amber, patchouli, Brazilian redwood and suede",,,1,Units,,"Flashtech Retail, 2ND FLOOR, 201, ACKRUTI STAR, CENTRAL ROAD,MIDC, ANDHERI -EAST, Mumbai City, Maharashtra, 400093",France,,,,,(N),(N),,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15CalvinKleinMenEuphoriaEauDeToilettePerfume_1.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15CalvinKleinMenEuphoriaEauDeToilettePerfume_2.jpg,,,,,,(Y),(Y),(N),,,,Male,,"Patchouli,Basil,Ginger",,,,,,,,Woody,,,,93150,https://www.myntra.com/perfume-and-body-mist/calvin-klein/calvin-klein-men-euphoria-eau-de-toilette-perfume/93150/buy,Strong,,Perfume,,,,,,,,,,,,,
EU00004022,RET,RET-13,RET-13-12,RET-13-12-11,RET-13-12-11-15,Men Euphoria Eau De Toilette Perfume 100ml,,100ml,1,Calvin Klein,5900,5015,Euphoria Eau De Toilette Perfume,,,1,Units,,"Flashtech Retail, 2ND FLOOR, 201, ACKRUTI STAR, CENTRAL ROAD,MIDC, ANDHERI -EAST, Mumbai City, Maharashtra, 400093",France,,,,,(N),(N),,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15CalvinKleinMenEuphoriaEauDeToilettePerfume100ml_1.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15CalvinKleinMenEuphoriaEauDeToilettePerfume100ml_2.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15CalvinKleinMenEuphoriaEauDeToilettePerfume100ml_3.jpg,,,,,(Y),(Y),(N),,,,Male,,,,,Daytime Fragrance,Spray,,,,Woody,,Fresh,Fresh,93149,https://www.myntra.com/perfume-and-body-mist/calvin-klein/calvin-klein-men-euphoria-eau-de-toilette-perfume/93150/buy,Strong,Regular,,,,,,,,,,,,,,
EU00004023,RET,RET-13,RET-13-12,RET-13-12-11,RET-13-12-11-15,Men Euphoria Lavender Perfume - 30ml,Lavender,25-50 ML,1,HOLISTIC HEALINGS BY SHAVETA,1500,1500,Euphoria Lavender Perfume,,,1,Units,,"RA NATURALS, Ra Naturals-B6, Silver Heights Appartments, Near Wadala Chowk, Jalandhar-144004",India,,,,,(N),(N),,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15HOLISTICHEALINGSBYSHAVETAMenEuphoriaLavenderPerfume-30ml_1.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15HOLISTICHEALINGSBYSHAVETAMenEuphoriaLavenderPerfume-30ml_2.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15HOLISTICHEALINGSBYSHAVETAMenEuphoriaLavenderPerfume-30ml_3.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15HOLISTICHEALINGSBYSHAVETAMenEuphoriaLavenderPerfume-30ml_4.jpg,,,,(Y),(Y),(N),,,,Male,,Lavender,,,Natural,Spray,,,,Floral,,Floral,Floral,18797852,https://www.myntra.com/perfume-and-body-mist/holistic-healings-by-shaveta/holistic-healings-by-shaveta-men-euphoria-lavender-perfume---30ml/18797852/buy,Medium,Regular,,,,,,,,,,,,,,
EU00004024,RET,RET-13,RET-13-12,RET-13-12-11,RET-13-12-11-15,Men Explorer Eau de Parfum 60 ml,,50-75 ML,1,Mont Blanc,5100,4590,Explorer Eau de Parfum,,,1,Units,,"TIRUPATI BIZ LINK LLP, BACCAROSE Perfumes & Beauty Products Ltd, 6th Floor, 66, Maker Chamber VI, Nariman Point, Mumbai- 400021 Contact Number 1800220949",France,,,,,(N),(N),,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15MontBlancMenExplorerEaudeParfum60ml_1.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15MontBlancMenExplorerEaudeParfum60ml_2.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15MontBlancMenExplorerEaudeParfum60ml_3.jpg,,,,,(Y),(Y),(N),,,,Male,,,,,,Spray,,,,Woody,,Warm and Spicy,Woody,9302899,https://www.myntra.com/perfume-and-body-mist/mont-blanc/mont-blanc-men-explorer-eau-de-parfum-60-ml/9302899/buy,Strong,Regular,Perfume,,,,,,,,,,,,,
