L0 Domain,L1 Sub-Domain,L2 Category,L3 Sub-Category,L4 Product Enum-Code,Brand,Product Name,Product Description,Product Quantity,UOM,Net Quantity,Pack Quantity,Pack Size,MRP,Price,Manufacturer,Country Of Origin,UPC/EAN,FSSAI no,Images,Images / Video,Images.3,Images.4,Images.5,Images.6,Images.7,Images.8,Images.9,Images.10,SKU Code,Customer Care Contact,Time to Ship,Returnable (Y/N),Cancellable (Y/N),COD available (Y/N),Preservatives (Y/N),Preservatives (details),Flavours & Spices,Ready to cook (Y/N),Ready to eat (Y/N),Rice grain type,Recommended Age,Scented/ Flavour,Herbal/ Ayurvedic,Theme/ Occasion Type,Hair Type,Mineral Source,Caffeine Content,Capacity,Usage,Other details,Marketed By,Baby Weight,Absorption Duration (in Hrs),Care Instruction,Ingredients,Ingredient,Specification,About
RET,RET-10,RET-10-18,RET-10-18-10,RET-10-18-10-17,Fresho,"Fresho Chicken Curry Cut Without Skin 500 g + Chicken Seekh Kabab Lime N Pudina 500 g, Combo 2 Items","Chicken Curry Cut Without Skin
Fresho Chicken curry cut is carved into perfect pieces to give you the ideal portion for your curries. These scrumptious skinless chicken pieces come in 13-15 in numbers which are perfect for 2-3 people. Fresho Meats is our in-house brand of fresh meat, poultry, and seafood.
Chicken Seekh Kabab Lime N Pudina
Prepared in the traditional style, these lemon and pudina kebabs are made with the finest ingredients. Enjoy these delicious kababs at the convenience of your home. Perfect as a starter, relish these mouth-watering delights with your loved ones.",Combo 2 Items,Combo  Items,Combo 2 Items,2,1,552,420.14,Fresho,India,['1221185'],['10019043002767'],https://datalabs.siva3.io/image/Eunimart_groceries_221185_1-fresho-chicken-curry-cut-without-skin-500-g-chicken-seekh-kabab-lime-n-pudina-500-g.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '1221185'}, {'Country of Origin': 'India'}, {'Sourced by': 'Azad Nagar, Colaba, Mumbai, Maharashtra 400005'}, {'Marketed by': 'Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071'}, {'FSSAI Number': '10019043002767'}, {'","Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071",-,-,-,Chicken.,-,-,-
RET,RET-10,RET-10-18,RET-10-18-10,RET-10-18-10-17,Fresho,"Fresho Chicken Curry Cut Without Skin 500 g + Chicken Seekh Kabab Malai N Cheese 500 g, Combo 2 Items","Chicken Curry Cut Without Skin
Fresho Chicken curry cut is carved into perfect pieces to give you the ideal portion for your curries. These scrumptious skinless chicken pieces come in 13-15 in numbers which are perfect for 2-3 people. Fresho Meats is our in-house brand of fresh meat, poultry, and seafood. 
Chicken Seekh Kabab Malai N Cheese
Prepared in the traditional style, these malai and cheese kebabs are made with the finest ingredients. Enjoy these delicious kababs at the convenience of your home. Perfect as a starter, relish these mouth-watering delights with your loved ones.",Combo 2 Items,Combo  Items,Combo 2 Items,2,1,562,428.21,Fresho,India,['1221186'],['10019043002767'],https://datalabs.siva3.io/image/Eunimart_groceries_221186_1-fresho-chicken-curry-cut-without-skin-500-g-chicken-seekh-kabab-malai-n-cheese-500-g.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '1221186'}, {'Country of Origin': 'India'}, {'Sourced by': 'Azad Nagar, Colaba, Mumbai, Maharashtra 400005'}, {'Marketed by': 'Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071'}, {'FSSAI Number': '10019043002767'}, {'","Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071",-,-,-,Chicken.,-,-,-
RET,RET-10,RET-10-18,RET-10-18-10,RET-10-18-10-17,Fresho,"Fresho Chicken Curry Cut Without Skin 500 g + Chicken Seekh Kabab Nawabi 500 g, Combo 2 Items","Chicken Curry Cut Without Skin
Fresho Chicken curry cut is carved into perfect pieces to give you the ideal portion for your curries. These scrumptious skinless chicken pieces come in 13-15 in numbers which are perfect for 2-3 people. Fresho Meats is our in-house brand of fresh meat, poultry, and seafood. We take utmost care in selecting the best suppliers to provide you with high-quality and succulent products. Every product is stored in our cold storage right until your doorstep ensuring freshness and utmost hygiene.
Chicken Seekh Kabab Nawabi
Prepared in the traditional style, the kebabs are made with the finest hand-picked spices. Enjoy these delicious kababs at the convenience of your home. Perfect as a starter, relish these mouth-watering delights with your loved ones.",Combo 2 Items,Combo  Items,Combo 2 Items,2,1,607,464.55,Fresho,India,['1221183'],['10019043002767'],https://datalabs.siva3.io/image/Eunimart_groceries_221183_1-fresho-chicken-curry-cut-without-skin-500-g-chicken-seekh-kabab-nawabi-500-g.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '1221183'}, {'Country of Origin': 'India'}, {'Sourced by': 'Azad Nagar, Colaba, Mumbai, Maharashtra 400005'}, {'Marketed by': 'Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071'}, {'FSSAI Number': '10019043002767'}, {'","Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071",-,-,-,Chicken.,-,-,-
RET,RET-10,RET-10-18,RET-10-18-10,RET-10-18-10-17,Fresho,"Fresho Chicken Curry Cut Without Skin 500 g + Chicken Seekh Kabab Punjabi 500 g, Combo 2 Items","Chicken Curry Cut Without Skin
Fresho Chicken curry cut is carved into perfect pieces to give you the ideal portion for your curries. These scrumptious skinless chicken pieces come in 13-15 in numbers which are perfect for 2-3 people. Fresho Meats is our in-house brand of fresh meat, poultry, and seafood. We take utmost care in selecting the best suppliers to provide you with high-quality and succulent products. Every product is stored in our cold storage right until your doorstep ensuring freshness and utmost hygiene.
Chicken Seekh Kabab Punjabi
Prepared in the traditional style, the kebabs are made with the finest hand-picked spices. enjoy these delicious kababs at the convenience of your home. Perfect as a starter, relish these mouth-watering delights with your loved ones.",Combo 2 Items,Combo  Items,Combo 2 Items,2,1,562,428.21,Fresho,India,['1221184'],['10019043002767'],https://datalabs.siva3.io/image/Eunimart_groceries_221184_1-fresho-chicken-curry-cut-without-skin-500-g-chicken-seekh-kabab-punjabi-500-g.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '1221184'}, {'Country of Origin': 'India'}, {'Sourced by': 'Azad Nagar, Colaba, Mumbai, Maharashtra 400005'}, {'Marketed by': 'Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071'}, {'FSSAI Number': '10019043002767'}, {'","Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071",-,-,-,Chicken.,-,-,-
RET,RET-10,RET-10-18,RET-10-18-10,RET-10-18-10-17,Fresho,"Fresho Chicken Curry Cut Without Skin 500 g + Chicken Seekh Kabab Regular 500 g, Combo 2 Items","Chicken Curry Cut Without Skin
Fresho Chicken curry cut is carved into perfect pieces to give you the ideal portion for your curries. These scrumptious skinless chicken pieces come in 13-15 in numbers which are perfect for 2-3 people. Fresho Meats is our in-house brand of fresh meat, poultry, and seafood. We take utmost care in selecting the best suppliers to provide you with high-quality and succulent products. Every product is stored in our cold storage right until your doorstep ensuring freshness and utmost hygiene.
Chicken Seekh Kabab Regular
Prepared in the traditional style, the kebabs are made with the finest hand-picked spices. enjoy these delicious kababs at the convenience of your home. Perfect as a starter, relish these mouth-watering delights with your loved ones.",Combo 2 Items,Combo  Items,Combo 2 Items,2,1,552,420.14,Fresho,India,['1221182'],['10019043002767'],https://datalabs.siva3.io/image/Eunimart_groceries_221182_1-fresho-chicken-curry-cut-without-skin-500-g-chicken-seekh-kabab-regular-500-g.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '1221182'}, {'Country of Origin': 'India'}, {'Sourced by': 'Azad Nagar, Colaba, Mumbai, Maharashtra 400005'}, {'Marketed by': 'Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071'}, {'FSSAI Number': '10019043002767'}, {'","Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071",-,-,-,Chicken.,-,-,-
RET,RET-10,RET-10-18,RET-10-18-10,RET-10-18-10-17,Fresho,"Fresho Chicken Curry Cut Without Skin 500 g + Mutton Seekh Kabab Regular 500 g, Combo 2 Items","Chicken Curry Cut Without Skin
Fresho Chicken curry cut is carved into perfect pieces to give you the ideal portion for your curries. These scrumptious skinless chicken pieces come in 13-15 in numbers which are perfect for 2-3 people. Fresho Meats is our in-house brand of fresh meat, poultry, and seafood.
We take utmost care in selecting the best suppliers to provide you with high-quality and succulent products. Every product is stored in our cold storage right until your doorstep ensuring freshness and utmost hygiene.
Mutton Seekh Kabab Regular
Prepared in the traditional style, the mutton kebabs are made with the finest hand-picked spices. Enjoy these delicious kababs at the convenience of your home. Perfect as a starter, relish these mouth-watering delights with your loved ones.",Combo 2 Items,Combo  Items,Combo 2 Items,2,1,742,573.56,Fresho,India,['1221187'],['10019043002767'],https://datalabs.siva3.io/image/Eunimart_groceries_221187_1-fresho-chicken-curry-cut-without-skin-500-g-mutton-seekh-kabab-regular-500-g.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '1221187'}, {'Country of Origin': 'India'}, {'Sourced by': 'Azad Nagar, Colaba, Mumbai, Maharashtra 400005'}, {'Marketed by': 'Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071'}, {'FSSAI Number': '10019043002767'}, {'","Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071",-,-,-,"Chicken, Mutton.",-,-,-
RET,RET-10,RET-10-18,RET-10-18-10,RET-10-18-10-17,Fresho,"Fresho Chicken Frankfurter - Ready To Fry, Rich In Protein, 500 g",Chicken & Cheese Onion .,500 g,g,500 g,1,1,375,318.75,"Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071",India,['8904256726603'],['10019043002767'],https://datalabs.siva3.io/image/Eunimart_groceries_40263037_2-fresho-chicken-frankfurter-ready-to-fry-rich-in-protein.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40263037-2_2-fresho-chicken-frankfurter-ready-to-fry-rich-in-protein.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1. You can serve them to your family and loved ones as they are ideal for parties and get-togethers. 2. They are ready to fry and eat and you can prepare them literally in a matter of a few seconds.,"['EAN Code: 8904256726603', 'Country of Origin: India', 'Manufactured & Marketed by: Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071', 'FSSAI Number: 10019043002767.', 'Best before 15-07-2023', '","Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071",-,-,-,Chicken .,-,-,-
RET,RET-10,RET-10-18,RET-10-18-10,RET-10-18-10-17,Fresho,"Fresho Chicken Garlic Sausages - Barbeque, Ready To Fry, Rich In Protein, 500 g","Fresho Garlic Chicken Sausages BBQ are flavourful and perfectly balanced chicken sausage. They have a juicy flavour intense, and deliciously rich. It is cured and has an authentic flavour. It is nutty, sweet and has a buttery taste. It is rich in vitamins and minerals. It can be added as an ingredient to add flavour to other dishes.",500 g,g,500 g,1,1,410,348.5,"Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071",India,['8904256726580'],['10019043002767'],https://datalabs.siva3.io/image/Eunimart_groceries_40263035_1-fresho-chicken-garlic-sausages-barbeque-ready-to-fry-rich-in-protein.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1. Defrost under chill conditions.
2. Grill or pan fry in a small amount of oil for 2-3 minutes.","['EAN Code: 8904256726580', 'Country of Origin: India', 'Manufactured & Marketed by: Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071', 'FSSAI Number: 10019043002767.', 'Best before 15-07-2023', '","Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071",-,-,-,Chicken Garlic Sausage,-,-,-
RET,RET-10,RET-10-18,RET-10-18-10,RET-10-18-10-17,Fresho,"Fresho Chicken Hariyali Tikka - Ready To Cook, Rich Flavour, 500 g","Fresho Hariyali Chicken Tikka is made from chunky pieces of chicken marinated in yogurt and spices and grilled in a tandoor. This is boneless chicken marinated. Its taste gives you an inexpressible feeling. It is quick and tasty. Now you don't have to wait for long to savour your favourite chicken tikka, just defrost, heat and serve. The marinate makes it flavourful and delicious.",500 g,g,500 g,1,1,460,391,"Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071",India,['8904256726726'],['10019043002767'],https://datalabs.siva3.io/image/Eunimart_groceries_40263049_1-fresho-chicken-hariyali-tikka-ready-to-cook-rich-flavour.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1. Heat it on a tava or grill or shallow fry it.
2. Enjoy this snack anytime you wish and are also a great appetizer for parties and events.
3. Serve with green chutney and mixed salad.","['EAN Code: 8904256726726', 'Country of Origin: India', 'Manufactured & Marketed by: Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071', 'FSSAI Number: 10019043002767.', 'Best before 15-07-2023', '","Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071",-,-,-,Chicken.,-,-,-
RET,RET-10,RET-10-18,RET-10-18-10,RET-10-18-10-17,Fresho,"Fresho Chicken Keema - Rich In Protein, Vitamins, 500 g","Fresho Chicken Keema/ Mince consists of Chicken Breast Fillets ground to perfection! Packed with proteins and minerals, Chicken Mince is a versatile meat that can be ideal for making patties, kebabs, keema, or meatballs. It is high in protein, vitamin B6, and antioxidants. It also has selenium, niacin, and phosphorus in it. It is an excellent source of energy and, because it contains less saturated fat, it is ideal for weight reduction because it is lean or white meat.",500 g,g,500 g,1,1,460,391,"Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071",India,['8904256726764'],['10019043002767'],https://datalabs.siva3.io/image/Eunimart_groceries_40263053_1-fresho-chicken-keema-rich-in-protein-vitamins.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1. It can be used in dishes like curry, paratha, samosa, sandwiches, cutlets or keema balls.
2. You can also make a simple and easy Indian dish with chicken mince, onions, tomatoes, spices and herbs.","['EAN Code: 8904256726764', 'Country of Origin: India', 'Manufactured & Marketed by: Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071', 'FSSAI Number: 10019043002767.', 'Best before 15-07-2023', '","Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071",-,-,-,Chicken.,-,-,-
RET,RET-10,RET-10-18,RET-10-18-10,RET-10-18-10-17,Fresho,"Fresho Chicken Lahori Tikka - Ready To Cook, Rich Flavour, 500 g","Fresho Lahori Chicken Tikka is made from chunky pieces of chicken marinated in yogurt and spices and grilled in a tandoor. This is boneless chicken marinated. Its taste gives you an inexpressible feeling. It is quick and tasty. Now you don't have to wait for long to savour your favourite chicken tikka, just defrost, heat and serve. The marinate makes it flavourful and delicious.",500 g,g,500 g,1,1,460,391,"Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071",India,['40263048'],['10019043002767'],https://datalabs.siva3.io/image/Eunimart_groceries_40263048_1-fresho-chicken-lahori-tikka-ready-to-cook-rich-flavour.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1. Heat it on a tava or grill or shallow fry it.
2. Enjoy this snack anytime you wish and are also a great appetizer for parties and events.
3. Serve with green chutney and mixed salad.","['EAN Code: 40263048', 'Country of Origin: India', 'Manufactured & Marketed by: Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071', 'FSSAI Number: 10019043002767.', 'Best before 15-07-2023', '","Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071",-,-,-,Chicken.,-,-,-
RET,RET-10,RET-10-18,RET-10-18-10,RET-10-18-10-17,Fresho,"Fresho Chicken Magic Wings - Cut, Cleaned, Marinated With Peri Peri Spice, 500 g",Fresho brings to you a range of prepared food items. These Chicken Magic Wings are cut and cleaned that are marinated with peri peri spice. Chicken magic wings are basically chicken wing pieces that are marinated in a special spice mix and then roasted in a tandoor. You just need to cook it for a few minutes and it's ready to eat. It is made with natural ingredients.,500 g,g,500 g,1,1,375,318.75,"Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071",India,['8904256726535'],['10019043002767'],https://datalabs.siva3.io/image/Eunimart_groceries_40263030_0-fresho-chicken-magic-wings-cut-cleaned-marinated-with-peri-peri-spice.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Defrost and pan fry or grill.,"['EAN Code: 8904256726535', 'Country of Origin: India', 'Manufactured & Marketed by: Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071', 'FSSAI Number: 10019043002767.', 'Best before 15-07-2023', '","Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071",-,-,-,Chicken Wing,-,-,-
RET,RET-10,RET-10-18,RET-10-18-10,RET-10-18-10-17,Fresho,"Fresho Chicken Malai Tikka - Ready To Cook, Rich Flavour, 500 g","Fresho Malai Chicken Tikka is made from chunky pieces of chicken marinated in yogurt and spices and grilled in a tandoor. This is boneless chicken marinated. Its taste gives you an inexpressible feeling. It is quick and tasty. Now you don't have to wait for long to savour your favourite chicken tikka, just defrost, heat and serve. The marinate makes it flavourful and delicious.",500 g,g,500 g,1,1,475,403.75,"Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071",India,['8904256726702'],['10019043002767'],https://datalabs.siva3.io/image/Eunimart_groceries_40263047_1-fresho-chicken-malai-tikka-ready-to-cook-rich-flavour.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1. Heat it on a tava or grill or shallow fry it.
2. Enjoy this snack anytime you wish and are also a great appetizer for parties and events.
3. Serve with green chutney and mixed salad.","['EAN Code: 8904256726702', 'Country of Origin: India', 'Manufactured & Marketed by: Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071', 'FSSAI Number: 10019043002767.', 'Best before 15-07-2023', '","Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071",-,-,-,Chicken.,-,-,-
RET,RET-10,RET-10-18,RET-10-18-10,RET-10-18-10-17,Fresho,"Fresho Chicken Masala Tikka, 500 g","Fresho chicken tikka mix helps you prepare mouth-watering, flavoursome and juicy charbroiled chicken to satiate your chicken craving.
Chicken Tikka Masala blend strikes an even balance between aromatic and flavouring spice agents to give the chicken a palatable, tempting flavour.
As this blend is used in 'apply-and-cook-over-the-fire situations', the flavouring spices predominate, in order not to dissipate under direct fire.
Chicken tikka are one of the most valued foods among people of all ages, throughout the world. 
Not only it forms a crucial part of various culinary traditions but it is also highly nutritious and delicious to taste. 
Tikka Kababs are very popular appetiser and delicacy non-vegetarian snacks to be served quickly in most parts of the world.",500 g,g,500 g,1,1,460,391,"D.S. Enterprises, Plot No. 415 Rai Industrial Estate ,Food Park , HSIIDC,Distt. Sonepat , (HARYANA ) 131029",India,['8904256720823'],"['10014064000391,10019043002767']",https://datalabs.siva3.io/image/Eunimart_groceries_40205806_2-fresho-chicken-masala-tikka.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40205806-2_2-fresho-chicken-masala-tikka.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40205806-3_2-fresho-chicken-masala-tikka.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40205806-4_2-fresho-chicken-masala-tikka.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40205806-5_2-fresho-chicken-masala-tikka.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40205806-6_2-fresho-chicken-masala-tikka.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Enjoy with mint chutney and onions on the side.
Put them in a roll, sandwich or even rice to make a complete meal.
Enjoy this snack anytime you wish and are also a great appetizer for parties and events.","['EAN Code: 8904256720823', 'FSSAI Number: 10014064000391, 10019043002767', 'Manufacturer Name & : D.S. Enterprises, Plot No. 415 Rai Industrial Estate ,Food Park , HSIIDC,Distt. Sonepat , (HARYANA ) 131029', 'Marketed By: Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071', 'Country of origin: India', 'Best before 15-07-2023', '","Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071",-,-,-,"White Meat Chicken, Curry Sauce (Tomato Paste, Water, Butter (Sweet Cream, Salt) Evaporated Cane Syrup, Curry Paste (Lemongrass, Garlic, Shallot, Salt, Galangal, Dried Red Chili, Coriander Seed, Kaffir Lime Peel, Cumin, Cinnamon, Mace, Turmeric, Cardamom), Salt, Ginger, Onion, Garlic, White Distilled Vinegar, Spices, Lentil Flour, Oleoresin Of Paprika, Jalapeno, Cayenne, Tapioca Starch, Cilantro, Lemon Juice, Xanthan Gum, Turmeric, Fenugreek Leaves), Water, Cream.",-,-,-
RET,RET-10,RET-10-18,RET-10-18-10,RET-10-18-10-17,Fresho,"Fresho Chicken Meatballs - Ready To Fry, Crispy, 500 g",Chicken .,500 g,g,500 g,1,1,365,310.25,"Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071",India,['40263031'],['10019043002767'],https://datalabs.siva3.io/image/Eunimart_groceries_40263031_2-fresho-chicken-meatballs-ready-to-fry-crispy.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40263031-2_2-fresho-chicken-meatballs-ready-to-fry-crispy.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1. Heat edible oil to 180 C. 2. Immerse required quantity in hot oil. 3. Deep fry the fish in the hot oil for one and half minutes. 4. Drain Excess oil with absorbent paper and serve hot.,"['EAN Code: 40263031', 'Country of Origin: India', 'Manufactured & Marketed by: Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071', 'FSSAI Number: 10019043002767.', 'Best before 15-07-2023', '","Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071",-,-,-,Chicken Meat Balls .,-,-,-
RET,RET-10,RET-10-18,RET-10-18-10,RET-10-18-10-17,Fresho,"Fresho Chicken Mortadella Sliced - Paprika, Rich In Protein, Nutritious, 500 g","Fresho Chicken Mortadella Sliced Pepprika is aromatic and tasty. Mortadella is a large Italian sausage traditionally made with ground heat-cured pork, but this mortadella is made of chicken. It is a good source of protein and is very nutritious. It is easy to prepare and eat. The Tellicherry peppercorns have multiple health benefits. It has a great aroma from the pepper.",500 g,g,500 g,1,1,385,327.25,"Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071",India,['8904256726641'],['10019043002767'],https://datalabs.siva3.io/image/Eunimart_groceries_40263041_1-fresho-chicken-mortadella-sliced-paprika-rich-in-protein-nutritious.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1. You can serve them to your family and loved ones as they are ideal for parties and get-togethers.
2. They are ready to fry and eat and you can prepare them literally in a matter of a few seconds.","['EAN Code: 8904256726641', 'Country of Origin: India', 'Manufactured & Marketed by: Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071', 'FSSAI Number: 10019043002767.', 'Best before 15-07-2023', '","Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071",-,-,-,Chicken (Pepprika),-,-,-
RET,RET-10,RET-10-18,RET-10-18-10,RET-10-18-10-17,Fresho,"Fresho Chicken Salami - Sliced, Black Pepper, Ready To Fry, Rich In Protein, 500 g",Chicken Meat Balls .,500 g,g,500 g,1,1,325,276.25,"Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071",India,['40263038'],['10019043002767'],https://datalabs.siva3.io/image/Eunimart_groceries_40263038_2-fresho-chicken-salami-sliced-black-pepper-ready-to-fry-rich-in-protein.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40263038-2_2-fresho-chicken-salami-sliced-black-pepper-ready-to-fry-rich-in-protein.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1. It is ideal to be used for making sandwiches, pizzas and other snacks of one's choice.","['EAN Code: 40263038', 'Country of Origin: India', 'Manufactured & Marketed by: Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071', 'FSSAI Number: 10019043002767.', 'Best before 15-07-2023', '","Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071",-,-,-,Chicken (Black Pepper).,-,-,-
