L0 Domain,L1 Sub-Domain,L2 Category,L3 Sub-Category,L4 Product Enum-Code,Brand,Product Name,Product Description,Product Quantity,UOM,Net Quantity,Pack Quantity,Pack Size,MRP,Price,Manufacturer,Country Of Origin,UPC/EAN,FSSAI no,Images,Images / Video,Images.3,Images.4,Images.5,Images.6,Images.7,Images.8,Images.9,Images.10,SKU Code,Customer Care Contact,Time to Ship,Returnable (Y/N),Cancellable (Y/N),COD available (Y/N),Preservatives (Y/N),Preservatives (details),Flavours & Spices,Ready to cook (Y/N),Ready to eat (Y/N),Rice grain type,Recommended Age,Scented/ Flavour,Herbal/ Ayurvedic,Theme/ Occasion Type,Hair Type,Mineral Source,Caffeine Content,Capacity,Composition,Benefits,Usage,Other details,Marketed By,Baby Weight,Absorption Duration (in Hrs),Features,Care Instruction,Ingredients,Ingredient,Package Contains,About
RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-13,HappyChef,"HappyChef Dark Chocolate Buttons, 100 g","Whether it's for cooking, making candy or directly eating, HappyChef's Dark - Button Chocolate has versatile purposes. It's hard on the outside but melts instantly when consumed. Loaded with dark chocolate, which is known for its healthy heart benefits and for boosting energy, these bite-sized treats are made using the finest quality cocoa. Explore other Happy Chef products like milk, white and dark baking bars or check out the spreads, dips & full range of gourmet options.",100 g,g,100 g,1,1,295,199,"Bliss Chocolates India Pvt Ltd No, 21, 1st Main Road M. E. S Colony, Konena Agrahara, Bangalore-560017 <",India,['40102505'],['10019043002767'],https://datalabs.siva3.io/image/Eunimart_groceries_40102505_4-happychef-dark-button-chocolate.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40102505-2_2-happychef-dark-button-chocolate.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Ready-to-eat button-sized chocolates after meals or on their own.
Storage Information: Store product in a clean & dry place. Refrigerate upon opening.","['EAN Code: 40102505', 'Country Of Origin: India', 'Manufacturer Name and : Bliss Chocolates India Pvt Ltd No, 21, 1st Main Road M. E. S Colony, Konena Agrahara, Bangalore-560017 <', 'Marketed by: Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071', 'FSSAI Number: 10019043002767', 'Best before 01-06-2023', '","Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071",-,-,-,-,"Dark Chocolate(Cocoa Mass, Sugar, Cocoa butter, Emulsifier-Soya Lecithin, Natural Vanilla Flavour)",-,-,-
RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-13,HappyChef,"HappyChef Milk - Baking Bar, 2x200 g Multipack","HappyChef Milk - Baking Bar is the finest quality of creamy milk chocolate woven together in a baking bar. With its consistent texture, whip up the most perfect desserts every time. Made exclusively for baking, cook a variety of dishes including cakes, brownies, ganaches with this premium baking bar. Explore other Happy Chef range of products including chocolate and peanut spreads, hummus, salsa dips, jams and more.
Features:
Handcrafted
Used for baking",2x200 g Multipack,g Multipack,2x200 g Multipack,1,1,590,435.1,"Bliss Chocolates India Pvt Ltd No, 21, 1st Main Road M. E. S Colony, Konena Agrahara, Bangalore-560017 <",India,['1201386'],['10019043002767'],https://datalabs.siva3.io/image/Eunimart_groceries_201386_1-happychef-milk-baking-bar.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"This can be used for baking perfect desserts with delectable flavours.
Storage Information: Keep it away from sunlight.","['EAN Code: 1201386', 'Country Of Origin: India', 'Manufacturer Name and : Bliss Chocolates India Pvt Ltd No, 21, 1st Main Road M. E. S Colony, Konena Agrahara, Bangalore-560017 <', 'Marketed by: Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071', 'FSSAI Number: 10019043002767', 'Best before 01-06-2023', '","Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071",-,-,-,-,"Milk Compound(Cocoa solids, Sugar, Hydrogenated Vegetable fat, Milk Solids, Emulsifier - Soya Lecithin, Natural Vanilla Flavour).",-,-,-
RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-13,HappyChef,"HappyChef Milk - Baking Bar, 2x200 g Multipack","HappyChef Milk - Baking Bar is the finest quality of creamy milk chocolate woven together in a baking bar. With its consistent texture, whip up the most perfect desserts every time. Made exclusively for baking, cook a variety of dishes including cakes, brownies, ganaches with this premium baking bar. Explore other Happy Chef range of products including chocolate and peanut spreads, hummus, salsa dips, jams and more.
Features:
Handcrafted
Used for baking",2x200 g Multipack,g Multipack,2x200 g Multipack,1,1,590,435.1,"Bliss Chocolates India Pvt Ltd No, 21, 1st Main Road M. E. S Colony, Konena Agrahara, Bangalore-560017 <",India,['1201386'],['10019043002767'],https://datalabs.siva3.io/image/Eunimart_groceries_201386_1-happychef-milk-baking-bar.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"This can be used for baking perfect desserts with delectable flavours.
Storage Information: Keep it away from sunlight.","['EAN Code: 1201386', 'Country Of Origin: India', 'Manufacturer Name and : Bliss Chocolates India Pvt Ltd No, 21, 1st Main Road M. E. S Colony, Konena Agrahara, Bangalore-560017 <', 'Marketed by: Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071', 'FSSAI Number: 10019043002767', 'Best before 01-06-2023', '","Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071",-,-,-,-,"Milk Compound(Cocoa solids, Sugar, Hydrogenated Vegetable fat, Milk Solids, Emulsifier - Soya Lecithin, Natural Vanilla Flavour).",-,-,-
RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-13,HappyChef,"HappyChef White Baking Bar, 200 g","Make delicious white chocolate baked treats with the White Baking Bar from HappyChef! Made with premium creamy white chocolate, this baking bar has a highly consistent texture and the incredible taste you need to make the best cakes and muffins. With the ever popular vanilla flavour, whatever you bake with this bar is sure to be a hit among people of all ages. Explore the wide range of HappyChef spreads and jams on BigBasket!
Features:
Makes baking easy and efficient | Made with the finest white chocolate | Low trans fat",200 g,g,200 g,1,1,295,239,"Bliss Chocolates India Pvt Ltd No, 21, 1st Main Road M. E. S Colony, Konena Agrahara, Bangalore-560017 <",India,['890425673208'],['10019043002767'],https://datalabs.siva3.io/image/Eunimart_groceries_40102504_1-happychef-white-baking-bar.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40102504-2_1-happychef-white-baking-bar.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40102504-3_1-happychef-white-baking-bar.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40102504-4_1-happychef-white-baking-bar.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Can be used for baking perfect desserts with delectable flavours. Storage Information: Store product in a clean & dry placed. Refrigerate upon opening.,"['EAN Code: 890425673208', 'Country Of Origin: India', 'Manufacturer Name and : Bliss Chocolates India Pvt Ltd No, 21, 1st Main Road M. E. S Colony, Konena Agrahara, Bangalore-560017 <', 'Marketed by: Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071', 'FSSAI Number: 10019043002767', 'Best before 01-06-2023', '","Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071",-,-,-,-,"White Compound (Milk Solids, Sugar, Hydrogenated Vegetable Fat, Natural Vanilla flavour and Emulsifier - Soya Lecithin)",-,-,-
RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-13,HappyChef,"HappyChef White Chocolate Buttons - 28% Cocoa, 100 g","HappyChef's White - Button Chocolate has versatile purposes. It's hard on the outside but melts instantly when consumed. Whether it's for cooking, making candy or directly eating, these white chocolate bite-sized treats are made using the finest quality white chocolate. Boost your energy levels with these sugary treats. Carry them around with you for an emergency sweet tooth craving. Explore other Happy Chef products like milk, white and dark baking bars or check out the spreads, dips & full range of gourmet options.",100 g,g,100 g,1,1,395,249,"Bliss Chocolates India Pvt Ltd No, 21, 1st Main Road M. E. S Colony, Konena Agrahara, Bangalore-560017",India,['40102507'],['10019043002767'],https://datalabs.siva3.io/image/Eunimart_groceries_40102507_9-happychef-white-button-chocolate.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40102507-2_3-happychef-white-button-chocolate.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40102507-3_1-happychef-white-button-chocolate.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40102507-4_1-happychef-white-button-chocolate.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40102507-5_1-happychef-white-button-chocolate.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40102507-6_1-happychef-white-button-chocolate.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Ready-to-eat button-sized chocolates after meals or on their own.
Can also be used to whip up delicious desserts.
Storage Information:
Store product in a clean & dry place.
Refrigerate upon opening.","['EAN Code: 40102507', 'Country Of Origin: India', 'Manufacturer Name and : Bliss Chocolates India Pvt Ltd No, 21, 1st Main Road M. E. S Colony, Konena Agrahara, Bangalore-560017', 'Marketed by: Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071', 'FSSAI Number: 10019043002767', 'Best before 01-06-2023', '","Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071",-,-,-,-,"White Chocolate (Cocoa Mass, Sugar, Cocoa Butter, Milk Solids, Emulsifier - Soya Lecithin, Natural Vanilla Flavour).",-,-,-
RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-13,Happydent,"Happydent Wave Xylitol Sugarfree Mint Flavour Bubble Gum - Fliptop, 17 g (10 pcs)",Happydent White Sugar-free Xylitol chewing gums are always good for oral health. It is considered to offer fresh breath. A refreshing chewing gum which provides fresh breath. Sugar-free coated gum in refreshing mint flavour for healthy teeth. It is a functional gum which helps give you an immediate freshness. It gives a perfect aroma and flavour that people of any age can chew and enjoy.,17 g (10 pcs),g ( pcs),17 g (10 pcs),10,1,20,20,"Perfetti Van Melle 1st Floor, Tower A, Global Business Park, Mehrauli Gurgaon Road, Gurugram, Haryana 122002",India,['8901393019117'],['10012064000100'],https://datalabs.siva3.io/image/Eunimart_groceries_40016433_5-happydent-wave-xylitol-sugarfree-mint-flavour-bubble-gum-fliptop.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40016433-2_5-happydent-wave-xylitol-sugarfree-mint-flavour-bubble-gum-fliptop.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40016433-3_5-happydent-wave-xylitol-sugarfree-mint-flavour-bubble-gum-fliptop.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40016433-4_5-happydent-wave-xylitol-sugarfree-mint-flavour-bubble-gum-fliptop.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40016433-5_2-happydent-wave-xylitol-sugarfree-mint-flavour-bubble-gum-fliptop.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40016433-6_2-happydent-wave-xylitol-sugarfree-mint-flavour-bubble-gum-fliptop.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40016433-7_2-happydent-wave-xylitol-sugarfree-mint-flavour-bubble-gum-fliptop.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40016433-8_2-happydent-wave-xylitol-sugarfree-mint-flavour-bubble-gum-fliptop.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1. Keep one in your car, pocket, desk or drawer to enjoy anytime. 2. Refreshing chewing gum for fresh breath.","[{'EAN Code': '8901393019117'}, {'FSSAI No': '10012064000100'}, {'Manufactured & Marketed by': 'Perfetti Van Melle 1st Floor, Tower A, Global Business Park, Mehrauli Gurgaon Road, Gurugram, Haryana 122002'}, {'Country of origin': 'India'}]","Perfetti Van Melle 1st Floor, Tower A, Global Business Park, Mehrauli Gurgaon Road, Gurugram, Haryana 122002",-,-,-,-,"Sugar, Gum Base, Liquid Glucose, Gum Arabic, Calcium Carbonate, Dextrose, Sweetener: Aspartame, Acidity Regulator, Antioxidants.",-,-,-
RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-13,Happydent,"Happydent Wave Xylitol Sugarfree Mint Flavour Bubble Gum - Fliptop, 17 g (10 pcs)",Happydent White Sugar-free Xylitol chewing gums are always good for oral health. It is considered to offer fresh breath. A refreshing chewing gum which provides fresh breath. Sugar-free coated gum in refreshing mint flavour for healthy teeth. It is a functional gum which helps give you an immediate freshness. It gives a perfect aroma and flavour that people of any age can chew and enjoy.,17 g (10 pcs),g ( pcs),17 g (10 pcs),10,1,20,20,"Perfetti Van Melle 1st Floor, Tower A, Global Business Park, Mehrauli Gurgaon Road, Gurugram, Haryana 122002",India,['8901393019117'],['10012064000100'],https://datalabs.siva3.io/image/Eunimart_groceries_40016433_5-happydent-wave-xylitol-sugarfree-mint-flavour-bubble-gum-fliptop.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40016433-2_5-happydent-wave-xylitol-sugarfree-mint-flavour-bubble-gum-fliptop.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40016433-3_5-happydent-wave-xylitol-sugarfree-mint-flavour-bubble-gum-fliptop.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40016433-4_5-happydent-wave-xylitol-sugarfree-mint-flavour-bubble-gum-fliptop.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40016433-5_2-happydent-wave-xylitol-sugarfree-mint-flavour-bubble-gum-fliptop.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40016433-6_2-happydent-wave-xylitol-sugarfree-mint-flavour-bubble-gum-fliptop.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40016433-7_2-happydent-wave-xylitol-sugarfree-mint-flavour-bubble-gum-fliptop.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40016433-8_2-happydent-wave-xylitol-sugarfree-mint-flavour-bubble-gum-fliptop.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1. Keep one in your car, pocket, desk or drawer to enjoy anytime. 2. Refreshing chewing gum for fresh breath.","[{'EAN Code': '8901393019117'}, {'FSSAI No': '10012064000100'}, {'Manufactured & Marketed by': 'Perfetti Van Melle 1st Floor, Tower A, Global Business Park, Mehrauli Gurgaon Road, Gurugram, Haryana 122002'}, {'Country of origin': 'India'}]","Perfetti Van Melle 1st Floor, Tower A, Global Business Park, Mehrauli Gurgaon Road, Gurugram, Haryana 122002",-,-,-,-,"Sugar, Gum Base, Liquid Glucose, Gum Arabic, Calcium Carbonate, Dextrose, Sweetener: Aspartame, Acidity Regulator, Antioxidants.",-,-,-
RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-13,Happydent,"Happydent Wave Xylitol Sugarfree Mint Flavour Bubble Gum -, 28.9 g Pocket Bottle","Happydent Wave Xylitol is a sugar-free coated bubble gum, for healthy and bright teeth. Happydent Wave has a pleasant mint flavoured liquid filling in the centre. The smooth and refreshing flavour of sugar-free Happydent provides instant cool breath and a perfectly clean mouth that prepares you to make the most of the moment. The easy to carry, pocket bottle pack allows you to enjoy the crisp, smooth flavour with fewer calories, anywhere.",28.9 g Pocket Bottle,g Pocket Bottle,28.9 g Pocket Bottle,1,1,50,50,"Perfetti Van Melle 1st Floor, Tower A, Global Business Park, Mehrauli Gurgaon Road, Gurugram, Haryana 122002",India,['8901393019124'],['10012064000100'],https://datalabs.siva3.io/image/Eunimart_groceries_40016430_11-happydent-wave-xylitol-sugarfree-mint-flavour-bubble-gum-pocket-bottle.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40016430-2_5-happydent-wave-xylitol-sugarfree-mint-flavour-bubble-gum-pocket-bottle.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40016430-3_7-happydent-wave-xylitol-sugarfree-mint-flavour-bubble-gum-pocket-bottle.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40016430-4_5-happydent-wave-xylitol-sugarfree-mint-flavour-bubble-gum-pocket-bottle.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40016430-5_4-happydent-wave-xylitol-sugarfree-mint-flavour-bubble-gum-pocket-bottle.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40016430-6_3-happydent-wave-xylitol-sugarfree-mint-flavour-bubble-gum-pocket-bottle.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40016430-7_3-happydent-wave-xylitol-sugarfree-mint-flavour-bubble-gum-pocket-bottle.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40016430-8_3-happydent-wave-xylitol-sugarfree-mint-flavour-bubble-gum-pocket-bottle.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40016430-9_1-happydent-wave-xylitol-sugarfree-mint-flavour-bubble-gum-pocket-bottle.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '8901393019124'}, {'FSSAI No': '10012064000100'}, {'Manufactured & Marketed by': 'Perfetti Van Melle 1st Floor, Tower A, Global Business Park, Mehrauli Gurgaon Road, Gurugram, Haryana 122002'}, {'Country of origin': 'India'}]","Perfetti Van Melle 1st Floor, Tower A, Global Business Park, Mehrauli Gurgaon Road, Gurugram, Haryana 122002",-,-,-,-,"Polyols (Sorbitol, Maltitol, Xylitol, Mannitol), Gum Base, Gum Arabic, Calcium Carbonate (170(I), Humectant (422), Sweetener, Aspartame (951), Emulsifier (322), Antioxidant (307), Contain Permitted Synthetic Food Colours (102, 133, 171) And Added Flavours (Natural, Nature-Identical &Amp; Artificial (Mint) Flavouring Substances).",-,-,-
RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-13,Happydent,"Happydent Wave Xylitol Sugarfree Mint Flavour Bubble Gum -, 28.9 g Pocket Bottle","Happydent Wave Xylitol is a sugar-free coated bubble gum, for healthy and bright teeth. Happydent Wave has a pleasant mint flavoured liquid filling in the centre. The smooth and refreshing flavour of sugar-free Happydent provides instant cool breath and a perfectly clean mouth that prepares you to make the most of the moment. The easy to carry, pocket bottle pack allows you to enjoy the crisp, smooth flavour with fewer calories, anywhere.
Keep a pack in the pocket, car, or a drawer for instant minty refreshment anytime Happydent is a globally renowned brand, enjoyed by millions of people around the world. Whether its the icy cool taste of traditional mint, or something fun and fruity, you can always count on a clean and refreshing feeling of Happydent. Grab your pack now and impress everyone with your sparkling smiles! *Contains Aspartame and Polyols that may have laxative effects.",28.9 g Pocket Bottle,g Pocket Bottle,28.9 g Pocket Bottle,1,1,50,50,"Perfetti Van Melle 1st Floor, Tower A, Global Business Park, Mehrauli Gurgaon Road, Gurugram, Haryana 122002",India,['8901393019124'],['10012064000100'],https://datalabs.siva3.io/image/Eunimart_groceries_40016430_11-happydent-wave-xylitol-sugarfree-mint-flavour-bubble-gum-pocket-bottle.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40016430-2_5-happydent-wave-xylitol-sugarfree-mint-flavour-bubble-gum-pocket-bottle.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40016430-3_7-happydent-wave-xylitol-sugarfree-mint-flavour-bubble-gum-pocket-bottle.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40016430-4_5-happydent-wave-xylitol-sugarfree-mint-flavour-bubble-gum-pocket-bottle.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40016430-5_4-happydent-wave-xylitol-sugarfree-mint-flavour-bubble-gum-pocket-bottle.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40016430-6_3-happydent-wave-xylitol-sugarfree-mint-flavour-bubble-gum-pocket-bottle.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40016430-7_3-happydent-wave-xylitol-sugarfree-mint-flavour-bubble-gum-pocket-bottle.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40016430-8_3-happydent-wave-xylitol-sugarfree-mint-flavour-bubble-gum-pocket-bottle.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40016430-9_1-happydent-wave-xylitol-sugarfree-mint-flavour-bubble-gum-pocket-bottle.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '8901393019124'}, {'FSSAI No': '10012064000100'}, {'Manufactured & Marketed by': 'Perfetti Van Melle 1st Floor, Tower A, Global Business Park, Mehrauli Gurgaon Road, Gurugram, Haryana 122002'}, {'Country of origin': 'India'}]","Perfetti Van Melle 1st Floor, Tower A, Global Business Park, Mehrauli Gurgaon Road, Gurugram, Haryana 122002",-,-,-,-,"Polyols (Sorbitol, Maltitol, Xylitol, Mannitol), Gum Base, Gum Arabic, Calcium Carbonate (170(I), Humectant (422), Sweetener, Aspartame (951), Emulsifier (322), Antioxidant (307), Contain Permitted Synthetic Food Colours (102, 133, 171) And Added Flavours (Natural, Nature-Identical &Amp; Artificial (Mint) Flavouring Substances).",-,-,-
RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-13,Happydent,"Happydent White Xylitol Sugarfree Spearmint Flavour Chewing Gum - Fliptop, 16.5 g (15 pcs)",Happydent White Sugar-free Xylitol chewing gums are always good for oral health. It is considered to offer fresh breath. A refreshing chewing gum which provides fresh breath. Sugar-free coated gum in refreshing spearmint flavour for healthy teeth. It is a functional gum which helps give you an immediate freshness. It gives a perfect aroma and flavour that people of any age can chew and enjoy.,16.5 g (15 pcs),g ( pcs),16.5 g (15 pcs),15,1,35,35,"Perfetti Van Melle 1st Floor, Tower A, Global Business Park, Mehrauli Gurgaon Road, Gurugram, Haryana 122002",India,['8901393018943'],['10012064000100'],https://datalabs.siva3.io/image/Eunimart_groceries_40016432_5-happydent-white-xylitol-sugarfree-spearmint-flavour-chewing-gum-fliptop.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40016432-2_3-happydent-white-xylitol-sugarfree-spearmint-flavour-chewing-gum-fliptop.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40016432-3_3-happydent-white-xylitol-sugarfree-spearmint-flavour-chewing-gum-fliptop.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40016432-4_3-happydent-white-xylitol-sugarfree-spearmint-flavour-chewing-gum-fliptop.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40016432-5_3-happydent-white-xylitol-sugarfree-spearmint-flavour-chewing-gum-fliptop.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40016432-6_2-happydent-white-xylitol-sugarfree-spearmint-flavour-chewing-gum-fliptop.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1. Keep one in your car, pocket, desk or drawer to enjoy anytime. 2. Refreshing chewing gum for fresh breath.","[{'EAN Code': '8901393018943'}, {'FSSAI No': '10012064000100'}, {'Manufactured & Marketed by': 'Perfetti Van Melle 1st Floor, Tower A, Global Business Park, Mehrauli Gurgaon Road, Gurugram, Haryana 122002'}, {'Country of origin': 'India'}]","Perfetti Van Melle 1st Floor, Tower A, Global Business Park, Mehrauli Gurgaon Road, Gurugram, Haryana 122002",-,-,-,-,"Neem Satva 0.59 Mg, Meetha (Baking) Soda 0.46 Mg, Pudina Satva 2.9 Mg, Pudina Tail 8.21 Mg, Nilgiri Tail 0.4 Mg, Sugar Base Q.S, Gum Base Q.S, Approved Flavours (Mint) & Colours (Ins 122 & Ins 171).",-,-,-
RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-13,Happydent,"Happydent White Xylitol Sugarfree Spearmint Flavour Chewing Gum Pocket Bottle, 25 pcs Pocket Bottle","Happydent White Xylitol; a Sugar-free functional gum, for whiter and brighter teeth. Happydent White is a proprietary Ayurvedic medicine with active ingredients so experience the benefit of Ayurveda with long-lasting freshness.The smooth and refreshing flavour of sugar-free Happydent provides instant cool breath and a perfect clean mouth that prepares you to make the most of the moment. The easy to carry, pocket bottle pack allows you to enjoy the crisp, smooth flavour with fewer calories, anywhere.",25 pcs Pocket Bottle,pcs Pocket Bottle,25 pcs Pocket Bottle,25,1,50,50,"PERFETTI VAN MELLE INDIA PVT. LTD.47th Milestone, Delhi-Jaipur Highway, Manesar -122050, Gurugram (HR)",India,['8901393024197'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40016429_10-happydent-white-xylitol-sugarfree-spearmint-flavour-chewing-gum-pocket-bottle.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40016429-2_7-happydent-white-xylitol-sugarfree-spearmint-flavour-chewing-gum-pocket-bottle.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40016429-3_7-happydent-white-xylitol-sugarfree-spearmint-flavour-chewing-gum-pocket-bottle.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40016429-4_7-happydent-white-xylitol-sugarfree-spearmint-flavour-chewing-gum-pocket-bottle.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40016429-5_7-happydent-white-xylitol-sugarfree-spearmint-flavour-chewing-gum-pocket-bottle.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40016429-6_6-happydent-white-xylitol-sugarfree-spearmint-flavour-chewing-gum-pocket-bottle.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40016429-7_2-happydent-white-xylitol-sugarfree-spearmint-flavour-chewing-gum-pocket-bottle.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40016429-8_2-happydent-white-xylitol-sugarfree-spearmint-flavour-chewing-gum-pocket-bottle.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '8901393024197'}, {'Country Of Origin': 'India'}, {'Manufactured by': 'PERFETTI VAN MELLE INDIA PVT. LTD.47th Milestone, Delhi-Jaipur Highway, Manesar -122050, Gurugram (HR)'}]",-,-,-,-,-,"Neem Satva 0.51Mg, Meetha (Baking) Soda 0.4Mg, Pudina Satva 4.0Mg, Pudina Spiceta 13.0Mg, Sugarfree Base (Xylitol, Sorbitol, Mannitol) Q.S., Gum Base Q.S., Permitted Colours (Titanium Dioxide, Brilliant Blue Fcf), Approved Flavours",-,-,-
