L0 Domain,L1 Sub-Domain,L2 Category,L3 Sub-Category,L4 Product Enum-Code,Brand,Product Name,Product Description,Product Quantity,UOM,Net Quantity,Pack Quantity,Pack Size,MRP,Price,Manufacturer,Country Of Origin,UPC/EAN,FSSAI no,Images,Images / Video,Images.3,Images.4,Images.5,Images.6,Images.7,Images.8,Images.9,Images.10,SKU Code,Customer Care Contact,Time to Ship,Returnable (Y/N),Cancellable (Y/N),COD available (Y/N),Preservatives (Y/N),Preservatives (details),Flavours & Spices,Ready to cook (Y/N),Ready to eat (Y/N),Rice grain type,Recommended Age,Scented/ Flavour,Herbal/ Ayurvedic,Theme/ Occasion Type,Hair Type,Mineral Source,Caffeine Content,Capacity,Benefits,Usage,Other details,Marketed By,Baby Weight,Absorption Duration (in Hrs),Features,Care Instruction,Ingredients,Ingredient
RET,RET-10,RET-10-13,RET-10-13-10,RET-10-13-10-18,Blue Tokai,"Blue Tokai Easy Pour Coffee Brew Bags - Monsoon Malabar Medium Dark Roast, 110 g (10 Sachets x 11 g Each)","The Blue Tokai Easy Pour Monsoon Malabar Coffee Brew Bags is the best beverage to have in between office hours. Blue Tokai Easy Pour Monsoon Malabar Coffee has a Nutty and Earthy flavour. It is a medium roasted coffee and comes in a pack containing 10 Sachets. There is no need for any equipment, you need to pour water and it is ready. Enjoy the wide range of Blue Tokai Easy Pour Monsoon Malabar Coffee Brew Bags with Big Basket.",110 g (10 Sachets x 11 g Each),g,110 g (10 Sachets x 11 g Each),10,1,400,352,"MUHAVRA ENTERPRISES PVT LTD, KHASRA 258, LANE 3, WESTEND MARG, SAIDULAJAB, NEW DELHI, 110030 & Supermarket Grocery supplies PVt Ltd, 8th Floor, The Fairway Business park, Near Embassy Golf links Business park, Challaghatta, Domlur, Bangalore-560071",India,['726754111082'],['13315008000508'],https://datalabs.siva3.io/image/Eunimart_groceries_40253227_2-blue-tokai-easy-pour-monsoon-malabar-coffee-brew-bags-medium-roasted-nutty-earthy.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40253227-2_2-blue-tokai-easy-pour-monsoon-malabar-coffee-brew-bags-medium-roasted-nutty-earthy.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40253227-3_2-blue-tokai-easy-pour-monsoon-malabar-coffee-brew-bags-medium-roasted-nutty-earthy.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40253227-4_2-blue-tokai-easy-pour-monsoon-malabar-coffee-brew-bags-medium-roasted-nutty-earthy.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40253227-5_2-blue-tokai-easy-pour-monsoon-malabar-coffee-brew-bags-medium-roasted-nutty-earthy.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40253227-6_1-blue-tokai-easy-pour-monsoon-malabar-coffee-brew-bags-medium-roasted-nutty-earthy.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Enjoy the Blue Tokai Easy Pour Monsoon Malabar Coffee Brew best bold.
You can energise your mind with a cup in the evening or in between office hours.","[{'EAN Code': '726754111082'}, {'FSSAI No': '13315008000508'}, {'Manufactured & Marketed by': 'MUHAVRA ENTERPRISES PVT LTD, KHASRA 258, LANE 3, WESTEND MARG, SAIDULAJAB, NEW DELHI, 110030 & Supermarket Grocery supplies PVt Ltd, 8th Floor, The Fairway Business park, Near Embassy Golf links Business park, Challaghatta, Domlur, Bangalore-560071'}, {'Country of origin': 'India'}, {'","MUHAVRA ENTERPRISES PVT LTD, KHASRA 258, LANE 3, WESTEND MARG, SAIDULAJAB, NEW DELHI, 110030 & Supermarket Grocery supplies PVt Ltd, 8th Floor, The Fairway Business park, Near Embassy Golf links Business park, Challaghatta, Domlur, Bangalore-560071",-,-,-,-,100% Specialty Grade Indian Arabica Coffee.,-
RET,RET-10,RET-10-13,RET-10-13-10,RET-10-13-10-18,Blue Tokai,"Blue Tokai Easy Pour Coffee Brew Bags Vienna Roast Dark Roast, 110 g (10 Sachets x 11 g each)","Our new single-serve Easy Pour sachets make brewing speciality coffee more convenient than ever before. You don't need equipment, just a couple of minutes to make great tasting, craft coffee at your desk or home. Each sachet contains a filter that is filled with ground coffee from our partner farms, which is nitrogen-flushed and sealed to preserve flavour. Place the filter on your cup using the side anchors to hold it in place. Slowly pour water in the filter two to three times to make yourself great-tasting coffee, without any compromise on quality! Each Easy Pour box contains 10 sachets. Our mixed bag contains a range of single-estate coffees, roasted from light to dark, so you can try them all. The Nachammai Estate is a light roast that makes a fruity and zesty cup while Vienna is a dark roast that's bitter and bold. In the middle range, Thogarihunkal Estate is a fruity medium roast and the Attikan Estate is medium-dark that packs a nutty, chocolatey punch! 
Great tasting coffee anytime: Single-serve sachets - 100% arabica - just pour hot water. 
Easy to use simply tear, place, and pour hot water for a great-tasting brew. 
Fresh: nitrogen-flushed to preserve flavour. 
Help recycle: Drop the sachets of at any blue Tokai cafe
Oaky, with overtones of cocoa and a hint of bitterness, this smooth dark roast is a classic. Every cup is heavy bodied with low acidity and is perfect for those who love the sharp, bold taste of coffee!",110 g (10 Sachets x 11 g each),g,110 g (10 Sachets x 11 g each),10,1,400,352,"MUHAVRA ENTERPRISES PVT LTD, KHASRA 258, LANE 3, WESTEND MARG,SAIDULAJAB, NEW DELHI, 110030",India,['673869838345'],['13315008000508'],https://datalabs.siva3.io/image/Eunimart_groceries_40193970_3-blue-tokai-coffee-roasters-vienna-roast-dark-roast-easy-pour-over.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40193970-2_3-blue-tokai-coffee-roasters-vienna-roast-dark-roast-easy-pour-over.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40193970-3_3-blue-tokai-coffee-roasters-vienna-roast-dark-roast-easy-pour-over.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40193970-4_3-blue-tokai-coffee-roasters-vienna-roast-dark-roast-easy-pour-over.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40193970-5_3-blue-tokai-coffee-roasters-vienna-roast-dark-roast-easy-pour-over.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40193970-6_1-blue-tokai-coffee-roasters-vienna-roast-dark-roast-easy-pour-over.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '673869838345'}, {'Country Of Origin': 'India'}, {'FSSAI Number': '13315008000508'}, {'Manufacturer Name & ': 'MUHAVRA ENTERPRISES PVT LTD, KHASRA 258, LANE 3, WESTEND MARG,SAIDULAJAB, NEW DELHI, 110030'}, {'Sourced & Marketed by': 'Supermarket Grocery supplies PVt Ltd, 8th Floor, The Fairway Business park, Near Embassy Golf links Business park, Challaghatta, Domlur,Bangalore-560071'}]","Supermarket Grocery supplies PVt Ltd, 8th Floor, The Fairway Business park, Near Embassy Golf links Business park, Challaghatta, Domlur,Bangalore-560071",-,-,-,-,100% Specialty Grade Indian Arabica Coffee,-
RET,RET-10,RET-10-13,RET-10-13-10,RET-10-13-10-18,Blue Tokai,"Blue Tokai French Roast Channi Grind Dark Roast Arabica Ground Coffee, 250 g Pouch","Roast Level - Very Dark Grind Type -Channi 100% Specialty Grade Indian Arabica Coffee (No added flavour or preservatives). We source through direct trade relationships with India's best farms. Tasting Notes: Strong, Cocoa, Bittersweet We freshly roast our coffee only after you order and grind it to suit your brewing method. We recommend Channi Grind, if you don't have any coffee brewing equipment yet. Our mission since we started has stayed simple: introduce our customers to the estates we directly buy our great tasting coffee from, roast the beans with care, and make high quality coffee more accessible through our cafes and our website. The coffee we roast is the coffee we like to drink, and we hope you like it too.",250 g Pouch,g,250 g Pouch,1,1,470,470,"MUHAVRA ENTERPRISES PVT LTD, KHASRA 258, LANE 3, WESTEND MARG,SAIDULAJAB, NEW DELHI, 110030",India,['726754110740'],['13315008000508'],https://datalabs.siva3.io/image/Eunimart_groceries_40203616_5-blue-tokai-coffee-roasters-very-dark-french-roast-channi.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40203616-2_4-blue-tokai-coffee-roasters-very-dark-french-roast-channi.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40203616-3_4-blue-tokai-coffee-roasters-very-dark-french-roast-channi.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40203616-4_4-blue-tokai-coffee-roasters-very-dark-french-roast-channi.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40203616-5_4-blue-tokai-coffee-roasters-very-dark-french-roast-channi.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40203616-6_4-blue-tokai-coffee-roasters-very-dark-french-roast-channi.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40203616-7_3-blue-tokai-coffee-roasters-very-dark-french-roast-channi.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40203616-8_1-blue-tokai-coffee-roasters-very-dark-french-roast-channi.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Add 14 gm of coffee followed by 130 ml water.
Let it steep for 4 mins.
Strain it into a cup and enjoy!","[{'EAN Code': '726754110740'}, {'FSSAI Number': '13315008000508'}, {'Manufacturer Name & ': 'MUHAVRA ENTERPRISES PVT LTD, KHASRA 258, LANE 3, WESTEND MARG,SAIDULAJAB, NEW DELHI, 110030'}, {'Marketed by': 'Supermarket Grocery supplies PVt Ltd, 8th Floor, The Fairway Business park, Near Embassy Golf links Business park, Challaghatta, Domlur,Bangalore-560071'}, {'Country of Origin': 'India'}]","Supermarket Grocery supplies PVt Ltd, 8th Floor, The Fairway Business park, Near Embassy Golf links Business park, Challaghatta, Domlur,Bangalore-560071",-,-,-,-,100% Specialty Grade Indian Arabica Coffee,-
RET,RET-10,RET-10-13,RET-10-13-10,RET-10-13-10-18,Blue Tokai,"Blue Tokai South Indian Filter Blend - Medium Dark Roast Ground, 250 g","Blue Tokai South Indian Filter Blend South Indian Filter Medium Dark Roast Ground Coffee is all set to elevate your caffeine game. This bag of medium-dark roast is a blend of Arabica beans with unique taste notes of roasted hazelnut and toffee. This blend makes in a medium brew that pairs perfectly well with milk. While you can get the best brewed using a South Indian Filter, it works well across other brewing methods as well. Best had hot, if you are a fan of the famous south Indian coffee, you will absolutely love it! Make sure to try other blends by Blue Tokai, only on BigBasket!",250 g,g,250 g,1,1,440,387.2,"MUHAVRA ENTERPRISES PRIVATE LIMITED, Plot 320, Udyog Vihar II Rd, Phase II, Udyog Vihar, Sector 20, Gurugram, Haryana 122008",India,['8904384806079'],['10821005000101'],https://datalabs.siva3.io/image/Eunimart_groceries_40289598_1-blue-tokai-south-indian-filter-blend-medium-dark-roast-ground.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40289598-2_1-blue-tokai-south-indian-filter-blend-medium-dark-roast-ground.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40289598-3_1-blue-tokai-south-indian-filter-blend-medium-dark-roast-ground.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40289598-4_1-blue-tokai-south-indian-filter-blend-medium-dark-roast-ground.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1) Add coffee, start the timer and pour 220ml making sure all grinds are wet. 
2) Add the plunge lid on top to keep the temperature stable.
3) After 3 minutes stir the grinds on top lightly (break the crust) and leave to brew for another 2 minutes.
4) At 6 minutes slowly plunge the brew and serve straight away.","[{'EAN Code': '8904384806079'}, {'FSSAI': '10821005000101'}, {'Manufactured & Marketed by': 'MUHAVRA ENTERPRISES PRIVATE LIMITED, Plot 320, Udyog Vihar II Rd, Phase II, Udyog Vihar, Sector 20, Gurugram, Haryana 122008'}, {'Country of origin': 'India'}]","MUHAVRA ENTERPRISES PRIVATE LIMITED, Plot 320, Udyog Vihar II Rd, Phase II, Udyog Vihar, Sector 20, Gurugram, Haryana 122008",-,-,-,-,100% Roasted Coffee,-
RET,RET-10,RET-10-13,RET-10-13-10,RET-10-13-10-18,Blv Fine Blend,"Blv Fine Blend Freshly Roasted & Ground Filter Coffee Powder With Chicory, 250 g Pouch","Premium coffee powder blended with 20% chicory. Roasted, ground & packed in a degassing eco-friendly coffee pouch to retain the freshness & aroma longer. Only A graded beans are selected for this blend and it is extremely well -balanced in flavour, with an excellent body and a nice medium acidity. This is not instant coffee. Recommended & perfect for south Indian filter coffee, black coffee, cold brew, espresso machine or other powdered coffee technique. Has no added sugar or preservatives.; Store the coffee powder in an airtight container in a dry, cool & dark place to retain the freshness & aroma for longer time.",250 g Pouch,g,250 g Pouch,1,1,249,249,"Blv Fine Blend LLP, Soundarya Y-47, Club Road, Behind Vijaya Bank, Somwarpet, North Kodagu, Karnataka - 571236.",India,['8939998033146'],['11220319000187'],https://datalabs.siva3.io/image/Eunimart_groceries_40202092_1-blv-fine-blend-freshly-roasted-ground-filter-coffee-powder-with-chicory.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40202092-2_1-blv-fine-blend-freshly-roasted-ground-filter-coffee-powder-with-chicory.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40202092-3_1-blv-fine-blend-freshly-roasted-ground-filter-coffee-powder-with-chicory.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40202092-4_1-blv-fine-blend-freshly-roasted-ground-filter-coffee-powder-with-chicory.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40202092-5_1-blv-fine-blend-freshly-roasted-ground-filter-coffee-powder-with-chicory.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Make a decoction with hot water and prepare your choice of coffee.,"[{'EAN Code': '8939998033146'}, {'FSSAI Number': '11220319000187'}, {'Manufactured & Marketed By': 'Blv Fine Blend LLP, Soundarya Y-47, Club Road, Behind Vijaya Bank, Somwarpet, North Kodagu, Karnataka - 571236.'}, {'Country Of Origin': 'India'}]","Blv Fine Blend LLP, Soundarya Y-47, Club Road, Behind Vijaya Bank, Somwarpet, North Kodagu, Karnataka - 571236.",-,-,-,-,Coffee With 20% Chicory,-
RET,RET-10,RET-10-13,RET-10-13-10,RET-10-13-10-18,Colombian Brew Coffee,"Colombian Brew Coffee Arabica Espresso Filter Coffee - Dark Roast & Ground, Rich Flavour & Aroma, 250 g Pouch","This is an elegant pack of 250g, 8.8oz -25 servings Colombian Brew Espresso Filter coffee, made with handpicked 100% Arabica Beans. Dark Roast & Fine Grind. Colombian Brew is inspired by Francisco Romero, a priest in mid-16th century Colombia that started its coffee revolution. Colombian Brew Coffee is sourced from best Arabica Bean Plantations in the world.",250 g Pouch,g,250 g Pouch,1,1,299,299,"FUN CHOICE, Sector A-2, Plot No-D2, Plot No-C20,Tronica City Ghaziabad.",India,['890608870189'],['10019011005974'],https://datalabs.siva3.io/image/Eunimart_groceries_40122771_9-colombian-brew-coffee-arabica-espresso-filter-coffee-roast-ground-strong.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40122771-2_8-colombian-brew-coffee-arabica-espresso-filter-coffee-roast-ground-strong.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40122771-3_8-colombian-brew-coffee-arabica-espresso-filter-coffee-roast-ground-strong.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40122771-4_8-colombian-brew-coffee-arabica-espresso-filter-coffee-roast-ground-strong.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40122771-5_8-colombian-brew-coffee-arabica-espresso-filter-coffee-roast-ground-strong.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40122771-6_6-colombian-brew-coffee-arabica-espresso-filter-coffee-roast-ground-strong.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"This is not an instant coffee. Perfect for espresso, drip coffee, french press, cold brew, moka pot or South Indian filter coffee technique. One sachet makes one cup of 125 ml. Drink hot or cold, in milk or water. Add sugar as per taste. This coffee has no sugar, no milk powder, no preservatives.","[{'EAN Code': '890608870189'}, {'Country of origin': 'India'}, {'FSSAI NO': '10019011005974'}, {'Manufacturer Name & ': 'FUN CHOICE, Sector A-2, Plot No-D2, Plot No-C20,Tronica City Ghaziabad.'}, {'Marketed By': 'TERRESTRIAL FOODS PRIVATE LIMITED, 3, BAHADUR SHAH ZAFAR MARG, NEW DELHI-110002. Best Before 03-03-2024'}]","TERRESTRIAL FOODS PRIVATE LIMITED, 3, BAHADUR SHAH ZAFAR MARG, NEW DELHI-110002. Best Before 03-03-2024",-,-,-,-,"100% Arabica Ground Coffee. Dark Roast, Fine Grind. No Chicory. Vegan. (No sugar, No preservatives, No milk powder).",-
RET,RET-10,RET-10-13,RET-10-13-10,RET-10-13-10-18,Colombian Brew Coffee,"Colombian Brew Coffee Instant Coffee - Double Chocolate Mocha, Rich Aroma & Flavour, 50 g Box","This is an elegant pack of 50g, 1.8oz - 25 servings of Colombian Brew Double Chocolate Mocha, made with handpicked 100% pure coffee beans and cocoa beans. Colombian Brew is inspired by Francisco Romero, a priest in the mid-16th century Colombia that started its coffee revolution. Colombian Brew Coffee is sourced from best Coffee Bean Plantations in the world. Vegan. 100% Natural. Pure & Artisan Cacao. Does not contain milk solids. May contain traces of nuts. Store in a dry place. Do not buy pack, if found tampered with,",50 g Box,g,50 g Box,1,1,199,199,"FUN CHOICE, Sector A-2, Plot No-D2, Plot No-C20,Tronica City Ghaziabad.",India,['8906088701162'],['10019011005974'],https://datalabs.siva3.io/image/Eunimart_groceries_40156509_12-colombian-brew-coffee-double-chocolate-mocha-instant-coffee-no-sugar-vegan.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40156509-2_12-colombian-brew-coffee-double-chocolate-mocha-instant-coffee-no-sugar-vegan.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40156509-3_12-colombian-brew-coffee-double-chocolate-mocha-instant-coffee-no-sugar-vegan.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40156509-4_11-colombian-brew-coffee-double-chocolate-mocha-instant-coffee-no-sugar-vegan.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40156509-5_10-colombian-brew-coffee-double-chocolate-mocha-instant-coffee-no-sugar-vegan.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40156509-6_10-colombian-brew-coffee-double-chocolate-mocha-instant-coffee-no-sugar-vegan.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40156509-7_10-colombian-brew-coffee-double-chocolate-mocha-instant-coffee-no-sugar-vegan.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"This is a soluble instant coffee. 1 spoon makes 1 cup of 125 ml coffee. Drink hot or cold, in milk or water. Add sugar as per taste. (This coffee has no sugar, no milk powder, no preservatives)","[{'EAN Code': '8906088701162'}, {'Country of origin': 'India'}, {'FSSAI NO': '10019011005974'}, {'Manufacturer Name & ': 'FUN CHOICE, Sector A-2, Plot No-D2, Plot No-C20,Tronica City Ghaziabad.'}, {'Marketed By': 'TERRESTRIAL FOODS PRIVATE LIMITED, 3, BAHADUR SHAH ZAFAR MARG, NEW DELHI-110002. Best Before 03-03-2024'}]","TERRESTRIAL FOODS PRIVATE LIMITED, 3, BAHADUR SHAH ZAFAR MARG, NEW DELHI-110002. Best Before 03-03-2024",-,-,-,-,"Instant Coffee, Natural Cocoa, Flavourings. No Chicory. Vegan. (No sugar, No preservatives, No milk powder).",-
RET,RET-10,RET-10-13,RET-10-13-10,RET-10-13-10-18,Colombian Brew Coffee,"Colombian Brew Coffee Instant Coffee - Vanilla, Rich Taste & Aroma, 50 g Box","This is an elegant pack of 50g, 1.8oz - 25 servings Colombian Brew Vanilla Instant coffee, made with handpicked 100% pure coffee beans. Colombian Brew is inspired by Francisco Romero, a priest in mid-16th century Colombia that started its coffee revolution. Colombian Brew Coffee is sourced from best Coffee Bean Plantations in the world. Vegan. 100% Natural. Pure & Artisan Cacao. Store in cool dry place.",50 g Box,g,50 g Box,1,1,199,199,"FUN CHOICE, Sector A-2, Plot No-D2, Plot No-C20,Tronica City Ghaziabad.",India,['8906088701070'],['10019011005974'],https://datalabs.siva3.io/image/Eunimart_groceries_40125345_13-colombian-brew-coffee-vanilla-instant-coffee-no-sugar-vegan.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40125345-2_15-colombian-brew-coffee-vanilla-instant-coffee-no-sugar-vegan.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40125345-3_15-colombian-brew-coffee-vanilla-instant-coffee-no-sugar-vegan.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40125345-4_14-colombian-brew-coffee-vanilla-instant-coffee-no-sugar-vegan.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40125345-5_13-colombian-brew-coffee-vanilla-instant-coffee-no-sugar-vegan.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40125345-6_12-colombian-brew-coffee-vanilla-instant-coffee-no-sugar-vegan.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40125345-7_11-colombian-brew-coffee-vanilla-instant-coffee-no-sugar-vegan.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"This is a soluble instant coffee. 1 spoon makes 1 cup of 125ml coffee. Drink hot or cold, in milk or water. Add sugar as per taste. (This coffee has no sugar, no milk powder, no preservatives).","[{'EAN Code': '8906088701070'}, {'Country of origin': 'India'}, {'FSSAI NO': '10019011005974'}, {'Manufacturer Name & ': 'FUN CHOICE, Sector A-2, Plot No-D2, Plot No-C20,Tronica City Ghaziabad.'}, {'Marketed By': 'TERRESTRIAL FOODS PRIVATE LIMITED, 3, BAHADUR SHAH ZAFAR MARG, NEW DELHI-110002. Best Before 03-03-2024'}]","TERRESTRIAL FOODS PRIVATE LIMITED, 3, BAHADUR SHAH ZAFAR MARG, NEW DELHI-110002. Best Before 03-03-2024",-,-,-,-,"Instant Coffee, Flavourings. No Chicory. Vegan. (No sugar, No preservatives, No milk powder).",-
RET,RET-10,RET-10-13,RET-10-13-10,RET-10-13-10-18,Colombian Brew Coffee,"Colombian Brew Coffee Instant Coffee 3 In 1 Premix - Vanilla Caramel, Cafe Latte, 200 g (10 Sachets)","Colombian Brew Vanilla 3 in 1 Coffee Pre-mix Brew inspired by Francisco Romero, a priest in mid-16th century Colombia that started its coffee revolution. Colombian Brew Coffee is sourced from the best Arabica Bean Plantations in the world. It's is an elegant pack of 10 Sachets Box.",200 g (10 Sachets),g,200 g (10 Sachets),10,1,249,249,"Snowlan Epicure Pvt Ltd, Snowlan Epicure,121, Santosh Nagar Rd, Santosh Nagar, Katraj, Pune, Maharashtra 411046",India,['40229936'],['11516035000353'],https://datalabs.siva3.io/image/Eunimart_groceries_40229936_2-colombian-brew-coffee-cafe-latte-instant-coffee-powder-3-in-1-premix-vanilla-caramel.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40229936-2_2-colombian-brew-coffee-cafe-latte-instant-coffee-powder-3-in-1-premix-vanilla-caramel.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40229936-3_2-colombian-brew-coffee-cafe-latte-instant-coffee-powder-3-in-1-premix-vanilla-caramel.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40229936-4_2-colombian-brew-coffee-cafe-latte-instant-coffee-powder-3-in-1-premix-vanilla-caramel.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40229936-5_2-colombian-brew-coffee-cafe-latte-instant-coffee-powder-3-in-1-premix-vanilla-caramel.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40229936-6_2-colombian-brew-coffee-cafe-latte-instant-coffee-powder-3-in-1-premix-vanilla-caramel.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40229936-7_2-colombian-brew-coffee-cafe-latte-instant-coffee-powder-3-in-1-premix-vanilla-caramel.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '40229936'}, {'FSSAI No': '11516035000353'}, {'Manufactured & Marketed by': 'Snowlan Epicure Pvt Ltd, Snowlan Epicure,121, Santosh Nagar Rd, Santosh Nagar, Katraj, Pune, Maharashtra 411046'}, {'Country of origin': 'India'}]","Snowlan Epicure Pvt Ltd, Snowlan Epicure,121, Santosh Nagar Rd, Santosh Nagar, Katraj, Pune, Maharashtra 411046",-,-,-,-,"Instant Coffee, Natural Sugar, Milk Protein, Flavourings (Sodium Caseinate/Casein), Emulsifier.",-
RET,RET-10,RET-10-13,RET-10-13-10,RET-10-13-10-18,Colombian Brew Coffee,"Colombian Brew Coffee Instant Coffee Powder - High Caffeine Espresso, Strong, 50 g (25 Sachets)","This is an elegant pack of 50g - 1.8oz - 25 servings Colombian Brew High Caffeine Espresso Instant Coffee made with handpicked 100% pure coffee beans. Colombian Brew is inspired by Francisco Romero, a priest in mid-16th century Colombia that started its coffee revolution. Colombian Brew Coffee is sourced from the best Coffee Bean Plantations in the world.",50 g (25 Sachets),g,50 g (25 Sachets),25,1,199,199,"Snowlan Epicure Pvt Ltd, Snowlan Epicure,121, Santosh Nagar Rd, Santosh Nagar, Katraj, Pune, Maharashtra 411046",India,['8906088701025'],['11516035000353'],https://datalabs.siva3.io/image/Eunimart_groceries_40229935_2-colombian-brew-coffee-strong-instant-coffee-powder-high-caffeine-espresso.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40229935-2_2-colombian-brew-coffee-strong-instant-coffee-powder-high-caffeine-espresso.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40229935-3_2-colombian-brew-coffee-strong-instant-coffee-powder-high-caffeine-espresso.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40229935-4_2-colombian-brew-coffee-strong-instant-coffee-powder-high-caffeine-espresso.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40229935-5_2-colombian-brew-coffee-strong-instant-coffee-powder-high-caffeine-espresso.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40229935-6_2-colombian-brew-coffee-strong-instant-coffee-powder-high-caffeine-espresso.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40229935-7_2-colombian-brew-coffee-strong-instant-coffee-powder-high-caffeine-espresso.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40229935-8_2-colombian-brew-coffee-strong-instant-coffee-powder-high-caffeine-espresso.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '8906088701025'}, {'FSSAI No': '11516035000353'}, {'Manufactured & Marketed by': 'Snowlan Epicure Pvt Ltd, Snowlan Epicure,121, Santosh Nagar Rd, Santosh Nagar, Katraj, Pune, Maharashtra 411046'}, {'Country of origin': 'India'}]","Snowlan Epicure Pvt Ltd, Snowlan Epicure,121, Santosh Nagar Rd, Santosh Nagar, Katraj, Pune, Maharashtra 411046",-,-,-,-,"100% Pure Instant Coffee, Caffeine, No Chicory, Vegan (No Sugar, No Preservatives, No Milk Powder).",-
