L0 Domain,L1 Sub-Domain,L2 Category,L3 Sub-Category,L4 Product Enum-Code,Brand,Product Name,Product Description,Product Quantity,UOM,Net Quantity,Pack Quantity,Pack Size,MRP,Price,Manufacturer,Country Of Origin,UPC/EAN,FSSAI no,Images,Images / Video,Images.3,Images.4,Images.5,SKU Code,Customer Care Contact,Time to Ship,Returnable (Y/N),Cancellable (Y/N),COD available (Y/N),Preservatives (Y/N),Preservatives (details),Flavours & Spices,Ready to cook (Y/N),Ready to eat (Y/N),Rice grain type,Recommended Age,Scented/ Flavour,Herbal/ Ayurvedic,Theme/ Occasion Type,Hair Type,Mineral Source,Caffeine Content,Capacity,Benefits,Usage,Other details,Marketed By,Baby Weight,Absorption Duration (in Hrs),Features,Ingredients
RET,RET-10,RET-10-15,RET-10-15-11,RET-10-15-11-10,Fresho,"Fresho Mutton - Biryani Pieces, Antibiotic Residue-Free, Growth Hormone-Free, 5 To 7 pcs, 250 g","Net Weight Number of Pcs Serving Size Storage Temp
250 g 5 To 7 pcs (Each piece is about 40 to 50g, each pack contains 2 to 4 ribs pieces, 2 to 6 back and neck pieces, 2 to 4 leg and shoulder pcs.) 3-4 people 0-4 deg Celsius
Fresho Meats is our in-house brand of fresh meat, poultry, and seafood. We take the utmost care in selecting the best suppliers to provide you with high quality succulent products. Every product is stored in our cold storage right until your doorstep ensuring freshness and utmost hygiene. Additionally, every product is packed using food grade plastic which provides a nourishing and wholesome environment. All our Mutton is succulent Halal Lamb Meat. Mutton biryani pieces are pieces of lamb meat cut small enough to use directly.",250 g,g,250 g,7,1,506,314,Fresho,India,['10000939'],[10019043002767],https://datalabs.siva3.io/image/Eunimart_groceries_939_7-fresho-mutton-biryani-pieces.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_939-2_2-fresho-mutton-biryani-pieces.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_939-3_1-fresho-mutton-biryani-pieces.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '10000939'}, {'Country Of Origin': 'India'}, {'FSSAI Number': '10019043002767'}]",-,-,-,"Correctly Weighed Product after complete processing and cleaning. 
Lab-Certified products, without any added chemicals and preservatives. 
Processed from Healthy tender meat, without Liver and Kidney. 
Contains Normal Fat to enhance the taste. 
This Product is Halal. 
Chilled, Not Frozen to ensure freshness and delicacy. 
Each cut piece weighing approx. 45 to 60 gm.",-
RET,RET-10,RET-10-15,RET-10-15-11,RET-10-15-11-10,Fresho,"Fresho Mutton - Boneless, Antibiotic Residue-Free, Growth Hormone-Free, 28 To 34 pcs, 1 kg","Net Weight Number of Pcs Serving Size Storage Temp
1 kg 28 To 34 pcs (Each piece of about 30 to 35g) 6-8 0-4 deg Celsius
Mutton is popular in most households. It is treated as a delicacy and is prepared on different joyous occasions. The juicy taste and the chewy texture make it a favourite among many. Moreover, they come with a lot of health benefits. It is packed with protein, saturated fat, iron, zinc, and vitamin B. 
Mutton helps in building a strong immune system. It also helps to build bones and muscles. For a scrumptious meatier experience, these boneless mutton pieces are perfect to indulge in.
 Grilled, barbequed, fried, baked, one can have this versatile cut in diverse ways. This cut comes in 4-8 pieces which are perfect for 6-8 people. 
The Add-on Benefits of Fresho Mutton: 
Ç¬Ç Premium quality 
Ç¬Ç Tender Meat 
Ç¬Ç Processed and packed under strict hygienic conditions. 
Fresho Meats is our in-house brand of fresh meat, poultry, and seafood. We take the utmost care in selecting the best suppliers to provide you with high quality succulent products. Every product is stored in our cold storage right until your doorstep ensuring freshness and utmost hygiene.",1 kg,kg,1 kg,34,1,1757.57,1757.57,Fresho,India,['200036760001'],['10019043002767'],https://datalabs.siva3.io/image/Eunimart_groceries_20003676_4-fresho-mutton-boneless-antibiotic-residue-free-growth-hormone-free.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_20003676-2_2-fresho-mutton-boneless-antibiotic-residue-free-growth-hormone-free.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_20003676-3_1-fresho-mutton-boneless-antibiotic-residue-free-growth-hormone-free.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '200036760001'}, {'Country of Origin': 'India'}, {'Sourced by': ""Ahmedabad - Packed By:-Liza Foods. Add.Chuna'S Bhaththa Nr. Parixitlal Nagar Danilimda Ahmedabad-380028.Fssai License No:-20718034000476. Marketed By:-Super Market Grocery Suppliees Private Limited, At:-Rev.Surv. No.476/1, New Ahmedabad Estate, Opp:Intas Pharma, Moraiya Village, Changodhar, Gujarat State 382213. Fssai License No:-10715001000120. Marketed By:-Super Market Grocery Suppliees Private Limited, At:-Rev.Surv. No.476/1, New Ahmedabad Estate, Opp:Intas Pharma, Moraiya Village, Changodhar, Gujarat State 382213. Fssai License No:-10715001000120. Email:-Customerservice@Bigbasket.Com Phone No:-18601231000""}, {'Indore - Packed By': '- Al-Ghori Khanne Khaas. :-Shop No, G-7, Paradise Tower, 1060 Khatiwala Tank, Indore, Madhya Pradesh-452014.Fssai License No:-21418850004121'}, {'Marketed by': 'Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071'}, {'FSSAI Number': '10019043002767'}]","Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071",-,-,-,-
RET,RET-10,RET-10-15,RET-10-15-11,RET-10-15-11-10,Fresho,"Fresho Mutton - Boneless, Antibiotic Residue-Free, Growth Hormone-Free, 28 To 34 pcs, 1 kg","Net Weight Number of Pcs Serving Size Storage Temp
1 kg 28 To 34 pcs (Each piece of about 30 to 35g) 6-8 0-4 deg Celsius
Mutton is popular in most households. It is treated as a delicacy and is prepared on different joyous occasions. The juicy taste and the chewy texture make it a favourite among many. Moreover, they come with a lot of health benefits. It is packed with protein, saturated fat, iron, zinc, and vitamin B. 
Mutton helps in building a strong immune system. It also helps to build bones and muscles. For a scrumptious meatier experience, these boneless mutton pieces are perfect to indulge in.
 Grilled, barbequed, fried, baked, one can have this versatile cut in diverse ways. This cut comes in 4-8 pieces which are perfect for 6-8 people. 
The Add-on Benefits of Fresho Mutton: 
Ç¬Ç Premium quality 
Ç¬Ç Tender Meat 
Ç¬Ç Processed and packed under strict hygienic conditions. 
Fresho Meats is our in-house brand of fresh meat, poultry, and seafood. We take the utmost care in selecting the best suppliers to provide you with high quality succulent products. Every product is stored in our cold storage right until your doorstep ensuring freshness and utmost hygiene.",1 kg,kg,1 kg,34,1,1757.57,1757.57,Fresho,India,['200036760001'],['10019043002767'],https://datalabs.siva3.io/image/Eunimart_groceries_20003676_4-fresho-mutton-boneless-antibiotic-residue-free-growth-hormone-free.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_20003676-2_2-fresho-mutton-boneless-antibiotic-residue-free-growth-hormone-free.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_20003676-3_1-fresho-mutton-boneless-antibiotic-residue-free-growth-hormone-free.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '200036760001'}, {'Country of Origin': 'India'}, {'Sourced by': ""Ahmedabad - Packed By:-Liza Foods. Add.Chuna'S Bhaththa Nr. Parixitlal Nagar Danilimda Ahmedabad-380028.Fssai License No:-20718034000476. Marketed By:-Super Market Grocery Suppliees Private Limited, At:-Rev.Surv. No.476/1, New Ahmedabad Estate, Opp:Intas Pharma, Moraiya Village, Changodhar, Gujarat State 382213. Fssai License No:-10715001000120. Marketed By:-Super Market Grocery Suppliees Private Limited, At:-Rev.Surv. No.476/1, New Ahmedabad Estate, Opp:Intas Pharma, Moraiya Village, Changodhar, Gujarat State 382213. Fssai License No:-10715001000120. Email:-Customerservice@Bigbasket.Com Phone No:-18601231000""}, {'Indore - Packed By': '- Al-Ghori Khanne Khaas. :-Shop No, G-7, Paradise Tower, 1060 Khatiwala Tank, Indore, Madhya Pradesh-452014.Fssai License No:-21418850004121'}, {'Marketed by': 'Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071'}, {'FSSAI Number': '10019043002767'}]","Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071",-,-,-,-
RET,RET-10,RET-10-15,RET-10-15-11,RET-10-15-11-10,Fresho,"Fresho Mutton - Boneless, Antibiotic Residue-Free, Growth Hormone-Free, 28 To 34 pcs, 1 kg","Net Weight Number of Pcs Serving Size Storage Temp
1 kg 28 To 34 pcs (Each piece of about 30 to 35g) 6-8 0-4 deg Celsius
Mutton is popular in most households. It is treated as a delicacy and is prepared on different joyous occasions. The juicy taste and the chewy texture make it a favourite among many. Moreover, they come with a lot of health benefits. It is packed with protein, saturated fat, iron, zinc, and vitamin B. 
Mutton helps in building a strong immune system. It also helps to build bones and muscles. For a scrumptious meatier experience, these boneless mutton pieces are perfect to indulge in.
 Grilled, barbequed, fried, baked, one can have this versatile cut in diverse ways. This cut comes in 4-8 pieces which are perfect for 6-8 people. 
The Add-on Benefits of Fresho Mutton: 
Ç¬Ç Premium quality 
Ç¬Ç Tender Meat 
Ç¬Ç Processed and packed under strict hygienic conditions. 
Fresho Meats is our in-house brand of fresh meat, poultry, and seafood. We take the utmost care in selecting the best suppliers to provide you with high quality succulent products. Every product is stored in our cold storage right until your doorstep ensuring freshness and utmost hygiene.",1 kg,kg,1 kg,34,1,1757.57,1757.57,Fresho,India,['200036760001'],['10019043002767'],https://datalabs.siva3.io/image/Eunimart_groceries_20003676_4-fresho-mutton-boneless-antibiotic-residue-free-growth-hormone-free.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_20003676-2_2-fresho-mutton-boneless-antibiotic-residue-free-growth-hormone-free.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_20003676-3_1-fresho-mutton-boneless-antibiotic-residue-free-growth-hormone-free.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '200036760001'}, {'Country of Origin': 'India'}, {'Sourced by': ""Ahmedabad - Packed By:-Liza Foods. Add.Chuna'S Bhaththa Nr. Parixitlal Nagar Danilimda Ahmedabad-380028.Fssai License No:-20718034000476. Marketed By:-Super Market Grocery Suppliees Private Limited, At:-Rev.Surv. No.476/1, New Ahmedabad Estate, Opp:Intas Pharma, Moraiya Village, Changodhar, Gujarat State 382213. Fssai License No:-10715001000120. Marketed By:-Super Market Grocery Suppliees Private Limited, At:-Rev.Surv. No.476/1, New Ahmedabad Estate, Opp:Intas Pharma, Moraiya Village, Changodhar, Gujarat State 382213. Fssai License No:-10715001000120. Email:-Customerservice@Bigbasket.Com Phone No:-18601231000""}, {'Indore - Packed By': '- Al-Ghori Khanne Khaas. :-Shop No, G-7, Paradise Tower, 1060 Khatiwala Tank, Indore, Madhya Pradesh-452014.Fssai License No:-21418850004121'}, {'Marketed by': 'Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071'}, {'FSSAI Number': '10019043002767'}]","Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071",-,-,-,-
RET,RET-10,RET-10-15,RET-10-15-11,RET-10-15-11-10,Fresho,"Fresho Mutton - Brain, 2pcs, Antibiotic Residue-Free, Growth Hormone-Free, 2 pcs","Net Weight
Number Of Pcs
Serving Size
Storage Temp
NA 2  2-3 people 0-4 deg cel

Mutton is popular in most of the household. It is treated as a delicacy and is prepared in different joyous occasions. The juicy taste and the chewy texture make it a favourite among many. Moreover, they come with a lot of health benefits. It is packed with protein, saturated fat, iron, zinc and B vitamins. 
Mutton brains have fish-like texture meat which tastes delicious when cooked. Brain meat is packed with Omega 3 and nutrients that are beneficial to the body. Fresho mutton brain comes in 2 pieces which are perfect for 2-3 people. 
Add-on Benefits of Fresho Mutton: 
Ç¬Ç Premium quality 
Ç¬Ç Tender Meat 
Ç¬Ç Processed and packed under strict hygienic condition. 
Fresho Meats is our in-house brand of fresh meat, poultry, and seafood. We take utmost care in selecting the best suppliers to provide you with high quality and succulent products. Every product is stored in our cold storage right until your doorstep ensuring freshness and utmost hygiene.",2 pcs,pcs,2 pcs,2,1,610,377,Fresho,India,['20001201'],['10019043002767'],https://datalabs.siva3.io/image/Eunimart_groceries_20001201_4-fresho-mutton-brain-2pcs-antibiotic-residue-free-growth-hormone-free.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_20001201-2_1-fresho-mutton-brain-2pcs-antibiotic-residue-free-growth-hormone-free.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '20001201'}, {'Country of Origin': 'India'}, {'Sourced & marketed by': 'Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071'}, {'FSSAI Number': '10019043002767'}]","Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071",-,-,-,-
RET,RET-10,RET-10-15,RET-10-15-11,RET-10-15-11-10,Fresho,"Fresho Mutton - Chop, Antibiotic Residue-Free, Growth Hormone-Free, 10 To 13 pcs, 500 g","Net Weight Number of Pcs Serving Size Storage Temp
500 g 10 To 13 pcs (Each chop piece of 40 to 50 g) 2-4 people 0-4 deg Celsius
Mutton is popular in most households. It is treated as a delicacy and is prepared on different joyous occasions. The juicy taste and the chewy texture make it a favourite among many. Moreover, they come with a lot of health benefits. It is packed with protein, saturated fat, iron, zinc, and vitamin B. 
Mutton chop has a heavenly taste when put together with the spices and perfect ingredients. One can show their culinary talent by making diverse dishes with this special cut. Fresho chop comes in 10-13 pcs which are perfect for 2-4 people. 
Add-on Benefits of Fresho Mutton:
Ç¬Ç Premium quality 
Ç¬Ç Tender Meat 
Ç¬Ç Processed and packed under strict hygienic conditions. 
Fresho Meats is our in-house brand of fresh meat, poultry, and seafood. We take the utmost care in selecting the best suppliers to provide you with high quality succulent products. Every product is stored in our cold storage right until your doorstep ensuring freshness and utmost hygiene.",500 g,g,500 g,13,1,935,584,Fresho,India,['30002282'],['10019043002767'],https://datalabs.siva3.io/image/Eunimart_groceries_30002282_3-fresho-mutton-chop-6-8-pcs-antibiotic-residue-free-growth-hormone-free.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_30002282-2_2-fresho-mutton-chop-6-8-pcs-antibiotic-residue-free-growth-hormone-free.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_30002282-3_1-fresho-mutton-chop-6-8-pcs-antibiotic-residue-free-growth-hormone-free.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '30002282'}, {'Country of Origin': 'India'}, {'Sourced by': ""Ahmedabad - Packed By:-Liza Foods. Add.Chuna'S Bhaththa Nr. Parixitlal Nagar Danilimda Ahmedabad-380028.Fssai License No:-20718034000476. Marketed By:-Super Market Grocery Suppliees Private Limited, At:-Rev.Surv. No.476/1, New Ahmedabad Estate, Opp:Intas Pharma, Moraiya Village, Changodhar, Gujarat State 382213. Fssai License No:-10715001000120. Marketed By:-Super Market Grocery Suppliees Private Limited, At:-Rev.Surv. No.476/1, New Ahmedabad Estate, Opp:Intas Pharma, Moraiya Village, Changodhar, Gujarat State 382213. Fssai License No:-10715001000120. Email:-Customerservice@Bigbasket.Com Phone No:-18601231000""}, {'Indore - Packed By': '- Al-Ghori Khanne Khaas. :-Shop No, G-7, Paradise Tower, 1060 Khatiwala Tank, Indore, Madhya Pradesh-452014.Fssai License No:-21418850004121'}, {'Marketed by': 'Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071'}, {'FSSAI Number': '10019043002767'}]","Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071",-,-,-,-
RET,RET-10,RET-10-15,RET-10-15-11,RET-10-15-11-10,Fresho,"Fresho Mutton - Chops Antibiotic Residue-Free, Growth Hormone-Free, 10 To 13 pcs, 500 g","Net Weight Number of Pcs Serving Size Storage Temp
500 g 10 To 13 pcs (Each chop piece of 40 to 50 g) 2-4 people 0-4 deg Celsius
Mutton is popular in most households. It is treated as a delicacy and is prepared on different joyous occasions. The juicy taste and the chewy texture make it a favourite among many. Moreover, they come with a lot of health benefits. It is packed with protein, saturated fat, iron, zinc, and vitamin B. 
Mutton chop has a heavenly taste when put together with the spices and perfect ingredients. One can show their culinary talent by making diverse dishes with this special cut. 
Add-on Benefits of Fresho Mutton: 
Ç¬Ç Premium quality 
Ç¬Ç Tender Meat 
Ç¬Ç Processed and packed under strict hygienic conditions. 
Fresho Meats is our in-house brand of fresh meat, poultry, and seafood. We take the utmost care in selecting the best suppliers to provide you with high quality succulent products. Every product is stored in our cold storage right until your doorstep ensuring freshness and utmost hygiene.",500 g,g,500 g,13,1,1065,665,"A.KHAJA MOHIDDIN, DOOR# 15/52, ELLAMMAN KOIL MARKET, PERIMET, CHENNAI-600003",India,['4000117200500'],['10019043002767'],https://datalabs.siva3.io/image/Eunimart_groceries_40001172_3-fresho-mutton-chops-6-8-pcs-antibiotic-residue-free-growth-hormone-free.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40001172-2_1-fresho-mutton-chops-6-8-pcs-antibiotic-residue-free-growth-hormone-free.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40001172-3_1-fresho-mutton-chops-6-8-pcs-antibiotic-residue-free-growth-hormone-free.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '4000117200500'}, {'Country Of Origin': 'India'}, {'Manufacturer Name and ': 'A.KHAJA MOHIDDIN, DOOR# 15/52, ELLAMMAN KOIL MARKET, PERIMET, CHENNAI-600003'}, {'Marketed by': 'Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071'}, {'FSSAI Number': '10019043002767'}]","Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071",-,-,-,-
RET,RET-10,RET-10-15,RET-10-15-11,RET-10-15-11-10,Fresho,"Fresho Mutton - Curry Cut 1 kg + BB Royal Biryani Basmati Rice 1 kg Pouch, Combo 2 Items","Fresho Mutton - Curry Cut, From Whole Carcass, Antibiotic Residue-Free, Growth Hormone-Free 1 kg
Net Weight Number Of Pcs Serving Size Storage Temp
1 kg Each piece of about 40 to 50g, each pack contains 4 to 6 boneless pcs, 2 to 3 nalli bone, 4 to 8 rib pieces, 8 to 10 back and neck pieces 4-6 people 0-4 deg cel
Mutton is popular in most households. It is treated as a delicacy and is prepared in different joyous occasions. The juicy taste and the chewy texture make it a favourite among many. Moreover, they come with a lot of health benefits. It is packed with protein, saturated fat, iron, zinc and B vitamins. Mutton helps in building a strong immune system. It also helps to build bones and muscles. 
Mutton curry is enjoyed in most the houses. Fresho Mutton curry cut is carved into perfect pieces to give you the ideal portion for your curries. These scrumptious mutton pieces come in 15-20 in numbers which are perfect for 4-6 people. 
The Add-on Benefits of Fresho Mutton: 
Ç¬Ç Premium quality 
Ç¬Ç Tender Meat 
Ç¬Ç Processed and packed under strict hygienic conditions. 
Fresho Meats is our in-house brand of fresh meat, poultry, and seafood. We take utmost care in selecting the best suppliers to provide you with high-quality and succulent products. Every product is stored in our cold storage right until your doorstep ensuring freshness and utmost hygiene.

BB Royal Biryani Basmati Rice - Extra Long 1 kg Pouch
The long grains and aromatic splendor of the BB Royal Biryani Basmati Rice are perfect for cooking various types of Pulao, Fried Rice and especially Biriyani. These extra-long grains will cook up as separate fluffy grains every time and are ideal for your one-pot dishes like biryanis and pulao. It is extra long rice that is aged to perfection and is delicious in taste.
Benefits:
Basmati is gluten-free and low in fat. It contains all eight essential amino acids, folic acid, and is very low in sodium and has no cholesterol.
Basmati has a low to the medium glycemic index, which is released at a slower, steadier rate leading to a more balanced level of energy.",Combo 2 Items,Combo  Items,Combo 2 Items,2,1,1520,1144,Fresho,India,['1220959'],['10019043002767'],https://datalabs.siva3.io/image/Eunimart_groceries_220959_1-fresho-mutton-curry-cut-1-kg-bb-royal-biryani-basmati-rice-1-kg-pouch.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_220959-2_1-fresho-mutton-curry-cut-1-kg-bb-royal-biryani-basmati-rice-1-kg-pouch.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_220959-3_1-fresho-mutton-curry-cut-1-kg-bb-royal-biryani-basmati-rice-1-kg-pouch.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_220959-4_1-fresho-mutton-curry-cut-1-kg-bb-royal-biryani-basmati-rice-1-kg-pouch.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_220959-5_1-fresho-mutton-curry-cut-1-kg-bb-royal-biryani-basmati-rice-1-kg-pouch.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '1220959'}, {'Country of Origin': 'India'}, {'Sourced by': ""Ahmedabad - Packed By:-Liza Foods. Add.Chuna'S Bhaththa Nr. Parixitlal Nagar Danilimda Ahmedabad-380028.Fssai License No:-20718034000476. Marketed By:-Super Market Grocery Suppliees Private Limited, At:-Rev.Surv. No.476/1, New Ahmedabad Estate, Opp:Intas Pharma, Moraiya Village, Changodhar, Gujarat State 382213. Fssai License No:-10715001000120. Marketed By:-Super Market Grocery Suppliees Private Limited, At:-Rev.Surv. No.476/1, New Ahmedabad Estate, Opp:Intas Pharma, Moraiya Village, Changodhar, Gujarat State 382213. Fssai License No:-10715001000120. Email:-Customerservice@Bigbasket.Com Phone No:-18601231000""}, {'Indore - Packed By': '- Al-Ghori Khanne Khaas. :-Shop No, G-7, Paradise Tower, 1060 Khatiwala Tank, Indore, Madhya Pradesh-452014.Fssai License No:-21418850004121'}, {'Marketed by': 'Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071'}, {'FSSAI Number': '10019043002767'}]","Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071",-,-,-,-
RET,RET-10,RET-10-15,RET-10-15-11,RET-10-15-11-10,Fresho,"Fresho Mutton - Curry Cut 500 g + Basa Fish Fillet 500 g, Combo 2 Items","Mutton-Curry Cut
Fresho Mutton is popular in most households. It is treated as a delicacy and is prepared for different joyous occasions. The juicy taste and the chewy texture make it a favourite among many. Moreover, they come with a lot of health benefits. It is packed with protein, saturated fat, iron, zinc and B vitamins. Mutton helps in building a strong immune system. It also helps to build bones and muscles. Mutton curry is enjoyed in most houses. Fresho Mutton curry cut is carved into perfect pieces to give you the ideal portion for your curries. These scrumptious mutton pieces come in 15-20 in numbers which are perfect for 4-6 people.
Basa Fish Fillet 
Basa is a catfish which is light in colour and has a firm texture. Enriched in protein, it contains low fat making it perfect for your diet. These Fresho Basa boneless fillets are great for grilling, frying, barbecuing or curries. This is perfect for 2-3 people. It is preservative-free.",Combo 2 Items,Combo  Items,Combo 2 Items,2,1,1129,786.6,Fresho,India,['1221176'],['10019043002767'],https://datalabs.siva3.io/image/Eunimart_groceries_221176_1-fresho-mutton-curry-cut-500-g-basa-fish-fillet-500-g.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '1221176'}, {'Country of Origin': 'India'}, {'Sourced by': ""Ahmedabad - Packed By:-Liza Foods. Add.Chuna'S Bhaththa Nr. Parixitlal Nagar Danilimda Ahmedabad-380028.Fssai License No:-20718034000476. Marketed By:-Super Market Grocery Suppliees Private Limited, At:-Rev.Surv. No.476/1, New Ahmedabad Estate, Opp:Intas Pharma, Moraiya Village, Changodhar, Gujarat State 382213. Fssai License No:-10715001000120. Marketed By:-Super Market Grocery Suppliees Private Limited, At:-Rev.Surv. No.476/1, New Ahmedabad Estate, Opp:Intas Pharma, Moraiya Village, Changodhar, Gujarat State 382213. Fssai License No:-10715001000120. Email:-Customerservice@Bigbasket.Com Phone No:-18601231000""}, {'Indore - Packed By': '- Al-Ghori Khanne Khaas. :-Shop No, G-7, Paradise Tower, 1060 Khatiwala Tank, Indore, Madhya Pradesh-452014.Fssai License No:-21418850004121'}, {'Marketed by': 'Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071'}, {'FSSAI Number': '10019043002767'}, {'","Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071",-,-,-,Mutton & Basa Fish.
RET,RET-10,RET-10-15,RET-10-15-11,RET-10-15-11-10,Fresho,"Fresho Mutton - Curry Cut 500 g + Catla Fish Large Curry Cut/Bengali Cut 500 g, Combo 2 Items","Mutton-Curry Cut
Fresho Mutton is popular in most households. It is treated as a delicacy and is prepared for different joyous occasions. The juicy taste and the chewy texture make it a favourite among many. Moreover, they come with a lot of health benefits. It is packed with protein, saturated fat, iron, zinc and B vitamins. Mutton helps in building a strong immune system. It also helps to build bones and muscles. Mutton curry is enjoyed in most houses. Fresho Mutton curry cut is carved into perfect pieces to give you the ideal portion for your curries. These scrumptious mutton pieces come in 15-20 in numbers which are perfect for 4-6 people.
Catla Fish Large Curry Cut/Bengali Cut 
Catla fish with head & tailpieces is tender and delicious meat, which is high in protein and is great for heart health. Rich in Omega 3 fatty acids and other essential nutrients like iodine, selenium, and zinc, this fish is good for overall health. This curry cut Catla fish comes with the head. It is clean and gutted. It comes in 6-8 pcs, which are perfect for 3-4 people. It is preservative-free.",Combo 2 Items,Combo  Items,Combo 2 Items,2,1,1025,710.6,Fresho,India,['1221178'],['10019043002767'],https://datalabs.siva3.io/image/Eunimart_groceries_221178_1-fresho-mutton-curry-cut-500-g-catla-fish-large-curry-cutbengali-cut-500-g.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '1221178'}, {'Country of Origin': 'India'}, {'Sourced by': ""Ahmedabad - Packed By:-Liza Foods. Add.Chuna'S Bhaththa Nr. Parixitlal Nagar Danilimda Ahmedabad-380028.Fssai License No:-20718034000476. Marketed By:-Super Market Grocery Suppliees Private Limited, At:-Rev.Surv. No.476/1, New Ahmedabad Estate, Opp:Intas Pharma, Moraiya Village, Changodhar, Gujarat State 382213. Fssai License No:-10715001000120. Marketed By:-Super Market Grocery Suppliees Private Limited, At:-Rev.Surv. No.476/1, New Ahmedabad Estate, Opp:Intas Pharma, Moraiya Village, Changodhar, Gujarat State 382213. Fssai License No:-10715001000120. Email:-Customerservice@Bigbasket.Com Phone No:-18601231000""}, {'Indore - Packed By': '- Al-Ghori Khanne Khaas. :-Shop No, G-7, Paradise Tower, 1060 Khatiwala Tank, Indore, Madhya Pradesh-452014.Fssai License No:-21418850004121'}, {'Marketed by': 'Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071'}, {'FSSAI Number': '10019043002767'}, {'","Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071",-,-,-,Mutton & Catla Fish.
