L0 Domain,L1 Sub-Domain,L2 Category,L3 Sub-Category,L4 Product Enum-Code,Brand,Product Name,Product Description,Product Quantity,UOM,Net Quantity,Pack Quantity,Pack Size,MRP,Price,Manufacturer,Country Of Origin,UPC/EAN,FSSAI no,Images,Images / Video,Images.3,Images.4,Images.5,Images.6,Images.7,Images.8,Images.9,Images.10,SKU Code,Customer Care Contact,Time to Ship,Returnable (Y/N),Cancellable (Y/N),COD available (Y/N),Preservatives (Y/N),Preservatives (details),Flavours & Spices,Ready to cook (Y/N),Ready to eat (Y/N),Rice grain type,Recommended Age,Scented/ Flavour,Herbal/ Ayurvedic,Theme/ Occasion Type,Hair Type,Mineral Source,Caffeine Content,Capacity,Benefits,Usage,Other details,Marketed By,Baby Weight,Absorption Duration (in Hrs),Features,Care Instruction,Ingredients,Ingredient,Specification,From The Brand,Package Contains,About
RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-11,Britannia,"Britannia Good Day Butter Cookies, 600 g","Britannia Good Day Butter Cookies are delicious butter cookies, perfect with a cup of tea or to satisfy those hunger pangs between meals. With a light crunchy bite, the cookie melts in your mouth leaving a delicious buttery taste.
Britannia biscuits, cookies, cakes and rusk are a perfect companion for your tea. Believing in delivering wholesome and delicious products, Britannia India manufactures some of India's favourite brands like 50-50, Tiger, NutriChoice, Bourbon, Milk Bikis and Marie Gold.",600 g,g,600 g,1,1,125,100,"Britannia Industries Ltd., Prestige Shanthiniketan, Tower C, Whitefield, Bangalore-560048, Karnataka",India,['40197806'],['10015043001129'],https://datalabs.siva3.io/image/Eunimart_groceries_40197806_3-britannia-good-day-butter-cookies.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40197806-2_3-britannia-good-day-butter-cookies.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40197806-3_3-britannia-good-day-butter-cookies.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40197806-4_3-britannia-good-day-butter-cookies.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40197806-5_3-britannia-good-day-butter-cookies.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40197806-6_2-britannia-good-day-butter-cookies.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40197806-7_1-britannia-good-day-butter-cookies.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40197806-8_1-britannia-good-day-butter-cookies.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40197806-9_1-britannia-good-day-butter-cookies.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '40197806'}, {'FSSAI Number': '10015043001129'}, {'Manufactured & Marketed By': 'Britannia Industries Ltd., Prestige Shanthiniketan, Tower C, Whitefield, Bangalore-560048, Karnataka'}, {'Country of Origin': 'India'}]","Britannia Industries Ltd., Prestige Shanthiniketan, Tower C, Whitefield, Bangalore-560048, Karnataka",-,-,-,"Store it in a dry place.
Keep away from the moist area.","Refined Wheat Flour (Maida), Sugar, Edible Vegetable Oil (Palm), Butter (2%), Invert Syrup, Milk Solids, Raising Agents 503(I), 500I)], Iodised Salt And Emulsifiers (322, 471, 472E]. Contains Added Flavours [Natural Nature Identical And Artificial(Butter, Vanilla & Milk) Flavouring Substances]",-,-,-,-,-
RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-11,Britannia,"Britannia Good Day Cashew Almond Cookies - Crunchy, Ready To Eat, 30 g","Britannia Good Day Cashew Almond Cookies are delicious crunchy cookies blended with a nutty flavour of cashews and almonds. 100% vegetarian, these cookies are your perfect snacking partner. Every bite of Britannia Good Day cookies is filled with goodness to make your day happy and good. Britannia biscuits, cookies, cakes, and rusks are a perfect companion for your tea. Believing in delivering fresh and healthy products, Britannia India manufactures some of India's favourite brands like 50-50, Tiger, NutriChoice, Bourbon, Milk Bikis and Marie Gold.",30 g,g,30 g,1,1,5,5,"Britannia Industries Ltd., Prestige Shanthiniketan, Tower C, Whitefield, Bangalore-560048, Karnataka",India,['8901063092693'],['10015043001129'],https://datalabs.siva3.io/image/Eunimart_groceries_40174327_11-britannia-good-day-cashew-almond.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40174327-2_11-britannia-good-day-cashew-almond.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40174327-3_11-britannia-good-day-cashew-almond.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40174327-4_11-britannia-good-day-cashew-almond.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40174327-5_11-britannia-good-day-cashew-almond.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40174327-6_6-britannia-good-day-cashew-almond.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40174327-7_4-britannia-good-day-cashew-almond.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40174327-8_1-britannia-good-day-cashew-almond.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Enjoy the delicious flavours in every bite of these Ready to eat cookies.,"['EAN Code: 8901063092693', 'FSSAI Number: 10015043001129', 'Manufactured & Marketed By: Britannia Industries Ltd., Prestige Shanthiniketan, Tower C, Whitefield, Bangalore-560048, Karnataka', 'Country of Origin: India', 'Best before 31-05-2023', '","Britannia Industries Ltd., Prestige Shanthiniketan, Tower C, Whitefield, Bangalore-560048, Karnataka",-,-,-,-,"Refined Wheatflour (Maida) Refined Palm Oil, Sugar, Nuts [Almond (1.8%) & Cashew (0.4%)], Invert Sugar Syrup, Milk Solids (1.1%%), Raising Agents [503(Ii) & 500(Ii)]. Iodised Salt And Emulsifiers (322, 471 & 472E). Contains Added Flavours [Natural, Nature Identical And Artificial (Milk And Vanilla) Flavouring Substances.",-,-,-,-,-
RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-11,Britannia,"Britannia Good Day Cashew Cookies - Crunchy, Zero Trans Fat, Ready To Eat, 52.5 g","Britannia Good Day Cashew Cookies are delicious crunchy cookies made with rich cashews. These melt-in-mouth cookies with their delicious nutty taste are perfect with a cup of tea or to satisfy those mid-meal hunger pangs.
Britannia biscuits, cookies, cakes and rusk are a perfect companion for your tea. Believing in delivering wholesome and delicious products, Britannia India manufactures some of India's favourite brands like 50-50, Tiger, NutriChoice, Bourbon, Milk Bikis and Marie Gold.",52.5 g,g,52.5 g,1,1,10,10,"Britannia Industries Ltd, Plot No. 1, Sector 1, IIE, Pantnagar, Udham Singh Nagar, Rudrapur 263153, Uttarakhand",India,['270729'],-,https://datalabs.siva3.io/image/Eunimart_groceries_270729_15-britannia-good-day-cashew-cookies.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_270729-2_14-britannia-good-day-cashew-cookies.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_270729-3_10-britannia-good-day-cashew-cookies.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_270729-4_13-britannia-good-day-cashew-cookies.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_270729-5_13-britannia-good-day-cashew-cookies.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_270729-6_9-britannia-good-day-cashew-cookies.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_270729-7_5-britannia-good-day-cashew-cookies.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_270729-8_5-britannia-good-day-cashew-cookies.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_270729-9_5-britannia-good-day-cashew-cookies.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_270729-10_1-britannia-good-day-cashew-cookies.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ready to eat cookies.,"[{'EAN Code': '270729'}, {'Country Of Origin': 'India'}, {'Manufactured by': 'Britannia Industries Ltd, Plot No. 1, Sector 1, IIE, Pantnagar, Udham Singh Nagar, Rudrapur 263153, Uttarakhand'}]",-,-,-,-,-,"Refined Wheat Flour (Maida), Sugar, Edible Vegetable Oil, Cashew Nuts, Invert Syrup, Milk Solids, Butter, Iodised Salt, Nature Identical and Artificial Flavouring Substances- Vanilla and Milk.",-,-,-,-,-
RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-11,Britannia,"Britannia Good Day Cashew Cookies, 100 g","Britannia Good Day Cashew Cookies are delicious crunchy cookies made with rich cashews. These melt in mouth cookies with their delicious nutty taste are perfect with a cup of tea or to satisfy those mid-meal hunger pangs.
Britannia biscuits, cookies, cakes and rusk are a perfect companion for your tea. Believing in delivering wholesome and delicious products, Britannia India manufactures some of India's favourite brands like 50-50, Tiger, NutriChoice, Bourbon, Milk Bikis and Marie Gold.",100 g,g,100 g,1,1,25,25,"Britannia Industries Ltd, Plot No. 1, Sector 1, IIE, Pantnagar, Udham Singh Nagar, Rudrapur 263153, Uttarakhand",India,['40001606'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40001606_10-britannia-good-day-cashew-cookies.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40001606-2_6-britannia-good-day-cashew-cookies.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40001606-3_6-britannia-good-day-cashew-cookies.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40001606-4_6-britannia-good-day-cashew-cookies.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40001606-5_5-britannia-good-day-cashew-cookies.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40001606-6_2-britannia-good-day-cashew-cookies.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40001606-7_1-britannia-good-day-cashew-cookies.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ready to eat cookies.,"[{'EAN Code': '40001606'}, {'Country Of Origin': 'India'}, {'Manufactured by': 'Britannia Industries Ltd, Plot No. 1, Sector 1, IIE, Pantnagar, Udham Singh Nagar, Rudrapur 263153, Uttarakhand'}]",-,-,-,-,-,"Refined Wheat Flour (Maida), Sugar, Edible Vegetable Oil, Cashew Nuts, Invert Syrup, Milk Solids, Butter, Iodised Salt, Nature Identical and Artificial Flavouring Substances- Vanilla and Milk.",-,-,-,-,-
RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-11,Britannia,"Britannia Good Day Cashew Cookies, 250 g","Britannia Good Day Cashew Cookies are delicious crunchy cookies made with rich cashews. These melt in mouth cookies with their delicious nutty taste are perfect with a cup of tea or to satisfy those mid-meal hunger pangs.
Britannia biscuits, cookies, cakes and rusk are a perfect companion for your tea. Believing in delivering wholesome and delicious products, Britannia India manufactures some of India's favourite brands like 50-50, Tiger, NutriChoice, Bourbon, Milk Bikis and Marie Gold.",250 g,g,250 g,1,1,70,70,"Britannia Industries Ltd, Plot No. 1, Sector 1, IIE, Pantnagar, Udham Singh Nagar, Rudrapur 263153, Uttarakhand",India,['8901063093294'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40023489_5-britannia-good-day-cashew-cookies.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40023489-2_6-britannia-good-day-cashew-cookies.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40023489-3_6-britannia-good-day-cashew-cookies.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40023489-4_6-britannia-good-day-cashew-cookies.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40023489-5_6-britannia-good-day-cashew-cookies.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ready to eat cookies.,"[{'EAN Code': '8901063093294'}, {'Country of origin': 'India'}, {'Manufactured by': 'Britannia Industries Ltd, Plot No. 1, Sector 1, IIE, Pantnagar, Udham Singh Nagar, Rudrapur 263153, Uttarakhand'}]",-,-,-,-,-,"Refined Wheat Flour (Maida), Sugar, Edible Vegetable Oil, Cashew Nuts, Invert Syrup, Milk Solids, Butter, Iodised Salt, Nature Identical and Artificial Flavouring Substances- Vanilla and Milk.",-,-,-,-,-
RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-11,Britannia,"Britannia Good Day Cashew Cookies,(Pack of 5), 600 g","Britannia Good Day Cashew Cookies are delicious crunchy cookies made with rich cashews. These melt-in-mouth cookies with their delicious nutty taste are perfect with a cup of tea or to satisfy those mid-meal hunger pangs. Britannia biscuits, cookies, cakes and rusk are a perfect companion for your tea. Believing in delivering wholesome and delicious products, Britannia India manufactures some of India's favourite brands like 50-50, Tiger, NutriChoice, Bourbon, Milk Bikis and Marie Gold.",600 g,g,600 g,5,1,130,110.5,"Britannia Industries Ltd, Plot No. 1, Sector 1, IIE, Pantnagar, Udham Singh Nagar, Rudrapur 263153, Uttarakhand",India,['40083744'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40083744_6-britannia-good-day-cashew-cookies.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40083744-2_8-britannia-good-day-cashew-cookies.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40083744-3_7-britannia-good-day-cashew-cookies.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40083744-4_7-britannia-good-day-cashew-cookies.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40083744-5_7-britannia-good-day-cashew-cookies.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40083744-6_2-britannia-good-day-cashew-cookies.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '40083744'}, {'Country Of Origin': 'India'}, {'Manufactured by': 'Britannia Industries Ltd, Plot No. 1, Sector 1, IIE, Pantnagar, Udham Singh Nagar, Rudrapur 263153, Uttarakhand'}]",-,-,-,-,"Store it in a dry place.
Keep away from the moist area.","Refined Wheat Flour (Maida), Edible Vegetable Oil (Palm), Sugar, Cashew Nuts (4.5%), Invert Syrup Milk Solids, Butter (0.6%), Raising Agents (503(I) &500(I)), Iodised Salt And Emulsifiers (322, 471, 472E) Contains Added Flavours [Nature Identical And Artificial (Milk And Vanilla) Flavouring Substances",-,-,-,-,-
RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-11,Britannia,"Britannia Good Day Chunkies Chocolate Cookies, 120 g","Britannia Good Day Chunkies Chocolate Cookies are the chunkiest chocolate cookies out there. Every bite promises a crunchy cookie with a melt in your mouth chocolate chip, for the best chocolate experience.
Britannia biscuits, cookies, cakes and rusk are a perfect companion for your tea. Believing in delivering wholesome and delicious products, Britannia India manufactures some of India's favourite brands like 50-50, Tiger, NutriChoice, Bourbon, Milk Bikis and Marie Gold.",120 g,g,120 g,1,1,60,60,"Britannia Industries Ltd, Plot No. 1, Sector 1, IIE, Pantnagar, Udham Singh Nagar, Rudrapur 263153, Uttarakhand",India,['8901063158221'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40018734_11-britannia-good-day-chunkies-chocolate-cookies.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40018734-2_8-britannia-good-day-chunkies-chocolate-cookies.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40018734-3_8-britannia-good-day-chunkies-chocolate-cookies.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40018734-4_8-britannia-good-day-chunkies-chocolate-cookies.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40018734-5_6-britannia-good-day-chunkies-chocolate-cookies.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40018734-6_1-britannia-good-day-chunkies-chocolate-cookies.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ready to eat cookies.,"['EAN Code: 8901063158221', 'Country of origin: India', 'Manufactured by: Britannia Industries Ltd, Plot No. 1, Sector 1, IIE, Pantnagar, Udham Singh Nagar, Rudrapur 263153, Uttarakhand', 'Best before __PSL__days from delivery date', '",-,-,-,-,-,"Refined Wheat Flour (Maida), Sugar, Edible Vegetable Oil, Dark and White Chocolate chips, Milk Solids, Butter, Iodised Salt, Cocoa Solids, Nature Identical and Artificial Flavouring Substances- Vanilla.",-,-,-,-,-
RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-11,Britannia,"Britannia Good Day Pista Badam Cookies, 200 g Pouch","Good Day Cookies - Pista Badam is made of rich cookie dough and filled with the best selection of pista and badam. It is 100% of vegetarian, wholesome and healthy snacks. It will make a delicious explosion in your mouth. It is tea time or you can grab a quick bite at any point during the day.",200 g Pouch,g,200 g Pouch,1,1,55,51,"Britannia Industries Ltd, Plot No. 1, Sector 1, IIE, Pantnagar, Udham Singh Nagar, Rudrapur 263153, Uttarakhand",India,['40025055'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40025055_5-britannia-good-day-pista-badam-cookies.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40025055-2_2-britannia-good-day-pista-badam-cookies.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40025055-3_2-britannia-good-day-pista-badam-cookies.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40025055-4_2-britannia-good-day-pista-badam-cookies.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40025055-5_2-britannia-good-day-pista-badam-cookies.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 40025055', 'Country Of Origin: India', 'Manufactured by: Britannia Industries Ltd, Plot No. 1, Sector 1, IIE, Pantnagar, Udham Singh Nagar, Rudrapur 263153, Uttarakhand', 'Best before 31-05-2023', '",-,-,-,-,-,"Wheat Flour, Sugar, Vegetable Oil (Palm Oil), Butter and Skimmed Milk Powder(from Cows and/or Buffalos Milk), Almond (1.6%), Pistachio (1.6%), Leavening (Ammonium Bicarbonate (E503), Sodium Bicarbonate (E500), Salt, Emulsifiers (Mono Diglycerides of Vegetable origin (E471), Soya Lecithin (E322), Artificial Flavors (Milk, Vanilla), Artificial Color: Tartrazine (E102) (FD and C Yellow 5) and Annatto Extract (E160b).",-,-,-,-,-
RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-11,Britannia,"Britannia Good Day Pista Badam Cookies, 250 g","Britannia Good Day Pista Badam Cookies are delicious crunchy cookies made with wholesome pista, cashew and almond. These melt in mouth cookies with their unique mix of nuts are perfect with a cup of tea or to satisfy those mid-meal hunger pangs.
Britannia biscuits, cookies, cakes and rusk are a perfect companion for your tea. Believing in delivering wholesome and delicious products, Britannia India manufactures some of India's favourite brands like 50-50, Tiger, NutriChoice, Bourbon, Milk Bikis and Marie Gold.",250 g,g,250 g,1,1,80,68,"Britannia Industries Ltd, Plot No. 1, Sector 1, IIE, Pantnagar, Udham Singh Nagar, Rudrapur 263153, Uttarakhand",India,['8901063094161'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40075988_3-britannia-good-day-pista-badam-cookies.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40075988-2_2-britannia-good-day-pista-badam-cookies.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40075988-3_2-britannia-good-day-pista-badam-cookies.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40075988-4_2-britannia-good-day-pista-badam-cookies.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40075988-5_2-britannia-good-day-pista-badam-cookies.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ready to eat cookies.,"[{'EAN Code': '8901063094161'}, {'Country Of Origin': 'India'}, {'Manufactured by': 'Britannia Industries Ltd, Plot No. 1, Sector 1, IIE, Pantnagar, Udham Singh Nagar, Rudrapur 263153, Uttarakhand'}]",-,-,-,-,-,"Refined Wheat Flour (Maida), Sugar, Edible Vegetable Oil, Cashew, Almonds, Pista, Milk Solids, Butter, Iodised Salt, Nature Identical and Artificial Flavouring Substances- Vanilla.",-,-,-,-,-
RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-11,Britannia,"Britannia Good Day Pista Badam Cookies, 250 g","Britannia Good Day Pista Badam Cookies are delicious crunchy cookies made with wholesome pista, cashew and almond. These melt in mouth cookies with their unique mix of nuts are perfect with a cup of tea or to satisfy those mid-meal hunger pangs.
Britannia biscuits, cookies, cakes and rusk are a perfect companion for your tea. Believing in delivering wholesome and delicious products, Britannia India manufactures some of India's favourite brands like 50-50, Tiger, NutriChoice, Bourbon, Milk Bikis and Marie Gold.",250 g,g,250 g,1,1,80,68,"Britannia Industries Ltd, Plot No. 1, Sector 1, IIE, Pantnagar, Udham Singh Nagar, Rudrapur 263153, Uttarakhand",India,['8901063094161'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40075988_3-britannia-good-day-pista-badam-cookies.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40075988-2_2-britannia-good-day-pista-badam-cookies.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40075988-3_2-britannia-good-day-pista-badam-cookies.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40075988-4_2-britannia-good-day-pista-badam-cookies.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40075988-5_2-britannia-good-day-pista-badam-cookies.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ready to eat cookies.,"[{'EAN Code': '8901063094161'}, {'Country Of Origin': 'India'}, {'Manufactured by': 'Britannia Industries Ltd, Plot No. 1, Sector 1, IIE, Pantnagar, Udham Singh Nagar, Rudrapur 263153, Uttarakhand'}]",-,-,-,-,-,"Refined Wheat Flour (Maida), Sugar, Edible Vegetable Oil, Cashew, Almonds, Pista, Milk Solids, Butter, Iodised Salt, Nature Identical and Artificial Flavouring Substances- Vanilla.",-,-,-,-,-
RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-11,Britannia,"Britannia Good Day Pista Badam Cookies, 250 g","Britannia Good Day Pista Badam Cookies are delicious crunchy cookies made with wholesome pista, cashew and almond. These melt in mouth cookies with their unique mix of nuts are perfect with a cup of tea or to satisfy those mid-meal hunger pangs.
Britannia biscuits, cookies, cakes and rusk are a perfect companion for your tea. Believing in delivering wholesome and delicious products, Britannia India manufactures some of India's favourite brands like 50-50, Tiger, NutriChoice, Bourbon, Milk Bikis and Marie Gold.",250 g,g,250 g,1,1,80,68,"Britannia Industries Ltd, Plot No. 1, Sector 1, IIE, Pantnagar, Udham Singh Nagar, Rudrapur 263153, Uttarakhand",India,['8901063094161'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40075988_3-britannia-good-day-pista-badam-cookies.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40075988-2_2-britannia-good-day-pista-badam-cookies.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40075988-3_2-britannia-good-day-pista-badam-cookies.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40075988-4_2-britannia-good-day-pista-badam-cookies.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40075988-5_2-britannia-good-day-pista-badam-cookies.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ready to eat cookies.,"[{'EAN Code': '8901063094161'}, {'Country Of Origin': 'India'}, {'Manufactured by': 'Britannia Industries Ltd, Plot No. 1, Sector 1, IIE, Pantnagar, Udham Singh Nagar, Rudrapur 263153, Uttarakhand'}]",-,-,-,-,-,"Refined Wheat Flour (Maida), Sugar, Edible Vegetable Oil, Cashew, Almonds, Pista, Milk Solids, Butter, Iodised Salt, Nature Identical and Artificial Flavouring Substances- Vanilla.",-,-,-,-,-
RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-11,Britannia,"Britannia Jim Jam Cream Biscuit - Crunchy, Ready To Eat, 3 x 138 g Multipack","Britannia Jim Jam Cream Biscuits are loved by almost all age groups. The crispy texture of the biscuits is complemented by the sweet flavour of cream inside and on top of all the jam at the centre top is sprinkled with sugar crystals to make this biscuit the best of all. Britannia biscuits and cookies for long have been a part of every home, sharing those moments of joy. Believing in delivering fresh and healthy products, Britannia India manufactures some of India's favourite brands like 50-50, Tiger, NutriChoice, Bourbon, Good Day, Milk Bikis and Little Hearts.",3 x 138 g Multipack,g,3 x 138 g Multipack,1,1,105,74.25,"Britannia Industries Ltd, Plot No. 1, Sector 1, IIE, Pantnagar, Udham Singh Nagar, Rudrapur 263153, Uttarakhand",India,['1222406'],-,https://datalabs.siva3.io/image/Eunimart_groceries_222406_2-britannia-jim-jam-cream-biscuit-crunchy-ready-to-eat.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_222406-2_1-britannia-jim-jam-cream-biscuit-crunchy-ready-to-eat.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_222406-3_1-britannia-jim-jam-cream-biscuit-crunchy-ready-to-eat.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_222406-4_1-britannia-jim-jam-cream-biscuit-crunchy-ready-to-eat.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_222406-5_1-britannia-jim-jam-cream-biscuit-crunchy-ready-to-eat.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_222406-6_1-britannia-jim-jam-cream-biscuit-crunchy-ready-to-eat.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_222406-7_1-britannia-jim-jam-cream-biscuit-crunchy-ready-to-eat.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,A magical journey of taste filled with surprising flavours in these ready-to-eat biscuits.,"[{'EAN Code': '1222406'}, {'Country Of Origin': 'India'}, {'Manufactured by': 'Britannia Industries Ltd, Plot No. 1, Sector 1, IIE, Pantnagar, Udham Singh Nagar, Rudrapur 263153, Uttarakhand'}]",-,-,-,-,-,"Refined Wheat Flour (Maida), Sugar, Edible Vegetable Oil (Palm) & Interesterified Vegetable Fat, Invert Syrup, Dextrose, Milk Solids, Edible Starch, Maltodextrin, Fruit Products, Iodised Salt, Emulsifiers, Raising Agents, Gelling Agent, Acidity Regulators, Artificial Flavouring Substances (Mixed Fruit, Butter & Vanilla).",-,-,-,-,-
