L0 Domain,L1 Sub-Domain,L2 Category,L3 Sub-Category,L4 Product Enum-Code,Brand,Product Name,Product Description,Product Quantity,UOM,Net Quantity,Pack Quantity,Pack Size,MRP,Price,Manufacturer,Country Of Origin,UPC/EAN,FSSAI no,Images,Images / Video,Images.3,Images.4,Images.5,Images.6,Images.7,Images.8,Images.9,SKU Code,Customer Care Contact,Time to Ship,Returnable (Y/N),Cancellable (Y/N),COD available (Y/N),Preservatives (Y/N),Preservatives (details),Flavours & Spices,Ready to cook (Y/N),Ready to eat (Y/N),Rice grain type,Recommended Age,Scented/ Flavour,Herbal/ Ayurvedic,Theme/ Occasion Type,Hair Type,Mineral Source,Caffeine Content,Capacity,Composition,Benefits,Usage,Other details,Marketed By,Baby Weight,Absorption Duration (in Hrs),Features,Care Instruction,Ingredients,Specification,About
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,Munchkin,"Munchkin Baby Snack Box - Pink, 6 m+, 1 pc","Munchkin Baby Snack Box is suitable for the age of 12 months plus. It can be used to keep bite-sized snacks inside the container until little fingers pull them out. It is a toddler snack container with twist-on and stay-put-lid. It is BPA-free and top rack dishwasher-safe. It has easy access, ensures no spills and snacks come out only when you want. The silicone flaps are soft on little hands. Holding up to 250 gm of snacks, it fits most standard cup holders in cars, car seats, pushchairs, etc.",1 pc,pcs,1 pc,1,1,449,399,"Munchkin, Inc.7835 Gloria AvenueVan Nuys, CA 91406 USA",China,['40137656'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40137656_1-munchkin-baby-snack-box-pink-6-m.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40137656-2_1-munchkin-baby-snack-box-pink-6-m.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40137656-3_1-munchkin-baby-snack-box-pink-6-m.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40137656-4_1-munchkin-baby-snack-box-pink-6-m.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '40137656'}, {'Country of origin': 'China'}, {'Manufacturer Name and ': 'Munchkin, Inc.7835 Gloria AvenueVan Nuys, CA 91406 USA'}]",-,-,-,-,Wash with baby bottle wash.,-," Brand : Munchkin
 Type : Feeding
 Material : Plastic & Silicon
 Colour : Pink
 Care Instructions : Can be washed with warm water. Upper Rack Dishwasher Safe. Should not be used in microwave. Can not be sterilised.
 Model No. : 10121
 Dimension : 30X30X70
 Package Content : 1 Unit Snack Catcher
",-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,Munchkin,"Munchkin Bite Proof Sipper Cup - Blue, 7 m+, 207 ml","It is a bite proof trainer cup which can hold up to 7Oz capacity for water, milk or juice. It comes with training handles to let your child learn to hold. It is soft and has chew proof spout which is guaranteed. There is no room for error because of locks in place with an audible click. It is easy-to-clean with a one-piece valve. It is BPA-free and top rack dishwasher safe.",207 ml,ml,207 ml,1,1,599,539,"Munchkin, Inc.7835 Gloria AvenueVan Nuys, CA 91406 USA",China,['40137696'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40137696_1-munchkin-bite-proof-sipper-cup-blue-7-m.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '40137696'}, {'Country of origin': 'China'}, {'Manufacturer Name and ': 'Munchkin, Inc.7835 Gloria AvenueVan Nuys, CA 91406 USA'}]",-,-,-,-,-,-," Brand : Munchkin
 Type : Sipper
 Material : Plastic & Silicon
 Colour : Green
 Care Instructions : Should not be used in microwave. Can not be sterilised. Can be washed with warm water. Upper Rack Dishwasher Safe.
 Model No. : 44168
 Dimension : 71.12X124.46X129.54
 Package Content : 1 Unit Sipper, Trainer Lid
",-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,Munchkin,"Munchkin Bite Proof Sipper Cup - Green, 7 m+, 207 ml","It is a bite proof trainer cup which can hold up to 7Oz capacity for water, milk or juice. It comes with training handles to let your child learn to hold. It is soft and has chew proof spout which is guaranteed. There is no room for error because of locks in place with an audible click. It is easy-to-clean with a one-piece valve. It is BPA-free and top rack dishwasher safe.",207 ml,ml,207 ml,1,1,599,539,"Munchkin, Inc.7835 Gloria AvenueVan Nuys, CA 91406 USA",China,['40137694'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40137694_1-munchkin-bite-proof-sipper-cup-green-7-m.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '40137694'}, {'Country of origin': 'China'}, {'Manufacturer Name and ': 'Munchkin, Inc.7835 Gloria AvenueVan Nuys, CA 91406 USA'}]",-,-,-,-,-,-," Brand : Munchkin
 Type : Sipper
 Material : Plastic & Silicon
 Colour : Green
 Care Instructions : Should not be used in microwave. Can not be sterilised. Can be washed with warm water. Upper Rack Dishwasher Safe.
 Model No. : 44168
 Dimension : 71.12X124.46X129.54
 Package Content : 1 Unit Sipper, Trainer Lid
",-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,Munchkin,"Munchkin Bite Proof Sipper Cup - Purple, 7 m+, 207 ml","It is a bite proof trainer cup which can hold up to 7Oz capacity for water, milk or juice. It comes with training handles to let your child learn to hold. It is soft and has chew proof spout which is guaranteed. There is no room for error because of locks in place with an audible click. It is easy-to-clean with a one-piece valve. It is BPA-free and top rack dishwasher safe.",207 ml,ml,207 ml,1,1,599,539,"Munchkin, Inc.7835 Gloria AvenueVan Nuys, CA 91406 USA",China,['40137697'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40137697_1-munchkin-bite-proof-sipper-cup-purple-7-m.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '40137697'}, {'Country of origin': 'China'}, {'Manufacturer Name and ': 'Munchkin, Inc.7835 Gloria AvenueVan Nuys, CA 91406 USA'}]",-,-,-,-,-,-," Brand : Munchkin
 Type : Sipper
 Material : Plastic & Silicon
 Colour : Green
 Care Instructions : Should not be used in microwave. Can not be sterilised. Can be washed with warm water. Upper Rack Dishwasher Safe.
 Model No. : 44168
 Dimension : 71.12X124.46X129.54
 Package Content : 1 Unit Sipper, Trainer Lid
",-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,Munchkin,"Munchkin Miracle 360 Deco Sipper Cup - Blue Bird, 6 m+, 177 ml",This sipper is recommended by the dentist. It has a unique spout less design. It has 360-degree drinking edge which eliminates spilling completely. The cup automatically seals when the child stops drinking. It is easy to clean with no extra valves or parts. It is top rack dishwasher safe and BPA free.,177 ml,ml,177 ml,1,1,599,539,"Munchkin, Inc.7835 Gloria AvenueVan Nuys, CA 91406 USA",China,['40137689'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40137689_1-munchkin-miracle-360-deco-sipper-cup-blue-bird-6-m.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40137689-2_1-munchkin-miracle-360-deco-sipper-cup-blue-bird-6-m.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40137689-3_1-munchkin-miracle-360-deco-sipper-cup-blue-bird-6-m.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40137689-4_1-munchkin-miracle-360-deco-sipper-cup-blue-bird-6-m.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40137689-5_1-munchkin-miracle-360-deco-sipper-cup-blue-bird-6-m.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '40137689'}, {'Country of origin': 'China'}, {'Manufacturer Name and ': 'Munchkin, Inc.7835 Gloria AvenueVan Nuys, CA 91406 USA'}]",-,-,-,-,-,-," Brand : Munchkin
 Type : Sipper
 Material : Plastic & Silicon
 Colour : Blue
 Care Instructions : Should not be used in microwave. Can not be sterilised. Can be washed with warm water. Upper Rack Dishwasher Safe.
 Model No. : 15863
 Dimension : 51X51X51
 Package Content : 1 Unit Sipper, Trainer Lid, Spout
",-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,Munchkin,"Munchkin Miracle 360 Deco Sipper Cup - Blue Whale, 6 m+, 177 ml",This toddler cup has been recommended by dentists. It has a spout-less design. Its 360-degree drinking edge completely eliminates spillage. The cup automatically seals when the child stops drinking. It is BPA-free.,177 ml,ml,177 ml,1,1,599,539,"Munchkin, Inc.7835 Gloria AvenueVan Nuys, CA 91406 USA",China,['40137682'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40137682_1-munchkin-miracle-360-deco-sipper-cup-blue-whale-6-m.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40137682-2_1-munchkin-miracle-360-deco-sipper-cup-blue-whale-6-m.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 40137682', 'Country of origin: China', 'Manufacturer Name and : Munchkin, Inc.7835 Gloria AvenueVan Nuys, CA 91406 USA', '",-,-,-,-,-,-," Brand : Munchkin
 Type : Sipper
 Material : Plastic & Silicon
 Colour : Blue
 Care Instructions : Should not be used in microwave. Can not be sterilised. Can be washed with warm water. Upper Rack Dishwasher Safe.
 Model No. : 15863
 Dimension : 51X51X51
 Package Content : 1 Unit Sipper, Trainer Lid, Spout
",-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,Munchkin,"Munchkin Miracle 360 Sipper Cup - Pink, 6 m+, 207 ml",This toddler training cup which is recommended by the dentist. It has a unique spout less design. It has 360-degree drinking edge which eliminates spilling completely. The cup automatically seals when the child stops drinking. It is easy to clean with no extra valves or parts. It is top rack dishwasher safe and BPA Free.,207 ml,ml,207 ml,1,1,549,489,"Munchkin, Inc.7835 Gloria AvenueVan Nuys, CA 91406 USA",China,['40137670'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40137670_1-munchkin-miracle-360-sipper-cup-pink-6-m.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40137670-2_1-munchkin-miracle-360-sipper-cup-pink-6-m.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40137670-3_1-munchkin-miracle-360-sipper-cup-pink-6-m.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '40137670'}, {'Country of origin': 'China'}, {'Manufacturer Name and ': 'Munchkin, Inc.7835 Gloria AvenueVan Nuys, CA 91406 USA'}]",-,-,-,-,-,-," Brand : Munchkin
 Type : Sipper
 Material : Plastic & Silicon
 Colour : Blue
 Care Instructions : Should not be used in microwave. Can not be sterilised. Can be washed with warm water. Upper Rack Dishwasher Safe.
 Model No. : 44141
 Dimension : 140X80X112
 Package Content : 1 Unit Sipper, Trainer Lid, Spout
",-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,Munchkin,"Munchkin Smile 'n Scoop Suction Training Plate & Spoon Set - Yellow, 9 m+, 2 pcs","This set includes 1 smiley-face shaped suction plate and 1 scooper spoon to aid in self-feeding. The raised eyes and smile to help guide more food onto the utensils. Sturdy, deep walls are designed for easy scooping. Strong suction base helps prevent messes and spills. It is BPA-free.",2 pcs,pcs,2 pcs,2,1,799,719,"Munchkin, Inc.7835 Gloria AvenueVan Nuys, CA 91406 USA",China,['735282114649'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40137701_1-munchkin-smile-n-scoop-suction-training-plate-spoon-set-yellow-9-m.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40137701-2_1-munchkin-smile-n-scoop-suction-training-plate-spoon-set-yellow-9-m.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '735282114649'}, {'Country of origin': 'China'}, {'Manufacturer Name and ': 'Munchkin, Inc.7835 Gloria AvenueVan Nuys, CA 91406 USA'}]",-,-,-,-,Wash with mild detergent.,-," Brand : Munchkin
 Type : Feeding
 Material : Plastic
 Colour : Yellow
 Care Instructions : Can be washed with warm water. Upper Rack Dishwasher Safe. Should not be used in microwave. Can not be sterilised.
 Model No. : 27143
 Dimension : 229X51X279
 Package Content : 1 Plate & 1 Spoon
",-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,Munchkin,"Munchkin Squeezy Baby Feeder Spoon - 4 m+, Blue, 1 pc","This is a portable feeding spoon which can hold 150 gms of baby food. It can accommodate both stage 1 and stage 2 purees. Feeding tip easily twists off for filling and cleaning. Cap keeps spoon sanitary in your purse or diaper bag. It is made of squeezable, non-toxic, odour-resistant silicone. It stands upright for easy filling. Its ergonomic shape is easy to squeeze, down to the last bite. It is top rack dishwasher safe. It is ideal for 4+ months infants.",1 pc,pcs,1 pc,1,1,799,719,Munchkin,China/USA,['40156792'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40156792_1-munchkin-squeezy-baby-feeder-spoon-4-m-blue.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40156792-2_1-munchkin-squeezy-baby-feeder-spoon-4-m-blue.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40156792-3_1-munchkin-squeezy-baby-feeder-spoon-4-m-blue.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '40156792'}, {'Country of origin': 'China, USA'}, {'Imported by': 'Munchkin, Inc.7835 Gloria AvenueVan Nuys, CA 91406 USA'}, {'Marketed by': 'Reliance Big Entertainment Pvt. Ltd.3rd Floor,Reliance Energy Centre,Santacruz (East),Mumbai - 400 055.'}]","Reliance Big Entertainment Pvt. Ltd.3rd Floor,Reliance Energy Centre,Santacruz (East),Mumbai - 400 055.",-,-,-,Dry it after use.,-," Brand : Munchkin
 Type of Product: Feeding
 Material of Product: Silicon
 Colour: Blue
 Care Instruction: Dry after use.
 Model No. 3000012173
 Dimension(LXBXH) in mm: 76.2X63.5X129.54
 Package Content: 1 Unit Squeeze Spoon
",-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,Munchkin,"Munchkin Squeezy Baby Feeder Spoon - 4 m+, Green, 1 pc","This is a portable feeding spoon which can hold 150 gm of baby food. It can accommodate both stage 1 and stage 2 purees. Feeding tip easily twists off for filling and cleaning. Cap keeps spoon sanitary in your purse or diaper bag. It is made of squeezable, non-toxic, odour-resistant silicone. It stands upright for easy filling. Its ergonomic shape is easy to squeeze, down to the last bite. It is top rack dishwasher safe. It is ideal for 4+ months infants.",1 pc,pcs,1 pc,1,1,799,719,Munchkin,China/USA,['40156790'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40156790_1-munchkin-squeezy-baby-feeder-spoon-4-m-green.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40156790-2_1-munchkin-squeezy-baby-feeder-spoon-4-m-green.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40156790-3_1-munchkin-squeezy-baby-feeder-spoon-4-m-green.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '40156790'}, {'Country of origin': 'China, USA'}, {'Imported by': 'Munchkin, Inc.7835 Gloria AvenueVan Nuys, CA 91406 USA'}, {'Marketed by': 'Reliance Big Entertainment Pvt. Ltd.3rd Floor,Reliance Energy Centre,Santacruz (East),Mumbai - 400 055.'}]","Reliance Big Entertainment Pvt. Ltd.3rd Floor,Reliance Energy Centre,Santacruz (East),Mumbai - 400 055.",-,-,-,Dry it after use.,-," Brand : Munchkin
 Type of Product: Feeding
 Material of Product: Silicon
 Colour: Green
 Care Instruction: Dry after use.
 Model No. 3000012171
 Dimension(LXBXH) in mm: 76.2X63.5X129.54
 Package Content: 1 Unit Squeeze Spoon
",-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,Munchkin,"Munchkin Squeezy Baby Feeder Spoon - 4 m+, Pink, 1 pc","This is a portable feeding spoon which can hold 150 gms of baby food. It can accommodate both stage 1 and stage 2 purees. Feeding tip easily twists off for filling and cleaning. Cap keeps spoon sanitary in your purse or diaper bag. It is made of squeezable, non-toxic, odour-resistant silicone. It stands upright for easy filling. Its ergonomic shape is easy to squeeze, down to the last bite. It is top rack dishwasher safe. It is ideal for 4+ months infants.",1 pc,pcs,1 pc,1,1,799,719,Munchkin,China/USA,['40156791'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40156791_1-munchkin-squeezy-baby-feeder-spoon-4-m-pink.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40156791-2_1-munchkin-squeezy-baby-feeder-spoon-4-m-pink.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40156791-3_1-munchkin-squeezy-baby-feeder-spoon-4-m-pink.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '40156791'}, {'Country of origin': 'China, USA'}, {'Imported by': 'Munchkin, Inc.7835 Gloria AvenueVan Nuys, CA 91406 USA'}, {'Marketed by': 'Reliance Big Entertainment Pvt. Ltd.3rd Floor,Reliance Energy Centre,Santacruz (East),Mumbai - 400 055.'}]","Reliance Big Entertainment Pvt. Ltd.3rd Floor,Reliance Energy Centre,Santacruz (East),Mumbai - 400 055.",-,-,-,Dry it after use.,-," Brand : Munchkin
 Type of Product: Feeding
 Material of Product: Silicon
 Colour: Pink
 Care Instruction: Dry after use.
 Model No. 3000012172
 Dimension(LXBXH) in mm: 76.2X63.5X129.54
 Package Content: 1 Unit Squeeze Spoon
",-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,Pigeon,"Pigeon Breast Pads - Ultra-slim, Lightweight, Greatest Comfort, 12 pcs","Comfortable and discreet, PIGEONs recently enhanced disposable breast pads to guarantee a great fit with their personally contoured 3-D shape and non-slip adhesive tape. Its ultra-slim, lightweight pads have a super-absorbent core with breathable back sheets to trap excess milk as well as keep both clothes and skin clean and dry. Its spongy edges and a fluffy cotton lining are planned for the greatest comfort. Breastmilk contains many nutrients, and keeping the same breast pad in place for a long time can cause the growth of bacteria. Be sure to change the pads every 2-3 hours.",12 pcs,pcs,12 pcs,12,1,165,156.75,"PIGEON INDIA PVT LTD. 216, 2ND FLOOR, SUNCITY BUSINESS TOWER, GOLF COURSE ROAD, SECTOR-54, GURGAON, HARYANA - 122002.",Korea,['4902508791519'],-,https://datalabs.siva3.io/image/Eunimart_groceries_20002169_2-pigeon-breast-pads-disposable.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_20002169-2_1-pigeon-breast-pads-disposable.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_20002169-3_1-pigeon-breast-pads-disposable.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_20002169-4_1-pigeon-breast-pads-disposable.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_20002169-5_1-pigeon-breast-pads-disposable.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_20002169-6_1-pigeon-breast-pads-disposable.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Soft and Dry, Super Absorbent Polymer, Breathable Waterproof Sheet",-,"Open the pack. Peel off the released paper.
Place the pads on. Tape on top and bottom.
Be sure to change the pads every 2-3 hours.","[{'EAN Code': '4902508791519'}, {'Manufacturer Name & ': 'PIGEON INDIA PVT LTD. 216, 2ND FLOOR, SUNCITY BUSINESS TOWER, GOLF COURSE ROAD, SECTOR-54, GURGAON, HARYANA - 122002.'}, {'Country of origin': 'Korea'}]",-,-,-,-,-,-,-,-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,Pigeon,"Pigeon Manual Breast Pump - Essential, Easy To Use, 200 ml","Pigeon Manual Breast Pump-Essential comes with everything you need to quickly and comfortably express and store breastmilk prior to feeding your baby. It also helps you save quality time that you can spend with your baby. So, now you can express feed and store your breastmilk at your own convenience.",200 ml,ml,200 ml,1,1,1249,1061.65,"Pigeon India Pvt. Ltd., Plot No. 6E Sector 40-41 Ecotech-1, Gautam Budh Nagar, Greater Noida, Uttar Pradesh 201301",India,['4902508781312'],-,https://datalabs.siva3.io/image/Eunimart_groceries_20002182_2-pigeon-set-breast-pump-feeding.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_20002182-2_1-pigeon-set-breast-pump-feeding.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_20002182-3_1-pigeon-set-breast-pump-feeding.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_20002182-4_1-pigeon-set-breast-pump-feeding.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_20002182-5_1-pigeon-set-breast-pump-feeding.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_20002182-6_1-pigeon-set-breast-pump-feeding.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_20002182-7_1-pigeon-set-breast-pump-feeding.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_20002182-8_1-pigeon-set-breast-pump-feeding.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '4902508781312'}, {'Manufacturer Name & ': 'Pigeon India Pvt. Ltd., Plot No. 6E Sector 40-41 Ecotech-1, Gautam Budh Nagar, Greater Noida, Uttar Pradesh 201301'}, {'Country of origin': 'India'}]",-,-,-,-,-,-,-,-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,Pigeon Baby,"Pigeon Baby Baby Bottle Cleaning Brush For Stretchable Silicon Nipple, 1 pc","Nipple Brushes from Pigeon are shaped for a perfect fit for nipples from Pigeon and allows you to wash even the inside of the nipples. It is really easy to use. It helps in proper cleaning. It comes in a unique shape. The nipple brush is shaped for a perfect fit for nipples from Pigeon and allows you to wash even the inside of the nipples. Insert the brush inside the nipple, while holding the handle and wash nipple in a circular motion.",1 pc,pcs,1 pc,1,1,290,259,"Pigeon India Private Limited Unit No. 216, 2nd Floor, Suncity Business Tower, Golf Course Road, Sector - 54, Gurgaon, Haryana - 122002",China,['4902508040303'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40145492_2-pigeon-baby-baby-bottle-cleaning-brush-for-stretchable-silicon-nipple.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40145492-2_2-pigeon-baby-baby-bottle-cleaning-brush-for-stretchable-silicon-nipple.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40145492-3_2-pigeon-baby-baby-bottle-cleaning-brush-for-stretchable-silicon-nipple.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '4902508040303'}, {'Manufactured & Marketed by': 'Pigeon India Private Limited Unit No. 216, 2nd Floor, Suncity Business Tower, Golf Course Road, Sector - 54, Gurgaon, Haryana - 122002'}, {'Country of origin': 'China'}]","Pigeon India Private Limited Unit No. 216, 2nd Floor, Suncity Business Tower, Golf Course Road, Sector - 54, Gurgaon, Haryana - 122002",-,-,-,-,-,"Brand: Pigeon
Type of Product: CLEANSING & STERILIZING ACCESSORY
Colour: MULTI
Care Instructions: Insert the brush inside the nipple. While holding the handle, wash nipple in a circular motion.
Microwave Safe: N
Dishwasher Safe: N
Dimension in cm: 17.5x3x6.5
Shelf Life in months: 30
Material: Plastic",-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,Pigeon Baby,"Pigeon Baby Compact Steam Steriliser Bottles - Round, 2 pcs","Pigeon compact steam steriliser offers you great convenience, in both household and travelling. It is light and can be dismantled for easy cleaning. The interchangeable compartments lets you to customise its size according to your needs. Using the natural steam sterilization process, Pigeon compact steam sterilizer is proven to effectively kill the harmful bacteria, protecting your babys health. Finally, you can breathe and relax with such versatility.",2 pcs,pcs,2 pcs,2,1,2999,2789.07,Pigeon Baby,India,['40137497'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40137497_2-pigeon-baby-compact-steam-steriliser-bottles-round.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40137497-2_1-pigeon-baby-compact-steam-steriliser-bottles-round.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40137497-3_1-pigeon-baby-compact-steam-steriliser-bottles-round.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40137497-4_1-pigeon-baby-compact-steam-steriliser-bottles-round.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40137497-5_1-pigeon-baby-compact-steam-steriliser-bottles-round.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40137497-6_1-pigeon-baby-compact-steam-steriliser-bottles-round.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '40137497'}, {'Country of origin': 'India'}]",-,-,-,-,-,-,"Brand: Pigeon
Type: Cleansing & Sterilizing Accessary
Material: Steel
Design: Plain
Colour: White
Lid Included: Yes
Lid Material: Plastic
Capacity: 50 ml
Dimension : Length-18.4 mm, Width-11 mm, Height-40.6 mm
Package Content : 02-Pieces",-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,Pigeon Baby,"Pigeon Baby Glass Feeding Bottle - With Added Nipple, Red, S Size, 120 ml","This glass bottle is made from a borosilicate glass material, this bottle offers excellent transparency and able to withstand high-temperature sterilisation process. The super soft silicone, with its double thickness, ensures ideal softness and flexibility for your baby to latch-on comfortably and easily.",120 ml,ml,120 ml,1,1,559,559,"Taiwan Glass Ind. Corp. No 470, Sec -4, Zhonghua Rd, Niu Pu Village, Xianshan Distt, Hsinchu City, Taiwan - 30094",Taiwan,['4902508786973'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40167815_1-pigeon-baby-glass-feeding-bottle-with-added-nipple-red-s-size.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40167815-2_1-pigeon-baby-glass-feeding-bottle-with-added-nipple-red-s-size.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40167815-3_1-pigeon-baby-glass-feeding-bottle-with-added-nipple-red-s-size.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40167815-4_1-pigeon-baby-glass-feeding-bottle-with-added-nipple-red-s-size.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40167815-5_1-pigeon-baby-glass-feeding-bottle-with-added-nipple-red-s-size.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '4902508786973'}, {'Manufacturer Name & ': 'Taiwan Glass Ind. Corp. No 470, Sec -4, Zhonghua Rd, Niu Pu Village, Xianshan Distt, Hsinchu City, Taiwan - 30094'}, {'Country of Origin': 'Taiwan'}, {'Marketed by': 'Pigeon India Pvt. Ltd., 216, 2nd Floor, Suncity Business Tower, Sector 54 Gurugram Haryana 122003 IN, Suncity, Sector 54, Gurugram, Haryana.'}]","Pigeon India Pvt. Ltd., 216, 2nd Floor, Suncity Business Tower, Sector 54 Gurugram Haryana 122003 IN, Suncity, Sector 54, Gurugram, Haryana.",-,-,-,"Fill the washer and sterilise the bottle with the required amount of lukewarm water. 
Put the cap with the affixed nipple on the bottle and tighten lightly.
Feed your baby by using this glass bottle. 
Attach the hood on the bottle when not in use.",-,"Bottle - Glass
Cap & Good - Polypropylene 
Nipple - Silicone",-
