L0 Domain,L1 Sub-Domain,L2 Category,L3 Sub-Category,L4 Product Enum-Code,Brand,Product Name,Product Description,Product Quantity,UOM,Net Quantity,Pack Quantity,Pack Size,MRP,Price,Manufacturer,Country Of Origin,UPC/EAN,FSSAI no,Images,Images / Video,Images.3,Images.4,Images.5,Images.6,Images.7,Images.8,Images.9,Images.10,SKU Code,Customer Care Contact,Time to Ship,Returnable (Y/N),Cancellable (Y/N),COD available (Y/N),Preservatives (Y/N),Preservatives (details),Flavours & Spices,Ready to cook (Y/N),Ready to eat (Y/N),Rice grain type,Recommended Age,Scented/ Flavour,Herbal/ Ayurvedic,Theme/ Occasion Type,Hair Type,Mineral Source,Caffeine Content,Capacity,Composition,Benefits,Usage,Other details,Marketed By,Baby Weight,Absorption Duration (in Hrs),Features,Ingredients,Package Contains
RET,RET-10,RET-10-13,RET-10-13-10,RET-10-13-10-16,Kapiva Ayurveda,"Kapiva Ayurveda Vegan Protein 100% Plant-Based Nutrition - Cookies & Cream, Gluten Free, 1 kg","Kapiva Vegan Protein is a healthy blend of nutrients with 26g of protein, 4. 97g BCAAs, 4. 54g Glutamic Acid, and 26 Vitamins & Minerals. A good choice for enhancing protein in vegetarian diets which are often low in protein, vegan protein also helps you to recover quickly after an intense workout session as it supports the process of muscle building.",1 kg,kg,1 kg,1,1,2249,1798.98,"Saipro Biotech Pvt Ltd Sr. No. 558/1A, Plot No. 1 A/P - Rihe, Tal - Mulshi, Pune - 412115.",India,['8906082524439'],['10018022007987'],https://datalabs.siva3.io/image/Eunimart_groceries_40189346_1-kapiva-ayurveda-vegan-protein-cookies-cream-post-workout-recovery.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40189346-2_1-kapiva-ayurveda-vegan-protein-cookies-cream-post-workout-recovery.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40189346-3_1-kapiva-ayurveda-vegan-protein-cookies-cream-post-workout-recovery.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40189346-4_1-kapiva-ayurveda-vegan-protein-cookies-cream-post-workout-recovery.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40189346-5_1-kapiva-ayurveda-vegan-protein-cookies-cream-post-workout-recovery.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40189346-6_1-kapiva-ayurveda-vegan-protein-cookies-cream-post-workout-recovery.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"100% Plant Based Vegan: The Vegan Protein is a nutrition protein powder that is 100% plant-based, gluten-free nutrition powder with the complete amino acid profile. This herbal powder does not contain any artificial preservatives and sugar. This complete nutrition powder is rich in essential nutrients, vitamins, minerals and proteins which help make your body strong and healthy. It helps in keeping your blood pressure under check and supports heart health.
Metabolism Booster: This digestive powder contains plant protein which aids in important metabolic processes in your body. The food that is consumed when properly broken-down releases raw energy that is required for the body's daily functions. This nutrition powder helps remove toxic waste from the intestinal tract. It improves the functioning of the immune system and shields the body against common infections.
Holistic Nutrition: The Vegan Protein is a health powder with a perfect blend of rice and yellow peas which provide high nutritious value to the body and are natural sources of protein. This nutrition powder helps improve bowel movements and improves the digestion process. This green nutritional powder contains Manganese and Phosphorous from natural plant sources which aid in the strengthening of bones and teeth.
Appetite Regularizer: Our product is rich in amino acids which help in building core muscles. This nutritious powder offers numerous health benefits and helps maintain the feeling of fullness which prevents mid-meal hunger pangs and helps in weight management. Pea protein is said to be gut healthy which helps in balancing blood sugar levels and maintaining energy throughout the day.
Two Flavours To Choose From: This plant protein powder comes in two variants to choose Cookies Cream and Chocolate. Choose as per your taste as the nutrition in them remains the same. To craft your nutritious drink, take a scoop (35 gms) of our Vegan Protein Powder and add it to 300-400 ml of chilled water. Mix/shake to blend well to craft your ultimate healthy drink.","Take a 35g scoop of Vegan Proteins.
Add 300-400 ml of water or milk to it.
Shake it until you have a uniform mix.","[{'EAN Code': '8906082524439'}, {'Country Of Origin': 'India'}, {'Fssai Number': '10018022007987'}, {'Manufacturer Name & ': 'Saipro Biotech Pvt Ltd Sr. No. 558/1A, Plot No. 1 A/P - Rihe, Tal - Mulshi, Pune - 412115.'}, {'Marketed By': 'Adret Retail Pvt. Ltd. , 1 Gupta Lane, Kolkata - 700006.'}, {'","Adret Retail Pvt. Ltd. , 1 Gupta Lane, Kolkata - 700006.",-,-,-,"Pea Protein, Rice Protein, Cocoa Powder, Fos (Fibre) - Inulin (Chicory Root Base), Minerals & Vitamins Mix, Xanthan Gum, 100% Natural Identical Flavours, Sucralose.",-
RET,RET-10,RET-10-13,RET-10-13-10,RET-10-13-10-16,MTR,"MTR Badam Drink Mix - Real Badam, Elaichi & Kesar, 450 g","MTR Badam Drink is a multipurpose mix which is the perfect combination of Badam, Kesar & Elaichi and so delicious that your child will now look forward to eating and drink. Since ancient times, Badam and Kesar have been well known to possess natural qualities that are good for both body and mind and help in boosting immunity & strength.",450 g,g,450 g,1,1,260,225,"MTR FOODS PVT LTD # 80 bommasandra industrial area, hebbagodi, anekal taluk bengaluru 560099",India,['40200649'],['10012043000145'],https://datalabs.siva3.io/image/Eunimart_groceries_40200649_1-mtr-badam-drink-mix.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40200649-2_1-mtr-badam-drink-mix.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40200649-3_1-mtr-badam-drink-mix.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40200649-4_1-mtr-badam-drink-mix.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40200649-5_1-mtr-badam-drink-mix.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40200649-6_1-mtr-badam-drink-mix.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Add 15 g (3 tsp) of MTR Badam Drink Mix to 150 ml (1 cup) of hot/cold milk. Stir well and serve.,"[{'EAN Code': '40200649'}, {'FSSAI Number': '10012043000145'}, {'Manufactured & Marketed By': 'MTR FOODS PVT LTD # 80 bommasandra industrial area, hebbagodi, anekal taluk bengaluru 560099\x82'}, {'Country of Origin': 'India'}]","MTR FOODS PVT LTD # 80 bommasandra industrial area, hebbagodi, anekal taluk bengaluru 560099",-,-,-,"Sugar, Milk Solids, Almond (8.2%), Maltodextrin, Cardamom, Saffron And Antioxidant Tocopherol",-
RET,RET-10,RET-10-13,RET-10-13-10,RET-10-13-10-16,MTR,"MTR Badam Drink Mix - Real Badam, Elaichi & Kesar, 450 g","MTR Badam Drink is a multipurpose mix which is the perfect combination of Badam, Kesar & Elaichi and so delicious that your child will now look forward to eating and drink. Since ancient times, Badam and Kesar have been well known to possess natural qualities that are good for both body and mind and help in boosting immunity & strength.",450 g,g,450 g,1,1,260,225,"MTR FOODS PVT LTD # 80 bommasandra industrial area, hebbagodi, anekal taluk bengaluru 560099",India,['40200649'],['10012043000145'],https://datalabs.siva3.io/image/Eunimart_groceries_40200649_1-mtr-badam-drink-mix.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40200649-2_1-mtr-badam-drink-mix.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40200649-3_1-mtr-badam-drink-mix.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40200649-4_1-mtr-badam-drink-mix.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40200649-5_1-mtr-badam-drink-mix.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40200649-6_1-mtr-badam-drink-mix.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Add 15 g (3 tsp) of MTR Badam Drink Mix to 150 ml (1 cup) of hot/cold milk. Stir well and serve.,"[{'EAN Code': '40200649'}, {'FSSAI Number': '10012043000145'}, {'Manufactured & Marketed By': 'MTR FOODS PVT LTD # 80 bommasandra industrial area, hebbagodi, anekal taluk bengaluru 560099\x82'}, {'Country of Origin': 'India'}]","MTR FOODS PVT LTD # 80 bommasandra industrial area, hebbagodi, anekal taluk bengaluru 560099",-,-,-,"Sugar, Milk Solids, Almond (8.2%), Maltodextrin, Cardamom, Saffron And Antioxidant Tocopherol",-
RET,RET-10,RET-10-13,RET-10-13-10,RET-10-13-10-16,MTR,"MTR Badam Drink Mix - Real Badam, Elaichi & Kesar, 450 g","MTR Badam Drink is a multipurpose mix which is the perfect combination of Badam, Kesar & Elaichi and so delicious that your child will now look forward to eating and drink. Since ancient times, Badam and Kesar have been well known to possess natural qualities that are good for both body and mind and help in boosting immunity & strength.",450 g,g,450 g,1,1,260,225,"MTR FOODS PVT LTD # 80 bommasandra industrial area, hebbagodi, anekal taluk bengaluru 560099",India,['40200649'],['10012043000145'],https://datalabs.siva3.io/image/Eunimart_groceries_40200649_1-mtr-badam-drink-mix.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40200649-2_1-mtr-badam-drink-mix.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40200649-3_1-mtr-badam-drink-mix.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40200649-4_1-mtr-badam-drink-mix.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40200649-5_1-mtr-badam-drink-mix.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40200649-6_1-mtr-badam-drink-mix.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Add 15 g (3 tsp) of MTR Badam Drink Mix to 150 ml (1 cup) of hot/cold milk. Stir well and serve.,"[{'EAN Code': '40200649'}, {'FSSAI Number': '10012043000145'}, {'Manufactured & Marketed By': 'MTR FOODS PVT LTD # 80 bommasandra industrial area, hebbagodi, anekal taluk bengaluru 560099\x82'}, {'Country of Origin': 'India'}]","MTR FOODS PVT LTD # 80 bommasandra industrial area, hebbagodi, anekal taluk bengaluru 560099",-,-,-,"Sugar, Milk Solids, Almond (8.2%), Maltodextrin, Cardamom, Saffron And Antioxidant Tocopherol",-
RET,RET-10,RET-10-13,RET-10-13-10,RET-10-13-10-16,MTR,"MTR Badam Drink Mix - Real Badam, Elaichi & Kesar, 450 g","MTR Badam Drink is a multipurpose mix which is the perfect combination of Badam, Kesar & Elaichi and so delicious that your child will now look forward to eating and drink. Since ancient times, Badam and Kesar have been well known to possess natural qualities that are good for both body and mind and help in boosting immunity & strength.",450 g,g,450 g,1,1,260,225,"MTR FOODS PVT LTD # 80 bommasandra industrial area, hebbagodi, anekal taluk bengaluru 560099",India,['40200649'],['10012043000145'],https://datalabs.siva3.io/image/Eunimart_groceries_40200649_1-mtr-badam-drink-mix.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40200649-2_1-mtr-badam-drink-mix.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40200649-3_1-mtr-badam-drink-mix.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40200649-4_1-mtr-badam-drink-mix.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40200649-5_1-mtr-badam-drink-mix.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40200649-6_1-mtr-badam-drink-mix.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Add 15 g (3 tsp) of MTR Badam Drink Mix to 150 ml (1 cup) of hot/cold milk. Stir well and serve.,"[{'EAN Code': '40200649'}, {'FSSAI Number': '10012043000145'}, {'Manufactured & Marketed By': 'MTR FOODS PVT LTD # 80 bommasandra industrial area, hebbagodi, anekal taluk bengaluru 560099\x82'}, {'Country of Origin': 'India'}]","MTR FOODS PVT LTD # 80 bommasandra industrial area, hebbagodi, anekal taluk bengaluru 560099",-,-,-,"Sugar, Milk Solids, Almond (8.2%), Maltodextrin, Cardamom, Saffron And Antioxidant Tocopherol",-
RET,RET-10,RET-10-13,RET-10-13-10,RET-10-13-10-16,MTR,"MTR Badam Drink Mix, 500 g","MTR Instant Badam Mix is used to make delicious tasty badam milk. It contains rich proteins, vitamins. It contains the goodness of almonds.",500 g,g,500 g,1,1,275,191,"MTR FOODS PVT LTD, No.1, 2nd &3rd Floor, 100 Feet Inner Ring Road, Ejipura, Bengaluru -560047",India,['8901042968551'],-,https://datalabs.siva3.io/image/Eunimart_groceries_305560_3-mtr-badam-drink-mix.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_305560-2_1-mtr-badam-drink-mix.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_305560-3_1-mtr-badam-drink-mix.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_305560-4_1-mtr-badam-drink-mix.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_305560-5_1-mtr-badam-drink-mix.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_305560-6_1-mtr-badam-drink-mix.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Add 3 tsp (15 g) of MTR Badam Drink mix to 1 cup of hot milk (150 ml). Stir well & serve hot.
Drink cold.
Mix with oats and cornflakes.","[{'EAN Code': '8901042968551'}, {'Country Of Origin': 'India'}, {'Manufacturer Name & ': 'MTR FOODS PVT LTD, No.1, 2nd &3rd Floor, 100 Feet Inner Ring Road, Ejipura, Bengaluru -560047'}]",-,-,-,-,Sugar Milk solids Almond (8.5%) Maltodextrin Saffron Cardamom,-
RET,RET-10,RET-10-13,RET-10-13-10,RET-10-13-10-16,Maltova,"Maltova Health Drink - Choco Caramel, 500 g Carton","Maltova Choco Caramel is made from malt extract, sugar, milk solids, and cocoa powder. It is a good source for vitamin B and C. Your child will feel energetic after drinking it. To kids, Maltova is the fun health drink, which is extremely tasty, and makes nourishment truly enjoyable and exciting.",500 g Carton,g,500 g Carton,1,1,280,280,"GSK CH India , NH16, Dowlaiswaram Industrial Estate, Industrial Estate, Dowlaiswaram, Rajahmundry, Andhra Pradesh",India,['8901030824951'],-,https://datalabs.siva3.io/image/Eunimart_groceries_9383_3-maltova-health-drink-choco-caramel.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_9383-2_1-maltova-health-drink-choco-caramel.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_9383-3_1-maltova-health-drink-choco-caramel.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_9383-4_1-maltova-health-drink-choco-caramel.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_9383-5_1-maltova-health-drink-choco-caramel.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_9383-6_1-maltova-health-drink-choco-caramel.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_9383-7_1-maltova-health-drink-choco-caramel.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Add 2-3 teaspoons(15 g) of Maltova to a cup of hot milk. Add sugar to taste. Stir briskly.,"[{'EAN Code': '8901030824951'}, {'Country of origin': 'India'}, {'Manufactured by': 'GSK CH India , NH16, Dowlaiswaram Industrial Estate, Industrial Estate, Dowlaiswaram, Rajahmundry, Andhra Pradesh'}]",-,-,-,-,"Malt Extract (57%), Sugar, Milk Solids, Maltodextrin, Colour (150), Cocoa Powder, Acidity Regulator (ins 500(ii), Salt, Fiber (ins 412), Mineral, Nature Identical Flavoring Substances, Vitamins.",-
RET,RET-10,RET-10-13,RET-10-13-10,RET-10-13-10-16,Manna,"Manna Badam Almond Drink Mix - Rich In Protein & Vitamins, No Artificial Flavours, 200 g Carton","Badam Drink Mix is a great blend of Badam & Kesar and so appetising that your child will now look advance to drinking milk. It has rich proteins, vitamins and honesty of almonds. It is good for your child as it has real pieces of badam and real saffron.",200 g Carton,g,200 g Carton,1,1,139,125.1,"SOUTHERN HEALTH FOODS PVT. LTD Khivraj Complex Ç¨ú I, (Indian Bank Building), Third Floor, No. 477-482, Anna Salai, Chennai Ç¨ú 600 035",India,['286623'],['10013042001197'],https://datalabs.siva3.io/image/Eunimart_groceries_286623_5-manna-badam-mix-with-10-almonds.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_286623-2_2-manna-badam-mix-with-10-almonds.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_286623-3_2-manna-badam-mix-with-10-almonds.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_286623-4_2-manna-badam-mix-with-10-almonds.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_286623-5_1-manna-badam-mix-with-10-almonds.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_286623-6_1-manna-badam-mix-with-10-almonds.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_286623-7_1-manna-badam-mix-with-10-almonds.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_286623-8_1-manna-badam-mix-with-10-almonds.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_286623-9_1-manna-badam-mix-with-10-almonds.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Add 3 teaspoons of Manna Badam drink.
Mix to 1 cup hot milk.
Stir well and serve hot or refrigerate for cold Badam drink.","[{'EAN Code': '286623'}, {'FSSAI Number': '10013042001197'}, {'Manufactured Marketed by': 'SOUTHERN HEALTH FOODS PVT. LTD Khivraj Complex \x82Ç¨\x80\x9c I, (Indian Bank Building), Third Floor, No. 477-482, Anna Salai, Chennai \x82Ç¨\x80\x9c 600 035'}, {'Country of Origin': 'India'}, {'","SOUTHERN HEALTH FOODS PVT. LTD Khivraj Complex Ç¨ú I, (Indian Bank Building), Third Floor, No. 477-482, Anna Salai, Chennai Ç¨ú 600 035",-,-,-,"Sucrose, Glucose, Badam, Cashew Nut, Starch, Milk Powder, Artificial Cardamom And Vanilla Flavour. Contains Permitted Synthetic Food Colour.",-
RET,RET-10,RET-10-13,RET-10-13-10,RET-10-13-10-16,Manna,"Manna Go Grains Multigrain Instant Drink Mix - For Growth & Immunity, Chocolate Flavour, 200 g","Specially formulated, Manna Go Grains is a wisely chosen blend of cereals, pulse and milk proteins enriched with 24 micronutrients.
7 grains: Millets - Ragi, Jowar and Bajra
Cereals - Wheat, Maize and Barley
Pulse - Bengal Gram, rich in protein - from Cereals, Pulse, Whey Protein and Milk Powder
2 serves of Go grains deliver almost 25% RDA of protein for your child. Manna Go Grains delivers 33% RDA of 11 Minerals and 13 Vitamins in one serving for your child's overall growth and development along with a multigrain goodness rich source of 24 micronutrients like calcium, iron, vitamin A, C, D.",200 g,g,200 g,1,1,169,101.4,"SOUTHERN HEALTH FOODS PVT. LTD Khivraj Complex Ç¨ú I, (Indian Bank Building), Third Floor, No. 477-482, Anna Salai, Chennai  600 035",India,['8906008351675'],['10013042001197'],https://datalabs.siva3.io/image/Eunimart_groceries_40168102_4-manna-go-grains-health-nutrition-drink-mix-for-kids-chocolate.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40168102-2_4-manna-go-grains-health-nutrition-drink-mix-for-kids-chocolate.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40168102-3_4-manna-go-grains-health-nutrition-drink-mix-for-kids-chocolate.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40168102-4_4-manna-go-grains-health-nutrition-drink-mix-for-kids-chocolate.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40168102-5_4-manna-go-grains-health-nutrition-drink-mix-for-kids-chocolate.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40168102-6_4-manna-go-grains-health-nutrition-drink-mix-for-kids-chocolate.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40168102-7_3-manna-go-grains-health-nutrition-drink-mix-for-kids-chocolate.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40168102-8_3-manna-go-grains-health-nutrition-drink-mix-for-kids-chocolate.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Take 2 heaped teaspoons [approx. 24 g] of manna Go grain in a cup.
Add 2/3 cup (180 ml) of warm milk.
Pour the contents in another cup repeat for a smooth frothy drink.","[{'EAN Code': '8906008351675'}, {'FSSAI Number': '10013042001197'}, {'Manufactured Marketed by': 'SOUTHERN HEALTH FOODS PVT. LTD Khivraj Complex \x82Ç¨\x80\x9c I, (Indian Bank Building), Third Floor, No. 477-482, Anna Salai, Chennai  600 035'}, {'Country of Origin': 'India'}, {'","SOUTHERN HEALTH FOODS PVT. LTD Khivraj Complex Ç¨ú I, (Indian Bank Building), Third Floor, No. 477-482, Anna Salai, Chennai  600 035",-,-,-,"Grains 35% {Cereals & Pulse - 26%: Wheat, Maize, Barley, Bengal Gram, Millets - 9%: Jowar, Bajra, Ragi}, Sugar, Milk Solids (17%), Maltodextrin, Cocoa Solids, (17%), Maltodextrin, Cocoa Solids (6%), Minerals, Stabilisers (INS 466, INS 415), Vitamins, Steviol Glycoside (INS 960). Extracted From Stevia Leaf.",-
RET,RET-10,RET-10-13,RET-10-13-10,RET-10-13-10-16,Manna,"Manna Go Grains Multigrain Instant Drink Mix - For Growth & Immunity, Chocolate Flavour, 200 g","Specially formulated, Manna Go Grains is a wisely chosen blend of cereals, pulse and milk proteins enriched with 24 micronutrients.
7 grains: Millets - Ragi, Jowar and Bajra
Cereals - Wheat, Maize and Barley
Pulse - Bengal Gram, rich in protein - from Cereals, Pulse, Whey Protein and Milk Powder
2 serves of Go grains deliver almost 25% RDA of protein for your child. Manna Go Grains delivers 33% RDA of 11 Minerals and 13 Vitamins in one serving for your child's overall growth and development along with a multigrain goodness rich source of 24 micronutrients like calcium, iron, vitamin A, C, D.",200 g,g,200 g,1,1,169,101.4,"SOUTHERN HEALTH FOODS PVT. LTD Khivraj Complex Ç¨ú I, (Indian Bank Building), Third Floor, No. 477-482, Anna Salai, Chennai  600 035",India,['8906008351675'],['10013042001197'],https://datalabs.siva3.io/image/Eunimart_groceries_40168102_4-manna-go-grains-health-nutrition-drink-mix-for-kids-chocolate.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40168102-2_4-manna-go-grains-health-nutrition-drink-mix-for-kids-chocolate.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40168102-3_4-manna-go-grains-health-nutrition-drink-mix-for-kids-chocolate.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40168102-4_4-manna-go-grains-health-nutrition-drink-mix-for-kids-chocolate.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40168102-5_4-manna-go-grains-health-nutrition-drink-mix-for-kids-chocolate.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40168102-6_4-manna-go-grains-health-nutrition-drink-mix-for-kids-chocolate.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40168102-7_3-manna-go-grains-health-nutrition-drink-mix-for-kids-chocolate.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40168102-8_3-manna-go-grains-health-nutrition-drink-mix-for-kids-chocolate.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Take 2 heaped teaspoons [approx. 24 g] of manna Go grain in a cup.
Add 2/3 cup (180 ml) of warm milk.
Pour the contents in another cup repeat for a smooth frothy drink.","[{'EAN Code': '8906008351675'}, {'FSSAI Number': '10013042001197'}, {'Manufactured Marketed by': 'SOUTHERN HEALTH FOODS PVT. LTD Khivraj Complex \x82Ç¨\x80\x9c I, (Indian Bank Building), Third Floor, No. 477-482, Anna Salai, Chennai  600 035'}, {'Country of Origin': 'India'}, {'","SOUTHERN HEALTH FOODS PVT. LTD Khivraj Complex Ç¨ú I, (Indian Bank Building), Third Floor, No. 477-482, Anna Salai, Chennai  600 035",-,-,-,"Grains 35% {Cereals & Pulse - 26%: Wheat, Maize, Barley, Bengal Gram, Millets - 9%: Jowar, Bajra, Ragi}, Sugar, Milk Solids (17%), Maltodextrin, Cocoa Solids, (17%), Maltodextrin, Cocoa Solids (6%), Minerals, Stabilisers (INS 466, INS 415), Vitamins, Steviol Glycoside (INS 960). Extracted From Stevia Leaf.",-
RET,RET-10,RET-10-13,RET-10-13-10,RET-10-13-10-16,Manna,"Manna Health Mix - 100% Natural Nutrition, No Added Sugar, Preservative Free, 250 g Carton","Manna health mix is made with the traditional wisdom of millets and blended to perfection with 14 bowls of cereal, pulses, and nuts to give a nourishing breakfast for your family. It is packed with the goodness of natural multigrain without any preservatives, artificial colours and added sugar. It helps boost stamina and bones in growing children. It is also ideal for growing children as it is easy to digest. This Health Mix is also beneficial for pregnant women and breastfeeding mothers.",250 g Carton,g,250 g Carton,1,1,149,105,"SOUTHERN HEALTH FOODS PVT. LTD Khivraj Complex ì I, (Indian Bank Building), Third Floor, No. 477-482, Anna Salai, Chennai ì 600 035",India,['40001243'],['10013042001197'],https://datalabs.siva3.io/image/Eunimart_groceries_40001243_5-manna-health-mix-for-kids-100-natural-nutrition.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40001243-2_8-manna-health-mix-for-kids-100-natural-nutrition.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40001243-3_8-manna-health-mix-for-kids-100-natural-nutrition.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40001243-4_8-manna-health-mix-for-kids-100-natural-nutrition.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40001243-5_8-manna-health-mix-for-kids-100-natural-nutrition.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40001243-6_9-manna-health-mix-for-kids-100-natural-nutrition.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40001243-7_1-manna-health-mix-for-kids-100-natural-nutrition.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Take 30g(3 tbsp) of Manna Health Mix.
Stir with 300ml(1 1/4 cups) water or milk, so no lumps are formed.
Place on stove and bring to boil, stir continuously for 3 minutes to avoid lumps.
Add sugar or honey to taste. 
Serve warm.
Variation: Cook with water and serve with thick buttermilk and salt.","[{'EAN Code': '40001243'}, {'FSSAI Number': '10013042001197'}, {'Manufactured & Marketed by': 'SOUTHERN HEALTH FOODS PVT. LTD Khivraj Complex \x80\x93 I, (Indian Bank Building), Third Floor, No. 477-482, Anna Salai, Chennai \x80\x93 600 035'}, {'Country of Origin': 'India'}, {'","SOUTHERN HEALTH FOODS PVT. LTD Khivraj Complex ì I, (Indian Bank Building), Third Floor, No. 477-482, Anna Salai, Chennai ì 600 035",-,-,-,"Millets and Cereals: 82% (Ragi, Bajra, Corn, Jowar, Wheat, Red Rice, Barley) Pulses:12% (Bengal Gram & Green Gram), Sago, Nuts 2% (Groundnut, Almond & Cashewnuts) Cardamom.",-
