L0 Domain,L1 Sub-Domain,L2 Category,L3 Sub-Category,L4 Product Enum-Code,Brand,Product Name,Product Description,Product Quantity,UOM,Net Quantity,Pack Quantity,Pack Size,MRP,Price,Manufacturer,Country Of Origin,UPC/EAN,FSSAI no,Images,Images / Video,Images.3,Images.4,Images.5,Images.6,Images.7,Images.8,Images.9,Images.10,SKU Code,Customer Care Contact,Time to Ship,Returnable (Y/N),Cancellable (Y/N),COD available (Y/N),Preservatives (Y/N),Preservatives (details),Flavours & Spices,Ready to cook (Y/N),Ready to eat (Y/N),Rice grain type,Recommended Age,Scented/ Flavour,Herbal/ Ayurvedic,Theme/ Occasion Type,Hair Type,Mineral Source,Caffeine Content,Capacity,Composition,Benefits,Usage,Other details,Marketed By,Baby Weight,Absorption Duration (in Hrs),Features,Care Instruction,Ingredients,Ingredient,Specification,About
RET,RET-10,RET-10-14,RET-10-14-11,RET-10-14-11-12,HAZEL,"HAZEL Gungroo Puja Steel Thali - S5, Silver, 1 pc","Accentuate your pooja room with the addition of this stunning Pooja accessory from Hazel. Featuring durable steel construction. One of the best gifting options for any occasion like corporate gift, kitty party, house warming party, Diwali, return gift for a wedding, rakhi, Karwachauth, Makar Sankranti, Pongal, Lohri and other Festivals. A very economical and yet elegant choice. Perfect for worship places as well as special occasions/ festivities. Add an element of spirituality to your home decor. This is a traditional Thali made of Stainless Steel metal. It looks very pretty and culturally ethnic. It is Gold in colour. This product adds elegance to your home decor.",1 pc,pcs,1 pc,1,1,1199,449,"Value Retail, F3-12, Bhumi World Industrial Park, Pimplas, Bhiwandi, Thane 421302",India,['40088274'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40088274_4-hazel-gungroo-puja-steel-thali-s5-silver.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40088274-2_1-hazel-gungroo-puja-steel-thali-s5-silver.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40088274-3_1-hazel-gungroo-puja-steel-thali-s5-silver.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40088274-4_1-hazel-gungroo-puja-steel-thali-s5-silver.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40088274-5_1-hazel-gungroo-puja-steel-thali-s5-silver.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40088274-6_1-hazel-gungroo-puja-steel-thali-s5-silver.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40088274-7_1-hazel-gungroo-puja-steel-thali-s5-silver.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1. Use On the occasion of Ganpati, Navaratri, Dusshera, Diwali, Raksha Bandhan and other festive seasons.
2. Also, use it as the best wedding and occasional return gifts.","['EAN Code: 40088274', 'Country of origin: India', 'Manufacturer Name and  : Value Retail, F3-12, Bhumi World Industrial Park, Pimplas, Bhiwandi, Thane 421302', 'Best before 01-09-2023', '",-,-,-,-,-,-,-,"Â Hazel Steel Gungroo Pooja Thali S5
Â Dimension ( H x Outer Diameter x Inner Diameter ) - 2.5cm x 29 cm x24 cm
Â Qty - 1 Piece Set Approximate
Â Weight - 420 g per Set
Â Material Used - Steel",-
RET,RET-10,RET-10-14,RET-10-14-11,RET-10-14-11-12,HAZEL,"HAZEL Kanchua Kuber Brass Tortoise Diya S1 - Golden, 1 pc",Accentuate your pooja room with addition of this stunning Pooja accessories from Hazel. Featuring durable steel construction.,1 pc,pcs,1 pc,1,1,869,279,"Value Retail, F3-12, Bhumi World Industrial Park, Pimplas, Bhiwandi, Thane 421302",India,['40088290'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40088290_1-hazel-kanchua-kuber-brass-tortoise-diya-s1-golden.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 40088290', 'Country of origin: India', 'Manufacturer Name and  : Value Retail, F3-12, Bhumi World Industrial Park, Pimplas, Bhiwandi, Thane 421302', 'Best before 01-09-2023', '",-,-,-,-,-,-,-,"Â Hazel Brass Tortoise Diya Kanchua Kuber S1
Â Dimension ( L x B x H ) - 8 cm x 8 cm x 6.5 cm
Â Qty - 1 Piece Set
Â Approximate. Weight - 130 Grams per Set
Â Material Used - Brass
About the Company
Value Retail is one of India's largest online retailers, dealing in genuine and brand new products across multiple Home & Kitchen categories like Cookware, Storage, Serve - ware, Home Decor and more. Brand associated with us are Aristo, Kitchen Essentials, Sizzle, Steel Lock, Hazel, Shubham and DS. Our vast retail experience assures good quality products and timely delivery to our customers.",-
RET,RET-10,RET-10-14,RET-10-14-11,RET-10-14-11-12,HAZEL,"HAZEL KumKum Stainless Steel Mini Dabbi Container For Sindoor For Women, 1 pc",Hazel KumKum Stainless Steel Mini Dabbi Container is made from stainless steel. There is a lid to keep it closed after use. Use it to keep small household items. It is also an ideal gift for your friends and relatives. Sindoor is considered very sacred in Indian Tradition. Married Women/ Ladies use it. Also used in temples and pooja. It is the best quality with a full finish and very valuable prices.,1 pc,pcs,1 pc,1,1,89,55,"Value Retail, F3-12 Bhumi World Industrial Park, Pimplas Village, Mumbai - Nasik Highway, Bhiwandi Thane 421302",India,['40272611'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40272611_1-hazel-kumkum-stainless-steel-mini-dabbi-container-for-sindoor-for-women.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40272611-2_1-hazel-kumkum-stainless-steel-mini-dabbi-container-for-sindoor-for-women.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40272611-3_1-hazel-kumkum-stainless-steel-mini-dabbi-container-for-sindoor-for-women.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40272611-4_1-hazel-kumkum-stainless-steel-mini-dabbi-container-for-sindoor-for-women.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40272611-5_1-hazel-kumkum-stainless-steel-mini-dabbi-container-for-sindoor-for-women.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40272611-6_1-hazel-kumkum-stainless-steel-mini-dabbi-container-for-sindoor-for-women.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Antique elegant design
Handmade
Great gift Ideas
High quality","Married Women/ Ladies use it.
Also used in temples and pooja.
Use it to keep small household items.","['EAN Code: 40272611', 'Manufacturer Name & Marketed by :Value Retail, F3-12 Bhumi World Industrial Park, Pimplas Village, Mumbai - Nasik Highway, Bhiwandi Thane 421302', 'Country of Origin:India', '","Value Retail, F3-12 Bhumi World Industrial Park, Pimplas Village, Mumbai - Nasik Highway, Bhiwandi Thane 421302",-,-,-,-,-,-,"Brand: - HAZEL.
Type: - Mini Container.
Material: - Stainless Steel.
Colour :- Silver.
Dimensions in mm (LXWXH): - 50x50x25
Weight: - 10 grams.
Multi Pack (Yes / No): - No.
Package Content: - 1 pc Mini Container.",-
RET,RET-10,RET-10-14,RET-10-14-11,RET-10-14-11-12,HAZEL,"HAZEL Nanda Deep Brass Diya Oil Lamp Puja S7 - Golden, 1 pc",Accentuate your pooja room with addition of this stunning Pooja accessories from Hazel. Featuring durable steel construction.,1 pc,pcs,1 pc,1,1,299,119,HAZEL,India,['40088283'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40088283_1-hazel-nanda-deep-brass-diya-oil-lamp-puja-s7-golden.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 40088283', 'Country of origin: India', '",-,-,-,-,-,-,-,"Â Hazel Brass Diya Oil Lamp Pooja Nanda Deep S7
Â Dimension ( L x B x H ) - Small - 5 cm x 5 cm x 6.5 cm
Â Qty - 1 Piece Set
Â Approximate. Weight - 40 Grams per Set
Â Material Used - Brass
About the Company
Value Retail is one of India's largest online retailers, dealing in genuine and brand new products across multiple Home & Kitchen categories like Cookware, Storage, Serveware, Home Decor and more. Brand associated with us are Aristo, Kitchen Essentials, Sizzle, Steel Lock, Hazel, Shubham and DS. Our vast retail experience assures good quality products and timely delivery to our customers.",-
RET,RET-10,RET-10-14,RET-10-14-11,RET-10-14-11-12,HAZEL,"HAZEL New Punch Deevi Brass Diya Oil Lamp - Golden, 1 pc",Accentuate your pooja room with addition of this stunning Pooja accessories from Hazel. Featuring durable steel construction.,1 pc,pcs,1 pc,1,1,329,169,HAZEL,India,['40088291'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40088291_1-hazel-new-punch-deevi-brass-diya-oil-lamp-golden.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 40088291', 'Country of origin: India', '",-,-,-,-,-,-,-,"Â Hazel Brass Diya Oil Lamp New Punch Deevi
Â Dimension ( L x B x H ) - 7 cm x 7 cm x 5 cm
Â Qty - 1 Piece Set Approximate.
Â Weight - 80 Grams per Set
Â Material Used - Brass
About the Company
Value Retail is one of India's largest online retailers, dealing in genuine and brand new products across multiple Home & Kitchen categories like Cookware, Storage, Serveware, Home Decor and more. Brand associated with us are Aristo, Kitchen Essentials, Sizzle, Steel Lock, Hazel, Shubham and DS. Our vast retail experience assures good quality products and timely delivery to our customers.",-
RET,RET-10,RET-10-14,RET-10-14-11,RET-10-14-11-12,HAZEL,"HAZEL Payali Brass Diya Oil Lamp S0 - Golden, 1 pc",Accentuate your pooja room with addition of this stunning Pooja accessories from Hazel. Featuring durable steel construction.,1 pc,pcs,1 pc,1,1,299,149,HAZEL,India,['40088293'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40088293_1-hazel-payali-brass-diya-oil-lamp-s0-golden.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 40088293', 'Country of origin: India', '",-,-,-,-,-,-,-,"Â Hazel Brass Diya Oil Lamp Payali S0
Â Dimension ( L x B x H ) - 4 cm x 4 cm x 3.5 cm
Â Qty - 1 Piece Set
Â Approximate. Weight - 30 Grams per Set
Â Material Used - Brass
About the Company
Value Retail is one of India's largest online retailers, dealing in genuine and brand new products across multiple Home & Kitchen categories like Cookware, Storage, Serve - ware, Home Decor and more. Brand associated with us are Aristo, Kitchen Essentials, Sizzle, Steel Lock, Hazel, Shubham and DS. Our vast retail experience assures good quality products and timely delivery to our customers.",-
RET,RET-10,RET-10-14,RET-10-14-11,RET-10-14-11-12,HAZEL,"HAZEL Puja Handi Brass Diya Oil Lamp Small S1 - Golden, 1 pc",Accentuate your pooja room with addition of this stunning Pooja accessories from Hazel. Featuring durable steel construction.,1 pc,pcs,1 pc,1,1,399,369,"Value Retail, F3-12, Bhumi World Industrial Park, Pimplas, Bhiwandi, Thane 421302",India,['40088280'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40088280_1-hazel-puja-handi-brass-diya-oil-lamp-small-s1-golden.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40088280-2_1-hazel-puja-handi-brass-diya-oil-lamp-small-s1-golden.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 40088280', 'Country of origin: India', 'Manufacturer Name and  : Value Retail, F3-12, Bhumi World Industrial Park, Pimplas, Bhiwandi, Thane 421302', 'Best before 01-09-2023', '",-,-,-,-,-,-,-,"Â Hazel Brass Diya Oil Lamp Small Pooja Handi S1
Â Dimension ( L x B x H ) - 6.5 cm x 6.5 cm x 17 cm
Â Qty - 1 Piece
Â Approximate. Weight - 120 Grams per set Â Material Used - Brass
About the Company
Value Retail is one of India's largest online retailers, dealing in genuine and brand new products across multiple Home & Kitchen categories like Cookware, Storage, Serveware, Home Decor and more. Brand associated with us are Aristo, Kitchen Essentials, Sizzle, Steel Lock, Hazel, Shubham and DS. Our vast retail experience assures good quality products and timely delivery to our customers.",-
RET,RET-10,RET-10-14,RET-10-14-11,RET-10-14-11-12,HAZEL,"HAZEL Puja Hawan Copper Panchpatra S3 - Copper, 1 pc",Accentuate your pooja room with addition of this stunning Pooja accessories from Hazel. Featuring durable steel construction.,1 pc,pcs,1 pc,1,1,2399,1249,HAZEL,India,-,-,https://datalabs.siva3.io/image/Eunimart_groceries_40088282_1-hazel-puja-hawan-copper-panchpatra-s3-copper.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['Other Information', '', '",-,-,-,-,"Care Instruction
Should be cleaned before and after use. Use Sponge instead of Brush for cleaning. Wash with hot soapy water after each use.",-,-,"Specification

Â Hazel Panchpatra Copper Puja Hawan Set S3
Â Dimension ( L x B x H ) - 22 cm x 22 cm x 3 cm (Box / Packaging Dimension)
Â Qty - 5 Piece Set
Â Approximate. Weight - 530 Grams per set
Â Material Used - Cooper
About the Company
Value Retail is one of India's largest online retailers, dealing in genuine and brand new products across multiple Home & Kitchen categories like Cookware, Storage, Serve - ware, Home Decor and more. Brand associated with us are Aristo, Kitchen Essentials, Sizzle, Steel Lock, Hazel, Shubham and DS. Our vast retail experience assures good quality products and timely delivery to our customers.",-
RET,RET-10,RET-10-14,RET-10-14-11,RET-10-14-11-12,HAZEL,"HAZEL Shank Karma Brass Pooja Thali Brass For Prayer & Home Decor - Royal Look, 1 pc","Hazel presents to you beautiful Shank Karma Brass Pooja Thali which ensures a royal look while offering prayer. It can be considered as a beautiful and elegant gift for all occasions. This item has an elegant design that gives addition to your home decor or can be used for the gifting Purpose. On Ganpati, Navaratri, Dusshera, Diwali, Raksha Bandhan and another festive season. Also use as a best wedding and occasional return gifts. Perfect for worship as well as special occasions/ festivities. Add an element of spirituality to your home decor.",1 pc,pcs,1 pc,1,1,899,299,"Value Retail, F3-12 Bhumi World Industrial Park, Pimplas Village, Mumbai - Nasik Highway, Bhiwandi Thane 421302",India,['40272621'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40272621_1-hazel-shank-karma-brass-pooja-thali-brass-for-prayer-home-decor-royal-look.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40272621-2_1-hazel-shank-karma-brass-pooja-thali-brass-for-prayer-home-decor-royal-look.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40272621-3_1-hazel-shank-karma-brass-pooja-thali-brass-for-prayer-home-decor-royal-look.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40272621-4_1-hazel-shank-karma-brass-pooja-thali-brass-for-prayer-home-decor-royal-look.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40272621-5_1-hazel-shank-karma-brass-pooja-thali-brass-for-prayer-home-decor-royal-look.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Made up of Brass.
Looks very pretty
It has an elegant design
Elegant gift option","Use On the occasion of Ganpati, Navaratri, Dusshera, Diwali, Raksha Bandhan and another festive season.
Also use as a best wedding and occasional return gifts.","['EAN Code: 40272621', 'Manufacturer Name & Marketed by :Value Retail, F3-12 Bhumi World Industrial Park, Pimplas Village, Mumbai - Nasik Highway, Bhiwandi Thane 421302', 'Country of Origin:India', '","Value Retail, F3-12 Bhumi World Industrial Park, Pimplas Village, Mumbai - Nasik Highway, Bhiwandi Thane 421302",-,-,-,-,-,-,"Brand: - HAZEL.
Type: - Pooja Thali.
Material: - Brass.
Colour :- Golden.
Dimensions in mm (LXWXH): - 140x100x40
Weight: - 50 grams.
Multi Pack (Yes / No): - No.
Package Content: - 1 pc Pooja Thali.",-
RET,RET-10,RET-10-14,RET-10-14-11,RET-10-14-11-12,HAZEL,"HAZEL Stainless Steel Agarbati Holder Agardan - Small, For Meditation & Peace, 1 pc","Hazel Stainless Steel Agarbati Holder Agardan is made up of pure brass that makes it more beautiful and durable. This Stainless-Steel stand has a high-quality finish. It is fitted with a separate ash collector that keeps the puja house, room, and office clean. It can be used daily to create a meditative and peaceful ambiance in your puja room and house.",1 pc,pcs,1 pc,1,1,30,25,"Value Retail, F3-12 Bhumi World Industrial Park, Pimplas Village, Mumbai - Nasik Highway, Bhiwandi Thane 421302",India,['40272604'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40272604_3-hazel-stainless-steel-agarbati-holder-agardan-small-for-meditation-peace.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40272604-2_1-hazel-stainless-steel-agarbati-holder-agardan-small-for-meditation-peace.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40272604-3_1-hazel-stainless-steel-agarbati-holder-agardan-small-for-meditation-peace.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40272604-4_1-hazel-stainless-steel-agarbati-holder-agardan-small-for-meditation-peace.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40272604-5_1-hazel-stainless-steel-agarbati-holder-agardan-small-for-meditation-peace.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Made of pure Stainless Steel.
More beautiful and durable.
It has a high-quality finish.
It collects ash to keep the place clean.
It can be used on a daily basis.","This Agarbatti stand can be used both in houses and offices as well as Mandir.
Ideal for gifting to households during Festival and Decorating Purpose.","['EAN Code: 40272604', 'Manufacturer Name & Marketed by :Value Retail, F3-12 Bhumi World Industrial Park, Pimplas Village, Mumbai - Nasik Highway, Bhiwandi Thane 421302', 'Country of Origin:India', '","Value Retail, F3-12 Bhumi World Industrial Park, Pimplas Village, Mumbai - Nasik Highway, Bhiwandi Thane 421302",-,-,-,-,-,-,"Brand: - HAZEL.
Type: - Agarbatti Holder.
Material: - Stainless Steel.
Colour :- Silver.
Dimensions in mm (LXWXH): - 42x42x42
Weight: - 30 grams.
Multi Pack (Yes / No): - No.
Package Content: - 1 pc Agar Batti Holder.",-
RET,RET-10,RET-10-14,RET-10-14-11,RET-10-14-11-12,HAZEL,"HAZEL Stainless Steel Agarbati Holder Agardan Big Incense Stick Holder For Religious Purpose, 1 pc","Hazel Stainless Steel Agarbati Holder Agardan Big is made up of pure brass that makes it more beautiful and durable. This Stainless-Steel stand has a high-quality finish. It is fitted with a separate ash collector that keeps the puja house, room, and office clean. It can be used daily to create a meditative and peaceful ambiance in your puja room and house.",1 pc,pcs,1 pc,1,1,70,45,"Value Retail, F3-12 Bhumi World Industrial Park, Pimplas Village, Mumbai - Nasik Highway, Bhiwandi Thane 421302",India,['40272610'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40272610_1-hazel-stainless-steel-agarbati-holder-agardan-big-incense-stick-holder-for-religious-purpose.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40272610-2_1-hazel-stainless-steel-agarbati-holder-agardan-big-incense-stick-holder-for-religious-purpose.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40272610-3_1-hazel-stainless-steel-agarbati-holder-agardan-big-incense-stick-holder-for-religious-purpose.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40272610-4_1-hazel-stainless-steel-agarbati-holder-agardan-big-incense-stick-holder-for-religious-purpose.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40272610-5_1-hazel-stainless-steel-agarbati-holder-agardan-big-incense-stick-holder-for-religious-purpose.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Made of pure Stainless Steel.
More beautiful and durable.
It has a high-quality finish.
It collects ash to keep the place clean.
It can be used daily.","This Agarbatti stand can be used both in houses and offices as well as Mandir.
Ideal for gifting to households during Festival and Decorating Purpose.","['EAN Code: 40272610', 'Manufacturer Name & Marketed by :Value Retail, F3-12 Bhumi World Industrial Park, Pimplas Village, Mumbai - Nasik Highway, Bhiwandi Thane 421302', 'Country of Origin:India', '","Value Retail, F3-12 Bhumi World Industrial Park, Pimplas Village, Mumbai - Nasik Highway, Bhiwandi Thane 421302",-,-,-,-,-,-,"Brand: - HAZEL.
Type: - Agarbatti Holder.
Material: - Stainless Steel.
Colour :- Silver.
Dimensions in mm (LXWXH): - 40x40x55
Weight: - 20 grams.
Multi Pack (Yes / No): - No.
Package Content: - 1 pc Agarbatti Holder.",-
RET,RET-10,RET-10-14,RET-10-14-11,RET-10-14-11-12,HAZEL,"HAZEL Stainless Steel Agarbatti & Diya Stand 2 In 1 - Pooja Thali, For Festvals, 1 pc","Hazel Stainless Steel Agarbati & Diya Stand 2 in 1 Pooja Thali is individually handcrafted. This is a beautiful stainless steel pooja thali set with attached can be used as divine gift. The thali pack comprises of a Agarbati & Diya Stand. On Diwali, anniversaries, and birthdays these items can be readily turned into a wonderful gift item.",1 pc,pcs,1 pc,1,1,89,55,"Value Retail, F3-12 Bhumi World Industrial Park, Pimplas Village, Mumbai - Nasik Highway, Bhiwandi Thane 421302",India,['40272612'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40272612_1-hazel-stainless-steel-agarbatti-diya-stand-2-in-1-pooja-thali-for-festvals.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40272612-2_1-hazel-stainless-steel-agarbatti-diya-stand-2-in-1-pooja-thali-for-festvals.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40272612-3_1-hazel-stainless-steel-agarbatti-diya-stand-2-in-1-pooja-thali-for-festvals.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40272612-4_1-hazel-stainless-steel-agarbatti-diya-stand-2-in-1-pooja-thali-for-festvals.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40272612-5_1-hazel-stainless-steel-agarbatti-diya-stand-2-in-1-pooja-thali-for-festvals.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Antique elegant design
Handmade
Great gift Ideas
High quality","Great for gifting.
Home decor can be used for the decoration of the home office pooja room or temple.","['EAN Code: 40272612', 'Manufacturer Name & Marketed by :Value Retail, F3-12 Bhumi World Industrial Park, Pimplas Village, Mumbai - Nasik Highway, Bhiwandi Thane 421302', 'Country of Origin:India', '","Value Retail, F3-12 Bhumi World Industrial Park, Pimplas Village, Mumbai - Nasik Highway, Bhiwandi Thane 421302",-,-,-,-,-,-,"Brand: - HAZEL.
Type: - Agarbatti Holder and Diya stand.
Material: - Stainless Steel.
Colour :- Silver.
Dimensions in mm (LXWXH): - 90x90x40
Weight: - 40 grams.
Multi Pack (Yes / No): - No.
Package Content: - 1 pc Agarbatti Holder and Diya stand.",-
RET,RET-10,RET-10-14,RET-10-14-11,RET-10-14-11-12,HAZEL,"HAZEL Stainless Steel Dhoop Lamp With Wooden Handle For Pooja - Comfortable Holding, 1 pc",Hazel Stainless Steel Dhup with Wooden Handle is a perfect pooja element. This aarti diya made of stainless steel comes with a Wooden handle attached along with this kapoor dani one of the best features for the comfort while doing long pooja. This item enhances your home decoration as well as giving you religious cognition at your home. This dhoop aarti lamp is ideal for burning solid dhoop fragrances and offering to the deities. It has a wooden handle for comfortable holding.,1 pc,pcs,1 pc,1,1,149,79,"Value Retail, F3-12 Bhumi World Industrial Park, Pimplas Village, Mumbai - Nasik Highway, Bhiwandi Thane 421302",India,['40272615'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40272615_3-hazel-stainless-steel-dhoop-lamp-with-wooden-handle-for-pooja-comfortable-holding.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40272615-2_1-hazel-stainless-steel-dhoop-lamp-with-wooden-handle-for-pooja-comfortable-holding.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40272615-3_1-hazel-stainless-steel-dhoop-lamp-with-wooden-handle-for-pooja-comfortable-holding.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40272615-4_1-hazel-stainless-steel-dhoop-lamp-with-wooden-handle-for-pooja-comfortable-holding.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Wooden handle
Made of high-quality material.
Comfortable to use.
Easy to use.",This aarti diya made of brass can be used to burn 4 or 5 camphor tablets at a single time.,"['EAN Code: 40272615', 'Manufacturer Name & Marketed by :Value Retail, F3-12 Bhumi World Industrial Park, Pimplas Village, Mumbai - Nasik Highway, Bhiwandi Thane 421302', 'Country of Origin:India', '","Value Retail, F3-12 Bhumi World Industrial Park, Pimplas Village, Mumbai - Nasik Highway, Bhiwandi Thane 421302",-,-,-,-,-,-,"Brand: - HAZEL.
Type: - Dhoop Holder.
Material: - Stainless Steel.
Colour :- Silver.
Dimensions in mm (LXWXH): - 220x110x65
Weight: - 100 gms.
Multi Pack (Yes / No): - No.
Package Content: - 1 pc Dhoop Holder.",-
RET,RET-10,RET-10-14,RET-10-14-11,RET-10-14-11-12,HAZEL,"HAZEL Stainless Steel Diya Deluxe - Beautiful & Durable, Religious, 1 pc",Hazel Stainless Steel Diya Deluxe is made up of pure stainless steel that makes it more beautiful and durable. This stainless steel has a high-quality finish. It can be used daily to create a meditative and peaceful ambience in your puja room and house. It is used to light the lamp using cotton wicks. This diya has been used since ancient times as a decoration and a source of light.,1 pc,pcs,1 pc,1,1,60,39,"Value Retail, F3-12 Bhumi World Industrial Park, Pimplas Village, Mumbai - Nasik Highway, Bhiwandi Thane 421302",India,['40272609'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40272609_1-hazel-stainless-steel-diya-deluxe-beautiful-durable-religious.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40272609-2_1-hazel-stainless-steel-diya-deluxe-beautiful-durable-religious.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40272609-3_1-hazel-stainless-steel-diya-deluxe-beautiful-durable-religious.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40272609-4_1-hazel-stainless-steel-diya-deluxe-beautiful-durable-religious.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40272609-5_1-hazel-stainless-steel-diya-deluxe-beautiful-durable-religious.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40272609-6_1-hazel-stainless-steel-diya-deluxe-beautiful-durable-religious.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Made of pure stainless steel.
More beautiful and durable.
It has a high-quality finish.
It can be used daily.
Easy to use and clean.","Put a cotton wick inside.
Fill it with vegetable oil or ghee.
Once the lamp is full, light it.","['EAN Code: 40272609', 'Manufacturer Name & Marketed by :Value Retail, F3-12 Bhumi World Industrial Park, Pimplas Village, Mumbai - Nasik Highway, Bhiwandi Thane 421302', 'Country of Origin:India', '","Value Retail, F3-12 Bhumi World Industrial Park, Pimplas Village, Mumbai - Nasik Highway, Bhiwandi Thane 421302",-,-,-,-,-,-,"Brand: - HAZEL.
Type: - Diya.
Material: - Stainless Steel.
Colour :- Silver.
Dimensions in mm (LXWXH): - 50x50x30
Weight: - 20 grams.
Multi Pack (Yes / No): - No.
Package Content: - 1 pc Diya.",-
