L0 Domain,L1 Sub-Domain,L2 Category,L3 Sub-Category,L4 Product Enum-Code,Brand,Product Name,Product Description,Product Quantity,UOM,Net Quantity,Pack Quantity,Pack Size,MRP,Price,Manufacturer,Country Of Origin,UPC/EAN,FSSAI no,Images,Images / Video,Images.3,Images.4,Images.5,SKU Code,Customer Care Contact,Time to Ship,Returnable (Y/N),Cancellable (Y/N),COD available (Y/N),Preservatives (Y/N),Preservatives (details),Flavours & Spices,Ready to cook (Y/N),Ready to eat (Y/N),Rice grain type,Recommended Age,Scented/ Flavour,Herbal/ Ayurvedic,Theme/ Occasion Type,Hair Type,Mineral Source,Caffeine Content,Capacity,Benefits,Usage,Other details,Marketed By,Baby Weight,Absorption Duration (in Hrs),Ingredients
RET,RET-10,RET-10-17,RET-10-17-10,RET-10-17-10-11,Fresho,"Fresho Banana - Nendran, 1 kg","These Nendran bananas hail from Kerala, where they are a staple fruit.
They have a pale yellow colour with silky flesh and compared to other varieties, they have a distinctive colour and texture owing to the cultivation adopted for this variety.
Do not forget to check our delicious fruit recipe - https://www.bigbasket.com/cookbook/recipes/573/banana-pancake/",1 kg,kg,1 kg,1,1,63.16,48,"Supermarket Grocery Supplies Pvt. Ltd The Fairway Business Park,Challaghatta Village, Behind Dell,Next to Embassy, GolfLinks,Domlur,Bangalore, Karnataka 560071",India,['10000346'],-,https://datalabs.siva3.io/image/Eunimart_groceries_346_18-fresho-banana-nendran.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_346-2_1-fresho-banana-nendran.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_346-3_1-fresho-banana-nendran.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_346-4_1-fresho-banana-nendran.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_346-5_1-fresho-banana-nendran.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Nendran bananas are very good for pregnant women and athletes as they are a power house of nutrients.
They boost the immune system and keep bones strong.
They are rich in Potassium, Vitamin C, Vitamin B6. They also ease digestion and prevent stomach ulcers.",-,"[{'EAN Code': '10000346'}, {'Country of origin': 'India'}, {'Sourced & Marketed by': 'Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071'}]","Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071",-,-,-
RET,RET-10,RET-10-17,RET-10-17-10,RET-10-17-10-11,Fresho,"Fresho Banana - Nendran, Organically Grown, 1 Kg",Fresho Nendran Banana is organically grown. The staple food of Kerela is very famous and healthy. It is a powerhouse of nutrients. They have a pale yellow colour with freshness loaded in them. It is ripened in a clean and chemical-free environment keeping in view the quality standards.,1 Kg,Kg,1 Kg,1,1,69.74,53,"Supermarket Grocery Supplies Pvt. Ltd The Fairway Business Park,Challaghatta Village, Behind Dell,Next to Embassy, GolfLinks,Domlur,Bangalore, Karnataka 560071",India,['40229396'],['10015042002228'],https://datalabs.siva3.io/image/Eunimart_groceries_40229396_1-fresho-banana-nendran-organically-grown.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Good for pregnant women and athletes.
Powerhouse of nutrients
Boosts the immune system.
Helps in proper digestion.",-,"[{'EAN Code': '40229396'}, {'Country of origin': 'India'}, {'Manufacturer & Marketed by': 'Bigbasket, Supermarket Grocery Supplies Pvt. Ltd The Fairway Business Park,Challaghatta Village, Behind Dell,Next to Embassy Golf Links, Domlur,Bangalore, Karnataka 560071'}, {'FSSAI Number': '10015042002228'}]","Bigbasket, Supermarket Grocery Supplies Pvt. Ltd The Fairway Business Park,Challaghatta Village, Behind Dell,Next to Embassy Golf Links, Domlur,Bangalore, Karnataka 560071",-,-,Banana
RET,RET-10,RET-10-17,RET-10-17-10,RET-10-17-10-11,Fresho,"Fresho Banana - Poovan, 1 kg","With fairly large insize and a bright, glossy, yellow colour, Poovan bananas have a powdery flesh that is highly fragrant and tasty.
We have selected the best quality Poovan Bananas for you directly from our farmers and will carefully deliver them to your doorstep.
Do not forget to check our delicious fruit recipe - https://www.bigbasket.com/cookbook/recipes/1554/peanut-butter-and-banana-sandwich/",1 kg,kg,1 kg,1,1,68.42,52,"Supermarket Grocery Supplies Pvt. Ltd The Fairway Business Park,Challaghatta Village, Behind Dell,Next to Embassy, GolfLinks,Domlur,Bangalore, Karnataka 560071",India,['60000053'],-,https://datalabs.siva3.io/image/Eunimart_groceries_60000053_5-fresho-banana-poovan.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_60000053-2_1-fresho-banana-poovan.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"One banana supplies 30 percent of the daily vitamin B6 requirement and is rich in vitamin C and potassium.
It aids in reducing the appetite and promotes weightloss. They also boost the immune system and keep bones strong. They are very good for pregnant women and athletes.",-,"[{'EAN Code': '60000053'}, {'Country of origin': 'India'}, {'Sourced & Marketed by': 'Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071'}]","Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071",-,-,-
RET,RET-10,RET-10-17,RET-10-17-10,RET-10-17-10-11,Fresho,"Fresho Banana - Raw Green (Loose), 1 kg","Green banana is an unripened yellow banana. It is a superior supply of fiber, minerals, and vitamins and contains a starch.
It is rich in vitamin B6, C, fiber & potassium. It performs more like a fiber than a starch. The resistant starch in green bananas has numerous health benefits.
Product image shown is for representation purpose only, the actually product may vary based on season, produce & availability.
Click here for delicious vegetable recipes - https://www.bigbasket.com/flavors/collections/227/fresh-vegetables/",1 kg,kg,1 kg,1,1,60.53,46,"Supermarket Grocery Supplies Pvt. Ltd The Fairway Business Park,Challaghatta Village, Behind Dell,Next to Embassy, GolfLinks,Domlur,Bangalore, Karnataka 560071",India,['100001670'],-,https://datalabs.siva3.io/image/Eunimart_groceries_67_13-fresho-banana-raw-green.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_67-2_2-fresho-banana-raw-green.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_67-3_3-fresho-banana-raw-green.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_67-4_2-fresho-banana-raw-green.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_67-5_1-fresho-banana-raw-green.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Raw bananas are rich in fibre and potassium, vitamin B6 & C. It helps keep the digestive tract healthy.
It increases insulin sensitivity, helping people with type 2 diabetes control blood sugars and aids blood pressure control.
It helps to control blood sugar, manage weight and lower blood cholesterol levels.",-,"[{'EAN Code': '100001670'}, {'Country of origin': 'India'}, {'Sourced & Marketed by': 'Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071'}]","Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071",-,-,-
RET,RET-10,RET-10-17,RET-10-17-10,RET-10-17-10-11,Fresho,"Fresho Banana - Raw Green (Loose), 1 kg","Green banana is an unripened yellow banana. It is a superior supply of fiber, minerals, and vitamins and contains a starch.
It is rich in vitamin B6, C, fiber & potassium. It performs more like a fiber than a starch. The resistant starch in green bananas has numerous health benefits.
Product image shown is for representation purpose only, the actually product may vary based on season, produce & availability.
Click here for delicious vegetable recipes - https://www.bigbasket.com/flavors/collections/227/fresh-vegetables/",1 kg,kg,1 kg,1,1,60.53,46,"Supermarket Grocery Supplies Pvt. Ltd The Fairway Business Park,Challaghatta Village, Behind Dell,Next to Embassy, GolfLinks,Domlur,Bangalore, Karnataka 560071",India,['100001670'],-,https://datalabs.siva3.io/image/Eunimart_groceries_67_13-fresho-banana-raw-green.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_67-2_2-fresho-banana-raw-green.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_67-3_3-fresho-banana-raw-green.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_67-4_2-fresho-banana-raw-green.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_67-5_1-fresho-banana-raw-green.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Raw bananas are rich in fibre and potassium, vitamin B6 & C. It helps keep the digestive tract healthy.
It increases insulin sensitivity, helping people with type 2 diabetes control blood sugars and aids blood pressure control.
It helps to control blood sugar, manage weight and lower blood cholesterol levels.",-,"[{'EAN Code': '100001670'}, {'Country of origin': 'India'}, {'Sourced & Marketed by': 'Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071'}]","Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071",-,-,-
RET,RET-10,RET-10-17,RET-10-17-10,RET-10-17-10-11,Fresho,"Fresho Banana - Red, 1 kg","Standing apart from the common varieties of yellow bananas, Red bananas are short, plump and reddish-purple in colour.
Even the flesh is light pink and sweeter compared to other varieties. They are high in nutrients and are freshly procured from the farmers.
Do not forget to check our delicious fruit recipe - https://www.bigbasket.com/cookbook/recipes/1383/banana-ice-cream/",1 kg,kg,1 kg,1,1,117.76,89.5,"Supermarket Grocery Supplies Pvt. Ltd The Fairway Business Park,Challaghatta Village, Behind Dell,Next to Embassy, GolfLinks,Domlur,Bangalore, Karnataka 560071",India,['10000582'],-,https://datalabs.siva3.io/image/Eunimart_groceries_582_12-fresho-banana-red.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_582-2_10-fresho-banana-red.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_582-3_2-fresho-banana-red.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_582-4_1-fresho-banana-red.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_582-5_1-fresho-banana-red.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Red bananas are a great source of fiber and eases digestion. It prevents kidney stones and cures heart burns and piles.
It also aids in weight loss. People who eat this often tend to quit smoking. It reduces the side effects caused by sudden cessation of smoking.
This variety of bananas are exceptionally rich in vitamin C.",-,"[{'EAN Code': '10000582'}, {'Country of origin': 'India'}, {'Sourced & Marketed by': 'Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071'}]","Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071",-,-,-
RET,RET-10,RET-10-17,RET-10-17-10,RET-10-17-10-11,Fresho,"Fresho Banana - Red, 1 kg","Standing apart from the common varieties of yellow bananas, Red bananas are short, plump and reddish-purple in colour.
Even the flesh is light pink and sweeter compared to other varieties. They are high in nutrients and are freshly procured from the farmers.
Do not forget to check our delicious fruit recipe - https://www.bigbasket.com/cookbook/recipes/1383/banana-ice-cream/",1 kg,kg,1 kg,1,1,117.76,89.5,"Supermarket Grocery Supplies Pvt. Ltd The Fairway Business Park,Challaghatta Village, Behind Dell,Next to Embassy, GolfLinks,Domlur,Bangalore, Karnataka 560071",India,['10000582'],-,https://datalabs.siva3.io/image/Eunimart_groceries_582_12-fresho-banana-red.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_582-2_10-fresho-banana-red.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_582-3_2-fresho-banana-red.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_582-4_1-fresho-banana-red.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_582-5_1-fresho-banana-red.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Red bananas are a great source of fiber and eases digestion. It prevents kidney stones and cures heart burns and piles.
It also aids in weight loss. People who eat this often tend to quit smoking. It reduces the side effects caused by sudden cessation of smoking.
This variety of bananas are exceptionally rich in vitamin C.",-,"[{'EAN Code': '10000582'}, {'Country of origin': 'India'}, {'Sourced & Marketed by': 'Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071'}]","Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071",-,-,-
RET,RET-10,RET-10-17,RET-10-17-10,RET-10-17-10-11,Fresho,"Fresho Banana - Robusta, 1 kg","Relish the soft, buttery texture of Robusta bananas that are light green and have a great fragrance and taste. The stalks of Robustas are thick and rigid. Fresh fruits are green, which revolve to a bright yellow on ripening and the flesh contains a white - ceramic colour.
Fresho Robusta is fine quality, sweet flavoured, mushy and soft bananas.
Do not forget to check our delicious fruit recipes - https://www.bigbasket.com/cookbook/recipes/1781/banana-smoothie/",1 kg,kg,1 kg,1,1,68.42,52,"Supermarket Grocery Supplies Pvt. Ltd The Fairway Business Park,Challaghatta Village, Behind Dell,Next to Embassy, GolfLinks,Domlur,Bangalore, Karnataka 560071",India,['10000025'],['11512001001071'],https://datalabs.siva3.io/image/Eunimart_groceries_25_27-fresho-banana-robusta.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_25-2_3-fresho-banana-robusta.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_25-3_3-fresho-banana-robusta.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_25-4_1-fresho-banana-robusta.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_25-5_1-fresho-banana-robusta.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"One banana supplies 30 percent of the daily vitamin B6 requirement and is rich in vitamin C, potassium and fiber.
It reduces appetite and promotes weight loss, while also boosting the immune system and keeping the bones strong. It is very good for pregnant women and athletes.",-,"[{'EAN Code': '10000025'}, {'Country of origin': 'India'}, {'FSSAI Number': '11512001001071'}, {'Sourced & Marketed by': 'Innovative Retail Concepts Private Limited, No.18, 2nd & 3rd Floor, 80 Feet Main Road, Koramangala 4th Block, Bangalore - 560034'}]","Innovative Retail Concepts Private Limited, No.18, 2nd & 3rd Floor, 80 Feet Main Road, Koramangala 4th Block, Bangalore - 560034",-,-,-
RET,RET-10,RET-10-17,RET-10-17-10,RET-10-17-10-11,Fresho,"Fresho Banana - Robusta, 1 kg","Relish the soft, buttery texture of Robusta bananas that are light green and have a great fragrance and taste. The stalks of Robustas are thick and rigid. Fresh fruits are green, which revolve to a bright yellow on ripening and the flesh contains a white - ceramic colour.
Fresho Robusta is fine quality, sweet flavoured, mushy and soft bananas.
Do not forget to check our delicious fruit recipes - https://www.bigbasket.com/cookbook/recipes/1781/banana-smoothie/",1 kg,kg,1 kg,1,1,68.42,52,"Supermarket Grocery Supplies Pvt. Ltd The Fairway Business Park,Challaghatta Village, Behind Dell,Next to Embassy, GolfLinks,Domlur,Bangalore, Karnataka 560071",India,['10000025'],['11512001001071'],https://datalabs.siva3.io/image/Eunimart_groceries_25_27-fresho-banana-robusta.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_25-2_3-fresho-banana-robusta.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_25-3_3-fresho-banana-robusta.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_25-4_1-fresho-banana-robusta.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_25-5_1-fresho-banana-robusta.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"One banana supplies 30 percent of the daily vitamin B6 requirement and is rich in vitamin C, potassium and fiber.
It reduces appetite and promotes weight loss, while also boosting the immune system and keeping the bones strong. It is very good for pregnant women and athletes.",-,"[{'EAN Code': '10000025'}, {'Country of origin': 'India'}, {'FSSAI Number': '11512001001071'}, {'Sourced & Marketed by': 'Innovative Retail Concepts Private Limited, No.18, 2nd & 3rd Floor, 80 Feet Main Road, Koramangala 4th Block, Bangalore - 560034'}]","Innovative Retail Concepts Private Limited, No.18, 2nd & 3rd Floor, 80 Feet Main Road, Koramangala 4th Block, Bangalore - 560034",-,-,-
RET,RET-10,RET-10-17,RET-10-17-10,RET-10-17-10-11,Fresho,"Fresho Banana - Yelakki, 1 kg","Tiny and small sized, this variety is called Yelakki in Bangalore and Elaichi in Mumbai. Despite its small size, they are naturally flavoured, aromatic and sweeter compared to regular bananas.
Yelakki bananas are around 3- 4 inches long and contain a thinner skin and better shelf life than Robusta bananas.
Do not forget to check our delicious fruit recipe - https://www.bigbasket.com/cookbook/recipes/573/banana-pancake/",1 kg,kg,1 kg,1,1,150,114,"Supermarket Grocery Supplies Pvt. Ltd The Fairway Business Park,Challaghatta Village, Behind Dell,Next to Embassy, GolfLinks,Domlur,Bangalore, Karnataka 560071",India,['100000310'],-,https://datalabs.siva3.io/image/Eunimart_groceries_31_21-fresho-banana-yelakki.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_31-2_3-fresho-banana-yelakki.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_31-3_3-fresho-banana-yelakki.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_31-4_2-fresho-banana-yelakki.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_31-5_1-fresho-banana-yelakki.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"One banana supplies 30 percent of the daily vitamin B6 requirement and is rich in vitamin C, potassium and fiber.
It reduces appetite and promotes weight loss, while also boosting the immune system and keeping the bones strong.
It is very good for pregnant women and athletes.",-,"[{'EAN Code': '100000310'}, {'Country of origin': 'India'}, {'Sourced & Marketed by': 'Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071'}]","Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071",-,-,-
RET,RET-10,RET-10-17,RET-10-17-10,RET-10-17-10-11,Fresho,"Fresho Banana - Yelakki, 1 kg","Tiny and small sized, this variety is called Yelakki in Bangalore and Elaichi in Mumbai. Despite its small size, they are naturally flavoured, aromatic and sweeter compared to regular bananas.
Yelakki bananas are around 3- 4 inches long and contain a thinner skin and better shelf life than Robusta bananas.
Do not forget to check our delicious fruit recipe - https://www.bigbasket.com/cookbook/recipes/573/banana-pancake/",1 kg,kg,1 kg,1,1,150,114,"Supermarket Grocery Supplies Pvt. Ltd The Fairway Business Park,Challaghatta Village, Behind Dell,Next to Embassy, GolfLinks,Domlur,Bangalore, Karnataka 560071",India,['100000310'],-,https://datalabs.siva3.io/image/Eunimart_groceries_31_21-fresho-banana-yelakki.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_31-2_3-fresho-banana-yelakki.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_31-3_3-fresho-banana-yelakki.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_31-4_2-fresho-banana-yelakki.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_31-5_1-fresho-banana-yelakki.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"One banana supplies 30 percent of the daily vitamin B6 requirement and is rich in vitamin C, potassium and fiber.
It reduces appetite and promotes weight loss, while also boosting the immune system and keeping the bones strong.
It is very good for pregnant women and athletes.",-,"[{'EAN Code': '100000310'}, {'Country of origin': 'India'}, {'Sourced & Marketed by': 'Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071'}]","Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071",-,-,-
RET,RET-10,RET-10-17,RET-10-17-10,RET-10-17-10-11,Fresho,"Fresho Banana - Yelakki, Organically Grown, 500 g","Fresh, tiny small sized, directly procured from the farm, this variety is called Yelakki in Bangalore and Elaichi in Mumbai.
Despite its small size, they are naturally flavoured, aromatic and sweeter compared to regular bananas.
Yelakki bananas are around 3- 4 inches long, and contain a thinner skin and better shelf life than Robusta bananas.
Do not forget to check our delicious fruit recipe - https://www.bigbasket.com/cookbook/recipes/573/banana-pancake/",500 g,g,500 g,1,1,87.17,66.25,"Supermarket Grocery Supplies Pvt. Ltd The Fairway Business Park,Challaghatta Village, Behind Dell,Next to Embassy, GolfLinks,Domlur,Bangalore, Karnataka 560071",India,['40023474'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40023474_7-fresho-banana-yelakki-organically-grown.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40023474-2_1-fresho-banana-yelakki-organically-grown.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"One banana supplies 30 percent of the daily vitamin B6 requirement and is rich in vitamin C and potassium.
It reduces appetite and promotes weight loss, while also boosting the immune system and keeping the bones strong.
It is very good for pregnant women and athletes.",-,"[{'EAN Code': '40023474'}, {'Country of origin': 'India'}, {'Sourced & Marketed by': 'INNOVATIVE RETAIL CONCEPTS PRIVATE LIMITED No.18, 2nd & 3rd Floor, 80 Feet Main Road, Koramangala 4th Block, Bangalore - 560034'}]","INNOVATIVE RETAIL CONCEPTS PRIVATE LIMITED No.18, 2nd & 3rd Floor, 80 Feet Main Road, Koramangala 4th Block, Bangalore - 560034",-,-,-
RET,RET-10,RET-10-17,RET-10-17-10,RET-10-17-10-11,Fresho,"Fresho Banana - Yelakki, Organically Grown, 500 g","Fresh, tiny small sized, directly procured from the farm, this variety is called Yelakki in Bangalore and Elaichi in Mumbai.
Despite its small size, they are naturally flavoured, aromatic and sweeter compared to regular bananas.
Yelakki bananas are around 3- 4 inches long, and contain a thinner skin and better shelf life than Robusta bananas.
Do not forget to check our delicious fruit recipe - https://www.bigbasket.com/cookbook/recipes/573/banana-pancake/",500 g,g,500 g,1,1,87.17,66.25,"Supermarket Grocery Supplies Pvt. Ltd The Fairway Business Park,Challaghatta Village, Behind Dell,Next to Embassy, GolfLinks,Domlur,Bangalore, Karnataka 560071",India,['40023474'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40023474_7-fresho-banana-yelakki-organically-grown.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40023474-2_1-fresho-banana-yelakki-organically-grown.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"One banana supplies 30 percent of the daily vitamin B6 requirement and is rich in vitamin C and potassium.
It reduces appetite and promotes weight loss, while also boosting the immune system and keeping the bones strong.
It is very good for pregnant women and athletes.",-,"[{'EAN Code': '40023474'}, {'Country of origin': 'India'}, {'Sourced & Marketed by': 'INNOVATIVE RETAIL CONCEPTS PRIVATE LIMITED No.18, 2nd & 3rd Floor, 80 Feet Main Road, Koramangala 4th Block, Bangalore - 560034'}]","INNOVATIVE RETAIL CONCEPTS PRIVATE LIMITED No.18, 2nd & 3rd Floor, 80 Feet Main Road, Koramangala 4th Block, Bangalore - 560034",-,-,-
RET,RET-10,RET-10-17,RET-10-17-10,RET-10-17-10-11,Fresho,"Fresho Blueberry, 125 g","Plump, smooth-skinned and indigo coloured perfect little globes of juicy berries have mostly sweet and slightly tart flavour. We have imported this fine quality, delicious tasting variety of blueberries.
Do not forget to check our delicious fruit recipe - https://www.bigbasket.com/cookbook/recipes/564/blueberry-mousse/",125 g,g,125 g,1,1,232.89,174,"Supermarket Grocery Supplies Pvt. Ltd The Fairway Business Park,Challaghatta Village, Behind Dell,Next to Embassy, GolfLinks,Domlur,Bangalore, Karnataka 560071",Chile,['7800122000420'],-,https://datalabs.siva3.io/image/Eunimart_groceries_30009286_7-fresho-blueberry.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Blueberries are rich in antioxidants. They decrease the risk of obesity, diabetes and heart diseases.
Good for weight loss and to maintain hair and skin health.
They also improve mental health and maintain healthy bones.",-,"[{'EAN Code': '7800122000420'}, {'Country of origin': 'Chile'}, {'Sourced & Marketed by': 'Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071'}]","Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071",-,-,-
RET,RET-10,RET-10-17,RET-10-17-10,RET-10-17-10-11,Fresho,"Fresho Cape Gooseberry, 100 g","The delicious yellow-orange fruit grow inside paper-like husks that are easy to peel. The golden berry has a good proportion of pectin, which helps in calcium as well as phosphorous absorption thus good for making the bones stronger. It is also used in treating of rheumatism and dermatitis. Product image shown is for representation purpose only, the actually product may vary based on season, produce & availability.
Click here for delicious fruit recipes - https://www.bigbasket.com/flavors/collections/228/fresh-fruits/",100 g,g,100 g,1,1,60.53,46,"Supermarket Grocery Supplies Pvt. Ltd The Fairway Business Park,Challaghatta Village, Behind Dell,Next to Embassy, GolfLinks,Domlur,Bangalore, Karnataka 560071",India,['40099566'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40099566_1-fresho-cape-gooseberry.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '40099566'}, {'Country of origin': 'India'}, {'Sourced & Marketed by': 'Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071'}]","Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071",-,-,-
RET,RET-10,RET-10-17,RET-10-17-10,RET-10-17-10-11,Fresho,"Fresho Cherry - Imported, 100 g","Fresho brings top quality imported red coloured cherries are which round with slight heart shapes and dimples at the stem end.
These red coloured fruits have firm and juicy flesh with a sweet-tart flavour.
Fresho Cherries are directly procured from farmers, carefully packed to ensure the fine quality for you.
Do not forget to check our delicious fruit recipe - https://www.bigbasket.com/cookbook/recipes/1534/cheese-cherry-pineapple/",100 g,g,100 g,1,1,223.68,170,"Supermarket Grocery Supplies Pvt. Ltd The Fairway Business Park,Challaghatta Village, Behind Dell,Next to Embassy, GolfLinks,Domlur,Bangalore, Karnataka 560071",Chile,['30001779'],-,https://datalabs.siva3.io/image/Eunimart_groceries_30001779_3-fresho-cherry-imported.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Cherries reduce arthritis pain and lower the risk of stroke.
They are rich in fiber and vitamin C.
Cherries also reduce belly fat and supports healthy sleep.",-,"[{'EAN Code': '30001779'}, {'Country of origin': 'Chile'}, {'Sourced & Marketed by': 'Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071'}]","Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071",-,-,-
