L0 Domain,L1 Sub-Domain,L2 Category,L3 Sub-Category,L4 Product Enum-Code,Brand,Product Name,Product Description,Product Quantity,UOM,Net Quantity,Pack Quantity,Pack Size,MRP,Price,Manufacturer,Country Of Origin,UPC/EAN,FSSAI no,Images,Images / Video,Images.3,Images.4,Images.5,SKU Code,Customer Care Contact,Time to Ship,Returnable (Y/N),Cancellable (Y/N),COD available (Y/N),Preservatives (Y/N),Preservatives (details),Flavours & Spices,Ready to cook (Y/N),Ready to eat (Y/N),Rice grain type,Recommended Age,Scented/ Flavour,Herbal/ Ayurvedic,Theme/ Occasion Type,Hair Type,Mineral Source,Caffeine Content,Capacity,Benefits,Usage,Other details,Marketed By,Baby Weight,Absorption Duration (in Hrs),Ingredients,,,,,
RET,RET-10,RET-10-17,RET-10-17-10,RET-10-17-10-11,Fresho,"Fresho Kale - Hydroponically Grown, 100 - 125 g","King Kale, a superfood, adds more health to your diet and we assure you that this nutrition-dense cruciferous vegetable will taste entirely fresh and real when you serve it on a plate.
It is pure, fresh and pesticide-free, and completely traceable to the farm.
It is hydroponically grown and is pesticide-free and completely traceable to the farm.
It is grown hygienically and saving up to 90% water as compared to conventional farming.",100 - 125 g,g,100 - 125 g,1,1,97.37,74,"Trikaya Agriculture 5, Great Western Building, 2nd Floor, Opposite lion gate, Shahid Bhagat Singh Road Fort, Mumbai 400 023",India,['40198827'],['11512001001071'],https://datalabs.siva3.io/image/Eunimart_groceries_40198827_1-fresho-kale-hydroponically-grown.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Rich in fibre, our unique kale is also chock-full of antioxidants, calcium, vitamins C and K, iron, and a wide range of other nutrients that can help prevent various health problems.
Helps improve heart health and helps be fit.",-,"[{'EAN Code': '40198827'}, {'Country of origin': 'India'}, {'FSSAI Number': '11512001001071'}, {'Manufacturer Name and Address': 'Trikaya Agriculture 5, Great Western Building, 2nd Floor, Opposite lion gate, Shahid Bhagat Singh Road Fort, Mumbai 400 023'}, {'Marketed by': 'Supermarket Grocery supplies PVt Ltd #7/1, 1st Floor (above Lakme Saloon), 1st Main, Domlur 2nd stage, off 100 feet Road, Indiranagar, Bangalore-560071'}]","Supermarket Grocery supplies PVt Ltd #7/1, 1st Floor (above Lakme Saloon), 1st Main, Domlur 2nd stage, off 100 feet Road, Indiranagar, Bangalore-560071",-,-,-,,,,,
RET,RET-10,RET-10-17,RET-10-17-10,RET-10-17-10-11,Fresho,"Fresho Kiwi - Green, 1 pc","Kiwis are oval shaped with a brownish outer skin. The flesh is bright green and juicy with tiny, edible black seeds. With its distinct sweet-sour taste and a pleasant smell, it tastes like strawberry and honeydew melon.
Do not forget to check our delicious fruit recipe - https://www.bigbasket.com/cookbook/recipes/1010/lean-green-smoothie/
Also try this simple method to ripen and enjoy your juicy kiwi fruit.",1 pc,pc,1 pc,1,1,43.42,43.42,"Trikaya Agriculture 5, Great Western Building, 2nd Floor, Opposite lion gate, Shahid Bhagat Singh Road Fort, Mumbai 400 023",Chile  Greece Iran,['100005600001'],-,https://datalabs.siva3.io/image/Eunimart_groceries_560_27-fresho-kiwi-green.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_560-2_21-fresho-kiwi-green.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_560-3_6-fresho-kiwi-green.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_560-4_5-fresho-kiwi-green.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"One Kiwi contains a full day requirement of vitamin C.It is also full of dietry Fibre, Vitamin K, Amino acid,Vitamin B6 and several antioxidants
It is the perfect fruit for pregnant women as it contains good amount of folate that prevents neural tube defects and helps in brain growth in infants. Maintains healthy and smooth skin.",-,"[{'EAN Code': '100005600001'}, {'Country of origin': 'Chile , Greece, Iran'}, {'Sourced & Marketed by': 'Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071'}]","Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071",-,-,-,,,,,
RET,RET-10,RET-10-17,RET-10-17-10,RET-10-17-10-11,Fresho,"Fresho Kiwi - Green, 3 pcs","Kiwis are oval shaped with a brownish outer skin. The flesh is bright green and juicy with tiny, edible black seeds. With its distinct sweet-sour taste and a pleasant smell, it tastes like strawberry and honeydew melon.
Do not forget to check our delicious fruit recipe - https://www.bigbasket.com/cookbook/recipes/1010/lean-green-smoothie/
Also try this simple method to ripen and enjoy your juicy kiwi fruit.",3 pcs,pcs,3 pcs,3,1,105.26,80,"Trikaya Agriculture 5, Great Western Building, 2nd Floor, Opposite lion gate, Shahid Bhagat Singh Road Fort, Mumbai 400 023",Chile  Greece Iran New Zealand,['20000911'],-,https://datalabs.siva3.io/image/Eunimart_groceries_20000911_30-fresho-kiwi-green.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_20000911-2_39-fresho-kiwi-green.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"One Kiwi contains a full day requirement of vitamin C.It is also full of dietry Fibre, Vitamin K, Amino acid,Vitamin B6 and several antioxidants
It is the perfect fruit for pregnant women as it contains good amount of folate that prevents neural tube defects and helps in brain growth in infants. Maintains healthy and smooth skin.",-,"[{'EAN Code': '20000911'}, {'Country of origin': 'Chile , Greece, Iran, New Zealand'}, {'Sourced & Marketed by': 'Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071'}]","Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071",-,-,-,,,,,
RET,RET-10,RET-10-17,RET-10-17-10,RET-10-17-10-11,Fresho,"Fresho Leeks, 100 g","Leek is a long bundle of leaf sheaths with a mild, onion-like taste. In its raw state, the vegetable is crunchy and firm. The edible portions of the leek are the white base of the leaves (above the roots and stem base) and the light green parts.",100 g,g,100 g,1,1,19.21,11.5,"Trikaya Agriculture 5, Great Western Building, 2nd Floor, Opposite lion gate, Shahid Bhagat Singh Road Fort, Mumbai 400 023",India,['10000597'],-,https://datalabs.siva3.io/image/Eunimart_groceries_597_9-fresho-leeks.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_597-2_1-fresho-leeks.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_597-3_1-fresho-leeks.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_597-4_1-fresho-leeks.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_597-5_1-fresho-leeks.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Leeks can help regulate intestinal function due to their high fiber content.
Due to its anti-inflammatory and antiseptic properties, leek juice is a valuable aid for treating arthritis, gout and inflammation of the urinary tract.",-,"[{'EAN Code': '10000597'}, {'Sourced & Marketed by': 'Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071'}, {'Country of Origin': 'India'}]","Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071",-,-,-,,,,,
RET,RET-10,RET-10-17,RET-10-17-10,RET-10-17-10-11,Fresho,"Fresho Lemon Grass, 100 g","Lemon Grass is a culinary herb that comes with an excellent aroma.
It is also used as a medicinal herb in India.
It has a subtle citrusy flavour and can be used fresh or even dried and powdered.
Do not forget to check out our delicious recipe- https://www.bigbasket.com/cookbook/recipes/2255/lemongrass-tea/",100 g,g,100 g,1,1,13.68,10.4,"Trikaya Agriculture 5, Great Western Building, 2nd Floor, Opposite lion gate, Shahid Bhagat Singh Road Fort, Mumbai 400 023",India,['12119099'],-,https://datalabs.siva3.io/image/Eunimart_groceries_29_17-fresho-lemon-grass.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_29-2_2-fresho-lemon-grass.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_29-3_3-fresho-lemon-grass.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_29-4_1-fresho-lemon-grass.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Lemongrass is used for treating digestive tract spasms, stomach ache, high blood pressure, convulsions, pain, vomiting, cough, etc.
It is also used to treat achy joints (rheumatism), fever, common cold, and exhaustion.
Lemongrass is also used as a mild astringent.",-,"[{'EAN Code': '12119099'}, {'Sourced & Marketed by': 'Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071'}, {'Country of Origin': 'India'}]","Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071",-,-,-,,,,,
RET,RET-10,RET-10-17,RET-10-17-10,RET-10-17-10-11,Fresho,"Fresho Lemon Grass, 100 g","Lemon Grass is a culinary herb that comes with an excellent aroma.
It is also used as a medicinal herb in India.
It has a subtle citrusy flavour and can be used fresh or even dried and powdered.
Do not forget to check out our delicious recipe- https://www.bigbasket.com/cookbook/recipes/2255/lemongrass-tea/",100 g,g,100 g,1,1,13.68,10.4,"Trikaya Agriculture 5, Great Western Building, 2nd Floor, Opposite lion gate, Shahid Bhagat Singh Road Fort, Mumbai 400 023",India,['12119099'],-,https://datalabs.siva3.io/image/Eunimart_groceries_29_17-fresho-lemon-grass.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_29-2_2-fresho-lemon-grass.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_29-3_3-fresho-lemon-grass.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_29-4_1-fresho-lemon-grass.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Lemongrass is used for treating digestive tract spasms, stomach ache, high blood pressure, convulsions, pain, vomiting, cough, etc.
It is also used to treat achy joints (rheumatism), fever, common cold, and exhaustion.
Lemongrass is also used as a mild astringent.",-,"[{'EAN Code': '12119099'}, {'Sourced & Marketed by': 'Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071'}, {'Country of Origin': 'India'}]","Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071",-,-,-,,,,,
RET,RET-10,RET-10-17,RET-10-17-10,RET-10-17-10-11,Fresho,"Fresho Lettuce - Green, 70 to 100 g (Bunch)","With tender, delicate and loosely packed green leaves, Lettuce gives a crunchy and fresh feel to burgers and sandwiches.
Do not forget to check out our delicious recipe- https://www.bigbasket.com/cookbook/recipes/570/caesar-salad/",70 to 100 g (Bunch),g,70 to 100 g (Bunch),1,1,7.24,5.5,"Trikaya Agriculture 5, Great Western Building, 2nd Floor, Opposite lion gate, Shahid Bhagat Singh Road Fort, Mumbai 400 023",India,['10000596'],-,https://datalabs.siva3.io/image/Eunimart_groceries_596_11-fresho-lettuce-green.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_596-2_17-fresho-lettuce-green.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_596-3_2-fresho-lettuce-green.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Lettuce provides significant amounts of vitamins A and K.
They have a high water content, making it a refreshing choice during hot weather.
They also provide calcium, potassium, vitamin C and folate.",-,"[{'EAN Code': '10000596'}, {'Sourced & Marketed by': 'Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071'}, {'Country of Origin': 'India'}]","Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071",-,-,-,,,,,
RET,RET-10,RET-10-17,RET-10-17-10,RET-10-17-10-11,Fresho,"Fresho Lettuce - Iceberg, 1 pc (Approx. 250g-500g)","Iceberg lettuce is a variety of lettuce with crisp leaves which grows in a spherical head resembling a cabbage. The leaves on the outside tend to be green and the leaves in the center go from pale yellow to nearly whitish as you move closer and closer to the center of the head with the sweetest leaves in the center of the head.
Do not forget to check out our delicious recipe-https://www.bigbasket.com/cookbook/recipes/2277/chicken-salad/",1 pc (Approx. 250g-500g),pc - g,1 pc (Approx. 250g-500g),1,1,23.68,18,"Trikaya Agriculture 5, Great Western Building, 2nd Floor, Opposite lion gate, Shahid Bhagat Singh Road Fort, Mumbai 400 023",India,['10000133'],-,https://datalabs.siva3.io/image/Eunimart_groceries_33_14-fresho-lettuce-iceberg.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_33-2_7-fresho-lettuce-iceberg.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_33-3_1-fresho-lettuce-iceberg.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_33-4_2-fresho-lettuce-iceberg.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Lettuce provides significant amounts of vitamins A and K.
They have a high water content, making it a refreshing choice during hot weather.
They also provide calcium, potassium, vitamin C, and folate.",-,"[{'EAN Code': '10000133'}, {'Sourced & Marketed by': 'Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071'}, {'Country of Origin': 'India'}]","Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071",-,-,-,,,,,
RET,RET-10,RET-10-17,RET-10-17-10,RET-10-17-10-11,Fresho,"Fresho Lettuce - Red, 70 to 100 g (Bunch)","With fragile reddish or purplish leaves, Red lettuce has a mild flavour and is less crunchy compared to the green lettuce.",70 to 100 g (Bunch),g,70 to 100 g (Bunch),1,1,23.68,18,"Trikaya Agriculture 5, Great Western Building, 2nd Floor, Opposite lion gate, Shahid Bhagat Singh Road Fort, Mumbai 400 023",India,['40004345'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40004345_10-fresho-lettuce-red.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40004345-2_5-fresho-lettuce-red.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Lettuce provides significant amounts of vitamins A and K.
They have a high water content, making it a refreshing choice during hot weather.
They also provide calcium, potassium, vitamin C and folate.",-,"[{'EAN Code': '40004345'}, {'Country of origin': 'India'}, {'Sourced & Marketed by': 'INNOVATIVE RETAIL CONCEPTS PRIVATE LIMITED No.18, 2nd & 3rd Floor, 80 Feet Main Road, Koramangala 4th Block, Bangalore - 560034'}]","INNOVATIVE RETAIL CONCEPTS PRIVATE LIMITED No.18, 2nd & 3rd Floor, 80 Feet Main Road, Koramangala 4th Block, Bangalore - 560034",-,-,-,,,,,
RET,RET-10,RET-10-17,RET-10-17-10,RET-10-17-10-11,Fresho,"Fresho Lettuce - Romaine, 100 to 150 g","Romaine lettuce has long, deep green leaves with a crisp texture and a strong, but not bitter taste.
They are packed with various nutrients suck as essential vitamins and minerals.",100 to 150 g,g,100 to 150 g,1,1,11.18,8.5,"Trikaya Agriculture 5, Great Western Building, 2nd Floor, Opposite lion gate, Shahid Bhagat Singh Road Fort, Mumbai 400 023",India,['8400160960011'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40016096_2-fresho-lettuce-romaine.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40016096-2_1-fresho-lettuce-romaine.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40016096-3_1-fresho-lettuce-romaine.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40016096-4_1-fresho-lettuce-romaine.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40016096-5_1-fresho-lettuce-romaine.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Lettuce provides significant amounts of vitamins A and K.
They have a high water content, making it a refreshing choice during hot weather.
They also provide calcium, potassium, vitamin C and folate.",-,"[{'EAN Code': '8400160960011'}, {'Sourced & Marketed by': 'INNOVATIVE RETAIL CONCEPTS PRIVATE LIMITED No.18, 2nd & 3rd Floor, 80 Feet Main Road, Koramangala 4th Block, Bangalore - 560034'}, {'Country of Origin': 'India'}]","INNOVATIVE RETAIL CONCEPTS PRIVATE LIMITED No.18, 2nd & 3rd Floor, 80 Feet Main Road, Koramangala 4th Block, Bangalore - 560034",-,-,-,,,,,
RET,RET-10,RET-10-17,RET-10-17-10,RET-10-17-10-11,Fresho,"Fresho Lime - Seedless (Loose), 1 pc","Seedles limes are large, thick-skinned and with a less intense aroma than the key lime. They are less acidic than the regular limes and do not possess the characteristic bittery taste.",1 pc,pc,1 pc,1,1,18.42,14,"Trikaya Agriculture 5, Great Western Building, 2nd Floor, Opposite lion gate, Shahid Bhagat Singh Road Fort, Mumbai 400 023",India,['30009295'],['11512001001071'],https://datalabs.siva3.io/image/Eunimart_groceries_30009295_1-fresho-lime-seedless.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Lime promotes hydration and keeps the skin healthy.
They help ease digestion, prevent kidney stones, and freshens breath.
Limes are a very good source of vitamin C.
Tip:-Lime mixed with honey and water acts as a detoxifying agent.",-,"[{'EAN Code': '30009295'}, {'Country of origin': 'India'}, {'FSSAI Number': '11512001001071'}, {'Manufacturer Name and Address': 'Trikaya Agriculture 5, Great Western Building, 2nd Floor, Opposite lion gate, Shahid Bhagat Singh Road Fort, Mumbai 400 023'}, {'Marketed by': 'Supermarket Grocery supplies PVt Ltd #7/1, 1st Floor (above Lakme Saloon), 1st Main, Domlur 2nd stage, off 100 feet Road, Indiranagar, Bangalore-560071'}]","Supermarket Grocery supplies PVt Ltd #7/1, 1st Floor (above Lakme Saloon), 1st Main, Domlur 2nd stage, off 100 feet Road, Indiranagar, Bangalore-560071",-,-,-,,,,,
RET,RET-10,RET-10-17,RET-10-17-10,RET-10-17-10-11,Fresho,"Fresho Lollo Rosso Lettuce - Hydroponically Grown With Live Roots, 125 - 200 g","Lollo Rosso lettuce is curly and frilly, leaves shaped like a hand fan and are light green in the centre and make a transition to a deep red-maroon around the edges.
Lollo Rosso lettuce is tender, crisp, and chewy with a sweet, slightly bitter, and nutty flavour.
It is hydroponically grown with live roots and is pesticide-free and completely traceable to the farm.
It is grown hygienically and saving up to 90% water as compared to conventional farming.",125 - 200 g,g,125 - 200 g,1,1,121.05,92,"Farmogo Exotica Private Limited, Plot 22/1, Talegaon MIDC, Maval, Pune- 410507",India,['40198825'],['11520037000328'],https://datalabs.siva3.io/image/Eunimart_groceries_40198825_1-fresho-lollo-rosso-lettuce-hydroponically-grown-with-live-roots.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"In addition to its delicious sweet taste, baby corns are high in dietary fiber, low in fat and a great source of essential nutrients.
They are also high in potassium and folic acid.
Lollo Rosso contains sufficient amounts of vitamins A and C, folate, fibre, and is helpful in controlling anxiety",-,"[{'EAN Code': '40198825'}, {'FSSAI Number': '11520037000328'}, {'Manufactured & Marketed By': 'Farmogo Exotica Private Limited, Plot 22/1, Talegaon MIDC, Maval, Pune- 410507'}, {'Country of Origin': 'India'}]","Farmogo Exotica Private Limited, Plot 22/1, Talegaon MIDC, Maval, Pune- 410507",-,-,-,,,,,
RET,RET-10,RET-10-17,RET-10-17-10,RET-10-17-10-11,Fresho,"Fresho Longan, 500 g","The longan (Dragon Eye), is so named because it resembles an eyeball when its fruit is shelled (the black seed shows through the translucent flesh like a pupil/iris). The seed is small, round and hard, and of an enamel-like, lacquered black. In China, it is also called Gun and in Myanmar, it is called Deer's Eyes
Product image shown is for representation purpose only, the actually product may vary based on season, produce & availability.",500 g,g,500 g,1,1,207.33,140,"Farmogo Exotica Private Limited, Plot 22/1, Talegaon MIDC, Maval, Pune- 410507",Thailand,['30002320'],-,https://datalabs.siva3.io/image/Eunimart_groceries_30002320_6-fresho-longan.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Longan supplies 80% of daily requirement of vitamin C. It is also rich in vitamin A, minerals and antioxidants.
It prevents anaemia, relieves stress and treats nerve problems.Also treats snake bites and improves wound healing.
Reduces excessive sweating and improves skin health. Longan is highly recommended as an anti-depressant as they give relaxing effect on nerves.",-,"[{'EAN Code': '30002320'}, {'Country of origin': 'Thailand'}, {'Sourced & Marketed by': 'Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071'}]","Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071",-,-,-,,,,,
RET,RET-10,RET-10-17,RET-10-17-10,RET-10-17-10-11,Fresho,"Fresho Pak Choi, 250 g",Pak Choi is a chinese celery cabbage with crisp leaves and stalk. Its flavour is somewhat a mix of mild cabbage and spinach.,250 g,g,250 g,1,1,25.16,18.5,"Farmogo Exotica Private Limited, Plot 22/1, Talegaon MIDC, Maval, Pune- 410507",India,['10000157'],-,https://datalabs.siva3.io/image/Eunimart_groceries_57_13-fresho-pak-choi.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_57-2_1-fresho-pak-choi.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Pakchoi is a great source of vitamins K, A, B6, B2, C, calcium, beta carotene, iron, and manganese.
It includes powerful antioxidants and phytonutrients.
It contains health-promoting nutrients (glucosinolates) that help rid your body of potential toxins and help energize you.",-,"[{'EAN Code': '10000157'}, {'Sourced & Marketed by': 'Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071'}, {'Country of Origin': 'India'}]","Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071",-,-,-,,,,,
RET,RET-10,RET-10-17,RET-10-17-10,RET-10-17-10-11,Fresho,"Fresho Pak Choi, 250 g",Pak Choi is a chinese celery cabbage with crisp leaves and stalk. Its flavour is somewhat a mix of mild cabbage and spinach.,250 g,g,250 g,1,1,25.16,18.5,"Farmogo Exotica Private Limited, Plot 22/1, Talegaon MIDC, Maval, Pune- 410507",India,['10000157'],-,https://datalabs.siva3.io/image/Eunimart_groceries_57_13-fresho-pak-choi.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_57-2_1-fresho-pak-choi.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Pakchoi is a great source of vitamins K, A, B6, B2, C, calcium, beta carotene, iron, and manganese.
It includes powerful antioxidants and phytonutrients.
It contains health-promoting nutrients (glucosinolates) that help rid your body of potential toxins and help energize you.",-,"[{'EAN Code': '10000157'}, {'Sourced & Marketed by': 'Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071'}, {'Country of Origin': 'India'}]","Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071",-,-,-,,,,,
RET,RET-10,RET-10-17,RET-10-17-10,RET-10-17-10-11,Fresho,"Fresho Passion Fruit, 500 g","A fruit that gives the taste buds an explosion of sweetness to tartness, passion fruit is generally round shaped with yellow-orange skin.
The flesh of a passion fruit is soft and juicy. Its jelly like texture with the crunchiness of numerous tart seeds within the flesh is a taste loved by many.
Fresho is our brand of fresh fruits and vegetables which are individually handpicked everyday by our experienced and technically competent buyers. Our buying, storing and packaging processes are tailored to ensure that only the fresh, nutrient dense, healthy and delicious produce reaches your doorstep. We guarantee the quality of all Fresho products. If you're not satisfied with the freshness of the items, you can hand them back to our Customer Experience Executive (CEE) for a full refund.
Product image shown is for representation purpose only, the actually product may vary based on season, produce & availability.
Click here for delicious fruit recipes - https://www.bigbasket.com/flavors/collections/228/fresh-fruits/",500 g,g,500 g,1,1,273.68,205,"Farmogo Exotica Private Limited, Plot 22/1, Talegaon MIDC, Maval, Pune- 410507",India,['30000543'],-,https://datalabs.siva3.io/image/Eunimart_groceries_30000543_15-fresho-passion-fruit.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_30000543-2_6-fresho-passion-fruit.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_30000543-3_1-fresho-passion-fruit.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Eating the flesh of passion fruits along with the seeds is a good source of fiber that improves digestion
They improve blood circulation, function as a sedative and treats insomnia. Passion fruits are rich in vitamin A that helps to maintain good eye health.",-,"[{'EAN Code': '30000543'}, {'Country of origin': 'India'}, {'Sourced & Marketed by': 'Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071'}]","Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071",-,-,-,,,,,
RET,RET-10,RET-10-17,RET-10-17-10,RET-10-17-10-11,Fresho,"Fresho Passion Fruit, 500 g","A fruit that gives the taste buds an explosion of sweetness to tartness, passion fruit is generally round shaped with yellow-orange skin.
The flesh of a passion fruit is soft and juicy. Its jelly like texture with the crunchiness of numerous tart seeds within the flesh is a taste loved by many.
Fresho is our brand of fresh fruits and vegetables which are individually handpicked everyday by our experienced and technically competent buyers. Our buying, storing and packaging processes are tailored to ensure that only the fresh, nutrient dense, healthy and delicious produce reaches your doorstep. We guarantee the quality of all Fresho products. If you're not satisfied with the freshness of the items, you can hand them back to our Customer Experience Executive (CEE) for a full refund.
Product image shown is for representation purpose only, the actually product may vary based on season, produce & availability.
Click here for delicious fruit recipes - https://www.bigbasket.com/flavors/collections/228/fresh-fruits/",500 g,g,500 g,1,1,273.68,205,"Farmogo Exotica Private Limited, Plot 22/1, Talegaon MIDC, Maval, Pune- 410507",India,['30000543'],-,https://datalabs.siva3.io/image/Eunimart_groceries_30000543_15-fresho-passion-fruit.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_30000543-2_6-fresho-passion-fruit.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_30000543-3_1-fresho-passion-fruit.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Eating the flesh of passion fruits along with the seeds is a good source of fiber that improves digestion
They improve blood circulation, function as a sedative and treats insomnia. Passion fruits are rich in vitamin A that helps to maintain good eye health.",-,"[{'EAN Code': '30000543'}, {'Country of origin': 'India'}, {'Sourced & Marketed by': 'Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071'}]","Supermarket Grocery Supplies Pvt. Ltd, No. 7, Service Road, Off 100 Feet Road Indiranagar Landmark: Above HDFC Bank Bangalore, Karnataka 560071",-,-,-,,,,,
