L0 Domain,L1 Sub-Domain,L2 Category,L3 Sub-Category,L4 Product Enum-Code,Brand,Product Name,Product Description,Product Quantity,UOM,Net Quantity,Pack Quantity,Pack Size,MRP,Price,Manufacturer,Country Of Origin,UPC/EAN,FSSAI no,Images,Images / Video,Images.3,Images.4,Images.5,Images.6,Images.7,Images.8,Images.9,Images.10,SKU Code,Customer Care Contact,Time to Ship,Returnable (Y/N),Cancellable (Y/N),COD available (Y/N),Preservatives (Y/N),Preservatives (details),Flavours & Spices,Ready to cook (Y/N),Ready to eat (Y/N),Rice grain type,Recommended Age,Scented/ Flavour,Herbal/ Ayurvedic,Theme/ Occasion Type,Hair Type,Mineral Source,Caffeine Content,Capacity,Benefits,Usage,Other details,Marketed By,Baby Weight,Absorption Duration (in Hrs),Features,Ingredients,Ingredient,From The Brand
RET,RET-10,RET-10-18,RET-10-18-10,RET-10-18-10-14,GoodDiet,"GoodDiet Multigrain Energy Bar Blueberry Delight, 2x38 g Multipack","Always make the best choices when it comes to health and never compromise on taste. GoodDiet is proud to present Multi-Grain Energy Bar - Blueberry Pie that is here to help your body stay fit and energetic through the hurdles of your day. This bar is for anyone who needs to keep them going. This sweet and gooey bar is rich in nutrients.
ItÇs nutritious, tasty and rich in protein, carbs and fibre. Its prebiotic quality helps the growth of good bacteria in the stomach to aid digestion and gut health. From athletes, fitness freaks, students, moms to anyone who has a rigorous day, this bar helps keep that energy high and body healthy.
When you canÇt make time to feed your body the essentials it needs, snack on this bar to do the job. To match the day-to-day hustled routine and keep the energy up, we bring you this bar to the job. ItÇs loaded with rich ingredients like rolled oats, honey, brown rice flakes, brown rice syrup, rice crisps, kodo millet flakes, watermelon seeds, almonds, dried blueberries, raisins, ground peanut, ragi millet flakes and chia seeds. Wow, thatÇs a long list of goodies to be had at one go. So grab one now.",2x38 g Multipack,g Multipack,2x38 g Multipack,1,1,80,49.01,"SIRIMIRI NUTRITION FOOD PRODUCTS PRIVATE LIMITED(Good Diet) 134/A, 3rd floor, 6th main, 2nd stage, 3rd cross, Industrial Suburb, Yeshwantpur, Bangalore- 560022",India,['1222573'],['21218180000946'],https://datalabs.siva3.io/image/Eunimart_groceries_222573_2-gooddiet-multigrain-energy-bar-blueberry-delight.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Ready to eat
Storage Information: Store in a cool, dry and hygienic place.","['EAN Code: 1222573', 'Country Of Origin: India', 'Manufacturer name & address: SIRIMIRI NUTRITION FOOD PRODUCTS PRIVATE LIMITED(Good Diet) 134/A, 3rd floor, 6th main, 2nd stage, 3rd cross, Industrial Suburb, Yeshwantpur, Bangalore- 560022', 'FSSAI Number: 21218180000946', 'Marketed by: Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071', 'Best before 31-05-2023', '","Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071",-,-,-,"Rolled Oats, Natural Honey, Brown Rice Flakes,Brown Rice Syrup,Rice Crisps,Kodo Millet Flakes,Sunflower Oil,Watermelon Seeds, Premium Almonds, Black Raisins, Dried Blueberries, Grounded Peanuts, Ragi Millet Flakes, Chia Seeds, Rock Salt, Natural Blueberry Flavour.",-,-
RET,RET-10,RET-10-18,RET-10-18-10,RET-10-18-10-14,GoodDiet,"GoodDiet Multigrain Energy Bar Blueberry Delight, 2x38 g Multipack","Always make the best choices when it comes to health and never compromise on taste. GoodDiet is proud to present Multi-Grain Energy Bar - Blueberry Pie that is here to help your body stay fit and energetic through the hurdles of your day. This bar is for anyone who needs to keep them going. This sweet and gooey bar is rich in nutrients.
ItÇs nutritious, tasty and rich in protein, carbs and fibre. Its prebiotic quality helps the growth of good bacteria in the stomach to aid digestion and gut health. From athletes, fitness freaks, students, moms to anyone who has a rigorous day, this bar helps keep that energy high and body healthy.
When you canÇt make time to feed your body the essentials it needs, snack on this bar to do the job. To match the day-to-day hustled routine and keep the energy up, we bring you this bar to the job. ItÇs loaded with rich ingredients like rolled oats, honey, brown rice flakes, brown rice syrup, rice crisps, kodo millet flakes, watermelon seeds, almonds, dried blueberries, raisins, ground peanut, ragi millet flakes and chia seeds. Wow, thatÇs a long list of goodies to be had at one go. So grab one now.",2x38 g Multipack,g Multipack,2x38 g Multipack,1,1,80,49.01,"SIRIMIRI NUTRITION FOOD PRODUCTS PRIVATE LIMITED(Good Diet) 134/A, 3rd floor, 6th main, 2nd stage, 3rd cross, Industrial Suburb, Yeshwantpur, Bangalore- 560022",India,['1222573'],['21218180000946'],https://datalabs.siva3.io/image/Eunimart_groceries_222573_2-gooddiet-multigrain-energy-bar-blueberry-delight.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Ready to eat
Storage Information: Store in a cool, dry and hygienic place.","['EAN Code: 1222573', 'Country Of Origin: India', 'Manufacturer name & address: SIRIMIRI NUTRITION FOOD PRODUCTS PRIVATE LIMITED(Good Diet) 134/A, 3rd floor, 6th main, 2nd stage, 3rd cross, Industrial Suburb, Yeshwantpur, Bangalore- 560022', 'FSSAI Number: 21218180000946', 'Marketed by: Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071', 'Best before 31-05-2023', '","Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071",-,-,-,"Rolled Oats, Natural Honey, Brown Rice Flakes,Brown Rice Syrup,Rice Crisps,Kodo Millet Flakes,Sunflower Oil,Watermelon Seeds, Premium Almonds, Black Raisins, Dried Blueberries, Grounded Peanuts, Ragi Millet Flakes, Chia Seeds, Rock Salt, Natural Blueberry Flavour.",-,-
RET,RET-10,RET-10-18,RET-10-18-10,RET-10-18-10-14,GoodDiet,"GoodDiet Multigrain Energy Bar Cashews & Orange, 2x38 g Multipack","Ah! The blend of 2 gentle flavours creates a bang together. GoodDiet is here with so much more than just taste and health. We are here with Multi-Grain Energy Bar - Cashews & Orange. Now, thatÇs what we call a wholesome bar. To match the day-to-day hustled routine and keep the energy up, we bring you this bar to the job. ItÇs loaded with rich ingredients like rolled oats, honey, brown rice flakes, brown rice syrup, rice crisps, kodo millet flakes, almonds, watermelon seeds, ground peanut, pearl millet flakes, chia seeds, cashews, dried cranberries and orange. 
This super nutritious and tasty bar is rich in protein, carbs and fibre. Its prebiotic quality helps the growth of good bacteria in the stomach to aid digestion and gut health. From athletes, fitness freaks, students, moms to anyone who has a rigorous day, this bar helps keep that energy high and body healthy.",2x38 g Multipack,g Multipack,2x38 g Multipack,1,1,80,49.01,"SIRIMIRI NUTRITION FOOD PRODUCTS PRIVATE LIMITED(Good Diet) 134/A, 3rd floor, 6th main, 2nd stage, 3rd cross, Industrial Suburb, Yeshwantpur, Bangalore- 560022",India,['1222577'],['21218180000946'],https://datalabs.siva3.io/image/Eunimart_groceries_222577_2-gooddiet-multigrain-energy-bar-cashews-orange.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Ready to eat
Storage Information: Store in a cool, dry and hygienic place.","['EAN Code: 1222577', 'Country Of Origin: India', 'Manufacturer name & address: SIRIMIRI NUTRITION FOOD PRODUCTS PRIVATE LIMITED(Good Diet) 134/A, 3rd floor, 6th main, 2nd stage, 3rd cross, Industrial Suburb, Yeshwantpur, Bangalore- 560022', 'FSSAI Number: 21218180000946', 'Marketed by: Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071', 'Best before 31-05-2023', '","Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071",-,-,-,"Rolled Oats, Natural Honey, Brown Rice Flakes, Brown Rice Syrup, Rice Crisps, Kodo Mollet Flakes, Premium Almonds, Watermelon Seeds, Sunflower Oil, Ground Peanut, Pearl Millet Flakes, Chia Seeds Cashews, Dried Cranberries, Orange, Rock Salt, Natural Orange Flavour.",-,-
RET,RET-10,RET-10-18,RET-10-18-10,RET-10-18-10-14,GoodDiet,"GoodDiet Multigrain Energy Bar Cashews & Orange, 2x38 g Multipack","Ah! The blend of 2 gentle flavours creates a bang together. GoodDiet is here with so much more than just taste and health. We are here with Multi-Grain Energy Bar - Cashews & Orange. Now, thatÇs what we call a wholesome bar. To match the day-to-day hustled routine and keep the energy up, we bring you this bar to the job. ItÇs loaded with rich ingredients like rolled oats, honey, brown rice flakes, brown rice syrup, rice crisps, kodo millet flakes, almonds, watermelon seeds, ground peanut, pearl millet flakes, chia seeds, cashews, dried cranberries and orange. 
This super nutritious and tasty bar is rich in protein, carbs and fibre. Its prebiotic quality helps the growth of good bacteria in the stomach to aid digestion and gut health. From athletes, fitness freaks, students, moms to anyone who has a rigorous day, this bar helps keep that energy high and body healthy.",2x38 g Multipack,g Multipack,2x38 g Multipack,1,1,80,49.01,"SIRIMIRI NUTRITION FOOD PRODUCTS PRIVATE LIMITED(Good Diet) 134/A, 3rd floor, 6th main, 2nd stage, 3rd cross, Industrial Suburb, Yeshwantpur, Bangalore- 560022",India,['1222577'],['21218180000946'],https://datalabs.siva3.io/image/Eunimart_groceries_222577_2-gooddiet-multigrain-energy-bar-cashews-orange.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Ready to eat
Storage Information: Store in a cool, dry and hygienic place.","['EAN Code: 1222577', 'Country Of Origin: India', 'Manufacturer name & address: SIRIMIRI NUTRITION FOOD PRODUCTS PRIVATE LIMITED(Good Diet) 134/A, 3rd floor, 6th main, 2nd stage, 3rd cross, Industrial Suburb, Yeshwantpur, Bangalore- 560022', 'FSSAI Number: 21218180000946', 'Marketed by: Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071', 'Best before 31-05-2023', '","Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071",-,-,-,"Rolled Oats, Natural Honey, Brown Rice Flakes, Brown Rice Syrup, Rice Crisps, Kodo Mollet Flakes, Premium Almonds, Watermelon Seeds, Sunflower Oil, Ground Peanut, Pearl Millet Flakes, Chia Seeds Cashews, Dried Cranberries, Orange, Rock Salt, Natural Orange Flavour.",-,-
RET,RET-10,RET-10-18,RET-10-18-10,RET-10-18-10-14,GoodDiet,"GoodDiet Multigrain Energy Bar Chocolate Chunk Vanilla, 2x38 g Multipack","GoodDiet is here with so much more than just taste and health. We are here with Multi-Grain Energy Bar - Chocolate Chunk Vanilla. Now, thatÇs what we call a tasty and wholesome bar. To match the day-to-day hustled routine and keep the energy up, we bring you this bar to the job. ItÇs loaded with rich ingredients like rolled oats, honey, brown rice flakes, dark chocolate, peanuts, rice crisps, watermelon seeds, sunflower seeds, pearl millet flakes, chia seeds, ragi flakes and dates.
This super nutritious and tasty bar is rich in protein, carbs and fibre. Its prebiotic quality helps the growth of good bacteria in the stomach to aid digestion and gut health. From athletes, fitness freaks, students, moms to anyone who has a rigorous day, this bar helps keep that energy high and body healthy.",2x38 g Multipack,g Multipack,2x38 g Multipack,1,1,80,49.01,"SIRIMIRI NUTRITION FOOD PRODUCTS PRIVATE LIMITED(Good Diet) 134/A, 3rd floor, 6th main, 2nd stage, 3rd cross, Industrial Suburb, Yeshwantpur, Bangalore- 560022",India,['1222574'],['21218180000946'],https://datalabs.siva3.io/image/Eunimart_groceries_222574_2-gooddiet-multigrain-energy-bar-chocolate-chunk-vanilla.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Ready to eat
Storage Information: Store in a cool, dry and hygienic place.","['EAN Code: 1222574', 'Country Of Origin: India', 'Manufacturer name & address: SIRIMIRI NUTRITION FOOD PRODUCTS PRIVATE LIMITED(Good Diet) 134/A, 3rd floor, 6th main, 2nd stage, 3rd cross, Industrial Suburb, Yeshwantpur, Bangalore- 560022', 'FSSAI Number: 21218180000946', 'Marketed by: Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071', 'Best before 31-05-2023', '","Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071",-,-,-,"Rolled Oats, Natural Honey, Brown Rice Flakes, Dark Chocolate, Peanuts,Rice Crisps, Pearl Millet Flakes, Watermelon Seeds, Sunflower Oil, Sunflower Seeds, Ragi Flakes, Chia Seeds, Dates, Rock Salt, Vanilla Flavour.",-,-
RET,RET-10,RET-10-18,RET-10-18-10,RET-10-18-10-14,GoodDiet,"GoodDiet Multigrain Energy Bar Chocolate Chunk Vanilla, 2x38 g Multipack","GoodDiet is here with so much more than just taste and health. We are here with Multi-Grain Energy Bar - Chocolate Chunk Vanilla. Now, thatÇs what we call a tasty and wholesome bar. To match the day-to-day hustled routine and keep the energy up, we bring you this bar to the job. ItÇs loaded with rich ingredients like rolled oats, honey, brown rice flakes, dark chocolate, peanuts, rice crisps, watermelon seeds, sunflower seeds, pearl millet flakes, chia seeds, ragi flakes and dates.
This super nutritious and tasty bar is rich in protein, carbs and fibre. Its prebiotic quality helps the growth of good bacteria in the stomach to aid digestion and gut health. From athletes, fitness freaks, students, moms to anyone who has a rigorous day, this bar helps keep that energy high and body healthy.",2x38 g Multipack,g Multipack,2x38 g Multipack,1,1,80,49.01,"SIRIMIRI NUTRITION FOOD PRODUCTS PRIVATE LIMITED(Good Diet) 134/A, 3rd floor, 6th main, 2nd stage, 3rd cross, Industrial Suburb, Yeshwantpur, Bangalore- 560022",India,['1222574'],['21218180000946'],https://datalabs.siva3.io/image/Eunimart_groceries_222574_2-gooddiet-multigrain-energy-bar-chocolate-chunk-vanilla.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Ready to eat
Storage Information: Store in a cool, dry and hygienic place.","['EAN Code: 1222574', 'Country Of Origin: India', 'Manufacturer name & address: SIRIMIRI NUTRITION FOOD PRODUCTS PRIVATE LIMITED(Good Diet) 134/A, 3rd floor, 6th main, 2nd stage, 3rd cross, Industrial Suburb, Yeshwantpur, Bangalore- 560022', 'FSSAI Number: 21218180000946', 'Marketed by: Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071', 'Best before 31-05-2023', '","Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071",-,-,-,"Rolled Oats, Natural Honey, Brown Rice Flakes, Dark Chocolate, Peanuts,Rice Crisps, Pearl Millet Flakes, Watermelon Seeds, Sunflower Oil, Sunflower Seeds, Ragi Flakes, Chia Seeds, Dates, Rock Salt, Vanilla Flavour.",-,-
RET,RET-10,RET-10-18,RET-10-18-10,RET-10-18-10-14,GoodDiet,"GoodDiet Multigrain Energy Bar Cinnamon & Apple, 2x38 g Multipack","Ah! The blend of 2 unique flavours creates a bang together. GoodDiet is here with so much more than just taste and health - Multi-Grain Energy Bar - Apple Cinnamon. Now, thatÇs we call a wholesome bar. To match the day to day hustled routine and keep the energy up, we bring you this bar to the job. This super nutritious and tasty bar is rich in protein, carbs and fibre. Its prebiotic quality helps the growth of good bacteria in the stomach to aid digestion and gut health.
ItÇs loaded with rich ingredients like rolled oats, honey, brown rice flakes, brown rice syrup, rice crisps, kodo millet flakes, almonds, watermelon seeds, ground peanuts, ragi millet flakes, dried cranberries, chia seeds, apple paste and black current. Wow, thatÇs a long list of goodies to be had at one go. From athletes, fitness freaks, students, moms to anyone who have a rigorous day, this bar helps keep that energy high and body healthy.",2x38 g Multipack,g Multipack,2x38 g Multipack,1,1,80,49.01,"SIRIMIRI NUTRITION FOOD PRODUCTS PRIVATE LIMITED(Good Diet) 134/A, 3rd floor, 6th main, 2nd stage, 3rd cross, Industrial Suburb, Yeshwantpur, Bangalore- 560022",India,['1222578'],['21218180000946'],https://datalabs.siva3.io/image/Eunimart_groceries_222578_2-gooddiet-multigrain-energy-bar-cinnamon-apple.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Ready to eat
Storage Information: Store in a cool, dry and hygienic place.","['EAN Code: 1222578', 'Country Of Origin: India', 'Manufacturer name & address: SIRIMIRI NUTRITION FOOD PRODUCTS PRIVATE LIMITED(Good Diet) 134/A, 3rd floor, 6th main, 2nd stage, 3rd cross, Industrial Suburb, Yeshwantpur, Bangalore- 560022', 'FSSAI Number: 21218180000946', 'Marketed by: Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071', 'Best before 31-05-2023', '","Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071",-,-,-,"Rolled Oats, Natural Honey, Brown Rice Flakes, Brown Rice Syrup,Rice Crisps,Kodo Mollet Flakes,Sunflower Oil, Watermelon Seeds, Premium Almonds, Dried Cranberries, Grounded Peanuts, Ragi Millet Flakes, Chia Seeds, Apple paste, Black Current, Rock Salt, Natural Cinnamon Flavours.",-,-
RET,RET-10,RET-10-18,RET-10-18-10,RET-10-18-10-14,GoodDiet,"GoodDiet Multigrain Energy Bar Cinnamon & Apple, 2x38 g Multipack","Ah! The blend of 2 unique flavours creates a bang together. GoodDiet is here with so much more than just taste and health - Multi-Grain Energy Bar - Apple Cinnamon. Now, thatÇs we call a wholesome bar. To match the day to day hustled routine and keep the energy up, we bring you this bar to the job. This super nutritious and tasty bar is rich in protein, carbs and fibre. Its prebiotic quality helps the growth of good bacteria in the stomach to aid digestion and gut health.
ItÇs loaded with rich ingredients like rolled oats, honey, brown rice flakes, brown rice syrup, rice crisps, kodo millet flakes, almonds, watermelon seeds, ground peanuts, ragi millet flakes, dried cranberries, chia seeds, apple paste and black current. Wow, thatÇs a long list of goodies to be had at one go. From athletes, fitness freaks, students, moms to anyone who have a rigorous day, this bar helps keep that energy high and body healthy.",2x38 g Multipack,g Multipack,2x38 g Multipack,1,1,80,49.01,"SIRIMIRI NUTRITION FOOD PRODUCTS PRIVATE LIMITED(Good Diet) 134/A, 3rd floor, 6th main, 2nd stage, 3rd cross, Industrial Suburb, Yeshwantpur, Bangalore- 560022",India,['1222578'],['21218180000946'],https://datalabs.siva3.io/image/Eunimart_groceries_222578_2-gooddiet-multigrain-energy-bar-cinnamon-apple.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Ready to eat
Storage Information: Store in a cool, dry and hygienic place.","['EAN Code: 1222578', 'Country Of Origin: India', 'Manufacturer name & address: SIRIMIRI NUTRITION FOOD PRODUCTS PRIVATE LIMITED(Good Diet) 134/A, 3rd floor, 6th main, 2nd stage, 3rd cross, Industrial Suburb, Yeshwantpur, Bangalore- 560022', 'FSSAI Number: 21218180000946', 'Marketed by: Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071', 'Best before 31-05-2023', '","Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071",-,-,-,"Rolled Oats, Natural Honey, Brown Rice Flakes, Brown Rice Syrup,Rice Crisps,Kodo Mollet Flakes,Sunflower Oil, Watermelon Seeds, Premium Almonds, Dried Cranberries, Grounded Peanuts, Ragi Millet Flakes, Chia Seeds, Apple paste, Black Current, Rock Salt, Natural Cinnamon Flavours.",-,-
RET,RET-10,RET-10-18,RET-10-18-10,RET-10-18-10-14,GoodDiet,"GoodDiet Multigrain Energy Bar Nuts & Seeds, 2x38 g Multipack","GoodDiet is here with Multi-Grain Energy Bar - Nuts & Seeds. When you canÇt make time to feed your body the essentials it needs, snack on this bar to do the job. To match the day to day hustled routine and keep the energy up, we bring you this bar to the job. ItÇs loaded with rich ingredients like rolled oats, honey, brown rice flakes, brown rice syrup, peanuts, jowar millet crisps, coconut oil, watermelon seeds, sunflower seeds, flax seeds, pearl millet flakes, dried coconut, ragi flakes and black dates. 
This super nutritious and tasty bar is rich in protein, carbs and fibre. Its prebiotic quality helps the growth of good bacteria in the stomach to aid digestion and gut health. From athletes, fitness freaks, students, moms to anyone who has a rigorous day, this bar helps keep that energy high and body healthy.",2x38 g Multipack,g Multipack,2x38 g Multipack,1,1,80,49.01,"SIRIMIRI NUTRITION FOOD PRODUCTS PRIVATE LIMITED(Good Diet) 134/A, 3rd floor, 6th main, 2nd stage, 3rd cross, Industrial Suburb, Yeshwantpur, Bangalore- 560022",India,['1222575'],['21218180000946'],https://datalabs.siva3.io/image/Eunimart_groceries_222575_2-gooddiet-multigrain-energy-bar-nuts-seeds.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Ready to eat
Storage Information: Store in a cool, dry and hygienic place.","['EAN Code: 1222575', 'Country Of Origin: India', 'Manufacturer name & address: SIRIMIRI NUTRITION FOOD PRODUCTS PRIVATE LIMITED(Good Diet) 134/A, 3rd floor, 6th main, 2nd stage, 3rd cross, Industrial Suburb, Yeshwantpur, Bangalore- 560022', 'FSSAI Number: 21218180000946', 'Marketed by: Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071', 'Best before 31-05-2023', '","Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071",-,-,-,"Rolled Oats, Natural Honey, Brown Rice Flakes, Brown Rice Syrup, Peanuts, Jowar Millet Crisp, Pearl Millet Flakes, Virgin Coconut Oil, Sunflower Seeds, Ragi Flakes, Watermelon Seeds, Dried Coconut, Premium Almonds, Flax Seeds, Black Dates, Rock Salt, Coconut Flavour.",-,-
RET,RET-10,RET-10-18,RET-10-18-10,RET-10-18-10-14,GoodDiet,"GoodDiet Multigrain Energy Bar Sesame & Almonds, 2x38 g Multipack","GoodDiet is here with a super nutty combination Multi-Grain Energy Bar - Sesame & Almonds. When you canÇt make time to feed your body the essentials it needs, snack on this bar to do the job. To match the day-to-day hustled routine and keep the energy up, we bring you this bar to the job.
ItÇs loaded with rich ingredients like rolled oats, honey, brown rice flakes, brown rice syrup, peanut powder, kodo millet flakes, watermelon seeds, sesame seeds, chia seeds and black dates. Wow, thatÇs a long list of goodies to be had at one go. This super nutritious and tasty bar is rich in protein, carbs and fibre. Its prebiotic quality helps the growth of good bacteria in the stomach to aid digestion and gut health. From athletes, fitness freaks, students, moms to anyone who has a rigorous day, this bar helps keep that energy high and body healthy.",2x38 g Multipack,g Multipack,2x38 g Multipack,1,1,80,49.01,"SIRIMIRI NUTRITION FOOD PRODUCTS PRIVATE LIMITED(Good Diet) 134/A, 3rd floor, 6th main, 2nd stage, 3rd cross, Industrial Suburb, Yeshwantpur, Bangalore- 560022",India,['1222576'],['21218180000946'],https://datalabs.siva3.io/image/Eunimart_groceries_222576_2-gooddiet-multigrain-energy-bar-sesame-almonds.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Ready to eat
Storage Information: Store in a cool, dry and hygienic place.","['EAN Code: 1222576', 'Country Of Origin: India', 'Manufacturer name & address: SIRIMIRI NUTRITION FOOD PRODUCTS PRIVATE LIMITED(Good Diet) 134/A, 3rd floor, 6th main, 2nd stage, 3rd cross, Industrial Suburb, Yeshwantpur, Bangalore- 560022', 'FSSAI Number: 21218180000946', 'Marketed by: Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071', 'Best before 31-05-2023', '","Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071",-,-,-,"Rolled Oats, Natural Honey, Brown Rice Flakes, Brown Rice Syrup, Rice Crisps, Pearl Millet Flakes, Sunflower Oil, Watermelon Seeds, Premium Almonds, Peanut Powder, Kodo Millet Flakes, Sesame Seeds, Chia Seeds, Black Dates.",-,-
RET,RET-10,RET-10-18,RET-10-18-10,RET-10-18-10-14,GoodDiet,"GoodDiet Multigrain Energy Bar Sesame & Almonds, 2x38 g Multipack","GoodDiet is here with a super nutty combination Multi-Grain Energy Bar - Sesame & Almonds. When you canÇt make time to feed your body the essentials it needs, snack on this bar to do the job. To match the day-to-day hustled routine and keep the energy up, we bring you this bar to the job.
ItÇs loaded with rich ingredients like rolled oats, honey, brown rice flakes, brown rice syrup, peanut powder, kodo millet flakes, watermelon seeds, sesame seeds, chia seeds and black dates. Wow, thatÇs a long list of goodies to be had at one go. This super nutritious and tasty bar is rich in protein, carbs and fibre. Its prebiotic quality helps the growth of good bacteria in the stomach to aid digestion and gut health. From athletes, fitness freaks, students, moms to anyone who has a rigorous day, this bar helps keep that energy high and body healthy.",2x38 g Multipack,g Multipack,2x38 g Multipack,1,1,80,49.01,"SIRIMIRI NUTRITION FOOD PRODUCTS PRIVATE LIMITED(Good Diet) 134/A, 3rd floor, 6th main, 2nd stage, 3rd cross, Industrial Suburb, Yeshwantpur, Bangalore- 560022",India,['1222576'],['21218180000946'],https://datalabs.siva3.io/image/Eunimart_groceries_222576_2-gooddiet-multigrain-energy-bar-sesame-almonds.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Ready to eat
Storage Information: Store in a cool, dry and hygienic place.","['EAN Code: 1222576', 'Country Of Origin: India', 'Manufacturer name & address: SIRIMIRI NUTRITION FOOD PRODUCTS PRIVATE LIMITED(Good Diet) 134/A, 3rd floor, 6th main, 2nd stage, 3rd cross, Industrial Suburb, Yeshwantpur, Bangalore- 560022', 'FSSAI Number: 21218180000946', 'Marketed by: Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071', 'Best before 31-05-2023', '","Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071",-,-,-,"Rolled Oats, Natural Honey, Brown Rice Flakes, Brown Rice Syrup, Rice Crisps, Pearl Millet Flakes, Sunflower Oil, Watermelon Seeds, Premium Almonds, Peanut Powder, Kodo Millet Flakes, Sesame Seeds, Chia Seeds, Black Dates.",-,-
