L0 Domain,L1 Sub-Domain,L2 Category,L3 Sub-Category,L4 Product Enum-Code,Product name,Colour,Size,Qty,Brand Name,MRP,Selling Price,Short Product Description,Long Product Description,SKU Code,Pack Qty,Pack Qty Unit of Measurement,Material / Content,Manufacturer Name & Address,Country of Origin,Customer Care Contact,Care Instructions,Time to Ship,Cancellable (Y/N),Returnable (Y/N),Replaceable (Y/N),COD Available (Y/N),Image,Image_1,Image_2,Image_3,Gross Weight,Gross Weight Unit of Measurement,Length x Breadth x Height (Cubic Cm.),Fragile (Y/N),Liquid (Y/N),Hazardous (Y/N),Size Chart,GTIN,HSN,EAN,Season,Occasion,Design / Style Type,Trend,Pattern,Features,Fabric,Fabric Finish,Material Finish,Max Sale Quantity,Bundles / Multipack Sets,Fit,Collar,Neck,Sleeve Length,Sports Type,Pockets,Reversible,Lining,Waist Rise,Length,Insole,Sole Material,Toe Shape,Outsole,Fastening,Midsole,Closure Type,Base Metal,Plating,Stone Type,Gem Type,Strap Material,Buckle Type,Buckle Material,Dial Shape,Frame / Rim Type,Frame Shape,Frame Colour,Frame Size,Frame Material,Face Shape,Lens Material,Lens Colour,Compartment Closure,External Pocket,Laptop Compartment,Laptop Size,Shoulder Strap Type,Volume [Ltrs.],Water Resistance,Lock Type,Dead Weight,Display,Glass Material,Warranty,Battery Life,Bluetooth,Call Function,Pedometer,Heart Rate Monitor,Sleep Monitor,SPO2 Monitor,Dupatta Pattern,Kurta Pattern,Ornamentation,Coverage,Padding,Seam,Straps,Closure,Waist Band,Type,Saree Fabric,Blouse,Blouse Fabric,Border,Bottom Fabric,Bottom Pattern,Bottom Type,Choli Stitch,Colour Family,Design Styling,Dupatta,Dupatta Border,Dupatta Fabric,Hemline,Kurta Fabric,Lehenga Fabric,Lehenga Lining Fabric,Lehenga Stitch,Set Content,Shape,Sleeve Styling,Slit Detail,Stitch,Top Design Styling,Top Hemline,Top Length,Top Pattern,Top Shape,Top Type,Wash Care,Weave Pattern,Weave Type
RET,RET-12,RET-12-17,RET-12-17-10,RET-12-17-10-14,Set Of 2 Turquoise Blue & White Solid Leggings,"Turquoise,White,Blue",30,1,TAG 7,3099,929,"Set of 2 solid mid rise leggings in turquoise blue & white, has elasticated waistband, slip on closure, 2 pockets",,,2,Units,"98% Cotton & 2% Elastane
Hand Wash","GENERATION,GENERATION B-7/1 RANA PARTAP BAGH DELHI-110007",India,,Hand Wash,,,,,,https://datalabs.siva3.io/image/womenethnicwear2_TAG7_17783120SetOf2TurquoiseBlueWhiteSolidLeggings_0.jpg,https://datalabs.siva3.io/image/womenethnicwear2_TAG7_17783120SetOf2TurquoiseBlueWhiteSolidLeggings_1.jpg,https://datalabs.siva3.io/image/womenethnicwear2_TAG7_17783120SetOf2TurquoiseBlueWhiteSolidLeggings_2.jpg,https://datalabs.siva3.io/image/womenethnicwear2_TAG7_17783120SetOf2TurquoiseBlueWhiteSolidLeggings_3.jpg,,,,[N],[N],[N],,,,,,Ethnic,,,Solid,,,,,,,,,,,,,,,,Ankle Length,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hand Wash,,
RET,RET-12,RET-12-17,RET-12-17-10,RET-12-17-10-14,Set Of 2 Turquoise Blue & White Solid Leggings,"Turquoise,White,Blue",32,1,TAG 7,3099,929,"Set of 2 solid mid rise leggings in turquoise blue & white, has elasticated waistband, slip on closure, 2 pockets",,,2,Units,"98% Cotton & 2% Elastane
Hand Wash","GENERATION,GENERATION B-7/1 RANA PARTAP BAGH DELHI-110007",India,,Hand Wash,,,,,,https://datalabs.siva3.io/image/womenethnicwear2_TAG7_17783120SetOf2TurquoiseBlueWhiteSolidLeggings_0.jpg,https://datalabs.siva3.io/image/womenethnicwear2_TAG7_17783120SetOf2TurquoiseBlueWhiteSolidLeggings_1.jpg,https://datalabs.siva3.io/image/womenethnicwear2_TAG7_17783120SetOf2TurquoiseBlueWhiteSolidLeggings_2.jpg,https://datalabs.siva3.io/image/womenethnicwear2_TAG7_17783120SetOf2TurquoiseBlueWhiteSolidLeggings_3.jpg,,,,[N],[N],[N],,,,,,Ethnic,,,Solid,,,,,,,,,,,,,,,,Ankle Length,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hand Wash,,
RET,RET-12,RET-12-17,RET-12-17-10,RET-12-17-10-14,Set Of 2 Turquoise Blue & White Solid Leggings,"Turquoise,White,Blue",34,1,TAG 7,3099,929,"Set of 2 solid mid rise leggings in turquoise blue & white, has elasticated waistband, slip on closure, 2 pockets",,,2,Units,"98% Cotton & 2% Elastane
Hand Wash","GENERATION,GENERATION B-7/1 RANA PARTAP BAGH DELHI-110007",India,,Hand Wash,,,,,,https://datalabs.siva3.io/image/womenethnicwear2_TAG7_17783120SetOf2TurquoiseBlueWhiteSolidLeggings_0.jpg,https://datalabs.siva3.io/image/womenethnicwear2_TAG7_17783120SetOf2TurquoiseBlueWhiteSolidLeggings_1.jpg,https://datalabs.siva3.io/image/womenethnicwear2_TAG7_17783120SetOf2TurquoiseBlueWhiteSolidLeggings_2.jpg,https://datalabs.siva3.io/image/womenethnicwear2_TAG7_17783120SetOf2TurquoiseBlueWhiteSolidLeggings_3.jpg,,,,[N],[N],[N],,,,,,Ethnic,,,Solid,,,,,,,,,,,,,,,,Ankle Length,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hand Wash,,
RET,RET-12,RET-12-17,RET-12-17-10,RET-12-17-10-14,Set Of 2 Turquoise Blue & White Solid Leggings,"Turquoise,White,Blue",36,1,TAG 7,3099,929,"Set of 2 solid mid rise leggings in turquoise blue & white, has elasticated waistband, slip on closure, 2 pockets",,,2,Units,"98% Cotton & 2% Elastane
Hand Wash","GENERATION,GENERATION B-7/1 RANA PARTAP BAGH DELHI-110007",India,,Hand Wash,,,,,,https://datalabs.siva3.io/image/womenethnicwear2_TAG7_17783120SetOf2TurquoiseBlueWhiteSolidLeggings_0.jpg,https://datalabs.siva3.io/image/womenethnicwear2_TAG7_17783120SetOf2TurquoiseBlueWhiteSolidLeggings_1.jpg,https://datalabs.siva3.io/image/womenethnicwear2_TAG7_17783120SetOf2TurquoiseBlueWhiteSolidLeggings_2.jpg,https://datalabs.siva3.io/image/womenethnicwear2_TAG7_17783120SetOf2TurquoiseBlueWhiteSolidLeggings_3.jpg,,,,[N],[N],[N],,,,,,Ethnic,,,Solid,,,,,,,,,,,,,,,,Ankle Length,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hand Wash,,
RET,RET-12,RET-12-17,RET-12-17-10,RET-12-17-10-14,Set Of 2 Turquoise Blue & White Solid Leggings,"Turquoise,White,Blue",38,1,TAG 7,3099,929,"Set of 2 solid mid rise leggings in turquoise blue & white, has elasticated waistband, slip on closure, 2 pockets",,,2,Units,"98% Cotton & 2% Elastane
Hand Wash","GENERATION,GENERATION B-7/1 RANA PARTAP BAGH DELHI-110007",India,,Hand Wash,,,,,,https://datalabs.siva3.io/image/womenethnicwear2_TAG7_17783120SetOf2TurquoiseBlueWhiteSolidLeggings_0.jpg,https://datalabs.siva3.io/image/womenethnicwear2_TAG7_17783120SetOf2TurquoiseBlueWhiteSolidLeggings_1.jpg,https://datalabs.siva3.io/image/womenethnicwear2_TAG7_17783120SetOf2TurquoiseBlueWhiteSolidLeggings_2.jpg,https://datalabs.siva3.io/image/womenethnicwear2_TAG7_17783120SetOf2TurquoiseBlueWhiteSolidLeggings_3.jpg,,,,[N],[N],[N],,,,,,Ethnic,,,Solid,,,,,,,,,,,,,,,,Ankle Length,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hand Wash,,
RET,RET-12,RET-12-17,RET-12-17-10,RET-12-17-10-14,Set Of 2 Beige & Red Solid Leggings,"Beige,Red",28,1,TAG 7,3099,991,"Set of 2 solid mid rise leggings in beige & red, has elasticated waistband, slip on closure, 2 pockets",,,2,Units,"98% Cotton & 2% Elastane
Hand Wash","GENERATION,GENERATION B-7/1 RANA PARTAP BAGH DELHI-110007",India,,Hand Wash,,,,,,https://datalabs.siva3.io/image/womenethnicwear2_TAG7_17783102SetOf2BeigeRedSolidLeggings_0.jpg,https://datalabs.siva3.io/image/womenethnicwear2_TAG7_17783102SetOf2BeigeRedSolidLeggings_1.jpg,https://datalabs.siva3.io/image/womenethnicwear2_TAG7_17783102SetOf2BeigeRedSolidLeggings_2.jpg,https://datalabs.siva3.io/image/womenethnicwear2_TAG7_17783102SetOf2BeigeRedSolidLeggings_3.jpg,,,,[N],[N],[N],,,,,,Ethnic,,,Solid,,,,,,,,,,,,,,,,Ankle Length,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hand Wash,,
RET,RET-12,RET-12-17,RET-12-17-10,RET-12-17-10-14,Set Of 2 Beige & Red Solid Leggings,"Beige,Red",30,1,TAG 7,3099,991,"Set of 2 solid mid rise leggings in beige & red, has elasticated waistband, slip on closure, 2 pockets",,,2,Units,"98% Cotton & 2% Elastane
Hand Wash","GENERATION,GENERATION B-7/1 RANA PARTAP BAGH DELHI-110007",India,,Hand Wash,,,,,,https://datalabs.siva3.io/image/womenethnicwear2_TAG7_17783102SetOf2BeigeRedSolidLeggings_0.jpg,https://datalabs.siva3.io/image/womenethnicwear2_TAG7_17783102SetOf2BeigeRedSolidLeggings_1.jpg,https://datalabs.siva3.io/image/womenethnicwear2_TAG7_17783102SetOf2BeigeRedSolidLeggings_2.jpg,https://datalabs.siva3.io/image/womenethnicwear2_TAG7_17783102SetOf2BeigeRedSolidLeggings_3.jpg,,,,[N],[N],[N],,,,,,Ethnic,,,Solid,,,,,,,,,,,,,,,,Ankle Length,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hand Wash,,
RET,RET-12,RET-12-17,RET-12-17-10,RET-12-17-10-14,Set Of 2 Beige & Red Solid Leggings,"Beige,Red",32,1,TAG 7,3099,991,"Set of 2 solid mid rise leggings in beige & red, has elasticated waistband, slip on closure, 2 pockets",,,2,Units,"98% Cotton & 2% Elastane
Hand Wash","GENERATION,GENERATION B-7/1 RANA PARTAP BAGH DELHI-110007",India,,Hand Wash,,,,,,https://datalabs.siva3.io/image/womenethnicwear2_TAG7_17783102SetOf2BeigeRedSolidLeggings_0.jpg,https://datalabs.siva3.io/image/womenethnicwear2_TAG7_17783102SetOf2BeigeRedSolidLeggings_1.jpg,https://datalabs.siva3.io/image/womenethnicwear2_TAG7_17783102SetOf2BeigeRedSolidLeggings_2.jpg,https://datalabs.siva3.io/image/womenethnicwear2_TAG7_17783102SetOf2BeigeRedSolidLeggings_3.jpg,,,,[N],[N],[N],,,,,,Ethnic,,,Solid,,,,,,,,,,,,,,,,Ankle Length,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hand Wash,,
RET,RET-12,RET-12-17,RET-12-17-10,RET-12-17-10-14,Set Of 2 Beige & Red Solid Leggings,"Beige,Red",34,1,TAG 7,3099,991,"Set of 2 solid mid rise leggings in beige & red, has elasticated waistband, slip on closure, 2 pockets",,,2,Units,"98% Cotton & 2% Elastane
Hand Wash","GENERATION,GENERATION B-7/1 RANA PARTAP BAGH DELHI-110007",India,,Hand Wash,,,,,,https://datalabs.siva3.io/image/womenethnicwear2_TAG7_17783102SetOf2BeigeRedSolidLeggings_0.jpg,https://datalabs.siva3.io/image/womenethnicwear2_TAG7_17783102SetOf2BeigeRedSolidLeggings_1.jpg,https://datalabs.siva3.io/image/womenethnicwear2_TAG7_17783102SetOf2BeigeRedSolidLeggings_2.jpg,https://datalabs.siva3.io/image/womenethnicwear2_TAG7_17783102SetOf2BeigeRedSolidLeggings_3.jpg,,,,[N],[N],[N],,,,,,Ethnic,,,Solid,,,,,,,,,,,,,,,,Ankle Length,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hand Wash,,
RET,RET-12,RET-12-17,RET-12-17-10,RET-12-17-10-14,Set Of 2 Beige & Red Solid Leggings,"Beige,Red",36,1,TAG 7,3099,991,"Set of 2 solid mid rise leggings in beige & red, has elasticated waistband, slip on closure, 2 pockets",,,2,Units,"98% Cotton & 2% Elastane
Hand Wash","GENERATION,GENERATION B-7/1 RANA PARTAP BAGH DELHI-110007",India,,Hand Wash,,,,,,https://datalabs.siva3.io/image/womenethnicwear2_TAG7_17783102SetOf2BeigeRedSolidLeggings_0.jpg,https://datalabs.siva3.io/image/womenethnicwear2_TAG7_17783102SetOf2BeigeRedSolidLeggings_1.jpg,https://datalabs.siva3.io/image/womenethnicwear2_TAG7_17783102SetOf2BeigeRedSolidLeggings_2.jpg,https://datalabs.siva3.io/image/womenethnicwear2_TAG7_17783102SetOf2BeigeRedSolidLeggings_3.jpg,,,,[N],[N],[N],,,,,,Ethnic,,,Solid,,,,,,,,,,,,,,,,Ankle Length,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hand Wash,,
RET,RET-12,RET-12-17,RET-12-17-10,RET-12-17-10-14,Set Of 2 Beige & Red Solid Leggings,"Beige,Red",38,1,TAG 7,3099,991,"Set of 2 solid mid rise leggings in beige & red, has elasticated waistband, slip on closure, 2 pockets",,,2,Units,"98% Cotton & 2% Elastane
Hand Wash","GENERATION,GENERATION B-7/1 RANA PARTAP BAGH DELHI-110007",India,,Hand Wash,,,,,,https://datalabs.siva3.io/image/womenethnicwear2_TAG7_17783102SetOf2BeigeRedSolidLeggings_0.jpg,https://datalabs.siva3.io/image/womenethnicwear2_TAG7_17783102SetOf2BeigeRedSolidLeggings_1.jpg,https://datalabs.siva3.io/image/womenethnicwear2_TAG7_17783102SetOf2BeigeRedSolidLeggings_2.jpg,https://datalabs.siva3.io/image/womenethnicwear2_TAG7_17783102SetOf2BeigeRedSolidLeggings_3.jpg,,,,[N],[N],[N],,,,,,Ethnic,,,Solid,,,,,,,,,,,,,,,,Ankle Length,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hand Wash,,
RET,RET-12,RET-12-17,RET-12-17-10,RET-12-17-10-14,Set Of 2 Green & Beige Solid Leggings,"Beige,Green,White",28,1,TAG 7,3099,929,"Set of 2 solid mid rise leggings in green & white, has elasticated waistband, slip on closure, 2 pockets",,,2,Units,"98% Cotton & 2% Elastane
Hand Wash","GENERATION,GENERATION B-7/1 RANA PARTAP BAGH DELHI-110007",India,,Hand Wash,,,,,,https://datalabs.siva3.io/image/womenethnicwear2_TAG7_17782820SetOf2GreenBeigeSolidLeggings_0.jpg,https://datalabs.siva3.io/image/womenethnicwear2_TAG7_17782820SetOf2GreenBeigeSolidLeggings_1.jpg,https://datalabs.siva3.io/image/womenethnicwear2_TAG7_17782820SetOf2GreenBeigeSolidLeggings_2.jpg,https://datalabs.siva3.io/image/womenethnicwear2_TAG7_17782820SetOf2GreenBeigeSolidLeggings_3.jpg,,,,[N],[N],[N],,,,,,Ethnic,,,Solid,,,,,,,,,,,,,,,,Ankle Length,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hand Wash,,
RET,RET-12,RET-12-17,RET-12-17-10,RET-12-17-10-14,Set Of 2 Green & Beige Solid Leggings,"Beige,Green,White",30,1,TAG 7,3099,929,"Set of 2 solid mid rise leggings in green & white, has elasticated waistband, slip on closure, 2 pockets",,,2,Units,"98% Cotton & 2% Elastane
Hand Wash","GENERATION,GENERATION B-7/1 RANA PARTAP BAGH DELHI-110007",India,,Hand Wash,,,,,,https://datalabs.siva3.io/image/womenethnicwear2_TAG7_17782820SetOf2GreenBeigeSolidLeggings_0.jpg,https://datalabs.siva3.io/image/womenethnicwear2_TAG7_17782820SetOf2GreenBeigeSolidLeggings_1.jpg,https://datalabs.siva3.io/image/womenethnicwear2_TAG7_17782820SetOf2GreenBeigeSolidLeggings_2.jpg,https://datalabs.siva3.io/image/womenethnicwear2_TAG7_17782820SetOf2GreenBeigeSolidLeggings_3.jpg,,,,[N],[N],[N],,,,,,Ethnic,,,Solid,,,,,,,,,,,,,,,,Ankle Length,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hand Wash,,
RET,RET-12,RET-12-17,RET-12-17-10,RET-12-17-10-14,Set Of 2 Green & Beige Solid Leggings,"Beige,Green,White",32,1,TAG 7,3099,929,"Set of 2 solid mid rise leggings in green & white, has elasticated waistband, slip on closure, 2 pockets",,,2,Units,"98% Cotton & 2% Elastane
Hand Wash","GENERATION,GENERATION B-7/1 RANA PARTAP BAGH DELHI-110007",India,,Hand Wash,,,,,,https://datalabs.siva3.io/image/womenethnicwear2_TAG7_17782820SetOf2GreenBeigeSolidLeggings_0.jpg,https://datalabs.siva3.io/image/womenethnicwear2_TAG7_17782820SetOf2GreenBeigeSolidLeggings_1.jpg,https://datalabs.siva3.io/image/womenethnicwear2_TAG7_17782820SetOf2GreenBeigeSolidLeggings_2.jpg,https://datalabs.siva3.io/image/womenethnicwear2_TAG7_17782820SetOf2GreenBeigeSolidLeggings_3.jpg,,,,[N],[N],[N],,,,,,Ethnic,,,Solid,,,,,,,,,,,,,,,,Ankle Length,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hand Wash,,
RET,RET-12,RET-12-17,RET-12-17-10,RET-12-17-10-14,Set Of 2 Green & Beige Solid Leggings,"Beige,Green,White",34,1,TAG 7,3099,929,"Set of 2 solid mid rise leggings in green & white, has elasticated waistband, slip on closure, 2 pockets",,,2,Units,"98% Cotton & 2% Elastane
Hand Wash","GENERATION,GENERATION B-7/1 RANA PARTAP BAGH DELHI-110007",India,,Hand Wash,,,,,,https://datalabs.siva3.io/image/womenethnicwear2_TAG7_17782820SetOf2GreenBeigeSolidLeggings_0.jpg,https://datalabs.siva3.io/image/womenethnicwear2_TAG7_17782820SetOf2GreenBeigeSolidLeggings_1.jpg,https://datalabs.siva3.io/image/womenethnicwear2_TAG7_17782820SetOf2GreenBeigeSolidLeggings_2.jpg,https://datalabs.siva3.io/image/womenethnicwear2_TAG7_17782820SetOf2GreenBeigeSolidLeggings_3.jpg,,,,[N],[N],[N],,,,,,Ethnic,,,Solid,,,,,,,,,,,,,,,,Ankle Length,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hand Wash,,
RET,RET-12,RET-12-17,RET-12-17-10,RET-12-17-10-14,Set Of 2 Green & Beige Solid Leggings,"Beige,Green,White",36,1,TAG 7,3099,929,"Set of 2 solid mid rise leggings in green & white, has elasticated waistband, slip on closure, 2 pockets",,,2,Units,"98% Cotton & 2% Elastane
Hand Wash","GENERATION,GENERATION B-7/1 RANA PARTAP BAGH DELHI-110007",India,,Hand Wash,,,,,,https://datalabs.siva3.io/image/womenethnicwear2_TAG7_17782820SetOf2GreenBeigeSolidLeggings_0.jpg,https://datalabs.siva3.io/image/womenethnicwear2_TAG7_17782820SetOf2GreenBeigeSolidLeggings_1.jpg,https://datalabs.siva3.io/image/womenethnicwear2_TAG7_17782820SetOf2GreenBeigeSolidLeggings_2.jpg,https://datalabs.siva3.io/image/womenethnicwear2_TAG7_17782820SetOf2GreenBeigeSolidLeggings_3.jpg,,,,[N],[N],[N],,,,,,Ethnic,,,Solid,,,,,,,,,,,,,,,,Ankle Length,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hand Wash,,
RET,RET-12,RET-12-17,RET-12-17-10,RET-12-17-10-14,Set Of 2 Green & Beige Solid Leggings,"Beige,Green,White",38,1,TAG 7,3099,929,"Set of 2 solid mid rise leggings in green & white, has elasticated waistband, slip on closure, 2 pockets",,,2,Units,"98% Cotton & 2% Elastane
Hand Wash","GENERATION,GENERATION B-7/1 RANA PARTAP BAGH DELHI-110007",India,,Hand Wash,,,,,,https://datalabs.siva3.io/image/womenethnicwear2_TAG7_17782820SetOf2GreenBeigeSolidLeggings_0.jpg,https://datalabs.siva3.io/image/womenethnicwear2_TAG7_17782820SetOf2GreenBeigeSolidLeggings_1.jpg,https://datalabs.siva3.io/image/womenethnicwear2_TAG7_17782820SetOf2GreenBeigeSolidLeggings_2.jpg,https://datalabs.siva3.io/image/womenethnicwear2_TAG7_17782820SetOf2GreenBeigeSolidLeggings_3.jpg,,,,[N],[N],[N],,,,,,Ethnic,,,Solid,,,,,,,,,,,,,,,,Ankle Length,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hand Wash,,
RET,RET-12,RET-12-17,RET-12-17-10,RET-12-17-10-14,Set Of 2 Fuchsia Solid Leggings,Fuchsia,28,1,TAG 7,3099,929,"Set of 2 solid mid rise leggings in fuchsia, has elasticated waistband, slip on closure, 2 pockets",,,2,Units,"98% Cotton & 2% Elastane
Hand Wash","GENERATION,GENERATION B-7/1 RANA PARTAP BAGH DELHI-110007",India,,Hand Wash,,,,,,https://datalabs.siva3.io/image/womenethnicwear2_TAG7_17782814SetOf2FuchsiaSolidLeggings_0.jpg,https://datalabs.siva3.io/image/womenethnicwear2_TAG7_17782814SetOf2FuchsiaSolidLeggings_1.jpg,https://datalabs.siva3.io/image/womenethnicwear2_TAG7_17782814SetOf2FuchsiaSolidLeggings_2.jpg,https://datalabs.siva3.io/image/womenethnicwear2_TAG7_17782814SetOf2FuchsiaSolidLeggings_3.jpg,,,,[N],[N],[N],,,,,,Ethnic,,,Solid,,,,,,,,,,,,,,,,Ankle Length,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hand Wash,,
RET,RET-12,RET-12-17,RET-12-17-10,RET-12-17-10-14,Set Of 2 Fuchsia Solid Leggings,Fuchsia,30,1,TAG 7,3099,929,"Set of 2 solid mid rise leggings in fuchsia, has elasticated waistband, slip on closure, 2 pockets",,,2,Units,"98% Cotton & 2% Elastane
Hand Wash","GENERATION,GENERATION B-7/1 RANA PARTAP BAGH DELHI-110007",India,,Hand Wash,,,,,,https://datalabs.siva3.io/image/womenethnicwear2_TAG7_17782814SetOf2FuchsiaSolidLeggings_0.jpg,https://datalabs.siva3.io/image/womenethnicwear2_TAG7_17782814SetOf2FuchsiaSolidLeggings_1.jpg,https://datalabs.siva3.io/image/womenethnicwear2_TAG7_17782814SetOf2FuchsiaSolidLeggings_2.jpg,https://datalabs.siva3.io/image/womenethnicwear2_TAG7_17782814SetOf2FuchsiaSolidLeggings_3.jpg,,,,[N],[N],[N],,,,,,Ethnic,,,Solid,,,,,,,,,,,,,,,,Ankle Length,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hand Wash,,
RET,RET-12,RET-12-17,RET-12-17-10,RET-12-17-10-14,Set Of 2 Fuchsia Solid Leggings,Fuchsia,32,1,TAG 7,3099,929,"Set of 2 solid mid rise leggings in fuchsia, has elasticated waistband, slip on closure, 2 pockets",,,2,Units,"98% Cotton & 2% Elastane
Hand Wash","GENERATION,GENERATION B-7/1 RANA PARTAP BAGH DELHI-110007",India,,Hand Wash,,,,,,https://datalabs.siva3.io/image/womenethnicwear2_TAG7_17782814SetOf2FuchsiaSolidLeggings_0.jpg,https://datalabs.siva3.io/image/womenethnicwear2_TAG7_17782814SetOf2FuchsiaSolidLeggings_1.jpg,https://datalabs.siva3.io/image/womenethnicwear2_TAG7_17782814SetOf2FuchsiaSolidLeggings_2.jpg,https://datalabs.siva3.io/image/womenethnicwear2_TAG7_17782814SetOf2FuchsiaSolidLeggings_3.jpg,,,,[N],[N],[N],,,,,,Ethnic,,,Solid,,,,,,,,,,,,,,,,Ankle Length,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hand Wash,,
RET,RET-12,RET-12-17,RET-12-17-10,RET-12-17-10-14,Set Of 2 Fuchsia Solid Leggings,Fuchsia,36,1,TAG 7,3099,929,"Set of 2 solid mid rise leggings in fuchsia, has elasticated waistband, slip on closure, 2 pockets",,,2,Units,"98% Cotton & 2% Elastane
Hand Wash","GENERATION,GENERATION B-7/1 RANA PARTAP BAGH DELHI-110007",India,,Hand Wash,,,,,,https://datalabs.siva3.io/image/womenethnicwear2_TAG7_17782814SetOf2FuchsiaSolidLeggings_0.jpg,https://datalabs.siva3.io/image/womenethnicwear2_TAG7_17782814SetOf2FuchsiaSolidLeggings_1.jpg,https://datalabs.siva3.io/image/womenethnicwear2_TAG7_17782814SetOf2FuchsiaSolidLeggings_2.jpg,https://datalabs.siva3.io/image/womenethnicwear2_TAG7_17782814SetOf2FuchsiaSolidLeggings_3.jpg,,,,[N],[N],[N],,,,,,Ethnic,,,Solid,,,,,,,,,,,,,,,,Ankle Length,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hand Wash,,
RET,RET-12,RET-12-17,RET-12-17-10,RET-12-17-10-14,Set Of 2 Fuchsia Solid Leggings,Fuchsia,34,1,TAG 7,3099,929,"Set of 2 solid mid rise leggings in fuchsia, has elasticated waistband, slip on closure, 2 pockets",,,2,Units,"98% Cotton & 2% Elastane
Hand Wash","GENERATION,GENERATION B-7/1 RANA PARTAP BAGH DELHI-110007",India,,Hand Wash,,,,,,https://datalabs.siva3.io/image/womenethnicwear2_TAG7_17782814SetOf2FuchsiaSolidLeggings_0.jpg,https://datalabs.siva3.io/image/womenethnicwear2_TAG7_17782814SetOf2FuchsiaSolidLeggings_1.jpg,https://datalabs.siva3.io/image/womenethnicwear2_TAG7_17782814SetOf2FuchsiaSolidLeggings_2.jpg,https://datalabs.siva3.io/image/womenethnicwear2_TAG7_17782814SetOf2FuchsiaSolidLeggings_3.jpg,,,,[N],[N],[N],,,,,,Ethnic,,,Solid,,,,,,,,,,,,,,,,Ankle Length,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hand Wash,,
